SSC_NAME16	MaxSchoolingCompleted	adults
Rose Bay (Tas.)	Year 11	71
Rose Bay (Tas.)	Year 12	537
Rosebery (Tas.)	Year 8	27
Rosebery (Tas.)	Year 9	60
Rosebery (Tas.)	Year 10	182
Rosebery (Tas.)	Year 11	49
Rosebery (Tas.)	Year 12	181
Rosegarland	Year 8	5
Rosegarland	Year 9	4
Rosegarland	Year 10	26
Rosegarland	Year 12	19
Rosetta	Did not go to school	3
Rosetta	Year 8	90
Rosetta	Year 9	186
Rosetta	Year 10	667
Rosetta	Year 11	196
Rosetta	Year 12	854
Rosevale (Tas.)	Year 8	7
Rosevale (Tas.)	Year 9	7
Rosevale (Tas.)	Year 10	39
Rosevale (Tas.)	Year 11	10
Rosevale (Tas.)	Year 12	35
Rosevears	Year 8	5
Rosevears	Year 9	24
Rosevears	Year 10	102
Rosevears	Year 11	20
Rosevears	Year 12	123
Rosny	Year 8	26
Rosny	Year 9	28
Rosny	Year 10	144
Rosny	Year 11	60
Rosny	Year 12	360
Rosny Park	Year 10	3
Rosny Park	Year 12	3
Ross (Tas.)	Year 8	25
Ross (Tas.)	Year 9	40
Ross (Tas.)	Year 10	113
Ross (Tas.)	Year 11	22
Ross (Tas.)	Year 12	108
Rossarden	Year 9	6
Rossarden	Year 10	8
Rossarden	Year 11	5
Rossarden	Year 12	5
Round Hill (Tas.)	Year 8	4
Round Hill (Tas.)	Year 9	12
Round Hill (Tas.)	Year 10	26
Round Hill (Tas.)	Year 11	11
Round Hill (Tas.)	Year 12	31
Rowella	Year 8	8
Rowella	Year 9	6
Rowella	Year 10	54
Rowella	Year 11	6
Rowella	Year 12	57
Royal George	Year 9	7
Royal George	Year 10	9
Royal George	Year 12	8
Runnymede (Tas.)	Year 8	4
Runnymede (Tas.)	Year 9	4
Runnymede (Tas.)	Year 10	15
Runnymede (Tas.)	Year 11	5
Runnymede (Tas.)	Year 12	12
Rushy Lagoon	Year 8	4
Rushy Lagoon	Year 10	11
Rushy Lagoon	Year 12	4
Saltwater River	Year 8	9
Saltwater River	Year 9	25
Saltwater River	Year 10	30
Saltwater River	Year 11	7
Saltwater River	Year 12	25
Sandfly	Year 8	8
Sandfly	Year 9	16
Sandfly	Year 10	73
Sandfly	Year 11	27
Sandfly	Year 12	120
Sandford (Tas.)	Year 8	30
Sandford (Tas.)	Year 9	75
Sandford (Tas.)	Year 10	485
Sandford (Tas.)	Year 11	183
Sandford (Tas.)	Year 12	658
Sandy Bay	Did not go to school	34
Sandy Bay	Year 8	258
Sandy Bay	Year 9	303
Sandy Bay	Year 10	1243
Sandy Bay	Year 11	489
Sandy Bay	Year 12	7444
Sassafras (Tas.)	Year 8	8
Sassafras (Tas.)	Year 9	36
Sassafras (Tas.)	Year 10	121
Sassafras (Tas.)	Year 11	27
Sassafras (Tas.)	Year 12	64
Savage River	Year 9	3
Savage River	Year 10	12
Savage River	Year 12	8
Scamander	Year 8	30
Scamander	Year 9	55
Scamander	Year 10	180
Scamander	Year 11	59
Scamander	Year 12	162
Scopus	Year 9	7
Scopus	Year 10	10
Scopus	Year 11	3
Scopus	Year 12	9
Scotchtown	Year 8	8
Scotchtown	Year 9	11
Scotchtown	Year 10	73
Scotchtown	Year 11	27
Scotchtown	Year 12	45
Scottsdale	Did not go to school	5
Scottsdale	Year 8	145
Scottsdale	Year 9	249
Scottsdale	Year 10	810
Scottsdale	Year 11	155
Scottsdale	Year 12	397
Selbourne	Year 8	4
Selbourne	Year 9	3
Selbourne	Year 10	23
Selbourne	Year 11	12
Selbourne	Year 12	15
Seven Mile Beach	Year 8	26
Seven Mile Beach	Year 9	60
Seven Mile Beach	Year 10	299
Seven Mile Beach	Year 11	105
Seven Mile Beach	Year 12	496
Seymour (Tas.)	Year 9	5
Seymour (Tas.)	Year 10	6
Seymour (Tas.)	Year 12	4
Shearwater	Did not go to school	3
Shearwater	Year 8	91
Shearwater	Year 9	155
Shearwater	Year 10	582
Shearwater	Year 11	128
Shearwater	Year 12	424
Sheffield	Did not go to school	3
Sheffield	Year 8	100
Sheffield	Year 9	169
Sheffield	Year 10	446
Sheffield	Year 11	108
Sheffield	Year 12	352
Shorewell Park	Did not go to school	7
Shorewell Park	Year 8	168
Shorewell Park	Year 9	214
Shorewell Park	Year 10	516
Shorewell Park	Year 11	154
Shorewell Park	Year 12	329
Sidmouth	Year 8	9
Sidmouth	Year 9	25
Sidmouth	Year 10	138
Sidmouth	Year 11	22
Sidmouth	Year 12	109
Simpsons Bay	Year 9	3
Simpsons Bay	Year 10	9
Simpsons Bay	Year 11	6
Simpsons Bay	Year 12	14
Sisters Beach	Year 8	7
Sisters Beach	Year 9	20
Sisters Beach	Year 10	128
Sisters Beach	Year 11	40
Sisters Beach	Year 12	145
Sisters Creek	Year 8	8
Sisters Creek	Year 9	12
Sisters Creek	Year 10	49
Sisters Creek	Year 11	13
Sisters Creek	Year 12	31
Sloping Main	Year 8	3
Sloping Main	Year 9	11
Sloping Main	Year 10	17
Sloping Main	Year 12	15
Smithton	Did not go to school	11
Smithton	Year 8	231
Smithton	Year 9	382
Smithton	Year 10	1231
Smithton	Year 11	324
Smithton	Year 12	651
Snug	Year 8	46
Snug	Year 9	61
Snug	Year 10	268
Snug	Year 11	90
Snug	Year 12	368
Somerset (Tas.)	Did not go to school	17
Somerset (Tas.)	Year 8	239
Somerset (Tas.)	Year 9	360
Somerset (Tas.)	Year 10	1204
Somerset (Tas.)	Year 11	299
Somerset (Tas.)	Year 12	753
Sorell	Did not go to school	4
Sorell	Year 8	169
Sorell	Year 9	254
Sorell	Year 10	821
Sorell	Year 11	192
Sorell	Year 12	690
Sorell Creek	Year 8	3
Sorell Creek	Year 9	17
Sorell Creek	Year 10	18
Sorell Creek	Year 11	5
Sorell Creek	Year 12	20
South Arm (Tas.)	Year 8	16
South Arm (Tas.)	Year 9	54
South Arm (Tas.)	Year 10	245
South Arm (Tas.)	Year 11	67
South Arm (Tas.)	Year 12	311
South Bruny	Year 9	11
South Bruny	Year 10	26
South Bruny	Year 11	4
South Bruny	Year 12	31
South Burnie	Year 8	21
South Burnie	Year 9	30
South Burnie	Year 10	96
South Burnie	Year 11	33
South Burnie	Year 12	92
South Forest	Year 8	3
South Forest	Year 9	12
South Forest	Year 10	31
South Forest	Year 11	10
South Forest	Year 12	21
South Hobart	Did not go to school	5
South Hobart	Year 8	95
South Hobart	Year 9	161
South Hobart	Year 10	548
South Hobart	Year 11	255
South Hobart	Year 12	3087
South Launceston	Did not go to school	40
South Launceston	Year 8	234
South Launceston	Year 9	242
South Launceston	Year 10	971
South Launceston	Year 11	306
South Launceston	Year 12	1659
South Mount Cameron	Year 8	3
South Mount Cameron	Year 10	3
South Mount Cameron	Year 11	3
South Mount Cameron	Year 12	3
South Nietta	Year 10	3
South Preston	Year 10	3
South Riana	Year 8	8
South Riana	Year 9	14
South Riana	Year 10	64
South Riana	Year 11	17
South Riana	Year 12	48
South Spreyton	Year 8	19
South Spreyton	Year 9	41
South Spreyton	Year 10	155
South Spreyton	Year 11	53
South Spreyton	Year 12	114
South Springfield	Year 10	8
South Springfield	Year 11	3
South Springfield	Year 12	7
Southport (Tas.)	Year 8	12
Southport (Tas.)	Year 9	14
Southport (Tas.)	Year 10	45
Southport (Tas.)	Year 11	8
Southport (Tas.)	Year 12	29
Southwest	Year 10	4
Southwest	Year 12	5
Spalford	Year 9	5
Spalford	Year 10	17
Spalford	Year 11	12
Spalford	Year 12	19
Sprent	Year 8	11
Sprent	Year 9	6
Sprent	Year 10	53
Sprent	Year 11	10
Sprent	Year 12	18
Spreyton	Did not go to school	3
Spreyton	Year 8	73
Spreyton	Year 9	140
Spreyton	Year 10	578
Spreyton	Year 11	151
Spreyton	Year 12	341
Spring Beach	Year 8	3
Spring Beach	Year 9	6
Spring Beach	Year 10	20
Spring Beach	Year 11	7
Spring Beach	Year 12	44
Springfield (Tas.)	Year 8	9
Springfield (Tas.)	Year 9	23
Springfield (Tas.)	Year 10	58
Springfield (Tas.)	Year 11	7
Springfield (Tas.)	Year 12	38
Squeaking Point	Year 8	4
Squeaking Point	Year 9	20
Squeaking Point	Year 10	74
Squeaking Point	Year 11	16
Squeaking Point	Year 12	52
St Helens (Tas.)	Did not go to school	10
St Helens (Tas.)	Year 8	145
St Helens (Tas.)	Year 9	198
St Helens (Tas.)	Year 10	589
St Helens (Tas.)	Year 11	161
St Helens (Tas.)	Year 12	498
St Leonards (Tas.)	Year 8	106
St Leonards (Tas.)	Year 9	128
St Leonards (Tas.)	Year 10	572
St Leonards (Tas.)	Year 11	142
St Leonards (Tas.)	Year 12	517
St Marys (Tas.)	Year 8	26
St Marys (Tas.)	Year 9	80
St Marys (Tas.)	Year 10	186
St Marys (Tas.)	Year 11	35
St Marys (Tas.)	Year 12	166
Stanley (Tas.)	Year 8	20
Stanley (Tas.)	Year 9	55
Stanley (Tas.)	Year 10	187
Stanley (Tas.)	Year 11	37
Stanley (Tas.)	Year 12	132
Staverton	Year 8	3
Staverton	Year 9	3
Staverton	Year 10	23
Staverton	Year 11	7
Staverton	Year 12	29
Stieglitz	Did not go to school	4
Stieglitz	Year 8	39
Stieglitz	Year 9	54
Stieglitz	Year 10	175
Stieglitz	Year 11	40
Stieglitz	Year 12	117
Stonehenge (Tas.)	Year 12	3
Stonor	Year 8	3
Stonor	Year 9	8
Stonor	Year 10	14
Stonor	Year 11	3
Stonor	Year 12	12
Stony Rise	Did not go to school	3
Stony Rise	Year 8	22
Stony Rise	Year 9	41
Stony Rise	Year 10	188
Stony Rise	Year 11	58
Stony Rise	Year 12	173
Stoodley	Year 9	4
Stoodley	Year 10	18
Stoodley	Year 11	3
Stoodley	Year 12	12
Stormlea	Year 10	5
Stormlea	Year 12	6
Stowport	Year 8	10
Stowport	Year 9	28
Stowport	Year 10	111
Stowport	Year 11	32
Stowport	Year 12	89
Strahan	Year 8	32
Strahan	Year 9	47
Strahan	Year 10	224
Strahan	Year 11	69
Strahan	Year 12	155
Strathblane	Year 8	4
Strathblane	Year 9	9
Strathblane	Year 10	28
Strathblane	Year 11	21
Strathblane	Year 12	35
Strickland	Year 9	3
Strickland	Year 10	3
Strickland	Year 11	3
Sulphur Creek	Year 8	23
Sulphur Creek	Year 9	55
Sulphur Creek	Year 10	213
Sulphur Creek	Year 11	52
Sulphur Creek	Year 12	160
Summerhill	Did not go to school	12
Summerhill	Year 8	121
Summerhill	Year 9	218
Summerhill	Year 10	967
Summerhill	Year 11	240
Summerhill	Year 12	786
Sunnyside (Tas.)	Year 8	4
Sunnyside (Tas.)	Year 9	11
Sunnyside (Tas.)	Year 10	15
Sunnyside (Tas.)	Year 11	6
Sunnyside (Tas.)	Year 12	27
Surges Bay	Year 9	16
Surges Bay	Year 10	36
Surges Bay	Year 11	14
Surges Bay	Year 12	36
Surveyors Bay	Year 9	4
Surveyors Bay	Year 10	13
Surveyors Bay	Year 12	14
Swan Bay (Tas.)	Year 8	3
Swan Bay (Tas.)	Year 9	8
Swan Bay (Tas.)	Year 10	89
Swan Bay (Tas.)	Year 11	19
Swan Bay (Tas.)	Year 12	101
Swan Point	Year 8	3
Swan Point	Year 9	20
Swan Point	Year 10	82
Swan Point	Year 11	23
Swan Point	Year 12	99
Swansea (Tas.)	Did not go to school	11
Swansea (Tas.)	Year 8	47
Swansea (Tas.)	Year 9	94
Swansea (Tas.)	Year 10	256
Swansea (Tas.)	Year 11	51
Swansea (Tas.)	Year 12	215
Swanston	Year 9	4
Swanston	Year 12	3
Table Cape	Year 9	6
Table Cape	Year 10	16
Table Cape	Year 11	10
Table Cape	Year 12	36
Takone	Year 9	6
Takone	Year 10	23
Takone	Year 11	9
Takone	Year 12	22
Talawa	Year 8	4
Talawa	Year 9	8
Talawa	Year 10	14
Talawa	Year 11	8
Talawa	Year 12	11
Taranna	Year 8	13
Taranna	Year 9	13
Taranna	Year 10	33
Taranna	Year 11	7
Taranna	Year 12	46
Targa	Year 9	4
Targa	Year 10	6
Targa	Year 12	10
Tarleton	Year 8	13
Tarleton	Year 9	35
Tarleton	Year 10	131
Tarleton	Year 11	23
Tarleton	Year 12	94
Taroona	Did not go to school	6
Taroona	Year 8	60
Taroona	Year 9	90
Taroona	Year 10	364
Taroona	Year 11	153
Taroona	Year 12	1704
Tayene	Year 9	4
Tayene	Year 12	4
Tea Tree	Year 8	12
Tea Tree	Year 9	30
Tea Tree	Year 10	123
Tea Tree	Year 11	44
Tea Tree	Year 12	103
Telita	Year 10	8
Telita	Year 12	7
Temma	Year 10	3
Tewkesbury	Year 9	16
Tewkesbury	Year 10	14
Tewkesbury	Year 11	3
Tewkesbury	Year 12	18
The Gardens (Tas.)	Year 10	3
Thirlstane	Year 8	3
Thirlstane	Year 9	7
Thirlstane	Year 10	33
Thirlstane	Year 11	9
Thirlstane	Year 12	17
Tinderbox	Year 8	3
Tinderbox	Year 9	16
Tinderbox	Year 10	72
Tinderbox	Year 11	30
Tinderbox	Year 12	174
Togari	Year 9	3
Togari	Year 10	23
Togari	Year 11	14
Togari	Year 12	23
Toiberry	Year 10	11
Toiberry	Year 11	3
Toiberry	Year 12	3
Tolmans Hill	Did not go to school	4
Tolmans Hill	Year 8	10
Tolmans Hill	Year 9	19
Tolmans Hill	Year 10	68
Tolmans Hill	Year 11	36
Tolmans Hill	Year 12	291
Tomahawk	Year 8	4
Tomahawk	Year 9	11
Tomahawk	Year 10	13
Tomahawk	Year 11	3
Tomahawk	Year 12	11
Tonganah	Year 9	4
Tonganah	Year 10	6
Tonganah	Year 11	3
Tonganah	Year 12	3
Tooms Lake	Year 10	3
Tranmere (Tas.)	Year 8	30
Tranmere (Tas.)	Year 9	68
Tranmere (Tas.)	Year 10	374
Tranmere (Tas.)	Year 11	111
Tranmere (Tas.)	Year 12	748
Travellers Rest	Year 8	4
Travellers Rest	Year 9	12
Travellers Rest	Year 10	108
Travellers Rest	Year 11	30
Travellers Rest	Year 12	87
Trenah	Year 10	4
Trenah	Year 11	3
Trenah	Year 12	5
Trevallyn	Did not go to school	8
Trevallyn	Year 8	92
Trevallyn	Year 9	191
Trevallyn	Year 10	906
Trevallyn	Year 11	349
Trevallyn	Year 12	1922
Triabunna	Year 8	60
Triabunna	Year 9	117
Triabunna	Year 10	292
Triabunna	Year 11	58
Triabunna	Year 12	132
Trial Harbour	Year 9	3
Trial Harbour	Year 10	8
Trial Harbour	Year 12	9
Trowutta	Year 8	3
Trowutta	Year 9	10
Trowutta	Year 10	25
Trowutta	Year 11	5
Trowutta	Year 12	14
Tugrah	Did not go to school	3
Tugrah	Year 8	6
Tugrah	Year 9	15
Tugrah	Year 10	119
Tugrah	Year 11	25
Tugrah	Year 12	84
Tulendeena	Year 10	7
Tulendeena	Year 12	3
Tullah	Year 8	10
Tullah	Year 9	18
Tullah	Year 10	51
Tullah	Year 11	13
Tullah	Year 12	40
Tunbridge	Year 8	3
Tunbridge	Year 9	16
Tunbridge	Year 10	41
Tunbridge	Year 11	10
Tunbridge	Year 12	30
Tunnack	Year 8	7
Tunnack	Year 9	19
Tunnack	Year 10	53
Tunnack	Year 11	13
Tunnack	Year 12	25
Tunnel	Year 8	7
Tunnel	Year 9	5
Tunnel	Year 10	13
Tunnel	Year 11	5
Tunnel	Year 12	13
Turners Beach	Year 8	48
Turners Beach	Year 9	150
Turners Beach	Year 10	560
Turners Beach	Year 11	135
Turners Beach	Year 12	442
Turners Marsh	Year 8	6
Turners Marsh	Year 9	16
Turners Marsh	Year 10	76
Turners Marsh	Year 11	20
Turners Marsh	Year 12	53
Tyenna (Tas.)	Year 8	4
Tyenna (Tas.)	Year 9	3
Tyenna (Tas.)	Year 10	10
Tyenna (Tas.)	Year 11	3
Tyenna (Tas.)	Year 12	8
Ulverstone	Did not go to school	12
Ulverstone	Year 8	411
Ulverstone	Year 9	654
Ulverstone	Year 10	1968
Ulverstone	Year 11	499
Ulverstone	Year 12	1402
Underwood (Tas.)	Year 8	13
Underwood (Tas.)	Year 9	27
Underwood (Tas.)	Year 10	94
Underwood (Tas.)	Year 11	21
Underwood (Tas.)	Year 12	123
Upper Blessington	Year 8	5
Upper Blessington	Year 9	4
Upper Blessington	Year 10	16
Upper Blessington	Year 11	6
Upper Blessington	Year 12	11
Upper Burnie	Did not go to school	3
Upper Burnie	Year 8	110
Upper Burnie	Year 9	184
Upper Burnie	Year 10	532
Upper Burnie	Year 11	143
Upper Burnie	Year 12	406
Upper Castra	Year 8	4
Upper Castra	Year 9	13
Upper Castra	Year 10	27
Upper Castra	Year 11	4
Upper Castra	Year 12	17
Upper Esk	Year 10	10
Upper Esk	Year 11	4
Upper Esk	Year 12	11
Upper Natone	Year 8	3
Upper Natone	Year 9	10
Upper Natone	Year 10	30
Upper Natone	Year 11	11
Upper Natone	Year 12	34
Upper Scamander	Year 8	3
Upper Scamander	Year 9	5
Upper Scamander	Year 10	12
Upper Scamander	Year 11	3
Upper Scamander	Year 12	9
Upper Stowport	Year 8	8
Upper Stowport	Year 9	3
Upper Stowport	Year 10	34
Upper Stowport	Year 11	8
Upper Stowport	Year 12	21
Upper Woodstock	Year 9	3
Upper Woodstock	Year 10	14
Upper Woodstock	Year 11	3
Upper Woodstock	Year 12	24
Uxbridge	Year 9	3
Uxbridge	Year 12	3
Verona Sands	Year 8	5
Verona Sands	Year 9	14
Verona Sands	Year 10	19
Verona Sands	Year 11	3
Verona Sands	Year 12	21
Victoria Valley (Tas.)	Year 10	3
Waddamana	Year 8	3
Waratah (Tas.)	Year 8	11
Waratah (Tas.)	Year 9	29
Waratah (Tas.)	Year 10	64
Waratah (Tas.)	Year 11	27
Waratah (Tas.)	Year 12	53
Warrane	Did not go to school	30
Warrane	Year 8	200
Warrane	Year 9	190
Warrane	Year 10	559
Warrane	Year 11	187
Warrane	Year 12	564
Waterhouse	Year 8	4
Waterhouse	Year 9	9
Waterhouse	Year 10	28
Waterhouse	Year 11	4
Waterhouse	Year 12	21
Waterloo (Tas.)	Year 8	7
Waterloo (Tas.)	Year 9	6
Waterloo (Tas.)	Year 10	24
Waterloo (Tas.)	Year 11	8
Waterloo (Tas.)	Year 12	28
Wattle Grove (Tas.)	Year 8	4
Wattle Grove (Tas.)	Year 9	9
Wattle Grove (Tas.)	Year 10	27
Wattle Grove (Tas.)	Year 11	9
Wattle Grove (Tas.)	Year 12	39
Wattle Hill (Tas.)	Did not go to school	3
Wattle Hill (Tas.)	Year 8	4
Wattle Hill (Tas.)	Year 9	8
Wattle Hill (Tas.)	Year 10	50
Wattle Hill (Tas.)	Year 11	22
Wattle Hill (Tas.)	Year 12	40
Waverley (Tas.)	Did not go to school	5
Waverley (Tas.)	Year 8	70
Waverley (Tas.)	Year 9	149
Waverley (Tas.)	Year 10	452
Waverley (Tas.)	Year 11	109
Waverley (Tas.)	Year 12	278
Wayatinah	Year 9	3
Wayatinah	Year 10	11
Wayatinah	Year 11	4
Wayatinah	Year 12	6
Weegena	Year 9	6
Weegena	Year 10	24
Weegena	Year 11	7
Weegena	Year 12	33
Weetah	Year 9	3
Weetah	Year 10	13
Weetah	Year 11	5
Weetah	Year 12	23
Weldborough	Year 8	3
Weldborough	Year 10	6
Weldborough	Year 12	6
Wesley Vale	Year 8	34
Wesley Vale	Year 9	50
Wesley Vale	Year 10	157
Wesley Vale	Year 11	26
Wesley Vale	Year 12	79
West Hobart	Did not go to school	17
West Hobart	Year 8	116
West Hobart	Year 9	163
West Hobart	Year 10	635
West Hobart	Year 11	296
West Hobart	Year 12	3456
West Kentish	Year 8	10
West Kentish	Year 9	14
West Kentish	Year 10	48
West Kentish	Year 11	12
West Kentish	Year 12	34
West Launceston	Did not go to school	14
West Launceston	Year 8	105
West Launceston	Year 9	200
West Launceston	Year 10	852
West Launceston	Year 11	327
West Launceston	Year 12	1699
West Montagu	Year 8	3
West Montagu	Year 9	7
West Montagu	Year 10	16
West Montagu	Year 12	9
West Moonah	Did not go to school	64
West Moonah	Year 8	180
West Moonah	Year 9	226
West Moonah	Year 10	865
West Moonah	Year 11	258
West Moonah	Year 12	1442
West Mooreville	Year 8	4
West Mooreville	Year 9	9
West Mooreville	Year 10	35
West Mooreville	Year 11	12
West Mooreville	Year 12	32
West Pine	Year 8	7
West Pine	Year 9	16
West Pine	Year 10	42
West Pine	Year 11	14
West Pine	Year 12	30
West Ridgley	Year 8	5
West Ridgley	Year 9	4
West Ridgley	Year 10	49
West Ridgley	Year 11	5
West Ridgley	Year 12	21
West Scottsdale	Year 8	4
West Scottsdale	Year 9	3
West Scottsdale	Year 10	27
West Scottsdale	Year 11	6
West Scottsdale	Year 12	7
West Takone	Year 10	3
West Ulverstone	Did not go to school	14
West Ulverstone	Year 8	307
West Ulverstone	Year 9	384
West Ulverstone	Year 10	1358
West Ulverstone	Year 11	309
West Ulverstone	Year 12	783
Westbury (Tas.)	Did not go to school	3
Westbury (Tas.)	Year 8	129
Westbury (Tas.)	Year 9	173
Westbury (Tas.)	Year 10	576
Westbury (Tas.)	Year 11	139
Westbury (Tas.)	Year 12	530
Western Creek (Tas.)	Year 8	3
Western Creek (Tas.)	Year 9	6
Western Creek (Tas.)	Year 10	28
Western Creek (Tas.)	Year 11	10
Western Creek (Tas.)	Year 12	34
Western Junction	Year 8	7
Western Junction	Year 9	7
Western Junction	Year 10	33
Western Junction	Year 11	3
Western Junction	Year 12	42
Westerway	Year 8	12
Westerway	Year 9	25
Westerway	Year 10	61
Westerway	Year 11	18
Westerway	Year 12	61
Westwood (Tas.)	Year 9	3
Westwood (Tas.)	Year 10	16
Westwood (Tas.)	Year 11	10
Westwood (Tas.)	Year 12	17
Weymouth	Year 8	3
Weymouth	Year 9	9
Weymouth	Year 10	38
Weymouth	Year 11	14
Weymouth	Year 12	27
White Beach	Year 8	12
White Beach	Year 9	28
White Beach	Year 10	92
White Beach	Year 11	16
White Beach	Year 12	68
White Hills (Tas.)	Did not go to school	3
White Hills (Tas.)	Year 8	10
White Hills (Tas.)	Year 9	9
White Hills (Tas.)	Year 10	47
White Hills (Tas.)	Year 11	5
White Hills (Tas.)	Year 12	49
Whitefoord	Year 8	3
Whitefoord	Year 9	5
Whitefoord	Year 10	20
Whitefoord	Year 11	7
Whitefoord	Year 12	5
Whitemark	Year 8	16
Whitemark	Year 9	26
Whitemark	Year 10	71
Whitemark	Year 11	35
Whitemark	Year 12	83
Whitemore	Year 8	10
Whitemore	Year 9	19
Whitemore	Year 10	65
Whitemore	Year 11	10
Whitemore	Year 12	45
Wickham (Tas.)	Year 12	7
Wilburville	Year 9	6
Wilburville	Year 10	4
Wilmot	Year 8	21
Wilmot	Year 9	30
Wilmot	Year 10	73
Wilmot	Year 11	26
Wilmot	Year 12	72
Wiltshire	Year 9	4
Wiltshire	Year 10	8
Wiltshire	Year 11	6
Wiltshire	Year 12	8
Windermere (Tas.)	Year 8	7
Windermere (Tas.)	Year 9	14
Windermere (Tas.)	Year 10	63
Windermere (Tas.)	Year 11	21
Windermere (Tas.)	Year 12	103
Winkleigh	Year 8	7
Winkleigh	Year 9	21
Winkleigh	Year 10	52
Winkleigh	Year 11	17
Winkleigh	Year 12	53
Winnaleah	Year 8	19
Winnaleah	Year 9	17
Winnaleah	Year 10	72
Winnaleah	Year 11	12
Winnaleah	Year 12	57
Wivenhoe	Did not go to school	3
Wivenhoe	Year 8	11
Wivenhoe	Year 9	18
Wivenhoe	Year 10	74
Wivenhoe	Year 11	21
Wivenhoe	Year 12	37
Woodbridge (Tas.)	Year 8	16
Woodbridge (Tas.)	Year 9	10
Woodbridge (Tas.)	Year 10	96
Woodbridge (Tas.)	Year 11	35
Woodbridge (Tas.)	Year 12	236
Woodbury (Tas.)	Year 12	16
Woodsdale	Year 8	9
Woodsdale	Year 9	6
Woodsdale	Year 10	26
Woodsdale	Year 11	9
Woodsdale	Year 12	17
Woodstock (Tas.)	Year 9	4
Woodstock (Tas.)	Year 10	8
Woodstock (Tas.)	Year 11	6
Woodstock (Tas.)	Year 12	6
Woolnorth	Year 9	3
Woolnorth	Year 10	31
Woolnorth	Year 11	7
Woolnorth	Year 12	25
Wyena	Year 10	11
Wyena	Year 11	3
Wyena	Year 12	5
Wynyard	Did not go to school	14
Wynyard	Year 8	354
Wynyard	Year 9	580
Wynyard	Year 10	1868
Wynyard	Year 11	444
Wynyard	Year 12	1261
Yambacoona	Year 8	3
Yambacoona	Year 10	13
Yambacoona	Year 12	9
Yarra Creek	Year 10	8
Yarra Creek	Year 12	8
Yolla	Year 8	11
Yolla	Year 9	24
Yolla	Year 10	108
Yolla	Year 11	23
Yolla	Year 12	76
York Plains (Tas.)	Year 8	5
York Plains (Tas.)	Year 9	9
York Plains (Tas.)	Year 10	7
York Plains (Tas.)	Year 11	3
York Plains (Tas.)	Year 12	13
York Town	Year 8	3
York Town	Year 9	6
York Town	Year 10	27
York Town	Year 11	6
York Town	Year 12	17
Youngtown	Did not go to school	14
Youngtown	Year 8	182
Youngtown	Year 9	301
Youngtown	Year 10	1145
Youngtown	Year 11	283
Youngtown	Year 12	1149
Zeehan	Did not go to school	5
Zeehan	Year 8	36
Zeehan	Year 9	64
Zeehan	Year 10	241
Zeehan	Year 11	51
Zeehan	Year 12	112
No usual address (Tas.)	Did not go to school	3
No usual address (Tas.)	Year 8	34
No usual address (Tas.)	Year 9	51
No usual address (Tas.)	Year 10	209
No usual address (Tas.)	Year 11	62
No usual address (Tas.)	Year 12	296
Migratory - Offshore - Shipping (Tas.)	Year 10	22
Migratory - Offshore - Shipping (Tas.)	Year 11	10
Migratory - Offshore - Shipping (Tas.)	Year 12	25
Acacia Hills (NT)	Did not go to school	3
Acacia Hills (NT)	Year 8	20
Acacia Hills (NT)	Year 9	25
Acacia Hills (NT)	Year 10	165
Acacia Hills (NT)	Year 11	64
Acacia Hills (NT)	Year 12	187
Adelaide River	Year 8	21
Adelaide River	Year 9	30
Adelaide River	Year 10	67
Adelaide River	Year 11	30
Adelaide River	Year 12	74
Alawa	Did not go to school	17
Alawa	Year 8	83
Alawa	Year 9	91
Alawa	Year 10	247
Alawa	Year 11	200
Alawa	Year 12	876
Ali Curung	Did not go to school	3
Ali Curung	Year 8	114
Ali Curung	Year 9	47
Ali Curung	Year 10	46
Ali Curung	Year 11	30
Ali Curung	Year 12	35
Alice Springs	Did not go to school	3
Alice Springs	Year 8	20
Alice Springs	Year 9	5
Alice Springs	Year 10	30
Alice Springs	Year 11	16
Alice Springs	Year 12	97
Alpurrurulam	Did not go to school	23
Alpurrurulam	Year 8	116
Alpurrurulam	Year 9	36
Alpurrurulam	Year 10	41
Alpurrurulam	Year 11	11
Alpurrurulam	Year 12	29
Alyangula	Year 8	3
Alyangula	Year 9	18
Alyangula	Year 10	97
Alyangula	Year 11	74
Alyangula	Year 12	358
Amoonguna	Did not go to school	5
Amoonguna	Year 8	43
Amoonguna	Year 9	31
Amoonguna	Year 10	42
Amoonguna	Year 11	31
Amoonguna	Year 12	13
Ampilatwatja	Did not go to school	30
Ampilatwatja	Year 8	53
Ampilatwatja	Year 9	24
Ampilatwatja	Year 10	84
Ampilatwatja	Year 11	21
Ampilatwatja	Year 12	33
Anatye	Did not go to school	12
Anatye	Year 8	26
Anatye	Year 9	3
Anatye	Year 10	9
Anatye	Year 11	4
Anatye	Year 12	17
Angurugu	Did not go to school	24
Angurugu	Year 8	72
Angurugu	Year 9	58
Angurugu	Year 10	107
Angurugu	Year 11	77
Angurugu	Year 12	161
Anindilyakwa	Year 8	9
Anindilyakwa	Year 9	4
Anindilyakwa	Year 10	7
Anindilyakwa	Year 11	16
Anindilyakwa	Year 12	27
Anmatjere	Did not go to school	45
Anmatjere	Year 8	161
Anmatjere	Year 9	31
Anmatjere	Year 10	24
Anmatjere	Year 11	27
Anmatjere	Year 12	31
Anula	Did not go to school	16
Anula	Year 8	53
