SSC_NAME16	SameAddress1YearAgo	SameAddress5YearsAgo	Sex	persons
Balnagowan	1	0	F	165
Balnagowan	1	0	M	178
Bamaga	0	1	F	373
Bamaga	0	1	M	326
Bamaga	1	0	F	508
Bamaga	1	0	M	460
Bambaroo	0	1	F	37
Bambaroo	0	1	M	42
Bambaroo	1	0	F	50
Bambaroo	1	0	M	59
Bamboo	0	1	F	27
Bamboo	0	1	M	41
Bamboo	1	0	F	48
Bamboo	1	0	M	57
Bamboo Creek	0	1	F	27
Bamboo Creek	0	1	M	35
Bamboo Creek	1	0	F	40
Bamboo Creek	1	0	M	41
Ban Ban	0	1	F	15
Ban Ban	0	1	M	11
Ban Ban	1	0	F	17
Ban Ban	1	0	M	13
Ban Ban Springs	0	1	M	3
Ban Ban Springs	1	0	F	4
Ban Ban Springs	1	0	M	6
Banana	0	1	F	100
Banana	0	1	M	112
Banana	1	0	F	148
Banana	1	0	M	162
Bancroft	0	1	F	32
Bancroft	0	1	M	32
Bancroft	1	0	F	39
Bancroft	1	0	M	39
Bangalee (Qld)	0	1	F	43
Bangalee (Qld)	0	1	M	48
Bangalee (Qld)	1	0	F	76
Bangalee (Qld)	1	0	M	69
Bangall	0	1	M	3
Bangall	1	0	F	3
Bangall	1	0	M	3
Banks Creek	0	1	M	3
Banks Creek	1	0	M	3
Banks Pocket	0	1	F	51
Banks Pocket	0	1	M	53
Banks Pocket	1	0	F	60
Banks Pocket	1	0	M	71
Banksia Beach	0	1	F	1498
Banksia Beach	0	1	M	1425
Banksia Beach	1	0	F	2414
Banksia Beach	1	0	M	2311
Bannockburn (Qld)	0	1	F	142
Bannockburn (Qld)	0	1	M	165
Bannockburn (Qld)	1	0	F	254
Bannockburn (Qld)	1	0	M	263
Banyo	0	1	F	1502
Banyo	0	1	M	1460
Banyo	1	0	F	2258
Banyo	1	0	M	2242
Bapaume	0	1	F	37
Bapaume	0	1	M	32
Bapaume	1	0	F	44
Bapaume	1	0	M	55
Barakula	1	0	M	3
Baralaba	0	1	F	84
Baralaba	0	1	M	85
Baralaba	1	0	F	102
Baralaba	1	0	M	108
Barambah	0	1	F	12
Barambah	0	1	M	9
Barambah	1	0	F	22
Barambah	1	0	M	17
Barcaldine	0	1	F	399
Barcaldine	0	1	M	390
Barcaldine	1	0	F	562
Barcaldine	1	0	M	540
Barcaldine Downs	0	1	F	3
Barcaldine Downs	0	1	M	4
Barcaldine Downs	1	0	F	5
Barcaldine Downs	1	0	M	11
Bardon	0	1	F	2454
Bardon	0	1	M	2263
Bardon	1	0	F	3790
Bardon	1	0	M	3504
Baree	0	1	F	46
Baree	0	1	M	57
Baree	1	0	F	66
Baree	1	0	M	68
Barellan Point	0	1	F	375
Barellan Point	0	1	M	378
Barellan Point	1	0	F	485
Barellan Point	1	0	M	499
Bargara	0	1	F	1638
Bargara	0	1	M	1481
Bargara	1	0	F	2878
Bargara	1	0	M	2584
Bargunyah	0	1	F	3
Bargunyah	0	1	M	9
Bargunyah	1	0	F	11
Bargunyah	1	0	M	9
Barker Creek Flat	0	1	F	14
Barker Creek Flat	0	1	M	20
Barker Creek Flat	1	0	F	24
Barker Creek Flat	1	0	M	26
Barkly (Qld)	0	1	F	3
Barkly (Qld)	0	1	M	6
Barkly (Qld)	1	0	F	4
Barkly (Qld)	1	0	M	13
Barlil	0	1	F	13
Barlil	0	1	M	16
Barlil	1	0	F	15
Barlil	1	0	M	14
Barlows Hill	0	1	F	200
Barlows Hill	0	1	M	204
Barlows Hill	1	0	F	301
Barlows Hill	1	0	M	298
Barmaryee	0	1	F	249
Barmaryee	0	1	M	261
Barmaryee	1	0	F	341
Barmaryee	1	0	M	375
Barmoya	0	1	F	25
Barmoya	0	1	M	26
Barmoya	1	0	F	32
Barmoya	1	0	M	30
Barnard	0	1	F	7
Barnard	0	1	M	7
Barnard	1	0	F	10
Barnard	1	0	M	8
Barney Point	0	1	F	222
Barney Point	0	1	M	235
Barney Point	1	0	F	345
Barney Point	1	0	M	355
Barney View	0	1	F	25
Barney View	0	1	M	22
Barney View	1	0	F	28
Barney View	1	0	M	27
Baroondah	0	1	M	4
Baroondah	1	0	M	4
Barramornie	0	1	M	4
Barramornie	1	0	F	8
Barramornie	1	0	M	4
Barratta (Qld)	0	1	F	19
Barratta (Qld)	0	1	M	24
Barratta (Qld)	1	0	F	27
Barratta (Qld)	1	0	M	27
Barrine	0	1	F	62
Barrine	0	1	M	68
Barrine	1	0	F	84
Barrine	1	0	M	93
Barringha	0	1	F	24
Barringha	0	1	M	18
Barringha	1	0	F	27
Barringha	1	0	M	18
Barringun	0	1	M	3
Barringun	1	0	M	3
Barron	0	1	F	11
Barron	0	1	M	14
Barron	1	0	F	12
Barron	1	0	M	13
Bartle Frere	0	1	F	45
Bartle Frere	0	1	M	40
Bartle Frere	1	0	F	63
Bartle Frere	1	0	M	59
Basalt (Qld)	0	1	F	50
Basalt (Qld)	0	1	M	64
Basalt (Qld)	1	0	F	61
Basalt (Qld)	1	0	M	89
Basin Pocket	0	1	F	203
Basin Pocket	0	1	M	205
Basin Pocket	1	0	F	316
Basin Pocket	1	0	M	324
Battery Hill	0	1	F	634
Battery Hill	0	1	M	585
Battery Hill	1	0	F	1014
Battery Hill	1	0	M	933
Bauhinia	0	1	F	3
Bauhinia	0	1	M	10
Bauhinia	1	0	F	13
Bauhinia	1	0	M	12
Bauple	0	1	F	170
Bauple	0	1	M	217
Bauple	1	0	F	221
Bauple	1	0	M	284
Bauple Forest	1	0	M	3
Bayrick	0	1	F	3
Bayrick	0	1	M	3
Bayrick	1	0	F	7
Bayrick	1	0	M	3
Bayview Heights	0	1	F	1208
Bayview Heights	0	1	M	1196
Bayview Heights	1	0	F	1672
Bayview Heights	1	0	M	1635
Beach Holm	0	1	F	10
Beach Holm	0	1	M	18
Beach Holm	1	0	F	6
Beach Holm	1	0	M	19
Beachmere	0	1	F	1005
Beachmere	0	1	M	983
Beachmere	1	0	F	1553
Beachmere	1	0	M	1532
Beaconsfield (Qld)	0	1	F	1278
Beaconsfield (Qld)	0	1	M	1213
Beaconsfield (Qld)	1	0	F	2185
Beaconsfield (Qld)	1	0	M	2019
Beatrice	0	1	F	36
Beatrice	0	1	M	31
Beatrice	1	0	F	43
Beatrice	1	0	M	35
Beaudesert	0	1	F	1412
Beaudesert	0	1	M	1358
Beaudesert	1	0	F	2421
Beaudesert	1	0	M	2208
Beaufort (Qld)	0	1	F	17
Beaufort (Qld)	0	1	M	19
Beaufort (Qld)	1	0	F	18
Beaufort (Qld)	1	0	M	21
Beaver Rock	0	1	F	16
Beaver Rock	0	1	M	15
Beaver Rock	1	0	F	18
Beaver Rock	1	0	M	21
Bedourie	0	1	F	20
Bedourie	0	1	M	23
Bedourie	1	0	F	45
Bedourie	1	0	M	40
Beebo	0	1	F	26
Beebo	0	1	M	25
Beebo	1	0	F	35
Beebo	1	0	M	32
Beecher	0	1	F	253
Beecher	0	1	M	278
Beecher	1	0	F	336
Beecher	1	0	M	394
Beechmont	0	1	F	261
Beechmont	0	1	M	242
Beechmont	1	0	F	349
Beechmont	1	0	M	344
Beelbee	0	1	F	5
Beelbee	0	1	M	3
Beelbee	1	0	F	11
Beelbee	1	0	M	11
Beelbi Creek	0	1	F	42
Beelbi Creek	0	1	M	59
Beelbi Creek	1	0	F	62
Beelbi Creek	1	0	M	71
Beenaam Valley	0	1	F	20
Beenaam Valley	0	1	M	20
Beenaam Valley	1	0	F	32
Beenaam Valley	1	0	M	31
Beenleigh	0	1	F	1804
Beenleigh	0	1	M	1884
Beenleigh	1	0	F	2877
Beenleigh	1	0	M	2948
Beerburrum	0	1	F	148
Beerburrum	0	1	M	164
Beerburrum	1	0	F	289
Beerburrum	1	0	M	294
Beeron	0	1	F	6
Beeron	0	1	M	6
Beeron	1	0	F	9
Beeron	1	0	M	6
Beerwah	0	1	F	1554
Beerwah	0	1	M	1478
Beerwah	1	0	F	2610
Beerwah	1	0	M	2390
Begonia	0	1	F	14
Begonia	0	1	M	18
Begonia	1	0	F	19
Begonia	1	0	M	26
Beilba	0	1	F	6
Beilba	0	1	M	9
Beilba	1	0	F	9
Beilba	1	0	M	18
Belcong	0	1	F	14
Belcong	0	1	M	14
Belcong	1	0	F	24
Belcong	1	0	M	17
Belgian Gardens	0	1	F	441
Belgian Gardens	0	1	M	462
Belgian Gardens	1	0	F	696
Belgian Gardens	1	0	M	696
Belivah	0	1	F	94
Belivah	0	1	M	101
Belivah	1	0	F	116
Belivah	1	0	M	133
Bell (Qld)	0	1	F	137
Bell (Qld)	0	1	M	151
Bell (Qld)	1	0	F	199
Bell (Qld)	1	0	M	219
Bella Creek	0	1	F	15
Bella Creek	0	1	M	12
Bella Creek	1	0	F	16
Bella Creek	1	0	M	14
Bellara	0	1	F	822
Bellara	0	1	M	750
Bellara	1	0	F	1273
Bellara	1	0	M	1165
Bellbird Park	0	1	F	1282
Bellbird Park	0	1	M	1388
Bellbird Park	1	0	F	2236
Bellbird Park	1	0	M	2340
Bellbowrie	0	1	F	1613
Bellbowrie	0	1	M	1533
Bellbowrie	1	0	F	2328
Bellbowrie	1	0	M	2197
Bellenden Ker	0	1	F	72
Bellenden Ker	0	1	M	80
Bellenden Ker	1	0	F	91
Bellenden Ker	1	0	M	97
Belli Park	0	1	F	188
Belli Park	0	1	M	198
Belli Park	1	0	F	273
Belli Park	1	0	M	259
Bellmere	0	1	F	1164
Bellmere	0	1	M	1105
Bellmere	1	0	F	2235
Bellmere	1	0	M	2077
Bells Bridge	0	1	F	61
Bells Bridge	0	1	M	57
Bells Bridge	1	0	F	78
Bells Bridge	1	0	M	66
Bells Creek	0	1	F	27
Bells Creek	0	1	M	29
Bells Creek	1	0	F	33
Bells Creek	1	0	M	42
Bellthorpe	0	1	F	30
Bellthorpe	0	1	M	44
Bellthorpe	1	0	F	39
Bellthorpe	1	0	M	52
Belmont (Qld)	0	1	F	1324
Belmont (Qld)	0	1	M	1243
Belmont (Qld)	1	0	F	1814
Belmont (Qld)	1	0	M	1762
Belmunda	0	1	F	3
Belmunda	0	1	M	3
Belmunda	1	0	F	3
Belvedere	0	1	F	222
Belvedere	0	1	M	231
Belvedere	1	0	F	329
Belvedere	1	0	M	332
Belyando	0	1	F	9
Belyando	0	1	M	19
Belyando	1	0	F	13
Belyando	1	0	M	18
Bemerside	0	1	F	72
Bemerside	0	1	M	94
Bemerside	1	0	F	95
Bemerside	1	0	M	109
Benair	0	1	F	45
Benair	0	1	M	55
Benair	1	0	F	58
Benair	1	0	M	66
Benaraby	0	1	F	299
Benaraby	0	1	M	358
Benaraby	1	0	F	459
Benaraby	1	0	M	544
Benarkin	0	1	F	16
Benarkin	0	1	M	17
Benarkin	1	0	F	19
Benarkin	1	0	M	30
Benarkin North	0	1	F	88
Benarkin North	0	1	M	86
Benarkin North	1	0	F	119
Benarkin North	1	0	M	112
Benholme	0	1	F	29
Benholme	0	1	M	33
Benholme	1	0	F	37
Benholme	1	0	M	44
Benobble	0	1	F	9
Benobble	0	1	M	10
Benobble	1	0	F	18
Benobble	1	0	M	20
Benowa	0	1	F	2007
Benowa	0	1	M	1821
Benowa	1	0	F	3366
Benowa	1	0	M	3079
Bentley Park	0	1	F	1726
Bentley Park	0	1	M	1688
Bentley Park	1	0	F	3010
Bentley Park	1	0	M	2872
Berajondo	0	1	F	15
Berajondo	0	1	M	23
Berajondo	1	0	F	25
Berajondo	1	0	M	30
Berat	0	1	F	32
Berat	0	1	M	38
Berat	1	0	F	46
Berat	1	0	M	46
Bergen	0	1	F	21
Bergen	0	1	M	26
Bergen	1	0	F	26
Bergen	1	0	M	32
Berrinba	0	1	F	283
Berrinba	0	1	M	283
Berrinba	1	0	F	506
Berrinba	1	0	M	490
Berserker	0	1	F	1522
Berserker	0	1	M	1582
Berserker	1	0	F	2418
Berserker	1	0	M	2512
Bethania	0	1	F	1393
Bethania	0	1	M	1267
Bethania	1	0	F	2164
Bethania	1	0	M	1883
Biarra	0	1	F	78
Biarra	0	1	M	70
Biarra	1	0	F	107
Biarra	1	0	M	110
Biboohra	0	1	F	156
Biboohra	0	1	M	176
Biboohra	1	0	F	208
Biboohra	1	0	M	222
Biddaddaba	0	1	F	47
Biddaddaba	0	1	M	50
Biddaddaba	1	0	F	59
Biddaddaba	1	0	M	54
Biddeston	0	1	F	80
Biddeston	0	1	M	78
Biddeston	1	0	F	115
Biddeston	1	0	M	107
Bidwill (Qld)	0	1	F	147
Bidwill (Qld)	0	1	M	174
Bidwill (Qld)	1	0	F	202
Bidwill (Qld)	1	0	M	228
Biggenden	0	1	F	240
Biggenden	0	1	M	227
Biggenden	1	0	F	329
Biggenden	1	0	M	324
Biggera Waters	0	1	F	1374
Biggera Waters	0	1	M	1223
Biggera Waters	1	0	F	2769
Biggera Waters	1	0	M	2516
Bilinga	0	1	F	286
Bilinga	0	1	M	296
Bilinga	1	0	F	522
Bilinga	1	0	M	557
Billa Billa	0	1	F	25
Billa Billa	0	1	M	30
Billa Billa	1	0	F	31
Billa Billa	1	0	M	44
Biloela	0	1	F	1279
Biloela	0	1	M	1346
Biloela	1	0	F	2151
Biloela	1	0	M	2230
Bilyana	0	1	F	48
Bilyana	0	1	M	59
Bilyana	1	0	F	57
Bilyana	1	0	M	72
Bindebango	0	1	F	3
Bindebango	0	1	M	4
Bindebango	1	0	F	3
Bindebango	1	0	M	4
Bingegang	0	1	F	6
Bingegang	0	1	M	9
Bingegang	1	0	F	11
Bingegang	1	0	M	10
Bingil Bay	0	1	F	109
Bingil Bay	0	1	M	118
Bingil Bay	1	0	F	145
Bingil Bay	1	0	M	173
Binjour	0	1	F	36
Binjour	0	1	M	33
Binjour	1	0	F	39
Binjour	1	0	M	36
Binna Burra (Qld)	1	0	F	3
Birdsville	0	1	F	31
Birdsville	0	1	M	46
Birdsville	1	0	F	41
Birdsville	1	0	M	57
Birkalla	0	1	F	36
Birkalla	0	1	M	40
Birkalla	1	0	F	53
Birkalla	1	0	M	60
Birkdale	0	1	F	4001
Birkdale	0	1	M	3884
Birkdale	1	0	F	5850
Birkdale	1	0	M	5685
Birnam (Scenic Rim - Qld)	0	1	F	24
Birnam (Scenic Rim - Qld)	0	1	M	33
Birnam (Scenic Rim - Qld)	1	0	F	35
Birnam (Scenic Rim - Qld)	1	0	M	34
Birnam (Toowoomba - Qld)	0	1	F	21
Birnam (Toowoomba - Qld)	0	1	M	21
Birnam (Toowoomba - Qld)	1	0	F	33
Birnam (Toowoomba - Qld)	1	0	M	29
Birtinya	0	1	F	78
Birtinya	0	1	M	72
Birtinya	1	0	F	549
Birtinya	1	0	M	467
Black Duck Creek	0	1	F	3
Black Duck Creek	0	1	M	10
Black Duck Creek	1	0	F	7
Black Duck Creek	1	0	M	13
Black Jack	0	1	F	48
Black Jack	0	1	M	58
Black Jack	1	0	F	72
Black Jack	1	0	M	69
Black Mountain (Qld)	0	1	F	377
Black Mountain (Qld)	0	1	M	406
Black Mountain (Qld)	1	0	F	544
Black Mountain (Qld)	1	0	M	575
Black River (Qld)	0	1	F	404
Black River (Qld)	0	1	M	460
Black River (Qld)	1	0	F	548
Black River (Qld)	1	0	M	627
Black Snake	0	1	F	31
Black Snake	0	1	M	25
Black Snake	1	0	F	36
Black Snake	1	0	M	32
Blackall	0	1	F	414
Blackall	0	1	M	410
Blackall	1	0	F	576
Blackall	1	0	M	549
Blackbutt (Qld)	0	1	F	231
Blackbutt (Qld)	0	1	M	222
Blackbutt (Qld)	1	0	F	330
Blackbutt (Qld)	1	0	M	322
Blackbutt North	0	1	F	123
Blackbutt North	0	1	M	144
Blackbutt North	1	0	F	176
Blackbutt North	1	0	M	182
Blackbutt South	0	1	F	49
Blackbutt South	0	1	M	61
Blackbutt South	1	0	F	61
Blackbutt South	1	0	M	76
Blackrock	0	1	F	119
Blackrock	0	1	M	125
Blackrock	1	0	F	137
Blackrock	1	0	M	146
Blacks Beach	0	1	F	449
Blacks Beach	0	1	M	483
Blacks Beach	1	0	F	1165
Blacks Beach	1	0	M	1166
Blacksoil	0	1	F	28
Blacksoil	0	1	M	42
Blacksoil	1	0	F	35
Blacksoil	1	0	M	56
Blackstone	0	1	F	285
Blackstone	0	1	M	285
Blackstone	1	0	F	395
Blackstone	1	0	M	402
Blackswamp	0	1	F	12
Blackswamp	0	1	M	16
Blackswamp	1	0	F	22
Blackswamp	1	0	M	19
Blackwater	0	1	F	669
Blackwater	0	1	M	872
Blackwater	1	0	F	1375
Blackwater	1	0	M	1624
Blanchview	0	1	F	64
Blanchview	0	1	M	61
Blanchview	1	0	F	79
Blanchview	1	0	M	82
Blantyre	0	1	F	17
Blantyre	0	1	M	25
Blantyre	1	0	F	24
Blantyre	1	0	M	27
Blaxland (Qld)	0	1	F	13
Blaxland (Qld)	0	1	M	16
Blaxland (Qld)	1	0	F	9
Blaxland (Qld)	1	0	M	19
Blenheim	0	1	F	85
Blenheim	0	1	M	90
Blenheim	1	0	F	127
Blenheim	1	0	M	119
Bli Bli	0	1	F	1736
Bli Bli	0	1	M	1646
Bli Bli	1	0	F	2942
Bli Bli	1	0	M	2775
Bloomfield	0	1	F	42
Bloomfield	0	1	M	57
Bloomfield	1	0	F	57
Bloomfield	1	0	M	90
Bloomsbury	0	1	F	165
Bloomsbury	0	1	M	181
Bloomsbury	1	0	F	229
Bloomsbury	1	0	M	257
Blue Mountain	0	1	F	21
Blue Mountain	0	1	M	30
Blue Mountain	1	0	F	38
Blue Mountain	1	0	M	40
Blue Mountain Heights	0	1	F	267
Blue Mountain Heights	0	1	M	263
Blue Mountain Heights	1	0	F	385
Blue Mountain Heights	1	0	M	368
Bluewater	0	1	F	271
Bluewater	0	1	M	282
Bluewater	1	0	F	391
Bluewater	1	0	M	427
Bluewater Park	0	1	F	240
Bluewater Park	0	1	M	259
Bluewater Park	1	0	F	396
Bluewater Park	1	0	M	405
Bluff	0	1	F	84
Bluff	0	1	M	99
Bluff	1	0	F	114
Bluff	1	0	M	152
Blythdale	0	1	F	15
Blythdale	0	1	M	14
Blythdale	1	0	F	20
Blythdale	1	0	M	17
Boatman	0	1	F	3
Boatman	0	1	M	5
Boatman	1	0	F	3
Boatman	1	0	M	4
Bogandilla	0	1	F	9
Bogandilla	0	1	M	14
Bogandilla	1	0	F	9
Bogandilla	1	0	M	14
Bogie	0	1	F	25
Bogie	0	1	M	56
Bogie	1	0	F	43
Bogie	1	0	M	81
Bohle	0	1	F	17
Bohle	0	1	M	30
Bohle	1	0	F	26
Bohle	1	0	M	35
Bohle Plains	0	1	F	359
Bohle Plains	0	1	M	335
Bohle Plains	1	0	F	1094
Bohle Plains	1	0	M	1041
Boigu Island	0	1	F	97
Boigu Island	0	1	M	77
Boigu Island	1	0	F	117
Boigu Island	1	0	M	90
Bokarina	0	1	F	344
Bokarina	0	1	M	333
Bokarina	1	0	F	495
Bokarina	1	0	M	500
Bollier	0	1	F	57
Bollier	0	1	M	70
Bollier	1	0	F	60
Bollier	1	0	M	93
Bollon	0	1	F	60
Bollon	0	1	M	73
Bollon	1	0	F	75
Bollon	1	0	M	92
Bombeeta	0	1	F	51
Bombeeta	0	1	M	52
Bombeeta	1	0	F	57
Bombeeta	1	0	M	61
Bon Accord	0	1	F	9
Bon Accord	0	1	M	3
Bon Accord	1	0	F	9
Bon Accord	1	0	M	5
Bondoola	0	1	F	149
Bondoola	0	1	M	173
Bondoola	1	0	F	194
Bondoola	1	0	M	230
Bongaree	0	1	F	1801
Bongaree	0	1	M	1549
Bongaree	1	0	F	2814
Bongaree	1	0	M	2412
Bongeen	0	1	F	18
Bongeen	0	1	M	14
Bongeen	1	0	F	29
Bongeen	1	0	M	29
Bonnie Doon (Qld)	0	1	F	36
Bonnie Doon (Qld)	0	1	M	54
Bonnie Doon (Qld)	1	0	F	124
Bonnie Doon (Qld)	1	0	M	132
Bonogin	0	1	F	1206
Bonogin	0	1	M	1220
Bonogin	1	0	F	1800
Bonogin	1	0	M	1776
Bonshaw (Qld)	0	1	F	15
Bonshaw (Qld)	0	1	M	16
Bonshaw (Qld)	1	0	F	15
Bonshaw (Qld)	1	0	M	24
Bony Mountain	0	1	F	24
Bony Mountain	0	1	M	24
Bony Mountain	1	0	F	37
Bony Mountain	1	0	M	38
Boodua	0	1	F	27
Boodua	0	1	M	19
Boodua	1	0	F	45
Boodua	1	0	M	30
Boogan	0	1	F	41
Boogan	0	1	M	47
Boogan	1	0	F	52
Boogan	1	0	M	60
Booie	0	1	F	303
Booie	0	1	M	324
Booie	1	0	F	401
Booie	1	0	M	427
Boolboonda	0	1	F	14
Boolboonda	0	1	M	23
Boolboonda	1	0	F	22
Boolboonda	1	0	M	29
Boolburra	0	1	F	7
Boolburra	0	1	M	11
Boolburra	1	0	F	13
Boolburra	1	0	M	11
Boompa	0	1	F	25
Boompa	0	1	M	28
Boompa	1	0	F	32
Boompa	1	0	M	38
Boonah (Qld)	0	1	F	635
Boonah (Qld)	0	1	M	616
Boonah (Qld)	1	0	F	984
Boonah (Qld)	1	0	M	911
Boonara	0	1	F	22
Boonara	0	1	M	25
Boonara	1	0	F	31
Boonara	1	0	M	31
Boonarga	0	1	F	13
Boonarga	0	1	M	14
Boonarga	1	0	F	9
Boonarga	1	0	M	13
Boondall	0	1	F	2441
Boondall	0	1	M	2374
Boondall	1	0	F	3631
Boondall	1	0	M	3688
Boondooma	0	1	F	22
Boondooma	0	1	M	21
Boondooma	1	0	F	31
Boondooma	1	0	M	29
Boonooroo	0	1	F	74
Boonooroo	0	1	M	84
Boonooroo	1	0	F	113
Boonooroo	1	0	M	138
Boonooroo Plains	0	1	F	4
Boonooroo Plains	1	0	F	4
Booral (Qld)	0	1	F	413
Booral (Qld)	0	1	M	411
Booral (Qld)	1	0	F	604
Booral (Qld)	1	0	M	615
Booroobin	0	1	F	58
Booroobin	0	1	M	73
Booroobin	1	0	F	99
Booroobin	1	0	M	107
Booubyjan	0	1	F	40
Booubyjan	0	1	M	39
Booubyjan	1	0	F	49
Booubyjan	1	0	M	39
Booval	0	1	F	614
Booval	0	1	M	589
Booval	1	0	F	938
Booval	1	0	M	926
Booyal	0	1	F	53
Booyal	0	1	M	79
Booyal	1	0	F	83
Booyal	1	0	M	118
Borallon	0	1	F	30
Borallon	0	1	M	31
Borallon	1	0	F	36
Borallon	1	0	M	32
Boreen Point	0	1	F	75
Boreen Point	0	1	M	75
Boreen Point	1	0	F	129
Boreen Point	1	0	M	123
Boronia Heights	0	1	F	1843
Boronia Heights	0	1	M	1762
Boronia Heights	1	0	F	3085
Boronia Heights	1	0	M	2854
Bororen	0	1	F	110
Bororen	0	1	M	120
Bororen	1	0	F	151
Bororen	1	0	M	158
Boulder Creek	0	1	F	6
Boulder Creek	0	1	M	6
Boulder Creek	1	0	F	9
Boulder Creek	1	0	M	6
Bouldercombe	0	1	F	336
Bouldercombe	0	1	M	368
Bouldercombe	1	0	F	454
Bouldercombe	1	0	M	474
Boulia	0	1	F	41
Boulia	0	1	M	62
Boulia	1	0	F	82
Boulia	1	0	M	87
Bowen	0	1	F	2221
Bowen	0	1	M	2448
Bowen	1	0	F	3500
Bowen	1	0	M	3725
Bowen Hills	0	1	F	195
Bowen Hills	0	1	M	248
Bowen Hills	1	0	F	639
Bowen Hills	1	0	M	773
Bowenville	0	1	F	65
Bowenville	0	1	M	79
Bowenville	1	0	F	87
Bowenville	1	0	M	98
Boyland	0	1	F	211
Boyland	0	1	M	178
Boyland	1	0	F	344
Boyland	1	0	M	306
Boyne Island	0	1	F	959
Boyne Island	0	1	M	1036
Boyne Island	1	0	F	1697
Boyne Island	1	0	M	1767
Boyne Valley	0	1	F	80
Boyne Valley	0	1	M	97
Boyne Valley	1	0	F	143
Boyne Valley	1	0	M	136
Boynedale	0	1	M	4
Boynedale	1	0	M	5
Boyneside	0	1	F	16
Boyneside	0	1	M	26
Boyneside	1	0	F	19
Boyneside	1	0	M	32
Boynewood	0	1	F	27
Boynewood	0	1	M	36
Boynewood	1	0	F	42
Boynewood	1	0	M	56
Bracalba	0	1	F	34
Bracalba	0	1	M	28
Bracalba	1	0	F	40
Bracalba	1	0	M	42
Bracewell	0	1	F	36
Bracewell	0	1	M	47
Bracewell	1	0	F	66
Bracewell	1	0	M	77
Bracken Ridge	0	1	F	4700
Bracken Ridge	0	1	M	4511
Bracken Ridge	1	0	F	6921
Bracken Ridge	1	0	M	6632
Braemeadows	0	1	F	101
Braemeadows	0	1	M	101
Braemeadows	1	0	F	119
Braemeadows	1	0	M	122
Braemore	0	1	F	60
Braemore	0	1	M	49
Braemore	1	0	F	61
Braemore	1	0	M	63
Bramston Beach	0	1	F	42
Bramston Beach	0	1	M	41
Bramston Beach	1	0	F	70
Bramston Beach	1	0	M	62
Branch Creek	0	1	F	13
Branch Creek	0	1	M	13
Branch Creek	1	0	F	13
Branch Creek	1	0	M	13
Branchview	0	1	F	4
Branchview	0	1	M	3
Branchview	1	0	F	7
Branchview	1	0	M	3
Brandon	0	1	F	315
Brandon	0	1	M	354
Brandon	1	0	F	429
Brandon	1	0	M	475
Brandy Creek (Qld)	0	1	F	25
Brandy Creek (Qld)	0	1	M	39
Brandy Creek (Qld)	1	0	F	36
Brandy Creek (Qld)	1	0	M	54
Branyan	0	1	F	1000
Branyan	0	1	M	1041
Branyan	1	0	F	1595
Branyan	1	0	M	1640
Brassall	0	1	F	2308
Brassall	0	1	M	2112
Brassall	1	0	F	4034
Brassall	1	0	M	3639
Bray Park (Qld)	0	1	F	2717
Bray Park (Qld)	0	1	M	2583
Bray Park (Qld)	1	0	F	4154
Bray Park (Qld)	1	0	M	3934
Breadalbane (Qld)	0	1	F	6
Breadalbane (Qld)	0	1	M	6
Breadalbane (Qld)	1	0	F	6
Breadalbane (Qld)	1	0	M	7
Breakaway	0	1	F	48
Breakaway	0	1	M	61
Breakaway	1	0	F	69
Breakaway	1	0	M	84
Breddan	0	1	F	138
Breddan	0	1	M	145
Breddan	1	0	F	209
Breddan	1	0	M	184
Brendale	0	1	F	406
Brendale	0	1	M	373
Brendale	1	0	F	890
Brendale	1	0	M	809
Bridgeman Downs	0	1	F	2501
Bridgeman Downs	0	1	M	2351
Bridgeman Downs	1	0	F	3583
Bridgeman Downs	1	0	M	3298
Bridges	0	1	F	91
Bridges	0	1	M	97
Bridges	1	0	F	114
Bridges	1	0	M	118
Brigalow	0	1	F	43
Brigalow	0	1	M	62
Brigalow	1	0	F	64
Brigalow	1	0	M	79
Brightly	0	1	F	27
Brightly	0	1	M	25
Brightly	1	0	F	33
Brightly	1	0	M	28
Brighton (Qld)	0	1	F	2545
Brighton (Qld)	0	1	M	2402
Brighton (Qld)	1	0	F	3840
Brighton (Qld)	1	0	M	3634
Brightview	0	1	F	212
Brightview	0	1	M	226
Brightview	1	0	F	302
Brightview	1	0	M	317
Brigooda	0	1	F	10
Brigooda	0	1	M	8
Brigooda	1	0	F	16
Brigooda	1	0	M	9
Bringalily	0	1	F	22
Bringalily	0	1	M	25
Bringalily	1	0	F	29
Bringalily	1	0	M	31
Brinsmead	0	1	F	1414
Brinsmead	0	1	M	1368
Brinsmead	1	0	F	2124
Brinsmead	1	0	M	2032
Brisbane City	0	1	F	765
Brisbane City	0	1	M	830
Brisbane City	1	0	F	2099
Brisbane City	1	0	M	2325
Broadbeach	0	1	F	671
Broadbeach	0	1	M	692
Broadbeach	1	0	F	1544
Broadbeach	1	0	M	1615
Broadbeach Waters	0	1	F	1896
Broadbeach Waters	0	1	M	1811
Broadbeach Waters	1	0	F	2906
Broadbeach Waters	1	0	M	2792
Broadmere	0	1	F	13
Broadmere	0	1	M	12
Broadmere	1	0	F	17
Broadmere	1	0	M	19
Broadwater (Qld)	0	1	F	85
Broadwater (Qld)	0	1	M	79
Broadwater (Qld)	1	0	F	134
