SSC_NAME16	Sex	persons
Silverleaves	F	116
Silverleaves	M	100
Simpson (Vic.)	F	272
Simpson (Vic.)	M	306
Simpsons Creek	F	17
Simpsons Creek	M	18
Simson	F	34
Simson	M	36
Skenes Creek	F	76
Skenes Creek	M	85
Skenes Creek North	F	7
Skenes Creek North	M	11
Skibo	F	25
Skibo	M	37
Skinners Flat	F	11
Skinners Flat	M	8
Skipton	F	302
Skipton	M	279
Skye (Vic.)	F	4114
Skye (Vic.)	M	3984
Slaty Creek	F	15
Slaty Creek	M	20
Smeaton	F	115
Smeaton	M	117
Smiths Beach	F	124
Smiths Beach	M	102
Smiths Gully	F	188
Smiths Gully	M	188
Smokeytown	F	17
Smokeytown	M	16
Smoko	F	22
Smoko	M	22
Smythes Creek	F	715
Smythes Creek	M	754
Smythesdale	F	481
Smythesdale	M	556
Snake Valley	F	354
Snake Valley	M	387
Soldiers Hill (Vic.)	F	1482
Soldiers Hill (Vic.)	M	1317
Somers	F	865
Somers	M	806
Somerville (Vic.)	F	5896
Somerville (Vic.)	M	5436
Sorrento (Vic.)	F	818
Sorrento (Vic.)	M	775
South Dudley	F	235
South Dudley	M	222
South Geelong	F	517
South Geelong	M	473
South Kingsville	F	982
South Kingsville	M	969
South Melbourne	F	5598
South Melbourne	M	5320
South Morang	F	12246
South Morang	M	11812
South Purrumbete	F	53
South Purrumbete	M	58
South Wharf	F	55
South Wharf	M	50
South Yarra	F	13231
South Yarra	M	11919
Southbank	F	9295
Southbank	M	9414
Southern Cross (Vic.)	F	52
Southern Cross (Vic.)	M	65
Spargo Creek	F	19
Spargo Creek	M	20
Speed	F	41
Speed	M	45
Spotswood	F	1283
Spotswood	M	1326
Spring Gully (Vic.)	F	1580
Spring Gully (Vic.)	M	1418
Spring Hill (Vic.)	F	105
Spring Hill (Vic.)	M	90
Springbank	F	49
Springbank	M	59
Springdallah	F	12
Springdallah	M	10
Springfield (Buloke - Vic.)	M	5
Springfield (Macedon Ranges - Vic.)	F	93
Springfield (Macedon Ranges - Vic.)	M	93
Springhurst	F	168
Springhurst	M	176
Springmount	F	89
Springmount	M	89
Springvale (Vic.)	F	10556
Springvale (Vic.)	M	11160
Springvale South	F	6427
Springvale South	M	6345
St Albans (Vic.)	F	18502
St Albans (Vic.)	M	18811
St Albans Park	F	2538
St Albans Park	M	2308
St Andrews (Vic.)	F	593
St Andrews (Vic.)	M	637
St Andrews Beach	F	448
St Andrews Beach	M	443
St Arnaud	F	1141
St Arnaud	M	1051
St Arnaud East	F	44
St Arnaud East	M	40
St Arnaud North	F	22
St Arnaud North	M	25
St Clair (Vic.)	F	26
St Clair (Vic.)	M	22
St Germains	F	26
St Germains	M	46
St Helena	F	1536
St Helena	M	1384
St Helens (Vic.)	F	26
St Helens (Vic.)	M	26
St Helens Plains	F	20
St Helens Plains	M	22
St James (Vic.)	F	53
St James (Vic.)	M	81
St Kilda (Vic.)	F	9958
St Kilda (Vic.)	M	10273
St Kilda East	F	6649
St Kilda East	M	6449
St Kilda West	F	1594
St Kilda West	M	1573
St Leonards (Vic.)	F	1252
St Leonards (Vic.)	M	1231
Staceys Bridge	F	14
Staceys Bridge	M	18
Staffordshire Reef	F	20
Staffordshire Reef	M	23
Staghorn Flat	F	145
Staghorn Flat	M	143
Stanhope (Vic.)	F	398
Stanhope (Vic.)	M	429
Stanley (Vic.)	F	183
Stanley (Vic.)	M	183
Staughton Vale	F	42
Staughton Vale	M	49
Stavely	F	10
Stavely	M	25
Stawell	F	3115
Stawell	M	2917
Steels Creek	F	115
Steels Creek	M	111
Steiglitz (Vic.)	F	20
Steiglitz (Vic.)	M	32
Stewarton (Vic.)	F	54
Stewarton (Vic.)	M	61
Stockdale	F	32
Stockdale	M	29
Stockyard Hill	F	29
Stockyard Hill	M	25
Stonehaven	F	38
Stonehaven	M	42
Stoneleigh (Vic.)	F	18
Stoneleigh (Vic.)	M	27
Stony Creek (Central Goldfields - Vic.)	M	3
Stony Creek (South Gippsland - Vic.)	F	137
Stony Creek (South Gippsland - Vic.)	M	141
Stonyford	F	16
Stonyford	M	29
Stradbroke	F	84
Stradbroke	M	91
Strangways	F	37
Strangways	M	50
Stratford (Vic.)	F	1336
Stratford (Vic.)	M	1282
Strath Creek	F	77
Strath Creek	M	84
Strathallan	F	77
Strathallan	M	62
Strathbogie	F	153
Strathbogie	M	154
Strathdale	F	2884
Strathdale	M	2784
Strathdownie	F	94
Strathdownie	M	94
Strathewen	F	86
Strathewen	M	90
Strathfieldsaye	F	2746
Strathfieldsaye	M	2676
Strathkellar	F	44
Strathkellar	M	45
Strathlea	F	15
Strathlea	M	12
Strathmerton	F	510
Strathmerton	M	538
Strathmore (Vic.)	F	4241
Strathmore (Vic.)	M	4180
Strathmore Heights	F	514
Strathmore Heights	M	496
Streatham	F	74
Streatham	M	82
Strzelecki (Vic.)	F	37
Strzelecki (Vic.)	M	51
Stuart Mill	F	37
Stuart Mill	M	36
Sugarloaf (Vic.)	F	3
Sugarloaf (Vic.)	M	5
Sugarloaf Creek	F	120
Sugarloaf Creek	M	124
Sulky	F	114
Sulky	M	117
Sunbury	F	18523
Sunbury	M	17554
Sunday Creek	F	153
Sunday Creek	M	163
Sunderland Bay	F	116
Sunderland Bay	M	121
Sunset Strip (Vic.)	F	220
Sunset Strip (Vic.)	M	207
Sunshine (Vic.)	F	4670
Sunshine (Vic.)	M	5097
Sunshine North	F	5876
Sunshine North	M	5823
Sunshine West	F	9308
Sunshine West	M	9274
Surf Beach (Vic.)	F	256
Surf Beach (Vic.)	M	275
Surrey Hills	F	7106
Surrey Hills	M	6503
Sutherland (Vic.)	F	15
Sutherland (Vic.)	M	12
Sutherlands Creek	F	56
Sutherlands Creek	M	57
Sutton (Vic.)	M	3
Sutton Grange	F	61
Sutton Grange	M	69
Swan Bay (Vic.)	F	31
Swan Bay (Vic.)	M	35
Swan Hill	F	5596
Swan Hill	M	5307
Swan Hill West	F	7
Swan Marsh	F	54
Swan Marsh	M	66
Swan Reach (Vic.)	F	355
Swan Reach (Vic.)	M	395
Swanpool	F	101
Swanpool	M	108
Swanwater	F	6
Swanwater	M	8
Swanwater West	F	6
Swanwater West	M	7
Swifts Creek	F	129
Swifts Creek	M	151
Sydenham (Vic.)	F	5474
Sydenham (Vic.)	M	5363
Sylvaterre	F	8
Sylvaterre	M	8
Tabilk	F	67
Tabilk	M	69
Tabor	F	15
Tabor	M	24
Taggerty	F	175
Taggerty	M	161
Tahara	F	19
Tahara	M	21
Tahara Bridge	F	7
Tahara Bridge	M	10
Tahara West	F	10
Tahara West	M	12
Talbot (Vic.)	F	195
Talbot (Vic.)	M	245
Talgarno	F	97
Talgarno	M	121
Tallandoon	F	36
Tallandoon	M	43
Tallangatta	F	538
Tallangatta	M	542
Tallangatta East	F	20
Tallangatta East	M	31
Tallangatta South	F	65
Tallangatta South	M	76
Tallangatta Valley	F	92
Tallangatta Valley	M	110
Tallarook	F	343
Tallarook	M	390
Tallygaroopna	F	266
Tallygaroopna	M	310
Tambo Crossing	F	9
Tambo Crossing	M	7
Tambo Upper	F	158
Tambo Upper	M	161
Tamboon	F	8
Tamboon	M	11
Taminick	F	48
Taminick	M	57
Tamleugh	F	22
Tamleugh	M	22
Tamleugh North	F	17
Tamleugh North	M	17
Tandarook	F	14
Tandarook	M	13
Tandarra	F	22
Tandarra	M	29
Tangambalanga	F	277
Tangambalanga	M	267
Tanjil Bren	F	4
Tanjil Bren	M	4
Tanjil South	F	264
Tanjil South	M	282
Tanwood	F	10
Tanwood	M	13
Tanybryn	F	9
Tanybryn	M	7
Taradale (Vic.)	F	228
Taradale (Vic.)	M	223
Tarcombe	F	20
Tarcombe	M	19
Tarilta	F	9
Tarilta	M	12
Tarnagulla	F	57
Tarnagulla	M	76
Tarneit	F	17299
Tarneit	M	17264
Tarnook	F	40
Tarnook	M	47
Taroon	F	10
Taroon	M	16
Tarra Valley	F	34
Tarra Valley	M	39
Tarranyurk	F	14
Tarranyurk	M	15
Tarraville	F	37
Tarraville	M	42
Tarrawarra	F	35
Tarrawarra	M	40
Tarrawingee	F	186
Tarrawingee	M	183
Tarrayoukyan	F	12
Tarrayoukyan	M	9
Tarrengower	F	32
Tarrengower	M	39
Tarrenlea	F	14
Tarrenlea	M	16
Tarrington	F	152
Tarrington	M	150
Tarrone	F	31
Tarrone	M	36
Tarwin	F	25
Tarwin	M	31
Tarwin Lower	F	176
Tarwin Lower	M	179
Tatong	F	146
Tatong	M	143
Tatura	F	2340
Tatura	M	2332
Tatura East	F	68
Tatura East	M	78
Tatyoon	F	63
Tatyoon	M	71
Tawonga	F	298
Tawonga	M	280
Tawonga South	F	434
Tawonga South	M	433
Taylor Bay	F	16
Taylor Bay	M	29
Taylors Hill	F	7553
Taylors Hill	M	7370
Taylors Lakes	F	7770
Taylors Lakes	M	7749
Teal Point	F	31
Teal Point	M	28
Tecoma	F	1036
Tecoma	M	1043
Teddywaddy	F	12
Teddywaddy	M	9
Teddywaddy West	F	5
Teddywaddy West	M	9
Teesdale (Vic.)	F	887
Teesdale (Vic.)	M	835
Telangatuk East	F	30
Telangatuk East	M	35
Telford	F	15
Telford	M	13
Telopea Downs	F	21
Telopea Downs	M	24
Templestowe	F	8628
Templestowe	M	7990
Templestowe Lower	F	7028
Templestowe Lower	M	6406
Tempy	F	30
Tempy	M	26
Tenby Point	F	89
Tenby Point	M	92
Tennyson (Vic.)	F	24
Tennyson (Vic.)	M	28
Terang	F	1156
Terang	M	1135
Terip Terip	F	32
Terip Terip	M	31
Terrappee	F	10
Terrappee	M	10
Terrick Terrick	F	3
Terrick Terrick	M	4
Terrick Terrick East	F	3
Terrick Terrick East	M	3
Tesbury	F	58
Tesbury	M	56
Tetoora Road	F	30
Tetoora Road	M	40
Thalia	F	4
Thalia	M	3
The Basin (Vic.)	F	2234
The Basin (Vic.)	M	2177
The Cove	F	9
The Cove	M	7
The Gurdies	F	98
The Gurdies	M	91
The Heart	F	12
The Heart	M	14
The Honeysuckles	F	42
The Honeysuckles	M	47
The Patch	F	537
The Patch	M	519
The Sisters	F	66
The Sisters	M	81
Thologolong	F	3
Thologolong	M	10
Thomastown	F	10265
Thomastown	M	10257
Thomson (Greater Geelong - Vic.)	F	846
Thomson (Greater Geelong - Vic.)	M	764
Thoona	F	60
Thoona	M	74
Thornbury	F	9785
Thornbury	M	8780
Thornton (Vic.)	F	141
Thornton (Vic.)	M	155
Thorpdale	F	232
Thorpdale	M	240
Thorpdale South	F	17
Thorpdale South	M	17
Thowgla Valley	F	35
Thowgla Valley	M	42
Three Bridges	F	99
Three Bridges	M	102
Timboon	F	600
Timboon	M	600
Timboon West	F	26
Timboon West	M	26
Timmering	F	41
Timmering	M	57
Timor (Vic.)	F	31
Timor (Vic.)	M	29
Timor West	F	9
Timor West	M	16
Tinamba	F	134
Tinamba	M	141
Tinamba West	F	29
Tinamba West	M	25
Tintaldra	F	30
Tintaldra	M	30
Tittybong	F	5
Tol Tol	F	68
Tol Tol	M	75
Tolmie	F	214
Tolmie	M	233
Tongala	F	969
Tongala	M	963
Tonghi Creek	F	7
Tonghi Creek	M	3
Tongio	F	29
Tongio	M	38
Tonimbuk	F	95
Tonimbuk	M	113
Tooan	F	9
Tooan	M	8
Tooborac	F	149
Tooborac	M	162
Toolamba	F	375
Toolamba	M	390
Toolamba West	F	51
Toolamba West	M	63
Toolangi	F	160
Toolangi	M	177
Toolern Vale	F	365
Toolern Vale	M	360
Toolleen	F	87
Toolleen	M	98
Toolondo	F	26
Toolondo	M	37
Toolong	F	42
Toolong	M	49
Toongabbie (Vic.)	F	497
Toongabbie (Vic.)	M	494
Toora (Vic.)	F	353
Toora (Vic.)	M	328
Toora North	F	52
Toora North	M	50
Tooradin	F	757
Tooradin	M	814
Toorak	F	6971
Toorak	M	5941
Toorloo Arm	F	194
Toorloo Arm	M	169
Tootgarook	F	1435
Tootgarook	M	1438
Torquay (Vic.)	F	6755
Torquay (Vic.)	M	6505
Torrita	F	13
Torrita	M	18
Torrumbarry	F	130
Torrumbarry	M	148
Torwood	F	26
Torwood	M	20
Tostaree	F	12
Tostaree	M	12
Tottenham (Vic.)	M	3
Tottington	F	3
Tottington	M	3
Tourello	F	17
Tourello	M	24
Towan	F	5
Towan	M	6
Towaninny	F	6
Towaninny	M	4
Tower Hill	F	38
Tower Hill	M	43
Towong	F	65
Towong	M	68
Towong Upper	F	19
Towong Upper	M	14
Trafalgar (Vic.)	F	2039
Trafalgar (Vic.)	M	1877
Trafalgar East	F	212
Trafalgar East	M	217
Trafalgar South	F	134
Trafalgar South	M	138
Tragowel	F	53
Tragowel	M	51
Traralgon	F	12969
Traralgon	M	11967
Traralgon East	F	852
Traralgon East	M	870
Traralgon South	F	277
Traralgon South	M	280
Travancore	F	1224
Travancore	M	1259
Trawalla	F	69
Trawalla	M	66
Trawool	F	44
Trawool	M	61
Traynors Lagoon	F	10
Traynors Lagoon	M	19
Tremont	F	34
Tremont	M	44
Trentham	F	608
Trentham	M	572
Trentham East	F	66
Trentham East	M	81
Tresco	F	93
Tresco	M	114
Tresco West	F	68
Tresco West	M	82
Trida	F	31
Trida	M	34
Truganina	F	9685
Truganina	M	10997
Tubbut	F	7
Tubbut	M	4
Tuerong	F	168
Tuerong	M	181
Tullamarine	F	3330
Tullamarine	M	3277
Tungamah	F	212
Tungamah	M	198
Turriff	F	14
Turriff	M	10
Turtons Creek	F	21
Turtons Creek	M	17
Tutye	F	13
Tutye	M	14
Tyaak	F	36
Tyaak	M	38
Tyabb	F	1715
Tyabb	M	1616
Tyenna (Vic.)	F	3
Tyenna (Vic.)	M	3
Tyers	F	397
Tyers	M	429
Tylden	F	266
Tylden	M	265
Tynong	F	223
Tynong	M	235
Tynong North	F	215
Tynong North	M	221
Tyntynder	F	75
Tyntynder	M	77
Tyntynder South	F	129
Tyntynder South	M	140
Tyrendarra	F	100
Tyrendarra	M	113
Tyrendarra East	F	7
Tyrendarra East	M	16
Tyrrell	F	8
Tyrrell	M	8
Tyrrell Downs	F	8
Tyrrell Downs	M	8
Ullina	F	15
Ullina	M	19
Ullswater	F	23
Ullswater	M	22
Ultima	F	77
Ultima	M	94
Ultima East	F	3
Ultima East	M	3
Ulupna	F	9
Ulupna	M	12
Undera	F	209
Undera	M	240
Underbool	F	112
Underbool	M	108
Upotipotpon	F	32
Upotipotpon	M	23
Upper Ferntree Gully	F	1731
Upper Ferntree Gully	M	1690
Upper Gundowring	F	51
Upper Gundowring	M	52
Upper Lurg	F	58
Upper Lurg	M	63
Upper Plenty	F	153
Upper Plenty	M	179
Upper Ryans Creek	F	22
Upper Ryans Creek	M	22
Upton Hill	F	13
Upton Hill	M	15
Upwey	F	3326
Upwey	M	3323
Valencia Creek	F	76
Valencia Creek	M	69
Vasey	F	24
Vasey	M	23
Vaughan	F	26
Vaughan	M	33
Vectis	F	92
Vectis	M	83
Ventnor (Vic.)	F	441
Ventnor (Vic.)	M	417
Venus Bay (Vic.)	F	452
Venus Bay (Vic.)	M	493
Vermont	F	5344
Vermont	M	5101
Vermont South	F	6082
Vermont South	M	5593
Vervale	F	14
Vervale	M	23
Vesper	F	19
Vesper	M	24
Victoria Point (Vic.)	F	8
Victoria Point (Vic.)	M	13
Victoria Valley (Vic.)	F	34
Victoria Valley (Vic.)	M	41
Viewbank	F	3482
Viewbank	M	3432
Vinifera	F	79
Vinifera	M	82
Violet Town	F	458
Violet Town	M	419
Vite Vite	F	18
Vite Vite	M	16
Vite Vite North	F	15
Vite Vite North	M	14
W Tree	F	24
W Tree	M	25
Waaia	F	177
Waaia	M	208
Waanyarra	F	11
Waanyarra	M	15
Waarre	F	5
Waarre	M	6
Waggarandall	F	20
Waggarandall	M	22
Wahgunyah	F	551
Wahgunyah	M	547
Wahring	F	49
Wahring	M	37
Wail	F	17
Wail	M	21
Wairewa	F	42
Wairewa	M	45
Waitchie	F	25
Waitchie	M	28
Wal Wal	F	12
Wal Wal	M	16
Waldara	F	297
Waldara	M	327
Walhalla	F	7
Walhalla	M	17
Walkerville (Vic.)	F	35
Walkerville (Vic.)	M	48
Walkerville North	F	3
Walkerville South	M	3
Wallace	F	86
Wallace	M	99
Wallacedale	F	53
Wallacedale	M	57
Wallagaraugh	M	3
Wallaloo	F	8
Wallaloo	M	13
Wallaloo East	F	4
Wallaloo East	M	8
Wallan	F	5571
Wallan	M	5502
Wallinduc	F	19
Wallinduc	M	17
Wallington	F	688
Wallington	M	681
Wallup	F	15
Wallup	M	21
Walmer (Vic.)	F	113
Walmer (Vic.)	M	117
Walpa	F	75
Walpa	M	78
Walpeup	F	81
Walpeup	M	80
Walwa	F	83
Walwa	M	91
Wandana Heights	F	1043
Wandana Heights	M	1000
Wandella (Vic.)	F	30
Wandella (Vic.)	M	41
Wandiligong	F	215
Wandiligong	M	237
Wandin East	F	218
Wandin East	M	212
Wandin North	F	1543
Wandin North	M	1513
Wando Bridge	F	22
Wando Bridge	M	22
Wando Vale	F	48
Wando Vale	M	52
Wandong	F	622
Wandong	M	714
Wangandary	F	117
Wangandary	M	112
Wangarabell	F	3
Wangarabell	M	5
Wangaratta (Vic.)	F	9641
Wangaratta (Vic.)	M	8457
Wangaratta South	F	251
Wangaratta South	M	256
Wangie	F	3
Wangie	M	3
Wangoom	F	120
Wangoom	M	107
Wannon	F	54
Wannon	M	59
Wantirna	F	7115
Wantirna	M	6699
Wantirna South	F	10045
Wantirna South	M	9234
Waranga Shores	F	141
Waranga Shores	M	173
Waratah Bay	F	25
Waratah Bay	M	35
Warburton (Vic.)	F	1038
Warburton (Vic.)	M	981
Wareek	F	34
Wareek	M	35
Wargan	F	37
Wargan	M	30
Warmur	F	7
Warmur	M	12
Warncoort	F	50
Warncoort	M	74
Warne	F	3
Warne	M	4
Warneet	F	236
Warneet	M	295
Warrabkook	F	20
Warrabkook	M	14
Warracknabeal	F	1228
Warracknabeal	M	1216
Warragul	F	8277
Warragul	M	7480
Warragul South	F	129
Warragul South	M	124
Warragul West	F	7
Warragul West	M	11
Warrak	F	31
Warrak	M	32
Warrandyte	F	2732
Warrandyte	M	2768
Warrandyte South	F	340
Warrandyte South	M	336
Warranwood	F	2430
Warranwood	M	2383
Warrayure	F	9
Warrayure	M	13
Warrenbayne	F	65
Warrenbayne	M	83
Warrenheip	F	333
Warrenheip	M	337
Warrenmang	F	5
Warrenmang	M	8
Warrion	F	100
Warrion	M	94
Warrnambool	F	15541
Warrnambool	M	14118
Warrock	F	19
Warrock	M	12
Warrong	F	33
Warrong	M	39
Wartook	F	42
Wartook	M	46
Watchem	F	44
Watchem	M	68
Watchem West	F	8
Watchem West	M	11
Watchupga	F	17
Watchupga	M	25
Waterford Park	F	94
Waterford Park	M	95
Waterholes	F	3
Waterholes	M	4
Waterloo (Vic.)	F	63
Waterloo (Vic.)	M	50
Waterways	F	1231
Waterways	M	1227
Watsonia	F	2662
Watsonia	M	2553
Watsonia North	F	1933
Watsonia North	M	1880
Watsons Creek (Vic.)	F	23
Watsons Creek (Vic.)	M	25
Wattle Bank	F	85
Wattle Bank	M	98
Wattle Flat (Vic.)	F	46
Wattle Flat (Vic.)	M	52
Wattle Glen	F	1004
Wattle Glen	M	956
Wattle Hill (Vic.)	F	4
Wattle Hill (Vic.)	M	8
Waubra	F	144
Waubra	M	128
Waurn Ponds	F	2593
Waurn Ponds	M	2455
Waygara	F	15
Waygara	M	12
Weatherboard	F	31
Weatherboard	M	27
Wedderburn (Vic.)	F	454
Wedderburn (Vic.)	M	483
Wedderburn Junction	F	9
Wedderburn Junction	M	9
Wee Wee Rup	F	19
Wee Wee Rup	M	25
Weeaproinah	F	4
Weeaproinah	M	9
Weering	F	27
Weering	M	43
Weerite	F	54
Weerite	M	62
Wehla	F	19
Wehla	M	19
Wellsford	F	63
Wellsford	M	58
Welshmans Reef	F	122
Welshmans Reef	M	117
Welshpool (Vic.)	F	155
Welshpool (Vic.)	M	179
Wemen	F	48
Wemen	M	58
Wendouree	F	5502
Wendouree	M	4946
Wensleydale	F	53
Wensleydale	M	57
Werneth	F	22
Werneth	M	31
Werona	F	18
Werona	M	21
Werribee	F	20547
Werribee	M	19796
Werribee South	F	861
Werribee South	M	906
Werrimull	F	50
Werrimull	M	64
Wesburn	F	520
Wesburn	M	502
West Bendigo	F	188
West Bendigo	M	186
West Creek	F	56
West Creek	M	53
West Footscray	F	5567
West Footscray	M	5883
West Melbourne	F	2528
West Melbourne	M	2989
West Wodonga	F	7516
West Wodonga	M	7055
Westbury (Vic.)	F	77
Westbury (Vic.)	M	79
Westby	F	10
Westby	M	18
Westmeadows	F	3032
Westmeadows	M	2816
Westmere	F	16
Westmere	M	18
Whanregarwen	F	51
Whanregarwen	M	47
Wharparilla	F	238
Wharparilla	M	252
Wheatsheaf	F	133
Wheatsheaf	M	107
Wheelers Hill	F	10198
Wheelers Hill	M	9555
Whipstick	M	3
Whirily	F	21
Whirily	M	10
White Hills (Vic.)	F	1682
White Hills (Vic.)	M	1532
Whiteheads Creek	F	181
Whiteheads Creek	M	171
Whitelaw	F	15
Whitelaw	M	13
Whitfield (Vic.)	F	122
Whitfield (Vic.)	M	99
Whitlands	F	20
Whitlands	M	16
Whittington	F	2054
Whittington	M	1822
Whittlesea	F	2828
Whittlesea	M	2784
Whoorel	F	8
Whoorel	M	12
Whorouly	F	188
Whorouly	M	190
Whorouly East	F	40
Whorouly East	M	41
Whorouly South	F	23
Whorouly South	M	27
Whroo	F	15
Whroo	M	28
Wickliffe	F	56
Wickliffe	M	60
Wilby	F	79
Wilby	M	88
Wild Dog Valley (Vic.)	F	32
Wild Dog Valley (Vic.)	M	28
Wildwood	F	94
Wildwood	M	119
Wilkur	F	21
Wilkur	M	22
Willangie	F	15
Willangie	M	21
Willatook	F	28
Willatook	M	25
Willaura	F	251
Willaura	M	280
Willaura North	F	14
Willaura North	M	14
Willenabrina	F	3
Willenabrina	M	3
Williams Landing	F	3292
Williams Landing	M	3360
Williamstown (Vic.)	F	7128
Williamstown (Vic.)	M	6848
Williamstown North	F	785
Williamstown North	M	803
Willow Grove	F	277
Willow Grove	M	317
Willowmavin	F	114
Willowmavin	M	104
Willowvale (Vic.)	F	3
Willowvale (Vic.)	M	3
Willung	F	34
Willung	M	35
Willung South	F	72
Willung South	M	70
Wilsons Hill	F	38
Wilsons Hill	M	42
Wilsons Promontory	F	3
Wilsons Promontory	M	8
Wimbledon Heights	F	201
Wimbledon Heights	M	170
Winchelsea	F	994
Winchelsea	M	956
Winchelsea South	F	94
Winchelsea South	M	80
Windermere (Vic.)	F	50
Windermere (Vic.)	M	49
Windsor (Vic.)	F	3752
Windsor (Vic.)	M	3530
Wingan River	M	4
Wingeel	F	8
Wingeel	M	9
Winjallok	F	8
Winjallok	M	8
Winlaton	M	4
Winnambool	F	9
Winnambool	M	8
Winnap	F	9
Winnap	M	10
Winnindoo	F	39
Winnindoo	M	39
Winslow	F	190
Winslow	M	177
Winton (Vic.)	F	50
Winton (Vic.)	M	59
Winton North	F	3
Winton North	M	4
Wirrate	F	3
Wirrate	M	3
Wiseleigh	F	87
Wiseleigh	M	78
Wodonga	F	9715
Wodonga	M	9231
Wollert	F	4551
Wollert	M	4511
Wombat Creek (Vic.)	F	12
Wombat Creek (Vic.)	M	14
Wombelano	F	16
Wombelano	M	25
Won Wron	F	105
Won Wron	M	119
Wonga	F	17
Wonga	M	15
Wonga Park	F	1871
Wonga Park	M	1925
Wongarra	F	22
Wongarra	M	22
Wonthaggi	F	2606
Wonthaggi	M	2359
Wonwondah	F	53
Wonwondah	M	51
Wonyip	F	18
Wonyip	M	19
Wood Wood	F	41
Wood Wood	M	44
Woodend (Vic.)	F	3034
Woodend (Vic.)	M	2776
Woodend North	F	161
Woodend North	M	146
Woodfield	F	18
Woodfield	M	15
Woodford (Vic.)	F	167
Woodford (Vic.)	M	198
Woodglen	F	17
Woodglen	M	26
Woodhouse	F	19
Woodhouse	M	24
Woodleigh (Vic.)	F	59
Woodleigh (Vic.)	M	69
Woods Point (Vic.)	F	14
Woods Point (Vic.)	M	20
Woodside (Vic.)	F	186
Woodside (Vic.)	M	177
Woodside Beach	F	40
Woodside Beach	M	48
Woodstock (Vic.)	F	67
Woodstock (Vic.)	M	85
Woodstock On Loddon	F	9
Woodstock On Loddon	M	14
Woodstock West	F	20
Woodstock West	M	19
Woodvale (Vic.)	F	212
Woodvale (Vic.)	M	233
Wool Wool	F	22
Wool Wool	M	20
Woolamai	F	108
Woolamai	M	99
Woolenook	F	4
Woolenook	M	3
Woolsthorpe	F	205
Woolsthorpe	M	212
Woomelang	F	95
Woomelang	M	107
Wooragee	F	184
Wooragee	M	161
Woorarra East	F	19
Woorarra East	M	23
Woorarra West	F	22
Woorarra West	M	31
Wooreen	F	46
Wooreen	M	45
Woori Yallock	F	1464
Woori Yallock	M	1449
Woorinen	F	113
Woorinen	M	145
Woorinen North	F	46
Woorinen North	M	41
Woorinen South	F	170
Woorinen South	M	190
Woorndoo	F	76
Woorndoo	M	94
Wooroonook	F	11
Wooroonook	M	15
Woosang	F	7
Woosang	M	7
Wootong Vale	F	16
Wootong Vale	M	24
Wuk Wuk	F	41
Wuk Wuk	M	45
Wulgulmerang	F	5
Wulgulmerang	M	7
Wulgulmerang East	F	4
Wulgulmerang East	M	3
Wunghnu	F	166
Wunghnu	M	163
Wurdiboluc	F	77
Wurdiboluc	M	70
Wurruk	F	564
Wurruk	M	540
Wy Yung	F	858
Wy Yung	M	802
Wycheproof	F	340
Wycheproof	M	291
Wycheproof South	F	4
Wycheproof South	M	6
Wychitella	F	13
Wychitella	M	17
Wychitella North	F	3
Wychitella North	M	6
Wye River	F	34
Wye River	M	32
Wyelangta	F	17
Wyelangta	M	24
Wyndham Vale	F	11813
Wyndham Vale	M	11464
Wyuna (Vic.)	F	121
Wyuna (Vic.)	M	140
Wyuna East	F	56
Wyuna East	M	47
Yaapeet	F	48
Yaapeet	M	40
Yabba North	F	51
Yabba North	M	51
Yabba South	F	17
Yabba South	M	16
Yackandandah	F	949
Yackandandah	M	857
Yalca	F	98
Yalca	M	110
Yalla-Y-Poora	F	3
Yalla-Y-Poora	M	10
Yallambie	F	1981
Yallambie	M	2132
Yallourn	F	77
Yallourn	M	71
Yallourn North	F	743
Yallourn North	M	793
Yambuk	F	126
Yambuk	M	135
Yambuna	F	52
Yambuna	M	56
Yan Yean	F	121
Yan Yean	M	129
Yanac	F	27
Yanac	M	42
Yanakie	F	136
Yanakie	M	114
Yando	F	22
Yando	M	23
Yandoit	F	73
Yandoit	M	86
Yandoit Hills	F	12
Yandoit Hills	M	15
Yangery	F	54
Yangery	M	57
Yannathan	F	110
Yannathan	M	126
Yapeen	F	102
Yapeen	M	113
Yarck	F	90
Yarck	M	77
Yarpturk	F	43
Yarpturk	M	30
Yarra Glen	F	1446
Yarra Glen	M	1424
Yarra Junction	F	1267
Yarra Junction	M	1286
Yarraberb	F	11
Yarraberb	M	15
Yarragon	F	830
Yarragon	M	823
Yarragon South	F	79
Yarragon South	M	83
Yarram	F	1085
Yarram	M	1049
Yarrambat	F	752
Yarrambat	M	832
Yarraville	F	7726
Yarraville	M	7238
Yarrawalla	F	41
Yarrawalla	M	47
Yarrawonga (Vic.)	F	4047
Yarrawonga (Vic.)	M	3879
Yarrawonga South	F	6
Yarrawonga South	M	5
Yarroweyah	F	263
Yarroweyah	M	285
Yatchaw	F	11
Yatchaw	M	17
Yea	F	785
Yea	M	798
Yellingbo	F	261
Yellingbo	M	268
Yelta (Vic.)	F	156
Yelta (Vic.)	M	168
Yendon	F	147
Yendon	M	158
Yeo	F	80
Yeo	M	71
Yeodene	F	61
Yeodene	M	61
Yering	F	60
Yering	M	51
Yeungroon	F	14
Yeungroon	M	15
Yeungroon East	F	7
