SSC_NAME16	Address5YearsAgo	Sex	persons
Clarendon (Qld)	Queensland	F	19
Clarendon (Qld)	Queensland	M	12
Clarke Creek	(Same Address)	F	8
Clarke Creek	(Same Address)	M	8
Clarke Creek	(Same SA2)	F	7
Clarke Creek	Queensland	M	7
Clayfield	(Overseas)	F	508
Clayfield	(Overseas)	M	410
Clayfield	(Same Address)	F	2196
Clayfield	(Same Address)	M	1950
Clayfield	(Same SA2)	F	213
Clayfield	(Same SA2)	M	185
Clayfield	Australian Capital Territory	F	10
Clayfield	Australian Capital Territory	M	10
Clayfield	New South Wales	F	146
Clayfield	New South Wales	M	125
Clayfield	Northern Territory	F	17
Clayfield	Northern Territory	M	12
Clayfield	Queensland	F	1684
Clayfield	Queensland	M	1530
Clayfield	South Australia	F	11
Clayfield	South Australia	M	11
Clayfield	Tasmania	F	6
Clayfield	Tasmania	M	6
Clayfield	Victoria	F	71
Clayfield	Victoria	M	73
Clayfield	Western Australia	F	24
Clayfield	Western Australia	M	29
Clear Island Waters	(Overseas)	F	122
Clear Island Waters	(Overseas)	M	104
Clear Island Waters	(Same Address)	F	1073
Clear Island Waters	(Same Address)	M	980
Clear Island Waters	(Same SA2)	F	66
Clear Island Waters	(Same SA2)	M	56
Clear Island Waters	Australian Capital Territory	F	13
Clear Island Waters	Australian Capital Territory	M	9
Clear Island Waters	New South Wales	F	85
Clear Island Waters	New South Wales	M	71
Clear Island Waters	Queensland	F	538
Clear Island Waters	Queensland	M	476
Clear Island Waters	South Australia	F	12
Clear Island Waters	South Australia	M	9
Clear Island Waters	Tasmania	F	7
Clear Island Waters	Tasmania	M	9
Clear Island Waters	Victoria	F	28
Clear Island Waters	Victoria	M	18
Clear Island Waters	Western Australia	F	5
Clear Island Waters	Western Australia	M	4
Clear Mountain	(Overseas)	F	8
Clear Mountain	(Overseas)	M	13
Clear Mountain	(Same Address)	F	240
Clear Mountain	(Same Address)	M	224
Clear Mountain	Northern Territory	F	3
Clear Mountain	Northern Territory	M	3
Clear Mountain	Queensland	F	91
Clear Mountain	Queensland	M	86
Clermont	(Overseas)	F	28
Clermont	(Overseas)	M	14
Clermont	(Same Address)	F	640
Clermont	(Same Address)	M	686
Clermont	(Same SA2)	F	228
Clermont	(Same SA2)	M	206
Clermont	Australian Capital Territory	F	3
Clermont	New South Wales	F	20
Clermont	New South Wales	M	23
Clermont	Northern Territory	F	3
Clermont	Queensland	F	253
Clermont	Queensland	M	251
Clermont	South Australia	M	5
Clermont	Tasmania	M	4
Clermont	Victoria	F	5
Clermont	Victoria	M	3
Clermont	Western Australia	F	5
Clermont	Western Australia	M	3
Cleveland (Qld)	(Overseas)	F	328
Cleveland (Qld)	(Overseas)	M	310
Cleveland (Qld)	(Same Address)	F	3674
Cleveland (Qld)	(Same Address)	M	3282
Cleveland (Qld)	(Same SA2)	F	591
Cleveland (Qld)	(Same SA2)	M	502
Cleveland (Qld)	Australian Capital Territory	F	9
Cleveland (Qld)	Australian Capital Territory	M	16
Cleveland (Qld)	New South Wales	F	168
Cleveland (Qld)	New South Wales	M	141
Cleveland (Qld)	Northern Territory	F	11
Cleveland (Qld)	Northern Territory	M	11
Cleveland (Qld)	Queensland	F	2037
Cleveland (Qld)	Queensland	M	1822
Cleveland (Qld)	South Australia	F	13
Cleveland (Qld)	South Australia	M	19
Cleveland (Qld)	Tasmania	F	19
Cleveland (Qld)	Tasmania	M	11
Cleveland (Qld)	Victoria	F	67
Cleveland (Qld)	Victoria	M	78
Cleveland (Qld)	Western Australia	F	26
Cleveland (Qld)	Western Australia	M	25
Clifford	(Same Address)	F	3
Clifford	(Same Address)	M	3
Clifford	Queensland	F	3
Clifford	Queensland	M	6
Clifton (Qld)	(Overseas)	F	10
Clifton (Qld)	(Overseas)	M	8
Clifton (Qld)	(Same Address)	F	386
Clifton (Qld)	(Same Address)	M	370
Clifton (Qld)	(Same SA2)	F	78
Clifton (Qld)	(Same SA2)	M	67
Clifton (Qld)	New South Wales	F	16
Clifton (Qld)	New South Wales	M	26
Clifton (Qld)	Queensland	F	148
Clifton (Qld)	Queensland	M	142
Clifton (Qld)	South Australia	M	3
Clifton (Qld)	Western Australia	F	3
Clifton (Qld)	Western Australia	M	3
Clifton Beach (Qld)	(Overseas)	F	114
Clifton Beach (Qld)	(Overseas)	M	96
Clifton Beach (Qld)	(Same Address)	F	586
Clifton Beach (Qld)	(Same Address)	M	641
Clifton Beach (Qld)	(Same SA2)	F	132
Clifton Beach (Qld)	(Same SA2)	M	124
Clifton Beach (Qld)	Australian Capital Territory	F	7
Clifton Beach (Qld)	Australian Capital Territory	M	5
Clifton Beach (Qld)	New South Wales	F	62
Clifton Beach (Qld)	New South Wales	M	59
Clifton Beach (Qld)	Northern Territory	F	25
Clifton Beach (Qld)	Northern Territory	M	26
Clifton Beach (Qld)	Queensland	F	319
Clifton Beach (Qld)	Queensland	M	286
Clifton Beach (Qld)	South Australia	F	21
Clifton Beach (Qld)	South Australia	M	16
Clifton Beach (Qld)	Tasmania	F	5
Clifton Beach (Qld)	Tasmania	M	5
Clifton Beach (Qld)	Victoria	F	69
Clifton Beach (Qld)	Victoria	M	71
Clifton Beach (Qld)	Western Australia	F	29
Clifton Beach (Qld)	Western Australia	M	22
Clinton (Qld)	(Overseas)	F	129
Clinton (Qld)	(Overseas)	M	125
Clinton (Qld)	(Same Address)	F	1234
Clinton (Qld)	(Same Address)	M	1342
Clinton (Qld)	(Same SA2)	F	228
Clinton (Qld)	(Same SA2)	M	229
Clinton (Qld)	Australian Capital Territory	F	4
Clinton (Qld)	Australian Capital Territory	M	3
Clinton (Qld)	New South Wales	F	44
Clinton (Qld)	New South Wales	M	36
Clinton (Qld)	Northern Territory	F	7
Clinton (Qld)	Northern Territory	M	15
Clinton (Qld)	Queensland	F	741
Clinton (Qld)	Queensland	M	736
Clinton (Qld)	South Australia	F	8
Clinton (Qld)	South Australia	M	5
Clinton (Qld)	Tasmania	F	5
Clinton (Qld)	Tasmania	M	3
Clinton (Qld)	Victoria	F	20
Clinton (Qld)	Victoria	M	32
Clinton (Qld)	Western Australia	F	41
Clinton (Qld)	Western Australia	M	38
Clintonvale	(Same Address)	F	30
Clintonvale	(Same Address)	M	17
Clintonvale	(Same SA2)	F	4
Clintonvale	(Same SA2)	M	3
Clintonvale	Queensland	M	3
Cloncurry	(Overseas)	F	36
Cloncurry	(Overseas)	M	29
Cloncurry	(Same Address)	F	466
Cloncurry	(Same Address)	M	562
Cloncurry	(Same SA2)	F	119
Cloncurry	(Same SA2)	M	140
Cloncurry	Australian Capital Territory	F	3
Cloncurry	Australian Capital Territory	M	3
Cloncurry	New South Wales	F	28
Cloncurry	New South Wales	M	45
Cloncurry	Northern Territory	F	7
Cloncurry	Northern Territory	M	14
Cloncurry	Queensland	F	226
Cloncurry	Queensland	M	305
Cloncurry	South Australia	F	3
Cloncurry	South Australia	M	6
Cloncurry	Tasmania	F	3
Cloncurry	Tasmania	M	6
Cloncurry	Victoria	F	7
Cloncurry	Victoria	M	16
Cloncurry	Western Australia	F	8
Cloncurry	Western Australia	M	21
Clontarf (Moreton Bay - Qld)	(Overseas)	F	137
Clontarf (Moreton Bay - Qld)	(Overseas)	M	99
Clontarf (Moreton Bay - Qld)	(Same Address)	F	2099
Clontarf (Moreton Bay - Qld)	(Same Address)	M	2090
Clontarf (Moreton Bay - Qld)	(Same SA2)	F	154
Clontarf (Moreton Bay - Qld)	(Same SA2)	M	140
Clontarf (Moreton Bay - Qld)	Australian Capital Territory	F	11
Clontarf (Moreton Bay - Qld)	Australian Capital Territory	M	7
Clontarf (Moreton Bay - Qld)	New South Wales	F	82
Clontarf (Moreton Bay - Qld)	New South Wales	M	91
Clontarf (Moreton Bay - Qld)	Northern Territory	F	3
Clontarf (Moreton Bay - Qld)	Northern Territory	M	6
Clontarf (Moreton Bay - Qld)	Queensland	F	1117
Clontarf (Moreton Bay - Qld)	Queensland	M	1050
Clontarf (Moreton Bay - Qld)	South Australia	F	11
Clontarf (Moreton Bay - Qld)	South Australia	M	8
Clontarf (Moreton Bay - Qld)	Tasmania	F	7
Clontarf (Moreton Bay - Qld)	Tasmania	M	5
Clontarf (Moreton Bay - Qld)	Victoria	F	25
Clontarf (Moreton Bay - Qld)	Victoria	M	31
Clontarf (Moreton Bay - Qld)	Western Australia	F	21
Clontarf (Moreton Bay - Qld)	Western Australia	M	15
Clontarf (Toowoomba - Qld)	(Same Address)	F	5
Clontarf (Toowoomba - Qld)	(Same Address)	M	5
Closeburn	(Overseas)	F	6
Closeburn	(Overseas)	M	3
Closeburn	(Same Address)	F	180
Closeburn	(Same Address)	M	194
Closeburn	(Same SA2)	F	8
Closeburn	(Same SA2)	M	7
Closeburn	New South Wales	F	8
Closeburn	New South Wales	M	5
Closeburn	Queensland	F	46
Closeburn	Queensland	M	41
Closeburn	Victoria	F	5
Closeburn	Victoria	M	3
Cloyna	(Same Address)	F	38
Cloyna	(Same Address)	M	37
Cloyna	(Same SA2)	F	6
Cloyna	(Same SA2)	M	10
Cloyna	Queensland	F	10
Cloyna	Queensland	M	4
Cluden	(Same Address)	F	125
Cluden	(Same Address)	M	144
Cluden	Queensland	F	41
Cluden	Queensland	M	46
Cluden	Tasmania	M	5
Clumber	(Same Address)	F	24
Clumber	(Same Address)	M	23
Clumber	Queensland	F	3
Clumber	Queensland	M	4
Coal Creek	(Same Address)	F	18
Coal Creek	(Same Address)	M	19
Coal Creek	(Same SA2)	M	3
Coal Creek	Queensland	F	6
Coal Creek	Queensland	M	4
Coalbank	(Same Address)	F	8
Coalbank	(Same Address)	M	16
Coalbank	(Same SA2)	M	3
Coalbank	Queensland	F	3
Coalbank	Queensland	M	3
Coalfalls	(Overseas)	F	4
Coalfalls	(Overseas)	M	3
Coalfalls	(Same Address)	F	227
Coalfalls	(Same Address)	M	228
Coalfalls	(Same SA2)	F	8
Coalfalls	(Same SA2)	M	10
Coalfalls	New South Wales	F	3
Coalfalls	New South Wales	M	5
Coalfalls	Queensland	F	145
Coalfalls	Queensland	M	137
Coalfalls	Victoria	F	9
Coalfalls	Victoria	M	3
Coalstoun Lakes	(Same Address)	F	38
Coalstoun Lakes	(Same Address)	M	40
Coalstoun Lakes	(Same SA2)	F	5
Coalstoun Lakes	(Same SA2)	M	3
Coalstoun Lakes	Queensland	F	7
Coalstoun Lakes	Queensland	M	4
Cobbs Hill	(Same Address)	F	7
Cobbs Hill	(Same Address)	M	10
Cobraball	(Same Address)	F	25
Cobraball	(Same Address)	M	26
Cobraball	Queensland	F	3
Cobraball	Queensland	M	3
Cockatoo (Qld)	(Same Address)	F	16
Cockatoo (Qld)	(Same Address)	M	13
Coconuts	(Overseas)	F	8
Coconuts	(Overseas)	M	3
Coconuts	(Same Address)	F	54
Coconuts	(Same Address)	M	65
Coconuts	(Same SA2)	F	7
Coconuts	(Same SA2)	M	10
Coconuts	New South Wales	F	3
Coconuts	Queensland	F	17
Coconuts	Queensland	M	22
Coconuts	Tasmania	F	3
Coconuts	Victoria	F	5
Coconuts	Victoria	M	6
Coen	(Same Address)	F	117
Coen	(Same Address)	M	93
Coen	(Same SA2)	F	5
Coen	(Same SA2)	M	13
Coen	New South Wales	F	3
Coen	Northern Territory	F	3
Coen	Northern Territory	M	3
Coen	Queensland	F	20
Coen	Queensland	M	24
Coes Creek	(Overseas)	F	9
Coes Creek	(Overseas)	M	6
Coes Creek	(Same Address)	F	384
Coes Creek	(Same Address)	M	344
Coes Creek	(Same SA2)	F	102
Coes Creek	(Same SA2)	M	82
Coes Creek	New South Wales	F	15
Coes Creek	New South Wales	M	7
Coes Creek	Northern Territory	M	3
Coes Creek	Queensland	F	149
Coes Creek	Queensland	M	117
Coes Creek	Victoria	F	3
Coes Creek	Victoria	M	7
Coes Creek	Western Australia	F	3
Coes Creek	Western Australia	M	3
Coles Creek	(Same Address)	F	7
Coles Creek	(Same Address)	M	14
Coles Creek	Queensland	F	4
Coles Creek	Queensland	M	3
Colevale	(Same Address)	F	5
Colevale	(Same Address)	M	8
Colevale	(Same SA2)	F	3
Colevale	(Same SA2)	M	3
Coleyville	(Same Address)	F	60
Coleyville	(Same Address)	M	56
Coleyville	(Same SA2)	F	5
Coleyville	(Same SA2)	M	4
Coleyville	Queensland	F	16
Coleyville	Queensland	M	14
Colinton (Qld)	(Same Address)	F	15
Colinton (Qld)	(Same Address)	M	15
Colinton (Qld)	(Same SA2)	M	3
Colinton (Qld)	Queensland	F	15
Colinton (Qld)	Queensland	M	10
Colinton (Qld)	South Australia	M	3
Collaroy (Qld)	(Same Address)	F	3
Collaroy (Qld)	Queensland	M	3
College View	(Same Address)	F	15
College View	(Same Address)	M	14
College View	(Same SA2)	F	4
College View	New South Wales	F	3
College View	Queensland	F	12
College View	Queensland	M	9
Collingwood Park (Qld)	(Overseas)	F	181
Collingwood Park (Qld)	(Overseas)	M	161
Collingwood Park (Qld)	(Same Address)	F	1671
Collingwood Park (Qld)	(Same Address)	M	1662
Collingwood Park (Qld)	(Same SA2)	F	222
Collingwood Park (Qld)	(Same SA2)	M	214
Collingwood Park (Qld)	Australian Capital Territory	F	3
Collingwood Park (Qld)	New South Wales	F	77
Collingwood Park (Qld)	New South Wales	M	62
Collingwood Park (Qld)	Queensland	F	901
Collingwood Park (Qld)	Queensland	M	832
Collingwood Park (Qld)	South Australia	F	3
Collingwood Park (Qld)	South Australia	M	3
Collingwood Park (Qld)	Tasmania	F	5
Collingwood Park (Qld)	Tasmania	M	4
Collingwood Park (Qld)	Victoria	F	18
Collingwood Park (Qld)	Victoria	M	13
Collingwood Park (Qld)	Western Australia	F	10
Collingwood Park (Qld)	Western Australia	M	10
Collinsville (Qld)	(Overseas)	F	10
Collinsville (Qld)	(Overseas)	M	7
Collinsville (Qld)	(Same Address)	F	311
Collinsville (Qld)	(Same Address)	M	339
Collinsville (Qld)	(Same SA2)	F	75
Collinsville (Qld)	(Same SA2)	M	83
Collinsville (Qld)	New South Wales	F	5
Collinsville (Qld)	New South Wales	M	6
Collinsville (Qld)	Northern Territory	F	3
Collinsville (Qld)	Queensland	F	83
Collinsville (Qld)	Queensland	M	78
Colosseum	(Overseas)	F	4
Colosseum	(Overseas)	M	4
Colosseum	(Same Address)	F	68
Colosseum	(Same Address)	M	74
Colosseum	(Same SA2)	F	7
Colosseum	(Same SA2)	M	7
Colosseum	Northern Territory	M	3
Colosseum	Queensland	F	16
Colosseum	Queensland	M	21
Columbia	(Same Address)	F	23
Columbia	(Same Address)	M	31
Columbia	(Same SA2)	F	8
Columbia	(Same SA2)	M	11
Columbia	Queensland	F	6
Columbia	Queensland	M	6
Columboola	(Same Address)	F	23
Columboola	(Same Address)	M	30
Columboola	(Same SA2)	F	3
Columboola	(Same SA2)	M	3
Columboola	Queensland	M	5
Comet	(Overseas)	M	11
Comet	(Same Address)	F	101
Comet	(Same Address)	M	129
Comet	(Same SA2)	F	14
Comet	(Same SA2)	M	13
Comet	New South Wales	F	3
Comet	New South Wales	M	3
Comet	Queensland	F	35
Comet	Queensland	M	55
Commissioners Flat	(Same Address)	F	3
Commissioners Flat	(Same Address)	M	5
Commissioners Flat	(Same SA2)	F	7
Commissioners Flat	(Same SA2)	M	3
Commissioners Flat	New South Wales	F	3
Commissioners Flat	New South Wales	M	3
Como (Qld)	(Same Address)	F	13
Como (Qld)	(Same Address)	M	15
Como (Qld)	Queensland	F	3
Como (Qld)	Queensland	M	4
Comoon Loop	(Same Address)	F	16
Comoon Loop	(Same Address)	M	9
Comoon Loop	Queensland	F	4
Comoon Loop	Queensland	M	4
Comoon Loop	Victoria	F	4
Comoon Loop	Victoria	M	3
Comoon Loop	Western Australia	M	3
Cona Creek	(Same Address)	F	27
Cona Creek	(Same Address)	M	28
Cona Creek	(Same SA2)	F	3
Cona Creek	(Same SA2)	M	5
Cona Creek	Queensland	F	4
Cona Creek	Queensland	M	5
Condamine	(Overseas)	F	7
Condamine	(Overseas)	M	15
Condamine	(Same Address)	F	91
Condamine	(Same Address)	M	105
Condamine	(Same SA2)	F	7
Condamine	(Same SA2)	M	12
Condamine	New South Wales	F	4
Condamine	New South Wales	M	3
Condamine	Queensland	F	32
Condamine	Queensland	M	33
Condamine Farms	(Same Address)	F	6
Condamine Farms	(Same Address)	M	9
Condamine Plains	(Same Address)	F	35
Condamine Plains	(Same Address)	M	34
Condamine Plains	(Same SA2)	F	3
Condamine Plains	Queensland	F	10
Condamine Plains	Queensland	M	16
Condon	(Overseas)	F	42
Condon	(Overseas)	M	36
Condon	(Same Address)	F	1485
Condon	(Same Address)	M	1406
Condon	(Same SA2)	F	105
Condon	(Same SA2)	M	96
Condon	Australian Capital Territory	F	7
Condon	Australian Capital Territory	M	3
Condon	New South Wales	F	46
Condon	New South Wales	M	52
Condon	Northern Territory	F	16
Condon	Northern Territory	M	27
Condon	Queensland	F	849
Condon	Queensland	M	737
Condon	South Australia	F	6
Condon	South Australia	M	7
Condon	Tasmania	F	12
Condon	Tasmania	M	6
Condon	Victoria	F	30
Condon	Victoria	M	33
Condon	Western Australia	F	12
Condon	Western Australia	M	6
Conondale	(Overseas)	F	5
Conondale	(Overseas)	M	7
Conondale	(Same Address)	F	208
Conondale	(Same Address)	M	239
Conondale	(Same SA2)	F	42
Conondale	(Same SA2)	M	41
Conondale	New South Wales	F	8
Conondale	New South Wales	M	9
Conondale	Queensland	F	67
Conondale	Queensland	M	74
Conondale	Tasmania	F	3
Conondale	Victoria	F	8
Conondale	Victoria	M	7
Conondale	Western Australia	F	4
Conondale	Western Australia	M	3
Consuelo	(Same Address)	F	5
Consuelo	(Same Address)	M	7
Consuelo	Queensland	F	7
Consuelo	Queensland	M	7
Conway	(Same Address)	F	51
Conway	(Same Address)	M	59
Conway	(Same SA2)	F	6
Conway	(Same SA2)	M	7
Conway	Northern Territory	M	3
Conway	Queensland	F	18
Conway	Queensland	M	12
Conway Beach	(Same Address)	F	21
Conway Beach	(Same Address)	M	30
Conway Beach	(Same SA2)	F	3
Conway Beach	(Same SA2)	M	6
Conway Beach	Queensland	F	3
Conway Beach	Queensland	M	9
Coochiemudlo Island	(Overseas)	F	12
Coochiemudlo Island	(Overseas)	M	15
Coochiemudlo Island	(Same Address)	F	194
Coochiemudlo Island	(Same Address)	M	172
Coochiemudlo Island	(Same SA2)	F	47
Coochiemudlo Island	(Same SA2)	M	23
Coochiemudlo Island	New South Wales	F	14
Coochiemudlo Island	New South Wales	M	14
Coochiemudlo Island	Queensland	F	94
Coochiemudlo Island	Queensland	M	91
Coochiemudlo Island	Victoria	F	3
Coochin	(Same Address)	F	29
Coochin	(Same Address)	M	33
Coochin	(Same SA2)	F	3
Coochin	(Same SA2)	M	5
Coochin	Queensland	F	5
Coochin	Queensland	M	7
Coochin	Western Australia	F	3
Coochin	Western Australia	M	3
Coochin Creek	(Overseas)	F	9
Coochin Creek	(Same Address)	F	23
Coochin Creek	(Same Address)	M	15
Coochin Creek	(Same SA2)	M	3
Coochin Creek	Queensland	F	4
Coochin Creek	Queensland	M	12
Cooee Bay	(Overseas)	F	14
Cooee Bay	(Overseas)	M	10
Cooee Bay	(Same Address)	F	154
Cooee Bay	(Same Address)	M	157
Cooee Bay	(Same SA2)	F	88
Cooee Bay	(Same SA2)	M	72
Cooee Bay	Australian Capital Territory	F	3
Cooee Bay	New South Wales	F	19
Cooee Bay	New South Wales	M	20
Cooee Bay	Queensland	F	110
Cooee Bay	Queensland	M	94
Cooee Bay	South Australia	F	3
Cooee Bay	South Australia	M	4
Cooee Bay	Tasmania	M	4
Cooee Bay	Victoria	F	11
Cooee Bay	Victoria	M	9
Cooee Bay	Western Australia	F	3
Cooee Bay	Western Australia	M	3
Cooeeimbardi	(Same Address)	F	3
Cooktown	(Overseas)	F	17
Cooktown	(Overseas)	M	8
Cooktown	(Same Address)	F	497
Cooktown	(Same Address)	M	581
Cooktown	(Same SA2)	F	218
Cooktown	(Same SA2)	M	180
Cooktown	Australian Capital Territory	M	4
Cooktown	New South Wales	F	19
Cooktown	New South Wales	M	16
Cooktown	Northern Territory	F	16
Cooktown	Northern Territory	M	14
Cooktown	Queensland	F	177
Cooktown	Queensland	M	196
Cooktown	South Australia	F	7
Cooktown	South Australia	M	8
Cooktown	Tasmania	F	3
Cooktown	Tasmania	M	3
Cooktown	Victoria	F	13
Cooktown	Victoria	M	8
Cooktown	Western Australia	F	14
Cooktown	Western Australia	M	21
Coolabine	(Same Address)	F	13
Coolabine	(Same Address)	M	18
Coolabine	(Same SA2)	F	4
Coolabine	(Same SA2)	M	3
Coolabine	Queensland	F	9
Coolabine	Queensland	M	9
Coolabunia	(Same Address)	F	57
Coolabunia	(Same Address)	M	65
Coolabunia	(Same SA2)	M	5
Coolabunia	Queensland	F	9
Coolabunia	Queensland	M	9
Cooladdi	(Same Address)	F	5
Cooladdi	(Same Address)	M	4
Coolana	(Same Address)	F	47
Coolana	(Same Address)	M	52
Coolana	(Same SA2)	F	5
Coolana	(Same SA2)	M	5
Coolana	Northern Territory	F	3
Coolana	Northern Territory	M	3
Coolana	Queensland	F	10
Coolana	Queensland	M	6
Coolangatta (Qld)	(Overseas)	F	180
Coolangatta (Qld)	(Overseas)	M	164
Coolangatta (Qld)	(Same Address)	F	1010
Coolangatta (Qld)	(Same Address)	M	1042
Coolangatta (Qld)	(Same SA2)	F	135
Coolangatta (Qld)	(Same SA2)	M	156
Coolangatta (Qld)	Australian Capital Territory	F	10
Coolangatta (Qld)	Australian Capital Territory	M	7
Coolangatta (Qld)	New South Wales	F	480
Coolangatta (Qld)	New South Wales	M	458
Coolangatta (Qld)	Northern Territory	F	6
Coolangatta (Qld)	Northern Territory	M	5
Coolangatta (Qld)	Queensland	F	547
Coolangatta (Qld)	Queensland	M	517
Coolangatta (Qld)	South Australia	F	18
Coolangatta (Qld)	South Australia	M	12
Coolangatta (Qld)	Tasmania	F	12
Coolangatta (Qld)	Victoria	F	50
Coolangatta (Qld)	Victoria	M	48
Coolangatta (Qld)	Western Australia	F	19
Coolangatta (Qld)	Western Australia	M	21
Coolbie	(Same Address)	F	32
Coolbie	(Same Address)	M	39
Coolbie	Queensland	F	12
Coolbie	Queensland	M	4
Coolmunda	(Same Address)	F	40
Coolmunda	(Same Address)	M	36
Coolmunda	(Same SA2)	F	4
Coolmunda	(Same SA2)	M	3
Coolmunda	New South Wales	M	3
Coolmunda	Queensland	F	14
Coolmunda	Queensland	M	16
Cooloola Cove	(Overseas)	F	16
Cooloola Cove	(Overseas)	M	14
Cooloola Cove	(Same Address)	F	646
Cooloola Cove	(Same Address)	M	663
Cooloola Cove	(Same SA2)	F	109
Cooloola Cove	(Same SA2)	M	114
Cooloola Cove	New South Wales	F	38
Cooloola Cove	New South Wales	M	46
Cooloola Cove	Northern Territory	F	10
Cooloola Cove	Northern Territory	M	3
Cooloola Cove	Queensland	F	285
Cooloola Cove	Queensland	M	298
Cooloola Cove	South Australia	F	5
Cooloola Cove	Tasmania	M	3
Cooloola Cove	Victoria	F	20
Cooloola Cove	Victoria	M	17
Cooloola Cove	Western Australia	F	6
Cooloola Cove	Western Australia	M	9
Cooloolabin	(Overseas)	F	3
Cooloolabin	(Same Address)	F	73
Cooloolabin	(Same Address)	M	91
Cooloolabin	New South Wales	F	3
Cooloolabin	New South Wales	M	3
Cooloolabin	Queensland	F	34
Cooloolabin	Queensland	M	23
Coolum Beach	(Overseas)	F	171
Coolum Beach	(Overseas)	M	124
Coolum Beach	(Same Address)	F	1982
Coolum Beach	(Same Address)	M	1872
Coolum Beach	(Same SA2)	F	465
Coolum Beach	(Same SA2)	M	416
Coolum Beach	Australian Capital Territory	F	16
Coolum Beach	Australian Capital Territory	M	13
Coolum Beach	New South Wales	F	102
Coolum Beach	New South Wales	M	108
Coolum Beach	Northern Territory	F	33
Coolum Beach	Northern Territory	M	27
Coolum Beach	Queensland	F	927
Coolum Beach	Queensland	M	805
Coolum Beach	South Australia	F	7
Coolum Beach	South Australia	M	11
Coolum Beach	Tasmania	F	12
Coolum Beach	Tasmania	M	10
Coolum Beach	Victoria	F	85
Coolum Beach	Victoria	M	69
Coolum Beach	Western Australia	F	30
Coolum Beach	Western Australia	M	36
Coombabah	(Overseas)	F	242
Coombabah	(Overseas)	M	209
Coombabah	(Same Address)	F	2395
Coombabah	(Same Address)	M	2015
Coombabah	(Same SA2)	F	316
Coombabah	(Same SA2)	M	259
Coombabah	Australian Capital Territory	F	11
Coombabah	Australian Capital Territory	M	10
Coombabah	New South Wales	F	220
Coombabah	New South Wales	M	179
