SSC_NAME16	PrivateDwelling	Sex	persons
Kalbeeba	0	F	4
Kalbeeba	0	M	4
Kalbeeba	1	F	194
Kalbeeba	1	M	174
Kaldoonera	1	F	19
Kaldoonera	1	M	20
Kalka	1	F	58
Kalka	1	M	34
Kallora	1	F	9
Kallora	1	M	6
Kaltjiti	0	F	17
Kaltjiti	0	M	16
Kaltjiti	1	F	96
Kaltjiti	1	M	99
Kangarilla	0	F	15
Kangarilla	0	M	17
Kangarilla	1	F	433
Kangarilla	1	M	417
Kangaroo Flat (SA)	1	F	46
Kangaroo Flat (SA)	1	M	56
Kangaroo Head	1	F	8
Kangaroo Head	1	M	13
Kangaroo Inn	1	M	3
Kanmantoo	0	F	15
Kanmantoo	0	M	15
Kanmantoo	1	F	338
Kanmantoo	1	M	333
Kanni	1	F	21
Kanni	1	M	17
Kanpi	1	F	17
Kanpi	1	M	21
Kanyaka	1	F	4
Kapinnie	1	F	18
Kapinnie	1	M	30
Kappawanta	0	F	3
Kappawanta	0	M	3
Kappawanta	1	M	4
Kapunda	0	F	65
Kapunda	0	M	70
Kapunda	1	F	1401
Kapunda	1	M	1369
Karatta	0	F	28
Karatta	0	M	51
Karatta	1	F	23
Karatta	1	M	25
Karcultaby	1	F	11
Karcultaby	1	M	13
Karkoo	0	F	3
Karkoo	0	M	7
Karkoo	1	F	21
Karkoo	1	M	32
Karoonda	0	F	23
Karoonda	0	M	21
Karoonda	1	F	237
Karoonda	1	M	224
Karte	1	F	8
Karte	1	M	22
Keilira	0	F	5
Keilira	0	M	4
Keilira	1	F	37
Keilira	1	M	36
Keith	0	F	62
Keith	0	M	72
Keith	1	F	588
Keith	1	M	600
Kellidie Bay	1	F	5
Kellidie Bay	1	M	7
Kelly	0	F	6
Kelly	0	M	4
Kelly	1	F	25
Kelly	1	M	29
Kensington (SA)	0	F	91
Kensington (SA)	0	M	43
Kensington (SA)	1	F	905
Kensington (SA)	1	M	690
Kensington Gardens	0	F	83
Kensington Gardens	0	M	47
Kensington Gardens	1	F	1211
Kensington Gardens	1	M	1053
Kensington Park	0	F	76
Kensington Park	0	M	67
Kensington Park	1	F	1240
Kensington Park	1	M	1136
Kent Town	0	F	136
Kent Town	0	M	253
Kent Town	1	F	445
Kent Town	1	M	480
Kenton Valley	0	M	4
Kenton Valley	1	F	131
Kenton Valley	1	M	118
Kepa	1	F	27
Kepa	1	M	33
Keppoch	0	M	3
Keppoch	1	F	34
Keppoch	1	M	25
Kersbrook	0	F	11
Kersbrook	0	M	10
Kersbrook	1	F	505
Kersbrook	1	M	512
Keswick	0	F	19
Keswick	0	M	56
Keswick	1	F	321
Keswick	1	M	353
Keyneton	0	F	9
Keyneton	0	M	9
Keyneton	1	F	139
Keyneton	1	M	139
Ki Ki	1	F	21
Ki Ki	1	M	23
Kiana	0	F	6
Kiana	1	F	4
Kiana	1	M	8
Kidman Park	0	F	42
Kidman Park	0	M	41
Kidman Park	1	F	1653
Kidman Park	1	M	1574
Kielpa	0	F	3
Kielpa	0	M	3
Kielpa	1	F	29
Kielpa	1	M	31
Kilburn	0	F	219
Kilburn	0	M	234
Kilburn	1	F	2294
Kilburn	1	M	2635
Kilkenny	0	F	52
Kilkenny	0	M	47
Kilkenny	1	F	771
Kilkenny	1	M	772
Kimba	0	F	39
Kimba	0	M	76
Kimba	1	F	272
Kimba	1	M	283
Kingoonya	0	F	5
Kingoonya	0	M	3
Kingoonya	1	M	3
Kings Park (SA)	0	F	28
Kings Park (SA)	0	M	12
Kings Park (SA)	1	F	280
Kings Park (SA)	1	M	224
Kingscote	0	F	129
Kingscote	0	M	133
Kingscote	1	F	793
Kingscote	1	M	758
Kingsford (SA)	1	F	21
Kingsford (SA)	1	M	23
Kingston On Murray	0	F	15
Kingston On Murray	0	M	19
Kingston On Murray	1	F	138
Kingston On Murray	1	M	152
Kingston Park	0	F	33
Kingston Park	0	M	23
Kingston Park	1	F	252
Kingston Park	1	M	216
Kingston Se	0	F	53
Kingston Se	0	M	48
Kingston Se	1	F	599
Kingston Se	1	M	609
Kingswood (SA)	0	F	76
Kingswood (SA)	0	M	53
Kingswood (SA)	1	F	1148
Kingswood (SA)	1	M	967
Klemzig	0	F	205
Klemzig	0	M	138
Klemzig	1	F	2903
Klemzig	1	M	2763
Kohinoor	0	F	6
Kohinoor	0	M	8
Kohinoor	1	F	24
Kohinoor	1	M	15
Kokatha	0	M	10
Kolendo	0	M	3
Kolendo	1	M	3
Kongal	0	F	4
Kongal	1	F	4
Kongal	1	M	6
Kongorong	0	F	3
Kongorong	0	M	3
Kongorong	1	F	87
Kongorong	1	M	101
Koolunga	0	M	4
Koolunga	1	F	89
Koolunga	1	M	96
Koolywurtie	1	F	47
Koolywurtie	1	M	44
Koongawa	0	M	4
Koongawa	1	F	21
Koongawa	1	M	25
Koonibba	1	F	88
Koonibba	1	M	63
Koonoona	1	F	4
Koonoona	1	M	4
Koonunga	1	F	18
Koonunga	1	M	27
Koorine	0	F	3
Koorine	0	M	3
Koorine	1	F	22
Koorine	1	M	29
Kooroona	1	F	9
Kooroona	1	M	6
Koppamurra	1	F	36
Koppamurra	1	M	33
Koppio	1	F	22
Koppio	1	M	35
Korunye	0	F	10
Korunye	0	M	6
Korunye	1	F	96
Korunye	1	M	112
Krondorf	1	F	34
Krondorf	1	M	31
Krongart	1	F	3
Krongart	1	M	3
Kudla	0	F	17
Kudla	0	M	29
Kudla	1	F	226
Kudla	1	M	241
Kuitpo	0	F	7
Kuitpo	0	M	3
Kuitpo	1	F	87
Kuitpo	1	M	93
Kuitpo Colony	1	F	7
Kuitpo Colony	1	M	6
Kulpara	0	F	3
Kulpara	1	F	27
Kulpara	1	M	27
Kurralta Park	0	F	28
Kurralta Park	0	M	45
Kurralta Park	1	F	1357
Kurralta Park	1	M	1328
Kyancutta	1	F	33
Kyancutta	1	M	39
Kybunga	1	F	33
Kybunga	1	M	29
Kybybolite	1	F	44
Kybybolite	1	M	57
Kyeema	0	M	4
Kyeema	1	F	13
Kyeema	1	M	13
Laffer	0	F	3
Laffer	0	M	3
Laffer	1	F	27
Laffer	1	M	22
Lake Carlet	0	M	3
Lake Carlet	1	F	4
Lake Carlet	1	M	3
Lake Plains	0	M	5
Lake Plains	1	F	28
Lake Plains	1	M	26
Lake View	1	F	3
Lake View	1	M	7
Lameroo	0	F	46
Lameroo	0	M	35
Lameroo	1	F	368
Lameroo	1	M	367
Langhorne Creek	0	F	9
Langhorne Creek	0	M	10
Langhorne Creek	1	F	190
Langhorne Creek	1	M	208
Langs Landing	0	M	3
Largs Bay	0	F	215
Largs Bay	0	M	152
Largs Bay	1	F	1889
Largs Bay	1	M	1752
Largs North	0	F	125
Largs North	0	M	67
Largs North	1	F	1754
Largs North	1	M	1612
Laura (SA)	0	F	20
Laura (SA)	0	M	34
Laura (SA)	1	F	299
Laura (SA)	1	M	325
Laura Bay	1	F	3
Laura Bay	1	M	10
Laurie Park	0	F	3
Laurie Park	0	M	3
Laurie Park	1	F	27
Laurie Park	1	M	27
Leabrook	0	F	127
Leabrook	0	M	48
Leabrook	1	F	753
Leabrook	1	M	618
Leasingham	1	F	55
Leasingham	1	M	60
Leawood Gardens	0	F	3
Leawood Gardens	0	M	3
Leawood Gardens	1	F	20
Leawood Gardens	1	M	30
Leigh Creek (SA)	0	F	43
Leigh Creek (SA)	0	M	60
Leigh Creek (SA)	1	F	75
Leigh Creek (SA)	1	M	93
Leighton	1	F	24
Leighton	1	M	28
Lenswood	0	F	5
Lenswood	0	M	3
Lenswood	1	F	212
Lenswood	1	M	247
Lewiston	0	F	65
Lewiston	0	M	77
Lewiston	1	F	1398
Lewiston	1	M	1464
Light Pass	0	F	5
Light Pass	0	M	3
Light Pass	1	F	110
Light Pass	1	M	113
Lincoln Gap	0	F	6
Lincoln Gap	0	M	10
Lincoln Gap	1	F	11
Lincoln Gap	1	M	6
Lincoln National Park	1	M	3
Linden Park	0	F	83
Linden Park	0	M	79
Linden Park	1	F	979
Linden Park	1	M	830
Linwood	0	F	6
Linwood	0	M	3
Linwood	1	F	22
Linwood	1	M	22
Lipson	1	F	91
Lipson	1	M	103
Little Douglas	1	F	3
Little Douglas	1	M	3
Littlehampton	0	F	46
Littlehampton	0	M	24
Littlehampton	1	F	1492
Littlehampton	1	M	1413
Lobethal	0	F	75
Lobethal	0	M	33
Lobethal	1	F	1230
Lobethal	1	M	1131
Lochaber	1	F	38
Lochaber	1	M	48
Lochiel (SA)	0	F	5
Lochiel (SA)	0	M	3
Lochiel (SA)	1	F	44
Lochiel (SA)	1	M	61
Lock	0	F	8
Lock	0	M	14
Lock	1	F	126
Lock	1	M	133
Lockleys	0	F	167
Lockleys	0	M	114
Lockleys	1	F	2759
Lockleys	1	M	2510
Long Flat (SA)	0	F	6
Long Flat (SA)	0	M	8
Long Flat (SA)	1	F	33
Long Flat (SA)	1	M	29
Long Plains	0	M	5
Long Plains	1	F	22
Long Plains	1	M	28
Longwood (SA)	0	F	8
Longwood (SA)	0	M	5
Longwood (SA)	1	F	129
Longwood (SA)	1	M	138
Lonsdale	0	F	4
Lonsdale	0	M	3
Lonsdale	1	F	11
Lonsdale	1	M	8
Louth Bay	0	M	3
Louth Bay	1	F	54
Louth Bay	1	M	56
Loveday	0	F	25
Loveday	0	M	11
Loveday	1	F	277
Loveday	1	M	308
Lowan Vale	0	M	4
Lowan Vale	1	F	16
Lowan Vale	1	M	20
Lowbank	1	F	19
Lowbank	1	M	15
Lower Broughton	1	F	21
Lower Broughton	1	M	18
Lower Hermitage	0	F	3
Lower Hermitage	1	F	86
Lower Hermitage	1	M	114
Lower Inman Valley	0	F	3
Lower Inman Valley	0	M	7
Lower Inman Valley	1	F	203
Lower Inman Valley	1	M	216
Lower Light	0	F	8
Lower Light	0	M	6
Lower Light	1	F	92
Lower Light	1	M	98
Lower Mitcham	0	F	16
Lower Mitcham	0	M	12
Lower Mitcham	1	F	1082
Lower Mitcham	1	M	970
Loxton	0	F	188
Loxton	0	M	162
Loxton	1	F	2149
Loxton	1	M	2017
Loxton North	0	F	18
Loxton North	0	M	16
Loxton North	1	F	365
Loxton North	1	M	384
Lucindale	0	F	16
Lucindale	0	M	11
Lucindale	1	F	234
Lucindale	1	M	263
Lucky Bay	0	F	14
Lucky Bay	0	M	18
Lucky Bay	1	F	3
Lucky Bay	1	M	8
Lyndhurst (SA)	0	F	7
Lyndhurst (SA)	0	M	10
Lyndhurst (SA)	1	F	7
Lyndhurst (SA)	1	M	9
Lyndoch	0	F	87
Lyndoch	0	M	81
Lyndoch	1	F	910
Lyndoch	1	M	887
Lynton	0	F	3
Lynton	0	M	5
Lynton	1	F	90
Lynton	1	M	101
Lyrup	0	F	17
Lyrup	0	M	13
Lyrup	1	F	126
Lyrup	1	M	144
Maaoupe	1	F	42
Maaoupe	1	M	44
Macclesfield (SA)	0	F	33
Macclesfield (SA)	0	M	33
Macclesfield (SA)	1	F	643
Macclesfield (SA)	1	M	630
Macdonald Park	0	F	12
Macdonald Park	0	M	20
Macdonald Park	1	F	240
Macdonald Park	1	M	238
Macgillivray	0	F	7
Macgillivray	0	M	5
Macgillivray	1	F	42
Macgillivray	1	M	50
Magarey	1	F	10
Magarey	1	M	8
Magdala	1	F	20
Magdala	1	M	33
Maggea	1	F	7
Maggea	1	M	3
Magill	0	F	246
Magill	0	M	156
Magill	1	F	4395
Magill	1	M	3900
Maitland (SA)	0	F	63
Maitland (SA)	0	M	52
Maitland (SA)	1	F	558
Maitland (SA)	1	M	546
Makin	0	F	4
Makin	0	M	5
Makin	1	F	6
Makin	1	M	7
Malinong	1	F	11
Malinong	1	M	25
Mallala	0	F	30
Mallala	0	M	23
Mallala	1	F	417
Mallala	1	M	404
Malpas	1	F	7
Malpas	1	M	13
Maltee	1	F	4
Maltee	1	M	9
Malvern (SA)	0	F	88
Malvern (SA)	0	M	51
Malvern (SA)	1	F	1262
Malvern (SA)	1	M	1113
Mambray Creek	0	F	3
Mambray Creek	1	F	8
Mambray Creek	1	M	13
Mangalo	1	F	21
Mangalo	1	M	27
Mannanarie	0	F	3
Mannanarie	0	M	3
Mannanarie	1	F	31
Mannanarie	1	M	31
Manningham	0	F	14
Manningham	0	M	16
Manningham	1	F	638
Manningham	1	M	634
Mannum	0	F	184
Mannum	0	M	152
Mannum	1	F	1191
Mannum	1	M	1157
Manoora (SA)	0	F	4
Manoora (SA)	0	M	12
Manoora (SA)	1	F	61
Manoora (SA)	1	M	66
Mansfield Park	0	F	86
Mansfield Park	0	M	98
Mansfield Park	1	F	1979
Mansfield Park	1	M	1972
Mantung	1	F	13
Mantung	1	M	11
Marama	0	F	4
Marama	0	M	3
Marama	1	F	25
Marama	1	M	31
Marananga	0	M	4
Marananga	1	F	46
Marananga	1	M	62
Marble Hill	1	F	31
Marble Hill	1	M	39
Marcollat	0	F	3
Marcollat	0	M	3
Marcollat	1	F	26
Marcollat	1	M	41
Marden	0	F	37
Marden	0	M	33
Marden	1	F	1157
Marden	1	M	1039
Marino	0	F	20
Marino	0	M	16
Marino	1	F	1042
Marino	1	M	1006
Marion	0	F	214
Marion	0	M	147
Marion	1	F	1810
Marion	1	M	1615
Marion Bay (SA)	0	F	29
Marion Bay (SA)	0	M	30
Marion Bay (SA)	1	F	65
Marion Bay (SA)	1	M	62
Markaranka	0	F	3
Markaranka	0	M	5
Markaranka	1	F	8
Markaranka	1	M	10
Marks Landing	0	F	3
Marks Landing	0	M	3
Marks Landing	1	F	3
Marks Landing	1	M	3
Marla	0	F	44
Marla	0	M	61
Marla	1	F	38
Marla	1	M	42
Marleston	0	F	137
Marleston	0	M	116
Marleston	1	F	773
Marleston	1	M	785
Marola	1	F	3
Marola	1	M	4
Marrabel	0	F	3
Marrabel	1	F	45
Marrabel	1	M	53
Marree	0	F	28
Marree	0	M	41
Marree	1	F	38
Marree	1	M	37
Marryatville	0	F	16
Marryatville	0	M	11
Marryatville	1	F	311
Marryatville	1	M	260
Maryvale (SA)	1	M	9
Maslin Beach	0	F	25
Maslin Beach	0	M	27
Maslin Beach	1	F	555
Maslin Beach	1	M	505
Matta Flat	0	F	5
Matta Flat	0	M	5
Matta Flat	1	F	39
Matta Flat	1	M	33
Maude (SA)	1	M	3
Mawson Lakes	0	F	348
Mawson Lakes	0	M	373
Mawson Lakes	1	F	6234
Mawson Lakes	1	M	6258
Mayfield (SA)	1	F	3
Mayfield (SA)	1	M	3
Maylands (SA)	0	F	34
Maylands (SA)	0	M	20
Maylands (SA)	1	F	734
Maylands (SA)	1	M	671
McBean Pound	1	F	4
McBean Pound	1	M	10
McCallum	1	F	10
McCallum	1	M	9
McCracken	0	F	111
McCracken	0	M	72
McCracken	1	F	915
McCracken	1	M	804
McHarg Creek	0	F	9
McHarg Creek	0	M	9
McHarg Creek	1	F	24
McHarg Creek	1	M	23
McLaren Flat	0	F	22
McLaren Flat	0	M	20
McLaren Flat	1	F	736
McLaren Flat	1	M	717
McLaren Vale	0	F	153
McLaren Vale	0	M	130
McLaren Vale	1	F	1797
McLaren Vale	1	M	1669
Meadows	0	F	22
Meadows	0	M	33
Meadows	1	F	646
Meadows	1	M	639
Medindie	0	F	141
Medindie	0	M	41
Medindie	1	F	522
Medindie	1	M	480
Medindie Gardens	0	F	3
Medindie Gardens	0	M	3
Medindie Gardens	1	F	176
Medindie Gardens	1	M	155
Melrose (SA)	0	F	20
Melrose (SA)	0	M	37
Melrose (SA)	1	F	158
Melrose (SA)	1	M	159
Melrose Park (SA)	0	F	36
Melrose Park (SA)	0	M	42
Melrose Park (SA)	1	F	1117
Melrose Park (SA)	1	M	983
Melton (SA)	0	M	3
Melton (SA)	1	F	15
Melton (SA)	1	M	11
Melton Station	1	F	3
Melton Station	1	M	4
Meningie	0	F	62
Meningie	0	M	66
Meningie	1	F	492
Meningie	1	M	469
Meningie East	1	F	3
Meningie East	1	M	7
Meningie West	0	F	3
Meningie West	0	M	3
Meningie West	1	F	8
Meningie West	1	M	17
Menzies (SA)	0	F	3
Menzies (SA)	0	M	4
Menzies (SA)	1	F	34
Menzies (SA)	1	M	48
Mercunda	1	F	3
Mercunda	1	M	5
Merghiny	1	F	7
Merghiny	1	M	12
Meribah	0	M	3
Meribah	1	F	17
Meribah	1	M	8
Merriton	1	F	27
Merriton	1	M	23
Middle Beach	0	F	3
Middle Beach	0	M	10
Middle Beach	1	F	33
Middle Beach	1	M	36
Middle River	0	F	7
Middle River	0	M	7
Middle River	1	M	3
Middleback Range	1	F	3
Middleback Range	1	M	3
Middleton (SA)	0	F	30
Middleton (SA)	0	M	39
Middleton (SA)	1	F	512
Middleton (SA)	1	M	543
Midgee (SA)	0	F	3
Midgee (SA)	0	M	6
Midgee (SA)	1	F	4
Midgee (SA)	1	M	5
Mil-Lel	0	F	10
Mil-Lel	0	M	12
Mil-Lel	1	F	152
Mil-Lel	1	M	186
Milang	0	F	41
Milang	0	M	37
Milang	1	F	385
Milang	1	M	388
Mile End	0	F	101
Mile End	0	M	109
Mile End	1	F	2136
Mile End	1	M	2001
Mile End South	0	F	7
Mile End South	0	M	3
Mile End South	1	F	8
Mile End South	1	M	7
Milendella	1	F	24
Milendella	1	M	27
Millbrook (SA)	0	F	4
Millbrook (SA)	0	M	4
Millbrook (SA)	1	F	44
Millbrook (SA)	1	M	57
Millicent	0	F	214
Millicent	0	M	192
Millicent	1	F	2301
Millicent	1	M	2223
Millswood	0	F	26
Millswood	0	M	30
Millswood	1	F	1066
Millswood	1	M	958
Miltalie	0	F	3
Miltalie	0	M	4
Miltalie	1	F	24
Miltalie	1	M	30
Mimili	0	F	18
Mimili	0	M	25
Mimili	1	F	108
Mimili	1	M	115
Minbrie	0	M	3
Minbrie	1	F	19
Minbrie	1	M	16
Mindarie (SA)	0	M	3
Mindarie (SA)	1	F	17
Mindarie (SA)	1	M	23
Mingary	0	F	21
Mingary	0	M	103
Mingary	1	F	20
Mingary	1	M	23
Mingbool	0	F	5
Mingbool	0	M	4
Mingbool	1	F	64
Mingbool	1	M	53
Minlaton	0	F	55
Minlaton	0	M	32
Minlaton	1	F	503
Minlaton	1	M	470
Minnipa	0	F	16
Minnipa	0	M	12
Minnipa	1	F	65
Minnipa	1	M	88
Mintaro	0	F	10
Mintaro	0	M	7
Mintaro	1	F	84
Mintaro	1	M	84
Minvalara	1	F	8
Minvalara	1	M	13
Miranda (SA)	1	F	15
Miranda (SA)	1	M	22
Mitcham (SA)	0	F	121
Mitcham (SA)	0	M	68
Mitcham (SA)	1	F	852
Mitcham (SA)	1	M	746
Mitchell (SA)	1	F	31
Mitchell (SA)	1	M	25
Mitchell Park (SA)	0	F	106
Mitchell Park (SA)	0	M	94
Mitchell Park (SA)	1	F	2786
Mitchell Park (SA)	1	M	2398
Mitchellville	1	F	11
Mitchellville	1	M	18
Moana	0	F	64
Moana	0	M	51
Moana	1	F	1266
Moana	1	M	1159
Mobilong	1	F	3
Mobilong	1	M	3
Moculta	0	M	4
Moculta	1	F	104
Moculta	1	M	108
Modbury	0	F	263
Modbury	0	M	278
Modbury	1	F	2436
Modbury	1	M	2322
Modbury Heights	0	F	61
Modbury Heights	0	M	60
Modbury Heights	1	F	3305
Modbury Heights	1	M	3151
Modbury North	0	F	85
Modbury North	0	M	72
Modbury North	1	F	2661
Modbury North	1	M	2666
Moerlong	1	F	7
Moerlong	1	M	8
Monarto	0	F	7
Monarto	0	M	6
Monarto	1	F	95
Monarto	1	M	98
Monarto South	0	F	7
Monarto South	0	M	8
Monarto South	1	F	67
Monarto South	1	M	75
Monash (SA)	0	F	20
Monash (SA)	0	M	20
Monash (SA)	1	F	530
Monash (SA)	1	M	530
Monbulla	1	F	62
Monbulla	1	M	57
Mongolata	1	F	3
Montacute	0	F	11
Montacute	0	M	7
Montacute	1	F	139
Montacute	1	M	133
Montarra	1	F	11
Montarra	1	M	9
Monteith	0	F	3
Monteith	0	M	3
Monteith	1	F	50
Monteith	1	M	66
Moockra	1	F	3
Moockra	1	M	8
Moody	1	F	10
Moody	1	M	12
Moonta	0	F	12
Moonta	0	M	11
Moonta	1	F	306
Moonta	1	M	280
Moonta Bay	0	F	102
Moonta Bay	0	M	100
Moonta Bay	1	F	1031
Moonta Bay	1	M	1040
Moonta Mines	0	F	7
Moonta Mines	0	M	4
Moonta Mines	1	F	101
Moonta Mines	1	M	92
Moorak	0	F	12
Moorak	0	M	501
Moorak	1	F	341
Moorak	1	M	373
Moorlands	0	F	3
Moorlands	1	F	21
Moorlands	1	M	21
Moorook	0	F	4
Moorook	0	M	4
Moorook	1	F	87
Moorook	1	M	90
Moorook South	0	F	3
Moorook South	0	M	12
Moorook South	1	F	73
Moorook South	1	M	79
Moppa	1	F	36
Moppa	1	M	47
Morchard	1	F	12
Morchard	1	M	12
Morgan	0	F	22
Morgan	0	M	26
Morgan	1	F	204
Morgan	1	M	227
Morn Hill	1	F	6
Morn Hill	1	M	7
Morphett Vale	0	F	594
Morphett Vale	0	M	539
Morphett Vale	1	F	11054
Morphett Vale	1	M	10598
Morphetts Flat	0	F	5
Morphetts Flat	0	M	8
Morphettville	0	F	266
Morphettville	0	M	167
Morphettville	1	F	1473
Morphettville	1	M	1288
Mortana	1	F	10
Mortana	1	M	11
Moseley	1	F	12
Moseley	1	M	10
Mosquito Hill	0	F	3
Mosquito Hill	0	M	7
Mosquito Hill	1	F	55
Mosquito Hill	1	M	62
Mount Barker (SA)	0	F	430
Mount Barker (SA)	0	M	324
Mount Barker (SA)	1	F	6739
Mount Barker (SA)	1	M	6089
Mount Barker Springs	0	F	3
Mount Barker Springs	0	M	7
Mount Barker Springs	1	F	77
Mount Barker Springs	1	M	73
Mount Barker Summit	1	F	49
Mount Barker Summit	1	M	51
Mount Benson	0	M	4
Mount Benson	1	F	53
Mount Benson	1	M	52
Mount Bryan	0	F	4
Mount Bryan	1	F	51
Mount Bryan	1	M	50
Mount Bryan East	1	M	3
Mount Burr	0	F	14
Mount Burr	0	M	14
Mount Burr	1	F	166
Mount Burr	1	M	151
Mount Charles	1	F	17
Mount Charles	1	M	26
Mount Clarence Station	1	M	8
Mount Compass	0	F	29
Mount Compass	0	M	22
Mount Compass	1	F	679
Mount Compass	1	M	673
Mount Cooper (SA)	1	F	6
Mount Cooper (SA)	1	M	6
Mount Crawford	0	F	9
Mount Crawford	0	M	5
Mount Crawford	1	F	62
Mount Crawford	1	M	56
Mount Damper	1	F	16
Mount Damper	1	M	17
Mount Drummond	1	F	7
Mount Drummond	1	M	9
Mount Dutton Bay	0	F	5
Mount Dutton Bay	0	M	3
Mount Dutton Bay	1	F	14
Mount Dutton Bay	1	M	20
Mount Eba	0	F	71
Mount Eba	0	M	432
Mount Eba	1	F	3
Mount Eba	1	M	8
Mount Gambier	0	F	929
Mount Gambier	0	M	940
Mount Gambier	1	F	11924
Mount Gambier	1	M	11238
Mount George (SA)	0	F	10
Mount George (SA)	0	M	3
Mount George (SA)	1	F	135
Mount George (SA)	1	M	108
Mount Hope (SA)	1	F	18
Mount Hope (SA)	1	M	25
Mount Jagged	0	F	6
Mount Jagged	0	M	6
Mount Jagged	1	F	76
Mount Jagged	1	M	74
Mount Light	1	F	71
Mount Light	1	M	82
Mount Magnificent	0	F	3
Mount Magnificent	0	M	3
Mount Magnificent	1	F	33
Mount Magnificent	1	M	25
Mount Mary	1	F	8
Mount Mary	1	M	18
Mount Mcintyre	0	F	3
Mount Mcintyre	0	M	3
Mount Mcintyre	1	F	32
Mount Mcintyre	1	M	32
Mount Mckenzie	0	M	3
Mount Mckenzie	1	F	31
Mount Mckenzie	1	M	30
Mount Observation (SA)	1	F	3
Mount Observation (SA)	1	M	4
Mount Osmond	0	F	3
Mount Osmond	0	M	11
Mount Osmond	1	F	169
Mount Osmond	1	M	194
Mount Pleasant (SA)	0	F	38
Mount Pleasant (SA)	0	M	26
Mount Pleasant (SA)	1	F	482
Mount Pleasant (SA)	1	M	448
Mount Schank	0	F	4
Mount Schank	1	F	105
Mount Schank	1	M	118
Mount Serle	1	F	13
Mount Serle	1	M	19
Mount Templeton	1	F	14
Mount Templeton	1	M	14
Mount Torrens	0	F	17
Mount Torrens	0	M	12
Mount Torrens	1	F	330
Mount Torrens	1	M	323
Mount Wedge	1	F	5
Mount Wedge	1	M	7
Mount Willoughby	0	F	3
Mount Willoughby	0	M	3
Mount Willoughby	1	F	7
Mount Willoughby	1	M	12
Moyhall	0	M	3
Moyhall	1	F	21
Moyhall	1	M	22
Mudamuckla	0	F	4
Mudamuckla	0	M	8
Mudamuckla	1	F	41
Mudamuckla	1	M	41
Mulgundawa	0	M	3
Mulgundawa	1	F	20
Mulgundawa	1	M	21
Mullaquana	0	F	7
Mullaquana	0	M	12
Mullaquana	1	F	105
Mullaquana	1	M	121
Mundic Creek	0	M	5
Mundic Creek	1	F	16
Mundic Creek	1	M	17
Mundoo Island	1	F	3
Mundoora	0	F	3
Mundoora	0	M	3
Mundoora	1	F	58
Mundoora	1	M	62
Mundulla	0	F	7
Mundulla	0	M	11
Mundulla	1	F	181
Mundulla	1	M	220
Mundulla West	1	F	44
Mundulla West	1	M	33
Mungeranie	0	F	28
Mungeranie	0	M	101
Mungeranie	1	F	16
Mungeranie	1	M	19
Munno Para	0	F	92
Munno Para	0	M	84
Munno Para	1	F	1810
Munno Para	1	M	1725
Munno Para Downs	0	F	4
Munno Para Downs	0	M	7
Munno Para Downs	1	F	94
Munno Para Downs	1	M	114
Munno Para West	0	F	142
Munno Para West	0	M	139
Munno Para West	1	F	2859
Munno Para West	1	M	2677
Murbko	1	F	38
Murbko	1	M	45
Murdinga	0	M	3
Murdinga	1	F	27
Murdinga	1	M	41
Murlong	1	F	13
Murlong	1	M	15
Murninnie Beach	0	M	8
Murninnie Beach	1	F	12
Murninnie Beach	1	M	14
Murputja	0	F	3
Murputja	0	M	4
Murputja	1	F	22
Murputja	1	M	25
Murrawong	0	M	3
Murrawong	1	F	6
Murrawong	1	M	11
Murray Bridge	0	F	474
Murray Bridge	0	M	778
Murray Bridge	1	F	6854
Murray Bridge	1	M	6392
Murray Bridge East	0	F	28
Murray Bridge East	0	M	27
Murray Bridge East	1	F	508
Murray Bridge East	1	M	517
Murray Bridge North	0	F	3
Murray Bridge North	0	M	7
Murray Bridge North	1	F	57
Murray Bridge North	1	M	63
Murray Bridge South	0	F	6
Murray Bridge South	0	M	8
Murray Bridge South	1	F	83
Murray Bridge South	1	M	103
Murray Town	0	F	3
Murray Town	0	M	3
Murray Town	1	F	32
Murray Town	1	M	31
Murtho	0	F	13
Murtho	0	M	21
Murtho	1	F	72
Murtho	1	M	87
Muston	0	M	6
Muston	1	F	11
Muston	1	M	12
Mylor	0	F	55
Mylor	0	M	31
Mylor	1	F	506
Mylor	1	M	498
Mypolonga	0	F	15
Mypolonga	0	M	20
Mypolonga	1	F	206
Mypolonga	1	M	240
Myponga	0	F	10
Myponga	0	M	19
Myponga	1	F	335
Myponga	1	M	347
Myponga Beach	1	F	16
Myponga Beach	1	M	15
Myrtle Bank (SA)	0	F	240
Myrtle Bank (SA)	0	M	148
Myrtle Bank (SA)	1	F	1326
Myrtle Bank (SA)	1	M	1113
Nackara	1	M	3
Nailsworth	0	F	19
Nailsworth	0	M	22
Nailsworth	1	F	1020
Nailsworth	1	M	1008
Nain	1	F	10
Nain	1	M	17
Nairne	0	F	81
Nairne	0	M	81
Nairne	1	F	2422
Nairne	1	M	2336
Nalyappa	1	F	10
Nalyappa	1	M	7
Nangkita	0	F	8
Nangkita	0	M	13
Nangkita	1	F	95
Nangkita	1	M	82
Nangwarry	0	F	12
Nangwarry	0	M	17
Nangwarry	1	F	219
Nangwarry	1	M	261
Nantawarra	1	F	35
Nantawarra	1	M	31
Napperby	0	F	10
Napperby	0	M	19
Napperby	1	F	299
Napperby	1	M	321
