SSC_NAME16	PrivateDwelling	Sex	persons
Kurraba Point	0	F	57
Kurraba Point	0	M	48
Kurraba Point	1	F	719
Kurraba Point	1	M	649
Kurrajong	0	F	89
Kurrajong	0	M	83
Kurrajong	1	F	1418
Kurrajong	1	M	1396
Kurrajong Heights	0	F	51
Kurrajong Heights	0	M	48
Kurrajong Heights	1	F	619
Kurrajong Heights	1	M	602
Kurrajong Hills	0	F	25
Kurrajong Hills	0	M	13
Kurrajong Hills	1	F	320
Kurrajong Hills	1	M	290
Kurri Kurri	0	F	265
Kurri Kurri	0	M	202
Kurri Kurri	1	F	2827
Kurri Kurri	1	M	2750
Kyalite	0	F	4
Kyalite	0	M	5
Kyalite	1	F	35
Kyalite	1	M	47
Kyarran	1	F	12
Kyarran	1	M	11
Kybeyan	0	F	3
Kybeyan	0	M	6
Kybeyan	1	F	9
Kybeyan	1	M	16
Kyeamba	1	F	29
Kyeamba	1	M	28
Kyeemagh	0	F	28
Kyeemagh	0	M	41
Kyeemagh	1	F	445
Kyeemagh	1	M	402
Kyle Bay	0	F	8
Kyle Bay	0	M	18
Kyle Bay	1	F	492
Kyle Bay	1	M	486
Kynnumboon	1	F	58
Kynnumboon	1	M	62
Kyogle	0	F	137
Kyogle	0	M	127
Kyogle	1	F	999
Kyogle	1	M	892
La Perouse	0	F	8
La Perouse	0	M	14
La Perouse	1	F	194
La Perouse	1	M	186
Lacmalac	0	F	6
Lacmalac	0	M	7
Lacmalac	1	F	65
Lacmalac	1	M	73
Lade Vale	0	F	3
Lade Vale	1	F	54
Lade Vale	1	M	68
Ladysmith	0	F	11
Ladysmith	0	M	10
Ladysmith	1	F	162
Ladysmith	1	M	162
Laffing Waters	0	F	3
Laffing Waters	1	F	54
Laffing Waters	1	M	49
Laggan	0	F	14
Laggan	0	M	17
Laggan	1	F	158
Laggan	1	M	176
Lagoon Grass	1	F	27
Lagoon Grass	1	M	34
Laguna	0	F	17
Laguna	0	M	23
Laguna	1	F	82
Laguna	1	M	79
Lake Albert (NSW)	0	F	65
Lake Albert (NSW)	0	M	72
Lake Albert (NSW)	1	F	2981
Lake Albert (NSW)	1	M	2792
Lake Bathurst	0	F	18
Lake Bathurst	0	M	53
Lake Bathurst	1	F	86
Lake Bathurst	1	M	86
Lake Brewster	1	F	3
Lake Brewster	1	M	8
Lake Burrendong	0	M	4
Lake Burrendong	1	F	3
Lake Cargelligo	0	F	114
Lake Cargelligo	0	M	91
Lake Cargelligo	1	F	624
Lake Cargelligo	1	M	619
Lake Cathie	0	F	46
Lake Cathie	0	M	42
Lake Cathie	1	F	1687
Lake Cathie	1	M	1566
Lake Conjola	0	F	27
Lake Conjola	0	M	25
Lake Conjola	1	F	193
Lake Conjola	1	M	204
Lake Cowal	1	F	19
Lake Cowal	1	M	23
Lake George	0	F	12
Lake George	0	M	8
Lake George	1	F	45
Lake George	1	M	43
Lake Haven	0	F	126
Lake Haven	0	M	83
Lake Haven	1	F	1787
Lake Haven	1	M	1513
Lake Heights	0	F	67
Lake Heights	0	M	73
Lake Heights	1	F	1834
Lake Heights	1	M	1800
Lake Hume Village	0	F	5
Lake Hume Village	0	M	40
Lake Hume Village	1	F	22
Lake Hume Village	1	M	32
Lake Illawarra	0	F	62
Lake Illawarra	0	M	72
Lake Illawarra	1	F	1552
Lake Illawarra	1	M	1435
Lake Innes	0	F	13
Lake Innes	0	M	8
Lake Innes	1	F	203
Lake Innes	1	M	203
Lake Munmorah	0	F	103
Lake Munmorah	0	M	110
Lake Munmorah	1	F	2520
Lake Munmorah	1	M	2390
Lake Tabourie	0	F	11
Lake Tabourie	0	M	20
Lake Tabourie	1	F	307
Lake Tabourie	1	M	312
Lake Wyangan	0	F	20
Lake Wyangan	0	M	25
Lake Wyangan	1	F	411
Lake Wyangan	1	M	429
Lakelands (NSW)	0	F	12
Lakelands (NSW)	0	M	8
Lakelands (NSW)	1	F	705
Lakelands (NSW)	1	M	654
Lakemba	0	F	533
Lakemba	0	M	539
Lakemba	1	F	7217
Lakemba	1	M	8633
Lakesland	0	F	6
Lakesland	0	M	9
Lakesland	1	F	203
Lakesland	1	M	197
Lakewood	0	F	10
Lakewood	0	M	11
Lakewood	1	F	567
Lakewood	1	M	549
Lalalty	0	F	4
Lalalty	0	M	6
Lalalty	1	F	40
Lalalty	1	M	40
Lalor Park	0	F	186
Lalor Park	0	M	205
Lalor Park	1	F	3649
Lalor Park	1	M	3593
Lambs Valley (Glen Innes Severn - NSW)	0	F	3
Lambs Valley (Glen Innes Severn - NSW)	0	M	3
Lambs Valley (Glen Innes Severn - NSW)	1	F	33
Lambs Valley (Glen Innes Severn - NSW)	1	M	41
Lambs Valley (Singleton - NSW)	0	F	16
Lambs Valley (Singleton - NSW)	0	M	16
Lambs Valley (Singleton - NSW)	1	F	175
Lambs Valley (Singleton - NSW)	1	M	161
Lambton	0	F	45
Lambton	0	M	45
Lambton	1	F	2473
Lambton	1	M	2258
Landervale	1	F	9
Landervale	1	M	13
Lane Cove	0	F	344
Lane Cove	0	M	253
Lane Cove	1	F	5248
Lane Cove	1	M	4806
Lane Cove North	0	F	389
Lane Cove North	0	M	329
Lane Cove North	1	F	5485
Lane Cove North	1	M	5141
Lane Cove West	0	F	43
Lane Cove West	0	M	36
Lane Cove West	1	F	1291
Lane Cove West	1	M	1244
Langley Vale	0	M	3
Langley Vale	1	F	25
Langley Vale	1	M	21
Lanitza	0	F	13
Lanitza	0	M	17
Lanitza	1	F	137
Lanitza	1	M	148
Lankeys Creek	1	F	21
Lankeys Creek	1	M	22
Lansdowne (Canterbury-Bankstown - NSW)	1	F	7
Lansdowne (Canterbury-Bankstown - NSW)	1	M	9
Lansdowne (Mid-Coast - NSW)	0	F	10
Lansdowne (Mid-Coast - NSW)	0	M	11
Lansdowne (Mid-Coast - NSW)	1	F	273
Lansdowne (Mid-Coast - NSW)	1	M	271
Lansdowne Forest	1	F	3
Lansdowne Forest	1	M	3
Lansvale	0	F	64
Lansvale	0	M	61
Lansvale	1	F	1140
Lansvale	1	M	1277
Lapstone	0	F	23
Lapstone	0	M	27
Lapstone	1	F	437
Lapstone	1	M	437
Larbert	0	F	7
Larbert	0	M	8
Larbert	1	F	7
Larbert	1	M	17
Largs	0	F	70
Largs	0	M	44
Largs	1	F	908
Largs	1	M	877
Larnook	0	F	26
Larnook	0	M	25
Larnook	1	F	157
Larnook	1	M	158
Larras Lee	0	F	3
Larras Lee	0	M	3
Larras Lee	1	F	26
Larras Lee	1	M	32
Laughtondale	0	F	5
Laughtondale	1	F	29
Laughtondale	1	M	44
Laurel Hill	1	F	10
Laurel Hill	1	M	6
Laurieton	0	F	80
Laurieton	0	M	70
Laurieton	1	F	968
Laurieton	1	M	840
Lavadia	1	F	11
Lavadia	1	M	18
Lavender Bay	0	F	49
Lavender Bay	0	M	44
Lavender Bay	1	F	427
Lavender Bay	1	M	398
Laverstock	1	F	12
Laverstock	1	M	17
Lavington	0	F	501
Lavington	0	M	530
Lavington	1	F	5858
Lavington	1	M	5450
Lawrence (NSW)	0	F	38
Lawrence (NSW)	0	M	38
Lawrence (NSW)	1	F	463
Lawrence (NSW)	1	M	479
Lawson (NSW)	0	F	71
Lawson (NSW)	0	M	57
Lawson (NSW)	1	F	1267
Lawson (NSW)	1	M	1138
Leadville	0	F	23
Leadville	0	M	29
Leadville	1	F	56
Leadville	1	M	61
Leconfield	0	F	3
Leconfield	1	F	67
Leconfield	1	M	69
Lee Creek	1	F	3
Leeton	0	F	488
Leeton	0	M	504
Leeton	1	F	3886
Leeton	1	M	3754
Leets Vale	0	F	5
Leets Vale	0	M	17
Leets Vale	1	F	21
Leets Vale	1	M	26
Leeville	0	F	10
Leeville	0	M	9
Leeville	1	F	110
Leeville	1	M	111
Legume	0	F	10
Legume	0	M	5
Legume	1	F	72
Legume	1	M	74
Leichhardt (NSW)	0	F	646
Leichhardt (NSW)	0	M	578
Leichhardt (NSW)	1	F	6845
Leichhardt (NSW)	1	M	6310
Lemon Tree	0	F	3
Lemon Tree	0	M	3
Lemon Tree	1	F	24
Lemon Tree	1	M	26
Lemon Tree Passage	0	F	94
Lemon Tree Passage	0	M	94
Lemon Tree Passage	1	F	1161
Lemon Tree Passage	1	M	1203
Lenaghan	0	M	4
Lenaghan	1	F	29
Lenaghan	1	M	24
Lennox Head	0	F	205
Lennox Head	0	M	205
Lennox Head	1	F	3116
Lennox Head	1	M	2795
Leonay	0	F	47
Leonay	0	M	52
Leonay	1	F	1206
Leonay	1	M	1166
Leppington	0	F	104
Leppington	0	M	128
Leppington	1	F	1563
Leppington	1	M	1633
Lerida	1	F	14
Lerida	1	M	13
Lethbridge Park	0	F	196
Lethbridge Park	0	M	203
Lethbridge Park	1	F	2259
Lethbridge Park	1	M	2098
Leumeah	0	F	190
Leumeah	0	M	211
Leumeah	1	F	4750
Leumeah	1	M	4618
Leura	0	F	525
Leura	0	M	501
Leura	1	F	1994
Leura	1	M	1785
Levenstrath	0	F	3
Levenstrath	0	M	6
Levenstrath	1	F	22
Levenstrath	1	M	15
Lewinsbrook	1	F	17
Lewinsbrook	1	M	19
Lewis Ponds	0	F	15
Lewis Ponds	0	M	7
Lewis Ponds	1	F	72
Lewis Ponds	1	M	61
Lewisham (NSW)	0	F	198
Lewisham (NSW)	0	M	167
Lewisham (NSW)	1	F	1411
Lewisham (NSW)	1	M	1340
Leycester	1	F	81
Leycester	1	M	73
Liberty Grove	0	F	79
Liberty Grove	0	M	67
Liberty Grove	1	F	1058
Liberty Grove	1	M	1041
Lidcombe	0	F	677
Lidcombe	0	M	705
Lidcombe	1	F	8911
Lidcombe	1	M	9495
Lidsdale	0	F	32
Lidsdale	0	M	36
Lidsdale	1	F	164
Lidsdale	1	M	180
Lidster	0	F	10
Lidster	0	M	9
Lidster	1	F	132
Lidster	1	M	141
Lightning Ridge	0	F	326
Lightning Ridge	0	M	352
Lightning Ridge	1	F	901
Lightning Ridge	1	M	1066
Lilli Pilli (Eurobodalla - NSW)	0	F	26
Lilli Pilli (Eurobodalla - NSW)	0	M	21
Lilli Pilli (Eurobodalla - NSW)	1	F	295
Lilli Pilli (Eurobodalla - NSW)	1	M	260
Lilli Pilli (Sutherland Shire - NSW)	0	F	10
Lilli Pilli (Sutherland Shire - NSW)	0	M	14
Lilli Pilli (Sutherland Shire - NSW)	1	F	679
Lilli Pilli (Sutherland Shire - NSW)	1	M	668
Lillian Rock	0	F	15
Lillian Rock	0	M	23
Lillian Rock	1	F	84
Lillian Rock	1	M	82
Lilydale (NSW)	0	F	7
Lilydale (NSW)	0	M	3
Lilydale (NSW)	1	F	12
Lilydale (NSW)	1	M	7
Lilyfield	0	F	351
Lilyfield	0	M	331
Lilyfield	1	F	3629
Lilyfield	1	M	3290
Lilyvale (NSW)	1	M	3
Limbri	0	F	3
Limbri	0	M	6
Limbri	1	F	46
Limbri	1	M	48
Limeburners Creek (Mid-Coast - NSW)	0	F	12
Limeburners Creek (Mid-Coast - NSW)	0	M	16
Limeburners Creek (Mid-Coast - NSW)	1	F	148
Limeburners Creek (Mid-Coast - NSW)	1	M	151
Limeburners Creek (Port Macquarie-Hastings - NSW)	1	F	3
Limeburners Creek (Port Macquarie-Hastings - NSW)	1	M	7
Limekilns	0	F	9
Limekilns	0	M	4
Limekilns	1	F	54
Limekilns	1	M	55
Limerick	1	F	23
Limerick	1	M	17
Limestone (NSW)	0	F	5
Limpinwood	0	F	12
Limpinwood	0	M	4
Limpinwood	1	F	95
Limpinwood	1	M	107
Linburn	1	F	26
Linburn	1	M	38
Linden (NSW)	0	F	17
Linden (NSW)	0	M	15
Linden (NSW)	1	F	225
Linden (NSW)	1	M	236
Lindendale	0	F	4
Lindendale	0	M	6
Lindendale	1	F	110
Lindendale	1	M	116
Lindesay	1	F	6
Lindesay	1	M	10
Lindesay Creek	1	F	13
Lindesay Creek	1	M	11
Lindfield	0	F	196
Lindfield	0	M	164
Lindfield	1	F	4785
Lindfield	1	M	4468
Lindifferon	1	F	18
Lindifferon	1	M	31
Linley Point	0	F	3
Linley Point	0	M	4
Linley Point	1	F	165
Linley Point	1	M	173
Lionsville	1	M	3
Lisarow	0	F	130
Lisarow	0	M	88
Lisarow	1	F	2442
Lisarow	1	M	2376
Lismore (NSW)	0	F	450
Lismore (NSW)	0	M	474
Lismore (NSW)	1	F	1538
Lismore (NSW)	1	M	1465
Lismore Heights	0	F	46
Lismore Heights	0	M	49
Lismore Heights	1	F	1054
Lismore Heights	1	M	957
Liston	0	F	10
Liston	0	M	11
Liston	1	F	60
Liston	1	M	62
Lithgow	0	F	208
Lithgow	0	M	213
Lithgow	1	F	2460
Lithgow	1	M	2247
Little Back Creek	1	F	14
Little Back Creek	1	M	21
Little Bay	0	F	330
Little Bay	0	M	229
Little Bay	1	F	1950
Little Bay	1	M	1898
Little Billabong	1	F	57
Little Billabong	1	M	48
Little Forest	0	F	9
Little Forest	0	M	5
Little Forest	1	F	71
Little Forest	1	M	78
Little Hartley	0	F	15
Little Hartley	0	M	14
Little Hartley	1	F	232
Little Hartley	1	M	225
Little Jacks Creek	1	F	11
Little Jacks Creek	1	M	16
Little Jilliby	0	F	22
Little Jilliby	0	M	23
Little Jilliby	1	F	39
Little Jilliby	1	M	32
Little Pelican	1	M	3
Little Plain	1	F	69
Little Plain	1	M	69
Little River (NSW)	0	F	3
Little River (NSW)	1	F	19
Little River (NSW)	1	M	18
Little Topar	0	M	4
Little Topar	1	F	9
Little Topar	1	M	22
Little Wobby	0	F	10
Little Wobby	0	M	12
Little Wobby	1	F	13
Little Wobby	1	M	25
Littleton	0	F	13
Littleton	0	M	10
Littleton	1	F	369
Littleton	1	M	370
Liverpool	0	F	2064
Liverpool	0	M	2035
Liverpool	1	F	11811
Liverpool	1	M	11636
Llanarth (NSW)	0	F	67
Llanarth (NSW)	0	M	60
Llanarth (NSW)	1	F	1027
Llanarth (NSW)	1	M	961
Llandilo	0	F	47
Llandilo	0	M	66
Llandilo	1	F	745
Llandilo	1	M	744
Llangothlin	0	M	3
Llangothlin	1	F	54
Llangothlin	1	M	57
Lloyd	0	F	14
Lloyd	0	M	9
Lloyd	1	F	412
Lloyd	1	M	385
Loadstone	0	F	3
Loadstone	1	F	17
Loadstone	1	M	18
Lochiel (NSW)	0	F	3
Lochiel (NSW)	0	M	8
Lochiel (NSW)	1	F	156
Lochiel (NSW)	1	M	170
Lochinvar	0	F	26
Lochinvar	0	M	15
Lochinvar	1	F	368
Lochinvar	1	M	360
Lockhart	0	F	60
Lockhart	0	M	41
Lockhart	1	F	466
Lockhart	1	M	460
Locksley (NSW)	0	F	6
Locksley (NSW)	0	M	9
Locksley (NSW)	1	F	12
Locksley (NSW)	1	M	23
Loftus	0	F	49
Loftus	0	M	44
Loftus	1	F	2050
Loftus	1	M	1954
Loftville	0	F	8
Loftville	0	M	26
Loftville	1	F	75
Loftville	1	M	129
Logans Crossing	1	F	70
Logans Crossing	1	M	59
Logie Brae	0	F	4
Logie Brae	0	M	7
Logie Brae	1	F	22
Logie Brae	1	M	36
Londonderry (NSW)	0	F	129
Londonderry (NSW)	0	M	142
Londonderry (NSW)	1	F	1734
Londonderry (NSW)	1	M	1843
Long Beach	0	F	30
Long Beach	0	M	29
Long Beach	1	F	667
Long Beach	1	M	635
Long Flat (NSW)	0	F	9
Long Flat (NSW)	0	M	13
Long Flat (NSW)	1	F	48
Long Flat (NSW)	1	M	66
Long Jetty	0	F	207
Long Jetty	0	M	196
Long Jetty	1	F	3118
Long Jetty	1	M	2873
Long Plain (Inverell - NSW)	1	F	14
Long Plain (Inverell - NSW)	1	M	15
Long Point (Campbelltown - NSW)	0	F	3
Long Point (Campbelltown - NSW)	0	M	6
Long Point (Campbelltown - NSW)	1	F	90
Long Point (Campbelltown - NSW)	1	M	103
Long Point (Singleton - NSW)	1	F	8
Long Point (Singleton - NSW)	1	M	14
Longarm	0	M	3
Longarm	1	F	5
Longarm	1	M	4
Longreach (NSW)	0	F	3
Longreach (NSW)	1	F	38
Longreach (NSW)	1	M	26
Longueville	0	F	42
Longueville	0	M	25
Longueville	1	F	1008
Longueville	1	M	983
Loomberah	0	F	7
Loomberah	0	M	10
Loomberah	1	F	235
Loomberah	1	M	251
Lord Howe Island	0	F	91
Lord Howe Island	0	M	87
Lord Howe Island	1	F	131
Lord Howe Island	1	M	151
Lords Hill	1	F	15
Lords Hill	1	M	9
Lorn	0	F	26
Lorn	0	M	21
Lorn	1	F	653
Lorn	1	M	605
Lorne (NSW)	0	F	9
Lorne (NSW)	0	M	10
Lorne (NSW)	1	F	121
Lorne (NSW)	1	M	131
Lost River	0	F	4
Lost River	0	M	4
Lost River	1	F	32
Lost River	1	M	29
Lostock	0	F	4
Lostock	0	M	4
Lostock	1	F	26
Lostock	1	M	25
Louisa Creek	0	F	3
Louisa Creek	1	M	3
Louth	0	F	8
Louth	0	M	11
Louth	1	F	18
Louth	1	M	25
Louth Park	0	F	8
Louth Park	0	M	7
Louth Park	1	F	301
Louth Park	1	M	331
Lovedale	0	F	97
Lovedale	0	M	103
Lovedale	1	F	217
Lovedale	1	M	215
Lovett Bay	0	F	28
Lovett Bay	0	M	32
Lovett Bay	1	F	37
Lovett Bay	1	M	48
Lowanna	0	F	26
Lowanna	0	M	32
Lowanna	1	F	146
Lowanna	1	M	156
Lower Acacia Creek	0	F	9
Lower Acacia Creek	0	M	8
Lower Acacia Creek	1	F	13
Lower Acacia Creek	1	M	19
Lower Belford	0	F	4
Lower Belford	0	M	5
Lower Belford	1	F	174
Lower Belford	1	M	187
Lower Boro	0	F	5
Lower Boro	0	M	10
Lower Boro	1	F	69
Lower Boro	1	M	84
Lower Bottle Creek	0	M	4
Lower Bottle Creek	1	F	5
Lower Bottle Creek	1	M	13
Lower Creek	0	F	3
Lower Creek	1	F	12
Lower Creek	1	M	8
Lower Duck Creek	1	F	13
Lower Duck Creek	1	M	12
Lower Dyraaba	1	F	12
Lower Dyraaba	1	M	13
Lower Lewis Ponds	0	M	3
Lower Lewis Ponds	1	F	16
Lower Lewis Ponds	1	M	23
Lower Macdonald	0	F	6
Lower Macdonald	0	M	5
Lower Macdonald	1	F	123
Lower Macdonald	1	M	119
Lower Mangrove	0	F	6
Lower Mangrove	0	M	8
Lower Mangrove	1	F	22
Lower Mangrove	1	M	30
Lower Pappinbarra	0	F	11
Lower Pappinbarra	0	M	3
Lower Pappinbarra	1	F	46
Lower Pappinbarra	1	M	49
Lower Peacock	1	F	4
Lower Portland	0	F	34
Lower Portland	0	M	31
Lower Portland	1	F	250
Lower Portland	1	M	254
Lower Southgate	0	M	4
Lower Southgate	1	F	57
Lower Southgate	1	M	56
Lowesdale	0	F	7
Lowesdale	0	M	11
Lowesdale	1	F	36
Lowesdale	1	M	44
Lowther	0	F	6
Lowther	0	M	6
Lowther	1	F	32
Lowther	1	M	27
Loxford	0	F	13
Loxford	0	M	9
Loxford	1	F	31
Loxford	1	M	22
Lucas Heights	0	F	3
Lucas Heights	0	M	3
Lucknow (NSW)	0	F	5
Lucknow (NSW)	0	M	9
Lucknow (NSW)	1	F	123
Lucknow (NSW)	1	M	149
Luddenham	0	F	51
Luddenham	0	M	44
Luddenham	1	F	851
Luddenham	1	M	829
Lue	0	F	10
Lue	0	M	11
Lue	1	F	80
Lue	1	M	89
Lugarno	0	F	48
Lugarno	0	M	48
Lugarno	1	F	2765
Lugarno	1	M	2669
Lurnea	0	F	319
Lurnea	0	M	272
Lurnea	1	F	4427
Lurnea	1	M	4256
Luskintyre	0	F	4
Luskintyre	0	M	10
Luskintyre	1	F	84
Luskintyre	1	M	86
Lynchs Creek	1	F	42
Lynchs Creek	1	M	51
Lyndhurst (Armidale Regional - NSW)	1	F	8
Lyndhurst (Armidale Regional - NSW)	1	M	13
Lyndhurst (Blayney - NSW)	0	F	5
Lyndhurst (Blayney - NSW)	0	M	3
Lyndhurst (Blayney - NSW)	1	F	166
Lyndhurst (Blayney - NSW)	1	M	162
Lynwood (NSW)	0	F	6
Lynwood (NSW)	0	M	8
Lynwood (NSW)	1	F	103
Lynwood (NSW)	1	M	106
Mabins Well	1	F	9
Mabins Well	1	M	3
Macdonalds Creek	1	F	4
Macdonalds Creek	1	M	6
Macksville	0	F	166
Macksville	0	M	161
Macksville	1	F	1206
Macksville	1	M	1081
Maclean	0	F	233
Maclean	0	M	205
Maclean	1	F	1184
Maclean	1	M	1080
Macmasters Beach	0	F	22
Macmasters Beach	0	M	19
Macmasters Beach	1	F	613
Macmasters Beach	1	M	595
Macquarie Fields	0	F	393
Macquarie Fields	0	M	365
Macquarie Fields	1	F	6677
Macquarie Fields	1	M	6253
Macquarie Hills	0	F	28
Macquarie Hills	0	M	27
Macquarie Hills	1	F	1610
Macquarie Hills	1	M	1564
Macquarie Links	0	F	30
Macquarie Links	0	M	22
Macquarie Links	1	F	649
Macquarie Links	1	M	660
Macquarie Park	0	F	1299
Macquarie Park	0	M	1423
Macquarie Park	1	F	3307
Macquarie Park	1	M	3036
Maddens Plains	1	M	4
Maffra (NSW)	0	M	3
Maffra (NSW)	1	F	12
Maffra (NSW)	1	M	8
Magenta (NSW)	0	F	35
Magenta (NSW)	0	M	27
Magenta (NSW)	1	F	102
Magenta (NSW)	1	M	92
Magometon	0	M	3
Magometon	1	F	10
Magometon	1	M	7
Maianbar	0	F	5
Maianbar	0	M	3
Maianbar	1	F	248
Maianbar	1	M	240
Maimuru	0	F	3
Maimuru	0	M	4
Maimuru	1	F	68
Maimuru	1	M	64
Main Arm	0	F	52
Main Arm	0	M	51
Main Arm	1	F	236
Main Arm	1	M	252
Main Creek	0	F	5
Main Creek	0	M	9
Main Creek	1	F	43
Main Creek	1	M	32
Mairjimmy	0	F	4
Mairjimmy	0	M	9
Mairjimmy	1	F	18
Mairjimmy	1	M	29
Maison Dieu	0	F	9
Maison Dieu	0	M	15
Maison Dieu	1	F	78
Maison Dieu	1	M	75
Maitland (NSW)	0	F	225
Maitland (NSW)	0	M	243
Maitland (NSW)	1	F	829
Maitland (NSW)	1	M	755
Maitland Bar	0	F	4
Maitland Bar	1	F	3
Maitland Bar	1	M	12
Maitland Vale	0	F	3
Maitland Vale	0	M	6
Maitland Vale	1	F	51
Maitland Vale	1	M	70
Majors Creek (NSW)	0	F	8
Majors Creek (NSW)	0	M	10
Majors Creek (NSW)	1	F	109
Majors Creek (NSW)	1	M	111
Malabar	0	F	181
Malabar	0	M	1799
Malabar	1	F	1720
Malabar	1	M	1700
Maldon (NSW)	1	F	10
Maldon (NSW)	1	M	5
Mallabula	0	F	23
Mallabula	0	M	36
Mallabula	1	F	414
Mallabula	1	M	439
Mallan	1	F	28
Mallan	1	M	22
Mallanganee	0	F	3
Mallanganee	0	M	3
Mallanganee	1	F	60
Mallanganee	1	M	81
Mallee	1	F	4
Mallee	1	M	3
Mallowa	0	F	17
Mallowa	0	M	16
Mallowa	1	F	32
Mallowa	1	M	41
Maloneys Beach	0	F	4
Maloneys Beach	0	M	10
Maloneys Beach	1	F	179
Maloneys Beach	1	M	165
Malua Bay	0	F	61
Malua Bay	0	M	79
Malua Bay	1	F	849
Malua Bay	1	M	853
Manar	0	F	5
Manar	0	M	9
Manar	1	F	53
Manar	1	M	50
Manchester Square	1	F	6
Manchester Square	1	M	13
Mandagery	1	F	31
Mandagery	1	M	36
Mandalong	0	F	14
Mandalong	0	M	8
Mandalong	1	F	198
Mandalong	1	M	200
Mandemar	0	F	4
Mandemar	0	M	3
Mandemar	1	F	35
Mandemar	1	M	28
Mandurama	0	F	15
Mandurama	0	M	14
Mandurama	1	F	155
Mandurama	1	M	162
Mangerton	0	F	54
Mangerton	0	M	80
Mangerton	1	F	1290
Mangerton	1	M	1337
Mangoola	1	F	27
Mangoola	1	M	24
Mangoplah	0	F	26
Mangoplah	0	M	22
Mangoplah	1	F	113
Mangoplah	1	M	122
Mangrove Creek	0	F	41
Mangrove Creek	0	M	9
Mangrove Creek	1	F	14
Mangrove Creek	1	M	15
Mangrove Mountain	0	F	24
Mangrove Mountain	0	M	16
Mangrove Mountain	1	F	319
Mangrove Mountain	1	M	342
Manildra	0	F	40
Manildra	0	M	36
Manildra	1	F	335
Manildra	1	M	339
Manilla	0	F	139
Manilla	0	M	127
Manilla	1	F	1152
Manilla	1	M	1101
Manly (NSW)	0	F	1092
Manly (NSW)	0	M	1096
Manly (NSW)	1	F	7060
Manly (NSW)	1	M	6927
Manly Vale	0	F	234
Manly Vale	0	M	179
Manly Vale	1	F	2861
Manly Vale	1	M	2789
Mannering Park	0	F	31
Mannering Park	0	M	29
Mannering Park	1	F	1215
Mannering Park	1	M	1154
Manning Point	0	F	18
Manning Point	0	M	19
Manning Point	1	F	97
Manning Point	1	M	111
Mannus	0	F	4
Mannus	0	M	158
Mannus	1	F	32
Mannus	1	M	33
Manobalai	1	F	32
Manobalai	1	M	37
Manton (NSW)	0	F	12
Manton (NSW)	0	M	3
Manton (NSW)	1	F	138
Manton (NSW)	1	M	133
Manyana	0	F	21
Manyana	0	M	29
Manyana	1	F	222
Manyana	1	M	235
Maragle	0	M	3
Maragle	1	F	23
Maragle	1	M	24
Maraylya	0	F	26
Maraylya	0	M	26
Maraylya	1	F	583
Maraylya	1	M	583
Marayong	0	F	173
Marayong	0	M	133
Marayong	1	F	3719
Marayong	1	M	3651
March	0	F	4
March	1	F	58
March	1	M	54
Marchmont	1	F	117
Marchmont	1	M	100
Mardi	0	F	108
Mardi	0	M	123
Mardi	1	F	1782
Mardi	1	M	1637
Marengo (NSW)	1	F	5
Marengo (NSW)	1	M	9
Marinna	0	F	3
Marinna	0	M	7
Marinna	1	F	15
Marinna	1	M	17
Marks Point	0	F	32
Marks Point	0	M	34
Marks Point	1	F	896
Marks Point	1	M	822
Markwell	0	M	4
Markwell	1	F	50
Markwell	1	M	50
Marlee	0	F	14
Marlee	0	M	20
Marlee	1	F	84
Marlee	1	M	90
Marlo Merrican	0	F	4
Marlo Merrican	0	M	5
Marlo Merrican	1	F	23
Marlo Merrican	1	M	28
Marlow	0	F	3
Marlow	1	F	7
Marlow	1	M	10
Marlowe	1	M	3
Marmong Point	0	F	4
Marmong Point	1	F	358
Marmong Point	1	M	372
Marom Creek	1	F	61
Marom Creek	1	M	62
Maroota	0	F	26
Maroota	0	M	35
Maroota	1	F	279
Maroota	1	M	284
Maroubra	0	F	922
Maroubra	0	M	882
Maroubra	1	F	14708
Maroubra	1	M	13714
Marrangaroo	0	F	30
Marrangaroo	0	M	446
Marrangaroo	1	F	207
Marrangaroo	1	M	236
Marrar	0	F	6
Marrar	0	M	11
Marrar	1	F	164
Marrar	1	M	184
Marrickville	0	F	1082
Marrickville	0	M	1219
Marrickville	1	F	12216
Marrickville	1	M	11628
Marsden Park	0	F	39
Marsden Park	0	M	61
Marsden Park	1	F	421
Marsden Park	1	M	470
Marsfield	0	F	516
Marsfield	0	M	376
Marsfield	1	F	6391
Marsfield	1	M	5938
Marshall Mount	0	F	3
Marshall Mount	0	M	8
Marshall Mount	1	F	74
Marshall Mount	1	M	61
Marshdale	0	M	3
Marshdale	1	F	16
Marshdale	1	M	19
Marthaguy	1	F	27
Marthaguy	1	M	30
Martindale	0	F	7
Martindale	0	M	9
Martindale	1	F	67
Martindale	1	M	74
Martins Creek	0	F	22
Martins Creek	0	M	17
Martins Creek	1	F	181
Martins Creek	1	M	158
Martinsville	0	F	19
Martinsville	0	M	20
Martinsville	1	F	153
Martinsville	1	M	157
Marulan	0	F	19
Marulan	0	M	27
Marulan	1	F	541
Marulan	1	M	573
Maryland (Newcastle - NSW)	0	F	70
Maryland (Newcastle - NSW)	0	M	62
Maryland (Newcastle - NSW)	1	F	3752
Maryland (Newcastle - NSW)	1	M	3617
Maryland (Tenterfield - NSW)	1	F	29
