SSC_NAME16	AgeStudent	students
Duingal	5-14	8
Duingal	15-19	5
Dulacca	0-4	3
Dulacca	5-14	32
Dulacca	15-19	3
Dulacca	25+	6
Dulong	0-4	3
Dulong	5-14	63
Dulong	15-19	24
Dulong	20-24	3
Dulong	25+	20
Dululu	5-14	7
Dululu	15-19	3
Dumbleton	5-14	28
Dumbleton	15-19	12
Dumbleton	20-24	5
Dumbleton	25+	3
Dumgree	5-14	6
Dumgree	25+	3
Dundas (Qld)	5-14	10
Dundas (Qld)	15-19	5
Dundathu	0-4	3
Dundathu	5-14	42
Dundathu	15-19	11
Dundathu	20-24	3
Dundathu	25+	3
Dundowran	0-4	9
Dundowran	5-14	125
Dundowran	15-19	36
Dundowran	20-24	5
Dundowran	25+	27
Dundowran Beach	0-4	20
Dundowran Beach	5-14	246
Dundowran Beach	15-19	80
Dundowran Beach	20-24	10
Dundowran Beach	25+	47
Dunkeld (Qld)	5-14	3
Dunmora	5-14	30
Dunmora	15-19	11
Dunmora	25+	6
Dunmore (Qld)	5-14	7
Dunnrock	5-14	4
Dunrobin (Qld)	5-14	3
Dunwich	0-4	4
Dunwich	5-14	126
Dunwich	15-19	24
Dunwich	25+	15
Durack (Qld)	0-4	50
Durack (Qld)	5-14	821
Durack (Qld)	15-19	325
Durack (Qld)	20-24	207
Durack (Qld)	25+	330
Durah	5-14	3
Durham Downs	5-14	5
Durong	5-14	28
Durong	15-19	8
Dutton Park	0-4	14
Dutton Park	5-14	198
Dutton Park	15-19	116
Dutton Park	20-24	152
Dutton Park	25+	201
Dutton River	5-14	4
Dykehead	5-14	3
Dynevor	5-14	4
Dysart (Qld)	0-4	35
Dysart (Qld)	5-14	412
Dysart (Qld)	15-19	79
Dysart (Qld)	20-24	16
Dysart (Qld)	25+	63
Eagleby	0-4	180
Eagleby	5-14	1588
Eagleby	15-19	420
Eagleby	20-24	147
Eagleby	25+	356
Earlville	0-4	41
Earlville	5-14	427
Earlville	15-19	148
Earlville	20-24	33
Earlville	25+	107
East Barron	5-14	39
East Barron	15-19	3
East Barron	25+	3
East Brisbane	0-4	45
East Brisbane	5-14	403
East Brisbane	15-19	283
East Brisbane	20-24	355
East Brisbane	25+	472
East Cooyar	5-14	9
East Deep Creek	0-4	4
East Deep Creek	5-14	70
East Deep Creek	15-19	30
East Deep Creek	20-24	4
East Deep Creek	25+	19
East End	5-14	7
East Feluga	0-4	3
East Feluga	5-14	20
East Feluga	15-19	13
East Feluga	25+	6
East Greenmount	0-4	3
East Greenmount	5-14	33
East Greenmount	15-19	16
East Greenmount	20-24	9
East Greenmount	25+	11
East Haldon	5-14	6
East Haldon	25+	3
East Innisfail	0-4	14
East Innisfail	5-14	249
East Innisfail	15-19	57
East Innisfail	20-24	16
East Innisfail	25+	35
East Ipswich	0-4	29
East Ipswich	5-14	309
East Ipswich	15-19	117
East Ipswich	20-24	29
East Ipswich	25+	103
East Mackay	0-4	25
East Mackay	5-14	400
East Mackay	15-19	121
East Mackay	20-24	35
East Mackay	25+	97
East Nanango	5-14	19
East Nanango	15-19	17
East Nanango	25+	3
East Palmerston	5-14	14
East Palmerston	15-19	9
East Palmerston	25+	10
East Russell	5-14	6
East Russell	15-19	3
East Russell	25+	5
East Toowoomba	0-4	46
East Toowoomba	5-14	764
East Toowoomba	15-19	254
East Toowoomba	20-24	85
East Toowoomba	25+	245
East Trinity	5-14	15
East Trinity	15-19	4
East Trinity	25+	7
Eastern Heights	0-4	42
Eastern Heights	5-14	436
Eastern Heights	15-19	145
Eastern Heights	20-24	58
Eastern Heights	25+	109
Eaton (Qld)	5-14	8
Eaton (Qld)	15-19	4
Eatons Hill	0-4	105
Eatons Hill	5-14	1388
Eatons Hill	15-19	547
Eatons Hill	20-24	188
Eatons Hill	25+	222
Ebbw Vale	0-4	4
Ebbw Vale	5-14	45
Ebbw Vale	15-19	8
Ebbw Vale	20-24	8
Ebbw Vale	25+	16
Ebenezer (Qld)	0-4	3
Ebenezer (Qld)	5-14	43
Ebenezer (Qld)	15-19	18
Ebenezer (Qld)	20-24	3
Ebenezer (Qld)	25+	7
Edens Landing	0-4	59
Edens Landing	5-14	721
Edens Landing	15-19	222
Edens Landing	20-24	59
Edens Landing	25+	170
Edge Hill	0-4	59
Edge Hill	5-14	502
Edge Hill	15-19	145
Edge Hill	20-24	62
Edge Hill	25+	186
Edmonton	0-4	126
Edmonton	5-14	1731
Edmonton	15-19	490
Edmonton	20-24	94
Edmonton	25+	310
Eerwah Vale	0-4	6
Eerwah Vale	5-14	75
Eerwah Vale	15-19	13
Eerwah Vale	20-24	3
Eerwah Vale	25+	17
Eidsvold	0-4	9
Eidsvold	5-14	63
Eidsvold	15-19	9
Eidsvold	25+	4
Eidsvold West	5-14	14
Eight Mile Plains	0-4	136
Eight Mile Plains	5-14	1506
Eight Mile Plains	15-19	736
Eight Mile Plains	20-24	859
Eight Mile Plains	25+	868
Eimeo	0-4	46
Eimeo	5-14	513
Eimeo	15-19	150
Eimeo	20-24	35
Eimeo	25+	95
Einasleigh	5-14	11
El Arish	5-14	24
El Arish	15-19	20
El Arish	25+	3
Elaman Creek	5-14	3
Elaman Creek	15-19	3
Elaman Creek	25+	3
Elanora	0-4	140
Elanora	5-14	1510
Elanora	15-19	596
Elanora	20-24	158
Elanora	25+	315
Elbow Valley	5-14	19
Elbow Valley	15-19	5
Elbow Valley	25+	3
Electra	5-14	12
Electra	25+	3
Eli Waters	0-4	39
Eli Waters	5-14	462
Eli Waters	15-19	128
Eli Waters	20-24	27
Eli Waters	25+	103
Elimbah	0-4	42
Elimbah	5-14	528
Elimbah	15-19	235
Elimbah	20-24	48
Elimbah	25+	87
Ellangowan (Qld)	0-4	3
Ellangowan (Qld)	5-14	10
Ellangowan (Qld)	15-19	3
Ellangowan (Qld)	20-24	3
Ellen Grove	0-4	25
Ellen Grove	5-14	422
Ellen Grove	15-19	148
Ellen Grove	20-24	40
Ellen Grove	25+	113
Ellerbeck	5-14	17
Ellerbeck	15-19	4
Ellerbeck	25+	3
Ellesmere	5-14	31
Ellesmere	15-19	15
Ellesmere	25+	10
Ellinjaa	5-14	6
Ellinjaa	25+	3
Ellinthorp	5-14	4
Elliott (Qld)	0-4	3
Elliott (Qld)	5-14	16
Elliott (Qld)	15-19	6
Elliott (Qld)	25+	3
Elliott Heads	0-4	10
Elliott Heads	5-14	107
Elliott Heads	15-19	31
Elliott Heads	20-24	7
Elliott Heads	25+	34
Elphinstone (Toowoomba - Qld)	5-14	8
Elphinstone (Toowoomba - Qld)	25+	4
Emerald (Qld)	0-4	208
Emerald (Qld)	5-14	2098
Emerald (Qld)	15-19	551
Emerald (Qld)	20-24	100
Emerald (Qld)	25+	442
Emu Creek (Qld)	0-4	3
Emu Creek (Qld)	5-14	4
Emu Creek (Qld)	15-19	3
Emu Park	0-4	6
Emu Park	5-14	225
Emu Park	15-19	72
Emu Park	20-24	14
Emu Park	25+	31
Emu Vale	5-14	19
Emu Vale	15-19	10
Emu Vale	20-24	3
England Creek	5-14	3
Enoggera	0-4	64
Enoggera	5-14	514
Enoggera	15-19	172
Enoggera	20-24	148
Enoggera	25+	237
Enoggera Reservoir	5-14	3
Epsom (Qld)	5-14	3
Erakala	5-14	102
Erakala	15-19	30
Erakala	20-24	8
Erakala	25+	7
Ernestina	5-14	4
Eromanga	5-14	11
Eromanga	15-19	4
Eromanga	25+	3
Erub Island	0-4	10
Erub Island	5-14	50
Erub Island	15-19	5
Erub Island	25+	3
Esk (Qld)	0-4	5
Esk (Qld)	5-14	158
Esk (Qld)	15-19	42
Esk (Qld)	20-24	7
Esk (Qld)	25+	23
Eskdale (Qld)	5-14	3
Etna Creek	0-4	3
Etna Creek	5-14	33
Etna Creek	15-19	12
Eton	0-4	3
Eton	5-14	104
Eton	15-19	30
Eton	20-24	3
Eton	25+	5
Etty Bay	0-4	8
Etty Bay	5-14	47
Etty Bay	15-19	19
Etty Bay	25+	12
Eubenangee	0-4	3
Eubenangee	5-14	32
Eubenangee	15-19	6
Eubenangee	20-24	3
Eubenangee	25+	7
Eudlo	0-4	10
Eudlo	5-14	147
Eudlo	15-19	27
Eudlo	20-24	7
Eudlo	25+	41
Eukey	5-14	9
Eukey	15-19	3
Eukey	25+	7
Euleilah	5-14	17
Euleilah	15-19	4
Eulo	5-14	7
Eulo	15-19	3
Eumamurrin	0-4	3
Eumamurrin	5-14	5
Eumamurrin	15-19	5
Eumundi	0-4	19
Eumundi	5-14	329
Eumundi	15-19	89
Eumundi	20-24	18
Eumundi	25+	72
Eungella (Qld)	5-14	24
Eungella (Qld)	15-19	4
Eungella (Qld)	25+	4
Eungella Dam	5-14	4
Euramo	0-4	3
Euramo	5-14	20
Eureka (Qld)	0-4	3
Eureka (Qld)	5-14	25
Eureka (Qld)	15-19	9
Eureka (Qld)	25+	5
Eurombah	5-14	3
Euthulla	5-14	57
Euthulla	15-19	16
Euthulla	20-24	5
Euthulla	25+	6
Evanslea	5-14	5
Evanslea	15-19	3
Evelyn	5-14	19
Evelyn	15-19	7
Evelyn	25+	5
Evergreen	5-14	4
Everton Hills	0-4	73
Everton Hills	5-14	810
Everton Hills	15-19	247
Everton Hills	20-24	125
Everton Hills	25+	247
Everton Park	0-4	97
Everton Park	5-14	876
Everton Park	15-19	319
Everton Park	20-24	215
Everton Park	25+	410
Fairdale	5-14	4
Fairdale	15-19	3
Fairfield (Qld)	0-4	21
Fairfield (Qld)	5-14	240
Fairfield (Qld)	15-19	149
Fairfield (Qld)	20-24	307
Fairfield (Qld)	25+	253
Fairney View	5-14	27
Fairney View	15-19	13
Fairney View	20-24	3
Fairney View	25+	10
Fairy Bower	5-14	15
Fairy Bower	15-19	4
Fairyland	5-14	11
Fairyland	15-19	4
Fairymead	15-19	3
Fairymead	25+	3
Farleigh	0-4	8
Farleigh	5-14	110
Farleigh	15-19	47
Farleigh	20-24	10
Farleigh	25+	7
Farnborough	5-14	50
Farnborough	15-19	24
Farnborough	20-24	7
Farnborough	25+	8
Farnsfield	0-4	4
Farnsfield	5-14	19
Farnsfield	15-19	3
Fassifern (Qld)	5-14	3
Fassifern (Qld)	15-19	3
Fassifern Valley	5-14	17
Fassifern Valley	15-19	3
Federal (Qld)	5-14	29
Federal (Qld)	15-19	12
Federal (Qld)	25+	8
Felton	0-4	3
Felton	5-14	32
Felton	15-19	9
Felton	20-24	3
Felton	25+	3
Felton South	0-4	3
Felton South	5-14	10
Felton South	15-19	4
Feluga	5-14	33
Feluga	15-19	6
Feluga	20-24	3
Ferney	5-14	11
Ferney	15-19	3
Fernvale (Qld)	0-4	43
Fernvale (Qld)	5-14	497
Fernvale (Qld)	15-19	136
Fernvale (Qld)	20-24	29
Fernvale (Qld)	25+	95
Ferny Glen	5-14	8
Ferny Glen	20-24	3
Ferny Grove	0-4	75
Ferny Grove	5-14	796
Ferny Grove	15-19	335
Ferny Grove	20-24	107
Ferny Grove	25+	216
Ferny Hills	0-4	129
Ferny Hills	5-14	1254
Ferny Hills	15-19	412
Ferny Hills	20-24	155
Ferny Hills	25+	327
Ficks Crossing	5-14	4
Ficks Crossing	15-19	3
Fifteen Mile	0-4	3
Fifteen Mile	5-14	8
Fifteen Mile	25+	3
Fig Tree Pocket	0-4	54
Fig Tree Pocket	5-14	725
Fig Tree Pocket	15-19	307
Fig Tree Pocket	20-24	131
Fig Tree Pocket	25+	142
Finch Hatton	0-4	7
Finch Hatton	5-14	55
Finch Hatton	15-19	22
Finch Hatton	20-24	3
Finch Hatton	25+	10
Finlayvale	5-14	6
Finlayvale	25+	3
Finnie	5-14	5
Finnie	15-19	3
Finnie	20-24	8
Finnie	25+	3
Fishermans Pocket	5-14	4
Fishermans Pocket	25+	3
Fishery Falls	5-14	15
Fishery Falls	15-19	3
Fitzgerald Creek	5-14	8
Fitzgerald Creek	15-19	3
Fitzgibbon	0-4	78
Fitzgibbon	5-14	514
Fitzgibbon	15-19	158
Fitzgibbon	20-24	147
Fitzgibbon	25+	317
Fitzroy Island	25+	5
Flagstone Creek	5-14	25
Flagstone Creek	15-19	8
Flagstone Creek	20-24	9
Flagstone Creek	25+	9
Flametree	5-14	7
Flaxton	0-4	3
Flaxton	5-14	70
Flaxton	15-19	31
Flaxton	20-24	8
Flaxton	25+	22
Fletcher (Qld)	5-14	6
Fletcher (Qld)	15-19	8
Fletcher (Qld)	25+	3
Fleurbaix	5-14	3
Flinders View	0-4	89
Flinders View	5-14	844
Flinders View	15-19	296
Flinders View	20-24	91
Flinders View	25+	165
Flinton	5-14	7
Flying Fish Point	5-14	53
Flying Fish Point	15-19	14
Flying Fish Point	25+	16
Flying Fox (Qld)	5-14	10
Flying Fox (Qld)	15-19	3
Fordsdale	5-14	3
Fordsdale	15-19	5
Fordsdale	25+	3
Foreshores	5-14	16
Foreshores	15-19	4
Foreshores	25+	6
Forest Creek	5-14	13
Forest Glen (Qld)	0-4	13
Forest Glen (Qld)	5-14	181
Forest Glen (Qld)	15-19	73
Forest Glen (Qld)	20-24	19
Forest Glen (Qld)	25+	54
Forest Hill (Qld)	0-4	10
Forest Hill (Qld)	5-14	109
Forest Hill (Qld)	15-19	46
Forest Hill (Qld)	20-24	73
Forest Hill (Qld)	25+	28
Forest Lake	0-4	280
Forest Lake	5-14	3184
Forest Lake	15-19	1316
Forest Lake	20-24	531
Forest Lake	25+	856
Forest Ridge	5-14	8
Forest Springs	5-14	11
Forestdale	0-4	18
Forestdale	5-14	351
Forestdale	15-19	155
Forestdale	20-24	76
Forestdale	25+	52
Foresthome	5-14	9
Foresthome	15-19	7
Forestvale	5-14	4
Formartin	5-14	17
Formartin	20-24	3
Formartin	25+	3
Forrest Beach (Qld)	0-4	9
Forrest Beach (Qld)	5-14	95
Forrest Beach (Qld)	15-19	40
Forrest Beach (Qld)	20-24	3
Forrest Beach (Qld)	25+	18
Forsayth	5-14	16
Forsayth	25+	3
Fortitude Valley	0-4	22
Fortitude Valley	5-14	104
Fortitude Valley	15-19	110
Fortitude Valley	20-24	395
Fortitude Valley	25+	760
Forty Mile	5-14	3
Foxdale	0-4	3
Foxdale	5-14	27
Foxdale	15-19	4
Frankfield	0-4	3
Frankfield	5-14	5
Fraser Island	5-14	3
Fraser Island	25+	7
Frazerview	5-14	3
Fredericksfield	5-14	30
Fredericksfield	15-19	15
Fredericksfield	20-24	3
Fredericksfield	25+	4
Freestone	5-14	29
Freestone	15-19	8
Freestone	25+	3
Frenches Creek	5-14	9
Frenches Creek	15-19	3
Frenches Creek	25+	3
Frenchville	0-4	95
Frenchville	5-14	1122
Frenchville	15-19	400
Frenchville	20-24	156
Frenchville	25+	290
Freshwater (Qld)	0-4	14
Freshwater (Qld)	5-14	273
Freshwater (Qld)	15-19	74
Freshwater (Qld)	20-24	17
Freshwater (Qld)	25+	93
Freshwater Point	5-14	10
Freshwater Point	15-19	7
Freshwater Point	20-24	3
Freshwater Point	25+	3
Friday Pocket	5-14	6
Fulham (Qld)	5-14	3
Gaeta	5-14	10
Gaeta	15-19	3
Gailes	0-4	16
Gailes	5-14	192
Gailes	15-19	55
Gailes	20-24	26
Gailes	25+	57
Gainsford	5-14	3
Gairloch	5-14	4
Gairloch	15-19	3
Galilee	5-14	4
Garbutt	0-4	11
Garbutt	5-14	212
Garbutt	15-19	59
Garbutt	20-24	33
Garbutt	25+	61
Garfield (Qld)	5-14	4
Gargett	0-4	3
Gargett	5-14	42
Gargett	15-19	8
Gargett	25+	6
Garnant	5-14	5
Garnant	15-19	3
Garnant	25+	5
Garradunga	5-14	21
Garradunga	15-19	7
Gatton	0-4	57
Gatton	5-14	743
Gatton	15-19	249
Gatton	20-24	232
Gatton	25+	314
Gaven	0-4	8
Gaven	5-14	202
Gaven	15-19	87
Gaven	20-24	38
Gaven	25+	32
Gayndah	0-4	4
Gayndah	5-14	175
Gayndah	15-19	65
Gayndah	20-24	18
Gayndah	25+	32
Gaythorne	0-4	42
Gaythorne	5-14	259
Gaythorne	15-19	93
Gaythorne	20-24	100
Gaythorne	25+	189
Geebung	0-4	61
Geebung	5-14	615
Geebung	15-19	162
Geebung	20-24	82
Geebung	25+	183
Geham	5-14	91
Geham	15-19	23
Geham	20-24	9
Geham	25+	11
Gemini Mountains	5-14	9
Georgetown (Qld)	0-4	3
Georgetown (Qld)	5-14	38
Georgetown (Qld)	25+	11
Germantown (Qld)	5-14	11
Germantown (Qld)	15-19	4
Gheerulla	5-14	20
Gheerulla	15-19	6
Gheerulla	25+	4
Ghinghinda	5-14	3
Gigoomgan	5-14	5
Gilberton (Gold Coast - Qld)	5-14	5
Gilldora	5-14	4
Gilldora	15-19	4
Gilldora	25+	3
Gilston	0-4	42
Gilston	5-14	388
Gilston	15-19	103
Gilston	20-24	26
Gilston	25+	70
Gin Gin (Qld)	0-4	3
Gin Gin (Qld)	5-14	103
Gin Gin (Qld)	15-19	39
Gin Gin (Qld)	20-24	3
Gin Gin (Qld)	25+	20
Gindie	0-4	3
Gindie	5-14	32
Gindie	15-19	7
Ginoondan	5-14	3
Giru	0-4	3
Giru	5-14	33
Giru	15-19	14
Giru	20-24	8
Giru	25+	3
Givelda	5-14	8
Givelda	15-19	4
Gladfield (Qld)	5-14	10
Gladstone Central	0-4	11
Gladstone Central	5-14	90
Gladstone Central	15-19	38
Gladstone Central	20-24	26
Gladstone Central	25+	58
Glamorgan Vale	5-14	35
Glamorgan Vale	15-19	18
Glamorgan Vale	20-24	8
Glamorgan Vale	25+	9
Glan Devon	5-14	30
Glan Devon	15-19	7
Glan Devon	25+	4
Glass House Mountains	0-4	40
Glass House Mountains	5-14	636
Glass House Mountains	15-19	233
Glass House Mountains	20-24	54
Glass House Mountains	25+	119
Glastonbury	0-4	3
Glastonbury	5-14	35
Glastonbury	15-19	9
Glastonbury	20-24	3
Glastonbury	25+	14
Glebe (Qld)	5-14	8
Glen Allyn	0-4	3
Glen Allyn	5-14	17
Glen Allyn	15-19	7
Glen Aplin	5-14	64
Glen Aplin	15-19	18
Glen Aplin	20-24	3
Glen Aplin	25+	16
Glen Cairn	5-14	15
Glen Cairn	15-19	8
Glen Cairn	25+	3
Glen Echo	5-14	4
Glen Eden	0-4	44
Glen Eden	5-14	429
Glen Eden	15-19	102
Glen Eden	20-24	31
Glen Eden	25+	96
Glen Esk	5-14	4
Glen Niven	5-14	11
Glen Niven	25+	3
Glen Russell	5-14	5
Glenaubyn	5-14	10
Glenaven	5-14	20
Glencoe (Qld)	5-14	41
Glencoe (Qld)	15-19	12
Glencoe (Qld)	20-24	6
Glencoe (Qld)	25+	5
Glendale (Qld)	0-4	4
Glendale (Qld)	5-14	82
Glendale (Qld)	15-19	41
Glendale (Qld)	20-24	8
Glendale (Qld)	25+	10
Glenden	0-4	7
Glenden	5-14	97
Glenden	15-19	28
Glenden	20-24	3
Glenden	25+	16
Gleneagle	0-4	19
Gleneagle	5-14	302
Gleneagle	15-19	89
Gleneagle	20-24	23
Gleneagle	25+	40
Glenella	0-4	51
Glenella	5-14	722
Glenella	15-19	230
Glenella	20-24	49
Glenella	25+	122
Glengallan	5-14	5
Glenlee (Qld)	0-4	6
Glenlee (Qld)	5-14	172
Glenlee (Qld)	15-19	78
Glenlee (Qld)	20-24	17
Glenlee (Qld)	25+	24
Glenlyon (Qld)	5-14	3
Glenlyon (Qld)	15-19	3
Glenmoral	5-14	4
Glenmorgan	0-4	3
Glenmorgan	5-14	15
Glenmorgan	25+	6
Glenorchy (Qld)	5-14	8
Glenorchy (Qld)	15-19	4
Glenorchy (Qld)	25+	3
Glenore Grove	0-4	11
Glenore Grove	5-14	103
Glenore Grove	15-19	40
Glenore Grove	25+	19
Glenrae	5-14	9
Glenrae	15-19	3
Glenrock (Qld)	15-19	6
Glenroy (Qld)	5-14	3
Glenvale	0-4	64
Glenvale	5-14	811
Glenvale	15-19	321
Glenvale	20-24	127
Glenvale	25+	225
Glenview	0-4	11
Glenview	5-14	190
Glenview	15-19	82
Glenview	20-24	21
Glenview	25+	30
Glenwood (Qld)	0-4	8
Glenwood (Qld)	5-14	96
Glenwood (Qld)	15-19	28
Glenwood (Qld)	20-24	4
Glenwood (Qld)	25+	30
Godwin Beach	0-4	3
Godwin Beach	5-14	66
Godwin Beach	15-19	6
Godwin Beach	20-24	3
Godwin Beach	25+	11
Gogango	5-14	15
Gogango	15-19	5
Golden Beach (Qld)	0-4	52
Golden Beach (Qld)	5-14	482
Golden Beach (Qld)	15-19	123
Golden Beach (Qld)	20-24	45
Golden Beach (Qld)	25+	140
Golden Fleece	5-14	3
Golden Fleece	15-19	3
Goldsborough (Qld)	0-4	13
Goldsborough (Qld)	5-14	152
Goldsborough (Qld)	15-19	45
Goldsborough (Qld)	20-24	3
Goldsborough (Qld)	25+	26
Gooburrum	0-4	5
Gooburrum	5-14	210
Gooburrum	15-19	72
Gooburrum	20-24	9
Gooburrum	25+	26
Good Night	5-14	5
Good Night	15-19	4
Good Night	20-24	3
Good Night	25+	3
Goodar	5-14	13
Goodar	15-19	3
Goodger	5-14	25
Goodger	15-19	9
Goodger	25+	4
Goodna	0-4	127
Goodna	5-14	1550
Goodna	15-19	434
Goodna	20-24	174
Goodna	25+	382
Goodwood (Qld)	5-14	20
Goodwood (Qld)	15-19	3
Goodwood (Qld)	25+	4
Googa Creek	15-19	4
Goolman	5-14	9
Goomally	5-14	4
Goombi	5-14	7
Goomboorian	5-14	54
Goomboorian	15-19	13
Goomboorian	20-24	4
Goomboorian	25+	11
Goombungee	0-4	15
Goombungee	5-14	138
Goombungee	15-19	44
Goombungee	20-24	3
Goombungee	25+	28
Goomburra	5-14	34
Goomburra	15-19	8
Goomburra	20-24	5
Goomburra	25+	6
Goomeri	0-4	8
Goomeri	5-14	65
Goomeri	15-19	15
Goomeri	25+	10
Goomeribong	5-14	4
Goondi	5-14	3
Goondi	25+	4
Goondi Bend	5-14	90
Goondi Bend	15-19	28
Goondi Bend	20-24	5
Goondi Bend	25+	11
Goondi Hill	0-4	3
Goondi Hill	5-14	34
Goondi Hill	15-19	7
Goondi Hill	20-24	3
Goondi Hill	25+	4
Goondiwindi	0-4	65
Goondiwindi	5-14	809
Goondiwindi	15-19	223
Goondiwindi	20-24	47
Goondiwindi	25+	148
Goorganga Creek	5-14	4
Gooroolba	15-19	3
Gootchie	5-14	7
Gootchie	25+	3
Goovigen	5-14	22
Goovigen	15-19	6
Goovigen	25+	5
Goowarra	5-14	3
Goranba	5-14	6
Gordon Park	0-4	59
Gordon Park	5-14	453
Gordon Park	15-19	166
Gordon Park	20-24	128
Gordon Park	25+	205
Gordonbrook	5-14	27
Gordonbrook	15-19	5
Gordonvale	0-4	69
Gordonvale	5-14	928
Gordonvale	15-19	271
Gordonvale	20-24	61
Gordonvale	25+	165
Gore	15-19	3
Gowrie Junction	0-4	24
Gowrie Junction	5-14	361
Gowrie Junction	15-19	106
Gowrie Junction	20-24	20
Gowrie Junction	25+	55
Gowrie Little Plain	5-14	9
Gowrie Little Plain	15-19	3
Gowrie Little Plain	20-24	3
Gowrie Mountain	5-14	36
Gowrie Mountain	15-19	3
Gowrie Mountain	20-24	3
Gowrie Mountain	25+	10
Gowrie Station	5-14	3
Gracemere	0-4	156
Gracemere	5-14	1744
Gracemere	15-19	415
Gracemere	20-24	134
Gracemere	25+	385
Graceville	0-4	79
Graceville	5-14	676
Graceville	15-19	297
Graceville	20-24	159
Graceville	25+	210
Grahams Creek	5-14	12
Grahams Creek	15-19	3
Granadilla	5-14	17
Grand Secret	5-14	22
Grand Secret	15-19	10
Grand Secret	20-24	3
Grand Secret	25+	5
Grandchester	5-14	40
Grandchester	15-19	23
Grandchester	25+	9
Grange (Qld)	0-4	81
Grange (Qld)	5-14	754
Grange (Qld)	15-19	230
Grange (Qld)	20-24	106
Grange (Qld)	25+	154
Grantham	0-4	10
Grantham	5-14	73
Grantham	15-19	26
Grantham	20-24	7
Grantham	25+	14
Granville (Qld)	0-4	22
Granville (Qld)	5-14	295
Granville (Qld)	15-19	119
Granville (Qld)	20-24	16
Granville (Qld)	25+	61
Grapetree	5-14	5
Grapetree	15-19	3
Grasstree Beach	0-4	4
Grasstree Beach	5-14	82
Grasstree Beach	15-19	21
Grasstree Beach	20-24	3
Grasstree Beach	25+	18
Grays Gate	5-14	7
Green Hill	5-14	17
Green Hill	15-19	9
Green Hill	20-24	4
Green Hill	25+	3
Greenbank	0-4	81
Greenbank	5-14	1106
Greenbank	15-19	409
Greenbank	20-24	96
Greenbank	25+	195
Greenlands (Qld)	0-4	3
Greenlands (Qld)	5-14	29
Greenlands (Qld)	15-19	17
Greenlands (Qld)	20-24	4
Greenlands (Qld)	25+	4
Greenmount (Mackay - Qld)	0-4	4
Greenmount (Mackay - Qld)	5-14	54
Greenmount (Mackay - Qld)	15-19	24
Greenmount (Mackay - Qld)	20-24	5
Greenmount (Mackay - Qld)	25+	11
Greenmount (Toowoomba - Qld)	0-4	8
Greenmount (Toowoomba - Qld)	5-14	80
Greenmount (Toowoomba - Qld)	15-19	38
Greenmount (Toowoomba - Qld)	20-24	7
Greenmount (Toowoomba - Qld)	25+	22
Greens Creek (Qld)	5-14	40
Greens Creek (Qld)	15-19	14
Greens Creek (Qld)	20-24	4
Greens Creek (Qld)	25+	6
Greenslopes	0-4	83
Greenslopes	5-14	626
Greenslopes	15-19	331
Greenslopes	20-24	452
Greenslopes	25+	679
Greenswamp	5-14	3
Greenswamp	15-19	3
Greenup	5-14	3
Greenvale (Qld)	0-4	4
Greenvale (Qld)	5-14	22
Greenvale (Qld)	20-24	3
Greenvale (Qld)	25+	3
Greenview	5-14	9
Greenwood (Qld)	5-14	9
Gregors Creek	5-14	18
Gregors Creek	15-19	3
Gregory (Qld)	5-14	5
Gregory River (Bundaberg - Qld)	5-14	12
Gregory River (Bundaberg - Qld)	15-19	4
Gregory River (Whitsunday - Qld)	0-4	3
Gregory River (Whitsunday - Qld)	5-14	27
Gregory River (Whitsunday - Qld)	15-19	10
Gregory River (Whitsunday - Qld)	20-24	3
Gregory River (Whitsunday - Qld)	25+	11
Greycliffe	5-14	3
Greymare	5-14	13
Greymare	15-19	3
Griffin	0-4	110
Griffin	5-14	878
Griffin	15-19	195
Griffin	20-24	125
Griffin	25+	268
Groomsville	5-14	8
Grosmont	5-14	13
Grosmont	25+	4
Grosvenor	5-14	4
Guanaba	0-4	3
Guanaba	5-14	88
Guanaba	15-19	28
Guanaba	20-24	8
Guanaba	25+	16
Gulliver	0-4	32
Gulliver	5-14	332
Gulliver	15-19	112
Gulliver	20-24	38
Gulliver	25+	130
Guluguba	0-4	3
Guluguba	5-14	13
Guluguba	15-19	6
Gumdale	0-4	33
Gumdale	5-14	385
Gumdale	15-19	169
Gumdale	20-24	44
Gumdale	25+	52
Gumlow	0-4	5
Gumlow	5-14	25
Gumlow	15-19	13
Gumlu	5-14	17
Gumlu	15-19	3
Gunalda	5-14	32
Gunalda	15-19	13
Gunalda	25+	8
Gundiah	5-14	15
Gundiah	15-19	6
Gungaloon	5-14	3
Gungaloon	15-19	3
Gunnewin	0-4	3
Gunnewin	5-14	9
Gunyarra	5-14	3
Gurgeena	5-14	5
Guthalungra	5-14	10
Guthalungra	15-19	5
Gwambegwine	5-14	3
Gympie	0-4	106
Gympie	5-14	1235
Gympie	15-19	375
Gympie	20-24	102
Gympie	25+	294
Habana	0-4	3
Habana	5-14	142
Habana	15-19	57
Habana	20-24	11
Habana	25+	17
Haden	5-14	27
Haden	15-19	10
Haden	25+	8
Haigslea	5-14	49
Haigslea	15-19	24
Haigslea	20-24	3
Haigslea	25+	7
Hail Creek	0-4	3
Haliday Bay	5-14	15
Haliday Bay	15-19	8
Haliday Bay	20-24	4
Haliday Bay	25+	3
Halifax	5-14	37
Halifax	15-19	10
Halifax	20-24	7
Haly Creek	5-14	24
