SSC_NAME16	OnlyEnglishSpokenHome	Sex	persons
Wyoming	0	M	400
Wyoming	1	F	4525
Wyoming	1	M	4082
Wyong	0	F	215
Wyong	0	M	204
Wyong	1	F	1791
Wyong	1	M	1752
Wyong Creek	0	F	8
Wyong Creek	0	M	16
Wyong Creek	1	F	181
Wyong Creek	1	M	189
Wyongah	0	F	25
Wyongah	0	M	26
Wyongah	1	F	946
Wyongah	1	M	916
Wyrallah	0	F	4
Wyrallah	0	M	4
Wyrallah	1	F	211
Wyrallah	1	M	194
Yabbra	1	F	3
Yadboro	1	M	5
Yagoona	0	F	5954
Yagoona	0	M	5770
Yagoona	1	F	2550
Yagoona	1	M	2706
Yalbraith	1	F	7
Yalbraith	1	M	11
Yallah	0	F	5
Yallah	0	M	10
Yallah	1	F	58
Yallah	1	M	48
Yallaroi	1	F	44
Yallaroi	1	M	59
Yamba (NSW)	0	F	102
Yamba (NSW)	0	M	78
Yamba (NSW)	1	F	2799
Yamba (NSW)	1	M	2640
Yanco	0	F	9
Yanco	0	M	9
Yanco	1	F	460
Yanco	1	M	428
Yanderra	0	F	5
Yanderra	0	M	9
Yanderra	1	F	303
Yanderra	1	M	292
Yanga	1	F	5
Yanga	1	M	11
Yannergee	1	F	13
Yannergee	1	M	9
Yantabulla	1	F	6
Yantabulla	1	M	3
Yaouk	1	F	11
Yaouk	1	M	5
Yarara	1	F	14
Yarara	1	M	11
Yarra	1	F	78
Yarra	1	M	78
Yarrabandai	1	F	17
Yarrabandai	1	M	21
Yarrabin	1	F	32
Yarrabin	1	M	40
Yarragal	1	F	7
Yarragal	1	M	6
Yarragrin	1	F	13
Yarragrin	1	M	15
Yarragundry	1	F	32
Yarragundry	1	M	42
Yarrahapinni	0	F	3
Yarrahapinni	0	M	3
Yarrahapinni	1	F	83
Yarrahapinni	1	M	82
Yarramalong	0	F	6
Yarramalong	0	M	6
Yarramalong	1	F	164
Yarramalong	1	M	156
Yarraman (NSW)	1	F	3
Yarraman (NSW)	1	M	5
Yarramundi	0	F	18
Yarramundi	0	M	21
Yarramundi	1	F	373
Yarramundi	1	M	399
Yarranbella	0	F	3
Yarranbella	0	M	3
Yarranbella	1	F	82
Yarranbella	1	M	93
Yarras (Bathurst Regional - NSW)	1	F	8
Yarras (Bathurst Regional - NSW)	1	M	3
Yarras (Port Macquarie-Hastings - NSW)	1	F	29
Yarras (Port Macquarie-Hastings - NSW)	1	M	28
Yarravel	0	F	17
Yarravel	0	M	7
Yarravel	1	F	497
Yarravel	1	M	522
Yarrawa	0	M	3
Yarrawa	1	F	35
Yarrawa	1	M	50
Yarrawarrah	0	F	75
Yarrawarrah	0	M	73
Yarrawarrah	1	F	1308
Yarrawarrah	1	M	1238
Yarrawonga (NSW)	0	F	5
Yarrawonga (NSW)	0	M	3
Yarrawonga (NSW)	1	F	159
Yarrawonga (NSW)	1	M	205
Yarrawonga Park	0	F	5
Yarrawonga Park	1	F	174
Yarrawonga Park	1	M	177
Yarrie Lake	1	F	31
Yarrie Lake	1	M	25
Yarrow	1	F	4
Yarrow	1	M	4
Yarrowford	1	F	32
Yarrowford	1	M	27
Yarrowitch	1	F	63
Yarrowitch	1	M	78
Yarrowyck	1	F	61
Yarrowyck	1	M	59
Yass	0	F	116
Yass	0	M	98
Yass	1	F	3053
Yass	1	M	2827
Yass River	0	F	6
Yass River	0	M	3
Yass River	1	F	168
Yass River	1	M	151
Yathella	1	F	74
Yathella	1	M	66
Yattalunga (NSW)	0	F	8
Yattalunga (NSW)	0	M	5
Yattalunga (NSW)	1	F	261
Yattalunga (NSW)	1	M	256
Yatte Yattah	1	F	83
Yatte Yattah	1	M	85
Yaven Creek	1	F	29
Yaven Creek	1	M	33
Yelgun	0	F	4
Yelgun	1	F	48
Yelgun	1	M	46
Yellow Dam	1	F	3
Yellow Dam	1	M	10
Yellow Pinch	1	F	20
Yellow Pinch	1	M	15
Yellow Rock (Blue Mountains - NSW)	0	F	15
Yellow Rock (Blue Mountains - NSW)	0	M	9
Yellow Rock (Blue Mountains - NSW)	1	F	484
Yellow Rock (Blue Mountains - NSW)	1	M	486
Yellow Rock (Shellharbour - NSW)	0	F	4
Yellow Rock (Shellharbour - NSW)	0	M	3
Yellow Rock (Shellharbour - NSW)	1	F	88
Yellow Rock (Shellharbour - NSW)	1	M	96
Yenda (NSW)	0	F	76
Yenda (NSW)	0	M	76
Yenda (NSW)	1	F	617
Yenda (NSW)	1	M	629
Yennora	0	F	525
Yennora	0	M	536
Yennora	1	F	221
Yennora	1	M	198
Yeoval	0	F	4
Yeoval	1	F	206
Yeoval	1	M	189
Yerong Creek	0	F	11
Yerong Creek	0	M	9
Yerong Creek	1	F	149
Yerong Creek	1	M	132
Yerrinbool	0	F	20
Yerrinbool	0	M	16
Yerrinbool	1	F	551
Yerrinbool	1	M	521
Yerriyong	1	F	13
Yerriyong	1	M	12
Yessabah	0	F	3
Yessabah	1	F	39
Yessabah	1	M	55
Yetholme	0	M	4
Yetholme	1	F	94
Yetholme	1	M	119
Yetman	1	F	87
Yetman	1	M	99
Yippin Creek	0	F	4
Yippin Creek	0	M	3
Yippin Creek	1	F	94
Yippin Creek	1	M	85
Yoogali	0	F	121
Yoogali	0	M	95
Yoogali	1	F	442
Yoogali	1	M	478
Yorklea	0	M	3
Yorklea	1	F	171
Yorklea	1	M	182
Young	0	F	199
Young	0	M	212
Young	1	F	4791
Young	1	M	4413
Yowie Bay	0	F	144
Yowie Bay	0	M	117
Yowie Bay	1	F	1380
Yowie Bay	1	M	1333
Yowrie	1	F	54
Yowrie	1	M	62
Yullundry	1	F	11
Yullundry	1	M	7
Zara	1	F	29
Zara	1	M	33
Zetland	0	F	2926
Zetland	0	M	2545
Zetland	1	F	1677
Zetland	1	M	2020
No usual address (NSW)	0	F	821
No usual address (NSW)	0	M	997
No usual address (NSW)	1	F	3038
No usual address (NSW)	1	M	4175
Migratory - Offshore - Shipping (NSW)	0	F	55
Migratory - Offshore - Shipping (NSW)	0	M	36
Migratory - Offshore - Shipping (NSW)	1	F	154
Migratory - Offshore - Shipping (NSW)	1	M	119
Abbotsford (Vic.)	0	F	1136
Abbotsford (Vic.)	0	M	1008
Abbotsford (Vic.)	1	F	2590
Abbotsford (Vic.)	1	M	2732
Aberfeldie	0	F	420
Aberfeldie	0	M	383
Aberfeldie	1	F	1479
Aberfeldie	1	M	1437
Acheron	0	F	3
Acheron	1	F	72
Acheron	1	M	69
Adams Estate	1	F	25
Adams Estate	1	M	19
Addington	0	F	4
Addington	0	M	4
Addington	1	F	37
Addington	1	M	23
Adelaide Lead	1	F	33
Adelaide Lead	1	M	35
Agnes	1	F	22
Agnes	1	M	27
Aireys Inlet	0	F	26
Aireys Inlet	0	M	20
Aireys Inlet	1	F	357
Aireys Inlet	1	M	347
Airly	1	F	62
Airly	1	M	65
Airport West	0	F	1193
Airport West	0	M	978
Airport West	1	F	2506
Airport West	1	M	2473
Albanvale	0	F	1651
Albanvale	0	M	1649
Albanvale	1	F	871
Albanvale	1	M	981
Albert Park (Vic.)	0	F	598
Albert Park (Vic.)	0	M	564
Albert Park (Vic.)	1	F	2334
Albert Park (Vic.)	1	M	2251
Alberton (Vic.)	0	F	4
Alberton (Vic.)	0	M	5
Alberton (Vic.)	1	F	105
Alberton (Vic.)	1	M	129
Alberton West	1	F	43
Alberton West	1	M	35
Albion (Vic.)	0	F	1081
Albion (Vic.)	0	M	1397
Albion (Vic.)	1	F	897
Albion (Vic.)	1	M	922
Alexandra (Vic.)	0	F	32
Alexandra (Vic.)	0	M	25
Alexandra (Vic.)	1	F	1258
Alexandra (Vic.)	1	M	1187
Alfredton	0	F	430
Alfredton	0	M	400
Alfredton	1	F	4106
Alfredton	1	M	3872
Allambee	1	F	12
Allambee	1	M	9
Allambee Reserve	0	F	8
Allambee Reserve	0	M	3
Allambee Reserve	1	F	26
Allambee Reserve	1	M	29
Allambee South	1	F	29
Allambee South	1	M	35
Allans Flat	0	M	4
Allans Flat	1	F	141
Allans Flat	1	M	157
Allansford	0	F	9
Allansford	0	M	8
Allansford	1	F	671
Allansford	1	M	693
Allendale	0	F	4
Allendale	1	F	69
Allendale	1	M	73
Allestree	0	F	3
Allestree	1	F	53
Allestree	1	M	62
Alma (Vic.)	1	F	97
Alma (Vic.)	1	M	98
Almonds	1	F	6
Almonds	1	M	15
Almurta	1	F	22
Almurta	1	M	24
Alphington	0	F	475
Alphington	0	M	415
Alphington	1	F	2055
Alphington	1	M	1872
Altona (Vic.)	0	F	1194
Altona (Vic.)	0	M	1036
Altona (Vic.)	1	F	4074
Altona (Vic.)	1	M	3830
Altona Meadows	0	F	3562
Altona Meadows	0	M	3211
Altona Meadows	1	F	5747
Altona Meadows	1	M	5670
Altona North	0	F	3054
Altona North	0	M	2815
Altona North	1	F	2740
Altona North	1	M	2710
Alvie	0	M	3
Alvie	1	F	61
Alvie	1	M	55
Amherst	1	F	28
Amherst	1	M	28
Amphitheatre	0	F	5
Amphitheatre	1	F	112
Amphitheatre	1	M	115
Anakie	0	F	13
Anakie	0	M	18
Anakie	1	F	294
Anakie	1	M	289
Ancona	1	F	37
Ancona	1	M	41
Anderson	1	F	16
Anderson	1	M	15
Anglers Rest	1	F	12
Anglers Rest	1	M	12
Anglesea	0	F	36
Anglesea	0	M	30
Anglesea	1	F	1181
Anglesea	1	M	1162
Annuello	1	F	11
Annuello	1	M	14
Antwerp	1	F	28
Antwerp	1	M	31
Apollo Bay (Vic.)	0	F	77
Apollo Bay (Vic.)	0	M	54
Apollo Bay (Vic.)	1	F	657
Apollo Bay (Vic.)	1	M	654
Appin (Vic.)	1	F	5
Appin (Vic.)	1	M	8
Appin South	1	F	12
Appin South	1	M	17
Apsley (Vic.)	0	M	3
Apsley (Vic.)	1	F	123
Apsley (Vic.)	1	M	136
Ararat	0	F	191
Ararat	0	M	168
Ararat	1	F	3445
Ararat	1	M	3410
Arawata	1	F	40
Arawata	1	M	43
Arcadia (Vic.)	1	F	90
Arcadia (Vic.)	1	M	120
Arcadia South	1	F	28
Arcadia South	1	M	31
Archdale	1	F	13
Archdale	1	M	8
Archdale Junction	1	M	6
Archerton	0	M	3
Archerton	1	F	6
Archerton	1	M	4
Archies Creek	1	F	7
Archies Creek	1	M	12
Ardeer	0	F	843
Ardeer	0	M	831
Ardeer	1	F	594
Ardeer	1	M	631
Ardmona	0	F	60
Ardmona	0	M	38
Ardmona	1	F	141
Ardmona	1	M	194
Areegra	1	F	6
Areegra	1	M	9
Argyle (Vic.)	0	F	4
Argyle (Vic.)	1	F	89
Argyle (Vic.)	1	M	102
Armadale (Vic.)	0	F	966
Armadale (Vic.)	0	M	808
Armadale (Vic.)	1	F	3622
Armadale (Vic.)	1	M	3031
Armstrong	1	F	35
Armstrong	1	M	43
Armstrong Creek (Vic.)	0	F	163
Armstrong Creek (Vic.)	0	M	147
Armstrong Creek (Vic.)	1	F	1842
Armstrong Creek (Vic.)	1	M	1825
Arnold (Vic.)	1	F	20
Arnold (Vic.)	1	M	22
Arnold West	1	F	4
Arnold West	1	M	9
Arthurs Creek	0	F	10
Arthurs Creek	0	M	6
Arthurs Creek	1	F	214
Arthurs Creek	1	M	216
Arthurs Seat	0	F	8
Arthurs Seat	0	M	8
Arthurs Seat	1	F	186
Arthurs Seat	1	M	175
Ascot (Ballarat - Vic.)	1	F	40
Ascot (Ballarat - Vic.)	1	M	54
Ascot (Greater Bendigo - Vic.)	0	F	34
Ascot (Greater Bendigo - Vic.)	0	M	31
Ascot (Greater Bendigo - Vic.)	1	F	929
Ascot (Greater Bendigo - Vic.)	1	M	853
Ascot Vale	0	F	2129
Ascot Vale	0	M	1809
Ascot Vale	1	F	4895
Ascot Vale	1	M	4857
Ashbourne (Vic.)	0	F	3
Ashbourne (Vic.)	0	M	3
Ashbourne (Vic.)	1	F	87
Ashbourne (Vic.)	1	M	94
Ashburton	0	F	899
Ashburton	0	M	764
Ashburton	1	F	2890
Ashburton	1	M	2896
Ashwood	0	F	1311
Ashwood	0	M	1147
Ashwood	1	F	2014
Ashwood	1	M	1935
Aspendale	0	F	382
Aspendale	0	M	302
Aspendale	1	F	2966
Aspendale	1	M	2947
Aspendale Gardens	0	F	879
Aspendale Gardens	0	M	825
Aspendale Gardens	1	F	2328
Aspendale Gardens	1	M	2296
Athlone	0	F	3
Athlone	1	F	62
Athlone	1	M	51
Attwood	0	F	520
Attwood	0	M	477
Attwood	1	F	1159
Attwood	1	M	1148
Aubrey	1	F	3
Aubrey	1	M	4
Auchmore	1	F	9
Auchmore	1	M	3
Avalon	0	F	38
Avalon	0	M	46
Avalon	1	F	91
Avalon	1	M	112
Avenel	0	F	29
Avenel	0	M	10
Avenel	1	F	441
Avenel	1	M	468
Avoca (Vic.)	0	F	3
Avoca (Vic.)	0	M	8
Avoca (Vic.)	1	F	525
Avoca (Vic.)	1	M	548
Avon Plains	1	M	8
Avondale Heights	0	F	3127
Avondale Heights	0	M	2782
Avondale Heights	1	F	2561
Avondale Heights	1	M	2583
Avonmore	1	F	23
Avonmore	1	M	20
Avonsleigh	0	F	16
Avonsleigh	0	M	18
Avonsleigh	1	F	363
Avonsleigh	1	M	395
Axe Creek	1	F	160
Axe Creek	1	M	159
Axedale	0	F	3
Axedale	0	M	6
Axedale	1	F	369
Axedale	1	M	376
Ayrford	1	F	23
Ayrford	1	M	18
Bacchus Marsh	0	F	171
Bacchus Marsh	0	M	172
Bacchus Marsh	1	F	2980
Bacchus Marsh	1	M	2653
Baddaginnie	0	F	6
Baddaginnie	0	M	3
Baddaginnie	1	F	148
Baddaginnie	1	M	157
Badger Creek	0	F	37
Badger Creek	0	M	24
Badger Creek	1	F	718
Badger Creek	1	M	737
Bael Bael	1	F	3
Bael Bael	1	M	6
Bagshot	1	F	127
Bagshot	1	M	139
Bagshot North	1	F	12
Bagshot North	1	M	17
Bahgallah	1	F	10
Bahgallah	1	M	21
Bailieston	0	M	3
Bailieston	1	F	50
Bailieston	1	M	52
Bairnsdale	0	F	181
Bairnsdale	0	M	172
Bairnsdale	1	F	3466
Bairnsdale	1	M	3038
Bakery Hill	0	F	15
Bakery Hill	0	M	13
Bakery Hill	1	F	66
Bakery Hill	1	M	59
Balaclava (Vic.)	0	F	599
Balaclava (Vic.)	0	M	610
Balaclava (Vic.)	1	F	1917
Balaclava (Vic.)	1	M	1830
Bald Hills (Vic.)	0	F	3
Bald Hills (Vic.)	1	F	42
Bald Hills (Vic.)	1	M	55
Balintore	1	F	32
Balintore	1	M	33
Ballan	0	F	62
Ballan	0	M	63
Ballan	1	F	1345
Ballan	1	M	1317
Ballangeich	0	F	3
Ballangeich	0	M	3
Ballangeich	1	F	32
Ballangeich	1	M	22
Ballapur	1	F	3
Ballapur	1	M	8
Ballarat Central	0	F	182
Ballarat Central	0	M	176
Ballarat Central	1	F	2416
Ballarat Central	1	M	2180
Ballarat East	0	F	150
Ballarat East	0	M	125
Ballarat East	1	F	2624
Ballarat East	1	M	2286
Ballarat North	0	F	78
Ballarat North	0	M	54
Ballarat North	1	F	1927
Ballarat North	1	M	1673
Ballendella	0	M	3
Ballendella	1	F	51
Ballendella	1	M	61
Balliang	0	F	3
Balliang	0	M	11
Balliang	1	F	125
Balliang	1	M	115
Balliang East	0	F	3
Balliang East	0	M	4
Balliang East	1	F	61
Balliang East	1	M	71
Ballyrogan	1	F	29
Ballyrogan	1	M	28
Balmattum	1	F	48
Balmattum	1	M	50
Balmoral (Vic.)	0	M	3
Balmoral (Vic.)	1	F	125
Balmoral (Vic.)	1	M	150
Balnarring	0	F	34
Balnarring	0	M	28
Balnarring	1	F	1091
Balnarring	1	M	972
Balnarring Beach	1	F	178
Balnarring Beach	1	M	185
Balook	0	M	3
Balook	1	F	3
Balwyn	0	F	2882
Balwyn	0	M	2411
Balwyn	1	F	3924
Balwyn	1	M	3563
Balwyn North	0	F	4609
Balwyn North	0	M	4094
Balwyn North	1	F	5504
Balwyn North	1	M	5464
Bamawm	0	F	4
Bamawm	0	M	7
Bamawm	1	F	232
Bamawm	1	M	228
Bamawm Extension	1	F	116
Bamawm Extension	1	M	109
Bambra	1	F	46
Bambra	1	M	50
Bamganie	0	M	3
Bamganie	1	F	16
Bamganie	1	M	16
Bandiana	0	F	15
Bandiana	0	M	21
Bandiana	1	F	218
Bandiana	1	M	335
Bangerang	1	F	26
Bangerang	1	M	30
Bangholme	0	F	42
Bangholme	0	M	38
Bangholme	1	F	349
Bangholme	1	M	284
Bannerton	1	F	16
Bannerton	1	M	19
Bannockburn (Vic.)	0	F	101
Bannockburn (Vic.)	0	M	100
Bannockburn (Vic.)	1	F	2414
Bannockburn (Vic.)	1	M	2442
Banyan	1	F	6
Banyan	1	M	14
Banyena	1	F	8
Banyena	1	M	17
Baranduda	0	F	40
Baranduda	0	M	24
Baranduda	1	F	1144
Baranduda	1	M	1025
Barfold	0	F	3
Barfold	1	F	40
Barfold	1	M	42
Baringhup	1	F	94
Baringhup	1	M	94
Baringhup West	1	F	12
Baringhup West	1	M	8
Barjarg	0	F	3
Barjarg	1	F	57
Barjarg	1	M	54
Barkers Creek	0	F	15
Barkers Creek	0	M	6
Barkers Creek	1	F	190
Barkers Creek	1	M	208
Barkly (Vic.)	1	F	15
Barkly (Vic.)	1	M	22
Barkstead	1	F	15
Barkstead	1	M	16
Barmah	0	F	3
Barmah	0	M	6
Barmah	1	F	112
Barmah	1	M	126
Barnadown	1	F	10
Barnadown	1	M	9
Barnawartha	0	F	7
Barnawartha	0	M	4
Barnawartha	1	F	424
Barnawartha	1	M	411
Barnawartha North	1	F	70
Barnawartha North	1	M	77
Baromi	0	F	3
Baromi	0	M	3
Baromi	1	F	53
Baromi	1	M	58
Barongarook	0	F	5
Barongarook	1	F	200
Barongarook	1	M	198
Barongarook West	0	F	4
Barongarook West	1	F	106
Barongarook West	1	M	120
Barrabool	1	F	108
Barrabool	1	M	103
Barrakee	1	F	10
Barrakee	1	M	8
Barramunga	1	M	4
Barraport	1	F	17
Barraport	1	M	21
Barraport West	1	F	3
Barraport West	1	M	3
Barrys Reef	1	F	5
Barrys Reef	1	M	16
Barunah Park	1	F	15
Barunah Park	1	M	8
Barunah Plains	1	F	3
Barunah Plains	1	M	4
Barwidgee	0	F	3
Barwidgee	0	M	4
Barwidgee	1	F	44
Barwidgee	1	M	44
Barwite	0	F	3
Barwite	0	M	4
Barwite	1	F	98
Barwite	1	M	106
Barwon Downs	1	F	52
Barwon Downs	1	M	76
Barwon Heads	0	F	53
Barwon Heads	0	M	31
Barwon Heads	1	F	1840
Barwon Heads	1	M	1767
Basalt (Vic.)	1	F	3
Basalt (Vic.)	1	M	3
Bass	0	F	10
Bass	0	M	4
Bass	1	F	157
Bass	1	M	167
Batesford	0	F	37
Batesford	0	M	42
Batesford	1	F	415
Batesford	1	M	421
Bathumi	1	F	33
Bathumi	1	M	27
Baw Baw Village	0	F	3
Baw Baw Village	1	F	6
Baw Baw Village	1	M	9
Baxter	0	F	68
Baxter	0	M	50
Baxter	1	F	951
Baxter	1	M	944
Bayindeen	1	F	10
Bayindeen	1	M	5
Bayles	0	F	9
Bayles	0	M	10
Bayles	1	F	213
Bayles	1	M	194
Baynton (Vic.)	0	F	4
Baynton (Vic.)	0	M	3
Baynton (Vic.)	1	F	40
Baynton (Vic.)	1	M	52
Bayswater (Vic.)	0	F	1665
Bayswater (Vic.)	0	M	1485
Bayswater (Vic.)	1	F	4027
Bayswater (Vic.)	1	M	3957
Bayswater North	0	F	734
Bayswater North	0	M	708
Bayswater North	1	F	3493
Bayswater North	1	M	3337
Beaconsfield (Vic.)	0	F	249
Beaconsfield (Vic.)	0	M	250
Beaconsfield (Vic.)	1	F	2993
Beaconsfield (Vic.)	1	M	2988
Beaconsfield Upper	0	F	61
Beaconsfield Upper	0	M	54
Beaconsfield Upper	1	F	1255
Beaconsfield Upper	1	M	1354
Bealiba	0	F	7
Bealiba	0	M	7
Bealiba	1	F	74
Bealiba	1	M	96
Bearii	0	F	10
Bearii	0	M	10
Bearii	1	F	50
Bearii	1	M	62
Bears Lagoon	1	F	36
Bears Lagoon	1	M	25
Beauchamp	0	F	3
Beauchamp	1	F	20
Beauchamp	1	M	17
Beaufort (Vic.)	0	F	26
Beaufort (Vic.)	0	M	23
Beaufort (Vic.)	1	F	677
Beaufort (Vic.)	1	M	679
Beaumaris (Vic.)	0	F	687
Beaumaris (Vic.)	0	M	579
Beaumaris (Vic.)	1	F	5934
Beaumaris (Vic.)	1	M	5497
Beazleys Bridge	1	F	10
Beazleys Bridge	1	M	6
Beeac	0	M	3
Beeac	1	F	154
Beeac	1	M	173
Beech Forest	0	F	3
Beech Forest	0	M	3
Beech Forest	1	F	33
Beech Forest	1	M	41
Beechworth	0	F	92
Beechworth	0	M	66
Beechworth	1	F	1724
Beechworth	1	M	1545
Beenak	1	F	7
Beenak	1	M	8
Belgrave	0	F	153
Belgrave	0	M	119
Belgrave	1	F	1768
Belgrave	1	M	1728
Belgrave Heights	0	F	36
Belgrave Heights	0	M	40
Belgrave Heights	1	F	612
Belgrave Heights	1	M	603
Belgrave South	0	F	42
Belgrave South	0	M	46
Belgrave South	1	F	729
Belgrave South	1	M	777
Bell Park	0	F	978
Bell Park	0	M	869
Bell Park	1	F	1491
Bell Park	1	M	1423
Bell Post Hill	0	F	730
Bell Post Hill	0	M	658
Bell Post Hill	1	F	1663
Bell Post Hill	1	M	1593
Bellarine	0	M	5
Bellarine	1	F	72
Bellarine	1	M	67
Bellbrae	0	F	10
Bellbrae	0	M	5
Bellbrae	1	F	427
Bellbrae	1	M	388
Bellbridge	0	F	5
Bellbridge	0	M	4
Bellbridge	1	F	157
Bellbridge	1	M	175
Bellellen	1	F	27
Bellellen	1	M	24
Bellfield (Banyule - Vic.)	0	F	364
Bellfield (Banyule - Vic.)	0	M	319
Bellfield (Banyule - Vic.)	1	F	508
Bellfield (Banyule - Vic.)	1	M	504
Bells Beach	0	F	3
Bells Beach	0	M	3
Bells Beach	1	F	60
Bells Beach	1	M	59
Belmont (Vic.)	0	F	630
Belmont (Vic.)	0	M	680
Belmont (Vic.)	1	F	6311
Belmont (Vic.)	1	M	5706
Bemm River	1	F	19
Bemm River	1	M	39
Bena	0	F	5
Bena	0	M	4
Bena	1	F	132
Bena	1	M	135
Benalla	0	F	177
Benalla	0	M	159
Benalla	1	F	4832
Benalla	1	M	4386
Benambra	0	F	3
Benambra	0	M	4
Benambra	1	F	54
Benambra	1	M	74
Benayeo	1	F	26
Benayeo	1	M	33
Bend Of Islands	0	F	6
Bend Of Islands	0	M	6
Bend Of Islands	1	F	125
Bend Of Islands	1	M	140
Bendigo	0	F	182
Bendigo	0	M	202
Bendigo	1	F	2357
Bendigo	1	M	2280
Bendoc	1	F	45
Bendoc	1	M	51
Bengworden	1	F	24
Bengworden	1	M	32
Benjeroop	1	F	16
Benjeroop	1	M	26
Benloch	0	M	7
Benloch	1	F	59
Benloch	1	M	53
Bennison	1	F	22
Bennison	1	M	19
Bentleigh	0	F	2487
Bentleigh	0	M	2180
Bentleigh	1	F	5545
Bentleigh	1	M	5284
Bentleigh East	0	F	4603
Bentleigh East	0	M	4208
Bentleigh East	1	F	8994
Bentleigh East	1	M	8713
Benwerrin	1	M	7
Beremboke	0	F	3
Beremboke	1	F	71
Beremboke	1	M	68
Berrimal	1	F	18
Berrimal	1	M	22
Berringa	0	F	7
Berringa	0	M	3
Berringa	1	F	71
Berringa	1	M	71
Berringama	1	F	12
Berringama	1	M	17
Berriwillock	1	F	77
Berriwillock	1	M	90
Berrybank	1	F	16
Berrybank	1	M	17
Berrys Creek	0	F	3
Berrys Creek	0	M	4
Berrys Creek	1	F	69
Berrys Creek	1	M	72
Berwick	0	F	5804
Berwick	0	M	5219
Berwick	1	F	17818
Berwick	1	M	17104
Bessiebelle	1	F	42
Bessiebelle	1	M	56
Bet Bet	1	F	55
Bet Bet	1	M	59
Bete Bolong	1	F	43
Bete Bolong	1	M	48
Bete Bolong North	1	M	11
Bethanga	0	F	11
Bethanga	0	M	11
Bethanga	1	F	218
Bethanga	1	M	211
Betley	0	F	3
Betley	0	M	3
Betley	1	F	40
Betley	1	M	52
Beulah (Vic.)	1	F	131
Beulah (Vic.)	1	M	166
Beverford	0	F	4
Beverford	0	M	11
Beverford	1	F	158
Beverford	1	M	144
Beveridge	0	F	200
Beveridge	0	M	234
Beveridge	1	F	865
Beveridge	1	M	877
Big Hill (Greater Bendigo - Vic.)	0	F	3
Big Hill (Greater Bendigo - Vic.)	0	M	3
Big Hill (Greater Bendigo - Vic.)	1	F	122
Big Hill (Greater Bendigo - Vic.)	1	M	110
Big Hill (Surf Coast - Vic.)	1	F	10
Big Hill (Surf Coast - Vic.)	1	M	10
Big Pats Creek	1	F	33
Big Pats Creek	1	M	40
Biggara	1	F	18
Biggara	1	M	28
Bimbourie	1	F	3
Bimbourie	1	M	4
Bindi	1	F	20
Bindi	1	M	21
Binginwarri	1	F	64
Binginwarri	1	M	67
Birchip	0	F	17
Birchip	0	M	16
Birchip	1	F	307
Birchip	1	M	299
Birchip West	1	F	3
Birchip West	1	M	3
Birdwoodton	0	F	29
Birdwoodton	0	M	17
Birdwoodton	1	F	264
Birdwoodton	1	M	281
Birregurra	0	F	9
Birregurra	0	M	8
Birregurra	1	F	358
Birregurra	1	M	386
Bittern	0	F	46
Bittern	0	M	30
Bittern	1	F	1673
Bittern	1	M	1745
Black Hill (Vic.)	0	F	81
Black Hill (Vic.)	0	M	73
Black Hill (Vic.)	1	F	982
Black Hill (Vic.)	1	M	858
Black Range (Vic.)	0	F	3
Black Range (Vic.)	1	F	66
Black Range (Vic.)	1	M	85
Black Rock (Vic.)	0	F	400
Black Rock (Vic.)	0	M	328
Black Rock (Vic.)	1	F	2644
Black Rock (Vic.)	1	M	2517
Blackburn	0	F	1819
Blackburn	0	M	1611
Blackburn	1	F	5051
Blackburn	1	M	4900
Blackburn North	0	F	1375
Blackburn North	0	M	1270
Blackburn North	1	F	2346
Blackburn North	1	M	2223
Blackburn South	0	F	1779
Blackburn South	0	M	1513
Blackburn South	1	F	3609
Blackburn South	1	M	3401
Blackwarry	1	F	12
Blackwarry	1	M	11
Blackwood (Vic.)	0	F	7
Blackwood (Vic.)	0	M	10
Blackwood (Vic.)	1	F	115
Blackwood (Vic.)	1	M	129
Blairgowrie	0	F	58
Blairgowrie	0	M	48
Blairgowrie	1	F	1013
Blairgowrie	1	M	978
Blakeville	1	F	15
Blakeville	1	M	19
Blampied	0	F	8
Blampied	0	M	8
Blampied	1	F	82
Blampied	1	M	94
Blind Bight	0	F	19
Blind Bight	0	M	23
Blind Bight	1	F	564
Blind Bight	1	M	570
Blowhard	1	F	36
Blowhard	1	M	44
Bo Peep	1	F	9
Bo Peep	1	M	14
Bobinawarrah	1	F	41
Bobinawarrah	1	M	40
Bochara	1	F	40
Bochara	1	M	35
Bogong	1	F	3
Boho	1	F	40
Boho	1	M	24
Boho South	0	F	3
Boho South	1	F	32
Boho South	1	M	31
Boigbeat	1	F	3
Boigbeat	1	M	6
Boinka	1	F	5
Boinka	1	M	5
Boisdale	0	F	7
Boisdale	0	M	3
Boisdale	1	F	134
Boisdale	1	M	120
Bolinda	0	F	5
Bolinda	0	M	4
Bolinda	1	F	78
Bolinda	1	M	85
Bolton	1	F	4
Bolton	1	M	5
Bolwarra (Vic.)	0	F	10
Bolwarra (Vic.)	0	M	3
Bolwarra (Vic.)	1	F	265
Bolwarra (Vic.)	1	M	281
Bolwarrah	1	F	17
Bolwarrah	1	M	12
Bona Vista	0	M	3
Bona Vista	1	F	48
Bona Vista	1	M	54
Bonang	1	F	23
Bonang	1	M	25
Bonbeach	0	F	415
Bonbeach	0	M	346
Bonbeach	1	F	2611
Bonbeach	1	M	2478
