SSC_NAME16	AustCitizen	Sex	persons
Collarenebri	0	M	26
Collarenebri	1	F	284
Collarenebri	1	M	317
Collaroy (NSW)	0	F	698
Collaroy (NSW)	0	M	616
Collaroy (NSW)	1	F	3327
Collaroy (NSW)	1	M	3226
Collaroy Plateau	0	F	288
Collaroy Plateau	0	M	279
Collaroy Plateau	1	F	2124
Collaroy Plateau	1	M	2080
Collector	0	F	22
Collector	0	M	21
Collector	1	F	142
Collector	1	M	133
Collendina	0	F	3
Collendina	0	M	9
Collendina	1	F	45
Collendina	1	M	49
Collerina	0	F	2
Collerina	0	M	-4
Collerina	1	F	22
Collerina	1	M	28
Collie (NSW)	0	F	8
Collie (NSW)	0	M	18
Collie (NSW)	1	F	78
Collie (NSW)	1	M	82
Collingullie	0	F	17
Collingullie	0	M	20
Collingullie	1	F	95
Collingullie	1	M	92
Collingwood (NSW)	0	F	4
Collingwood (NSW)	0	M	4
Collingwood (NSW)	1	F	18
Collingwood (NSW)	1	M	21
Collins Creek	0	F	13
Collins Creek	0	M	11
Collins Creek	1	F	49
Collins Creek	1	M	59
Collombatti	0	F	46
Collombatti	0	M	45
Collombatti	1	F	267
Collombatti	1	M	294
Collum Collum	0	F	0
Collum Collum	0	M	0
Collum Collum	1	F	0
Collum Collum	1	M	0
Colly Blue	0	F	1
Colly Blue	0	M	9
Colly Blue	1	F	12
Colly Blue	1	M	12
Colo (Bathurst Regional - NSW)	0	F	3
Colo (Bathurst Regional - NSW)	0	M	3
Colo (Bathurst Regional - NSW)	1	F	0
Colo (Bathurst Regional - NSW)	1	M	0
Colo (Hawkesbury - NSW)	0	F	7
Colo (Hawkesbury - NSW)	0	M	6
Colo (Hawkesbury - NSW)	1	F	21
Colo (Hawkesbury - NSW)	1	M	32
Colo Heights	0	F	36
Colo Heights	0	M	32
Colo Heights	1	F	126
Colo Heights	1	M	145
Colo Vale	0	F	87
Colo Vale	0	M	74
Colo Vale	1	F	720
Colo Vale	1	M	730
Colongra	0	F	0
Colongra	0	M	0
Colongra	1	F	0
Colongra	1	M	0
Colyton	0	F	646
Colyton	0	M	653
Colyton	1	F	3609
Colyton	1	M	3532
Comara	0	F	-1
Comara	0	M	4
Comara	1	F	6
Comara	1	M	5
Combaning	0	F	3
Combaning	0	M	6
Combaning	1	F	45
Combaning	1	M	58
Combara	0	F	11
Combara	0	M	9
Combara	1	F	30
Combara	1	M	26
Comberton	0	F	1
Comberton	0	M	5
Comberton	1	F	12
Comberton	1	M	10
Comboyne	0	F	18
Comboyne	0	M	23
Comboyne	1	F	216
Comboyne	1	M	194
Come By Chance	0	F	6
Come By Chance	0	M	2
Come By Chance	1	F	54
Come By Chance	1	M	58
Comerong Island	0	F	2
Comerong Island	0	M	0
Comerong Island	1	F	4
Comerong Island	1	M	4
Commissioners Creek	0	F	6
Commissioners Creek	0	M	10
Commissioners Creek	1	F	18
Commissioners Creek	1	M	26
Como (NSW)	0	F	176
Como (NSW)	0	M	160
Como (NSW)	1	F	1819
Como (NSW)	1	M	1819
Comobella	0	F	6
Comobella	0	M	5
Comobella	1	F	20
Comobella	1	M	29
Conargo	0	F	7
Conargo	0	M	10
Conargo	1	F	40
Conargo	1	M	59
Concord	0	F	1040
Concord	0	M	991
Concord	1	F	6460
Concord	1	M	6043
Concord West	0	F	442
Concord West	0	M	390
Concord West	1	F	2589
Concord West	1	M	2497
Condell Park	0	F	783
Condell Park	0	M	822
Condell Park	1	F	5008
Condell Park	1	M	4955
Condobolin	0	F	208
Condobolin	0	M	219
Condobolin	1	F	1559
Condobolin	1	M	1506
Condong	0	F	26
Condong	0	M	23
Condong	1	F	118
Condong	1	M	142
Coneac	0	F	12
Coneac	0	M	6
Coneac	1	F	4
Coneac	1	M	3
Congarinni	0	F	8
Congarinni	0	M	8
Congarinni	1	F	143
Congarinni	1	M	154
Congarinni North	0	F	22
Congarinni North	0	M	26
Congarinni North	1	F	162
Congarinni North	1	M	174
Congewai	0	F	8
Congewai	0	M	17
Congewai	1	F	84
Congewai	1	M	73
Congo	0	F	17
Congo	0	M	19
Congo	1	F	101
Congo	1	M	107
Conimbia	0	F	0
Conimbia	0	M	0
Conimbia	1	F	8
Conimbia	1	M	6
Coniston	0	F	190
Coniston	0	M	169
Coniston	1	F	952
Coniston	1	M	957
Conjola	0	F	7
Conjola	0	M	2
Conjola	1	F	66
Conjola	1	M	71
Conjola Park	0	F	16
Conjola Park	0	M	21
Conjola Park	1	F	150
Conjola Park	1	M	156
Connells Point	0	F	170
Connells Point	0	M	140
Connells Point	1	F	1283
Connells Point	1	M	1232
Constitution Hill	0	F	311
Constitution Hill	0	M	291
Constitution Hill	1	F	1756
Constitution Hill	1	M	1605
Coogee (NSW)	0	F	2334
Coogee (NSW)	0	M	2180
Coogee (NSW)	1	F	5713
Coogee (NSW)	1	M	4988
Cookamidgera	0	F	6
Cookamidgera	0	M	13
Cookamidgera	1	F	66
Cookamidgera	1	M	78
Cookardinia	0	F	-2
Cookardinia	0	M	0
Cookardinia	1	F	28
Cookardinia	1	M	37
Cooks Gap	0	F	47
Cooks Gap	0	M	40
Cooks Gap	1	F	222
Cooks Gap	1	M	224
Cooks Hill	0	F	226
Cooks Hill	0	M	208
Cooks Hill	1	F	1652
Cooks Hill	1	M	1527
Cooks Myalls	0	F	1
Cooks Myalls	0	M	-2
Cooks Myalls	1	F	20
Cooks Myalls	1	M	26
Coolabah	0	F	13
Coolabah	0	M	12
Coolabah	1	F	22
Coolabah	1	M	26
Coolac	0	F	-1
Coolac	0	M	7
Coolac	1	F	86
Coolac	1	M	121
Coolagolite	0	F	16
Coolagolite	0	M	13
Coolagolite	1	F	115
Coolagolite	1	M	129
Coolah	0	F	89
Coolah	0	M	85
Coolah	1	F	548
Coolah	1	M	568
Coolamon	0	F	118
Coolamon	0	M	114
Coolamon	1	F	1003
Coolamon	1	M	964
Coolangatta (NSW)	0	F	10
Coolangatta (NSW)	0	M	17
Coolangatta (NSW)	1	F	140
Coolangatta (NSW)	1	M	163
Coolangubra	0	F	0
Coolangubra	0	M	0
Coolangubra	1	F	0
Coolangubra	1	M	0
Coolatai	0	F	8
Coolatai	0	M	8
Coolatai	1	F	50
Coolatai	1	M	59
Cooleman	0	F	0
Cooleman	0	M	0
Cooleman	1	F	0
Cooleman	1	M	0
Cooleys Creek	0	F	0
Cooleys Creek	0	M	0
Cooleys Creek	1	F	3
Cooleys Creek	1	M	3
Coolgardie (NSW)	0	F	10
Coolgardie (NSW)	0	M	10
Coolgardie (NSW)	1	F	51
Coolgardie (NSW)	1	M	53
Coolongolook	0	F	27
Coolongolook	0	M	18
Coolongolook	1	F	172
Coolongolook	1	M	172
Coolringdon	0	F	-1
Coolringdon	0	M	-3
Coolringdon	1	F	33
Coolringdon	1	M	35
Coolumbooka	0	F	0
Coolumbooka	0	M	0
Coolumbooka	1	F	3
Coolumbooka	1	M	0
Coolumburra	0	F	0
Coolumburra	0	M	0
Coolumburra	1	F	0
Coolumburra	1	M	0
Cooma (NSW)	0	F	425
Cooma (NSW)	0	M	553
Cooma (NSW)	1	F	2896
Cooma (NSW)	1	M	2805
Coomba Bay	0	F	6
Coomba Bay	0	M	11
Coomba Bay	1	F	55
Coomba Bay	1	M	52
Coomba Park	0	F	51
Coomba Park	0	M	65
Coomba Park	1	F	245
Coomba Park	1	M	266
Coombadjha	0	F	0
Coombadjha	0	M	4
Coombadjha	1	F	7
Coombadjha	1	M	9
Coombell	0	F	2
Coombell	0	M	6
Coombell	1	F	10
Coombell	1	M	4
Coomealla	0	F	71
Coomealla	0	M	57
Coomealla	1	F	339
Coomealla	1	M	357
Coomoo Coomoo	0	F	0
Coomoo Coomoo	0	M	2
Coomoo Coomoo	1	F	4
Coomoo Coomoo	1	M	6
Coonabarabran	0	F	204
Coonabarabran	0	M	175
Coonabarabran	1	F	1529
Coonabarabran	1	M	1379
Coonamble	0	F	227
Coonamble	0	M	230
Coonamble	1	F	1165
Coonamble	1	M	1128
Coongbar	0	F	0
Coongbar	0	M	3
Coongbar	1	F	0
Coongbar	1	M	0
Cooperabung	0	F	17
Cooperabung	0	M	24
Cooperabung	1	F	117
Cooperabung	1	M	137
Coopernook	0	F	24
Coopernook	0	M	23
Coopernook	1	F	250
Coopernook	1	M	243
Coopers Gully	0	F	5
Coopers Gully	0	M	7
Coopers Gully	1	F	75
Coopers Gully	1	M	80
Coopers Shoot	0	F	32
Coopers Shoot	0	M	18
Coopers Shoot	1	F	100
Coopers Shoot	1	M	114
Cooplacurripa	0	F	4
Cooplacurripa	0	M	4
Cooplacurripa	1	F	3
Cooplacurripa	1	M	5
Coorabell	0	F	35
Coorabell	0	M	28
Coorabell	1	F	192
Coorabell	1	M	165
Cooranbong	0	F	316
Cooranbong	0	M	283
Cooranbong	1	F	2529
Cooranbong	1	M	2315
Cootamundra	0	F	272
Cootamundra	0	M	293
Cootamundra	1	F	3197
Cootamundra	1	M	3017
Cootralantra	0	F	9
Cootralantra	0	M	-3
Cootralantra	1	F	40
Cootralantra	1	M	45
Cooyal	0	F	0
Cooyal	0	M	4
Cooyal	1	F	47
Cooyal	1	M	59
Copacabana	0	F	127
Copacabana	0	M	147
Copacabana	1	F	1209
Copacabana	1	M	1246
Cope	0	F	15
Cope	0	M	14
Cope	1	F	44
Cope	1	M	52
Copeland	0	F	-3
Copeland	0	M	9
Copeland	1	F	31
Copeland	1	M	28
Copeton	0	F	4
Copeton	0	M	3
Copeton	1	F	18
Copeton	1	M	21
Copmanhurst	0	F	16
Copmanhurst	0	M	19
Copmanhurst	1	F	134
Copmanhurst	1	M	129
Coppabella (NSW)	0	F	0
Coppabella (NSW)	0	M	0
Coppabella (NSW)	1	F	4
Coppabella (NSW)	1	M	3
Copperhannia	0	F	3
Copperhannia	0	M	0
Copperhannia	1	F	0
Copperhannia	1	M	4
Coraki	0	F	91
Coraki	0	M	74
Coraki	1	F	576
Coraki	1	M	538
Coralville	0	F	10
Coralville	0	M	22
Coralville	1	F	51
Coralville	1	M	60
Coramba	0	F	41
Coramba	0	M	41
Coramba	1	F	362
Coramba	1	M	370
Corang	0	F	5
Corang	0	M	3
Corang	1	F	3
Corang	1	M	3
Corangula	0	F	3
Corangula	0	M	1
Corangula	1	F	10
Corangula	1	M	9
Corbie Hill	0	F	11
Corbie Hill	0	M	17
Corbie Hill	1	F	82
Corbie Hill	1	M	115
Cordeaux	0	F	0
Cordeaux	0	M	0
Cordeaux	1	F	0
Cordeaux	1	M	0
Cordeaux Heights	0	F	156
Cordeaux Heights	0	M	155
Cordeaux Heights	1	F	2105
Cordeaux Heights	1	M	2149
Coree	0	F	4
Coree	0	M	0
Coree	1	F	16
Coree	1	M	19
Coreen	0	F	6
Coreen	0	M	1
Coreen	1	F	46
Coreen	1	M	57
Corindi Beach	0	F	85
Corindi Beach	0	M	102
Corindi Beach	1	F	760
Corindi Beach	1	M	733
Corinella (NSW)	0	F	5
Corinella (NSW)	0	M	10
Corinella (NSW)	1	F	28
Corinella (NSW)	1	M	28
Corlette	0	F	247
Corlette	0	M	232
Corlette	1	F	2574
Corlette	1	M	2306
Corndale (NSW)	0	F	9
Corndale (NSW)	0	M	12
Corndale (NSW)	1	F	148
Corndale (NSW)	1	M	149
Corney Town	0	F	3
Corney Town	0	M	-1
Corney Town	1	F	28
Corney Town	1	M	42
Cornwallis	0	F	10
Cornwallis	0	M	1
Cornwallis	1	F	17
Cornwallis	1	M	22
Corobimilla	0	F	3
Corobimilla	0	M	0
Corobimilla	1	F	34
Corobimilla	1	M	37
Corowa	0	F	257
Corowa	0	M	248
Corowa	1	F	2547
Corowa	1	M	2426
Corrabare	0	F	0
Corrabare	0	M	0
Corrabare	1	F	8
Corrabare	1	M	9
Corrimal	0	F	355
Corrimal	0	M	326
Corrimal	1	F	3020
Corrimal	1	M	2817
Corrong	0	F	0
Corrong	0	M	0
Corrong	1	F	0
Corrong	1	M	0
Corrowong	0	F	0
Corrowong	0	M	3
Corrowong	1	F	3
Corrowong	1	M	3
Corunna	0	F	2
Corunna	0	M	0
Corunna	1	F	25
Corunna	1	M	34
Cottage Point	0	F	12
Cottage Point	0	M	17
Cottage Point	1	F	40
Cottage Point	1	M	35
Cottonvale (NSW)	0	F	4
Cottonvale (NSW)	0	M	0
Cottonvale (NSW)	1	F	10
Cottonvale (NSW)	1	M	11
Cougal	0	F	-2
Cougal	0	M	8
Cougal	1	F	10
Cougal	1	M	19
Countegany	0	F	0
Countegany	0	M	1
Countegany	1	F	13
Countegany	1	M	17
Courabyra	0	F	6
Courabyra	0	M	8
Courabyra	1	F	43
Courabyra	1	M	43
Couradda	0	F	8
Couradda	0	M	7
Couradda	1	F	18
Couradda	1	M	26
Couragago	0	F	4
Couragago	0	M	2
Couragago	1	F	3
Couragago	1	M	3
Couridjah	0	F	13
Couridjah	0	M	7
Couridjah	1	F	135
Couridjah	1	M	145
Coutts Crossing	0	F	43
Coutts Crossing	0	M	35
Coutts Crossing	1	F	511
Coutts Crossing	1	M	473
Cow Flat	0	F	8
Cow Flat	0	M	9
Cow Flat	1	F	24
Cow Flat	1	M	25
Cowabbie	0	F	0
Cowabbie	0	M	0
Cowabbie	1	F	6
Cowabbie	1	M	6
Cowan	0	F	25
Cowan	0	M	23
Cowan	1	F	295
Cowan	1	M	306
Cowper	0	F	3
Cowper	0	M	3
Cowper	1	F	40
Cowper	1	M	41
Cowra	0	F	492
Cowra	0	M	453
Cowra	1	F	4680
Cowra	1	M	4433
Coxs Creek	0	F	6
Coxs Creek	0	M	4
Coxs Creek	1	F	19
Coxs Creek	1	M	26
Coxs Crown	0	F	0
Coxs Crown	0	M	0
Coxs Crown	1	F	6
Coxs Crown	1	M	3
Crabbes Creek	0	F	25
Crabbes Creek	0	M	22
Crabbes Creek	1	F	118
Crabbes Creek	1	M	128
Crackenback	0	F	19
Crackenback	0	M	24
Crackenback	1	F	69
Crackenback	1	M	86
Craigie (NSW)	0	F	3
Craigie (NSW)	0	M	7
Craigie (NSW)	1	F	12
Craigie (NSW)	1	M	10
Cranebrook	0	F	868
Cranebrook	0	M	784
Cranebrook	1	F	7187
Cranebrook	1	M	6924
Crangan Bay	0	F	0
Crangan Bay	0	M	0
Crangan Bay	1	F	0
Crangan Bay	1	M	0
Craven	0	F	3
Craven	0	M	6
Craven	1	F	46
Craven	1	M	60
Craven Plateau	0	F	0
Craven Plateau	0	M	0
Craven Plateau	1	F	0
Craven Plateau	1	M	3
Crawford River	0	F	-5
Crawford River	0	M	0
Crawford River	1	F	25
Crawford River	1	M	23
Crawney	0	F	4
Crawney	0	M	2
Crawney	1	F	13
Crawney	1	M	16
Creewah	0	F	0
Creewah	0	M	-1
Creewah	1	F	14
Creewah	1	M	16
Cremorne (NSW)	0	F	1453
Cremorne (NSW)	0	M	1185
Cremorne (NSW)	1	F	4661
Cremorne (NSW)	1	M	3921
Cremorne Point	0	F	260
Cremorne Point	0	M	254
Cremorne Point	1	F	987
Cremorne Point	1	M	910
Crescent Head	0	F	95
Crescent Head	0	M	86
Crescent Head	1	F	653
Crescent Head	1	M	698
Crestwood	0	F	424
Crestwood	0	M	436
Crestwood	1	F	1818
Crestwood	1	M	1925
Cringila	0	F	160
Cringila	0	M	200
Cringila	1	F	900
Cringila	1	M	938
Croki	0	F	0
Croki	0	M	0
Croki	1	F	25
Croki	1	M	26
Cromer (NSW)	0	F	445
Cromer (NSW)	0	M	409
Cromer (NSW)	1	F	3478
Cromer (NSW)	1	M	3258
Cronulla	0	F	1468
Cronulla	0	M	1383
Cronulla	1	F	7694
Cronulla	1	M	7531
Crooble	0	F	-1
Crooble	0	M	6
Crooble	1	F	30
Crooble	1	M	28
Croobyar	0	F	10
Croobyar	0	M	6
Croobyar	1	F	67
Croobyar	1	M	77
Crooked Corner	0	F	4
Crooked Corner	0	M	13
Crooked Corner	1	F	18
Crooked Corner	1	M	22
Crookwell	0	F	115
Crookwell	0	M	114
Crookwell	1	F	1224
Crookwell	1	M	1190
Croom	0	F	2
Croom	0	M	11
Croom	1	F	52
Croom	1	M	47
Croppa Creek	0	F	11
Croppa Creek	0	M	4
Croppa Creek	1	F	49
Croppa Creek	1	M	56
Cross Roads (NSW)	0	F	-3
Cross Roads (NSW)	0	M	0
Cross Roads (NSW)	1	F	12
Cross Roads (NSW)	1	M	10
Crosslands	0	F	21
Crosslands	0	M	20
Crosslands	1	F	283
Crosslands	1	M	244
Croudace Bay	0	F	20
Croudace Bay	0	M	22
Croudace Bay	1	F	273
Croudace Bay	1	M	256
Crowdy Bay National Park	0	F	0
Crowdy Bay National Park	0	M	3
Crowdy Bay National Park	1	F	0
Crowdy Bay National Park	1	M	0
Crowdy Head	0	F	2
Crowdy Head	0	M	1
Crowdy Head	1	F	34
Crowdy Head	1	M	38
Crows Nest (NSW)	0	F	688
Crows Nest (NSW)	0	M	622
Crows Nest (NSW)	1	F	1787
Crows Nest (NSW)	1	M	1701
Crowther	0	F	2
Crowther	0	M	1
Crowther	1	F	22
Crowther	1	M	29
Crowther Island	0	F	0
Crowther Island	0	M	0
Crowther Island	1	F	0
Crowther Island	1	M	0
Croydon (NSW)	0	F	998
Croydon (NSW)	0	M	961
Croydon (NSW)	1	F	4557
Croydon (NSW)	1	M	4102
Croydon Park (NSW)	0	F	951
Croydon Park (NSW)	0	M	874
Croydon Park (NSW)	1	F	4850
Croydon Park (NSW)	1	M	4343
Crudine	0	F	4
Crudine	0	M	6
Crudine	1	F	30
Crudine	1	M	23
Cryon	0	F	3
Cryon	0	M	0
Cryon	1	F	15
Cryon	1	M	25
Crystal Creek (NSW)	0	F	13
Crystal Creek (NSW)	0	M	12
Crystal Creek (NSW)	1	F	121
Crystal Creek (NSW)	1	M	112
Cubba	0	F	0
Cubba	0	M	1
Cubba	1	F	14
Cubba	1	M	16
Cudal	0	F	21
Cudal	0	M	22
Cudal	1	F	241
Cudal	1	M	275
Cudgegong	0	F	6
Cudgegong	0	M	-2
Cudgegong	1	F	18
Cudgegong	1	M	20
Cudgel	0	F	6
Cudgel	0	M	0
Cudgel	1	F	12
Cudgel	1	M	19
Cudgen	0	F	42
Cudgen	0	M	29
Cudgen	1	F	389
Cudgen	1	M	389
Cudgera Creek	0	F	18
Cudgera Creek	0	M	20
Cudgera Creek	1	F	139
Cudgera Creek	1	M	152
Cudmirrah	0	F	10
Cudmirrah	0	M	6
Cudmirrah	1	F	117
Cudmirrah	1	M	142
Culburra Beach	0	F	154
Culburra Beach	0	M	165
Culburra Beach	1	F	1281
Culburra Beach	1	M	1276
Culcairn	0	F	73
Culcairn	0	M	70
Culcairn	1	F	639
Culcairn	1	M	690
Cullen Bullen	0	F	44
Cullen Bullen	0	M	34
Cullen Bullen	1	F	91
Cullen Bullen	1	M	104
Cullenbone	0	F	1
Cullenbone	0	M	5
Cullenbone	1	F	18
Cullenbone	1	M	17
Cullendore	0	F	-2
Cullendore	0	M	-1
Cullendore	1	F	8
Cullendore	1	M	7
Cullerin	0	F	0
Cullerin	0	M	3
Cullerin	1	F	15
Cullerin	1	M	17
Cullivel	0	F	0
Cullivel	0	M	1
Cullivel	1	F	4
Cullivel	1	M	10
Culmaran Creek	0	F	0
Culmaran Creek	0	M	0
Culmaran Creek	1	F	3
Culmaran Creek	1	M	6
Cumbalum	0	F	69
Cumbalum	0	M	63
Cumbalum	1	F	703
Cumbalum	1	M	687
Cumbandry	0	F	0
Cumbandry	0	M	3
Cumbandry	1	F	10
Cumbandry	1	M	7
Cumberland Reach	0	F	15
Cumberland Reach	0	M	6
Cumberland Reach	1	F	72
Cumberland Reach	1	M	91
Cumbo	0	F	3
Cumbo	0	M	-2
Cumbo	1	F	3
Cumbo	1	M	9
Cumborah	0	F	37
Cumborah	0	M	40
Cumborah	1	F	68
Cumborah	1	M	105
Cumnock	0	F	21
Cumnock	0	M	18
Cumnock	1	F	179
Cumnock	1	M	226
Cundle Flat	0	F	4
Cundle Flat	0	M	0
Cundle Flat	1	F	3
Cundle Flat	1	M	8
Cundletown	0	F	72
Cundletown	0	M	70
Cundletown	1	F	1014
Cundletown	1	M	904
Cundumbul	0	F	4
Cundumbul	0	M	3
Cundumbul	1	F	18
Cundumbul	1	M	14
Cunjurong Point	0	F	3
Cunjurong Point	0	M	4
Cunjurong Point	1	F	36
Cunjurong Point	1	M	35
Cunningar	0	F	5
Cunningar	0	M	1
Cunningar	1	F	70
Cunningar	1	M	68
Cunninyeuk	0	F	0
Cunninyeuk	0	M	0
Cunninyeuk	1	F	15
Cunninyeuk	1	M	18
Curban	0	F	1
Curban	0	M	6
Curban	1	F	59
Curban	1	M	57
Curl Curl	0	F	202
Curl Curl	0	M	207
Curl Curl	1	F	968
Curl Curl	1	M	1038
Curlew Waters	0	F	0
Curlew Waters	0	M	3
Curlew Waters	1	F	4
Curlew Waters	1	M	8
Curlewis (NSW)	0	F	32
Curlewis (NSW)	0	M	26
Curlewis (NSW)	1	F	336
Curlewis (NSW)	1	M	376
Curlwaa	0	F	21
Curlwaa	0	M	22
Curlwaa	1	F	157
Curlwaa	1	M	187
Curra Creek	0	F	10
Curra Creek	0	M	8
Curra Creek	1	F	20
Curra Creek	1	M	32
Currabubula	0	F	20
Currabubula	0	M	16
Currabubula	1	F	153
Currabubula	1	M	146
Curragh	0	F	0
Curragh	0	M	0
Curragh	1	F	0
Curragh	1	M	0
Curramore (NSW)	0	F	11
Curramore (NSW)	0	M	2
Curramore (NSW)	1	F	87
Curramore (NSW)	1	M	95
Currans Hill	0	F	243
Currans Hill	0	M	248
Currans Hill	1	F	2468
Currans Hill	1	M	2345
Currarong	0	F	29
Currarong	0	M	31
Currarong	1	F	183
Currarong	1	M	208
Currawang	0	F	22
Currawang	0	M	24
Currawang	1	F	72
Currawang	1	M	71
Currawarna	0	F	21
Currawarna	0	M	24
Currawarna	1	F	69
Currawarna	1	M	80
Curraweela	0	F	-2
Curraweela	0	M	7
Curraweela	1	F	18
Curraweela	1	M	20
Curricabark	0	F	4
Curricabark	0	M	0
Curricabark	1	F	0
Curricabark	1	M	4
Currowan	0	F	8
Currowan	0	M	1
Currowan	1	F	18
Currowan	1	M	30
Cuttabri	0	F	1
Cuttabri	0	M	0
Cuttabri	1	F	17
Cuttabri	1	M	20
Cuttagee	0	F	7
Cuttagee	0	M	1
Cuttagee	1	F	25
Cuttagee	1	M	25
Dabee	0	F	4
Dabee	0	M	3
Dabee	1	F	10
Dabee	1	M	25
Daceyville	0	F	121
Daceyville	0	M	96
Daceyville	1	F	572
Daceyville	1	M	424
Dairy Arm	0	F	0
Dairy Arm	0	M	-1
Dairy Arm	1	F	11
Dairy Arm	1	M	16
Dairy Flat	0	F	0
Dairy Flat	0	M	4
Dairy Flat	1	F	4
Dairy Flat	1	M	10
Dairymans Plains	0	F	9
Dairymans Plains	0	M	0
Dairymans Plains	1	F	66
Dairymans Plains	1	M	79
Daleys Point	0	F	44
Daleys Point	0	M	30
Daleys Point	1	F	325
Daleys Point	1	M	285
Dalgety	0	F	5
Dalgety	0	M	11
Dalgety	1	F	85
Dalgety	1	M	107
Dalmeny	0	F	95
Dalmeny	0	M	100
Dalmeny	1	F	930
Dalmeny	1	M	807
Dalmorton	0	F	3
Dalmorton	0	M	0
Dalmorton	1	F	0
Dalmorton	1	M	0
Dalswinton	0	F	6
Dalswinton	0	M	5
Dalswinton	1	F	22
Dalswinton	1	M	23
Dalton	0	F	12
Dalton	0	M	1
Dalton	1	F	85
Dalton	1	M	99
Dalwood (Ballina - NSW)	0	F	10
Dalwood (Ballina - NSW)	0	M	5
Dalwood (Ballina - NSW)	1	F	111
Dalwood (Ballina - NSW)	1	M	105
Dalwood (Singleton - NSW)	0	F	-2
Dalwood (Singleton - NSW)	0	M	-1
Dalwood (Singleton - NSW)	1	F	53
Dalwood (Singleton - NSW)	1	M	56
Dandaloo	0	F	2
Dandaloo	0	M	10
Dandaloo	1	F	12
Dandaloo	1	M	17
Dandry	0	F	8
Dandry	0	M	10
Dandry	1	F	39
Dandry	1	M	39
Dangar Island	0	F	28
Dangar Island	0	M	23
Dangar Island	1	F	135
Dangar Island	1	M	115
Dangarsleigh	0	F	7
Dangarsleigh	0	M	16
Dangarsleigh	1	F	66
Dangarsleigh	1	M	65
Dangelong	0	F	3
Dangelong	0	M	0
Dangelong	1	F	0
Dangelong	1	M	4
Dapto	0	F	462
Dapto	0	M	459
Dapto	1	F	5016
Dapto	1	M	4797
Darawank	0	F	18
Darawank	0	M	18
Darawank	1	F	173
Darawank	1	M	194
Darbalara	0	F	4
Darbalara	0	M	11
Darbalara	1	F	17
Darbalara	1	M	20
Darbys Falls	0	F	11
Darbys Falls	0	M	23
Darbys Falls	1	F	99
Darbys Falls	1	M	114
Dareton	0	F	27
Dareton	0	M	19
Dareton	1	F	220
Dareton	1	M	236
Dargan	0	F	6
Dargan	0	M	9
Dargan	1	F	34
Dargan	1	M	41
Dark Corner	0	F	0
Dark Corner	0	M	-3
Dark Corner	1	F	13
Dark Corner	1	M	10
Darkes Forest	0	F	5
Darkes Forest	0	M	4
Darkes Forest	1	F	54
Darkes Forest	1	M	52
Darkwood	0	F	11
Darkwood	0	M	16
Darkwood	1	F	77
Darkwood	1	M	71
Darling Point	0	F	542
Darling Point	0	M	455
Darling Point	1	F	1749
Darling Point	1	M	1442
Darlinghurst	0	F	1874
Darlinghurst	0	M	2624
Darlinghurst	1	F	2899
Darlinghurst	1	M	3923
Darlington (Singleton - NSW)	0	F	33
Darlington (Singleton - NSW)	0	M	19
Darlington (Singleton - NSW)	1	F	154
Darlington (Singleton - NSW)	1	M	162
Darlington (Sydney - NSW)	0	F	804
Darlington (Sydney - NSW)	0	M	612
Darlington (Sydney - NSW)	1	F	813
Darlington (Sydney - NSW)	1	M	870
Darlington Point	0	F	77
Darlington Point	0	M	86
Darlington Point	1	F	473
Darlington Point	1	M	525
Darlow	0	F	-3
Darlow	0	M	6
Darlow	1	F	16
Darlow	1	M	18
Dartbrook	0	F	0
Dartbrook	0	M	8
Dartbrook	1	F	48
Dartbrook	1	M	56
Daruka	0	F	15
Daruka	0	M	15
Daruka	1	F	384
Daruka	1	M	364
Davidson	0	F	174
Davidson	0	M	171
Davidson	1	F	1273
Davidson	1	M	1233
Davis Creek	0	F	5
Davis Creek	0	M	0
Davis Creek	1	F	7
Davis Creek	1	M	7
Davistown	0	F	95
Davistown	0	M	99
Davistown	1	F	1188
Davistown	1	M	1106
Dawes Point	0	F	38
Dawes Point	0	M	39
Dawes Point	1	F	146
Dawes Point	1	M	138
Daysdale	0	F	2
Daysdale	0	M	6
Daysdale	1	F	44
Daysdale	1	M	41
Dean Park	0	F	245
Dean Park	0	M	222
Dean Park	1	F	1411
Dean Park	1	M	1346
Deauville	0	F	-1
Deauville	0	M	4
Deauville	1	F	13
Deauville	1	M	12
Debenham	0	F	4
Debenham	0	M	3
Debenham	1	F	0
Debenham	1	M	0
Dee Why	0	F	3045
Dee Why	0	M	2898
Dee Why	1	F	7918
Dee Why	1	M	7654
Deep Creek (Clarence Valley - NSW)	0	F	0
Deep Creek (Clarence Valley - NSW)	0	M	0
Deep Creek (Clarence Valley - NSW)	1	F	4
Deep Creek (Clarence Valley - NSW)	1	M	4
Deep Creek (Kempsey - NSW)	0	F	4
Deep Creek (Kempsey - NSW)	0	M	6
Deep Creek (Kempsey - NSW)	1	F	40
Deep Creek (Kempsey - NSW)	1	M	43
Deep Creek (Kyogle - NSW)	0	F	0
Deep Creek (Kyogle - NSW)	0	M	0
Deep Creek (Kyogle - NSW)	1	F	13
Deep Creek (Kyogle - NSW)	1	M	13
Deepwater (NSW)	0	F	27
Deepwater (NSW)	0	M	27
Deepwater (NSW)	1	F	183
Deepwater (NSW)	1	M	196
Deer Vale	0	F	6
Deer Vale	0	M	5
Deer Vale	1	F	77
