SSC_NAME16	AustCitizen	Sex	persons
Deer Vale	1	M	76
Delegate	0	F	19
Delegate	0	M	22
Delegate	1	F	144
Delegate	1	M	165
Delungra	0	F	39
Delungra	0	M	34
Delungra	1	F	268
Delungra	1	M	304
Denham Court	0	F	162
Denham Court	0	M	210
Denham Court	1	F	755
Denham Court	1	M	861
Denhams Beach	0	F	51
Denhams Beach	0	M	51
Denhams Beach	1	F	276
Denhams Beach	1	M	272
Deniliquin	0	F	492
Deniliquin	0	M	495
Deniliquin	1	F	3567
Deniliquin	1	M	3313
Denistone	0	F	341
Denistone	0	M	305
Denistone	1	F	1546
Denistone	1	M	1559
Denistone East	0	F	209
Denistone East	0	M	192
Denistone East	1	F	939
Denistone East	1	M	913
Denistone West	0	F	66
Denistone West	0	M	68
Denistone West	1	F	399
Denistone West	1	M	396
Denman	0	F	60
Denman	0	M	76
Denman	1	F	830
Denman	1	M	822
Depot Beach	0	F	0
Depot Beach	0	M	1
Depot Beach	1	F	13
Depot Beach	1	M	8
Derriwong	0	F	1
Derriwong	0	M	14
Derriwong	1	F	18
Derriwong	1	M	8
Deua	0	F	0
Deua	0	M	0
Deua	1	F	0
Deua	1	M	0
Deua River Valley	0	F	9
Deua River Valley	0	M	9
Deua River Valley	1	F	26
Deua River Valley	1	M	32
Devils Hole	0	F	1
Devils Hole	0	M	6
Devils Hole	1	F	5
Devils Hole	1	M	7
Dewitt	0	F	3
Dewitt	0	M	0
Dewitt	1	F	3
Dewitt	1	M	5
Dharruk	0	F	280
Dharruk	0	M	255
Dharruk	1	F	1137
Dharruk	1	M	1106
Dhulura	0	F	3
Dhulura	0	M	-4
Dhulura	1	F	21
Dhulura	1	M	24
Dhuragoon	0	F	2
Dhuragoon	0	M	3
Dhuragoon	1	F	13
Dhuragoon	1	M	9
Diamond Beach	0	F	30
Diamond Beach	0	M	29
Diamond Beach	1	F	425
Diamond Beach	1	M	395
Diamond Head	0	F	3
Diamond Head	0	M	0
Diamond Head	1	F	0
Diamond Head	1	M	0
Diehard	0	F	6
Diehard	0	M	6
Diehard	1	F	15
Diehard	1	M	20
Diggers Camp	0	F	0
Diggers Camp	0	M	0
Diggers Camp	1	F	8
Diggers Camp	1	M	10
Dignams Creek	0	F	12
Dignams Creek	0	M	4
Dignams Creek	1	F	34
Dignams Creek	1	M	38
Dilkoon	0	F	4
Dilkoon	0	M	-1
Dilkoon	1	F	21
Dilkoon	1	M	23
Dilpurra	0	F	-2
Dilpurra	0	M	-1
Dilpurra	1	F	9
Dilpurra	1	M	12
Dingo Forest	0	F	0
Dingo Forest	0	M	0
Dingo Forest	1	F	0
Dingo Forest	1	M	0
Dinoga	0	F	6
Dinoga	0	M	3
Dinoga	1	F	26
Dinoga	1	M	28
Dirnaseer	0	F	8
Dirnaseer	0	M	13
Dirnaseer	1	F	26
Dirnaseer	1	M	36
Dirty Creek	0	F	8
Dirty Creek	0	M	5
Dirty Creek	1	F	33
Dirty Creek	1	M	43
Dobies Bight	0	F	4
Dobies Bight	0	M	10
Dobies Bight	1	F	49
Dobies Bight	1	M	70
Doctor George Mountain	0	F	8
Doctor George Mountain	0	M	6
Doctor George Mountain	1	F	25
Doctor George Mountain	1	M	24
Doctors Gap	0	F	6
Doctors Gap	0	M	0
Doctors Gap	1	F	13
Doctors Gap	1	M	18
Dog Rocks	0	F	4
Dog Rocks	0	M	3
Dog Rocks	1	F	0
Dog Rocks	1	M	0
Dolans Bay	0	F	17
Dolans Bay	0	M	14
Dolans Bay	1	F	282
Dolans Bay	1	M	282
Dolls Point	0	F	124
Dolls Point	0	M	112
Dolls Point	1	F	770
Dolls Point	1	M	653
Dollys Flat	0	F	4
Dollys Flat	0	M	7
Dollys Flat	1	F	33
Dollys Flat	1	M	35
Dolphin Point	0	F	16
Dolphin Point	0	M	11
Dolphin Point	1	F	80
Dolphin Point	1	M	91
Dombarton	0	F	6
Dombarton	0	M	3
Dombarton	1	F	69
Dombarton	1	M	62
Donald Creek	0	F	-1
Donald Creek	0	M	0
Donald Creek	1	F	18
Donald Creek	1	M	8
Dondingalong	0	F	34
Dondingalong	0	M	36
Dondingalong	1	F	298
Dondingalong	1	M	300
Doon Doon	0	F	10
Doon Doon	0	M	6
Doon Doon	1	F	33
Doon Doon	1	M	43
Doonbah	0	F	11
Doonbah	0	M	11
Doonbah	1	F	110
Doonbah	1	M	110
Doonside	0	F	1330
Doonside	0	M	1306
Doonside	1	F	5505
Doonside	1	M	5305
Dooralong	0	F	15
Dooralong	0	M	21
Dooralong	1	F	139
Dooralong	1	M	178
Dora Creek	0	F	75
Dora Creek	0	M	79
Dora Creek	1	F	720
Dora Creek	1	M	769
Dorrigo	0	F	54
Dorrigo	0	M	40
Dorrigo	1	F	591
Dorrigo	1	M	505
Dorrigo Mountain	0	F	5
Dorrigo Mountain	0	M	10
Dorrigo Mountain	1	F	40
Dorrigo Mountain	1	M	44
Dorroughby	0	F	20
Dorroughby	0	M	11
Dorroughby	1	F	52
Dorroughby	1	M	54
Double Bay	0	F	639
Double Bay	0	M	500
Double Bay	1	F	1969
Double Bay	1	M	1536
Doubtful Creek	0	F	3
Doubtful Creek	0	M	7
Doubtful Creek	1	F	58
Doubtful Creek	1	M	73
Douglas Park	0	F	75
Douglas Park	0	M	61
Douglas Park	1	F	587
Douglas Park	1	M	638
Dover Heights	0	F	284
Dover Heights	0	M	208
Dover Heights	1	F	1700
Dover Heights	1	M	1609
Downside	0	F	5
Downside	0	M	2
Downside	1	F	51
Downside	1	M	62
Doyalson	0	F	9
Doyalson	0	M	16
Doyalson	1	F	140
Doyalson	1	M	149
Doyalson North	0	F	27
Doyalson North	0	M	24
Doyalson North	1	F	179
Doyalson North	1	M	153
Doyles Creek	0	F	6
Doyles Creek	0	M	7
Doyles Creek	1	F	20
Doyles Creek	1	M	16
Doyles River	0	F	0
Doyles River	0	M	0
Doyles River	1	F	0
Doyles River	1	M	0
Drake	0	F	41
Drake	0	M	32
Drake	1	F	126
Drake	1	M	142
Drildool	0	F	-3
Drildool	0	M	4
Drildool	1	F	9
Drildool	1	M	7
Dripstone	0	F	6
Dripstone	0	M	10
Dripstone	1	F	31
Dripstone	1	M	33
Drummoyne	0	F	1174
Drummoyne	0	M	999
Drummoyne	1	F	5163
Drummoyne	1	M	4614
Dry Creek (NSW)	0	F	7
Dry Creek (NSW)	0	M	1
Dry Creek (NSW)	1	F	14
Dry Creek (NSW)	1	M	15
Dry Plain	0	F	8
Dry Plain	0	M	1
Dry Plain	1	F	10
Dry Plain	1	M	19
Dubbo	0	F	2291
Dubbo	0	M	2243
Dubbo	1	F	17902
Dubbo	1	M	16508
Duck Creek	0	F	0
Duck Creek	0	M	5
Duck Creek	1	F	24
Duck Creek	1	M	28
Duckenfield	0	F	2
Duckenfield	0	M	5
Duckenfield	1	F	52
Duckenfield	1	M	51
Duckmaloi	0	F	4
Duckmaloi	0	M	10
Duckmaloi	1	F	24
Duckmaloi	1	M	15
Dudley	0	F	78
Dudley	0	M	95
Dudley	1	F	1145
Dudley	1	M	1095
Duffys Forest	0	F	22
Duffys Forest	0	M	16
Duffys Forest	1	F	226
Duffys Forest	1	M	217
Dulguigan	0	F	4
Dulguigan	0	M	0
Dulguigan	1	F	57
Dulguigan	1	M	60
Dulwich Hill	0	F	1326
Dulwich Hill	0	M	1285
Dulwich Hill	1	F	5849
Dulwich Hill	1	M	5255
Dum Dum	0	F	10
Dum Dum	0	M	16
Dum Dum	1	F	38
Dum Dum	1	M	59
Dumaresq	0	F	-1
Dumaresq	0	M	3
Dumaresq	1	F	38
Dumaresq	1	M	33
Dumaresq Island	0	F	0
Dumaresq Island	0	M	0
Dumaresq Island	1	F	34
Dumaresq Island	1	M	29
Dumaresq Valley	0	F	0
Dumaresq Valley	0	M	2
Dumaresq Valley	1	F	22
Dumaresq Valley	1	M	17
Dumbudgery	0	F	0
Dumbudgery	0	M	0
Dumbudgery	1	F	0
Dumbudgery	1	M	0
Dunbible	0	F	14
Dunbible	0	M	20
Dunbible	1	F	154
Dunbible	1	M	164
Dunbogan	0	F	36
Dunbogan	0	M	46
Dunbogan	1	F	457
Dunbogan	1	M	458
Duncans Creek	0	F	4
Duncans Creek	0	M	4
Duncans Creek	1	F	25
Duncans Creek	1	M	22
Dundas (NSW)	0	F	690
Dundas (NSW)	0	M	587
Dundas (NSW)	1	F	1734
Dundas (NSW)	1	M	1726
Dundas Valley	0	F	634
Dundas Valley	0	M	577
Dundas Valley	1	F	2127
Dundas Valley	1	M	2073
Dundee	0	F	10
Dundee	0	M	8
Dundee	1	F	65
Dundee	1	M	74
Dundurrabin	0	F	5
Dundurrabin	0	M	10
Dundurrabin	1	F	33
Dundurrabin	1	M	47
Dunedoo	0	F	99
Dunedoo	0	M	107
Dunedoo	1	F	514
Dunedoo	1	M	498
Dungarubba	0	F	3
Dungarubba	0	M	7
Dungarubba	1	F	22
Dungarubba	1	M	28
Dungay	0	F	4
Dungay	0	M	7
Dungay	1	F	101
Dungay	1	M	107
Dungeree	0	F	0
Dungeree	0	M	0
Dungeree	1	F	0
Dungeree	1	M	0
Dungog	0	F	80
Dungog	0	M	67
Dungog	1	F	967
Dungog	1	M	909
Dungowan	0	F	23
Dungowan	0	M	12
Dungowan	1	F	176
Dungowan	1	M	190
Dunkeld (NSW)	0	F	-4
Dunkeld (NSW)	0	M	-2
Dunkeld (NSW)	1	F	22
Dunkeld (NSW)	1	M	25
Dunmore (NSW)	0	F	12
Dunmore (NSW)	0	M	6
Dunmore (NSW)	1	F	90
Dunmore (NSW)	1	M	100
Dunolly (NSW)	0	F	4
Dunolly (NSW)	0	M	5
Dunolly (NSW)	1	F	36
Dunolly (NSW)	1	M	40
Dunoon	0	F	28
Dunoon	0	M	29
Dunoon	1	F	318
Dunoon	1	M	307
Duns Creek	0	F	13
Duns Creek	0	M	11
Duns Creek	1	F	242
Duns Creek	1	M	280
Dunville Loop	0	F	5
Dunville Loop	0	M	0
Dunville Loop	1	F	3
Dunville Loop	1	M	3
Dural (Hornsby - NSW)	0	F	468
Dural (Hornsby - NSW)	0	M	421
Dural (Hornsby - NSW)	1	F	3426
Dural (Hornsby - NSW)	1	M	3255
Dural (Singleton - NSW)	0	F	0
Dural (Singleton - NSW)	0	M	0
Dural (Singleton - NSW)	1	F	0
Dural (Singleton - NSW)	1	M	0
Duramana	0	F	6
Duramana	0	M	7
Duramana	1	F	104
Duramana	1	M	91
Duranbah	0	F	18
Duranbah	0	M	23
Duranbah	1	F	94
Duranbah	1	M	99
Duri	0	F	25
Duri	0	M	26
Duri	1	F	234
Duri	1	M	244
Duroby	0	F	3
Duroby	0	M	7
Duroby	1	F	28
Duroby	1	M	24
Durran Durra	0	F	11
Durran Durra	0	M	9
Durran Durra	1	F	40
Durran Durra	1	M	45
Durras North	0	F	-4
Durras North	0	M	-3
Durras North	1	F	12
Durras North	1	M	17
Durren Durren	0	F	1
Durren Durren	0	M	2
Durren Durren	1	F	45
Durren Durren	1	M	30
Duval	0	F	0
Duval	0	M	0
Duval	1	F	0
Duval	1	M	0
Dyers Crossing	0	F	12
Dyers Crossing	0	M	20
Dyers Crossing	1	F	158
Dyers Crossing	1	M	151
Dyraaba	0	F	8
Dyraaba	0	M	8
Dyraaba	1	F	40
Dyraaba	1	M	41
Dyrring	0	F	8
Dyrring	0	M	3
Dyrring	1	F	35
Dyrring	1	M	48
Eagle Vale	0	F	326
Eagle Vale	0	M	331
Eagle Vale	1	F	2573
Eagle Vale	1	M	2555
Eagleton	0	F	6
Eagleton	0	M	3
Eagleton	1	F	97
Eagleton	1	M	102
Earlwood	0	F	1179
Earlwood	0	M	1152
Earlwood	1	F	7809
Earlwood	1	M	7602
East Albury	0	F	363
East Albury	0	M	300
East Albury	1	F	2861
East Albury	1	M	2579
East Ballina	0	F	277
East Ballina	0	M	249
East Ballina	1	F	2561
East Ballina	1	M	2485
East Branxton	0	F	102
East Branxton	0	M	94
East Branxton	1	F	815
East Branxton	1	M	802
East Coraki	0	F	10
East Coraki	0	M	1
East Coraki	1	F	97
East Coraki	1	M	95
East Corrimal	0	F	204
East Corrimal	0	M	183
East Corrimal	1	F	1496
East Corrimal	1	M	1520
East Gosford	0	F	309
East Gosford	0	M	286
East Gosford	1	F	1969
East Gosford	1	M	1678
East Gresford	0	F	6
East Gresford	0	M	6
East Gresford	1	F	148
East Gresford	1	M	149
East Hills	0	F	213
East Hills	0	M	201
East Hills	1	F	1396
East Hills	1	M	1401
East Jindabyne	0	F	37
East Jindabyne	0	M	41
East Jindabyne	1	F	305
East Jindabyne	1	M	312
East Kangaloon	0	F	9
East Kangaloon	0	M	5
East Kangaloon	1	F	29
East Kangaloon	1	M	43
East Kempsey	0	F	84
East Kempsey	0	M	72
East Kempsey	1	F	633
East Kempsey	1	M	563
East Killara	0	F	307
East Killara	0	M	284
East Killara	1	F	1174
East Killara	1	M	1211
East Kurrajong	0	F	122
East Kurrajong	0	M	105
East Kurrajong	1	F	940
East Kurrajong	1	M	1032
East Lindfield	0	F	239
East Lindfield	0	M	222
East Lindfield	1	F	1685
East Lindfield	1	M	1565
East Lismore	0	F	326
East Lismore	0	M	300
East Lismore	1	F	2344
East Lismore	1	M	2021
East Lynne	0	F	3
East Lynne	0	M	4
East Lynne	1	F	47
East Lynne	1	M	45
East Maitland	0	F	562
East Maitland	0	M	537
East Maitland	1	F	5503
East Maitland	1	M	5179
East Ryde	0	F	106
East Ryde	0	M	80
East Ryde	1	F	1165
East Ryde	1	M	1102
East Seaham	0	F	14
East Seaham	0	M	20
East Seaham	1	F	155
East Seaham	1	M	136
East Tamworth	0	F	316
East Tamworth	0	M	271
East Tamworth	1	F	2591
East Tamworth	1	M	2169
East Wagga Wagga	0	F	18
East Wagga Wagga	0	M	18
East Wagga Wagga	1	F	100
East Wagga Wagga	1	M	100
East Wardell	0	F	24
East Wardell	0	M	18
East Wardell	1	F	134
East Wardell	1	M	129
Eastern Creek	0	F	88
Eastern Creek	0	M	77
Eastern Creek	1	F	323
Eastern Creek	1	M	343
Eastgardens	0	F	65
Eastgardens	0	M	65
Eastgardens	1	F	372
Eastgardens	1	M	362
Eastlakes	0	F	896
Eastlakes	0	M	976
Eastlakes	1	F	2562
Eastlakes	1	M	2476
Eastwood (NSW)	0	F	2977
Eastwood (NSW)	0	M	2581
Eastwood (NSW)	1	F	6188
Eastwood (NSW)	1	M	6119
Eatonsville	0	F	9
Eatonsville	0	M	8
Eatonsville	1	F	104
Eatonsville	1	M	100
Ebenezer (NSW)	0	F	52
Ebenezer (NSW)	0	M	59
Ebenezer (NSW)	1	F	430
Ebenezer (NSW)	1	M	448
Ebor	0	F	6
Ebor	0	M	6
Ebor	1	F	69
Ebor	1	M	81
Eccleston	0	F	9
Eccleston	0	M	2
Eccleston	1	F	14
Eccleston	1	M	11
Edderton	0	F	0
Edderton	0	M	0
Edderton	1	F	0
Edderton	1	M	0
Eden	0	F	195
Eden	0	M	178
Eden	1	F	1414
Eden	1	M	1364
Eden Creek	0	F	13
Eden Creek	0	M	8
Eden Creek	1	F	58
Eden Creek	1	M	73
Edensor Park	0	F	681
Edensor Park	0	M	624
Edensor Park	1	F	4318
Edensor Park	1	M	4149
Edenville	0	F	5
Edenville	0	M	3
Edenville	1	F	32
Edenville	1	M	34
Edgecliff	0	F	405
Edgecliff	0	M	324
Edgecliff	1	F	1017
Edgecliff	1	M	832
Edgeroi	0	F	6
Edgeroi	0	M	9
Edgeroi	1	F	40
Edgeroi	1	M	51
Edgeworth	0	F	206
Edgeworth	0	M	194
Edgeworth	1	F	3005
Edgeworth	1	M	2801
Edith (NSW)	0	F	12
Edith (NSW)	0	M	8
Edith (NSW)	1	F	29
Edith (NSW)	1	M	44
Edmondson Park	0	F	241
Edmondson Park	0	M	208
Edmondson Park	1	F	906
Edmondson Park	1	M	919
Edrom	0	F	0
Edrom	0	M	0
Edrom	1	F	0
Edrom	1	M	0
Eenaweena	0	F	0
Eenaweena	0	M	2
Eenaweena	1	F	3
Eenaweena	1	M	9
Eglinton (NSW)	0	F	96
Eglinton (NSW)	0	M	81
Eglinton (NSW)	1	F	1051
Eglinton (NSW)	1	M	1027
Eighteen Mile	0	F	0
Eighteen Mile	0	M	0
Eighteen Mile	1	F	3
Eighteen Mile	1	M	0
Elands	0	F	16
Elands	0	M	27
Elands	1	F	80
Elands	1	M	84
Elanora Heights	0	F	196
Elanora Heights	0	M	215
Elanora Heights	1	F	2017
Elanora Heights	1	M	1935
Elcombe	0	F	2
Elcombe	0	M	1
Elcombe	1	F	20
Elcombe	1	M	11
Elderslie (Camden - NSW)	0	F	296
Elderslie (Camden - NSW)	0	M	285
Elderslie (Camden - NSW)	1	F	2814
Elderslie (Camden - NSW)	1	M	2610
Elderslie (Singleton - NSW)	0	F	0
Elderslie (Singleton - NSW)	0	M	6
Elderslie (Singleton - NSW)	1	F	57
Elderslie (Singleton - NSW)	1	M	62
Eleebana	0	F	192
Eleebana	0	M	216
Eleebana	1	F	2744
Eleebana	1	M	2607
Elermore Vale	0	F	267
Elermore Vale	0	M	215
Elermore Vale	1	F	2646
Elermore Vale	1	M	2396
Elizabeth Bay	0	F	813
Elizabeth Bay	0	M	801
Elizabeth Bay	1	F	1773
Elizabeth Bay	1	M	1823
Elizabeth Beach	0	F	14
Elizabeth Beach	0	M	5
Elizabeth Beach	1	F	91
Elizabeth Beach	1	M	104
Elizabeth Hills	0	F	191
Elizabeth Hills	0	M	169
Elizabeth Hills	1	F	1088
Elizabeth Hills	1	M	1086
Ellalong	0	F	58
Ellalong	0	M	48
Ellalong	1	F	502
Ellalong	1	M	487
Elland	0	F	24
Elland	0	M	26
Elland	1	F	130
Elland	1	M	154
Ellangowan (NSW)	0	F	21
Ellangowan (NSW)	0	M	27
Ellangowan (NSW)	1	F	131
Ellangowan (NSW)	1	M	149
Ellenborough	0	F	19
Ellenborough	0	M	17
Ellenborough	1	F	73
Ellenborough	1	M	78
Ellerslie (Snowy Valleys - NSW)	0	F	3
Ellerslie (Snowy Valleys - NSW)	0	M	-2
Ellerslie (Snowy Valleys - NSW)	1	F	28
Ellerslie (Snowy Valleys - NSW)	1	M	23
Ellerslie (Wentworth - NSW)	0	F	6
Ellerslie (Wentworth - NSW)	0	M	5
Ellerslie (Wentworth - NSW)	1	F	33
Ellerslie (Wentworth - NSW)	1	M	46
Ellerston	0	F	33
Ellerston	0	M	25
Ellerston	1	F	34
Ellerston	1	M	40
Ellis Lane	0	F	33
Ellis Lane	0	M	17
Ellis Lane	1	F	386
Ellis Lane	1	M	423
Elong Elong	0	F	3
Elong Elong	0	M	4
Elong Elong	1	F	57
Elong Elong	1	M	54
Elrington	0	F	-3
Elrington	0	M	3
Elrington	1	F	56
Elrington	1	M	57
Elsmore	0	F	54
Elsmore	0	M	53
Elsmore	1	F	126
Elsmore	1	M	121
Eltham (NSW)	0	F	13
Eltham (NSW)	0	M	16
Eltham (NSW)	1	F	166
Eltham (NSW)	1	M	147
Elvina Bay	0	F	14
Elvina Bay	0	M	10
Elvina Bay	1	F	27
Elvina Bay	1	M	36
Emerald Beach	0	F	115
Emerald Beach	0	M	94
Emerald Beach	1	F	1053
Emerald Beach	1	M	974
Emerald Hill	0	F	10
Emerald Hill	0	M	8
Emerald Hill	1	F	54
Emerald Hill	1	M	68
Emerton	0	F	292
Emerton	0	M	300
Emerton	1	F	834
Emerton	1	M	832
Emmaville	0	F	28
Emmaville	0	M	23
Emmaville	1	F	229
Emmaville	1	M	239
Empire Bay	0	F	99
Empire Bay	0	M	96
Empire Bay	1	F	1111
Empire Bay	1	M	1089
Empire Vale	0	F	8
Empire Vale	0	M	14
Empire Vale	1	F	68
Empire Vale	1	M	89
Emu Heights (NSW)	0	F	117
Emu Heights (NSW)	0	M	107
Emu Heights (NSW)	1	F	1534
Emu Heights (NSW)	1	M	1529
Emu Plains	0	F	544
Emu Plains	0	M	387
Emu Plains	1	F	3902
Emu Plains	1	M	3582
Emu Swamp	0	F	9
Emu Swamp	0	M	1
Emu Swamp	1	F	70
Emu Swamp	1	M	84
Endrick	0	F	0
Endrick	0	M	0
Endrick	1	F	0
Endrick	1	M	0
Enfield (NSW)	0	F	272
Enfield (NSW)	0	M	284
Enfield (NSW)	1	F	1162
Enfield (NSW)	1	M	1119
Engadine	0	F	609
Engadine	0	M	586
Engadine	1	F	8194
Engadine	1	M	7987
Englorie Park	0	F	54
Englorie Park	0	M	53
Englorie Park	1	F	169
Englorie Park	1	M	142
Enmore (Armidale Regional - NSW)	0	F	6
Enmore (Armidale Regional - NSW)	0	M	7
Enmore (Armidale Regional - NSW)	1	F	19
Enmore (Armidale Regional - NSW)	1	M	26
Enmore (Inner West - NSW)	0	F	417
Enmore (Inner West - NSW)	0	M	412
Enmore (Inner West - NSW)	1	F	1528
Enmore (Inner West - NSW)	1	M	1530
Enngonia	0	F	10
Enngonia	0	M	12
Enngonia	1	F	62
Enngonia	1	M	69
Environa	0	F	0
Environa	0	M	0
Environa	1	F	0
Environa	1	M	0
Epping (NSW)	0	F	3461
Epping (NSW)	0	M	3412
Epping (NSW)	1	F	8531
Epping (NSW)	1	M	8285
Eraring	0	F	9
Eraring	0	M	9
Eraring	1	F	94
Eraring	1	M	103
Eremerang	0	F	0
Eremerang	0	M	0
Eremerang	1	F	9
Eremerang	1	M	7
Erigolia	0	F	8
Erigolia	0	M	7
Erigolia	1	F	17
Erigolia	1	M	22
Erin Vale	0	F	6
Erin Vale	0	M	0
Erin Vale	1	F	24
Erin Vale	1	M	23
Erina	0	F	362
Erina	0	M	237
Erina	1	F	2364
Erina	1	M	1814
Erina Heights	0	F	23
Erina Heights	0	M	23
Erina Heights	1	F	180
Erina Heights	1	M	196
Ermington	0	F	908
Ermington	0	M	905
Ermington	1	F	4478
Ermington	1	M	4447
Erowal Bay	0	F	21
Erowal Bay	0	M	29
Erowal Bay	1	F	279
Erowal Bay	1	M	300
Errowanbang	0	F	0
Errowanbang	0	M	0
Errowanbang	1	F	19
Errowanbang	1	M	23
Erskine Park	0	F	335
Erskine Park	0	M	310
Erskine Park	1	F	2903
Erskine Park	1	M	2889
Erskineville	0	F	985
Erskineville	0	M	1054
Erskineville	1	F	2909
Erskineville	1	M	3065
Erudgere	0	F	5
Erudgere	0	M	12
Erudgere	1	F	49
Erudgere	1	M	44
Eschol Park	0	F	129
Eschol Park	0	M	105
Eschol Park	1	F	1181
Eschol Park	1	M	1173
Esk (NSW)	0	F	0
Esk (NSW)	0	M	0
Esk (NSW)	1	F	0
Esk (NSW)	1	M	0
Essington	0	F	5
Essington	0	M	6
Essington	1	F	38
Essington	1	M	40
Estella	0	F	132
Estella	0	M	106
Estella	1	F	1104
Estella	1	M	929
Ettalong Beach	0	F	266
Ettalong Beach	0	M	269
Ettalong Beach	1	F	2259
Ettalong Beach	1	M	1994
Ettamogah	0	F	0
Ettamogah	0	M	0
Ettamogah	1	F	23
Ettamogah	1	M	29
Ettrema	0	F	0
Ettrema	0	M	0
Ettrema	1	F	0
Ettrema	1	M	0
Ettrick (NSW)	0	F	3
Ettrick (NSW)	0	M	0
Ettrick (NSW)	1	F	69
Ettrick (NSW)	1	M	61
Euabalong	0	F	3
Euabalong	0	M	15
Euabalong	1	F	82
Euabalong	1	M	90
Euabalong West	0	F	-1
Euabalong West	0	M	0
Euabalong West	1	F	27
Euabalong West	1	M	34
Euberta	0	F	13
Euberta	0	M	5
Euberta	1	F	57
Euberta	1	M	67
Euchareena	0	F	19
Euchareena	0	M	16
Euchareena	1	F	82
Euchareena	1	M	82
Eucumbene	0	F	0
Eucumbene	0	M	0
Eucumbene	1	F	4
Eucumbene	1	M	4
Eugowra	0	F	27
Eugowra	0	M	24
Eugowra	1	F	349
Eugowra	1	M	372
Eulah Creek	0	F	3
Eulah Creek	0	M	6
Eulah Creek	1	F	35
Eulah Creek	1	M	31
Eumungerie	0	F	15
Eumungerie	0	M	27
Eumungerie	1	F	119
Eumungerie	1	M	141
Eunanoreenya	0	F	7
Eunanoreenya	0	M	4
Eunanoreenya	1	F	80
Eunanoreenya	1	M	77
Eungai Creek	0	F	21
Eungai Creek	0	M	20
Eungai Creek	1	F	172
Eungai Creek	1	M	206
Eungai Rail	0	F	7
Eungai Rail	0	M	15
Eungai Rail	1	F	96
Eungai Rail	1	M	104
Eungella (NSW)	0	F	29
Eungella (NSW)	0	M	39
Eungella (NSW)	1	F	124
Eungella (NSW)	1	M	149
Eureka (NSW)	0	F	32
Eureka (NSW)	0	M	19
Eureka (NSW)	1	F	148
Eureka (NSW)	1	M	152
Eurimbla	0	F	2
Eurimbla	0	M	1
Eurimbla	1	F	15
Eurimbla	1	M	19
Eurobodalla	0	F	8
Eurobodalla	0	M	13
Eurobodalla	1	F	40
Eurobodalla	1	M	35
Euroka	0	F	18
Euroka	0	M	16
Euroka	1	F	152
Euroka	1	M	164
Euroley	0	F	8
Euroley	0	M	6
Euroley	1	F	31
Euroley	1	M	36
Eurongilly	0	F	5
Eurongilly	0	M	1
Eurongilly	1	F	54
Eurongilly	1	M	59
Eurunderee	0	F	16
Eurunderee	0	M	8
Eurunderee	1	F	64
Eurunderee	1	M	73
Euston	0	F	81
Euston	0	M	78
Euston	1	F	337
Euston	1	M	347
Evans Head	0	F	150
Evans Head	0	M	130
Evans Head	1	F	1309
Evans Head	1	M	1262
Evans Plains	0	F	3
Evans Plains	0	M	12
Evans Plains	1	F	66
Evans Plains	1	M	80
Eveleigh	0	F	103
Eveleigh	0	M	81
Eveleigh	1	F	268
Eveleigh	1	M	215
Eviron	0	F	11
Eviron	0	M	12
Eviron	1	F	89
Eviron	1	M	82
Ewingar	0	F	2
Ewingar	0	M	8
Ewingar	1	F	21
Ewingar	1	M	37
Ewingsdale	0	F	101
Ewingsdale	0	M	100
Ewingsdale	1	F	316
Ewingsdale	1	M	312
Exeter (NSW)	0	F	29
Exeter (NSW)	0	M	45
Exeter (NSW)	1	F	465
Exeter (NSW)	1	M	412
Failford	0	F	20
Failford	0	M	29
Failford	1	F	229
Failford	1	M	244
Fairfield (NSW)	0	F	2787
Fairfield (NSW)	0	M	2872
Fairfield (NSW)	1	F	6328
Fairfield (NSW)	1	M	6096
Fairfield East	0	F	555
Fairfield East	0	M	551
Fairfield East	1	F	2061
Fairfield East	1	M	2102
Fairfield Heights	0	F	963
Fairfield Heights	0	M	962
Fairfield Heights	1	F	2896
Fairfield Heights	1	M	2696
Fairfield West	0	F	1071
Fairfield West	0	M	1082
Fairfield West	1	F	4828
Fairfield West	1	M	4587
Fairholme	0	F	0
Fairholme	0	M	0
Fairholme	1	F	12
Fairholme	1	M	14
Fairlight	0	F	578
Fairlight	0	M	531
Fairlight	1	F	2474
Fairlight	1	M	2256
Fairy Hill	0	F	11
Fairy Hill	0	M	6
Fairy Hill	1	F	181
Fairy Hill	1	M	186
Fairy Meadow	0	F	690
Fairy Meadow	0	M	747
Fairy Meadow	1	F	3038
Fairy Meadow	1	M	2925
Falbrook	0	F	4
Falbrook	0	M	3
Falbrook	1	F	10
Falbrook	1	M	15
Falconer	0	F	0
Falconer	0	M	1
Falconer	1	F	20
Falconer	1	M	29
Falls Creek (NSW)	0	F	54
Falls Creek (NSW)	0	M	51
Falls Creek (NSW)	1	F	382
Falls Creek (NSW)	1	M	446
Far Meadow	0	F	24
Far Meadow	0	M	18
Far Meadow	1	F	92
Far Meadow	1	M	88
Fargunyah	0	F	0
Fargunyah	0	M	0
Fargunyah	1	F	11
Fargunyah	1	M	8
Farley	0	F	-1
Farley	0	M	5
Farley	1	F	102
Farley	1	M	109
Farmborough Heights	0	F	183
Farmborough Heights	0	M	169
Farmborough Heights	1	F	1982
Farmborough Heights	1	M	1859
Farnham	0	F	1
Farnham	0	M	-1
Farnham	1	F	14
Farnham	1	M	10
