SSC_NAME16	HomeCensusNight	persons
Corella	1	71
Corfield	0	4
Corfield	1	180
Corinda	0	291
Corinda	1	4780
Coringa	0	4
Coringa	1	73
Corndale (Qld)	0	5
Corndale (Qld)	1	39
Cornish Creek	1	16
Cornubia	0	280
Cornubia	1	7035
Cornwall (Qld)	1	16
Cosgrove (Qld)	0	27
Cosgrove (Qld)	1	257
Cotswold Hills	0	73
Cotswold Hills	1	1208
Cottonvale (Qld)	0	16
Cottonvale (Qld)	1	135
Coulson	0	11
Coulson	1	181
Coverty	0	20
Coverty	1	148
Cow Bay	0	21
Cow Bay	1	177
Cowan Cowan	0	3
Cowan Cowan	1	25
Cowley	0	8
Cowley	1	87
Cowley Beach	0	9
Cowley Beach	1	76
Cowley Creek	1	13
Cracow	0	7
Cracow	1	79
Craiglie	0	25
Craiglie	1	934
Craignish	0	114
Craignish	1	1717
Cranbrook (Qld)	0	280
Cranbrook (Qld)	1	5625
Cranley	0	99
Cranley	1	1348
Crawford	0	11
Crawford	1	138
Crediton	0	10
Crediton	1	76
Cremorne (Qld)	0	6
Cremorne (Qld)	1	29
Cressbrook	0	10
Cressbrook	1	109
Cressbrook Creek	0	5
Cressbrook Creek	1	13
Crestmead	0	415
Crestmead	1	11731
Crimea	0	3
Crimea	1	10
Crinum	0	11
Crinum	1	73
Croftby	0	20
Croftby	1	112
Crohamhurst	0	4
Crohamhurst	1	211
Cromarty	1	18
Crossdale	0	10
Crossdale	1	61
Crossroads	1	130
Crowley Vale	0	7
Crowley Vale	1	89
Crownthorpe	1	41
Crows Nest (Qld)	0	93
Crows Nest (Qld)	1	2064
Croydon (Qld)	0	19
Croydon (Qld)	1	237
Cryna	0	3
Cryna	1	111
Crystal Brook (Qld)	0	3
Crystal Brook (Qld)	1	186
Crystal Creek (Qld)	1	10
Crystalbrook	1	11
Cullinane	0	24
Cullinane	1	491
Cungulla	0	27
Cungulla	1	256
Cunnamulla	0	126
Cunnamulla	1	1017
Cunningham (Qld)	0	10
Cunningham (Qld)	1	59
Curra	0	105
Curra	1	1816
Currajah	1	57
Currajong	0	147
Currajong	1	2399
Curramore (Qld)	0	13
Curramore (Qld)	1	183
Currimundi	0	423
Currimundi	1	6365
Currumbin	0	200
Currumbin	1	2720
Currumbin Valley	0	85
Currumbin Valley	1	1767
Currumbin Waters	0	384
Currumbin Waters	1	8742
Curtis Island	0	27
Curtis Island	1	296
Cushnie	0	15
Cushnie	1	112
Cutella	1	29
Cuttaburra	1	8
Cynthia	0	5
Cynthia	1	28
Cypress Gardens	0	7
Cypress Gardens	1	83
D'Aguilar	0	56
D'Aguilar	1	1149
Dagun	0	10
Dagun	1	135
Daintree	0	21
Daintree	1	109
Daisy Hill (Qld)	0	299
Daisy Hill (Qld)	1	6363
Dajarra	0	15
Dajarra	1	175
Dakabin	0	192
Dakabin	1	3354
Dakenba	0	9
Dakenba	1	106
Dalbeg	0	7
Dalbeg	1	77
Dalby	0	807
Dalby	1	11907
Dalcouth	0	16
Dalcouth	1	151
Dalga	1	3
Dallarnil	0	29
Dallarnil	1	200
Dalma	1	75
Dalrymple Creek	0	4
Dalrymple Creek	1	94
Dalrymple Heights	0	11
Dalrymple Heights	1	35
Dalveen	0	28
Dalveen	1	306
Dalwogon	1	31
Dalysford	0	11
Dalysford	1	104
Damascus	0	4
Damascus	1	92
Damper Creek	1	49
Danbulla	1	47
Danderoo	1	28
Dangore	0	3
Dangore	1	31
Daradgee	0	8
Daradgee	1	68
Dargal Road	0	10
Dargal Road	1	146
Darling Heights	0	184
Darling Heights	1	5005
Darlington (Qld)	0	5
Darlington (Qld)	1	82
Darr Creek	0	9
Darr Creek	1	6
Darra	0	173
Darra	1	4170
Darts Creek	0	14
Darts Creek	1	154
Dauan Island	0	32
Dauan Island	1	157
Daveson	1	23
Dayboro	0	83
Dayboro	1	2032
Daymar	0	7
Daymar	1	32
Deagon	0	210
Deagon	1	3468
Deception Bay	0	936
Deception Bay	1	18913
Deebing Heights	0	105
Deebing Heights	1	1935
Deep Creek (Qld)	1	13
Deepwater (Qld)	0	18
Deepwater (Qld)	1	184
Deeragun	0	269
Deeragun	1	3974
Deeral	0	11
Deeral	1	135
Degarra	0	7
Degarra	1	103
Degilbo	0	15
Degilbo	1	158
Delan	0	13
Delan	1	285
Delaneys Creek	0	38
Delaneys Creek	1	1024
Depot Hill	0	65
Depot Hill	1	964
Derri Derra	0	13
Derri Derra	1	137
Derrymore	0	4
Derrymore	1	72
Deuchar	0	22
Deuchar	1	274
Devereux Creek	0	32
Devereux Creek	1	349
Devon Park (Qld)	0	5
Devon Park (Qld)	1	46
Diamantina Lakes	1	16
Diamond Valley	0	33
Diamond Valley	1	457
Diamondvale	0	7
Diamondvale	1	46
Diamondy	1	49
Dicky Beach	0	129
Dicky Beach	1	1770
Didcot	0	4
Didcot	1	52
Diddillibah	0	85
Diddillibah	1	1321
Diglum	1	32
Dimbulah	0	79
Dimbulah	1	972
Dingo	0	25
Dingo	1	318
Dingo Beach	0	27
Dingo Beach	1	139
Dingo Pocket	0	3
Dingo Pocket	1	88
Dinmore	0	44
Dinmore	1	833
Dirnbir	1	49
Dirranbandi	0	59
Dirranbandi	1	585
Dittmer	0	4
Dittmer	1	75
Diwan	0	19
Diwan	1	135
Dixalea	0	5
Dixalea	1	82
Dixie (Qld)	1	15
Djarawong	0	3
Djarawong	1	100
Djuan	0	4
Djuan	1	97
Doctor Creek	0	6
Doctor Creek	1	33
Dolphin Heads	0	38
Dolphin Heads	1	350
Donnybrook (Qld)	0	57
Donnybrook (Qld)	1	562
Doolandella	0	189
Doolandella	1	4632
Doolbi	0	3
Doolbi	1	105
Doomadgee	0	71
Doomadgee	1	1331
Doonan	0	187
Doonan	1	3268
Doongul	1	29
Dotswood	0	4
Dotswood	1	93
Doughboy	0	5
Doughboy	1	19
Douglas (Toowoomba - Qld)	0	7
Douglas (Toowoomba - Qld)	1	101
Douglas (Townsville - Qld)	0	419
Douglas (Townsville - Qld)	1	7328
Downsfield	0	4
Downsfield	1	93
Dows Creek	0	14
Dows Creek	1	125
Draper	0	26
Draper	1	652
Drayton	0	112
Drayton	1	1599
Drewvale	0	121
Drewvale	1	4360
Drillham	0	12
Drillham	1	109
Drillham South	0	3
Drillham South	1	64
Drinan	0	12
Drinan	1	156
Dromedary (Qld)	1	4
Drummondslope	0	3
Drummondslope	1	41
Duaringa	0	14
Duaringa	1	262
Duchess	1	28
Duckinwilla	0	3
Duckinwilla	1	9
Ducklo	0	20
Ducklo	1	314
Dugandan	0	21
Dugandan	1	574
Duingal	0	5
Duingal	1	64
Dulacca	0	14
Dulacca	1	181
Dulong	0	31
Dulong	1	531
Dululu	0	10
Dululu	1	113
Dumbleton	0	27
Dumbleton	1	215
Dumgree	1	55
Dumpy Creek	0	3
Dumpy Creek	1	6
Dundarrah	1	3
Dundas (Qld)	0	4
Dundas (Qld)	1	72
Dundathu	0	23
Dundathu	1	228
Dundowran	0	55
Dundowran	1	857
Dundowran Beach	0	146
Dundowran Beach	1	1939
Dunk	0	6
Dunk	1	18
Dunkeld (Qld)	0	3
Dunkeld (Qld)	1	33
Dunmora	0	28
Dunmora	1	192
Dunmore (Qld)	0	7
Dunmore (Qld)	1	19
Dunnrock	0	3
Dunnrock	1	69
Dunrobin (Qld)	1	14
Dunwich	0	82
Dunwich	1	783
Durack (Qld)	0	286
Durack (Qld)	1	7204
Durah	1	6
Durham	1	33
Durham Downs	1	64
Durong	0	21
Durong	1	208
Dutton Park	0	99
Dutton Park	1	1928
Dutton River	0	3
Dutton River	1	25
Dykehead	1	7
Dynevor	1	14
Dysart (Qld)	0	200
Dysart (Qld)	1	2787
Eagleby	0	595
Eagleby	1	12729
Earlville	0	201
Earlville	1	3825
East Barron	0	15
East Barron	1	222
East Brisbane	0	424
East Brisbane	1	5506
East Cooyar	1	26
East Deep Creek	0	31
East Deep Creek	1	608
East End	1	58
East Feluga	0	10
East Feluga	1	234
East Greenmount	0	23
East Greenmount	1	336
East Haldon	0	7
East Haldon	1	20
East Innisfail	0	80
East Innisfail	1	1771
East Ipswich	0	103
East Ipswich	1	2305
East Mackay	0	305
East Mackay	1	3257
East Nanango	0	6
East Nanango	1	258
East Palmerston	0	6
East Palmerston	1	167
East Russell	0	3
East Russell	1	62
East Toowoomba	0	305
East Toowoomba	1	4939
East Trinity	0	5
East Trinity	1	201
Eastern Heights	0	163
Eastern Heights	1	3543
Eaton (Qld)	0	6
Eaton (Qld)	1	40
Eatons Hill	0	284
Eatons Hill	1	7693
Ebbw Vale	0	26
Ebbw Vale	1	482
Ebenezer (Qld)	0	11
Ebenezer (Qld)	1	305
Edens Landing	0	206
Edens Landing	1	4889
Edge Hill	0	218
Edge Hill	1	3700
Edmonton	0	523
Edmonton	1	10231
Eerwah Vale	0	26
Eerwah Vale	1	594
Egypt	1	15
Eidsvold	0	56
Eidsvold	1	516
Eidsvold East	1	15
Eidsvold West	0	3
Eidsvold West	1	61
Eight Mile Plains	0	465
Eight Mile Plains	1	14850
Eimeo	0	266
Eimeo	1	2966
Einasleigh	0	6
Einasleigh	1	81
El Arish	0	14
El Arish	1	326
Elaman Creek	0	5
Elaman Creek	1	59
Elanora	0	506
Elanora	1	11642
Elbow Valley	0	3
Elbow Valley	1	94
Electra	0	6
Electra	1	103
Elgin (Qld)	0	7
Elgin (Qld)	1	33
Elgin Vale	0	4
Elgin Vale	1	19
Eli Waters	0	188
Eli Waters	1	3118
Elimbah	0	134
Elimbah	1	3825
Ellangowan (Qld)	0	12
Ellangowan (Qld)	1	112
Ellen Grove	0	107
Ellen Grove	1	2796
Ellerbeck	0	13
Ellerbeck	1	196
Ellesmere	0	16
Ellesmere	1	323
Ellinjaa	1	31
Ellinthorp	1	24
Elliott (Qld)	0	8
Elliott (Qld)	1	133
Elliott Heads	0	71
Elliott Heads	1	970
Ellis Beach	1	23
Elphinstone (Isaac - Qld)	1	6
Elphinstone (Toowoomba - Qld)	1	61
Emerald (Qld)	0	1066
Emerald (Qld)	1	13288
Emu Creek (Qld)	0	5
Emu Creek (Qld)	1	77
Emu Park	0	173
Emu Park	1	1960
Emu Vale	0	3
Emu Vale	1	180
England Creek	0	4
England Creek	1	26
Enoggera	0	280
Enoggera	1	4877
Enoggera Reservoir	0	3
Enoggera Reservoir	1	27
Epsom (Qld)	1	9
Erakala	0	26
Erakala	1	520
Ernestina	1	16
Eromanga	0	11
Eromanga	1	112
Erub Island	0	34
Erub Island	1	289
Esk (Qld)	0	110
Esk (Qld)	1	1588
Eskdale (Qld)	0	3
Eskdale (Qld)	1	26
Esmeralda	1	21
Etna Creek	0	18
Etna Creek	1	779
Eton	0	52
Eton	1	627
Etty Bay	0	26
Etty Bay	1	370
Eubenangee	0	19
Eubenangee	1	230
Eudlo	0	49
Eudlo	1	1067
Eukey	0	5
Eukey	1	130
Euleilah	0	9
Euleilah	1	175
Eulo	0	14
Eulo	1	78
Eumamurrin	0	5
Eumamurrin	1	78
Eumundi	0	129
Eumundi	1	2090
Eungella (Qld)	0	16
Eungella (Qld)	1	173
Eungella Dam	1	12
Eungella Hinterland	1	3
Euramo	0	5
Euramo	1	148
Eureka (Qld)	0	4
Eureka (Qld)	1	168
Eurella	0	3
Eurella	1	11
Eurimbula	1	3
Eurombah	0	7
Eurombah	1	69
Eurong	0	3
Eurong	1	39
Euthulla	0	30
Euthulla	1	338
Evans Landing	0	3
Evans Landing	1	55
Evanslea	0	4
Evanslea	1	36
Evelyn	0	17
Evelyn	1	225
Evergreen	0	5
Evergreen	1	40
Everton Hills	0	252
Everton Hills	1	5684
Everton Park	0	410
Everton Park	1	8458
Fairdale	1	37
Fairfield (Qld)	0	166
Fairfield (Qld)	1	2816
Fairney View	0	12
Fairney View	1	212
Fairy Bower	0	8
Fairy Bower	1	86
Fairyland	0	4
Fairyland	1	68
Fairymead	1	32
Farleigh	0	47
Farleigh	1	770
Farnborough	0	24
Farnborough	1	458
Farnsfield	0	14
Farnsfield	1	113
Fassifern (Qld)	1	19
Fassifern Valley	1	93
Federal (Qld)	0	25
Federal (Qld)	1	275
Felton	0	23
Felton	1	251
Felton South	1	65
Feluga	0	14
Feluga	1	234
Ferney	0	7
Ferney	1	76
Fernvale (Qld)	0	110
Fernvale (Qld)	1	3101
Ferny Glen	0	12
Ferny Glen	1	74
Ferny Grove	0	184
Ferny Grove	1	5540
Ferny Hills	0	362
Ferny Hills	1	8374
Ficks Crossing	1	37
Fielding	1	6
Fifteen Mile	0	4
Fifteen Mile	1	23
Fig Tree Pocket	0	162
Fig Tree Pocket	1	3885
Finch Hatton	0	43
Finch Hatton	1	460
Finlayvale	1	32
Finnie	0	9
Finnie	1	89
Fisher (Qld)	1	4
Fishermans Pocket	0	4
Fishermans Pocket	1	26
Fishery Falls	0	10
Fishery Falls	1	132
Fitzgerald Creek	0	11
Fitzgerald Creek	1	76
Fitzgibbon	0	215
Fitzgibbon	1	5443
Fitzroy Island	0	4
Fitzroy Island	1	38
Flagstone Creek	0	6
Flagstone Creek	1	215
Flametree	0	7
Flametree	1	113
Flaxton	0	55
Flaxton	1	876
Fletcher (Qld)	0	12
Fletcher (Qld)	1	80
Fleurbaix	0	3
Fleurbaix	1	39
Flinders View	0	248
Flinders View	1	5566
Flinton	1	35
Flying Fish Point	0	27
Flying Fish Point	1	394
Flying Fox (Qld)	1	61
Fordsdale	1	46
Foreshores	0	19
Foreshores	1	118
Forest Creek	0	6
Forest Creek	1	92
Forest Glen (Qld)	0	89
Forest Glen (Qld)	1	1297
Forest Hill (Qld)	0	31
Forest Hill (Qld)	1	939
Forest Lake	0	800
Forest Lake	1	22103
Forest Ridge	0	3
Forest Ridge	1	47
Forest Springs	1	65
Forestdale	0	102
Forestdale	1	2424
Foresthome	0	3
Foresthome	1	85
Forestvale	0	5
Forestvale	1	46
Formartin	1	94
Forrest Beach (Qld)	0	89
Forrest Beach (Qld)	1	1166
Forsayth	0	11
Forsayth	1	116
Fortitude Valley	0	409
Fortitude Valley	1	6574
Forty Mile	1	17
Fossilbrook	1	5
Foulden	1	3
Four Ways	1	15
Foxdale	0	7
Foxdale	1	120
Frankfield	1	33
Fraser Island	0	21
Fraser Island	1	160
Frazerview	0	4
Frazerview	1	31
Fredericksfield	0	5
Fredericksfield	1	208
Freestone	0	14
Freestone	1	199
Frenches Creek	0	6
Frenches Creek	1	78
Frenchville	0	593
Frenchville	1	8434
Freshwater (Qld)	0	109
Freshwater (Qld)	1	1920
Freshwater Point	0	17
Freshwater Point	1	123
Friday Pocket	1	39
Fulham (Qld)	0	3
Fulham (Qld)	1	32
Gadgarra	0	3
Gaeta	0	16
Gaeta	1	105
Gailes	0	55
Gailes	1	1767
Gainsford	1	14
Gairloch	1	38
Galilee	1	20
Gamboola	1	23
Garbutt	0	177
Garbutt	1	2222
Garfield (Qld)	1	38
Gargett	0	22
Gargett	1	237
Garnant	0	18
Garnant	1	83
Garners Beach	1	25
Garradunga	0	4
Garradunga	1	143
Gatton	0	346
Gatton	1	6752
Gaven	0	80
Gaven	1	1486
Gayndah	0	119
Gayndah	1	1862
Gaythorne	0	202
Gaythorne	1	2822
Geebung	0	173
Geebung	1	4459
Geham	0	22
Geham	1	462
Gemini Mountains	0	3
Gemini Mountains	1	45
Georgetown (Qld)	0	30
Georgetown (Qld)	1	319
Georgina (Qld)	1	7
Germantown (Qld)	0	8
Germantown (Qld)	1	59
Gheerulla	0	10
Gheerulla	1	206
Ghinghinda	0	7
Ghinghinda	1	32
Gigoomgan	1	33
Gilbert River	0	9
Gilbert River	1	28
Gilberton (Etheridge - Qld)	1	3
Gilberton (Gold Coast - Qld)	1	28
Gilla	1	32
Gilldora	0	5
Gilldora	1	38
Gilston	0	109
Gilston	1	2357
Gin Gin (Qld)	0	45
Gin Gin (Qld)	1	1013
Gindie	0	12
Gindie	1	202
Gindoran	1	3
Ginoondan	1	16
Girraween (Qld)	1	12
Giru	0	21
Giru	1	332
Givelda	0	8
Givelda	1	38
Gladfield (Qld)	0	3
Gladfield (Qld)	1	60
Gladstone Central	0	135
Gladstone Central	1	1414
Gladstone Harbour	0	11
Gladstone Harbour	1	19
Glamorgan Vale	0	26
Glamorgan Vale	1	376
Glan Devon	0	23
Glan Devon	1	222
Glanmire (Qld)	1	17
Glass House Mountains	0	215
Glass House Mountains	1	4847
Glastonbury	0	31
Glastonbury	1	319
Glebe (Qld)	1	24
Glen Allyn	0	18
Glen Allyn	1	134
Glen Aplin	0	32
Glen Aplin	1	468
Glen Boughton	0	3
Glen Boughton	1	23
Glen Cairn	1	113
Glen Echo	0	3
Glen Echo	1	23
Glen Eden	0	173
Glen Eden	1	2599
Glen Esk	0	3
Glen Esk	1	52
Glen Isla	0	3
Glen Isla	1	28
Glen Niven	0	7
Glen Niven	1	70
Glen Russell	1	11
Glenarbon	1	38
Glenaubyn	0	3
Glenaubyn	1	45
Glenaven	0	9
Glenaven	1	70
Glenbar	1	11
Glencoe (Qld)	0	3
Glencoe (Qld)	1	318
Glendale (Qld)	0	41
Glendale (Qld)	1	572
Glenden	0	33
Glenden	1	589
Gleneagle	0	68
Gleneagle	1	1811
Glenella	0	355
Glenella	1	4163
Glenfern (Qld)	1	7
Glengallan	0	6
Glengallan	1	45
Glenhaughton	1	18
Glenlee (Qld)	0	102
Glenlee (Qld)	1	1133
Glenleigh	1	33
Glenlyon (Qld)	1	24
Glenmoral	0	7
Glenmoral	1	48
Glenmorgan	0	27
Glenmorgan	1	124
Glenorchy (Qld)	0	3
Glenorchy (Qld)	1	76
Glenore Grove	0	23
Glenore Grove	1	851
Glenrae	0	3
Glenrae	1	79
Glenrock (Qld)	1	38
Glenroy (Qld)	1	27
Glenvale	0	354
Glenvale	1	6006
Glenview	0	45
Glenview	1	1143
Glenwood (Qld)	0	97
Glenwood (Qld)	1	1434
Godwin Beach	0	19
Godwin Beach	1	446
Gogango	0	6
Gogango	1	108
Golden Beach (Qld)	0	347
Golden Beach (Qld)	1	5224
Golden Fleece	1	46
Goldfields	1	26
Goldsborough (Qld)	0	49
Goldsborough (Qld)	1	878
Gooburrum	0	66
Gooburrum	1	1369
Good Night	0	3
Good Night	1	110
Goodar	1	66
Goodger	0	3
Goodger	1	181
Goodna	0	359
Goodna	1	10101
Goodwood (Qld)	0	12
Goodwood (Qld)	1	166
Googa Creek	1	47
Goolboo	0	4
Goolboo	1	11
Goolman	1	42
Goomally	1	24
Goombi	1	34
Goomboorian	0	35
Goomboorian	1	465
Goombungee	0	75
Goombungee	1	952
Goomburra	0	18
Goomburra	1	242
Goomeri	0	65
Goomeri	1	603
Goomeribong	1	41
Goondi	1	56
Goondi Bend	0	29
Goondi Bend	1	561
Goondi Hill	0	26
Goondi Hill	1	481
Goondiwindi	0	395
Goondiwindi	1	5965
Goorganga Creek	1	7
Gooroolba	1	14
Gootchie	0	3
Gootchie	1	93
Goovigen	0	24
Goovigen	1	192
Goowarra	0	5
Goowarra	1	16
Goranba	0	16
Goranba	1	170
Gordon Park	0	227
Gordon Park	1	4009
Gordonbrook	0	12
Gordonbrook	1	169
Gordonstone	1	3
Gordonvale	0	289
Gordonvale	1	6377
Gore	0	7
Gore	1	23
Gowrie Junction	0	111
Gowrie Junction	1	2007
Gowrie Little Plain	1	64
Gowrie Mountain	0	15
Gowrie Mountain	1	208
Gowrie Station	1	13
Gracemere	0	850
Gracemere	1	10467
Graceville	0	206
Graceville	1	4431
Grahams Creek	0	11
Grahams Creek	1	147
Granadilla	0	3
Granadilla	1	89
Grand Secret	0	7
Grand Secret	1	163
Grandchester	0	18
Grandchester	1	431
Grange (Qld)	0	182
Grange (Qld)	1	4131
Grant	1	11
Grantham	0	41
Grantham	1	592
Granville (Qld)	0	169
Granville (Qld)	1	2549
Grapetree	1	30
Grassdale (Qld)	1	4
Grasstree Beach	0	72
Grasstree Beach	1	678
Grays Gate	1	32
Great Sandy Strait	1	5
Green Hill	0	14
Green Hill	1	147
Green Island	0	12
Green Island	1	17
Greenbank	0	338
Greenbank	1	7357
Greenlands (Qld)	0	14
Greenlands (Qld)	1	236
Greenmount (Mackay - Qld)	0	23
Greenmount (Mackay - Qld)	1	451
Greenmount (Toowoomba - Qld)	0	50
Greenmount (Toowoomba - Qld)	1	652
Greens Creek (Qld)	0	20
Greens Creek (Qld)	1	304
Greenslopes	0	412
Greenslopes	1	8515
Greenswamp	1	40
Greenup	1	21
Greenvale (Qld)	0	27
Greenvale (Qld)	1	209
Greenview	0	12
Greenview	1	79
Greenwood (Qld)	1	40
Gregors Creek	1	89
Gregory (Qld)	0	4
Gregory (Qld)	1	67
Gregory River (Bundaberg - Qld)	0	3
Gregory River (Bundaberg - Qld)	1	57
Gregory River (Whitsunday - Qld)	0	23
Gregory River (Whitsunday - Qld)	1	282
Greycliffe	1	24
Greymare	1	61
Griffin	0	274
Griffin	1	6569
Groganville	1	5
Groomsville	0	3
Groomsville	1	111
Groper Creek	1	58
Grosmont	0	16
Grosmont	1	126
Grosvenor	1	25
Guanaba	0	35
Guanaba	1	754
Gulliver	0	156
Gulliver	1	2669
Guluguba	0	16
Guluguba	1	94
Gumdale	0	82
Gumdale	1	2041
Gumlow	0	13
Gumlow	1	157
Gumlu	0	9
Gumlu	1	170
Gunalda	0	27
Gunalda	1	361
Gundiah	0	12
Gundiah	1	109
Gungaloon	1	33
Gunnawarra	0	3
Gunnawarra	1	13
Gunnewin	0	3
Gunnewin	1	57
Gunpowder	0	5
Gunpowder	1	35
Gunyarra	1	16
Gurgeena	1	29
Gurulmundi	1	7
Guthalungra	0	8
Guthalungra	1	103
Gwambegwine	0	4
Gwambegwine	1	16
Gympie	0	622
Gympie	1	10183
Habana	0	59
Habana	1	887
Haden	0	22
Haden	1	176
Haigslea	0	26
Haigslea	1	438
Hail Creek	1	148
Haliday Bay	0	28
Haliday Bay	1	135
Halifax	0	32
Halifax	1	429
Haly Creek	0	10
Haly Creek	1	127
Hamilton (Qld)	0	472
Hamilton (Qld)	1	6524
Hamilton Creek	0	3
Hamilton Creek	1	95
Hamilton Plains	0	12
Hamilton Plains	1	70
Hampden (Qld)	0	40
Hampden (Qld)	1	526
Hampton (Qld)	0	27
Hampton (Qld)	1	329
Hannaford	0	14
Hannaford	1	105
Happy Valley (Qld)	0	54
Happy Valley (Qld)	1	717
Harlaxton	0	147
Harlaxton	1	2396
Harlin	0	9
Harlin	1	163
Harrami	1	38
Harriet	1	4
Harristown	0	462
Harristown	1	8092
Harrisville	0	26
Harrisville	1	585
Hatton Vale	0	49
Hatton Vale	1	1469
Hawkins Creek	0	5
Hawkins Creek	1	216
Hawkwood	0	8
Hawkwood	1	18
Hawthorne	0	312
Hawthorne	1	4679
Hay Point	0	153
Hay Point	1	1199
Hazeldean	0	26
Hazeldean	1	240
Hazledean	1	19
Headington Hill	1	59
Healy	0	119
Healy	1	1763
Heathwood	0	53
Heathwood	1	2745
Heatley	0	183
Heatley	1	3848
Hebel	0	10
Hebel	1	52
Helens Hill	1	117
Helensvale	0	682
Helensvale	1	16179
Helidon	0	53
Helidon	1	1005
Helidon Spa	0	26
Helidon Spa	1	516
Hemmant	0	108
Hemmant	1	2270
Hendon (Qld)	0	20
Hendon (Qld)	1	183
Hendra	0	256
Hendra	1	4364
Herberton	0	70
Herberton	1	784
Heritage Park	0	167
Heritage Park	1	4810
Hermit Park	0	180
Hermit Park	1	3239
Herston	0	103
Herston	1	2107
Hervey Range	0	4
Hervey Range	1	272
Hibernia	0	3
Hibernia	1	54
Hidden Valley (Qld)	0	24
Hidden Valley (Qld)	1	392
Hideaway Bay	0	41
Hideaway Bay	1	170
Highfields (Qld)	0	407
Highfields (Qld)	1	7716
Highgate Hill	0	338
Highgate Hill	1	5857
Highgrove	1	26
Highland Park	0	301
Highland Park	1	6281
Highland Plains (Maranoa - Qld)	1	5
Highland Plains (Toowoomba - Qld)	0	3
Highland Plains (Toowoomba - Qld)	1	39
Highvale	0	79
Highvale	1	1688
Highworth	0	9
Highworth	1	292
Hillcrest (Qld)	0	214
Hillcrest (Qld)	1	5407
Hillview	1	70
Hirstglen	0	13
Hirstglen	1	72
Hivesville	0	21
Hivesville	1	154
Hobartville (Qld)	0	18
Hobartville (Qld)	1	27
Hodgleigh	0	9
Hodgleigh	1	132
Hodgson	0	4
Hodgson	1	58
Hodgson Vale	0	68
Hodgson Vale	1	1310
Holland Park	0	323
Holland Park	1	7785
Holland Park West	0	277
Holland Park West	1	6101
Holloways Beach	0	141
Holloways Beach	1	2200
Hollywell	0	146
Hollywell	1	2716
Holmview	0	76
Holmview	1	2281
Home Creek	1	24
Home Hill	0	162
Home Hill	1	2798
Homebush (Qld)	0	15
Homebush (Qld)	1	259
Homestead	0	6
Homestead	1	45
Hookswood	0	8
Hookswood	1	51
Hope Island	0	556
Hope Island	1	10633
Hope Vale	0	91
Hope Vale	1	920
Hopeland (Qld)	1	133
Horn	0	55
Horn	1	482
Horse Camp	0	18
Horse Camp	1	396
Horse Creek	0	8
Horse Creek	1	114
Horseshoe Bay	0	56
Horseshoe Bay	1	517
Horseshoe Lagoon	0	9
Horseshoe Lagoon	1	211
Horton	0	18
Horton	1	141
Howard	0	100
Howard	1	1262
Howitt	1	24
Hoya	0	14
Hoya	1	203
Hudson	0	17
Hudson	1	218
Hughenden	0	107
Hughenden	1	1029
Hull Heads	0	12
Hull Heads	1	100
Humboldt	1	9
Humeburn	1	16
Humphery	1	34
Hunchy	0	44
Hunchy	1	506
Hungerford (Qld)	0	4
Hungerford (Qld)	1	18
Hurricane	1	15
Hutton Creek	1	28
Hyde Park (Qld)	0	80
Hyde Park (Qld)	1	1298
Iama Island	0	41
Iama Island	1	275
Ibis	0	3
Ibis	1	5
Idalia	0	276
Idalia	1	4165
Ideraway	0	3
Ideraway	1	30
Ilbilbie	0	42
Ilbilbie	1	307
Ilfracombe	0	37
Ilfracombe	1	224
Ilkley	0	65
Ilkley	1	764
Illinbah	0	5
Illinbah	1	124
Image Flat	0	34
Image Flat	1	412
Imbil	0	36
Imbil	1	888
Inala	0	514
Inala	1	14336
Indooroopilly	0	598
Indooroopilly	1	11644
Ingberry	0	3
Ingberry	1	9
Ingham	0	235
Ingham	1	4196
Inglestone	1	70
Inglewood (Qld)	0	69
Inglewood (Qld)	1	885
Ingoldsby	0	3
Ingoldsby	1	62
Injinoo	0	33
Injinoo	1	522
Injune	0	61
Injune	1	403
Inkerman (Qld)	0	7
Inkerman (Qld)	1	142
Innes Park	0	133
Innes Park	1	2172
Innisfail	0	72
Innisfail	1	1067
Innisfail Estate	0	74
Innisfail Estate	1	1269
Innisplain	0	3
Innisplain	1	80
Innot Hot Springs	0	4
Innot Hot Springs	1	168
Inskip	1	52
Inverlaw	0	12
Inverlaw	1	195
Inverness	0	43
Inverness	1	454
Ipswich	0	145
Ipswich	1	2309
Iredale	0	9
Iredale	1	149
Iron Range	1	10
Ironbark (Qld)	0	17
Ironbark (Qld)	1	589
Irongate	0	6
Irongate	1	111
Ironpot (Livingstone - Qld)	0	14
Ironpot (Livingstone - Qld)	1	151
Ironpot (South Burnett - Qld)	1	45
Irvinebank	0	11
Irvinebank	1	113
Irvingdale	0	8
Irvingdale	1	188
Isis Central	0	22
Isis Central	1	193
Isis River	0	13
Isis River	1	99
Isisford	0	41
Isisford	1	176
Isla	0	14
Isla	1	149
Island Plantation	0	8
Island Plantation	1	141
Iveragh	0	12
Iveragh	1	128
Ivory Creek	1	42
Jackson	0	4
Jackson	1	56
Jackson North	1	64
Jackson South	1	6
Jacobs Well	0	103
Jacobs Well	1	1734
Jaffa	0	4
Jaffa	1	14
Jaggan	0	7
Jaggan	1	175
Jamboree Heights	0	106
Jamboree Heights	1	2986
Jandowae	0	97
Jandowae	1	949
Japoonvale	0	17
Japoonvale	1	126
Jardine	1	59
