SSC_NAME16	OnlyEnglishSpokenHome	persons
Chigwell	0	123
Chigwell	1	1732
Christmas Hills (Tas.)	1	110
Chudleigh	0	3
Chudleigh	1	183
Claremont (Tas.)	0	231
Claremont (Tas.)	1	7052
Clarence Point	0	3
Clarence Point	1	216
Clarendon Vale	0	17
Clarendon Vale	1	1099
Claude Road	0	14
Claude Road	1	233
Cleveland (Tas.)	1	45
Clifton Beach (Tas.)	0	14
Clifton Beach (Tas.)	1	551
Cluan	1	41
Colebrook	0	3
Colebrook	1	276
Coles Bay	0	29
Coles Bay	1	272
Collinsvale	0	18
Collinsvale	1	578
Conara	1	117
Coningham	0	15
Coningham	1	235
Connellys Marsh	1	35
Cooee	0	14
Cooee	1	488
Copping	1	168
Cornwall (Tas.)	1	58
Couta Rocks	1	8
Cowrie Point	1	14
Crabtree	0	5
Crabtree	1	276
Cradle Mountain	0	19
Cradle Mountain	1	41
Cradoc	0	13
Cradoc	1	401
Cranbrook (Tas.)	1	61
Crayfish Creek	1	71
Cremorne (Tas.)	0	15
Cremorne (Tas.)	1	481
Cressy (Tas.)	0	20
Cressy (Tas.)	1	1000
Cuckoo	1	52
Cuprona	1	113
Currie	0	36
Currie	1	686
Cygnet	0	56
Cygnet	1	1367
Dairy Plains	1	60
Deddington	0	3
Deddington	1	95
Dee	1	7
Deep Bay	0	8
Deep Bay	1	217
Deloraine	0	73
Deloraine	1	2578
Dennes Point	0	3
Dennes Point	1	42
Derby (Tas.)	1	156
Derwent Bridge	0	3
Derwent Bridge	1	12
Derwent Park	0	73
Derwent Park	1	540
Deviot	0	4
Deviot	1	305
Devon Hills	0	13
Devon Hills	1	394
Devonport	0	410
Devonport	1	12528
Dilston	0	12
Dilston	1	479
Doctors Point	1	5
Doctors Rocks	1	86
Dodges Ferry	0	52
Dodges Ferry	1	2282
Dolphin Sands	0	3
Dolphin Sands	1	110
Don	0	25
Don	1	582
Douglas River	1	28
Dover	0	47
Dover	1	768
Downlands	0	4
Downlands	1	232
Dowsing Point	0	4
Dowsing Point	1	79
Dromedary (Tas.)	0	17
Dromedary (Tas.)	1	682
Dulcot	1	225
Dunalley	0	3
Dunalley	1	285
Dunorlan	0	3
Dunorlan	1	91
Dynnyrne	0	504
Dynnyrne	1	1011
Dysart (Tas.)	0	3
Dysart (Tas.)	1	200
Eaglehawk Neck	0	3
Eaglehawk Neck	1	334
East Cam	1	166
East Devonport	0	111
East Devonport	1	3641
East Launceston	0	167
East Launceston	1	1844
East Ridgley	0	3
East Ridgley	1	97
Edgcumbe Beach	1	46
Edith Creek	0	3
Edith Creek	1	123
Egg Lagoon	0	3
Egg Lagoon	1	17
Eggs And Bacon Bay	0	3
Eggs And Bacon Bay	1	95
Elderslie (Tas.)	1	146
Electrona	0	13
Electrona	1	346
Elizabeth Town	0	3
Elizabeth Town	1	262
Ellendale (Tas.)	0	6
Ellendale (Tas.)	1	221
Elliott (Tas.)	0	3
Elliott (Tas.)	1	315
Emita	1	60
Emu Heights (Tas.)	1	170
Epping Forest	1	65
Erriba	1	49
Eugenana	0	3
Eugenana	1	187
Evandale (Tas.)	0	18
Evandale (Tas.)	1	1213
Exeter (Tas.)	0	9
Exeter (Tas.)	1	603
Exton	1	151
Falmouth	0	6
Falmouth	1	90
Fentonbury	1	61
Fern Tree	0	42
Fern Tree	1	645
Fingal (Tas.)	1	351
Fitzgerald (Tas.)	1	34
Flintstone	1	5
Flowerdale (Tas.)	1	233
Flowerpot	1	67
Flowery Gully	0	3
Flowery Gully	1	76
Forcett	0	13
Forcett	1	871
Forest	0	9
Forest	1	445
Forester	1	6
Fortescue (Tas.)	1	5
Forth	0	19
Forth	1	662
Forthside	1	75
Four Mile Creek (Tas.)	0	9
Four Mile Creek (Tas.)	1	81
Frankford	1	154
Franklin (Tas.)	0	46
Franklin (Tas.)	1	956
Freycinet	1	3
Friendly Beaches	1	8
Gagebrook	0	7
Gagebrook	1	1270
Garden Island Creek	0	3
Garden Island Creek	1	225
Gardners Bay	0	16
Gardners Bay	1	287
Gawler (Tas.)	0	3
Gawler (Tas.)	1	580
Geeveston	0	27
Geeveston	1	1180
Geilston Bay	0	105
Geilston Bay	1	2847
George Town	0	80
George Town	1	3911
Gladstone (Tas.)	0	5
Gladstone (Tas.)	1	124
Glaziers Bay	1	87
Glebe (Tas.)	0	75
Glebe (Tas.)	1	452
Glen Huon	0	16
Glen Huon	1	602
Glendevie	1	67
Glenfern (Tas.)	0	3
Glenfern (Tas.)	1	163
Glengarry (Tas.)	0	3
Glengarry (Tas.)	1	495
Glenlusk	0	4
Glenlusk	1	183
Glenora	1	71
Glenorchy (Tas.)	0	1256
Glenorchy (Tas.)	1	8815
Golconda	0	4
Golconda	1	22
Golden Valley	0	7
Golden Valley	1	203
Goodwood (Tas.)	0	39
Goodwood (Tas.)	1	913
Gordon (Tas.)	0	16
Gordon (Tas.)	1	174
Gormanston	1	10
Goshen	1	90
Goulds Country	1	69
Gowrie Park	0	3
Gowrie Park	1	29
Granton	0	48
Granton	1	1613
Granville Harbour	1	28
Grasstree Hill	1	101
Grassy	0	4
Grassy	1	95
Gravelly Beach	0	10
Gravelly Beach	1	496
Gray (Tas.)	0	3
Gray (Tas.)	1	60
Great Bay	0	3
Great Bay	1	53
Greens Beach	1	186
Gretna	1	193
Grindelwald	0	65
Grindelwald	1	863
Grove	0	19
Grove	1	420
Gunns Plains	0	3
Gunns Plains	1	155
Hadspen	0	39
Hadspen	1	2133
Hagley	0	5
Hagley	1	306
Hamilton (Tas.)	0	6
Hamilton (Tas.)	1	187
Hampshire	1	50
Harford	1	76
Hastings (Tas.)	1	42
Havenview	0	12
Havenview	1	682
Hawley Beach	0	6
Hawley Beach	1	444
Hayes	1	90
Hellyer	0	4
Hellyer	1	150
Henrietta	1	123
Herdsmans Cove	0	6
Herdsmans Cove	1	970
Herrick	1	46
Heybridge	0	9
Heybridge	1	366
Highclere	1	107
Highcroft	1	47
Hillcrest (Tas.)	0	31
Hillcrest (Tas.)	1	951
Hillwood	0	12
Hillwood	1	521
Hobart	0	456
Hobart	1	1520
Hollow Tree	1	27
Holwell	0	3
Holwell	1	59
Honeywood	0	7
Honeywood	1	489
Howden	0	19
Howden	1	627
Howrah	0	449
Howrah	1	7871
Howth	1	45
Huntingfield	0	3
Huntingfield	1	415
Huonville	0	93
Huonville	1	2451
Ida Bay	1	9
Interlaken	1	23
Invermay (Tas.)	0	260
Invermay (Tas.)	1	2533
Irishtown (Tas.)	0	4
Irishtown (Tas.)	1	279
Jackeys Marsh	0	9
Jackeys Marsh	1	31
Jericho (Tas.)	1	55
Jetsonville	1	123
Judbury	0	23
Judbury	1	338
Kamona	1	11
Kaoota	0	7
Kaoota	1	192
Karanja	1	28
Karoola	0	3
Karoola	1	295
Kayena	0	3
Kayena	1	197
Kellevie	0	4
Kellevie	1	147
Kelso (Tas.)	0	3
Kelso (Tas.)	1	138
Kempton	0	4
Kempton	1	365
Kettering	0	35
Kettering	1	724
Killiecrankie	0	3
Killiecrankie	1	21
Kimberley (Tas.)	1	127
Kindred	0	8
Kindred	1	208
Kings Meadows	0	211
Kings Meadows	1	3211
Kingston (Tas.)	0	973
Kingston (Tas.)	1	8972
Kingston Beach	0	113
Kingston Beach	1	1802
Koonya	1	113
Lachlan	0	24
Lachlan	1	781
Lackrana	1	69
Lady Barron	1	145
Lake Leake	1	41
Lake St Clair	1	3
Lalla	1	82
Lanena	0	3
Lanena	1	291
Lapoinya	0	5
Lapoinya	1	113
Latrobe	0	103
Latrobe	1	3807
Lauderdale	0	58
Lauderdale	1	2262
Launceston	0	265
Launceston	1	2298
Lawitta	0	4
Lawitta	1	213
Lebrina	0	4
Lebrina	1	166
Leeka	1	7
Lefroy	1	67
Legana	0	162
Legana	1	3664
Legerwood	0	7
Legerwood	1	155
Leith	0	9
Leith	1	380
Lemont	1	22
Lenah Valley	0	622
Lenah Valley	1	5019
Leslie Vale	0	5
Leslie Vale	1	320
Levendale	1	106
Lewisham (Tas.)	0	10
Lewisham (Tas.)	1	626
Liawenee	1	3
Liena	0	3
Liena	1	28
Lietinna	1	52
Liffey	0	3
Liffey	1	134
Lileah	0	3
Lileah	1	59
Lillico (Tas.)	1	25
Lilydale (Tas.)	0	19
Lilydale (Tas.)	1	539
Lindisfarne	0	285
Lindisfarne	1	5574
Little Pine Lagoon	1	3
Little Swanport	0	3
Little Swanport	1	100
Loccota	1	18
Loira	0	3
Loira	1	149
London Lakes	1	3
Longford (Tas.)	0	63
Longford (Tas.)	1	3536
Longley	0	3
Longley	1	218
Lonnavale	0	3
Lonnavale	1	83
Loongana	1	19
Loorana	0	3
Loorana	1	110
Lorinna	0	15
Lorinna	1	62
Lottah	1	7
Low Head	0	9
Low Head	1	512
Lower Barrington	0	3
Lower Barrington	1	234
Lower Beulah	1	49
Lower Longley	1	251
Lower Marshes	1	9
Lower Snug	0	8
Lower Snug	1	390
Lower Turners Marsh	1	27
Lower Wattle Grove	0	5
Lower Wattle Grove	1	72
Lower Wilmot	0	4
Lower Wilmot	1	98
Loyetea	1	24
Lucaston	0	8
Lucaston	1	326
Lughrata	1	13
Lulworth	1	145
Lunawanna	1	90
Lune River	1	24
Lutana	0	235
Lutana	1	1985
Lymington	0	19
Lymington	1	249
Lymwood	0	4
Lymwood	1	102
Macquarie Plains	1	43
Magra	0	4
Magra	1	671
Malbina	1	67
Mangalore (Tas.)	0	4
Mangalore (Tas.)	1	407
Mangana	1	37
Margate (Tas.)	0	137
Margate (Tas.)	1	3684
Marion Bay (Tas.)	1	70
Marrawah	0	7
Marrawah	1	123
Mathinna	0	3
Mathinna	1	130
Mawbanna	0	8
Mawbanna	1	105
Mayberry	1	16
Maydena	1	206
Mayfield (Tas.)	0	85
Mayfield (Tas.)	1	1210
Meadowbank (Tas.)	1	10
Meander	0	7
Meander	1	295
Mella	0	4
Mella	1	58
Melrose (Tas.)	1	91
Melton Mowbray	1	60
Memana	1	99
Mengha	0	7
Mengha	1	117
Merseylea	1	45
Meunna	1	3
Miandetta (Tas.)	0	47
Miandetta (Tas.)	1	1702
Middlesex (Tas.)	1	4
Middleton (Tas.)	0	8
Middleton (Tas.)	1	238
Midway Point	0	84
Midway Point	1	2653
Miena	1	80
Milabena	1	81
Moina	1	25
Mole Creek	0	11
Mole Creek	1	450
Molesworth (Tas.)	1	588
Moltema	1	77
Montagu	1	84
Montagu Bay	0	42
Montagu Bay	1	597
Montana	1	50
Montello	0	23
Montello	1	1120
Montrose (Tas.)	0	203
Montrose (Tas.)	1	1831
Montumana	0	3
Montumana	1	59
Moogara	0	3
Moogara	1	40
Moonah	0	911
Moonah	1	4095
Mooreville	0	4
Mooreville	1	291
Moorina (Tas.)	1	11
Moorleah	0	3
Moorleah	1	140
Morass Bay	1	4
Moriarty	1	205
Mornington (Tas.)	0	77
Mornington (Tas.)	1	2072
Mount Direction	1	214
Mount Field	1	3
Mount Hicks	0	12
Mount Hicks	1	329
Mount Lloyd	1	53
Mount Nelson	0	304
Mount Nelson	1	2078
Mount Rumney	0	11
Mount Rumney	1	251
Mount Seymour	1	65
Mount Stuart (Tas.)	0	190
Mount Stuart (Tas.)	1	2078
Mountain River	0	21
Mountain River	1	507
Mowbray (Tas.)	0	843
Mowbray (Tas.)	1	2572
Murdunna	0	8
Murdunna	1	273
Musselroe Bay	1	30
Myalla (Tas.)	0	3
Myalla (Tas.)	1	50
Myrtle Bank (Tas.)	0	5
Myrtle Bank (Tas.)	1	34
Nabageena	1	40
Nabowla	0	3
Nabowla	1	104
Naracoopa	0	3
Naracoopa	1	55
National Park	1	58
Natone	0	4
Natone	1	255
Needles	0	3
Needles	1	41
Neika	0	3
Neika	1	168
New Norfolk	0	97
New Norfolk	1	4999
New Town (Tas.)	0	805
New Town (Tas.)	1	4940
Newnham	0	1130
Newnham	1	4949
Newstead (Tas.)	0	353
Newstead (Tas.)	1	4678
Nicholls Rivulet	0	10
Nicholls Rivulet	1	278
Nietta	1	55
Nile	1	136
Nook	0	5
Nook	1	171
North Bruny	1	79
North Hobart	0	332
North Hobart	1	1959
North Lilydale	1	68
North Motton	0	3
North Motton	1	385
North Scottsdale	1	116
Northdown	0	3
Northdown	1	191
Norwood (Tas.)	0	104
Norwood (Tas.)	1	3442
Notley Hills	1	40
Nowhere Else	1	40
Nubeena	0	6
Nubeena	1	412
Nugara	0	3
Nugara	1	75
Nugent	1	99
Nunamara	0	10
Nunamara	1	246
Oakdowns	0	78
Oakdowns	1	1330
Oaks	0	5
Oaks	1	25
Oatlands (Tas.)	0	8
Oatlands (Tas.)	1	621
Ocean Vista	0	6
Ocean Vista	1	293
Old Beach	0	152
Old Beach	1	3493
Oldina	1	116
Oonah	1	3
Opossum Bay	0	7
Opossum Bay	1	299
Orford (Tas.)	0	5
Orford (Tas.)	1	579
Orielton	1	336
Osmaston	1	85
Osterley (Tas.)	0	3
Osterley (Tas.)	1	10
Otago	0	33
Otago	1	503
Ouse	0	3
Ouse	1	288
Oyster Cove (Tas.)	0	8
Oyster Cove (Tas.)	1	289
Palana	1	20
Paloona	1	61
Paradise (Tas.)	0	12
Paradise (Tas.)	1	99
Parattah	0	9
Parattah	1	141
Park Grove	0	157
Park Grove	1	2141
Parkham	0	8
Parkham	1	107
Parklands (Tas.)	0	24
Parklands (Tas.)	1	786
Patersonia	0	11
Patersonia	1	75
Pawleena	1	96
Pawtella	1	24
Pearshape	1	5
Pegarah	0	3
Pegarah	1	125
Pelham (Tas.)	1	35
Pelverata	0	3
Pelverata	1	195
Penguin	0	62
Penguin	1	3551
Penna	0	5
Penna	1	402
Perth (Tas.)	0	46
Perth (Tas.)	1	2733
Petcheys Bay	0	6
Petcheys Bay	1	126
Pioneer (Tas.)	0	4
Pioneer (Tas.)	1	78
Pipers Brook	1	85
Pipers River	0	10
Pipers River	1	375
Plenty (Tas.)	0	3
Plenty (Tas.)	1	85
Poatina	1	96
Police Point	0	6
Police Point	1	66
Pontville	0	5
Pontville	1	588
Pontypool	0	4
Pontypool	1	47
Port Arthur (Tas.)	0	6
Port Arthur (Tas.)	1	216
Port Huon	0	14
Port Huon	1	381
Port Sorell	0	30
Port Sorell	1	1869
Powranna	1	20
Premaydena	1	88
Preolenna	0	3
Preolenna	1	45
Preservation Bay	0	3
Preservation Bay	1	66
Preston (Tas.)	1	135
Primrose Sands	0	25
Primrose Sands	1	951
Promised Land	1	37
Prospect (Tas.)	0	111
Prospect (Tas.)	1	1524
Prospect Vale	0	207
Prospect Vale	1	4586
Punchbowl (Tas.)	0	12
Punchbowl (Tas.)	1	424
Pyengana	0	3
Pyengana	1	95
Quamby Bend	1	27
Quamby Brook	1	92
Queens Domain	1	24
Queenstown (Tas.)	0	35
Queenstown (Tas.)	1	1630
Quoiba	0	7
Quoiba	1	401
Railton	0	23
Railton	1	883
Raminea	1	36
Randalls Bay	1	45
Ranelagh	0	25
Ranelagh	1	1166
Ranga	1	40
Ravenswood (Tas.)	0	56
Ravenswood (Tas.)	1	3240
Recherche	1	8
Red Hills	1	119
Redpa	1	94
Reedy Marsh	0	7
Reedy Marsh	1	163
Reekara	0	3
Reekara	1	23
Relbia	0	3
Relbia	1	639
Retreat (Tas.)	1	18
Reynolds Neck	1	8
Rheban	1	5
Rhyndaston	1	67
Riana	0	5
Riana	1	300
Richmond (Tas.)	0	48
Richmond (Tas.)	1	1341
Ridgeway	0	10
Ridgeway	1	156
Ridgley	0	3
Ridgley	1	556
Ringarooma	0	3
Ringarooma	1	323
Risdon	0	14
Risdon	1	264
Risdon Vale	0	57
Risdon Vale	1	2128
Riverside (Tas.)	0	425
Riverside (Tas.)	1	5736
Robigana	0	3
Robigana	1	102
Rocherlea	0	17
Rocherlea	1	946
Roches Beach	0	10
Roches Beach	1	195
Rocky Cape	1	181
Rocky Hills	1	12
Roger River	0	9
Roger River	1	39
Rokeby (Tas.)	0	86
Rokeby (Tas.)	1	3094
Roland	0	4
Roland	1	79
Romaine	0	41
Romaine	1	1611
Rose Bay (Tas.)	0	53
Rose Bay (Tas.)	1	1003
Rosebery (Tas.)	0	40
Rosebery (Tas.)	1	597
Rosegarland	1	76
Rosetta	0	202
Rosetta	1	2246
Rosevale (Tas.)	1	112
Rosevears	0	8
Rosevears	1	313
Rosny	0	33
Rosny	1	714
Rosny Park	1	10
Ross (Tas.)	1	364
Rossarden	1	22
Round Hill (Tas.)	0	12
Round Hill (Tas.)	1	88
Rowella	0	3
Rowella	1	155
Royal George	1	30
Runnymede (Tas.)	1	65
Rushy Lagoon	1	25
Saltwater River	1	112
Sandfly	0	15
Sandfly	1	294
Sandford (Tas.)	0	32
Sandford (Tas.)	1	1777
Sandy Bay	0	2795
Sandy Bay	1	8506
Sassafras (Tas.)	0	3
Sassafras (Tas.)	1	315
Savage River	1	22
Scamander	0	10
Scamander	1	588
Scopus	1	48
Scotchtown	0	3
Scotchtown	1	243
Scottsdale	0	37
Scottsdale	1	2179
Selbourne	1	60
Seven Mile Beach	0	32
Seven Mile Beach	1	1206
Seymour (Tas.)	1	27
Shearwater	0	16
Shearwater	1	1640
Sheffield	0	34
Sheffield	1	1394
Shorewell Park	0	46
Shorewell Park	1	1813
Sidmouth	0	10
Sidmouth	1	367
Simpsons Bay	0	4
Simpsons Bay	1	46
Sisters Beach	0	6
Sisters Beach	1	429
Sisters Creek	0	4
Sisters Creek	1	116
Sloping Main	1	47
Smithton	0	89
Smithton	1	3531
Snug	0	66
Snug	1	1076
Somerset (Tas.)	0	68
Somerset (Tas.)	1	3587
Sorell	0	53
Sorell	1	2646
Sorell Creek	1	70
South Arm (Tas.)	0	12
South Arm (Tas.)	1	819
South Bruny	0	3
South Bruny	1	75
South Burnie	0	22
South Burnie	1	296
South Forest	1	91
South Hobart	0	542
South Hobart	1	4479
South Launceston	0	344
South Launceston	1	3892
South Mount Cameron	1	15
South Nietta	1	9
South Preston	1	9
South Riana	0	3
South Riana	1	204
South Spreyton	0	18
South Spreyton	1	479
South Springfield	1	23
Southport (Tas.)	0	3
Southport (Tas.)	1	107
Southwest	0	3
Southwest	1	15
Spalford	1	58
Sprent	1	120
Spreyton	0	33
Spreyton	1	1554
Spring Beach	0	3
Spring Beach	1	85
Springfield (Tas.)	1	182
Squeaking Point	0	11
Squeaking Point	1	208
St Helens (Tas.)	0	46
St Helens (Tas.)	1	1885
St Leonards (Tas.)	0	72
St Leonards (Tas.)	1	1814
St Marys (Tas.)	0	13
St Marys (Tas.)	1	600
Stanley (Tas.)	0	7
Stanley (Tas.)	1	492
Staverton	0	3
Staverton	1	75
Stieglitz	0	8
Stieglitz	1	502
Stonehenge (Tas.)	1	7
Stonor	1	41
Stony Rise	0	62
Stony Rise	1	553
Stoodley	1	47
Stormlea	1	22
Stowport	0	3
Stowport	1	347
Strahan	0	5
Strahan	1	655
Strathblane	0	4
Strathblane	1	105
Strickland	1	13
Sulphur Creek	0	15
Sulphur Creek	1	566
Summerhill	0	93
Summerhill	1	2858
Sunnyside (Tas.)	1	94
Surges Bay	1	121
Surveyors Bay	1	39
Swan Bay (Tas.)	1	268
Swan Point	0	12
Swan Point	1	260
Swansea (Tas.)	0	19
Swansea (Tas.)	1	776
Swanston	1	16
Table Cape	0	3
Table Cape	1	78
Takone	1	79
Talawa	0	3
Talawa	1	48
Taranna	1	132
Targa	1	30
Tarleton	0	16
Tarleton	1	343
Taroona	0	226
Taroona	1	2715
Tayene	1	8
Tea Tree	0	19
Tea Tree	1	367
Telita	1	24
Temma	1	8
Tewkesbury	1	67
The Gardens (Tas.)	1	19
Thirlstane	1	86
Tiberias	1	4
Tinderbox	0	18
Tinderbox	1	357
Tods Corner	1	6
Togari	1	91
Toiberry	1	22
Tolmans Hill	0	63
Tolmans Hill	1	478
Tomahawk	1	42
Tonganah	1	21
Tooms Lake	1	3
Tranmere (Tas.)	0	111
Tranmere (Tas.)	1	1539
Travellers Rest	0	4
Travellers Rest	1	286
Trenah	1	11
Trevallyn	0	160
Trevallyn	1	4182
Triabunna	0	10
Triabunna	1	819
Trial Harbour	1	24
Trowutta	1	80
Tugrah	0	4
Tugrah	1	352
Tulendeena	1	13
Tullah	0	3
Tullah	1	156
Tunbridge	1	118
Tunnack	1	164
Tunnel	1	57
Turners Beach	0	30
Turners Beach	1	1633
Turners Marsh	1	234
Tyenna (Tas.)	1	35
Ulverstone	0	109
Ulverstone	1	6019
Underwood (Tas.)	0	7
Underwood (Tas.)	1	339
Upper Blessington	1	48
Upper Burnie	0	53
Upper Burnie	1	1672
Upper Castra	1	77
Upper Esk	0	3
Upper Esk	1	26
Upper Natone	0	7
Upper Natone	1	101
Upper Scamander	1	45
Upper Stowport	1	98
Upper Woodstock	0	10
Upper Woodstock	1	58
Uxbridge	1	17
Verona Sands	1	76
Victoria Valley (Tas.)	1	4
Waddamana	1	3
Waratah (Tas.)	0	7
Waratah (Tas.)	1	214
Warrane	0	175
Warrane	1	2101
Warrentinna	1	4
Waterhouse	1	79
Waterloo (Tas.)	1	84
Wattle Grove (Tas.)	0	6
Wattle Grove (Tas.)	1	101
Wattle Hill (Tas.)	1	159
Waverley (Tas.)	0	17
Waverley (Tas.)	1	1376
Wayatinah	1	27
Weegena	0	4
Weegena	1	84
Weetah	1	47
Weldborough	1	24
Wesley Vale	0	14
Wesley Vale	1	410
West Coast	1	3
West Hobart	0	572
West Hobart	1	5093
West Kentish	0	3
West Kentish	1	145
West Launceston	0	209
West Launceston	1	3755
West Montagu	1	45
West Moonah	0	794
West Moonah	1	2970
West Mooreville	0	3
West Mooreville	1	108
West Pine	0	4
West Pine	1	124
West Ridgley	1	108
West Scottsdale	1	52
West Takone	1	9
West Ulverstone	0	73
West Ulverstone	1	3863
Westbury (Tas.)	0	27
Westbury (Tas.)	1	1848
Western Creek (Tas.)	1	102
Western Junction	1	113
Westerway	1	206
Westwood (Tas.)	1	60
Weymouth	1	113
White Beach	0	6
White Beach	1	246
White Hills (Tas.)	1	163
Whitefoord	1	59
Whitemark	0	3
Whitemark	1	279
Whitemore	1	181
Wickham (Tas.)	1	9
Wilburville	1	16
Wilmot	0	17
Wilmot	1	262
Wiltshire	0	5
Wiltshire	1	29
Windermere (Tas.)	0	3
Windermere (Tas.)	1	231
Winkleigh	1	187
Winnaleah	1	206
Wivenhoe	0	3
Wivenhoe	1	189
Woodbridge (Tas.)	0	10
Woodbridge (Tas.)	1	465
Woodbury (Tas.)	1	24
Woodsdale	1	82
Woodstock (Tas.)	1	27
Woolnorth	0	4
Woolnorth	1	95
Wyena	1	12
Wynyard	0	76
Wynyard	1	5532
Yambacoona	1	32
Yarra Creek	1	36
Yolla	1	300
York Plains (Tas.)	1	47
York Town	0	4
York Town	1	70
Youngtown	0	122
Youngtown	1	3670
Zeehan	0	19
Zeehan	1	627
No usual address (Tas.)	0	67
No usual address (Tas.)	1	680
Migratory - Offshore - Shipping (Tas.)	0	10
Migratory - Offshore - Shipping (Tas.)	1	60
Acacia Hills (NT)	0	61
Acacia Hills (NT)	1	542
Adelaide River	0	19
Adelaide River	1	290
Alawa	0	635
Alawa	1	1265
Ali Curung	0	329
Ali Curung	1	125
Alice Springs	0	91
Alice Springs	1	106
Alpurrurulam	0	354
Alpurrurulam	1	52
Alyangula	0	80
Alyangula	1	708
Amoonguna	0	173
Amoonguna	1	50
Ampilatwatja	0	370
Ampilatwatja	1	35
Anatye	0	51
Anatye	1	36
Angurugu	0	736
Angurugu	1	12
Anindilyakwa	0	105
Anindilyakwa	1	7
Anmatjere	0	393
Anmatjere	1	57
Anula	0	462
Anula	1	1716
Araluen (NT)	0	479
Araluen (NT)	1	1991
Areyonga	0	159
Areyonga	1	16
Arnold (NT)	1	14
Arumbera	0	172
Arumbera	1	73
Atitjere	0	163
Atitjere	1	51
Baines	0	78
Baines	1	84
Bakewell	0	469
Bakewell	1	2415
Barunga	0	328
Barunga	1	20
Batchelor	0	40
Batchelor	1	376
Bayview (NT)	0	332
Bayview (NT)	1	1216
Bees Creek	0	35
Bees Creek	1	740
Bellamack	0	470
Bellamack	1	1843
Belyuen	0	132
Belyuen	1	22
Berrimah	0	261
Berrimah	1	374
Berry Springs	0	54
Berry Springs	1	674
Beswick	0	497
Beswick	1	25
Binjari	0	131
Binjari	1	54
Birdum	0	3
Birdum	1	66
Blackmore	0	3
Blackmore	1	33
Borroloola	0	93
Borroloola	1	689
Bradshaw	0	24
Bradshaw	1	17
Braitling	0	474
Braitling	1	2296
Brinkin	0	542
Brinkin	1	568
Buchanan (NT)	1	50
Bulman Weemol	0	247
Bulman Weemol	1	11
Burrundie	1	21
Burt Plain	0	104
Burt Plain	1	61
Bynoe	0	4
Bynoe	1	80
Calvert (NT)	1	48
Canteen Creek	0	103
Canteen Creek	1	65
Casuarina (NT)	0	161
Casuarina (NT)	1	97
Charlotte	1	12
Ciccone	0	93
Ciccone	1	122
Claravale	1	3
Cobourg	0	17
Coconut Grove	0	1027
Coconut Grove	1	1603
Collett Creek	1	3
Connellan	0	25
Connellan	1	323
Coolalinga	0	40
Coolalinga	1	408
Coomalie Creek	1	20
Coonawarra (NT)	0	6
Coonawarra (NT)	1	60
Cossack (NT)	0	202
Cossack (NT)	1	842
Costello	1	11
Cox Peninsula	0	3
Cox Peninsula	1	10
Creswell	1	39
Daguragu	0	204
Daguragu	1	3
Daly River	0	17
Daly River	1	89
Daly Waters	1	9
Darwin City	0	1952
Darwin City	1	3441
Darwin River	0	22
Darwin River	1	572
Davenport (NT)	0	94
Davenport (NT)	1	73
Delamere (NT)	1	29
Desert Springs	0	164
Desert Springs	1	1158
Douglas-Daly	0	12
Douglas-Daly	1	152
Driver	0	450
Driver	1	2114
Dundee Beach	0	10
Dundee Beach	1	184
Dundee Downs	1	74
Dundee Forest	1	66
Durack (NT)	0	481
Durack (NT)	1	2821
East Arm	0	8
East Arm	1	8
East Arnhem	0	845
East Arnhem	1	6
East Point	1	9
East Side	0	406
East Side	1	2235
Eaton (NT)	0	17
Eaton (NT)	1	181
Edith (NT)	1	96
Elliott (NT)	0	114
Elliott (NT)	1	211
Elsey	0	6
Elsey	1	22
Emungalan	0	166
Emungalan	1	115
Engawala	0	143
Engawala	1	9
Eva Valley	0	10
Eva Valley	1	60
Fannie Bay	0	412
Fannie Bay	1	1947
Farrar	0	190
Farrar	1	1190
Finke	0	155
Finke	1	23
Finniss Valley	0	9
Finniss Valley	1	35
Florina	0	6
Florina	1	64
Fly Creek	0	12
Fly Creek	1	125
Flying Fox (NT)	0	5
Flying Fox (NT)	1	28
Flynn (NT)	0	50
Flynn (NT)	1	33
Freds Pass	1	19
Galiwinku	0	2051
Galiwinku	1	106
Gapuwiyak	0	834
Gapuwiyak	1	35
Ghan	0	22
Ghan	1	57
Gillen	0	818
Gillen	1	2922
Girraween (NT)	0	60
Girraween (NT)	1	1462
Gray (NT)	0	576
Gray (NT)	1	2252
Gregory (NT)	0	54
Gregory (NT)	1	14
Gulung Mardrulk	1	3
Gunbalanya	0	898
Gunbalanya	1	117
Gunn	0	336
Gunn	1	2168
Gunn Point	1	4
Gunyangara	0	217
Gunyangara	1	20
Gurindji	0	3
Gurindji	1	16
Haasts Bluff	0	112
Haasts Bluff	1	11
Hale	0	23
Hale	1	28
Hart (NT)	0	87
Hart (NT)	1	53
Herbert	0	72
Herbert	1	1473
Hermannsburg	0	467
Hermannsburg	1	58
Holtze	0	55
Holtze	1	708
Howard Springs	0	320
Howard Springs	1	3398
Hugh	0	70
Hugh	1	111
Hughes (NT)	0	7
Hughes (NT)	1	57
Humpty Doo	0	232
Humpty Doo	1	3601
Ilparpa	0	81
Ilparpa	1	298
Imanpa	0	104
Imanpa	1	6
Jabiru	0	178
Jabiru	1	701
Jilkminggan	0	289
Jilkminggan	1	11
Jingili	0	354
Jingili	1	1259
Johnston	0	446
Johnston	1	1419
