SSC_NAME16	BornAust	persons
New Town (SA)	1	1060
New Well	1	14
Newland	0	4
Newland	1	36
Newton	0	1648
Newton	1	2933
Ngapala	1	45
Nildottie	0	21
Nildottie	1	156
Ninnes	0	3
Ninnes	1	53
Noarlunga Centre	0	68
Noarlunga Centre	1	126
Noarlunga Downs	0	845
Noarlunga Downs	1	2767
Nora Creina	0	15
Nora Creina	1	20
Normanville (SA)	0	337
Normanville (SA)	1	1176
North Adelaide	0	2042
North Adelaide	1	4213
North Beach (SA)	0	49
North Beach (SA)	1	414
North Booborowie	1	17
North Brighton	0	425
North Brighton	1	1706
North Haven (SA)	0	1125
North Haven (SA)	1	4170
North Moonta	0	77
North Moonta	1	405
North Plympton	0	888
North Plympton	1	2130
North Shields	0	27
North Shields	1	295
North West Bend	1	10
North Yelta	1	7
Northern Heights	0	17
Northern Heights	1	223
Northfield	0	1679
Northfield	1	2672
Northgate (SA)	0	2344
Northgate (SA)	1	3651
Norton Summit	0	92
Norton Summit	1	399
Norwood (SA)	0	1679
Norwood (SA)	1	3797
Notts Well	1	4
Novar Gardens	0	507
Novar Gardens	1	1898
Nullarbor	0	6
Nullarbor	1	29
Nunjikompita	1	27
Nuriootpa	0	533
Nuriootpa	1	5462
Nurom	1	31
Nurragi	0	3
Nurragi	1	28
O'Halloran Hill	0	503
O'Halloran Hill	1	2044
O'Sullivan Beach	0	357
O'Sullivan Beach	1	1373
Oakbank	0	103
Oakbank	1	678
Oakden	0	1139
Oakden	1	2321
Oakden Hills	1	6
Oaklands Park	0	1122
Oaklands Park	1	2477
Ob Flat	0	39
Ob Flat	1	340
Olary	1	4
Old Calperum	1	7
Old Noarlunga	0	260
Old Noarlunga	1	1092
Old Reynella	0	683
Old Reynella	1	2560
One Tree Hill	0	237
One Tree Hill	1	791
Onkaparinga Hills	0	510
Onkaparinga Hills	1	1928
Oodla Wirra	0	3
Oodla Wirra	1	3
Oodnadatta	0	13
Oodnadatta	1	142
Orroroo	0	57
Orroroo	1	501
Osborne (SA)	0	297
Osborne (SA)	1	1479
Ottoway	0	911
Ottoway	1	1403
Outer Harbor	0	3
Outer Harbor	1	8
Overland Corner	0	6
Overland Corner	1	46
Ovingham	0	191
Ovingham	1	436
Owen	0	49
Owen	1	425
Padthaway	0	23
Padthaway	1	268
Paechtown	0	25
Paechtown	1	170
Pages Flat	0	31
Pages Flat	1	121
Paisley	0	7
Paisley	1	72
Palkagee	1	12
Pallamana	1	69
Palmer (SA)	0	14
Palmer (SA)	1	161
Panitya (SA)	1	12
Panorama	0	532
Panorama	1	1639
Para Hills	0	1970
Para Hills	1	4219
Para Hills West	0	1051
Para Hills West	1	1977
Para Vista	0	831
Para Vista	1	1956
Parachilna	1	20
Paracombe	0	77
Paracombe	1	329
Paradise (SA)	0	2162
Paradise (SA)	1	4321
Parafield	0	90
Parafield	1	16
Parafield Gardens	0	6126
Parafield Gardens	1	9945
Paralowie	0	4264
Paralowie	1	11414
Paramatta	0	3
Paramatta	1	6
Parawa	0	13
Parawa	1	66
Parham	0	23
Parham	1	161
Parilla	0	44
Parilla	1	146
Paringa	0	149
Paringa	1	850
Paris Creek	0	25
Paris Creek	1	154
Park Holme	0	821
Park Holme	1	1855
Parkside (SA)	0	1181
Parkside (SA)	1	3309
Parndana	0	10
Parndana	1	127
Parrakie	0	9
Parrakie	1	87
Paruna	1	48
Pasadena	0	804
Pasadena	1	2034
Paskeville	0	20
Paskeville	1	133
Pata	1	54
Payneham	0	804
Payneham	1	1396
Payneham South	0	545
Payneham South	1	1038
Peake	0	3
Peake	1	109
Pearlah	0	3
Pearlah	1	49
Peebinga	0	3
Peebinga	1	27
Peep Hill	1	20
Pekina	0	3
Pekina	1	56
Pelican Lagoon	0	17
Pelican Lagoon	1	31
Pelican Point (SA)	0	4
Pelican Point (SA)	1	76
Pellaring Flat	1	3
Penfield	0	253
Penfield	1	517
Penfield Gardens	0	81
Penfield Gardens	1	226
Penneshaw	0	40
Penneshaw	1	198
Pennington	0	1254
Pennington	1	2133
Penola	0	121
Penola	1	1351
Penong	0	13
Penong	1	243
Penrice	0	51
Penrice	1	365
Penwortham	0	11
Penwortham	1	107
Perlubie	0	3
Perlubie	1	41
Perponda	1	60
Peterborough (SA)	0	155
Peterborough (SA)	1	1204
Peterhead	0	175
Peterhead	1	898
Petersville	0	4
Petersville	1	61
Petherick	1	33
Petina	1	29
Petwood	0	14
Petwood	1	53
Pewsey Vale	0	22
Pewsey Vale	1	55
Piccadilly (SA)	0	67
Piccadilly (SA)	1	277
Piednippie	1	20
Pike River	0	10
Pike River	1	40
Pimba	0	3
Pimba	1	23
Pimbaacla	1	14
Pine Hill (SA)	0	7
Pine Hill (SA)	1	51
Pine Point	0	7
Pine Point	1	76
Pinery	0	18
Pinery	1	86
Pinkawillinie	1	53
Pinkerton Plains	0	4
Pinkerton Plains	1	68
Pinks Beach	0	6
Pinks Beach	1	61
Pinnaroo	0	72
Pinnaroo	1	571
Pipalyatjara	0	6
Pipalyatjara	1	174
Pirie East	1	39
Pleasant Park	1	36
Plympton	0	1706
Plympton	1	2796
Plympton Park	0	881
Plympton Park	1	2232
Point Boston	1	26
Point Lowly	0	7
Point Lowly	1	17
Point Pass	0	16
Point Pass	1	74
Point Pearce	1	86
Point Souttar	1	27
Point Sturt	0	4
Point Sturt	1	57
Point Turton	0	28
Point Turton	1	283
Polda	1	3
Polish Hill River	1	33
Poltalloch	0	6
Poltalloch	1	34
Pompoota	0	6
Pompoota	1	57
Ponde	0	5
Ponde	1	47
Poochera	1	49
Pooginagoric	0	4
Pooginagoric	1	58
Pooginook	1	8
Poonindie	0	5
Poonindie	1	156
Pooraka	0	2574
Pooraka	1	4199
Porky Flat	1	9
Port Adelaide	0	268
Port Adelaide	1	846
Port Arthur (SA)	1	3
Port Augusta	0	478
Port Augusta	1	5369
Port Augusta West	0	307
Port Augusta West	1	3365
Port Bonython	0	3
Port Bonython	1	15
Port Broughton	0	115
Port Broughton	1	1008
Port Davis	1	10
Port Elliot	0	412
Port Elliot	1	1543
Port Gawler	0	14
Port Gawler	1	66
Port Germein	0	57
Port Germein	1	267
Port Gibbon	1	9
Port Hughes	0	73
Port Hughes	1	453
Port Julia	0	13
Port Julia	1	32
Port Kenny	0	3
Port Kenny	1	54
Port Lincoln	0	1169
Port Lincoln	1	11770
Port Macdonnell	0	49
Port Macdonnell	1	684
Port Mannum	0	25
Port Mannum	1	200
Port Moorowie	0	19
Port Moorowie	1	44
Port Neill	0	12
Port Neill	1	172
Port Noarlunga	0	758
Port Noarlunga	1	1838
Port Noarlunga South	0	578
Port Noarlunga South	1	1965
Port Paterson	1	64
Port Pirie	0	35
Port Pirie	1	142
Port Pirie South	0	282
Port Pirie South	1	3380
Port Pirie West	0	218
Port Pirie West	1	2190
Port Rickaby	1	50
Port Victoria	0	36
Port Victoria	1	273
Port Vincent	0	65
Port Vincent	1	428
Port Wakefield	0	116
Port Wakefield	1	494
Port Willunga	0	270
Port Willunga	1	1211
Porter Lagoon	1	10
Price	0	22
Price	1	138
Proof Range	1	5
Prospect (SA)	0	3642
Prospect (SA)	1	8967
Prospect Hill	0	14
Prospect Hill	1	124
Pukatja	0	12
Pukatja	1	455
Puntabie	1	7
Punthari	1	40
Punyelroo	0	3
Punyelroo	1	26
Purnong	0	7
Purnong	1	33
Pyap	0	6
Pyap	1	137
Pyap West	0	9
Pyap West	1	27
Pygery	1	66
Qualco	0	16
Qualco	1	41
Queenstown (SA)	0	494
Queenstown (SA)	1	1264
Quinyambie	1	11
Quorn	0	84
Quorn	1	1048
Racecourse Bay	0	3
Racecourse Bay	1	28
Ramco	0	11
Ramco	1	144
Ramco Heights	0	7
Ramco Heights	1	114
Ramsay (SA)	0	7
Ramsay (SA)	1	60
Rapid Bay	0	3
Rapid Bay	1	9
Red Creek	0	10
Red Creek	1	99
Redbanks	0	31
Redbanks	1	142
Redhill	0	15
Redhill	1	129
Redwood Park	0	989
Redwood Park	1	4238
Reedy Creek (SA)	0	6
Reedy Creek (SA)	1	85
Reeves Plains	0	21
Reeves Plains	1	104
Regency Park	0	74
Regency Park	1	49
Reid (SA)	0	52
Reid (SA)	1	333
Rendelsham	0	11
Rendelsham	1	188
Renmark	0	722
Renmark	1	3497
Renmark North	0	78
Renmark North	1	520
Renmark South	0	38
Renmark South	1	280
Renmark West	0	128
Renmark West	1	1042
Renown Park	0	642
Renown Park	1	908
Reynella	0	875
Reynella	1	3679
Reynella East	0	396
Reynella East	1	1545
Rhynie	0	29
Rhynie	1	109
Richmond (SA)	0	1077
Richmond (SA)	1	2007
Ridgehaven	0	926
Ridgehaven	1	2881
Ridleyton	0	357
Ridleyton	1	717
Risdon Park	0	286
Risdon Park	1	3343
Risdon Park South	0	153
Risdon Park South	1	1915
Riverglades	0	57
Riverglades	1	705
Riverglen	1	15
Riverton (SA)	0	122
Riverton (SA)	1	837
Robe	0	84
Robe	1	888
Robertstown	0	17
Robertstown	1	210
Rochester (SA)	1	8
Rockleigh	0	24
Rockleigh	1	200
Rocky Camp	0	13
Rocky Camp	1	120
Rocky Gully (SA)	0	20
Rocky Gully (SA)	1	76
Rocky Plain (SA)	1	13
Rogues Point	0	9
Rogues Point	1	18
Rose Park	0	383
Rose Park	1	938
Rosedale (SA)	0	20
Rosedale (SA)	1	140
Rosetown	0	19
Rosetown	1	120
Rosewater	0	853
Rosewater	1	2200
Roseworthy	0	103
Roseworthy	1	842
Rosslyn Park	0	510
Rosslyn Park	1	876
Rostrevor	0	2749
Rostrevor	1	4715
Rowland Flat	0	9
Rowland Flat	1	121
Roxby Downs	0	506
Roxby Downs	1	3004
Royal Park	0	764
Royal Park	1	1943
Royston Park	0	269
Royston Park	1	890
Rudall	0	3
Rudall	1	64
SA Remainder	1	49
Saddleworth	0	50
Saddleworth	1	374
Saints	1	7
Salisbury (SA)	0	3198
Salisbury (SA)	1	4428
Salisbury Downs	0	2051
Salisbury Downs	1	3579
Salisbury East	0	2574
Salisbury East	1	5910
Salisbury Heights	0	1136
Salisbury Heights	1	3847
Salisbury North	0	2505
Salisbury North	1	6672
Salisbury Park	0	569
Salisbury Park	1	1468
Salisbury Plain	0	355
Salisbury Plain	1	784
Salisbury South	0	51
Salisbury South	1	48
Salt Creek	0	8
Salt Creek	1	27
Salter Springs	0	5
Salter Springs	1	49
Saltia	1	10
Sampson Flat	0	30
Sampson Flat	1	89
Sandalwood	0	6
Sandalwood	1	46
Sandergrove	0	11
Sandergrove	1	61
Sanderston	0	10
Sanderston	1	72
Sandilands (SA)	1	99
Sandleton	0	8
Sandleton	1	18
Sandy Creek (SA)	0	35
Sandy Creek (SA)	1	245
Sandy Grove	0	6
Sandy Grove	1	89
Sapphiretown	0	10
Sapphiretown	1	25
Sceale Bay	0	8
Sceale Bay	1	36
Schell Well	1	4
Scott Creek	0	40
Scott Creek	1	147
Seacliff	0	449
Seacliff	1	1391
Seacliff Park	0	635
Seacliff Park	1	1677
Seacombe Gardens	0	1004
Seacombe Gardens	1	1812
Seacombe Heights	0	382
Seacombe Heights	1	1039
Seaford (SA)	0	1073
Seaford (SA)	1	3079
Seaford Heights	0	12
Seaford Heights	1	41
Seaford Meadows	0	838
Seaford Meadows	1	2820
Seaford Rise	0	1693
Seaford Rise	1	4088
Seal Bay	1	4
Seaton (SA)	0	2956
Seaton (SA)	1	6780
Seaview Downs	0	560
Seaview Downs	1	2029
Sebastopol (SA)	0	3
Sebastopol (SA)	1	48
Second Valley	0	30
Second Valley	1	124
Sedan	0	13
Sedan	1	159
Seddon (SA)	0	12
Seddon (SA)	1	72
Sefton Park	0	353
Sefton Park	1	823
Sellicks Beach	0	545
Sellicks Beach	1	1843
Sellicks Hill	0	76
Sellicks Hill	1	219
Semaphore	0	526
Semaphore	1	2045
Semaphore Park	0	823
Semaphore Park	1	3213
Semaphore South	0	199
Semaphore South	1	762
Senior	0	3
Senior	1	108
Seppeltsfield	0	12
Seppeltsfield	1	114
Sevenhill	0	8
Sevenhill	1	101
Shaugh	0	9
Shaugh	1	14
Shea-Oak Log	0	7
Shea-Oak Log	1	118
Sheaoak Flat	0	3
Sheaoak Flat	1	30
Sheidow Park	0	1555
Sheidow Park	1	4929
Sheringa	1	29
Sherlock (SA)	0	4
Sherlock (SA)	1	61
Sherwood (SA)	1	81
Short	0	3
Short	1	6
Silverton (SA)	0	8
Silverton (SA)	1	13
Skye (SA)	0	78
Skye (SA)	1	187
Sleaford	1	39
Smithfield (SA)	0	629
Smithfield (SA)	1	1584
Smithfield Plains	0	558
Smithfield Plains	1	2029
Smoky Bay	0	22
Smoky Bay	1	212
Snowtown	0	42
Snowtown	1	403
Solomon	1	61
Solomontown	0	110
Solomontown	1	893
Somerton Park	0	1078
Somerton Park	1	4152
South Brighton	0	557
South Brighton	1	1816
South Hummocks	0	3
South Hummocks	1	20
South Kilkerran	0	9
South Kilkerran	1	38
South Plympton	0	1235
South Plympton	1	2777
Southend	0	17
Southend	1	234
Spalding (SA)	0	13
Spalding (SA)	1	256
Spectacle Lake	1	4
Spence (SA)	1	47
Spring Farm (SA)	0	8
Spring Farm (SA)	1	83
Spring Gully (SA)	0	4
Spring Gully (SA)	1	52
Springfield (SA)	0	128
Springfield (SA)	1	373
Springton	0	97
Springton	1	506
Square Mile	0	5
Square Mile	1	31
St Agnes (SA)	0	951
St Agnes (SA)	1	3028
St Clair (SA)	0	635
St Clair (SA)	1	1002
St Georges	0	556
St Georges	1	1013
St Ives (SA)	0	9
St Ives (SA)	1	16
St Johns	1	10
St Kilda (SA)	0	22
St Kilda (SA)	1	46
St Kitts	1	41
St Marys (SA)	0	981
St Marys (SA)	1	1630
St Morris	0	419
St Morris	1	1030
St Peters (SA)	0	873
St Peters (SA)	1	2210
Stanley (SA)	0	3
Stanley (SA)	1	30
Stanley Flat	0	32
Stanley Flat	1	352
Stansbury	0	70
Stansbury	1	533
Steelton	1	25
Steinfeld	0	4
Steinfeld	1	9
Stepney	0	194
Stepney	1	640
Stewart Range	0	10
Stewart Range	1	51
Stirling (SA)	0	604
Stirling (SA)	1	2221
Stirling North	0	135
Stirling North	1	2381
Stockport	0	43
Stockport	1	194
Stockwell	0	26
Stockwell	1	430
Stockyard Creek (SA)	1	15
Stockyard Plain	1	14
Stokes Bay	0	5
Stokes Bay	1	39
Stone Hut	0	12
Stone Hut	1	19
Stone Well	0	14
Stone Well	1	90
Stonyfell	0	388
Stonyfell	1	778
Stow	1	8
Strathalbyn (SA)	0	781
Strathalbyn (SA)	1	5290
Streaky Bay	0	70
Streaky Bay	1	1172
Struan	0	4
Struan	1	35
Stuart (SA)	0	3
Stuart (SA)	1	10
Sturt (SA)	0	799
Sturt (SA)	1	1565
Sultana Point	0	3
Sultana Point	1	17
Summertown	0	79
Summertown	1	542
Sunlands	0	42
Sunlands	1	296
Sunnybrae	1	37
Sunnydale	0	3
Sunnydale	1	34
Sunnyside (SA)	0	8
Sunnyside (SA)	1	83
Sunnyvale	1	37
Surrey Downs	0	609
Surrey Downs	1	2604
Sutherlands	0	4
Sutherlands	1	33
Suttontown	0	33
Suttontown	1	530
Swan Reach (SA)	0	47
Swan Reach (SA)	1	202
Swanport	0	15
Swanport	1	128
Swede Flat	0	3
Swede Flat	1	16
Tailem Bend	0	133
Tailem Bend	1	1398
Taldra	0	3
Taldra	1	21
Talia	1	8
Tantanoola	0	33
Tantanoola	1	427
Tanunda	0	496
Tanunda	1	3808
Taperoo	0	492
Taperoo	1	2357
Taplan	1	48
Taratap	0	4
Taratap	1	27
Tarcowie	0	4
Tarcowie	1	52
Tarlee	0	32
Tarlee	1	248
Tarnma	0	3
Tarnma	1	18
Tarpeena	0	39
Tarpeena	1	341
Tatachilla	0	40
Tatachilla	1	156
Taunton (SA)	1	3
Taylorville	0	25
Taylorville	1	255
Tea Tree Gully	0	671
Tea Tree Gully	1	2433
Telowie	0	6
Telowie	1	89
Templers	0	12
Templers	1	109
Tennyson (SA)	0	261
Tennyson (SA)	1	802
Tepko	1	21
Teringie	0	221
Teringie	1	554
Terowie	0	11
Terowie	1	93
The Gap (SA)	1	21
The Pines (SA)	0	15
The Pines (SA)	1	79
The Range (SA)	0	23
The Range (SA)	1	115
Thebarton	0	435
Thebarton	1	911
Thevenard	0	51
Thevenard	1	444
Thomas Plain	1	39
Thompson Beach	0	31
Thompson Beach	1	158
Thorngate	0	54
Thorngate	1	132
Thornlea	0	3
Thornlea	1	36
Thrington	1	22
Tiatukia	0	30
Tiatukia	1	215
Tickera	0	24
Tickera	1	148
Tiddy Widdy Beach	0	30
Tiddy Widdy Beach	1	131
Tilley Swamp	0	3
Tilley Swamp	1	21
Tintinara	0	48
Tintinara	1	444
Tolderol	0	3
Tolderol	1	19
Tooligie	1	20
Tooperang	0	38
Tooperang	1	184
Toora (SA)	1	32
Toorak Gardens	0	660
Toorak Gardens	1	1856
Tootenilla	1	17
Torrens Park	0	555
Torrens Park	1	1897
Torrens Vale	0	8
Torrens Vale	1	58
Torrensville	0	1326
Torrensville	1	2506
Tothill Belt	1	21
Tothill Creek	1	13
Totness	0	4
Totness	1	80
Towitta	1	21
Tranmere (SA)	0	1235
Tranmere (SA)	1	2373
Trinity Gardens	0	318
Trinity Gardens	1	857
Trott Park	0	637
Trott Park	1	2345
Truro	0	34
Truro	1	479
Tulka	0	9
Tulka	1	103
Tumby Bay	0	94
Tumby Bay	1	1413
Tungkillo	0	25
Tungkillo	1	236
Tunkalilla	1	23
Tusmore	0	374
Tusmore	1	1053
Two Wells	0	315
Two Wells	1	2034
Tyringa	1	12
Ucolta	0	3
Ucolta	1	8
Uleybury	0	71
Uleybury	1	210
Ulyerra	1	24
Undalya	0	3
Undalya	1	21
Underdale	0	758
Underdale	1	1431
Ungarra	0	8
Ungarra	1	146
Unley	0	1101
Unley	1	2752
Unley Park	0	266
Unley Park	1	1096
Upper Hermitage	0	60
Upper Hermitage	1	208
Upper Sturt	0	173
Upper Sturt	1	749
Uraidla	0	63
Uraidla	1	487
Urania	0	3
Urania	1	40
Urrbrae	0	291
Urrbrae	1	648
Uworra	1	8
Vale Park	0	626
Vale Park	1	1531
Valley View	0	1721
Valley View	1	4158
Veitch	1	17
Venus Bay (SA)	0	4
Venus Bay (SA)	1	47
Verdun	0	29
Verdun	1	167
Verran	1	85
Victor Harbor	0	717
Victor Harbor	1	3195
Vine Vale	0	14
Vine Vale	1	71
Virginia (SA)	0	486
Virginia (SA)	1	1164
Vista	0	213
Vista	1	724
Vivonne Bay	0	9
Vivonne Bay	1	62
Waddikee	1	21
Waikerie	0	296
Waikerie	1	2188
Waitpinga	0	49
Waitpinga	1	248
Walker Flat	0	15
Walker Flat	1	77
Walkerville (SA)	0	792
Walkerville (SA)	1	1753
Walkley Heights	0	1021
Walkley Heights	1	2341
Wall Flat	0	3
Wall Flat	1	55
Wallala	1	15
Wallaroo (SA)	0	298
Wallaroo (SA)	1	2869
Wallaroo Mines	0	46
Wallaroo Mines	1	331
Wallaroo Plain	1	49
Walloway	1	6
Waltowa	0	3
Waltowa	1	23
Wami Kata	1	5
Wanbi	0	6
Wanbi	1	36
Wandana (SA)	1	35
Wandearah East	0	3
Wandearah East	1	86
Wandearah West	1	16
Wandilo	0	13
Wandilo	1	150
Wangary	0	10
Wangary	1	152
Wangolina	0	3
Wangolina	1	63
Wanilla	0	4
Wanilla	1	73
Wappilka	1	14
Warburto	1	64
Ward Belt	0	30
Ward Belt	1	117
Ward Hill	0	4
Ward Hill	1	51
Warnertown	0	11
Warnertown	1	167
Warnes	1	3
Warooka	0	25
Warooka	1	303
Warradale	0	1168
Warradale	1	3820
Warramboo	0	3
Warramboo	1	88
Warraweena	1	13
Washpool (SA)	1	22
Wasleys	0	97
Wasleys	1	577
Watchman	0	7
Watchman	1	33
Waterfall Gully	0	22
Waterfall Gully	1	116
Waterloo (SA)	0	4
Waterloo (SA)	1	70
Waterloo Corner	0	417
Waterloo Corner	1	645
Watervale	0	33
Watervale	1	270
Wattle Flat (SA)	0	22
Wattle Flat (SA)	1	133
Wattle Park	0	637
Wattle Park	1	1108
Wattle Range	1	65
Wattle Range East	1	20
Wauraltee	1	52
Wayville	0	602
Wayville	1	1149
Webb Beach	0	7
Webb Beach	1	28
Weeroona Island	0	14
Weeroona Island	1	86
Weetulta	1	76
Welland	0	258
Welland	1	562
Wellington (SA)	0	25
Wellington (SA)	1	151
Wellington East	0	35
Wellington East	1	116
Wepar	1	37
West Beach (SA)	0	1120
West Beach (SA)	1	3607
West Bundaleer	1	3
West Croydon	0	1193
West Croydon	1	2709
West Hindmarsh	0	490
West Hindmarsh	1	970
West Lakes	0	1418
West Lakes	1	4112
West Lakes Shore	0	662
West Lakes Shore	1	2286
West Range	1	18
West Richmond	0	328
West Richmond	1	594
Westall	0	3
Westall	1	7
Westbourne Park	0	495
Westbourne Park	1	2002
Western Flat	0	5
Western Flat	1	109
Western River	1	18
Wharminda	1	23
White Hill	0	3
White Hill	1	90
White Hut	0	6
White Hut	1	10
White Sands	0	7
White Sands	1	127
White Well Corner	1	4
Whites Flat	1	45
Whites River	1	21
Whites Valley	0	53
Whites Valley	1	233
Whitwarta	0	10
Whitwarta	1	33
Whyalla	0	700
Whyalla	1	2752
Whyalla Jenkins	0	416
Whyalla Jenkins	1	1431
Whyalla Norrie	0	1126
Whyalla Norrie	1	4797
Whyalla Playford	0	459
Whyalla Playford	1	1966
Whyalla Stuart	0	1285
Whyalla Stuart	1	4885
Whyte Yarcowie	0	3
Whyte Yarcowie	1	38
Wigley Flat	1	34
Wilcherry	1	4
Wild Dog Valley (SA)	0	9
Wild Dog Valley (SA)	1	170
Wild Horse Plains	0	15
Wild Horse Plains	1	68
Wilgena	1	14
Willalo	0	5
Willalo	1	48
Willalooka	0	12
Willalooka	1	122
Willamulka	0	3
Willamulka	1	52
Willaston	0	537
Willaston	1	2675
William Creek	1	10
Williamstown (SA)	0	420
Williamstown (SA)	1	2179
Willippa	1	22
Willochra	1	11
Willoughby (SA)	1	8
Willow Creek	0	3
Willow Creek	1	30
Willowie	1	33
Willunga	0	475
Willunga	1	1712
Willunga Hill	0	28
Willunga Hill	1	121
Willunga South	0	79
Willunga South	1	307
Willyaroo	0	51
Willyaroo	1	305
Wilmington	0	34
Wilmington	1	489
Windsor (SA)	0	16
Windsor (SA)	1	131
Windsor Gardens	0	1841
Windsor Gardens	1	3205
Wingfield	0	203
Wingfield	1	236
Winkie	0	31
Winkie	1	290
Winninowie	1	3
Winulta	1	31
Wirrabara	0	31
Wirrabara	1	344
Wirrega	0	3
Wirrega	1	20
Wirrina Cove	0	30
Wirrina Cove	1	88
Wirrulla	0	4
Wirrulla	1	98
Wisanger	0	13
Wisanger	1	101
Wistow	0	42
Wistow	1	208
Witera	1	4
Wokurna	1	61
Wolseley	0	9
Wolseley	1	151
Wongulla	0	7
Wongulla	1	45
Wongyarra	0	3
Wongyarra	1	49
Wonuarra	0	4
Wonuarra	1	39
Woodchester	0	30
Woodchester	1	194
Woodcroft (SA)	0	2255
Woodcroft (SA)	1	8575
Woodforde	0	162
Woodforde	1	447
Woodlane	0	6
Woodlane	1	70
Woodleigh (SA)	0	3
Woodleigh (SA)	1	64
Woods Point (SA)	0	14
Woods Point (SA)	1	149
Woodside (SA)	0	285
Woodside (SA)	1	2115
Woodville (SA)	0	613
Woodville (SA)	1	1300
Woodville Gardens	0	1335
Woodville Gardens	1	925
Woodville North	0	1099
Woodville North	1	1215
Woodville Park	0	485
Woodville Park	1	1168
Woodville South	0	727
Woodville South	1	2259
Woodville West	0	821
Woodville West	1	2112
Wool Bay	0	19
Wool Bay	1	116
Woolpunda	1	10
Woolshed Flat (SA)	1	26
Woolsheds	0	7
Woolsheds	1	17
Woolumbool	0	3
Woolumbool	1	59
Woolundunga	1	8
Woomera	0	16
Woomera	1	102
Worlds End (SA)	1	7
Worrolong	0	90
Worrolong	1	781
Wrattonbully	0	3
Wrattonbully	1	34
Wudinna	0	30
Wudinna	1	579
Wunkar	0	3
Wunkar	1	61
Wye	0	13
Wye	1	75
Wynarka	0	8
Wynarka	1	64
Wynn Vale	0	1773
Wynn Vale	1	5747
Wyomi	0	9
Wyomi	1	81
Yacka	0	13
Yacka	1	117
Yahl	0	53
Yahl	1	753
Yalanda	1	23
Yalata	0	3
Yalata	1	217
Yallunda Flat	1	93
Yalpara	1	4
Yamba (SA)	1	3
Yanerbie	1	5
Yaninee	0	7
Yaninee	1	67
Yankalilla	0	146
Yankalilla	1	687
Yantanabie	0	3
Yantanabie	1	14
Yanyarrie	1	4
Yarrah	0	5
Yarrah	1	11
Yatala Vale	0	38
Yatala Vale	1	198
Yatina	1	21
Yattalunga (SA)	0	61
Yattalunga (SA)	1	226
Yeelanna	0	4
Yeelanna	1	79
Yelta (SA)	0	5
Yelta (SA)	1	6
Yinkanie	1	20
Yongala	0	14
Yongala	1	70
Yorke Valley	1	24
Yorketown	0	88
Yorketown	1	828
Younghusband	0	16
Younghusband	1	181
Yumali	1	63
Yundi	0	24
Yundi	1	119
Yunta	0	8
Yunta	1	65
Zadows Landing	1	21
No usual address (SA)	0	605
No usual address (SA)	1	1886
Migratory - Offshore - Shipping (SA)	0	3
Migratory - Offshore - Shipping (SA)	1	3
Abba River	0	3
Abba River	1	58
Abbey	0	233
Abbey	1	978
Acton Park (WA)	0	16
Acton Park (WA)	1	76
Adamsvale	0	6
Adamsvale	1	21
Ajana	0	7
Ajana	1	49
Albany	0	377
Albany	1	840
Aldersyde	0	10
Aldersyde	1	32
Alexander Heights	0	3092
Alexander Heights	1	4505
Alexandra Bridge	1	5
Alfred Cove	0	709
Alfred Cove	1	1724
Alkimos	0	2916
Alkimos	1	2784
Allanooka	0	8
Allanooka	1	11
Allanson	0	83
Allanson	1	506
Alma (WA)	0	7
Alma (WA)	1	105
Ambania	1	7
Ambergate	0	75
Ambergate	1	368
Amelup	0	6
Amelup	1	42
Angelo River	1	9
Anketell	0	66
Anketell	1	158
Anniebrook	0	7
Anniebrook	1	51
Applecross	0	2650
Applecross	1	3858
Ardath	0	9
Ardath	1	45
Ardross	0	1587
Ardross	1	2486
Argyle (WA)	0	97
Argyle (WA)	1	405
Armadale (WA)	0	3925
Armadale (WA)	1	8199
Arrino	0	4
Arrino	1	37
Arrowsmith	1	9
Arrowsmith East	0	3
Arrowsmith East	1	35
Arthur River (WA)	0	16
Arthur River (WA)	1	87
Ascot (WA)	0	837
Ascot (WA)	1	1485
Ashby (WA)	0	1088
Ashby (WA)	1	1419
Ashendon	1	10
Ashfield (WA)	0	373
Ashfield (WA)	1	859
Attadale	0	1673
Attadale	1	4350
Atwell	0	2998
Atwell	1	5722
Aubin Grove	0	2404
Aubin Grove	1	3657
Augusta	0	272
Augusta	1	992
Australind	0	2896
Australind	1	10559
Aveley	0	3598
Aveley	1	6041
Avon Valley National Park	1	6
Baandee	1	14
Babakin	1	54
Babbage Island	0	3
Babbage Island	1	14
Badgebup	0	3
Badgebup	1	33
Badgerin Rock	0	3
Badgerin Rock	1	23
Badgin	0	7
Badgin	1	3
Badgingarra	0	36
Badgingarra	1	141
Badjaling	1	9
Bailup	0	12
Bailup	1	19
Bakers Hill	0	226
Bakers Hill	1	827
Balbarrup	0	17
Balbarrup	1	120
Balcatta	0	3950
Balcatta	1	5581
Baldivis	0	10332
Baldivis	1	18735
Balga	0	6071
Balga	1	5326
Balingup	0	141
Balingup	1	340
Balkuling	0	4
Balkuling	1	19
Balladong	0	10
Balladong	1	59
Ballajura	0	6735
Ballajura	1	11094
Ballaying	0	3
Ballaying	1	26
Ballidu	0	10
Ballidu	1	50
Bally Bally	0	3
Bally Bally	1	31
Bambun	0	8
Bambun	1	24
Bandy Creek	0	28
Bandy Creek	1	240
Bandya	0	45
Bandya	1	159
Banjup	0	671
