SSC_NAME16	BornAust	persons
Woronora Dam	1	3
Woronora Heights	0	378
Woronora Heights	1	2446
Worrigee	0	491
Worrigee	1	4255
Worrowing Heights	0	114
Worrowing Heights	1	354
Woy Woy	0	1782
Woy Woy	1	8064
Woy Woy Bay	0	69
Woy Woy Bay	1	322
Wrathall	1	19
Wrights Beach	0	16
Wrights Beach	1	101
Wrights Creek (NSW)	1	5
Wuuluman	0	99
Wuuluman	1	651
Wyalong	0	24
Wyalong	1	566
Wyan	0	3
Wyan	1	34
Wyanbene	0	9
Wyanbene	1	17
Wyangala	0	26
Wyangala	1	136
Wyangle	0	4
Wyangle	1	37
Wybong	0	9
Wybong	1	114
Wyee	0	197
Wyee	1	2042
Wyee Point	0	121
Wyee Point	1	973
Wylie Creek	1	13
Wylies Flat	0	5
Wylies Flat	1	47
Wymah	0	6
Wymah	1	31
Wyndham (NSW)	0	45
Wyndham (NSW)	1	287
Wyneden	0	3
Wyneden	1	44
Wyoming	0	1844
Wyoming	1	7637
Wyong	0	743
Wyong	1	3184
Wyong Creek	0	45
Wyong Creek	1	352
Wyongah	0	197
Wyongah	1	1703
Wyrallah	0	29
Wyrallah	1	386
Yabbra	0	3
Yadboro	1	9
Yagoona	0	7752
Yagoona	1	9104
Yalbraith	1	10
Yallah	0	13
Yallah	1	111
Yallaroi	0	3
Yallaroi	1	95
Yamba (NSW)	0	711
Yamba (NSW)	1	4798
Yanco	0	29
Yanco	1	863
Yanderra	0	62
Yanderra	1	541
Yanga	1	19
Yannergee	1	22
Yantabulla	1	9
Yaouk	1	16
Yarara	1	21
Yarra	0	6
Yarra	1	151
Yarrabandai	1	37
Yarrabin	0	9
Yarrabin	1	67
Yarragal	0	3
Yarragal	1	18
Yarragrin	0	3
Yarragrin	1	25
Yarragundry	0	4
Yarragundry	1	66
Yarrahapinni	0	20
Yarrahapinni	1	142
Yarramalong	0	59
Yarramalong	1	269
Yarraman (NSW)	1	11
Yarramundi	0	76
Yarramundi	1	728
Yarranbella	0	19
Yarranbella	1	156
Yarras (Bathurst Regional - NSW)	0	4
Yarras (Bathurst Regional - NSW)	1	8
Yarras (Port Macquarie-Hastings - NSW)	1	54
Yarravel	0	69
Yarravel	1	947
Yarrawa	0	5
Yarrawa	1	83
Yarrawarrah	0	326
Yarrawarrah	1	2354
Yarrawonga (NSW)	0	36
Yarrawonga (NSW)	1	337
Yarrawonga Park	0	32
Yarrawonga Park	1	330
Yarrie Lake	1	57
Yarrow	1	6
Yarrowford	0	9
Yarrowford	1	56
Yarrowitch	0	6
Yarrowitch	1	125
Yarrowyck	0	7
Yarrowyck	1	112
Yass	0	528
Yass	1	5513
Yass River	0	48
Yass River	1	268
Yathella	1	129
Yattalunga (NSW)	0	69
Yattalunga (NSW)	1	464
Yatte Yattah	0	7
Yatte Yattah	1	150
Yaven Creek	1	55
Yelgun	0	17
Yelgun	1	82
Yellow Dam	1	12
Yellow Pinch	0	11
Yellow Pinch	1	36
Yellow Rock (Blue Mountains - NSW)	0	107
Yellow Rock (Blue Mountains - NSW)	1	883
Yellow Rock (Shellharbour - NSW)	0	27
Yellow Rock (Shellharbour - NSW)	1	169
Yenda (NSW)	0	135
Yenda (NSW)	1	1247
Yennora	0	808
Yennora	1	649
Yeoval	0	28
Yeoval	1	366
Yerong Creek	0	22
Yerong Creek	1	267
Yerrinbool	0	139
Yerrinbool	1	963
Yerriyong	1	24
Yessabah	0	15
Yessabah	1	86
Yetholme	0	10
Yetholme	1	202
Yetman	0	6
Yetman	1	181
Yippin Creek	0	12
Yippin Creek	1	161
Yoogali	0	202
Yoogali	1	923
Yorklea	0	24
Yorklea	1	326
Young	0	592
Young	1	8841
Yowie Bay	0	407
Yowie Bay	1	2559
Yowrie	0	19
Yowrie	1	88
Yullundry	1	20
Zara	0	10
Zara	1	55
Zetland	0	6266
Zetland	1	2887
No usual address (NSW)	0	3012
No usual address (NSW)	1	7028
Migratory - Offshore - Shipping (NSW)	0	142
Migratory - Offshore - Shipping (NSW)	1	232
Abbotsford (Vic.)	0	2869
Abbotsford (Vic.)	1	4512
Aberfeldie	0	687
Aberfeldie	1	3021
Acheron	0	14
Acheron	1	133
Adams Estate	0	3
Adams Estate	1	40
Addington	0	11
Addington	1	62
Adelaide Lead	0	3
Adelaide Lead	1	75
Agnes	0	5
Agnes	1	52
Aireys Inlet	0	79
Aireys Inlet	1	654
Airly	0	11
Airly	1	125
Airport West	0	2007
Airport West	1	5064
Albanvale	0	2706
Albanvale	1	2287
Albert Park (Vic.)	0	1611
Albert Park (Vic.)	1	4095
Alberton (Vic.)	0	34
Alberton (Vic.)	1	207
Alberton West	0	6
Alberton West	1	69
Albion (Vic.)	0	2418
Albion (Vic.)	1	1847
Alexandra (Vic.)	0	267
Alexandra (Vic.)	1	2205
Alfredton	0	1150
Alfredton	1	7627
Allambee	0	3
Allambee	1	15
Allambee Reserve	0	15
Allambee Reserve	1	47
Allambee South	0	4
Allambee South	1	60
Allans Flat	0	33
Allans Flat	1	267
Allansford	0	77
Allansford	1	1286
Allendale	0	21
Allendale	1	120
Allestree	0	8
Allestree	1	110
Alma (Vic.)	0	13
Alma (Vic.)	1	174
Almonds	1	26
Almurta	1	43
Alphington	0	1037
Alphington	1	3765
Altona (Vic.)	0	3131
Altona (Vic.)	1	6955
Altona Meadows	0	6711
Altona Meadows	1	11336
Altona North	0	4498
Altona North	1	6589
Alvie	0	4
Alvie	1	100
Amherst	0	9
Amherst	1	49
Amphitheatre	0	23
Amphitheatre	1	210
Anakie	0	85
Anakie	1	523
Ancona	0	13
Ancona	1	56
Anderson	0	4
Anderson	1	19
Anglers Rest	0	6
Anglers Rest	1	13
Anglesea	0	225
Anglesea	1	2140
Annuello	0	4
Annuello	1	26
Antwerp	0	6
Antwerp	1	57
Apollo Bay (Vic.)	0	262
Apollo Bay (Vic.)	1	1151
Appin (Vic.)	0	3
Appin (Vic.)	1	8
Appin South	0	5
Appin South	1	21
Apsley (Vic.)	0	11
Apsley (Vic.)	1	248
Ararat	0	857
Ararat	1	6931
Arawata	0	10
Arawata	1	71
Arcadia (Vic.)	0	8
Arcadia (Vic.)	1	193
Arcadia South	0	8
Arcadia South	1	61
Archdale	0	3
Archdale	1	16
Archdale Junction	1	6
Archerton	0	3
Archerton	1	12
Archies Creek	0	7
Archies Creek	1	12
Ardeer	0	1416
Ardeer	1	1438
Ardmona	0	94
Ardmona	1	328
Areegra	1	23
Argyle (Vic.)	0	35
Argyle (Vic.)	1	163
Armadale (Vic.)	0	2573
Armadale (Vic.)	1	5811
Armstrong	0	10
Armstrong	1	65
Armstrong Creek (Vic.)	0	574
Armstrong Creek (Vic.)	1	3396
Arnold (Vic.)	1	47
Arnold West	1	12
Arthurs Creek	0	43
Arthurs Creek	1	390
Arthurs Seat	0	66
Arthurs Seat	1	311
Ascot (Ballarat - Vic.)	0	7
Ascot (Ballarat - Vic.)	1	85
Ascot (Greater Bendigo - Vic.)	0	118
Ascot (Greater Bendigo - Vic.)	1	1711
Ascot Vale	0	4107
Ascot Vale	1	9499
Ashbourne (Vic.)	0	29
Ashbourne (Vic.)	1	146
Ashburton	0	2031
Ashburton	1	5395
Ashwood	0	2490
Ashwood	1	3883
Aspendale	0	1313
Aspendale	1	5235
Aspendale Gardens	0	1948
Aspendale Gardens	1	4319
Athlone	0	12
Athlone	1	99
Attwood	0	769
Attwood	1	2491
Aubrey	1	3
Auchmore	1	13
Avalon	0	87
Avalon	1	197
Avenel	0	91
Avenel	1	854
Avoca (Vic.)	0	90
Avoca (Vic.)	1	977
Avon Plains	1	7
Avondale Heights	0	4699
Avondale Heights	1	6178
Avonmore	1	39
Avonsleigh	0	124
Avonsleigh	1	661
Axe Creek	0	16
Axe Creek	1	310
Axedale	0	44
Axedale	1	690
Ayrford	0	3
Ayrford	1	44
Bacchus Marsh	0	824
Bacchus Marsh	1	5076
Baddaginnie	0	21
Baddaginnie	1	282
Badger Creek	0	211
Badger Creek	1	1258
Bael Bael	1	3
Bagshot	0	22
Bagshot	1	242
Bagshot North	0	4
Bagshot North	1	30
Bahgallah	1	31
Bailieston	0	22
Bailieston	1	83
Bairnsdale	0	748
Bairnsdale	1	6017
Bakery Hill	0	30
Bakery Hill	1	125
Balaclava (Vic.)	0	1800
Balaclava (Vic.)	1	3140
Bald Hills (Vic.)	0	3
Bald Hills (Vic.)	1	96
Balintore	0	3
Balintore	1	59
Ballan	0	405
Ballan	1	2337
Ballangeich	0	7
Ballangeich	1	51
Ballapur	1	10
Ballarat Central	0	576
Ballarat Central	1	4346
Ballarat East	0	521
Ballarat East	1	4658
Ballarat North	0	295
Ballarat North	1	3412
Ballendella	0	13
Ballendella	1	103
Balliang	0	29
Balliang	1	219
Balliang East	0	11
Balliang East	1	117
Ballyrogan	1	58
Balmattum	0	8
Balmattum	1	88
Balmoral (Vic.)	0	19
Balmoral (Vic.)	1	247
Balnarring	0	290
Balnarring	1	1801
Balnarring Beach	0	56
Balnarring Beach	1	296
Balook	0	4
Balwyn	0	5394
Balwyn	1	7361
Balwyn North	0	7864
Balwyn North	1	11784
Bamawm	0	18
Bamawm	1	447
Bamawm Extension	1	210
Bambra	0	14
Bambra	1	85
Bamganie	0	4
Bamganie	1	31
Bandiana	0	61
Bandiana	1	521
Bangerang	1	53
Bangholme	0	278
Bangholme	1	435
Bannerton	0	6
Bannerton	1	26
Bannockburn (Vic.)	0	481
Bannockburn (Vic.)	1	4495
Banyan	0	3
Banyan	1	18
Banyena	0	4
Banyena	1	20
Baranduda	0	159
Baranduda	1	2060
Barfold	0	4
Barfold	1	75
Baringhup	0	12
Baringhup	1	173
Baringhup West	1	16
Barjarg	0	15
Barjarg	1	95
Barkers Creek	0	47
Barkers Creek	1	375
Barkly (Vic.)	0	6
Barkly (Vic.)	1	34
Barkstead	0	3
Barkstead	1	30
Barmah	0	15
Barmah	1	223
Barnadown	1	9
Barnawartha	0	58
Barnawartha	1	788
Barnawartha North	0	4
Barnawartha North	1	140
Baromi	0	19
Baromi	1	101
Barongarook	0	26
Barongarook	1	368
Barongarook West	0	16
Barongarook West	1	205
Barrabool	0	8
Barrabool	1	195
Barrakee	1	14
Barramunga	1	10
Barraport	1	33
Barraport West	1	8
Barrys Reef	0	3
Barrys Reef	1	25
Barunah Park	1	25
Barunah Plains	1	9
Barwidgee	0	15
Barwidgee	1	88
Barwite	0	39
Barwite	1	177
Barwon Downs	0	6
Barwon Downs	1	121
Barwon Heads	0	366
Barwon Heads	1	3285
Basalt (Vic.)	1	9
Bass	0	40
Bass	1	287
Batesford	0	91
Batesford	1	800
Bathumi	1	58
Baw Baw Village	0	6
Baw Baw Village	1	12
Baxter	0	320
Baxter	1	1674
Bayindeen	0	3
Bayindeen	1	18
Bayles	0	47
Bayles	1	370
Baynton (Vic.)	0	16
Baynton (Vic.)	1	77
Bayswater (Vic.)	0	3693
Bayswater (Vic.)	1	7389
Bayswater North	0	1920
Bayswater North	1	6299
Beaconsfield (Vic.)	0	1143
Beaconsfield (Vic.)	1	5280
Beaconsfield Upper	0	398
Beaconsfield Upper	1	2305
Bealiba	0	17
Bealiba	1	159
Bearii	0	32
Bearii	1	90
Bears Lagoon	1	56
Beauchamp	0	3
Beauchamp	1	36
Beaufort (Vic.)	0	144
Beaufort (Vic.)	1	1230
Beaumaris (Vic.)	0	3006
Beaumaris (Vic.)	1	9655
Beazleys Bridge	1	20
Beeac	0	17
Beeac	1	315
Beech Forest	0	9
Beech Forest	1	65
Beechworth	0	464
Beechworth	1	3085
Beenak	0	4
Beenak	1	15
Belgrave	0	675
Belgrave	1	3068
Belgrave Heights	0	228
Belgrave Heights	1	1054
Belgrave South	0	262
Belgrave South	1	1308
Bell Park	0	1578
Bell Park	1	3068
Bell Post Hill	0	1331
Bell Post Hill	1	3192
Bellarine	0	18
Bellarine	1	122
Bellbrae	0	94
Bellbrae	1	717
Bellbridge	0	34
Bellbridge	1	308
Bellellen	0	4
Bellellen	1	51
Bellfield (Banyule - Vic.)	0	563
Bellfield (Banyule - Vic.)	1	1104
Bells Beach	0	11
Bells Beach	1	110
Belmont (Vic.)	0	2138
Belmont (Vic.)	1	11075
Bemm River	0	7
Bemm River	1	46
Bena	0	31
Bena	1	234
Benalla	0	827
Benalla	1	8577
Benambra	0	11
Benambra	1	126
Benayeo	0	4
Benayeo	1	59
Bend Of Islands	0	50
Bend Of Islands	1	227
Bendigo	0	596
Bendigo	1	4403
Bendoc	0	14
Bendoc	1	88
Bengworden	0	4
Bengworden	1	53
Benjeroop	0	3
Benjeroop	1	38
Benloch	0	17
Benloch	1	101
Bennison	1	37
Bentleigh	0	5493
Bentleigh	1	9935
Bentleigh East	0	9043
Bentleigh East	1	17265
Benwerrin	1	5
Beremboke	0	15
Beremboke	1	119
Berrimal	0	3
Berrimal	1	39
Berringa	0	12
Berringa	1	140
Berringama	0	3
Berringama	1	23
Berriwillock	0	4
Berriwillock	1	158
Berrybank	0	3
Berrybank	1	33
Berrys Creek	0	17
Berrys Creek	1	124
Berwick	0	14576
Berwick	1	31139
Bessiebelle	0	9
Bessiebelle	1	87
Bet Bet	0	9
Bet Bet	1	112
Bete Bolong	0	7
Bete Bolong	1	82
Bete Bolong North	1	12
Bethanga	0	59
Bethanga	1	387
Betley	0	16
Betley	1	61
Beulah (Vic.)	0	13
Beulah (Vic.)	1	283
Beverford	0	17
Beverford	1	284
Beveridge	0	417
Beveridge	1	1728
Big Desert	1	3
Big Hill (Greater Bendigo - Vic.)	0	7
Big Hill (Greater Bendigo - Vic.)	1	230
Big Hill (Surf Coast - Vic.)	0	3
Big Hill (Surf Coast - Vic.)	1	18
Big Pats Creek	0	5
Big Pats Creek	1	60
Biggara	1	43
Bimbourie	1	9
Bindi	0	3
Bindi	1	45
Binginwarri	0	12
Binginwarri	1	117
Birchip	0	53
Birchip	1	579
Birchip West	1	3
Birdwoodton	0	34
Birdwoodton	1	549
Birregurra	0	70
Birregurra	1	692
Bittern	0	519
Bittern	1	2950
Black Hill (Vic.)	0	246
Black Hill (Vic.)	1	1752
Black Range (Vic.)	0	16
Black Range (Vic.)	1	127
Black Rock (Vic.)	0	1449
Black Rock (Vic.)	1	4399
Blackburn	0	4149
Blackburn	1	9224
Blackburn North	0	2594
Blackburn North	1	4587
Blackburn South	0	3489
Blackburn South	1	6775
Blackwarry	1	16
Blackwood (Vic.)	0	37
Blackwood (Vic.)	1	212
Blairgowrie	0	297
Blairgowrie	1	1758
Blakeville	0	3
Blakeville	1	27
Blampied	0	28
Blampied	1	157
Blind Bight	0	162
Blind Bight	1	998
Blowhard	0	3
Blowhard	1	75
Bo Peep	1	20
Bobinawarrah	0	3
Bobinawarrah	1	69
Bochara	0	14
Bochara	1	57
Bogong	1	5
Boho	0	7
Boho	1	60
Boho South	0	3
Boho South	1	62
Boigbeat	1	8
Boinka	1	13
Boisdale	0	19
Boisdale	1	239
Bolinda	0	16
Bolinda	1	149
Bolton	1	8
Bolwarra (Vic.)	0	47
Bolwarra (Vic.)	1	502
Bolwarrah	0	3
Bolwarrah	1	23
Bona Vista	0	7
Bona Vista	1	101
Bonang	0	3
Bonang	1	38
Bonbeach	0	1495
Bonbeach	1	4394
Bonegilla	0	55
Bonegilla	1	573
Boneo	0	36
Boneo	1	283
Bonn	1	30
Bonnie Doon (Vic.)	0	62
Bonnie Doon (Vic.)	1	437
Bonshaw (Vic.)	0	15
Bonshaw (Vic.)	1	185
Bookaar	0	7
Bookaar	1	133
Boolarong	1	5
Boolarra	0	123
Boolarra	1	777
Boolarra South	0	9
Boolarra South	1	111
Boolite	1	27
Boomahnoomoonah	1	19
Boonah (Vic.)	0	3
Boonah (Vic.)	1	11
Boorcan	0	28
Boorcan	1	107
Boorhaman	0	4
Boorhaman	1	111
Boorhaman East	1	13
Boorhaman North	1	43
Boorolite	0	19
Boorolite	1	109
Boorool	0	5
Boorool	1	38
Boort	0	48
Boort	1	727
Boosey	0	20
Boosey	1	79
Boralma	0	4
Boralma	1	60
Bornes Hill	0	4
Bornes Hill	1	21
Boronia	0	5315
Boronia	1	15658
Borung	0	4
Borung	1	56
Bostocks Creek	0	4
Bostocks Creek	1	72
Botanic Ridge	0	586
Botanic Ridge	1	3172
Boundary Bend	0	13
Boundary Bend	1	98
Bowenvale	0	8
Bowenvale	1	147
Boweya	0	6
Boweya	1	32
Boweya North	0	6
Boweya North	1	36
Bowmans Forest	0	4
Bowmans Forest	1	84
Bowser	1	33
Box Hill (Vic.)	0	6566
Box Hill (Vic.)	1	4037
Box Hill North	0	5294
Box Hill North	1	6115
Box Hill South	0	3022
Box Hill South	1	5015
Boxwood	0	3
Boxwood	1	20
Bradford	1	6
Bradvale	0	3
Bradvale	1	37
Braeside	0	3
Braeside	1	17
Brandy Creek (Vic.)	0	3
Brandy Creek (Vic.)	1	80
Branxholme	0	40
Branxholme	1	274
Bravington	0	3
Bravington	1	14
Braybrook	0	5163
Braybrook	1	3319
Breakaway Creek	1	35
Breakwater	0	155
Breakwater	1	774
Breamlea	0	24
Breamlea	1	102
Brenanah	0	3
Brenanah	1	23
Brewster	1	37
Briagolong	0	89
Briagolong	1	884
Briar Hill	0	492
Briar Hill	1	2514
Bridge Creek	0	15
Bridge Creek	1	73
Bridgewater (Vic.)	0	7
Bridgewater (Vic.)	1	115
Bridgewater North	1	52
Bridgewater On Loddon	0	15
Bridgewater On Loddon	1	275
Bright (Vic.)	0	378
Bright (Vic.)	1	1727
Brighton (Vic.)	0	6012
Brighton (Vic.)	1	15827
Brighton East	0	4457
Brighton East	1	10733
Brim	0	12
Brim	1	150
Brimboal	1	8
Brimin	1	37
Brimpaen	0	7
Brimpaen	1	69
Bringalbert	1	12
Brit Brit	0	3
Brit Brit	1	34
Broadford	0	362
Broadford	1	3605
Broadmeadows (Vic.)	0	5506
Broadmeadows (Vic.)	1	5187
Broadwater (Vic.)	0	9
Broadwater (Vic.)	1	74
Brodribb River	1	32
Broken Creek	0	3
Broken Creek	1	25
Bromley	0	5
Bromley	1	42
Brookfield (Vic.)	0	2632
Brookfield (Vic.)	1	6018
Brooklyn (Vic.)	0	725
Brooklyn (Vic.)	1	1020
Brookville	1	3
Broomfield	0	21
Broomfield	1	154
Broughton (Vic.)	0	5
Broughton (Vic.)	1	128
Brown Hill (Vic.)	0	256
Brown Hill (Vic.)	1	3125
Browns Plains (Vic.)	0	3
Browns Plains (Vic.)	1	102
Bruarong	0	4
Bruarong	1	67
Brucknell	0	9
Brucknell	1	88
Brumby	1	4
Brunswick (Vic.)	0	7775
Brunswick (Vic.)	1	15011
Brunswick East	0	3642
Brunswick East	1	7092
Brunswick West	0	4481
Brunswick West	1	8728
Bruthen	0	62
Bruthen	1	683
Buangor	0	3
Buangor	1	73
Buchan	0	19
Buchan	1	193
Buchan South	0	4
Buchan South	1	72
Buckland (Vic.)	0	11
Buckland (Vic.)	1	112
Buckley	0	12
Buckley	1	175
Buckley Swamp	1	25
Buckrabanyule	0	3
Buckrabanyule	1	38
Budgeree	0	12
Budgeree	1	130
Budgerum East	1	3
Buffalo	0	28
Buffalo	1	224
Buffalo River	0	33
Buffalo River	1	201
Bulart	1	82
Buldah	1	4
Bulga (Vic.)	1	3
Bulgana	1	27
Bulla (Vic.)	0	147
Bulla (Vic.)	1	420
Bullaharre	1	17
Bullarook	0	10
Bullarook	1	89
Bullarto	0	10
Bullarto	1	58
Bullarto South	0	6
Bullarto South	1	30
Bulleen	0	4334
Bulleen	1	5931
Bullengarook	0	80
Bullengarook	1	521
Bullioh	1	67
Bullumwaal	0	3
Bullumwaal	1	28
Buln Buln	0	20
Buln Buln	1	479
Buln Buln East	0	19
Buln Buln East	1	143
Bumberrah	0	10
Bumberrah	1	64
Bunbartha	0	18
Bunbartha	1	255
Bundalaguah	0	8
Bundalaguah	1	164
Bundalong	0	29
Bundalong	1	344
Bundalong South	0	3
Bundalong South	1	38
Bunding	0	4
Bunding	1	50
Bundoora (Vic.)	0	11408
Bundoora (Vic.)	1	15575
Bung Bong	0	6
Bung Bong	1	38
Bungador	0	3
Bungador	1	60
Bungal	1	39
Bungalally	0	4
Bungalally	1	81
Bungaree (Vic.)	0	21
Bungaree (Vic.)	1	240
Bungeet	1	28
Bungeet West	0	3
Bungeet West	1	36
Bungil (Vic.)	1	6
Bunguluke	1	12
Buninyong	0	369
Buninyong	1	3059
Bunkers Hill	0	10
Bunkers Hill	1	250
Bunyip	0	193
Bunyip	1	2091
Bunyip North	0	12
Bunyip North	1	87
Burkes Bridge	1	14
Burkes Flat	1	14
Burnbank	0	4
Burnbank	1	45
Burnewang	1	32
Burnley	0	165
Burnley	1	553
Burnside (Vic.)	0	2124
Burnside (Vic.)	1	2414
Burnside Heights	0	2764
Burnside Heights	1	3013
Burramboot	1	27
Burramine	0	21
Burramine	1	160
Burramine South	1	24
Burrowye	1	29
Burrumbeet	0	30
Burrumbeet	1	184
Burwood (Vic.)	0	7234
Burwood (Vic.)	1	7028
Burwood East	0	4946
Burwood East	1	4925
Bushfield	0	26
Bushfield	1	505
Bushy Park (Vic.)	0	3
Bushy Park (Vic.)	1	44
Butchers Ridge	1	3
Buxton (Vic.)	0	61
Buxton (Vic.)	1	384
Byaduk	0	5
Byaduk	1	101
Byaduk North	0	15
Byaduk North	1	94
Byawatha	0	7
Byawatha	1	151
Bylands	0	18
Bylands	1	85
Byrneside	0	12
Byrneside	1	133
Cabarita (Vic.)	0	30
Cabarita (Vic.)	1	432
Cabbage Tree	1	11
Cabbage Tree Creek	0	6
Cabbage Tree Creek	1	32
Cadello	1	11
Cairnlea	0	4852
Cairnlea	1	4369
Caldermeade	0	11
Caldermeade	1	144
California Gully	0	260
California Gully	1	3723
Calivil	0	19
Calivil	1	124
Callawadda	1	38
Callignee	0	42
Callignee	1	264
Callignee North	1	41
Callignee South	1	10
Calrossie	0	5
Calrossie	1	18
Calulu	0	3
Calulu	1	150
Camberwell (Vic.)	0	6429
Camberwell (Vic.)	1	14746
Cambrian Hill	0	8
Cambrian Hill	1	220
Campbellfield	0	2464
Campbellfield	1	2139
Campbells Bridge	1	21
Campbells Creek	0	175
Campbells Creek	1	1437
Campbells Forest	0	3
Campbells Forest	1	33
Campbelltown (Vic.)	1	36
Camperdown (Vic.)	0	199
Camperdown (Vic.)	1	2867
Canadian	0	428
Canadian	1	2916
Canary Island	1	4
Caniambo	0	3
Caniambo	1	72
Cann River	0	16
Cann River	1	162
Cannie	1	14
Cannons Creek	0	76
Cannons Creek	1	493
Cannum	1	51
Canterbury (Vic.)	0	2328
Canterbury (Vic.)	1	5378
Cape Bridgewater	0	23
Cape Bridgewater	1	109
Cape Clear	0	20
Cape Clear	1	93
Cape Conran	1	4
Cape Otway	0	3
Cape Otway	1	10
Cape Paterson	0	104
Cape Paterson	1	687
Cape Schanck	0	71
Cape Schanck	1	355
Cape Woolamai	0	236
Cape Woolamai	1	1325
Capels Crossing	1	36
Carag Carag	0	5
Carag Carag	1	56
Caralulup	1	3
Caramut	0	17
Caramut	1	205
Carapooee	0	7
Carapooee	1	57
Carapooee West	0	3
Carapooee West	1	15
Carapook	0	12
Carapook	1	45
Carboor	0	7
Carboor	1	76
Cardigan	0	65
Cardigan	1	667
Cardigan Village	0	54
Cardigan Village	1	589
Cardinia	0	38
Cardinia	1	303
Cardross	0	54
Cardross	1	664
Cargerie	0	3
Cargerie	1	24
Carina (Vic.)	1	18
Caringal	0	3
Caringal	1	21
Carisbrook	0	85
Carisbrook	1	960
Carlisle River	0	28
Carlisle River	1	105
Carlsruhe	0	48
Carlsruhe	1	255
Carlton (Vic.)	0	11696
Carlton (Vic.)	1	5063
Carlton North	0	1507
Carlton North	1	4386
Carlyle	0	3
Carlyle	1	78
Carnegie	0	7766
Carnegie	1	8702
Carngham	0	12
Carngham	1	125
Caroline Springs	0	9186
Caroline Springs	1	13621
Carpendeit	0	20
Carpendeit	1	107
Carrajung	0	7
Carrajung	1	77
Carrajung Lower	0	16
Carrajung Lower	1	65
Carrajung South	0	3
Carrajung South	1	33
Carranballac	1	35
Carron	1	18
Carrum	0	860
Carrum	1	2830
Carrum Downs	0	5011
Carrum Downs	1	14229
Carwarp	1	56
Cashmore	0	8
Cashmore	1	195
Cassilis (Vic.)	0	4
Cassilis (Vic.)	1	18
Castella	0	35
Castella	1	196
Casterton	0	129
Casterton	1	1397
Castle Creek (Vic.)	0	8
Castle Creek (Vic.)	1	64
Castle Donnington	0	3
Castle Donnington	1	98
Castlemaine	0	734
Castlemaine	1	5270
Catani	0	22
Catani	1	232
Cathcart (Vic.)	0	7
Cathcart (Vic.)	1	81
Cathkin	0	4
Cathkin	1	19
Catumnal	1	9
Caulfield	0	2354
Caulfield	1	2949
Caulfield East	0	823
Caulfield East	1	678
Caulfield North	0	5375
Caulfield North	1	8913
Caulfield South	0	4370
Caulfield South	1	6889
Caveat	0	8
Caveat	1	36
Cavendish	0	9
Cavendish	1	289
Ceres	0	22
Ceres	1	223
Chadstone	0	4077
Chadstone	1	3987
Chapple Vale	0	3
Chapple Vale	1	28
Charam	1	35
Charlemont	0	45
Charlemont	1	277
Charleroi	1	69
Charlton (Vic.)	0	68
Charlton (Vic.)	1	899
Chatsworth (Vic.)	0	3
Chatsworth (Vic.)	1	38
Chelsea	0	1976
Chelsea	1	5267
Chelsea Heights	0	1363
Chelsea Heights	1	3748
Cheltenham (Vic.)	0	6301
Cheltenham (Vic.)	1	14849
Chepstowe	0	10
Chepstowe	1	49
Cherokee	0	7
Cherokee	1	41
Cheshunt	0	39
Cheshunt	1	146
Chesney Vale	0	15
Chesney Vale	1	114
Chetwynd	0	10
Chetwynd	1	66
Chewton	0	281
Chewton	1	957
Chewton Bushlands	0	7
Chewton Bushlands	1	29
Childers (Vic.)	0	7
Childers (Vic.)	1	83
Chillingollah	1	5
Chiltern	0	153
Chiltern	1	1302
Chiltern Valley	0	4
Chiltern Valley	1	53
Chinangin	1	6
Chinkapook	0	3
Chinkapook	1	23
Chintin	0	9
Chintin	1	96
Chirnside Park	0	2025
Chirnside Park	1	7410
Chirrip	1	7
Chocolyn	1	59
Christmas Hills (Vic.)	0	44
Christmas Hills (Vic.)	1	269
Chum Creek	0	138
Chum Creek	1	774
Churchill (Vic.)	0	657
Churchill (Vic.)	1	3612
Chute	1	13
Clarendon (Vic.)	0	15
Clarendon (Vic.)	1	113
Claretown	1	25
Clarinda	0	3831
Clarinda	1	3281
Clarkefield	0	35
Clarkefield	1	245
Clarkes Hill	1	57
Clayton	0	13546
Clayton	1	4777
Clayton South	0	8052
Clayton South	1	3911
Clear Lake	1	76
Clematis	0	50
Clematis	1	270
Clifton Creek	0	9
Clifton Creek	1	203
Clifton Hill	0	1310
Clifton Hill	1	4532
Clifton Springs	0	1086
Clifton Springs	1	5955
Clonbinane	0	35
Clonbinane	1	281
Clover Flat	1	17
Cloverlea	0	8
Cloverlea	1	167
Club Terrace	0	4
Club Terrace	1	44
Clunes (Vic.)	0	250
Clunes (Vic.)	1	1314
Clyde (Vic.)	0	565
Clyde (Vic.)	1	1390
Clyde North	0	3610
Clyde North	1	4119
Clydebank	0	16
Clydebank	1	89
Clydesdale (Vic.)	0	9
Clydesdale (Vic.)	1	36
Coalville	0	10
Coalville	1	37
Cobains	0	11
Cobains	1	204
Cobaw	0	7
Cobaw	1	54
Cobden	0	108
Cobden	1	1592
Cobram	0	877
Cobram	1	4533
Cobram East	0	31
Cobram East	1	194
Cobrico	0	9
Cobrico	1	64
Cobungra	0	9
Cobungra	1	39
Coburg	0	8508
Coburg	1	16257
Coburg North	0	2619
Coburg North	1	4377
Cocamba	1	4
Cochranes Creek	1	9
Cockatoo (Vic.)	0	521
Cockatoo (Vic.)	1	3346
Codrington (Vic.)	0	10
Codrington (Vic.)	1	36
Coghills Creek	0	3
