SSC_NAME16	ModeTravelToWork	NumberModes	employed_persons
Longley	Other two methods	2	4
Longley	Truck	1	3
Lonnavale	Car as driver	1	24
Loorana	(Other)	1	3
Loorana	Car as driver	1	50
Loorana	Motorbike scooter	1	3
Loorana	Truck	1	3
Loorana	Walked only	1	3
Lorinna	Car as driver	1	9
Lorinna	Walked only	1	3
Lottah	Walked only	1	3
Low Head	Bus	1	3
Low Head	Car as driver	1	133
Low Head	Car as passenger	1	4
Low Head	Truck	1	3
Low Head	Walked only	1	4
Lower Barrington	Car as driver	1	75
Lower Barrington	Car as passenger	1	3
Lower Barrington	Walked only	1	4
Lower Beulah	Car as driver	1	17
Lower Longley			3
Lower Longley	Bus	1	3
Lower Longley	Car as driver	1	80
Lower Longley	Car as passenger	1	13
Lower Longley	Motorbike scooter	1	3
Lower Longley	Truck	1	3
Lower Marshes	Car as driver	1	4
Lower Snug			5
Lower Snug	(Other)	1	3
Lower Snug	Car as driver	1	137
Lower Snug	Car as passenger	1	8
Lower Snug	Other two methods	2	3
Lower Snug	Truck	1	7
Lower Snug	Walked only	1	3
Lower Turners Marsh	Car as driver	1	8
Lower Wattle Grove	(Other)	1	3
Lower Wattle Grove	Car as driver	1	20
Lower Wattle Grove	Walked only	1	3
Lower Wilmot	Car as driver	1	38
Loyetea	Car as driver	1	3
Lucaston	Car as driver	1	109
Lucaston	Car as passenger	1	9
Lucaston	Walked only	1	3
Lughrata	Car as driver	1	3
Lulworth			3
Lulworth	Car as driver	1	43
Lulworth	Car as passenger	1	5
Lunawanna	Car as driver	1	20
Lunawanna	Walked only	1	3
Lune River	Car as driver	1	7
Lutana			19
Lutana	(Other)	1	3
Lutana	Bicycle	1	19
Lutana	Bus	1	54
Lutana	Car as driver	1	683
Lutana	Car as passenger	1	97
Lutana	Motorbike scooter	1	6
Lutana	Other two methods	2	12
Lutana	Taxi	1	6
Lutana	Truck	1	4
Lutana	Walked only	1	24
Lymington			3
Lymington	Car as driver	1	67
Lymington	Car as passenger	1	4
Lymington	Walked only	1	4
Lymwood	Car as driver	1	35
Lymwood	Car as passenger	1	3
Macquarie Plains	Car as driver	1	19
Macquarie Plains	Walked only	1	3
Magra			9
Magra	Bus	1	5
Magra	Car as driver	1	224
Magra	Car as passenger	1	10
Magra	Other two methods	2	3
Magra	Truck	1	6
Malbina	Car as driver	1	30
Mangalore (Tas.)			4
Mangalore (Tas.)	Bus	1	3
Mangalore (Tas.)	Car as driver	1	143
Mangalore (Tas.)	Car as passenger	1	15
Mangalore (Tas.)	Truck	1	3
Mangana	Car as driver	1	3
Margate (Tas.)			21
Margate (Tas.)	(Other)	1	13
Margate (Tas.)	Bicycle	1	4
Margate (Tas.)	Bus	1	41
Margate (Tas.)	Bus and two other methods excludes train	3	3
Margate (Tas.)	Car as driver	1	1265
Margate (Tas.)	Car as passenger	1	111
Margate (Tas.)	Motorbike scooter	1	13
Margate (Tas.)	Other two methods	2	21
Margate (Tas.)	Train	1	3
Margate (Tas.)	Truck	1	10
Margate (Tas.)	Walked only	1	29
Marion Bay (Tas.)	Car as driver	1	22
Marion Bay (Tas.)	Car as passenger	1	3
Marrawah	Car as driver	1	38
Marrawah	Motorbike scooter	1	8
Marrawah	Walked only	1	6
Mathinna	Car as driver	1	18
Mathinna	Walked only	1	4
Mawbanna	Car as driver	1	23
Mawbanna	Car as passenger	1	3
Mawbanna	Motorbike scooter	1	3
Mawbanna	Truck	1	3
Mawbanna	Walked only	1	3
Mayberry	Car as driver	1	4
Maydena	Bus	1	3
Maydena	Car as driver	1	35
Maydena	Car as passenger	1	3
Maydena	Walked only	1	4
Mayfield (Tas.)			6
Mayfield (Tas.)	(Other)	1	3
Mayfield (Tas.)	Bus	1	20
Mayfield (Tas.)	Car as driver	1	289
Mayfield (Tas.)	Car as passenger	1	42
Mayfield (Tas.)	Motorbike scooter	1	4
Mayfield (Tas.)	Other two methods	2	6
Mayfield (Tas.)	Taxi	1	3
Mayfield (Tas.)	Truck	1	4
Mayfield (Tas.)	Walked only	1	11
Meadowbank (Tas.)	Car as driver	1	4
Meander	(Other)	1	3
Meander	Car as driver	1	86
Meander	Car as passenger	1	8
Meander	Walked only	1	4
Mella	Car as driver	1	14
Mella	Motorbike scooter	1	3
Mella	Walked only	1	7
Melrose (Tas.)	Car as driver	1	28
Melrose (Tas.)	Car as passenger	1	3
Melton Mowbray	Car as driver	1	17
Melton Mowbray	Walked only	1	3
Memana	Car as driver	1	29
Memana	Walked only	1	5
Mengha	Car as driver	1	39
Mengha	Car as passenger	1	4
Mengha	Walked only	1	3
Merseylea	Car as driver	1	11
Merseylea	Truck	1	3
Miandetta (Tas.)			3
Miandetta (Tas.)	(Other)	1	7
Miandetta (Tas.)	Bus	1	6
Miandetta (Tas.)	Car as driver	1	572
Miandetta (Tas.)	Car as passenger	1	46
Miandetta (Tas.)	Motorbike scooter	1	3
Miandetta (Tas.)	Other two methods	2	4
Miandetta (Tas.)	Taxi	1	4
Miandetta (Tas.)	Truck	1	3
Miandetta (Tas.)	Walked only	1	30
Middleton (Tas.)			3
Middleton (Tas.)	Car as driver	1	56
Middleton (Tas.)	Car as passenger	1	3
Middleton (Tas.)	Walked only	1	4
Midway Point			11
Midway Point	(Other)	1	10
Midway Point	Bus	1	12
Midway Point	Car as driver	1	1013
Midway Point	Car as passenger	1	102
Midway Point	Other two methods	2	13
Midway Point	Truck	1	6
Midway Point	Walked only	1	13
Miena	Car as driver	1	7
Miena	Truck	1	3
Miena	Walked only	1	3
Milabena	Car as driver	1	22
Milabena	Car as passenger	1	5
Milabena	Motorbike scooter	1	4
Moina	Car as driver	1	9
Mole Creek			3
Mole Creek	(Other)	1	3
Mole Creek	Bus	1	3
Mole Creek	Car as driver	1	127
Mole Creek	Car as passenger	1	9
Mole Creek	Other two methods	2	4
Mole Creek	Truck	1	3
Mole Creek	Walked only	1	17
Molesworth (Tas.)			8
Molesworth (Tas.)	(Other)	1	3
Molesworth (Tas.)	Bus	1	3
Molesworth (Tas.)	Car as driver	1	214
Molesworth (Tas.)	Car as passenger	1	21
Molesworth (Tas.)	Other two methods	2	7
Molesworth (Tas.)	Walked only	1	3
Moltema			3
Moltema	Car as driver	1	20
Moltema	Walked only	1	4
Montagu	Car as driver	1	20
Montagu	Motorbike scooter	1	3
Montagu	Walked only	1	4
Montagu Bay	(Other)	1	3
Montagu Bay	Bicycle	1	4
Montagu Bay	Bus	1	38
Montagu Bay	Car as driver	1	195
Montagu Bay	Car as passenger	1	18
Montagu Bay	Truck	1	3
Montagu Bay	Walked only	1	8
Montana	Car as driver	1	8
Montana	Walked only	1	3
Montello			3
Montello	(Other)	1	3
Montello	Car as driver	1	313
Montello	Car as passenger	1	38
Montello	Other two methods	2	3
Montello	Taxi	1	3
Montello	Walked only	1	22
Montrose (Tas.)			7
Montrose (Tas.)	(Other)	1	3
Montrose (Tas.)	Bicycle	1	13
Montrose (Tas.)	Bus	1	45
Montrose (Tas.)	Car as driver	1	646
Montrose (Tas.)	Car as passenger	1	55
Montrose (Tas.)	Motorbike scooter	1	4
Montrose (Tas.)	Other two methods	2	3
Montrose (Tas.)	Taxi	1	4
Montrose (Tas.)	Truck	1	8
Montrose (Tas.)	Walked only	1	20
Montumana	Car as driver	1	17
Montumana	Walked only	1	3
Moogara	Car as driver	1	9
Moonah			18
Moonah	(Other)	1	13
Moonah	Bicycle	1	43
Moonah	Bus	1	174
Moonah	Bus and two other methods excludes train	3	3
Moonah	Car as driver	1	1322
Moonah	Car as passenger	1	207
Moonah	Motorbike scooter	1	22
Moonah	Other two methods	2	17
Moonah	Taxi	1	26
Moonah	Truck	1	9
Moonah	Walked only	1	130
Mooreville	(Other)	1	3
Mooreville	Bus	1	3
Mooreville	Car as driver	1	112
Mooreville	Car as passenger	1	10
Moorleah	Car as driver	1	49
Moorleah	Car as passenger	1	3
Moriarty	(Other)	1	3
Moriarty	Car as driver	1	76
Moriarty	Car as passenger	1	3
Moriarty	Walked only	1	3
Mornington (Tas.)			13
Mornington (Tas.)	(Other)	1	11
Mornington (Tas.)	Bicycle	1	4
Mornington (Tas.)	Bus	1	67
Mornington (Tas.)	Car as driver	1	666
Mornington (Tas.)	Car as passenger	1	71
Mornington (Tas.)	Motorbike scooter	1	11
Mornington (Tas.)	Other two methods	2	6
Mornington (Tas.)	Taxi	1	3
Mornington (Tas.)	Truck	1	6
Mornington (Tas.)	Walked only	1	22
Mount Direction	Bus	1	3
Mount Direction	Car as driver	1	87
Mount Direction	Car as passenger	1	3
Mount Direction	Truck	1	6
Mount Direction	Walked only	1	5
Mount Hicks			3
Mount Hicks	(Other)	1	6
Mount Hicks	Car as driver	1	105
Mount Hicks	Car as passenger	1	3
Mount Hicks	Walked only	1	3
Mount Lloyd	Car as driver	1	17
Mount Nelson			8
Mount Nelson	(Other)	1	6
Mount Nelson	Bicycle	1	19
Mount Nelson	Bus	1	50
Mount Nelson	Car as driver	1	720
Mount Nelson	Car as passenger	1	67
Mount Nelson	Motorbike scooter	1	12
Mount Nelson	Other two methods	2	16
Mount Nelson	Taxi	1	8
Mount Nelson	Truck	1	3
Mount Nelson	Walked only	1	40
Mount Rumney			3
Mount Rumney	Bus	1	4
Mount Rumney	Car as driver	1	107
Mount Rumney	Car as passenger	1	6
Mount Rumney	Walked only	1	3
Mount Seymour	Car as driver	1	17
Mount Stuart (Tas.)			10
Mount Stuart (Tas.)	(Other)	1	4
Mount Stuart (Tas.)	Bicycle	1	35
Mount Stuart (Tas.)	Bus	1	32
Mount Stuart (Tas.)	Car as driver	1	693
Mount Stuart (Tas.)	Car as passenger	1	106
Mount Stuart (Tas.)	Motorbike scooter	1	17
Mount Stuart (Tas.)	Other two methods	2	16
Mount Stuart (Tas.)	Taxi	1	9
Mount Stuart (Tas.)	Truck	1	3
Mount Stuart (Tas.)	Walked only	1	153
Mountain River			4
Mountain River	Car as driver	1	181
Mountain River	Car as passenger	1	8
Mountain River	Truck	1	3
Mountain River	Walked only	1	11
Mowbray (Tas.)			16
Mowbray (Tas.)	(Other)	1	9
Mowbray (Tas.)	Bicycle	1	9
Mowbray (Tas.)	Bus	1	42
Mowbray (Tas.)	Car as driver	1	838
Mowbray (Tas.)	Car as passenger	1	80
Mowbray (Tas.)	Motorbike scooter	1	8
Mowbray (Tas.)	Other two methods	2	15
Mowbray (Tas.)	Taxi	1	3
Mowbray (Tas.)	Truck	1	3
Mowbray (Tas.)	Walked only	1	79
Murdunna	Car as driver	1	50
Murdunna	Car as passenger	1	5
Murdunna	Walked only	1	4
Musselroe Bay	Car as driver	1	3
Musselroe Bay	Walked only	1	3
Myalla (Tas.)	Car as driver	1	15
Myrtle Bank (Tas.)	Car as driver	1	3
Myrtle Bank (Tas.)	Walked only	1	3
Nabageena	Car as driver	1	6
Nabageena	Walked only	1	3
Nabowla	Bus	1	3
Nabowla	Car as driver	1	24
Nabowla	Car as passenger	1	3
Nabowla	Walked only	1	4
Naracoopa	Car as driver	1	11
National Park	Car as driver	1	9
National Park	Car as passenger	1	3
Natone	Car as driver	1	92
Natone	Car as passenger	1	3
Natone	Motorbike scooter	1	3
Natone	Walked only	1	3
Needles	Car as driver	1	13
Needles	Walked only	1	5
Neika	Car as driver	1	54
Neika	Walked only	1	6
New Norfolk			27
New Norfolk	(Other)	1	5
New Norfolk	Bus	1	42
New Norfolk	Car as driver	1	1317
New Norfolk	Car as passenger	1	132
New Norfolk	Motorbike scooter	1	3
New Norfolk	Other two methods	2	13
New Norfolk	Taxi	1	3
New Norfolk	Truck	1	32
New Norfolk	Walked only	1	60
New Town (Tas.)			22
New Town (Tas.)	(Other)	1	17
New Town (Tas.)	Bicycle	1	76
New Town (Tas.)	Bus	1	232
New Town (Tas.)	Bus and two other methods excludes train	3	4
New Town (Tas.)	Car as driver	1	1421
New Town (Tas.)	Car as passenger	1	205
New Town (Tas.)	Motorbike scooter	1	29
New Town (Tas.)	Other three methods	3	3
New Town (Tas.)	Other two methods	2	13
New Town (Tas.)	Taxi	1	23
New Town (Tas.)	Truck	1	8
New Town (Tas.)	Walked only	1	267
Newnham			34
Newnham	(Other)	1	18
Newnham	Bicycle	1	9
Newnham	Bus	1	39
Newnham	Car as driver	1	1789
Newnham	Car as passenger	1	170
Newnham	Motorbike scooter	1	12
Newnham	Other two methods	2	24
Newnham	Taxi	1	12
Newnham	Truck	1	3
Newnham	Walked only	1	58
Newstead (Tas.)			11
Newstead (Tas.)	(Other)	1	11
Newstead (Tas.)	Bicycle	1	15
Newstead (Tas.)	Bus	1	35
Newstead (Tas.)	Car as driver	1	1469
Newstead (Tas.)	Car as passenger	1	163
Newstead (Tas.)	Motorbike scooter	1	7
Newstead (Tas.)	Other two methods	2	13
Newstead (Tas.)	Taxi	1	14
Newstead (Tas.)	Truck	1	4
Newstead (Tas.)	Walked only	1	118
Nicholls Rivulet	Bus	1	3
Nicholls Rivulet	Car as driver	1	85
Nicholls Rivulet	Car as passenger	1	7
Nicholls Rivulet	Walked only	1	9
Nietta	Bus	1	3
Nietta	Car as driver	1	13
Nile	Car as driver	1	42
Nile	Walked only	1	5
Nook			3
Nook	Car as driver	1	62
Nook	Walked only	1	3
North Bruny	Car as driver	1	16
North Bruny	Other two methods	2	4
North Bruny	Walked only	1	6
North Hobart			13
North Hobart	(Other)	1	4
North Hobart	Bicycle	1	34
North Hobart	Bus	1	55
North Hobart	Car as driver	1	522
North Hobart	Car as passenger	1	79
North Hobart	Motorbike scooter	1	15
North Hobart	Other two methods	2	12
North Hobart	Taxi	1	15
North Hobart	Truck	1	3
North Hobart	Walked only	1	406
North Lilydale	Car as driver	1	28
North Lilydale	Car as passenger	1	3
North Lilydale	Walked only	1	3
North Motton	Bus	1	3
North Motton	Car as driver	1	137
North Motton	Car as passenger	1	4
North Motton	Motorbike scooter	1	4
North Motton	Truck	1	3
North Scottsdale	Car as driver	1	28
North Scottsdale	Truck	1	4
North Scottsdale	Walked only	1	3
Northdown	Car as driver	1	74
Northdown	Walked only	1	6
Norwood (Tas.)			16
Norwood (Tas.)	(Other)	1	8
Norwood (Tas.)	Bicycle	1	12
Norwood (Tas.)	Bus	1	13
Norwood (Tas.)	Car as driver	1	1175
Norwood (Tas.)	Car as passenger	1	86
Norwood (Tas.)	Motorbike scooter	1	9
Norwood (Tas.)	Other two methods	2	11
Norwood (Tas.)	Taxi	1	5
Norwood (Tas.)	Truck	1	3
Norwood (Tas.)	Walked only	1	29
Notley Hills			3
Notley Hills	Car as driver	1	16
Nowhere Else	Car as driver	1	10
Nubeena	Bus	1	4
Nubeena	Car as driver	1	90
Nubeena	Car as passenger	1	5
Nubeena	Truck	1	7
Nubeena	Walked only	1	5
Nugara	(Other)	1	3
Nugara	Car as driver	1	27
Nugara	Car as passenger	1	4
Nugara	Walked only	1	3
Nugent	Car as driver	1	35
Nugent	Car as passenger	1	9
Nugent	Other two methods	2	5
Nunamara	Car as driver	1	93
Nunamara	Car as passenger	1	5
Oakdowns			3
Oakdowns	(Other)	1	3
Oakdowns	Bicycle	1	9
Oakdowns	Bus	1	32
Oakdowns	Car as driver	1	591
Oakdowns	Car as passenger	1	41
Oakdowns	Motorbike scooter	1	4
Oakdowns	Other two methods	2	3
Oakdowns	Walked only	1	3
Oaks	Car as driver	1	17
Oatlands (Tas.)	Car as driver	1	140
Oatlands (Tas.)	Car as passenger	1	18
Oatlands (Tas.)	Other two methods	2	3
Oatlands (Tas.)	Truck	1	10
Oatlands (Tas.)	Walked only	1	19
Ocean Vista			3
Ocean Vista	Car as driver	1	122
Ocean Vista	Car as passenger	1	9
Ocean Vista	Other two methods	2	3
Ocean Vista	Walked only	1	3
Old Beach			13
Old Beach	(Other)	1	6
Old Beach	Bus	1	35
Old Beach	Car as driver	1	1502
Old Beach	Car as passenger	1	108
Old Beach	Motorbike scooter	1	17
Old Beach	Other two methods	2	11
Old Beach	Truck	1	19
Old Beach	Walked only	1	9
Oldina	Car as driver	1	31
Oldina	Car as passenger	1	3
Opossum Bay			3
Opossum Bay	Car as driver	1	77
Opossum Bay	Car as passenger	1	10
Opossum Bay	Other two methods	2	3
Orford (Tas.)			3
Orford (Tas.)	(Other)	1	3
Orford (Tas.)	Bus	1	3
Orford (Tas.)	Car as driver	1	139
Orford (Tas.)	Car as passenger	1	8
Orford (Tas.)	Truck	1	7
Orford (Tas.)	Walked only	1	13
Orielton	Car as driver	1	147
Orielton	Car as passenger	1	13
Osmaston	Car as driver	1	33
Osmaston	Car as passenger	1	4
Osmaston	Truck	1	3
Osterley (Tas.)	Car as driver	1	4
Otago	Bus	1	8
Otago	Car as driver	1	201
Otago	Car as passenger	1	15
Otago	Truck	1	3
Ouse			3
Ouse	(Other)	1	4
Ouse	Car as driver	1	55
Ouse	Car as passenger	1	8
Ouse	Truck	1	4
Ouse	Walked only	1	9
Oyster Cove (Tas.)	Car as driver	1	88
Oyster Cove (Tas.)	Car as passenger	1	3
Oyster Cove (Tas.)	Motorbike scooter	1	6
Oyster Cove (Tas.)	Other two methods	2	3
Paloona	Car as driver	1	18
Paloona	Walked only	1	3
Paradise (Tas.)	Car as driver	1	21
Parattah			4
Parattah	Car as driver	1	28
Park Grove			3
Park Grove	(Other)	1	4
Park Grove	Bicycle	1	10
Park Grove	Bus	1	4
Park Grove	Car as driver	1	767
Park Grove	Car as passenger	1	76
Park Grove	Motorbike scooter	1	3
Park Grove	Other two methods	2	3
Park Grove	Taxi	1	3
Park Grove	Truck	1	3
Park Grove	Walked only	1	43
Parkham	Car as driver	1	37
Parkham	Truck	1	3
Parklands (Tas.)	(Other)	1	3
Parklands (Tas.)	Bicycle	1	6
Parklands (Tas.)	Bus	1	3
Parklands (Tas.)	Car as driver	1	257
Parklands (Tas.)	Car as passenger	1	23
Parklands (Tas.)	Motorbike scooter	1	3
Parklands (Tas.)	Walked only	1	11
Patersonia	Car as driver	1	19
Pawleena	Car as driver	1	32
Pawleena	Car as passenger	1	3
Pawtella	Car as driver	1	6
Pearshape	Walked only	1	3
Pegarah			3
Pegarah	Car as driver	1	35
Pegarah	Car as passenger	1	3
Pegarah	Motorbike scooter	1	3
Pegarah	Truck	1	3
Pegarah	Walked only	1	3
Pelham (Tas.)	Car as driver	1	4
Pelverata	Car as driver	1	70
Pelverata	Car as passenger	1	8
Penguin			21
Penguin	(Other)	1	6
Penguin	Bicycle	1	4
Penguin	Bus	1	18
Penguin	Car as driver	1	1191
Penguin	Car as passenger	1	61
Penguin	Motorbike scooter	1	8
Penguin	Other two methods	2	12
Penguin	Taxi	1	3
Penguin	Truck	1	18
Penguin	Walked only	1	38
Penna			4
Penna	Bus	1	3
Penna	Car as driver	1	149
Penna	Other two methods	2	3
Penna	Truck	1	5
Perth (Tas.)			16
Perth (Tas.)	(Other)	1	8
Perth (Tas.)	Bus	1	7
Perth (Tas.)	Car as driver	1	1073
Perth (Tas.)	Car as passenger	1	50
Perth (Tas.)	Motorbike scooter	1	11
Perth (Tas.)	Other two methods	2	5
Perth (Tas.)	Truck	1	16
Perth (Tas.)	Walked only	1	22
Petcheys Bay	Car as driver	1	34
Petcheys Bay	Car as passenger	1	3
Pioneer (Tas.)	Car as driver	1	16
Pioneer (Tas.)	Car as passenger	1	3
Pipers Brook			3
Pipers Brook	Car as driver	1	20
Pipers River			5
Pipers River	Car as driver	1	117
Pipers River	Car as passenger	1	3
Pipers River	Truck	1	4
Pipers River	Walked only	1	9
Plenty (Tas.)	Car as driver	1	33
Plenty (Tas.)	Car as passenger	1	3
Poatina	Car as driver	1	11
Poatina	Walked only	1	6
Police Point			4
Police Point	Car as driver	1	13
Pontville	Bus	1	3
Pontville	Car as driver	1	239
Pontville	Car as passenger	1	22
Pontville	Motorbike scooter	1	3
Pontville	Truck	1	11
Pontypool	Car as driver	1	10
Port Arthur (Tas.)	Car as driver	1	47
Port Arthur (Tas.)	Car as passenger	1	3
Port Arthur (Tas.)	Walked only	1	6
Port Huon			3
Port Huon	Car as driver	1	95
Port Huon	Car as passenger	1	6
Port Huon	Other two methods	2	3
Port Huon	Walked only	1	3
Port Sorell			9
Port Sorell	(Other)	1	5
Port Sorell	Bus	1	4
Port Sorell	Car as driver	1	584
Port Sorell	Car as passenger	1	44
Port Sorell	Other two methods	2	3
Port Sorell	Truck	1	7
Port Sorell	Walked only	1	8
Powranna	Car as driver	1	10
Premaydena	Car as driver	1	21
Premaydena	Motorbike scooter	1	3
Premaydena	Walked only	1	4
Preolenna	Car as driver	1	14
Preservation Bay	Car as driver	1	28
Preston (Tas.)	Car as driver	1	37
Preston (Tas.)	Walked only	1	3
Primrose Sands			7
Primrose Sands	Bus	1	3
Primrose Sands	Car as driver	1	238
Primrose Sands	Car as passenger	1	13
Primrose Sands	Motorbike scooter	1	5
Primrose Sands	Truck	1	5
Primrose Sands	Walked only	1	3
Promised Land	Car as driver	1	10
Prospect (Tas.)			10
Prospect (Tas.)	Bicycle	1	6
Prospect (Tas.)	Bus	1	6
Prospect (Tas.)	Car as driver	1	593
Prospect (Tas.)	Car as passenger	1	42
Prospect (Tas.)	Motorbike scooter	1	5
Prospect (Tas.)	Other two methods	2	4
Prospect (Tas.)	Truck	1	6
Prospect (Tas.)	Walked only	1	18
Prospect Vale			20
Prospect Vale	(Other)	1	8
Prospect Vale	Bicycle	1	7
Prospect Vale	Bus	1	18
Prospect Vale	Car as driver	1	1695
Prospect Vale	Car as passenger	1	113
Prospect Vale	Ferry	1	3
Prospect Vale	Motorbike scooter	1	10
Prospect Vale	Other two methods	2	15
Prospect Vale	Taxi	1	7
Prospect Vale	Truck	1	9
Prospect Vale	Walked only	1	37
Punchbowl (Tas.)	(Other)	1	3
Punchbowl (Tas.)	Bicycle	1	3
Punchbowl (Tas.)	Bus	1	5
Punchbowl (Tas.)	Car as driver	1	150
Punchbowl (Tas.)	Car as passenger	1	13
Punchbowl (Tas.)	Walked only	1	11
Pyengana	Car as driver	1	20
Pyengana	Car as passenger	1	4
Pyengana	Walked only	1	13
Quamby Bend	Car as driver	1	8
Quamby Bend	Car as passenger	1	3
Quamby Bend	Walked only	1	5
Quamby Brook	Car as driver	1	28
Quamby Brook	Walked only	1	3
Queens Domain	Car as driver	1	12
Queens Domain	Walked only	1	7
Queenstown (Tas.)			16
Queenstown (Tas.)	(Other)	1	4
Queenstown (Tas.)	Bus	1	5
Queenstown (Tas.)	Car as driver	1	370
Queenstown (Tas.)	Car as passenger	1	42
Queenstown (Tas.)	Other two methods	2	4
Queenstown (Tas.)	Taxi	1	3
Queenstown (Tas.)	Truck	1	3
Queenstown (Tas.)	Walked only	1	53
Quoiba	Car as driver	1	160
Quoiba	Car as passenger	1	9
Quoiba	Motorbike scooter	1	3
Quoiba	Truck	1	3
Quoiba	Walked only	1	5
Railton			7
Railton	(Other)	1	3
Railton	Car as driver	1	244
Railton	Car as passenger	1	16
Railton	Motorbike scooter	1	3
Railton	Truck	1	3
Railton	Walked only	1	9
Raminea	Car as driver	1	8
Randalls Bay	Car as driver	1	12
Ranelagh			14
Ranelagh	Bus	1	8
Ranelagh	Car as driver	1	418
Ranelagh	Car as passenger	1	51
Ranelagh	Other two methods	2	7
Ranelagh	Truck	1	7
Ranelagh	Walked only	1	10
Ranga	Car as driver	1	14
Ranga	Walked only	1	3
Ravenswood (Tas.)			20
Ravenswood (Tas.)	(Other)	1	3
Ravenswood (Tas.)	Bicycle	1	3
Ravenswood (Tas.)	Bus	1	26
Ravenswood (Tas.)	Car as driver	1	739
Ravenswood (Tas.)	Car as passenger	1	83
Ravenswood (Tas.)	Motorbike scooter	1	9
Ravenswood (Tas.)	Other two methods	2	3
Ravenswood (Tas.)	Taxi	1	6
Ravenswood (Tas.)	Truck	1	13
Ravenswood (Tas.)	Walked only	1	16
Red Hills			3
Red Hills	Car as driver	1	38
Red Hills	Car as passenger	1	3
Red Hills	Truck	1	3
Red Hills	Walked only	1	3
Redpa	(Other)	1	4
Redpa	Car as driver	1	34
Redpa	Motorbike scooter	1	7
Redpa	Walked only	1	3
Reedy Marsh			3
Reedy Marsh	Car as driver	1	53
Reedy Marsh	Car as passenger	1	5
Reekara	Car as driver	1	8
Relbia			3
Relbia	(Other)	1	3
Relbia	Car as driver	1	278
Relbia	Car as passenger	1	14
Relbia	Walked only	1	8
Retreat (Tas.)	Car as driver	1	4
Retreat (Tas.)	Car as passenger	1	4
Reynolds Neck	Car as driver	1	3
Rhyndaston	Car as driver	1	12
Rhyndaston	Walked only	1	8
Riana	Car as driver	1	93
Riana	Car as passenger	1	7
Riana	Other two methods	2	4
Riana	Walked only	1	5
Richmond (Tas.)			6
Richmond (Tas.)	(Other)	1	4
Richmond (Tas.)	Bus	1	4
Richmond (Tas.)	Car as driver	1	450
Richmond (Tas.)	Car as passenger	1	34
Richmond (Tas.)	Truck	1	4
Richmond (Tas.)	Walked only	1	37
Ridgeway	Bicycle	1	4
Ridgeway	Car as driver	1	49
Ridgeway	Car as passenger	1	7
Ridgeway	Other two methods	2	3
Ridgley			7
Ridgley	Bus	1	3
Ridgley	Car as driver	1	184
Ridgley	Car as passenger	1	16
Ridgley	Truck	1	3
Ridgley	Walked only	1	5
Ringarooma			3
Ringarooma	(Other)	1	3
Ringarooma	Car as driver	1	56
Ringarooma	Car as passenger	1	8
Ringarooma	Motorbike scooter	1	3
Ringarooma	Truck	1	3
Ringarooma	Walked only	1	12
Risdon	Bus	1	3
Risdon	Car as driver	1	65
Risdon	Car as passenger	1	5
Risdon	Ferry	1	3
Risdon	Other two methods	2	3
Risdon	Walked only	1	4
Risdon Vale			8
Risdon Vale	(Other)	1	4
Risdon Vale	Bus	1	44
Risdon Vale	Car as driver	1	583
Risdon Vale	Car as passenger	1	51
Risdon Vale	Motorbike scooter	1	9
Risdon Vale	Other two methods	2	11
Risdon Vale	Truck	1	3
Risdon Vale	Walked only	1	6
Riverside (Tas.)			29
Riverside (Tas.)	(Other)	1	12
Riverside (Tas.)	Bicycle	1	27
Riverside (Tas.)	Bus	1	32
Riverside (Tas.)	Car as driver	1	2147
Riverside (Tas.)	Car as passenger	1	157
Riverside (Tas.)	Motorbike scooter	1	17
Riverside (Tas.)	Other two methods	2	18
