SSC_NAME16	AgeStudent	Sex	students
Pirlangimpi	25+	F	3
Rakula	5-14	F	4
Rakula	5-14	M	8
Rakula	25+	F	3
Rakula	25+	M	3
Ramingining	0-4	F	9
Ramingining	0-4	M	7
Ramingining	5-14	F	70
Ramingining	5-14	M	86
Ramingining	15-19	F	15
Ramingining	15-19	M	12
Ramingining	20-24	F	5
Ramingining	25+	F	17
Ramingining	25+	M	3
Ranken	5-14	M	3
Ranken	25+	F	6
Rapid Creek	0-4	F	16
Rapid Creek	0-4	M	22
Rapid Creek	5-14	F	148
Rapid Creek	5-14	M	145
Rapid Creek	15-19	F	60
Rapid Creek	15-19	M	53
Rapid Creek	20-24	F	24
Rapid Creek	20-24	M	33
Rapid Creek	25+	F	125
Rapid Creek	25+	M	95
Robinson River	0-4	M	6
Robinson River	5-14	F	21
Robinson River	5-14	M	17
Robinson River	15-19	F	7
Rosebery (NT)	0-4	F	41
Rosebery (NT)	0-4	M	49
Rosebery (NT)	5-14	F	306
Rosebery (NT)	5-14	M	319
Rosebery (NT)	15-19	F	76
Rosebery (NT)	15-19	M	96
Rosebery (NT)	20-24	F	37
Rosebery (NT)	20-24	M	20
Rosebery (NT)	25+	F	133
Rosebery (NT)	25+	M	65
Ross (NT)	0-4	F	3
Ross (NT)	0-4	M	3
Ross (NT)	5-14	F	36
Ross (NT)	5-14	M	29
Ross (NT)	15-19	F	11
Ross (NT)	15-19	M	6
Ross (NT)	20-24	F	8
Ross (NT)	20-24	M	3
Ross (NT)	25+	F	21
Ross (NT)	25+	M	5
Rum Jungle	25+	F	3
Sadadeen	0-4	F	11
Sadadeen	0-4	M	10
Sadadeen	5-14	F	100
Sadadeen	5-14	M	132
Sadadeen	15-19	F	27
Sadadeen	15-19	M	40
Sadadeen	20-24	F	8
Sadadeen	20-24	M	7
Sadadeen	25+	F	78
Sadadeen	25+	M	45
Sandover	0-4	F	9
Sandover	0-4	M	6
Sandover	5-14	F	79
Sandover	5-14	M	57
Sandover	15-19	F	3
Sandover	15-19	M	8
Santa Teresa	0-4	F	11
Santa Teresa	0-4	M	7
Santa Teresa	5-14	F	50
Santa Teresa	5-14	M	64
Santa Teresa	15-19	F	8
Santa Teresa	25+	F	4
Santa Teresa	25+	M	3
Southport (NT)	5-14	F	15
Southport (NT)	5-14	M	24
Southport (NT)	15-19	M	3
Southport (NT)	25+	F	3
Stapleton	5-14	M	3
Stuart (NT)	0-4	M	3
Stuart (NT)	5-14	F	31
Stuart (NT)	5-14	M	30
Stuart (NT)	15-19	F	11
Stuart (NT)	15-19	M	16
Stuart (NT)	20-24	F	3
Stuart (NT)	25+	F	4
Stuart (NT)	25+	M	6
Stuart Park	0-4	F	27
Stuart Park	0-4	M	11
Stuart Park	5-14	F	149
Stuart Park	5-14	M	163
Stuart Park	15-19	F	46
Stuart Park	15-19	M	51
Stuart Park	20-24	F	44
Stuart Park	20-24	M	37
Stuart Park	25+	F	156
Stuart Park	25+	M	79
Sturt Plateau	5-14	M	3
Tablelands (NT)	0-4	M	4
Tablelands (NT)	5-14	F	11
Tablelands (NT)	5-14	M	20
Tablelands (NT)	15-19	F	3
Tablelands (NT)	20-24	F	3
Tablelands (NT)	20-24	M	6
Tablelands (NT)	25+	F	3
Tanami (NT)	5-14	M	3
Tanami (NT)	25+	M	3
Tara (NT)	0-4	F	3
Tara (NT)	5-14	F	14
Tara (NT)	5-14	M	6
Tennant Creek	0-4	F	20
Tennant Creek	0-4	M	23
Tennant Creek	5-14	F	155
Tennant Creek	5-14	M	189
Tennant Creek	15-19	F	32
Tennant Creek	15-19	M	43
Tennant Creek	20-24	F	6
Tennant Creek	20-24	M	6
Tennant Creek	25+	F	56
Tennant Creek	25+	M	45
Thamarrurr	0-4	F	3
Thamarrurr	5-14	F	21
Thamarrurr	5-14	M	10
Thamarrurr	15-19	F	4
Thamarrurr	15-19	M	7
The Gap (NT)	0-4	F	13
The Gap (NT)	0-4	M	8
The Gap (NT)	5-14	F	67
The Gap (NT)	5-14	M	63
The Gap (NT)	15-19	F	16
The Gap (NT)	15-19	M	9
The Gap (NT)	20-24	F	6
The Gap (NT)	20-24	M	10
The Gap (NT)	25+	F	77
The Gap (NT)	25+	M	45
The Gardens (NT)	0-4	M	10
The Gardens (NT)	5-14	F	30
The Gardens (NT)	5-14	M	18
The Gardens (NT)	15-19	F	11
The Gardens (NT)	15-19	M	21
The Gardens (NT)	20-24	F	9
The Gardens (NT)	20-24	M	3
The Gardens (NT)	25+	F	36
The Gardens (NT)	25+	M	14
The Narrows (NT)	0-4	F	3
The Narrows (NT)	5-14	F	27
The Narrows (NT)	5-14	M	34
The Narrows (NT)	15-19	F	7
The Narrows (NT)	15-19	M	17
The Narrows (NT)	20-24	F	6
The Narrows (NT)	25+	F	12
The Narrows (NT)	25+	M	10
Ti Tree	5-14	F	5
Ti Tree	25+	F	5
Ti Tree	25+	M	3
Timber Creek	0-4	F	3
Timber Creek	0-4	M	3
Timber Creek	5-14	F	13
Timber Creek	5-14	M	13
Timber Creek	15-19	F	7
Timber Creek	15-19	M	7
Timber Creek	20-24	F	4
Timber Creek	25+	F	3
Timber Creek	25+	M	3
Tindal	0-4	F	14
Tindal	0-4	M	16
Tindal	5-14	F	48
Tindal	5-14	M	60
Tindal	15-19	F	8
Tindal	15-19	M	3
Tindal	20-24	F	8
Tindal	25+	F	20
Tindal	25+	M	7
Tipperary (NT)	5-14	F	4
Tipperary (NT)	5-14	M	5
Tipperary (NT)	25+	M	3
Titjikala	0-4	M	3
Titjikala	5-14	F	12
Titjikala	5-14	M	9
Titjikala	15-19	F	5
Titjikala	15-19	M	8
Titjikala	25+	F	5
Titjikala	25+	M	3
Tiwi	0-4	F	17
Tiwi	0-4	M	25
Tiwi	5-14	F	132
Tiwi	5-14	M	141
Tiwi	15-19	F	36
Tiwi	15-19	M	44
Tiwi	20-24	F	24
Tiwi	20-24	M	11
Tiwi	25+	F	106
Tiwi	25+	M	54
Tiwi Islands	5-14	F	7
Tiwi Islands	5-14	M	5
Tiwi Islands	25+	F	5
Tiwi Islands	25+	M	3
Tumbling Waters	5-14	F	8
Tumbling Waters	5-14	M	7
Tumbling Waters	15-19	M	4
Tumbling Waters	25+	F	3
Tumbling Waters	25+	M	7
Umbakumba	0-4	F	3
Umbakumba	0-4	M	6
Umbakumba	5-14	F	38
Umbakumba	5-14	M	29
Umbakumba	15-19	F	6
Umbakumba	15-19	M	13
Umbakumba	25+	F	3
Uralla (NT)	5-14	F	4
Uralla (NT)	5-14	M	8
Uralla (NT)	15-19	M	3
Uralla (NT)	25+	F	3
Venn	5-14	F	3
Venn	15-19	M	3
Venn	25+	F	3
Victoria River	0-4	M	3
Victoria River	5-14	F	3
Victoria River	5-14	M	9
Victoria River	20-24	F	3
Virginia (NT)	0-4	F	14
Virginia (NT)	0-4	M	16
Virginia (NT)	5-14	F	113
Virginia (NT)	5-14	M	112
Virginia (NT)	15-19	F	33
Virginia (NT)	15-19	M	45
Virginia (NT)	20-24	F	13
Virginia (NT)	20-24	M	13
Virginia (NT)	25+	F	33
Virginia (NT)	25+	M	24
Wadeye	0-4	F	28
Wadeye	0-4	M	32
Wadeye	5-14	F	192
Wadeye	5-14	M	231
Wadeye	15-19	F	48
Wadeye	15-19	M	25
Wadeye	20-24	F	3
Wadeye	20-24	M	3
Wadeye	25+	F	13
Wadeye	25+	M	14
Wagait Beach	0-4	F	4
Wagait Beach	0-4	M	3
Wagait Beach	5-14	F	24
Wagait Beach	5-14	M	20
Wagait Beach	15-19	F	4
Wagait Beach	15-19	M	3
Wagait Beach	20-24	F	3
Wagait Beach	20-24	M	3
Wagait Beach	25+	F	14
Wagait Beach	25+	M	8
Wagaman	0-4	F	13
Wagaman	0-4	M	25
Wagaman	5-14	F	112
Wagaman	5-14	M	134
Wagaman	15-19	F	43
Wagaman	15-19	M	46
Wagaman	20-24	F	25
Wagaman	20-24	M	32
Wagaman	25+	F	87
Wagaman	25+	M	54
Wallace Rockhole	5-14	F	5
Wallace Rockhole	5-14	M	10
Wallace Rockhole	15-19	F	3
Wallace Rockhole	15-19	M	3
Wanguri	0-4	F	14
Wanguri	0-4	M	19
Wanguri	5-14	F	108
Wanguri	5-14	M	119
Wanguri	15-19	F	50
Wanguri	15-19	M	49
Wanguri	20-24	F	23
Wanguri	20-24	M	15
Wanguri	25+	F	67
Wanguri	25+	M	34
Warruwi	0-4	F	3
Warruwi	0-4	M	5
Warruwi	5-14	F	25
Warruwi	5-14	M	40
Warruwi	15-19	F	3
Warruwi	15-19	M	4
Warruwi	25+	F	6
Warumungu	5-14	F	8
Warumungu	5-14	M	13
Weddell	5-14	F	3
Weddell	5-14	M	4
Weddell	15-19	M	3
West Arnhem	0-4	F	6
West Arnhem	0-4	M	4
West Arnhem	5-14	F	45
West Arnhem	5-14	M	55
West Arnhem	15-19	F	11
West Arnhem	15-19	M	8
White Gums	5-14	F	3
White Gums	5-14	M	12
White Gums	15-19	F	3
White Gums	15-19	M	3
White Gums	25+	F	3
White Gums	25+	M	3
Wickham (NT)	25+	M	4
Willowra	0-4	F	4
Willowra	0-4	M	3
Willowra	5-14	F	35
Willowra	5-14	M	21
Willowra	15-19	M	4
Willowra	25+	M	3
Wilora	5-14	F	12
Wilora	5-14	M	8
Wilton (NT)	5-14	F	21
Wilton (NT)	5-14	M	17
Wilton (NT)	15-19	F	3
Wilton (NT)	15-19	M	4
Winnellie	5-14	F	3
Winnellie	25+	F	4
Woodroffe	0-4	F	25
Woodroffe	0-4	M	21
Woodroffe	5-14	F	191
Woodroffe	5-14	M	225
Woodroffe	15-19	F	78
Woodroffe	15-19	M	54
Woodroffe	20-24	F	17
Woodroffe	20-24	M	11
Woodroffe	25+	F	90
Woodroffe	25+	M	37
Woolner	0-4	F	7
Woolner	0-4	M	6
Woolner	5-14	F	38
Woolner	5-14	M	27
Woolner	15-19	F	4
Woolner	15-19	M	17
Woolner	20-24	F	11
Woolner	20-24	M	8
Woolner	25+	F	36
Woolner	25+	M	29
Wulagi	0-4	F	8
Wulagi	0-4	M	16
Wulagi	5-14	F	175
Wulagi	5-14	M	211
Wulagi	15-19	F	50
Wulagi	15-19	M	60
Wulagi	20-24	F	22
Wulagi	20-24	M	12
Wulagi	25+	F	80
Wulagi	25+	M	37
Wurrumiyanga	0-4	F	12
Wurrumiyanga	0-4	M	6
Wurrumiyanga	5-14	F	123
Wurrumiyanga	5-14	M	123
Wurrumiyanga	15-19	F	21
Wurrumiyanga	15-19	M	29
Wurrumiyanga	25+	F	7
Wurrumiyanga	25+	M	7
Wutunugurra	0-4	F	3
Wutunugurra	5-14	F	19
Wutunugurra	5-14	M	15
Yarralin	0-4	F	4
Yarralin	5-14	F	17
Yarralin	5-14	M	20
Yarralin	15-19	F	6
Yarralin	15-19	M	6
Yirrkala	0-4	F	15
Yirrkala	0-4	M	3
Yirrkala	5-14	F	59
Yirrkala	5-14	M	53
Yirrkala	15-19	F	18
Yirrkala	15-19	M	18
Yirrkala	20-24	M	3
Yirrkala	25+	F	5
Yuelamu	5-14	F	18
Yuelamu	5-14	M	27
Yuelamu	25+	F	3
Yuendumu	0-4	F	17
Yuendumu	0-4	M	12
Yuendumu	5-14	F	69
Yuendumu	5-14	M	65
Yuendumu	15-19	F	3
Yuendumu	15-19	M	5
Yuendumu	25+	F	12
Yuendumu	25+	M	6
Yulara	5-14	F	12
Yulara	5-14	M	21
Yulara	15-19	F	4
Yulara	15-19	M	3
Yulara	20-24	F	11
Yulara	20-24	M	3
Yulara	25+	F	42
Yulara	25+	M	27
Zuccoli	0-4	F	5
Zuccoli	0-4	M	6
Zuccoli	5-14	F	81
Zuccoli	5-14	M	76
Zuccoli	15-19	F	14
Zuccoli	15-19	M	15
Zuccoli	20-24	F	8
Zuccoli	20-24	M	7
Zuccoli	25+	F	43
Zuccoli	25+	M	27
No usual address (NT)	5-14	F	44
No usual address (NT)	5-14	M	33
No usual address (NT)	15-19	F	9
No usual address (NT)	15-19	M	14
No usual address (NT)	20-24	F	3
No usual address (NT)	20-24	M	18
No usual address (NT)	25+	F	16
No usual address (NT)	25+	M	20
Migratory - Offshore - Shipping (NT)	5-14	F	3
Migratory - Offshore - Shipping (NT)	25+	M	3
ACT Remainder - Booth	5-14	M	4
ACT Remainder - Booth	25+	M	3
ACT Remainder - Jerrabomberra	5-14	F	3
ACT Remainder - Jerrabomberra	15-19	F	3
ACT Remainder - Kowen	5-14	F	7
ACT Remainder - Kowen	5-14	M	3
ACT Remainder - Majura	15-19	F	9
ACT Remainder - Majura	15-19	M	4
ACT Remainder - Paddys River	5-14	F	5
ACT Remainder - Paddys River	15-19	F	3
ACT Remainder - Paddys River	20-24	M	3
ACT Remainder - Stromlo	5-14	F	5
ACT Remainder - Stromlo	5-14	M	3
ACT Remainder - Stromlo	15-19	F	3
ACT Remainder - Stromlo	20-24	F	3
ACT Remainder - Stromlo	25+	M	3
ACT Remainder - Tuggeranong	15-19	M	3
Acton (ACT)	5-14	M	5
Acton (ACT)	15-19	F	425
Acton (ACT)	15-19	M	274
Acton (ACT)	20-24	F	368
Acton (ACT)	20-24	M	382
Acton (ACT)	25+	F	189
Acton (ACT)	25+	M	238
Ainslie	0-4	F	32
Ainslie	0-4	M	32
Ainslie	5-14	F	290
Ainslie	5-14	M	269
Ainslie	15-19	F	130
Ainslie	15-19	M	130
Ainslie	20-24	F	131
Ainslie	20-24	M	82
Ainslie	25+	F	196
Ainslie	25+	M	119
Amaroo (ACT)	0-4	F	37
Amaroo (ACT)	0-4	M	56
Amaroo (ACT)	5-14	F	506
Amaroo (ACT)	5-14	M	526
Amaroo (ACT)	15-19	F	187
Amaroo (ACT)	15-19	M	171
Amaroo (ACT)	20-24	F	63
Amaroo (ACT)	20-24	M	61
Amaroo (ACT)	25+	F	154
Amaroo (ACT)	25+	M	95
Aranda	0-4	F	11
Aranda	0-4	M	17
Aranda	5-14	F	178
Aranda	5-14	M	168
Aranda	15-19	F	58
Aranda	15-19	M	58
Aranda	20-24	F	44
Aranda	20-24	M	55
Aranda	25+	F	55
Aranda	25+	M	52
Banks	0-4	F	32
Banks	0-4	M	32
Banks	5-14	F	366
Banks	5-14	M	342
Banks	15-19	F	161
Banks	15-19	M	120
Banks	20-24	F	58
Banks	20-24	M	41
Banks	25+	F	125
Banks	25+	M	61
Barton	0-4	F	3
Barton	5-14	F	26
Barton	5-14	M	27
Barton	15-19	F	15
Barton	15-19	M	9
Barton	20-24	F	7
Barton	20-24	M	18
Barton	25+	F	81
Barton	25+	M	63
Belconnen	0-4	F	28
Belconnen	0-4	M	18
Belconnen	5-14	F	83
Belconnen	5-14	M	108
Belconnen	15-19	F	117
Belconnen	15-19	M	92
Belconnen	20-24	F	441
Belconnen	20-24	M	374
Belconnen	25+	F	390
Belconnen	25+	M	385
Bonner	0-4	F	78
Bonner	0-4	M	87
Bonner	5-14	F	566
Bonner	5-14	M	585
Bonner	15-19	F	157
Bonner	15-19	M	134
Bonner	20-24	F	79
Bonner	20-24	M	56
Bonner	25+	F	255
Bonner	25+	M	138
Bonython	0-4	F	26
Bonython	0-4	M	17
Bonython	5-14	F	217
Bonython	5-14	M	219
Bonython	15-19	F	94
Bonython	15-19	M	99
Bonython	20-24	F	49
Bonython	20-24	M	49
Bonython	25+	F	84
Bonython	25+	M	63
Braddon	0-4	F	7
Braddon	0-4	M	11
Braddon	5-14	F	62
Braddon	5-14	M	72
Braddon	15-19	F	153
Braddon	15-19	M	141
Braddon	20-24	F	334
Braddon	20-24	M	255
Braddon	25+	F	279
Braddon	25+	M	331
Bruce (ACT)	0-4	F	33
Bruce (ACT)	0-4	M	22
Bruce (ACT)	5-14	F	174
Bruce (ACT)	5-14	M	163
Bruce (ACT)	15-19	F	223
Bruce (ACT)	15-19	M	211
Bruce (ACT)	20-24	F	592
Bruce (ACT)	20-24	M	566
Bruce (ACT)	25+	F	357
Bruce (ACT)	25+	M	364
Calwell	0-4	F	41
Calwell	0-4	M	35
Calwell	5-14	F	347
Calwell	5-14	M	316
Calwell	15-19	F	167
Calwell	15-19	M	165
Calwell	20-24	F	90
Calwell	20-24	M	78
Calwell	25+	F	133
Calwell	25+	M	60
Campbell	0-4	F	22
Campbell	0-4	M	20
Campbell	5-14	F	216
Campbell	5-14	M	199
Campbell	15-19	F	171
Campbell	15-19	M	286
Campbell	20-24	F	208
Campbell	20-24	M	522
Campbell	25+	F	145
Campbell	25+	M	185
Canberra Airport	0-4	M	3
Canberra Airport	5-14	F	3
Canberra Airport	5-14	M	4
Canberra Airport	20-24	M	3
Canberra Airport	25+	F	4
Casey	0-4	F	61
Casey	0-4	M	63
Casey	5-14	F	349
Casey	5-14	M	353
Casey	15-19	F	100
Casey	15-19	M	103
Casey	20-24	F	86
Casey	20-24	M	45
Casey	25+	F	238
Casey	25+	M	144
Chapman	0-4	F	13
Chapman	0-4	M	16
Chapman	5-14	F	188
Chapman	5-14	M	187
Chapman	15-19	F	84
Chapman	15-19	M	87
Chapman	20-24	F	36
Chapman	20-24	M	40
Chapman	25+	F	58
Chapman	25+	M	33
Charnwood	0-4	F	21
Charnwood	0-4	M	27
Charnwood	5-14	F	164
Charnwood	5-14	M	188
Charnwood	15-19	F	60
Charnwood	15-19	M	53
Charnwood	20-24	F	24
Charnwood	20-24	M	42
Charnwood	25+	F	93
Charnwood	25+	M	59
Chifley (ACT)	0-4	F	12
Chifley (ACT)	0-4	M	14
Chifley (ACT)	5-14	F	130
Chifley (ACT)	5-14	M	136
Chifley (ACT)	15-19	F	43
Chifley (ACT)	15-19	M	53
Chifley (ACT)	20-24	F	22
Chifley (ACT)	20-24	M	26
Chifley (ACT)	25+	F	91
Chifley (ACT)	25+	M	75
Chisholm (ACT)	0-4	F	30
Chisholm (ACT)	0-4	M	27
Chisholm (ACT)	5-14	F	295
Chisholm (ACT)	5-14	M	332
Chisholm (ACT)	15-19	F	119
Chisholm (ACT)	15-19	M	156
Chisholm (ACT)	20-24	F	59
Chisholm (ACT)	20-24	M	43
Chisholm (ACT)	25+	F	114
Chisholm (ACT)	25+	M	76
City	0-4	F	3
City	0-4	M	3
City	5-14	F	15
City	5-14	M	11
City	15-19	F	346
City	15-19	M	246
City	20-24	F	676
City	20-24	M	546
City	25+	F	214
City	25+	M	236
Conder	0-4	F	25
Conder	0-4	M	29
Conder	5-14	F	311
Conder	5-14	M	332
Conder	15-19	F	170
Conder	15-19	M	171
Conder	20-24	F	66
Conder	20-24	M	67
Conder	25+	F	115
Conder	25+	M	47
Cook	0-4	F	18
Cook	0-4	M	17
Cook	5-14	F	168
Cook	5-14	M	165
Cook	15-19	F	46
Cook	15-19	M	63
Cook	20-24	F	37
Cook	20-24	M	46
Cook	25+	F	96
Cook	25+	M	72
Coombs	0-4	F	19
Coombs	0-4	M	20
Coombs	5-14	F	119
Coombs	5-14	M	125
Coombs	15-19	F	27
Coombs	15-19	M	33
Coombs	20-24	F	21
Coombs	20-24	M	23
Coombs	25+	F	58
Coombs	25+	M	49
Crace	0-4	F	38
Crace	0-4	M	48
Crace	5-14	F	250
Crace	5-14	M	250
Crace	15-19	F	68
Crace	15-19	M	81
Crace	20-24	F	76
Crace	20-24	M	85
Crace	25+	F	163
Crace	25+	M	144
Curtin	0-4	F	30
Curtin	0-4	M	29
Curtin	5-14	F	357
Curtin	5-14	M	331
Curtin	15-19	F	140
Curtin	15-19	M	136
Curtin	20-24	F	52
Curtin	20-24	M	77
Curtin	25+	F	120
Curtin	25+	M	98
Deakin	0-4	F	20
Deakin	0-4	M	29
Deakin	5-14	F	210
Deakin	5-14	M	165
Deakin	15-19	F	128
Deakin	15-19	M	64
Deakin	20-24	F	40
Deakin	20-24	M	23
Deakin	25+	F	65
Deakin	25+	M	50
Dickson	0-4	F	4
Dickson	0-4	M	16
Dickson	5-14	F	88
Dickson	5-14	M	82
Dickson	15-19	F	35
Dickson	15-19	M	50
Dickson	20-24	F	89
Dickson	20-24	M	87
Dickson	25+	F	132
Dickson	25+	M	109
Downer	0-4	F	20
Downer	0-4	M	20
Downer	5-14	F	188
Downer	5-14	M	185
Downer	15-19	F	67
Downer	15-19	M	81
Downer	20-24	F	101
Downer	20-24	M	106
Downer	25+	F	151
Downer	25+	M	156
Duffy	0-4	F	17
Duffy	0-4	M	28
Duffy	5-14	F	227
Duffy	5-14	M	250
Duffy	15-19	F	87
Duffy	15-19	M	90
Duffy	20-24	F	33
Duffy	20-24	M	28
Duffy	25+	F	74
Duffy	25+	M	54
Dunlop	0-4	F	60
Dunlop	0-4	M	60
Dunlop	5-14	F	519
Dunlop	5-14	M	620
Dunlop	15-19	F	183
Dunlop	15-19	M	188
Dunlop	20-24	F	84
Dunlop	20-24	M	71
Dunlop	25+	F	195
Dunlop	25+	M	107
Evatt	0-4	F	25
Evatt	0-4	M	37
Evatt	5-14	F	316
Evatt	5-14	M	347
Evatt	15-19	F	127
Evatt	15-19	M	126
Evatt	20-24	F	77
Evatt	20-24	M	68
Evatt	25+	F	134
Evatt	25+	M	87
Fadden	0-4	F	12
Fadden	0-4	M	16
Fadden	5-14	F	186
Fadden	5-14	M	188
Fadden	15-19	F	100
Fadden	15-19	M	97
Fadden	20-24	F	26
Fadden	20-24	M	48
Fadden	25+	F	52
Fadden	25+	M	47
Farrer	0-4	F	22
Farrer	0-4	M	13
Farrer	5-14	F	177
Farrer	5-14	M	240
Farrer	15-19	F	91
Farrer	15-19	M	107
Farrer	20-24	F	28
Farrer	20-24	M	44
Farrer	25+	F	77
Farrer	25+	M	54
Fisher (ACT)	0-4	F	33
Fisher (ACT)	0-4	M	14
Fisher (ACT)	5-14	F	164
Fisher (ACT)	5-14	M	210
Fisher (ACT)	15-19	F	42
Fisher (ACT)	15-19	M	60
Fisher (ACT)	20-24	F	34
Fisher (ACT)	20-24	M	26
Fisher (ACT)	25+	F	90
Fisher (ACT)	25+	M	43
Florey	0-4	F	43
Florey	0-4	M	22
Florey	5-14	F	253
Florey	5-14	M	272
Florey	15-19	F	122
Florey	15-19	M	124
Florey	20-24	F	86
Florey	20-24	M	97
Florey	25+	F	158
Florey	25+	M	106
Flynn (ACT)	0-4	F	20
Flynn (ACT)	0-4	M	19
Flynn (ACT)	5-14	F	203
Flynn (ACT)	5-14	M	233
Flynn (ACT)	15-19	F	87
Flynn (ACT)	15-19	M	84
Flynn (ACT)	20-24	F	36
Flynn (ACT)	20-24	M	34
Flynn (ACT)	25+	F	74
Flynn (ACT)	25+	M	47
Forde	0-4	F	48
Forde	0-4	M	63
Forde	5-14	F	372
Forde	5-14	M	381
Forde	15-19	F	126
Forde	15-19	M	100
Forde	20-24	F	45
Forde	20-24	M	42
Forde	25+	F	118
Forde	25+	M	94
Forrest (ACT)	0-4	F	10
Forrest (ACT)	0-4	M	4
Forrest (ACT)	5-14	F	81
Forrest (ACT)	5-14	M	74
Forrest (ACT)	15-19	F	35
Forrest (ACT)	15-19	M	40
Forrest (ACT)	20-24	F	23
Forrest (ACT)	20-24	M	14
Forrest (ACT)	25+	F	45
Forrest (ACT)	25+	M	33
Franklin (ACT)	0-4	F	48
Franklin (ACT)	0-4	M	60
Franklin (ACT)	5-14	F	383
Franklin (ACT)	5-14	M	374
Franklin (ACT)	15-19	F	126
Franklin (ACT)	15-19	M	137
Franklin (ACT)	20-24	F	197
Franklin (ACT)	20-24	M	180
Franklin (ACT)	25+	F	266
Franklin (ACT)	25+	M	256
Fraser	0-4	F	18
Fraser	0-4	M	10
Fraser	5-14	F	126
Fraser	5-14	M	143
Fraser	15-19	F	52
Fraser	15-19	M	54
Fraser	20-24	F	24
Fraser	20-24	M	20
Fraser	25+	F	52
Fraser	25+	M	29
Fyshwick	5-14	F	3
Fyshwick	5-14	M	3
Fyshwick	25+	M	5
Garran	0-4	F	25
Garran	0-4	M	26
Garran	5-14	F	232
Garran	5-14	M	262
Garran	15-19	F	63
Garran	15-19	M	83
Garran	20-24	F	33
Garran	20-24	M	37
Garran	25+	F	92
Garran	25+	M	67
Gilmore (ACT)	0-4	F	10
Gilmore (ACT)	0-4	M	17
Gilmore (ACT)	5-14	F	141
Gilmore (ACT)	5-14	M	213
Gilmore (ACT)	15-19	F	65
Gilmore (ACT)	15-19	M	73
Gilmore (ACT)	20-24	F	32
Gilmore (ACT)	20-24	M	31
Gilmore (ACT)	25+	F	68
Gilmore (ACT)	25+	M	35
Giralang	0-4	F	32
Giralang	0-4	M	27
Giralang	5-14	F	197
Giralang	5-14	M	213
Giralang	15-19	F	53
Giralang	15-19	M	70
Giralang	20-24	F	39
Giralang	20-24	M	48
Giralang	25+	F	96
Giralang	25+	M	85
Gordon (ACT)	0-4	F	48
Gordon (ACT)	0-4	M	32
Gordon (ACT)	5-14	F	417
Gordon (ACT)	5-14	M	473
Gordon (ACT)	15-19	F	233
Gordon (ACT)	15-19	M	223
Gordon (ACT)	20-24	F	112
Gordon (ACT)	20-24	M	93
Gordon (ACT)	25+	F	169
Gordon (ACT)	25+	M	113
Gowrie (ACT)	0-4	F	20
Gowrie (ACT)	0-4	M	18
Gowrie (ACT)	5-14	F	169
Gowrie (ACT)	5-14	M	191
Gowrie (ACT)	15-19	F	86
Gowrie (ACT)	15-19	M	80
Gowrie (ACT)	20-24	F	45
Gowrie (ACT)	20-24	M	38
Gowrie (ACT)	25+	F	73
Gowrie (ACT)	25+	M	53
Greenway	0-4	F	13
Greenway	0-4	M	13
Greenway	5-14	F	42
Greenway	5-14	M	46
Greenway	15-19	F	20
Greenway	15-19	M	23
Greenway	20-24	F	22
Greenway	20-24	M	19
Greenway	25+	F	51
Greenway	25+	M	36
Griffith (ACT)	0-4	F	22
Griffith (ACT)	0-4	M	18
Griffith (ACT)	5-14	F	208
Griffith (ACT)	5-14	M	232
Griffith (ACT)	15-19	F	79
Griffith (ACT)	15-19	M	92
Griffith (ACT)	20-24	F	50
Griffith (ACT)	20-24	M	57
Griffith (ACT)	25+	F	172
Griffith (ACT)	25+	M	114
Gungahlin	0-4	F	34
Gungahlin	0-4	M	40
Gungahlin	5-14	F	348
Gungahlin	5-14	M	328
Gungahlin	15-19	F	146
Gungahlin	15-19	M	150
Gungahlin	20-24	F	174
Gungahlin	20-24	M	177
Gungahlin	25+	F	242
Gungahlin	25+	M	213
Hackett	0-4	F	12
Hackett	0-4	M	18
Hackett	5-14	F	203
Hackett	5-14	M	218
Hackett	15-19	F	55
Hackett	15-19	M	52
Hackett	20-24	F	55
Hackett	20-24	M	43
Hackett	25+	F	106
Hackett	25+	M	73
Hall	5-14	F	21
Hall	5-14	M	26
Hall	15-19	F	14
Hall	15-19	M	3
Hall	25+	F	8
Hall	25+	M	4
Harrison	0-4	F	72
Harrison	0-4	M	55
Harrison	5-14	F	559
Harrison	5-14	M	600
Harrison	15-19	F	170
Harrison	15-19	M	157
Harrison	20-24	F	185
Harrison	20-24	M	165
Harrison	25+	F	291
Harrison	25+	M	296
Hawker (ACT)	0-4	F	4
Hawker (ACT)	0-4	M	9
Hawker (ACT)	5-14	F	186
Hawker (ACT)	5-14	M	198
Hawker (ACT)	15-19	F	73
Hawker (ACT)	15-19	M	80
Hawker (ACT)	20-24	F	42
Hawker (ACT)	20-24	M	53
Hawker (ACT)	25+	F	82
Hawker (ACT)	25+	M	52
Higgins	0-4	F	23
Higgins	0-4	M	12
Higgins	5-14	F	181
Higgins	5-14	M	223
Higgins	15-19	F	71
Higgins	15-19	M	60
Higgins	20-24	F	48
Higgins	20-24	M	36
Higgins	25+	F	76
Higgins	25+	M	55
Holder (ACT)	0-4	F	21
Holder (ACT)	0-4	M	15
Holder (ACT)	5-14	F	146
Holder (ACT)	5-14	M	171
Holder (ACT)	15-19	F	44
Holder (ACT)	15-19	M	41
Holder (ACT)	20-24	F	29
Holder (ACT)	20-24	M	21
