SSC_NAME16	EduInstitutionType	Sex	students
Charmhaven	Technical or Further Educational Institution	M	16
Charmhaven	University or other tertiary	F	32
Charmhaven	University or other tertiary	M	17
Chatsbury		F	5
Chatsbury		M	7
Chatsbury	Pre-school	F	3
Chatsbury	Secondary	F	6
Chatsbury	Secondary	M	3
Chatswood		F	1019
Chatswood		M	834
Chatswood	Infants/Primary	F	809
Chatswood	Infants/Primary	M	903
Chatswood	Pre-school	F	221
Chatswood	Pre-school	M	205
Chatswood	Secondary	F	640
Chatswood	Secondary	M	639
Chatswood	Technical or Further Educational Institution	F	358
Chatswood	Technical or Further Educational Institution	M	212
Chatswood	University or other tertiary	F	1299
Chatswood	University or other tertiary	M	1104
Chatswood West		F	31
Chatswood West		M	28
Chatswood West	Infants/Primary	F	71
Chatswood West	Infants/Primary	M	78
Chatswood West	Pre-school	F	10
Chatswood West	Pre-school	M	16
Chatswood West	Secondary	F	50
Chatswood West	Secondary	M	60
Chatswood West	Technical or Further Educational Institution	F	16
Chatswood West	Technical or Further Educational Institution	M	6
Chatswood West	University or other tertiary	F	47
Chatswood West	University or other tertiary	M	48
Chatsworth (NSW)		M	6
Chatsworth (NSW)	Infants/Primary	F	7
Chatsworth (NSW)	Infants/Primary	M	5
Chatsworth (NSW)	Secondary	F	5
Chatsworth (NSW)	Secondary	M	7
Chatsworth (NSW)	Technical or Further Educational Institution	M	3
Cheero Point		F	3
Cheero Point	Infants/Primary	M	3
Cheltenham (NSW)		F	40
Cheltenham (NSW)		M	35
Cheltenham (NSW)	Infants/Primary	F	103
Cheltenham (NSW)	Infants/Primary	M	103
Cheltenham (NSW)	Pre-school	F	19
Cheltenham (NSW)	Pre-school	M	12
Cheltenham (NSW)	Secondary	F	117
Cheltenham (NSW)	Secondary	M	108
Cheltenham (NSW)	Technical or Further Educational Institution	F	15
Cheltenham (NSW)	Technical or Further Educational Institution	M	7
Cheltenham (NSW)	University or other tertiary	F	114
Cheltenham (NSW)	University or other tertiary	M	76
Cherry Tree Hill		F	10
Cherry Tree Hill		M	9
Cherry Tree Hill	Secondary	F	4
Cherry Tree Hill	Secondary	M	3
Cherrybrook		F	347
Cherrybrook		M	282
Cherrybrook	Infants/Primary	F	810
Cherrybrook	Infants/Primary	M	892
Cherrybrook	Pre-school	F	129
Cherrybrook	Pre-school	M	139
Cherrybrook	Secondary	F	824
Cherrybrook	Secondary	M	1006
Cherrybrook	Technical or Further Educational Institution	F	129
Cherrybrook	Technical or Further Educational Institution	M	120
Cherrybrook	University or other tertiary	F	718
Cherrybrook	University or other tertiary	M	685
Chester Hill		F	575
Chester Hill		M	478
Chester Hill	Infants/Primary	F	554
Chester Hill	Infants/Primary	M	616
Chester Hill	Pre-school	F	103
Chester Hill	Pre-school	M	94
Chester Hill	Secondary	F	503
Chester Hill	Secondary	M	510
Chester Hill	Technical or Further Educational Institution	F	167
Chester Hill	Technical or Further Educational Institution	M	125
Chester Hill	University or other tertiary	F	321
Chester Hill	University or other tertiary	M	293
Chichester (NSW)		F	3
Chichester (NSW)		M	3
Chifley (NSW)		F	127
Chifley (NSW)		M	111
Chifley (NSW)	Infants/Primary	F	125
Chifley (NSW)	Infants/Primary	M	148
Chifley (NSW)	Pre-school	F	34
Chifley (NSW)	Pre-school	M	29
Chifley (NSW)	Secondary	F	133
Chifley (NSW)	Secondary	M	132
Chifley (NSW)	Technical or Further Educational Institution	F	33
Chifley (NSW)	Technical or Further Educational Institution	M	31
Chifley (NSW)	University or other tertiary	F	84
Chifley (NSW)	University or other tertiary	M	63
Chilcotts Grass		F	5
Chilcotts Grass		M	7
Chilcotts Grass	Infants/Primary	F	7
Chilcotts Grass	Infants/Primary	M	12
Chilcotts Grass	Secondary	F	10
Chilcotts Grass	Secondary	M	8
Chillingham		F	11
Chillingham		M	18
Chillingham	Infants/Primary	F	9
Chillingham	Infants/Primary	M	5
Chillingham	Secondary	F	6
Chillingham	Secondary	M	3
Chillingham	University or other tertiary	F	6
Chinderah		F	65
Chinderah		M	79
Chinderah	Infants/Primary	F	28
Chinderah	Infants/Primary	M	27
Chinderah	Pre-school	F	3
Chinderah	Pre-school	M	9
Chinderah	Secondary	F	20
Chinderah	Secondary	M	29
Chinderah	Technical or Further Educational Institution	F	15
Chinderah	Technical or Further Educational Institution	M	11
Chinderah	University or other tertiary	F	7
Chinderah	University or other tertiary	M	7
Chippendale		F	746
Chippendale		M	710
Chippendale	Infants/Primary	F	34
Chippendale	Infants/Primary	M	27
Chippendale	Pre-school	F	3
Chippendale	Pre-school	M	7
Chippendale	Secondary	F	57
Chippendale	Secondary	M	48
Chippendale	Technical or Further Educational Institution	F	164
Chippendale	Technical or Further Educational Institution	M	130
Chippendale	University or other tertiary	F	1831
Chippendale	University or other tertiary	M	1262
Chipping Norton		F	243
Chipping Norton		M	217
Chipping Norton	Infants/Primary	F	412
Chipping Norton	Infants/Primary	M	379
Chipping Norton	Pre-school	F	66
Chipping Norton	Pre-school	M	91
Chipping Norton	Secondary	F	303
Chipping Norton	Secondary	M	311
Chipping Norton	Technical or Further Educational Institution	F	82
Chipping Norton	Technical or Further Educational Institution	M	81
Chipping Norton	University or other tertiary	F	259
Chipping Norton	University or other tertiary	M	201
Chisholm (NSW)		F	20
Chisholm (NSW)		M	18
Chisholm (NSW)	Infants/Primary	F	86
Chisholm (NSW)	Infants/Primary	M	83
Chisholm (NSW)	Pre-school	F	26
Chisholm (NSW)	Pre-school	M	28
Chisholm (NSW)	Secondary	F	51
Chisholm (NSW)	Secondary	M	51
Chisholm (NSW)	Technical or Further Educational Institution	F	14
Chisholm (NSW)	Technical or Further Educational Institution	M	9
Chisholm (NSW)	University or other tertiary	F	44
Chisholm (NSW)	University or other tertiary	M	27
Chiswick		F	115
Chiswick		M	106
Chiswick	Infants/Primary	F	75
Chiswick	Infants/Primary	M	80
Chiswick	Pre-school	F	20
Chiswick	Pre-school	M	22
Chiswick	Secondary	F	55
Chiswick	Secondary	M	33
Chiswick	Technical or Further Educational Institution	F	13
Chiswick	Technical or Further Educational Institution	M	13
Chiswick	University or other tertiary	F	85
Chiswick	University or other tertiary	M	47
Chittaway Bay		F	60
Chittaway Bay		M	52
Chittaway Bay	Infants/Primary	F	80
Chittaway Bay	Infants/Primary	M	99
Chittaway Bay	Pre-school	F	19
Chittaway Bay	Pre-school	M	12
Chittaway Bay	Secondary	F	66
Chittaway Bay	Secondary	M	89
Chittaway Bay	Technical or Further Educational Institution	F	21
Chittaway Bay	Technical or Further Educational Institution	M	17
Chittaway Bay	University or other tertiary	F	43
Chittaway Bay	University or other tertiary	M	26
Chittaway Point		F	29
Chittaway Point		M	20
Chittaway Point	Infants/Primary	F	39
Chittaway Point	Infants/Primary	M	43
Chittaway Point	Pre-school	F	12
Chittaway Point	Pre-school	M	12
Chittaway Point	Secondary	F	42
Chittaway Point	Secondary	M	30
Chittaway Point	Technical or Further Educational Institution	F	11
Chittaway Point	Technical or Further Educational Institution	M	14
Chittaway Point	University or other tertiary	F	11
Chittaway Point	University or other tertiary	M	12
Chowan Creek		F	3
Chowan Creek		M	10
Church Point		F	31
Church Point		M	33
Church Point	Infants/Primary	F	30
Church Point	Infants/Primary	M	34
Church Point	Pre-school	F	8
Church Point	Pre-school	M	5
Church Point	Secondary	F	29
Church Point	Secondary	M	38
Church Point	Technical or Further Educational Institution	M	6
Church Point	University or other tertiary	F	20
Church Point	University or other tertiary	M	13
Clandulla		F	19
Clandulla		M	20
Clandulla	Infants/Primary	F	3
Clandulla	Infants/Primary	M	8
Clandulla	Secondary	F	7
Clandulla	Secondary	M	9
Claremont Meadows		F	120
Claremont Meadows		M	102
Claremont Meadows	Infants/Primary	F	266
Claremont Meadows	Infants/Primary	M	268
Claremont Meadows	Pre-school	F	61
Claremont Meadows	Pre-school	M	67
Claremont Meadows	Secondary	F	194
Claremont Meadows	Secondary	M	202
Claremont Meadows	Technical or Further Educational Institution	F	51
Claremont Meadows	Technical or Further Educational Institution	M	54
Claremont Meadows	University or other tertiary	F	103
Claremont Meadows	University or other tertiary	M	76
Clarence		F	13
Clarence		M	7
Clarence	Infants/Primary	F	10
Clarence	Pre-school	M	3
Clarence	Secondary	F	3
Clarence	Secondary	M	4
Clarence	Technical or Further Educational Institution	F	3
Clarence	University or other tertiary	F	4
Clarence Town		F	75
Clarence Town		M	73
Clarence Town	Infants/Primary	F	84
Clarence Town	Infants/Primary	M	87
Clarence Town	Pre-school	F	21
Clarence Town	Pre-school	M	27
Clarence Town	Secondary	F	57
Clarence Town	Secondary	M	57
Clarence Town	Technical or Further Educational Institution	F	19
Clarence Town	Technical or Further Educational Institution	M	21
Clarence Town	University or other tertiary	F	27
Clarence Town	University or other tertiary	M	18
Clarendon (NSW)		F	6
Clarendon (NSW)		M	3
Clarendon (NSW)	Infants/Primary	F	3
Clarendon (NSW)	Infants/Primary	M	3
Clarendon (NSW)	Pre-school	F	5
Clarendon (NSW)	Pre-school	M	3
Clarendon (NSW)	Secondary	F	6
Clarenza		F	23
Clarenza		M	22
Clarenza	Infants/Primary	F	22
Clarenza	Infants/Primary	M	18
Clarenza	Pre-school	F	4
Clarenza	Pre-school	M	5
Clarenza	Secondary	F	20
Clarenza	Secondary	M	23
Clarenza	Technical or Further Educational Institution	F	3
Clarenza	Technical or Further Educational Institution	M	8
Clarenza	University or other tertiary	F	12
Clarenza	University or other tertiary	M	3
Clareville		F	19
Clareville		M	14
Clareville	Infants/Primary	F	26
Clareville	Infants/Primary	M	26
Clareville	Pre-school	F	7
Clareville	Pre-school	M	7
Clareville	Secondary	F	29
Clareville	Secondary	M	13
Clareville	Technical or Further Educational Institution	M	3
Clareville	University or other tertiary	F	17
Clareville	University or other tertiary	M	6
Claymore		F	377
Claymore		M	278
Claymore	Infants/Primary	F	168
Claymore	Infants/Primary	M	150
Claymore	Pre-school	F	25
Claymore	Pre-school	M	27
Claymore	Secondary	F	115
Claymore	Secondary	M	103
Claymore	Technical or Further Educational Institution	F	33
Claymore	Technical or Further Educational Institution	M	17
Claymore	University or other tertiary	F	23
Claymore	University or other tertiary	M	5
Clear Creek		F	4
Clear Creek		M	4
Clear Creek	Infants/Primary	F	3
Clear Creek	Secondary	F	7
Clear Creek	Secondary	M	3
Clear Range	Infants/Primary	F	3
Clear Range	Secondary	M	3
Clemton Park		F	44
Clemton Park		M	42
Clemton Park	Infants/Primary	F	78
Clemton Park	Infants/Primary	M	77
Clemton Park	Pre-school	F	14
Clemton Park	Pre-school	M	14
Clemton Park	Secondary	F	49
Clemton Park	Secondary	M	56
Clemton Park	Technical or Further Educational Institution	F	4
Clemton Park	Technical or Further Educational Institution	M	22
Clemton Park	University or other tertiary	F	40
Clemton Park	University or other tertiary	M	27
Clergate		F	11
Clergate		M	4
Clergate	Infants/Primary	F	4
Clergate	Infants/Primary	M	12
Clergate	Pre-school	F	4
Clergate	Pre-school	M	7
Clergate	Secondary	F	16
Clergate	Technical or Further Educational Institution	F	3
Clifden		F	3
Clifden		M	3
Clifden	Secondary	F	4
Cliftleigh		F	45
Cliftleigh		M	49
Cliftleigh	Infants/Primary	F	64
Cliftleigh	Infants/Primary	M	75
Cliftleigh	Pre-school	F	12
Cliftleigh	Pre-school	M	20
Cliftleigh	Secondary	F	39
Cliftleigh	Secondary	M	36
Cliftleigh	Technical or Further Educational Institution	F	13
Cliftleigh	Technical or Further Educational Institution	M	9
Cliftleigh	University or other tertiary	F	16
Cliftleigh	University or other tertiary	M	3
Clifton (NSW)	Infants/Primary	F	4
Clifton Grove		F	13
Clifton Grove		M	26
Clifton Grove	Infants/Primary	F	43
Clifton Grove	Infants/Primary	M	58
Clifton Grove	Pre-school	F	9
Clifton Grove	Pre-school	M	4
Clifton Grove	Secondary	F	50
Clifton Grove	Secondary	M	45
Clifton Grove	Technical or Further Educational Institution	F	11
Clifton Grove	Technical or Further Educational Institution	M	10
Clifton Grove	University or other tertiary	F	16
Clifton Grove	University or other tertiary	M	3
Clontarf (NSW)		F	51
Clontarf (NSW)		M	51
Clontarf (NSW)	Infants/Primary	F	103
Clontarf (NSW)	Infants/Primary	M	86
Clontarf (NSW)	Pre-school	F	20
Clontarf (NSW)	Pre-school	M	6
Clontarf (NSW)	Secondary	F	105
Clontarf (NSW)	Secondary	M	96
Clontarf (NSW)	Technical or Further Educational Institution	F	9
Clontarf (NSW)	Technical or Further Educational Institution	M	3
Clontarf (NSW)	University or other tertiary	F	51
Clontarf (NSW)	University or other tertiary	M	41
Clothiers Creek		F	19
Clothiers Creek		M	29
Clothiers Creek	Infants/Primary	F	16
Clothiers Creek	Infants/Primary	M	20
Clothiers Creek	Pre-school	F	3
Clothiers Creek	Secondary	F	6
Clothiers Creek	Secondary	M	14
Clothiers Creek	Technical or Further Educational Institution	M	3
Clothiers Creek	University or other tertiary	F	4
Clovelly		F	152
Clovelly		M	130
Clovelly	Infants/Primary	F	218
Clovelly	Infants/Primary	M	202
Clovelly	Pre-school	F	53
Clovelly	Pre-school	M	60
Clovelly	Secondary	F	138
Clovelly	Secondary	M	126
Clovelly	Technical or Further Educational Institution	F	15
Clovelly	Technical or Further Educational Institution	M	10
Clovelly	University or other tertiary	F	146
Clovelly	University or other tertiary	M	119
Clunes (NSW)		F	46
Clunes (NSW)		M	34
Clunes (NSW)	Infants/Primary	F	41
Clunes (NSW)	Infants/Primary	M	47
Clunes (NSW)	Pre-school	F	7
Clunes (NSW)	Secondary	F	30
Clunes (NSW)	Secondary	M	33
Clunes (NSW)	Technical or Further Educational Institution	F	3
Clunes (NSW)	University or other tertiary	F	19
Clunes (NSW)	University or other tertiary	M	13
Clybucca		M	9
Clybucca	Infants/Primary	F	3
Clybucca	Secondary	F	6
Clybucca	Secondary	M	8
Clydesdale (NSW)		F	3
Clydesdale (NSW)		M	3
Clydesdale (NSW)	Infants/Primary	M	3
Clydesdale (NSW)	Secondary	M	11
Coal Point		F	43
Coal Point		M	41
Coal Point	Infants/Primary	F	48
Coal Point	Infants/Primary	M	46
Coal Point	Pre-school	F	10
Coal Point	Pre-school	M	10
Coal Point	Secondary	F	57
Coal Point	Secondary	M	50
Coal Point	Technical or Further Educational Institution	F	13
Coal Point	Technical or Further Educational Institution	M	14
Coal Point	University or other tertiary	F	39
Coal Point	University or other tertiary	M	31
Coalcliff		F	4
Coalcliff		M	5
Coalcliff	Infants/Primary	F	9
Coalcliff	Infants/Primary	M	7
Coalcliff	Secondary	F	10
Coalcliff	Secondary	M	4
Coalcliff	Technical or Further Educational Institution	M	4
Coalcliff	University or other tertiary	F	6
Coalcliff	University or other tertiary	M	3
Coaldale		M	3
Coaldale	Infants/Primary	F	3
Coasters Retreat		F	15
Coasters Retreat		M	22
Cobaki		F	5
Cobaki		M	9
Cobaki	Infants/Primary	F	4
Cobaki	Infants/Primary	M	17
Cobaki	Pre-school	M	3
Cobaki	Secondary	F	7
Cobaki	Secondary	M	3
Cobaki Lakes		M	3
Cobaki Lakes	Secondary	F	7
Cobaki Lakes	Secondary	M	3
Cobaki Lakes	University or other tertiary	F	3
Cobar		F	264
Cobar		M	282
Cobar	Infants/Primary	F	180
Cobar	Infants/Primary	M	171
Cobar	Pre-school	F	38
Cobar	Pre-school	M	32
Cobar	Secondary	F	105
Cobar	Secondary	M	116
Cobar	Technical or Further Educational Institution	F	56
Cobar	Technical or Further Educational Institution	M	35
Cobar	University or other tertiary	F	43
Cobar	University or other tertiary	M	12
Cobar Park		F	3
Cobar Park	Infants/Primary	M	3
Cobargo		F	38
Cobargo		M	32
Cobargo	Infants/Primary	F	29
Cobargo	Infants/Primary	M	27
Cobargo	Pre-school	F	7
Cobargo	Pre-school	M	3
Cobargo	Secondary	F	26
Cobargo	Secondary	M	18
Cobargo	Technical or Further Educational Institution	F	12
Cobargo	Technical or Further Educational Institution	M	9
Cobargo	University or other tertiary	F	4
Cobark	Pre-school	M	3
Cobbadah	Infants/Primary	F	3
Cobbadah	Infants/Primary	M	11
Cobbadah	Pre-school	F	6
Cobbitty		F	87
Cobbitty		M	84
Cobbitty	Infants/Primary	F	99
Cobbitty	Infants/Primary	M	110
Cobbitty	Pre-school	F	35
Cobbitty	Pre-school	M	24
Cobbitty	Secondary	F	75
Cobbitty	Secondary	M	60
Cobbitty	Technical or Further Educational Institution	F	11
Cobbitty	Technical or Further Educational Institution	M	19
Cobbitty	University or other tertiary	F	42
Cobbitty	University or other tertiary	M	22
Cockwhy	Infants/Primary	M	3
Codrington (NSW)		M	6
Codrington (NSW)	Infants/Primary	F	10
Codrington (NSW)	Infants/Primary	M	3
Codrington (NSW)	Secondary	F	3
Codrington (NSW)	Secondary	M	7
Coffee Camp		F	9
Coffee Camp		M	18
Coffee Camp	Infants/Primary	F	5
Coffee Camp	Infants/Primary	M	11
Coffee Camp	Secondary	F	9
Coffee Camp	Secondary	M	8
Coffee Camp	Technical or Further Educational Institution	F	3
Coffs Harbour		F	1363
Coffs Harbour		M	1190
Coffs Harbour	Infants/Primary	F	990
Coffs Harbour	Infants/Primary	M	968
Coffs Harbour	Pre-school	F	217
Coffs Harbour	Pre-school	M	217
Coffs Harbour	Secondary	F	755
Coffs Harbour	Secondary	M	787
Coffs Harbour	Technical or Further Educational Institution	F	460
Coffs Harbour	Technical or Further Educational Institution	M	299
Coffs Harbour	University or other tertiary	F	421
Coffs Harbour	University or other tertiary	M	243
Coggan	Infants/Primary	F	3
Cogra Bay	Secondary	F	3
Coila		M	6
Coldstream (NSW)		M	3
Coleambally		F	62
Coleambally		M	70
Coleambally	Infants/Primary	F	65
Coleambally	Infants/Primary	M	64
Coleambally	Pre-school	F	11
Coleambally	Pre-school	M	16
Coleambally	Secondary	F	46
Coleambally	Secondary	M	62
Coleambally	Technical or Further Educational Institution	F	4
Coleambally	Technical or Further Educational Institution	M	16
Coleambally	University or other tertiary	F	13
Coleambally	University or other tertiary	M	6
Colebee		F	38
Colebee		M	48
Colebee	Infants/Primary	F	102
Colebee	Infants/Primary	M	115
Colebee	Pre-school	F	20
Colebee	Pre-school	M	32
Colebee	Secondary	F	80
Colebee	Secondary	M	62
Colebee	Technical or Further Educational Institution	F	15
Colebee	Technical or Further Educational Institution	M	11
Colebee	University or other tertiary	F	33
Colebee	University or other tertiary	M	44
Coledale		F	38
Coledale		M	28
Coledale	Infants/Primary	F	79
Coledale	Infants/Primary	M	75
Coledale	Pre-school	F	12
Coledale	Pre-school	M	15
Coledale	Secondary	F	44
Coledale	Secondary	M	54
Coledale	Technical or Further Educational Institution	F	3
Coledale	Technical or Further Educational Institution	M	3
Coledale	University or other tertiary	F	32
Coledale	University or other tertiary	M	27
Colinroobie		F	4
Colinroobie		M	5
Colinroobie	Infants/Primary	F	9
Colinroobie	Secondary	F	4
Colinroobie	Secondary	M	3
Colinton (NSW)		F	5
Colinton (NSW)		M	3
Colinton (NSW)	Infants/Primary	F	7
Colinton (NSW)	Infants/Primary	M	7
Colinton (NSW)	Pre-school	F	3
Colinton (NSW)	Secondary	M	3
Colinton (NSW)	University or other tertiary	F	3
Collarenebri		F	20
Collarenebri		M	34
Collarenebri	Infants/Primary	F	37
Collarenebri	Infants/Primary	M	29
Collarenebri	Pre-school	F	7
Collarenebri	Pre-school	M	12
Collarenebri	Secondary	F	11
Collarenebri	Secondary	M	14
Collarenebri	Technical or Further Educational Institution	F	3
Collaroy (NSW)		F	348
Collaroy (NSW)		M	272
Collaroy (NSW)	Infants/Primary	F	261
Collaroy (NSW)	Infants/Primary	M	293
Collaroy (NSW)	Pre-school	F	59
Collaroy (NSW)	Pre-school	M	69
Collaroy (NSW)	Secondary	F	225
Collaroy (NSW)	Secondary	M	262
Collaroy (NSW)	Technical or Further Educational Institution	F	71
Collaroy (NSW)	Technical or Further Educational Institution	M	82
Collaroy (NSW)	University or other tertiary	F	206
Collaroy (NSW)	University or other tertiary	M	143
Collaroy Plateau		F	130
Collaroy Plateau		M	118
Collaroy Plateau	Infants/Primary	F	293
Collaroy Plateau	Infants/Primary	M	250
Collaroy Plateau	Pre-school	F	43
Collaroy Plateau	Pre-school	M	78
Collaroy Plateau	Secondary	F	197
Collaroy Plateau	Secondary	M	239
Collaroy Plateau	Technical or Further Educational Institution	F	39
Collaroy Plateau	Technical or Further Educational Institution	M	28
Collaroy Plateau	University or other tertiary	F	86
Collaroy Plateau	University or other tertiary	M	76
Collector		F	10
Collector		M	6
Collector	Infants/Primary	F	23
Collector	Infants/Primary	M	17
Collector	Pre-school	F	5
Collector	Pre-school	M	5
Collector	Secondary	F	6
Collector	Secondary	M	11
Collector	Technical or Further Educational Institution	F	3
Collector	Technical or Further Educational Institution	M	3
Collector	University or other tertiary	F	6
Collendina		M	7
Collendina	Infants/Primary	F	4
Collendina	Infants/Primary	M	6
Collendina	Pre-school	M	4
Collendina	Secondary	F	5
Collendina	Secondary	M	4
Collerina	Infants/Primary	F	3
Collerina	Infants/Primary	M	4
Collerina	Secondary	F	3
Collie (NSW)		F	7
Collie (NSW)		M	12
Collie (NSW)	Infants/Primary	F	3
Collie (NSW)	Infants/Primary	M	4
Collie (NSW)	Pre-school	M	3
Collie (NSW)	Secondary	F	4
Collie (NSW)	Secondary	M	3
Collingullie		F	20
Collingullie		M	23
Collingullie	Infants/Primary	F	16
Collingullie	Infants/Primary	M	12
Collingullie	Pre-school	F	3
Collingullie	Pre-school	M	4
Collingullie	Secondary	F	7
Collingullie	Secondary	M	7
Collingwood (NSW)	Secondary	M	3
Collins Creek		F	6
Collins Creek		M	11
Collins Creek	Infants/Primary	F	3
Collins Creek	Infants/Primary	M	6
Collins Creek	Secondary	F	3
Collins Creek	Secondary	M	6
Collins Creek	University or other tertiary	F	4
Collombatti		F	47
Collombatti		M	42
Collombatti	Infants/Primary	F	19
Collombatti	Infants/Primary	M	21
Collombatti	Pre-school	F	5
Collombatti	Secondary	F	23
Collombatti	Secondary	M	27
Collombatti	Technical or Further Educational Institution	F	3
Collombatti	Technical or Further Educational Institution	M	6
Collombatti	University or other tertiary	F	3
Collombatti	University or other tertiary	M	3
Colly Blue		F	3
Colly Blue		M	3
Colly Blue	Infants/Primary	F	3
Colly Blue	Infants/Primary	M	3
Colo (Bathurst Regional - NSW)		F	3
Colo (Bathurst Regional - NSW)		M	3
Colo (Hawkesbury - NSW)		F	3
Colo (Hawkesbury - NSW)	Infants/Primary	M	3
Colo (Hawkesbury - NSW)	Secondary	M	14
Colo Heights		F	20
Colo Heights		M	24
Colo Heights	Infants/Primary	F	17
Colo Heights	Infants/Primary	M	16
Colo Heights	Pre-school	M	3
Colo Heights	Secondary	F	8
Colo Heights	Secondary	M	13
Colo Heights	University or other tertiary	F	3
Colo Vale		F	53
Colo Vale		M	52
Colo Vale	Infants/Primary	F	71
Colo Vale	Infants/Primary	M	86
Colo Vale	Pre-school	F	13
Colo Vale	Pre-school	M	23
Colo Vale	Secondary	F	52
Colo Vale	Secondary	M	57
Colo Vale	Technical or Further Educational Institution	F	10
Colo Vale	Technical or Further Educational Institution	M	18
Colo Vale	University or other tertiary	F	29
Colo Vale	University or other tertiary	M	14
Colyton		F	343
Colyton		M	319
Colyton	Infants/Primary	F	372
Colyton	Infants/Primary	M	388
Colyton	Pre-school	F	61
Colyton	Pre-school	M	61
Colyton	Secondary	F	300
Colyton	Secondary	M	268
Colyton	Technical or Further Educational Institution	F	112
Colyton	Technical or Further Educational Institution	M	79
Colyton	University or other tertiary	F	133
Colyton	University or other tertiary	M	89
Combaning		M	6
Combaning	Infants/Primary	F	8
Combaning	Infants/Primary	M	10
Combaning	Secondary	F	4
Combaning	Secondary	M	5
Combara		F	14
Combara		M	14
Combara	Infants/Primary	F	3
Combara	Secondary	F	3
Comberton		F	3
Comberton		M	3
Comboyne		F	28
Comboyne		M	22
Comboyne	Infants/Primary	F	22
Comboyne	Infants/Primary	M	14
Comboyne	Pre-school	F	3
Comboyne	Secondary	F	11
Comboyne	Secondary	M	12
Comboyne	Technical or Further Educational Institution	F	3
Comboyne	University or other tertiary	F	4
Come By Chance		F	3
Come By Chance		M	7
Come By Chance	Infants/Primary	M	5
Come By Chance	Pre-school	F	7
Come By Chance	Secondary	M	3
Commissioners Creek		F	6
Commissioners Creek		M	11
Commissioners Creek	Infants/Primary	F	3
Commissioners Creek	Infants/Primary	M	3
Commissioners Creek	Technical or Further Educational Institution	F	3
Como (NSW)		F	87
Como (NSW)		M	66
Como (NSW)	Infants/Primary	F	229
Como (NSW)	Infants/Primary	M	244
Como (NSW)	Pre-school	F	46
Como (NSW)	Pre-school	M	55
Como (NSW)	Secondary	F	160
Como (NSW)	Secondary	M	160
Como (NSW)	Technical or Further Educational Institution	F	39
Como (NSW)	Technical or Further Educational Institution	M	39
Como (NSW)	University or other tertiary	F	102
Como (NSW)	University or other tertiary	M	88
Comobella		F	5
Comobella		M	9
Comobella	Infants/Primary	M	3
Comobella	Secondary	F	3
Conargo		F	7
Conargo		M	15
Conargo	Infants/Primary	M	5
Conargo	Pre-school	M	3
Conargo	Secondary	F	3
Conargo	Secondary	M	3
Concord		F	381
Concord		M	331
Concord	Infants/Primary	F	618
Concord	Infants/Primary	M	676
Concord	Pre-school	F	106
Concord	Pre-school	M	142
Concord	Secondary	F	500
Concord	Secondary	M	524
Concord	Technical or Further Educational Institution	F	84
Concord	Technical or Further Educational Institution	M	81
Concord	University or other tertiary	F	441
Concord	University or other tertiary	M	388
Concord West		F	164
Concord West		M	133
Concord West	Infants/Primary	F	294
Concord West	Infants/Primary	M	277
Concord West	Pre-school	F	45
Concord West	Pre-school	M	52
Concord West	Secondary	F	200
Concord West	Secondary	M	194
Concord West	Technical or Further Educational Institution	F	48
Concord West	Technical or Further Educational Institution	M	32
Concord West	University or other tertiary	F	210
Concord West	University or other tertiary	M	171
Condell Park		F	455
Condell Park		M	413
Condell Park	Infants/Primary	F	532
Condell Park	Infants/Primary	M	601
Condell Park	Pre-school	F	93
Condell Park	Pre-school	M	115
Condell Park	Secondary	F	410
Condell Park	Secondary	M	491
Condell Park	Technical or Further Educational Institution	F	133
Condell Park	Technical or Further Educational Institution	M	103
Condell Park	University or other tertiary	F	337
Condell Park	University or other tertiary	M	261
Condobolin		F	198
Condobolin		M	198
Condobolin	Infants/Primary	F	157
Condobolin	Infants/Primary	M	154
Condobolin	Pre-school	F	35
Condobolin	Pre-school	M	37
Condobolin	Secondary	F	101
Condobolin	Secondary	M	87
Condobolin	Technical or Further Educational Institution	F	27
Condobolin	Technical or Further Educational Institution	M	15
Condobolin	University or other tertiary	F	30
Condobolin	University or other tertiary	M	14
Condong		F	20
Condong		M	21
Condong	Infants/Primary	F	9
Condong	Infants/Primary	M	11
Condong	Pre-school	F	8
Condong	Pre-school	M	3
Condong	Secondary	F	6
Condong	Secondary	M	4
Condong	Technical or Further Educational Institution	F	8
Coneac		F	9
Congarinni		F	5
Congarinni		M	5
Congarinni	Infants/Primary	F	14
Congarinni	Infants/Primary	M	19
Congarinni	Pre-school	F	4
Congarinni	Pre-school	M	3
Congarinni	Secondary	F	12
Congarinni	Secondary	M	12
Congarinni	University or other tertiary	F	4
Congarinni North		F	28
Congarinni North		M	19
Congarinni North	Infants/Primary	F	19
Congarinni North	Infants/Primary	M	22
Congarinni North	Pre-school	F	3
Congarinni North	Pre-school	M	9
Congarinni North	Secondary	F	16
Congarinni North	Secondary	M	14
Congarinni North	University or other tertiary	F	8
Congewai		F	12
Congewai		M	11
Congewai	Infants/Primary	F	5
Congewai	Infants/Primary	M	4
Congewai	Secondary	F	4
Congewai	Secondary	M	3
Congewai	Technical or Further Educational Institution	F	3
Congo		F	19
Congo		M	12
Congo	Infants/Primary	F	6
Congo	Infants/Primary	M	13
Congo	Pre-school	F	3
Congo	Pre-school	M	3
Congo	Secondary	F	5
Congo	Secondary	M	9
Congo	Technical or Further Educational Institution	F	3
Coniston		F	94
