SSC_NAME16	EduInstitutionType	Sex	students
Ullina	Secondary	M	3
Ullswater	Infants/Primary	M	3
Ullswater	Secondary	F	4
Ultima		F	14
Ultima		M	6
Ultima	Infants/Primary	F	3
Ultima	Infants/Primary	M	6
Ultima	Pre-school	F	3
Ultima	Secondary	F	3
Ultima	Secondary	M	14
Ulupna		F	6
Ulupna		M	7
Undera		F	21
Undera		M	18
Undera	Infants/Primary	F	23
Undera	Infants/Primary	M	22
Undera	Pre-school	F	3
Undera	Pre-school	M	3
Undera	Secondary	F	16
Undera	Secondary	M	18
Undera	University or other tertiary	F	8
Underbool		F	10
Underbool		M	8
Underbool	Infants/Primary	F	6
Underbool	Infants/Primary	M	3
Underbool	Pre-school	M	3
Underbool	Secondary	F	5
Underbool	Secondary	M	3
Upotipotpon		F	3
Upotipotpon		M	5
Upotipotpon	Secondary	F	3
Upper Ferntree Gully		F	102
Upper Ferntree Gully		M	107
Upper Ferntree Gully	Infants/Primary	F	132
Upper Ferntree Gully	Infants/Primary	M	136
Upper Ferntree Gully	Pre-school	F	30
Upper Ferntree Gully	Pre-school	M	26
Upper Ferntree Gully	Secondary	F	109
Upper Ferntree Gully	Secondary	M	122
Upper Ferntree Gully	Technical or Further Educational Institution	F	23
Upper Ferntree Gully	Technical or Further Educational Institution	M	37
Upper Ferntree Gully	University or other tertiary	F	78
Upper Ferntree Gully	University or other tertiary	M	39
Upper Gundowring	Infants/Primary	F	8
Upper Gundowring	Infants/Primary	M	9
Upper Gundowring	Secondary	F	6
Upper Gundowring	Secondary	M	5
Upper Gundowring	Technical or Further Educational Institution	F	3
Upper Lurg		F	13
Upper Lurg		M	11
Upper Lurg	Infants/Primary	F	3
Upper Lurg	Infants/Primary	M	4
Upper Lurg	Pre-school	M	3
Upper Lurg	Secondary	M	3
Upper Plenty		F	18
Upper Plenty		M	26
Upper Plenty	Infants/Primary	F	19
Upper Plenty	Infants/Primary	M	9
Upper Plenty	Pre-school	M	7
Upper Plenty	Secondary	F	4
Upper Plenty	Secondary	M	19
Upper Plenty	University or other tertiary	F	3
Upper Plenty	University or other tertiary	M	3
Upton Hill	Infants/Primary	F	3
Upwey		F	178
Upwey		M	154
Upwey	Infants/Primary	F	274
Upwey	Infants/Primary	M	309
Upwey	Pre-school	F	55
Upwey	Pre-school	M	74
Upwey	Secondary	F	244
Upwey	Secondary	M	252
Upwey	Technical or Further Educational Institution	F	58
Upwey	Technical or Further Educational Institution	M	70
Upwey	University or other tertiary	F	190
Upwey	University or other tertiary	M	115
Valencia Creek		F	7
Valencia Creek		M	3
Valencia Creek	Infants/Primary	F	3
Valencia Creek	Pre-school	F	3
Valencia Creek	Secondary	M	4
Valencia Creek	Technical or Further Educational Institution	F	3
Valencia Creek	Technical or Further Educational Institution	M	3
Vasey	Infants/Primary	F	4
Vasey	Infants/Primary	M	7
Vasey	Technical or Further Educational Institution	F	3
Vaughan		F	3
Vaughan		M	7
Vaughan	Infants/Primary	F	3
Vaughan	Infants/Primary	M	3
Vaughan	Secondary	M	3
Vaughan	University or other tertiary	F	3
Vectis		F	12
Vectis		M	9
Vectis	Infants/Primary	F	3
Vectis	Infants/Primary	M	9
Vectis	Pre-school	F	3
Vectis	Secondary	F	12
Vectis	Secondary	M	12
Vectis	University or other tertiary	F	4
Ventnor (Vic.)		F	32
Ventnor (Vic.)		M	31
Ventnor (Vic.)	Infants/Primary	F	31
Ventnor (Vic.)	Infants/Primary	M	40
Ventnor (Vic.)	Pre-school	F	3
Ventnor (Vic.)	Pre-school	M	8
Ventnor (Vic.)	Secondary	F	20
Ventnor (Vic.)	Secondary	M	13
Ventnor (Vic.)	Technical or Further Educational Institution	F	6
Ventnor (Vic.)	Technical or Further Educational Institution	M	3
Ventnor (Vic.)	University or other tertiary	F	7
Venus Bay (Vic.)		F	138
Venus Bay (Vic.)		M	157
Venus Bay (Vic.)	Infants/Primary	F	14
Venus Bay (Vic.)	Infants/Primary	M	15
Venus Bay (Vic.)	Secondary	F	10
Venus Bay (Vic.)	Secondary	M	11
Venus Bay (Vic.)	Technical or Further Educational Institution	F	4
Venus Bay (Vic.)	Technical or Further Educational Institution	M	3
Venus Bay (Vic.)	University or other tertiary	F	10
Venus Bay (Vic.)	University or other tertiary	M	4
Vermont		F	249
Vermont		M	190
Vermont	Infants/Primary	F	522
Vermont	Infants/Primary	M	530
Vermont	Pre-school	F	106
Vermont	Pre-school	M	110
Vermont	Secondary	F	367
Vermont	Secondary	M	435
Vermont	Technical or Further Educational Institution	F	85
Vermont	Technical or Further Educational Institution	M	72
Vermont	University or other tertiary	F	278
Vermont	University or other tertiary	M	247
Vermont South		F	237
Vermont South		M	208
Vermont South	Infants/Primary	F	423
Vermont South	Infants/Primary	M	465
Vermont South	Pre-school	F	88
Vermont South	Pre-school	M	88
Vermont South	Secondary	F	460
Vermont South	Secondary	M	430
Vermont South	Technical or Further Educational Institution	F	74
Vermont South	Technical or Further Educational Institution	M	83
Vermont South	University or other tertiary	F	429
Vermont South	University or other tertiary	M	376
Vervale		F	3
Vervale		M	3
Vervale	Infants/Primary	F	3
Victoria Point (Vic.)	Secondary	M	3
Victoria Valley (Vic.)		F	6
Victoria Valley (Vic.)	Infants/Primary	F	3
Victoria Valley (Vic.)	Infants/Primary	M	3
Victoria Valley (Vic.)	Pre-school	F	3
Victoria Valley (Vic.)	Secondary	F	3
Victoria Valley (Vic.)	Secondary	M	7
Viewbank		F	158
Viewbank		M	154
Viewbank	Infants/Primary	F	346
Viewbank	Infants/Primary	M	380
Viewbank	Pre-school	F	71
Viewbank	Pre-school	M	74
Viewbank	Secondary	F	212
Viewbank	Secondary	M	283
Viewbank	Technical or Further Educational Institution	F	42
Viewbank	Technical or Further Educational Institution	M	37
Viewbank	University or other tertiary	F	181
Viewbank	University or other tertiary	M	151
Vinifera		F	4
Vinifera		M	3
Vinifera	Infants/Primary	F	4
Vinifera	Infants/Primary	M	9
Vinifera	Secondary	F	9
Vinifera	Secondary	M	3
Vinifera	University or other tertiary	F	3
Violet Town		F	36
Violet Town		M	33
Violet Town	Infants/Primary	F	35
Violet Town	Infants/Primary	M	21
Violet Town	Pre-school	F	5
Violet Town	Pre-school	M	4
Violet Town	Secondary	F	18
Violet Town	Secondary	M	23
Violet Town	Technical or Further Educational Institution	F	3
Violet Town	Technical or Further Educational Institution	M	11
Violet Town	University or other tertiary	F	6
Vite Vite		F	3
Vite Vite	Secondary	F	3
Vite Vite North		F	3
Vite Vite North		M	4
W Tree		F	3
W Tree		M	5
Waaia		F	17
Waaia		M	14
Waaia	Infants/Primary	F	17
Waaia	Infants/Primary	M	12
Waaia	Pre-school	F	5
Waaia	Pre-school	M	9
Waaia	Secondary	F	16
Waaia	Secondary	M	15
Waaia	Technical or Further Educational Institution	F	3
Waaia	Technical or Further Educational Institution	M	3
Waarre		M	5
Waggarandall		F	3
Wahgunyah		F	34
Wahgunyah		M	34
Wahgunyah	Infants/Primary	F	41
Wahgunyah	Infants/Primary	M	34
Wahgunyah	Pre-school	F	5
Wahgunyah	Pre-school	M	4
Wahgunyah	Secondary	F	36
Wahgunyah	Secondary	M	53
Wahgunyah	Technical or Further Educational Institution	F	17
Wahgunyah	Technical or Further Educational Institution	M	20
Wahgunyah	University or other tertiary	F	4
Wahring		F	10
Wahring		M	3
Wahring	Infants/Primary	F	3
Wahring	Infants/Primary	M	3
Wahring	Pre-school	F	3
Wail	Infants/Primary	M	3
Wairewa		F	4
Wairewa		M	3
Wairewa	Infants/Primary	M	3
Wairewa	Secondary	F	3
Waitchie		F	6
Waitchie		M	3
Waitchie	Infants/Primary	F	3
Wal Wal		F	3
Wal Wal		M	4
Waldara		F	17
Waldara		M	20
Waldara	Infants/Primary	F	31
Waldara	Infants/Primary	M	35
Waldara	Pre-school	F	4
Waldara	Pre-school	M	3
Waldara	Secondary	F	28
Waldara	Secondary	M	38
Waldara	University or other tertiary	F	5
Waldara	University or other tertiary	M	7
Walkerville (Vic.)		F	3
Walkerville (Vic.)		M	9
Walkerville (Vic.)	Infants/Primary	M	4
Walkerville (Vic.)	Pre-school	M	3
Wallace		F	5
Wallace		M	6
Wallace	Infants/Primary	F	15
Wallace	Infants/Primary	M	11
Wallace	Pre-school	M	3
Wallace	Secondary	F	7
Wallacedale		F	3
Wallacedale		M	5
Wallacedale	Infants/Primary	F	9
Wallacedale	Infants/Primary	M	7
Wallacedale	Secondary	M	7
Wallacedale	Technical or Further Educational Institution	F	3
Wallaloo	Infants/Primary	M	5
Wallan		F	585
Wallan		M	508
Wallan	Infants/Primary	F	548
Wallan	Infants/Primary	M	569
Wallan	Pre-school	F	109
Wallan	Pre-school	M	126
Wallan	Secondary	F	384
Wallan	Secondary	M	426
Wallan	Technical or Further Educational Institution	F	127
Wallan	Technical or Further Educational Institution	M	95
Wallan	University or other tertiary	F	167
Wallan	University or other tertiary	M	87
Wallington		F	31
Wallington		M	45
Wallington	Infants/Primary	F	71
Wallington	Infants/Primary	M	49
Wallington	Pre-school	F	8
Wallington	Pre-school	M	6
Wallington	Secondary	F	53
Wallington	Secondary	M	62
Wallington	Technical or Further Educational Institution	F	6
Wallington	Technical or Further Educational Institution	M	3
Wallington	University or other tertiary	F	19
Wallington	University or other tertiary	M	18
Wallup		F	4
Walmer (Vic.)		F	5
Walmer (Vic.)		M	5
Walmer (Vic.)	Infants/Primary	F	6
Walmer (Vic.)	Infants/Primary	M	6
Walmer (Vic.)	Secondary	F	4
Walmer (Vic.)	Secondary	M	10
Walmer (Vic.)	Technical or Further Educational Institution	F	4
Walmer (Vic.)	University or other tertiary	M	3
Walpa		F	5
Walpa		M	4
Walpa	Infants/Primary	F	10
Walpa	Infants/Primary	M	9
Walpa	Secondary	F	4
Walpa	Secondary	M	3
Walpeup		F	5
Walpeup		M	11
Walpeup	Infants/Primary	F	9
Walpeup	Infants/Primary	M	12
Walpeup	Pre-school	M	4
Walpeup	Secondary	F	3
Walwa		F	6
Walwa		M	10
Walwa	Infants/Primary	F	3
Walwa	Infants/Primary	M	4
Walwa	Secondary	M	3
Walwa	University or other tertiary	F	3
Wandana Heights		F	52
Wandana Heights		M	63
Wandana Heights	Infants/Primary	F	77
Wandana Heights	Infants/Primary	M	92
Wandana Heights	Pre-school	F	20
Wandana Heights	Pre-school	M	12
Wandana Heights	Secondary	F	111
Wandana Heights	Secondary	M	96
Wandana Heights	Technical or Further Educational Institution	F	16
Wandana Heights	Technical or Further Educational Institution	M	3
Wandana Heights	University or other tertiary	F	89
Wandana Heights	University or other tertiary	M	57
Wandella (Vic.)		F	3
Wandella (Vic.)		M	3
Wandella (Vic.)	Infants/Primary	F	3
Wandella (Vic.)	Infants/Primary	M	3
Wandella (Vic.)	Secondary	M	3
Wandiligong		F	12
Wandiligong		M	22
Wandiligong	Infants/Primary	F	22
Wandiligong	Infants/Primary	M	25
Wandiligong	Pre-school	F	5
Wandiligong	Pre-school	M	3
Wandiligong	Secondary	F	10
Wandiligong	Secondary	M	13
Wandiligong	University or other tertiary	F	8
Wandiligong	University or other tertiary	M	3
Wandin East		F	16
Wandin East		M	10
Wandin East	Infants/Primary	F	10
Wandin East	Infants/Primary	M	11
Wandin East	Pre-school	F	3
Wandin East	Pre-school	M	3
Wandin East	Secondary	F	21
Wandin East	Secondary	M	10
Wandin East	Technical or Further Educational Institution	M	4
Wandin East	University or other tertiary	F	4
Wandin North		F	99
Wandin North		M	87
Wandin North	Infants/Primary	F	130
Wandin North	Infants/Primary	M	147
Wandin North	Pre-school	F	25
Wandin North	Pre-school	M	24
Wandin North	Secondary	F	129
Wandin North	Secondary	M	122
Wandin North	Technical or Further Educational Institution	F	32
Wandin North	Technical or Further Educational Institution	M	32
Wandin North	University or other tertiary	F	42
Wandin North	University or other tertiary	M	27
Wando Bridge		M	3
Wando Vale		F	3
Wando Vale		M	6
Wando Vale	Infants/Primary	F	6
Wando Vale	Infants/Primary	M	6
Wando Vale	Secondary	F	3
Wandong		F	34
Wandong		M	49
Wandong	Infants/Primary	F	63
Wandong	Infants/Primary	M	72
Wandong	Pre-school	F	10
Wandong	Pre-school	M	17
Wandong	Secondary	F	56
Wandong	Secondary	M	61
Wandong	Technical or Further Educational Institution	F	6
Wandong	Technical or Further Educational Institution	M	7
Wandong	University or other tertiary	F	26
Wandong	University or other tertiary	M	23
Wangandary		F	13
Wangandary		M	13
Wangandary	Infants/Primary	F	10
Wangandary	Infants/Primary	M	7
Wangandary	Secondary	F	7
Wangandary	Secondary	M	10
Wangandary	Technical or Further Educational Institution	F	4
Wangandary	Technical or Further Educational Institution	M	3
Wangaratta (Vic.)		F	931
Wangaratta (Vic.)		M	740
Wangaratta (Vic.)	Infants/Primary	F	667
Wangaratta (Vic.)	Infants/Primary	M	771
Wangaratta (Vic.)	Pre-school	F	141
Wangaratta (Vic.)	Pre-school	M	129
Wangaratta (Vic.)	Secondary	F	591
Wangaratta (Vic.)	Secondary	M	523
Wangaratta (Vic.)	Technical or Further Educational Institution	F	181
Wangaratta (Vic.)	Technical or Further Educational Institution	M	132
Wangaratta (Vic.)	University or other tertiary	F	233
Wangaratta (Vic.)	University or other tertiary	M	94
Wangaratta South		F	13
Wangaratta South		M	12
Wangaratta South	Infants/Primary	F	17
Wangaratta South	Infants/Primary	M	21
Wangaratta South	Pre-school	F	3
Wangaratta South	Secondary	F	15
Wangaratta South	Secondary	M	15
Wangoom		F	22
Wangoom		M	14
Wangoom	Infants/Primary	F	16
Wangoom	Infants/Primary	M	5
Wangoom	Pre-school	F	3
Wangoom	Secondary	F	12
Wangoom	Secondary	M	20
Wangoom	Technical or Further Educational Institution	M	3
Wannon		F	4
Wannon		M	7
Wannon	Infants/Primary	F	3
Wannon	Infants/Primary	M	3
Wannon	Secondary	F	6
Wannon	Secondary	M	4
Wantirna		F	352
Wantirna		M	306
Wantirna	Infants/Primary	F	541
Wantirna	Infants/Primary	M	568
Wantirna	Pre-school	F	123
Wantirna	Pre-school	M	106
Wantirna	Secondary	F	462
Wantirna	Secondary	M	416
Wantirna	Technical or Further Educational Institution	F	124
Wantirna	Technical or Further Educational Institution	M	104
Wantirna	University or other tertiary	F	357
Wantirna	University or other tertiary	M	301
Wantirna South		F	424
Wantirna South		M	393
Wantirna South	Infants/Primary	F	587
Wantirna South	Infants/Primary	M	674
Wantirna South	Pre-school	F	152
Wantirna South	Pre-school	M	134
Wantirna South	Secondary	F	650
Wantirna South	Secondary	M	711
Wantirna South	Technical or Further Educational Institution	F	168
Wantirna South	Technical or Further Educational Institution	M	155
Wantirna South	University or other tertiary	F	622
Wantirna South	University or other tertiary	M	581
Waranga Shores		F	22
Waranga Shores		M	19
Waranga Shores	Infants/Primary	F	3
Waranga Shores	Infants/Primary	M	6
Waranga Shores	Pre-school	F	3
Waranga Shores	Secondary	F	9
Waranga Shores	Secondary	M	7
Waranga Shores	Technical or Further Educational Institution	M	3
Waranga Shores	University or other tertiary	M	3
Waratah Bay		F	3
Waratah Bay		M	6
Waratah Bay	Infants/Primary	M	3
Waratah Bay	Secondary	F	6
Warburton (Vic.)		F	108
Warburton (Vic.)		M	100
Warburton (Vic.)	Infants/Primary	F	68
Warburton (Vic.)	Infants/Primary	M	75
Warburton (Vic.)	Pre-school	F	13
Warburton (Vic.)	Pre-school	M	15
Warburton (Vic.)	Secondary	F	48
Warburton (Vic.)	Secondary	M	60
Warburton (Vic.)	Technical or Further Educational Institution	F	20
Warburton (Vic.)	Technical or Further Educational Institution	M	16
Warburton (Vic.)	University or other tertiary	F	36
Warburton (Vic.)	University or other tertiary	M	19
Wargan	Infants/Primary	F	4
Wargan	Secondary	F	3
Wargan	Secondary	M	3
Warncoort		F	8
Warncoort		M	8
Warncoort	Infants/Primary	F	4
Warncoort	Infants/Primary	M	5
Warncoort	Secondary	F	3
Warncoort	Secondary	M	3
Warne	Infants/Primary	M	3
Warneet		F	23
Warneet		M	33
Warneet	Infants/Primary	F	14
Warneet	Infants/Primary	M	23
Warneet	Secondary	F	8
Warneet	Secondary	M	12
Warneet	Technical or Further Educational Institution	F	8
Warneet	Technical or Further Educational Institution	M	3
Warneet	University or other tertiary	F	3
Warneet	University or other tertiary	M	4
Warrabkook		F	5
Warrabkook		M	6
Warracknabeal		F	138
Warracknabeal		M	125
Warracknabeal	Infants/Primary	F	79
Warracknabeal	Infants/Primary	M	101
Warracknabeal	Pre-school	F	13
Warracknabeal	Pre-school	M	13
Warracknabeal	Secondary	F	63
Warracknabeal	Secondary	M	82
Warracknabeal	Technical or Further Educational Institution	F	6
Warracknabeal	Technical or Further Educational Institution	M	13
Warracknabeal	University or other tertiary	F	14
Warracknabeal	University or other tertiary	M	6
Warragul		F	636
Warragul		M	524
Warragul	Infants/Primary	F	639
Warragul	Infants/Primary	M	664
Warragul	Pre-school	F	129
Warragul	Pre-school	M	116
Warragul	Secondary	F	565
Warragul	Secondary	M	520
Warragul	Technical or Further Educational Institution	F	163
Warragul	Technical or Further Educational Institution	M	98
Warragul	University or other tertiary	F	343
Warragul	University or other tertiary	M	147
Warragul South		F	5
Warragul South		M	10
Warragul South	Infants/Primary	F	15
Warragul South	Infants/Primary	M	13
Warragul South	Secondary	F	20
Warragul South	Secondary	M	19
Warragul South	University or other tertiary	F	6
Warrak		M	3
Warrak	Infants/Primary	M	4
Warrak	Secondary	F	4
Warrak	Secondary	M	3
Warrandyte		F	139
Warrandyte		M	141
Warrandyte	Infants/Primary	F	281
Warrandyte	Infants/Primary	M	288
Warrandyte	Pre-school	F	49
Warrandyte	Pre-school	M	40
Warrandyte	Secondary	F	259
Warrandyte	Secondary	M	271
Warrandyte	Technical or Further Educational Institution	F	26
Warrandyte	Technical or Further Educational Institution	M	35
Warrandyte	University or other tertiary	F	174
Warrandyte	University or other tertiary	M	137
Warrandyte South		F	17
Warrandyte South		M	16
Warrandyte South	Infants/Primary	F	37
Warrandyte South	Infants/Primary	M	29
Warrandyte South	Pre-school	F	3
Warrandyte South	Pre-school	M	3
Warrandyte South	Secondary	F	55
Warrandyte South	Secondary	M	39
Warrandyte South	Technical or Further Educational Institution	M	8
Warrandyte South	University or other tertiary	F	17
Warrandyte South	University or other tertiary	M	18
Warranwood		F	92
Warranwood		M	97
Warranwood	Infants/Primary	F	248
Warranwood	Infants/Primary	M	252
Warranwood	Pre-school	F	40
Warranwood	Pre-school	M	40
Warranwood	Secondary	F	239
Warranwood	Secondary	M	260
Warranwood	Technical or Further Educational Institution	F	40
Warranwood	Technical or Further Educational Institution	M	45
Warranwood	University or other tertiary	F	165
Warranwood	University or other tertiary	M	134
Warrayure	Infants/Primary	M	4
Warrenbayne		F	8
Warrenbayne		M	6
Warrenbayne	Infants/Primary	M	4
Warrenbayne	Secondary	F	6
Warrenbayne	Secondary	M	3
Warrenheip		F	29
Warrenheip		M	33
Warrenheip	Infants/Primary	F	29
Warrenheip	Infants/Primary	M	41
Warrenheip	Pre-school	F	5
Warrenheip	Pre-school	M	3
Warrenheip	Secondary	F	35
Warrenheip	Secondary	M	25
Warrenheip	Technical or Further Educational Institution	F	3
Warrenheip	University or other tertiary	F	13
Warrenheip	University or other tertiary	M	7
Warrion		F	3
Warrion		M	4
Warrion	Infants/Primary	F	13
Warrion	Infants/Primary	M	10
Warrion	Pre-school	F	3
Warrion	Secondary	F	8
Warrion	Secondary	M	6
Warrnambool		F	1349
Warrnambool		M	1182
Warrnambool	Infants/Primary	F	1125
Warrnambool	Infants/Primary	M	1144
Warrnambool	Pre-school	F	176
Warrnambool	Pre-school	M	204
Warrnambool	Secondary	F	956
Warrnambool	Secondary	M	921
Warrnambool	Technical or Further Educational Institution	F	382
Warrnambool	Technical or Further Educational Institution	M	241
Warrnambool	University or other tertiary	F	516
Warrnambool	University or other tertiary	M	288
Warrock	Secondary	F	4
Warrong		F	4
Warrong		M	3
Warrong	Infants/Primary	F	3
Warrong	Pre-school	M	4
Wartook		M	5
Wartook	Infants/Primary	F	3
Wartook	Infants/Primary	M	3
Wartook	Secondary	F	5
Wartook	Secondary	M	3
Watchem		F	12
Watchem		M	17
Watchem	Infants/Primary	M	9
Watchem	Secondary	F	3
Watchem	Secondary	M	5
Watchupga	Infants/Primary	F	3
Watchupga	Infants/Primary	M	4
Watchupga	Secondary	F	3
Watchupga	Secondary	M	4
Waterford Park		F	4
Waterford Park		M	5
Waterford Park	Infants/Primary	F	4
Waterford Park	Infants/Primary	M	3
Waterford Park	Pre-school	F	3
Waterford Park	Pre-school	M	6
