SSC_NAME16	persons
Auchmore	13
Avalon	293
Avenel	1048
Avoca (Vic.)	1193
Avon Plains	7
Avondale Heights	11633
Avonmore	43
Avonsleigh	852
Axe Creek	352
Axedale	802
Ayrford	44
Bacchus Marsh	6394
Baddaginnie	338
Badger Creek	1563
Bael Bael	8
Bagshot	288
Bagshot North	30
Bahgallah	35
Bailieston	109
Bairnsdale	7580
Bakery Hill	164
Balaclava (Vic.)	5396
Bald Hills (Vic.)	107
Balintore	67
Ballan	2985
Ballangeich	64
Ballapur	10
Ballarat Central	5328
Ballarat East	5623
Ballarat North	3925
Ballendella	124
Balliang	290
Balliang East	147
Ballyrogan	67
Balmattum	110
Balmoral (Vic.)	294
Balnarring	2270
Balnarring Beach	418
Balook	4
Balwyn	13312
Balwyn North	20406
Bamawm	504
Bamawm Extension	238
Bambra	101
Bamganie	37
Bandiana	615
Bangerang	57
Bangholme	784
Bannerton	40
Bannockburn (Vic.)	5283
Banyan	25
Banyena	28
Baranduda	2370
Barfold	88
Baringhup	205
Baringhup West	16
Barjarg	132
Barkers Creek	457
Barkly (Vic.)	43
Barkstead	42
Barmah	282
Barnadown	17
Barnawartha	904
Barnawartha North	169
Baromi	127
Barongarook	434
Barongarook West	235
Barrabool	235
Barrakee	18
Barramunga	7
Barraport	37
Barraport West	10
Barrys Reef	36
Barunah Park	27
Barunah Plains	9
Barwidgee	106
Barwite	228
Barwon Downs	131
Barwon Heads	3875
Basalt (Vic.)	10
Bass	359
Batesford	952
Bathumi	62
Baw Baw Village	32
Baxter	2162
Bayindeen	21
Bayles	461
Baynton (Vic.)	107
Bayswater (Vic.)	11758
Bayswater North	8789
Beaconsfield (Vic.)	6714
Beaconsfield Upper	2861
Bealiba	206
Bearii	145
Bears Lagoon	72
Beauchamp	44
Beaufort (Vic.)	1539
Beaumaris (Vic.)	13349
Beazleys Bridge	25
Beeac	370
Beech Forest	82
Beechworth	3859
Beenak	25
Belgrave	3929
Belgrave Heights	1360
Belgrave South	1645
Bell Park	5009
Bell Post Hill	4919
Bellarine	169
Bellbrae	865
Bellbridge	370
Bellellen	57
Bellfield (Banyule - Vic.)	1793
Bells Beach	130
Belmont (Vic.)	14054
Bemm River	60
Bena	294
Benalla	10330
Benambra	149
Benayeo	61
Bend Of Islands	295
Bendigo	5512
Bendoc	115
Bengworden	59
Benjeroop	45
Benloch	135
Bennison	43
Bentleigh	16153
Bentleigh East	27635
Benwerrin	5
Beremboke	149
Berrimal	46
Berringa	167
Berringama	37
Berriwillock	184
Berrybank	40
Berrys Creek	152
Berwick	47674
Bessiebelle	98
Bet Bet	129
Bete Bolong	93
Bete Bolong North	12
Bethanga	471
Betley	102
Beulah (Vic.)	329
Beverford	336
Beveridge	2330
Big Desert	3
Big Hill (Greater Bendigo - Vic.)	261
Big Hill (Surf Coast - Vic.)	31
Big Pats Creek	73
Biggara	49
Bimbourie	9
Bindi	55
Binginwarri	130
Birchip	702
Birchip West	3
Birdwoodton	643
Birregurra	828
Bittern	3705
Black Hill (Vic.)	2126
Black Range (Vic.)	189
Black Rock (Vic.)	6159
Blackburn	13940
Blackburn North	7436
Blackburn South	10793
Blackwarry	25
Blackwood (Vic.)	295
Blairgowrie	2313
Blakeville	29
Blampied	212
Blind Bight	1251
Blowhard	84
Bo Peep	21
Bobinawarrah	83
Bochara	81
Bogong	5
Boho	68
Boho South	77
Boigbeat	8
Boinka	13
Boisdale	275
Bolinda	197
Bolton	12
Bolwarra (Vic.)	601
Bolwarrah	25
Bona Vista	109
Bonang	48
Bonbeach	6416
Bonegilla	693
Boneo	354
Bonn	33
Bonnie Doon (Vic.)	570
Bonshaw (Vic.)	210
Bookaar	163
Boolarong	15
Boolarra	973
Boolarra South	137
Boolite	37
Boomahnoomoonah	22
Boonah (Vic.)	21
Boorcan	146
Boorhaman	129
Boorhaman East	17
Boorhaman North	49
Boorolite	143
Boorool	51
Boort	873
Boosey	105
Boralma	69
Bornes Hill	30
Boronia	22195
Borung	82
Bostocks Creek	83
Botanic Ridge	3919
Boundary Bend	132
Bowenvale	181
Boweya	41
Boweya North	43
Bowmans Forest	96
Bowser	47
Box Hill (Vic.)	11395
Box Hill North	11874
Box Hill South	8434
Boxwood	20
Bradford	9
Bradvale	59
Braeside	21
Brandy Creek (Vic.)	100
Branxholme	351
Bravington	17
Braybrook	9195
Breakaway Creek	50
Breakwater	1014
Breamlea	162
Brenanah	28
Brewster	51
Briagolong	1081
Briar Hill	3152
Bridge Creek	97
Bridgewater (Vic.)	142
Bridgewater North	57
Bridgewater On Loddon	326
Bright (Vic.)	2406
Brighton (Vic.)	23253
Brighton East	15998
Brim	171
Brimboal	4
Brimin	48
Brimpaen	79
Bringalbert	12
Brit Brit	39
Broadford	4319
Broadmeadows (Vic.)	11970
Broadwater (Vic.)	92
Brodribb River	31
Broken Creek	39
Bromley	56
Brookfield (Vic.)	9216
Brooklyn (Vic.)	1856
Brookville	5
Broomfield	228
Broughton (Vic.)	145
Brown Hill (Vic.)	3582
Browns Plains (Vic.)	102
Bruarong	77
Brucknell	116
Brumby	4
Brunswick (Vic.)	24473
Brunswick East	11504
Brunswick West	14159
Bruthen	814
Buangor	103
Buchan	236
Buchan South	82
Buckland (Vic.)	135
Buckley	211
Buckley Swamp	25
Buckrabanyule	51
Budgeree	147
Budgerum East	5
Buffalo	272
Buffalo River	255
Bulart	93
Buldah	8
Bulga (Vic.)	3
Bulgana	37
Bulla (Vic.)	675
Bullaharre	17
Bullarook	99
Bullarto	73
Bullarto South	33
Bulleen	10873
Bullengarook	645
Bullioh	75
Bullumwaal	33
Buln Buln	548
Buln Buln East	164
Bumberrah	80
Bunbartha	276
Bundalaguah	188
Bundalong	428
Bundalong South	51
Bunding	55
Bundoora (Vic.)	28653
Bung Bong	51
Bungador	62
Bungal	43
Bungalally	95
Bungaree (Vic.)	269
Bungeet	31
Bungeet West	45
Bungil (Vic.)	11
Bunguluke	21
Buninyong	3714
Bunkers Hill	261
Bunyip	2468
Bunyip North	112
Burkes Bridge	14
Burkes Flat	14
Burnbank	59
Burnewang	36
Burnley	769
Burnside (Vic.)	4751
Burnside Heights	6072
Burramboot	32
Burramine	197
Burramine South	24
Burrowye	43
Burrumbeet	232
Burwood (Vic.)	15019
Burwood East	10273
Bushfield	571
Bushy Park (Vic.)	50
Butchers Ridge	7
Buxton (Vic.)	492
Byaduk	123
Byaduk North	119
Byawatha	155
Bylands	131
Byrneside	158
Cabarita (Vic.)	488
Cabbage Tree	18
Cabbage Tree Creek	43
Cadello	13
Cairnlea	9657
Caldermeade	183
California Gully	4363
Calivil	178
Callawadda	43
Callignee	319
Callignee North	50
Callignee South	12
Calrossie	26
Calulu	181
Camberwell (Vic.)	22081
Cambrian Hill	251
Campbellfield	5056
Campbells Bridge	27
Campbells Creek	1786
Campbells Forest	45
Campbelltown (Vic.)	55
Camperdown (Vic.)	3369
Canadian	3609
Canary Island	10
Caniambo	74
Cann River	194
Cannie	22
Cannons Creek	647
Cannum	48
Canterbury (Vic.)	8056
Cape Bridgewater	150
Cape Clear	125
Cape Conran	4
Cape Otway	15
Cape Paterson	891
Cape Schanck	446
Cape Woolamai	1676
Capels Crossing	35
Carag Carag	71
Caralulup	3
Caramut	246
Carapooee	64
Carapooee West	21
Carapook	70
Carboor	95
Cardigan	754
Cardigan Village	667
Cardinia	376
Cardross	821
Cargerie	35
Carina (Vic.)	22
Caringal	19
Carisbrook	1115
Carlisle River	135
Carlsruhe	327
Carlton (Vic.)	18535
Carlton North	6300
Carlyle	79
Carnegie	17388
Carngham	146
Caroline Springs	24205
Carpendeit	134
Carrajung	102
Carrajung Lower	112
Carrajung South	44
Carranballac	42
Carron	18
Carrum	3980
Carrum Downs	20711
Carwarp	70
Cashmore	228
Cassilis (Vic.)	29
Castella	268
Casterton	1668
Castle Creek (Vic.)	77
Castle Donnington	131
Castlemaine	6757
Catani	294
Cathcart (Vic.)	91
Cathkin	25
Catumnal	18
Caulfield	5595
Caulfield East	1584
Caulfield North	15269
Caulfield South	11854
Caveat	41
Cavendish	334
Ceres	254
Chadstone	8641
Chapple Vale	36
Charam	38
Charlemont	364
Charleroi	73
Charlton (Vic.)	1050
Chatsworth (Vic.)	44
Chelsea	7773
Chelsea Heights	5335
Cheltenham (Vic.)	22291
Chepstowe	61
Cherokee	56
Cherrypool	3
Cheshunt	231
Chesney Vale	157
Chetwynd	86
Chewton	1313
Chewton Bushlands	45
Childers (Vic.)	106
Chillingollah	5
Chiltern	1605
Chiltern Valley	60
Chinangin	6
Chinkapook	32
Chintin	106
Chirnside Park	9872
Chirrip	8
Chocolyn	67
Christmas Hills (Vic.)	355
Chum Creek	983
Churchill (Vic.)	4783
Chute	18
Clarendon (Vic.)	145
Claretown	24
Clarinda	7481
Clarkefield	320
Clarkes Hill	67
Clayton	19358
Clayton South	12642
Clear Lake	78
Clematis	350
Clifton Creek	237
Clifton Hill	6341
Clifton Springs	7519
Clonbinane	330
Clover Flat	17
Cloverlea	192
Club Terrace	52
Clunes (Vic.)	1728
Clyde (Vic.)	2117
Clyde North	8156
Clydebank	107
Clydesdale (Vic.)	58
Coalville	49
Cobains	232
Cobaw	70
Cobbannah	6
Cobden	1839
Cobram	6014
Cobram East	242
Cobrico	80
Cobungra	53
Coburg	26185
Coburg North	7601
Cocamba	4
Cochranes Creek	9
Cockatoo (Vic.)	4256
Codrington (Vic.)	52
Coghills Creek	71
Cohuna	2428
Coimadai	416
Cokum	3
Colac	9048
Colac Colac	51
Colac East	217
Colac West	81
Colbinabbin	304
Colbrook	29
Coldstream (Vic.)	2164
Coleraine	1029
Colignan	329
Collingwood (Vic.)	8513
Combienbar	19
Concongella	133
Condah	121
Congupna	605
Connewarre	788
Connewirricoo	24
Coojar	38
Coolaroo	3191
Cooma (Vic.)	108
Coomboona	131
Coomoora	252
Coongulla	183
Coonooer Bridge	31
Coonooer West	16
Cooriemungle	364
Cope Cope	58
Cora Lynn	243
Corack	23
Corack East	22
Coragulac	161
Coral Bank	83
Corindhap	132
Corinella (Vic.)	791
Corio	15296
Corndale (Vic.)	33
Cornella	43
Cornishtown	96
Coronet Bay	791
Corop	129
Cororooke	310
Corringle	15
Corryong	1348
Corunnun	115
Cosgrove (Vic.)	54
Cosgrove South	58
Costerfield	75
Cotswold	12
Cottles Bridge	601
Cowangie	36
Cowes	4839
Cowleys Creek	37
Cowwarr	368
Craigie (Vic.)	57
Craigieburn	50347
Cranbourne	20094
Cranbourne East	16195
Cranbourne North	20110
Cranbourne South	1674
Cranbourne West	15035
Creek Junction	16
Creightons Creek	138
Cremorne (Vic.)	2018
Cressy (Vic.)	175
Creswick	3170
Creswick North	58
Crib Point	3183
Crooked River	4
Cross Roads (Vic.)	19
Crossley	215
Crossover	158
Crowlands	89
Croxton East	70
Croydon (Vic.)	26946
Croydon Hills	4992
Croydon North	7860
Croydon South	4572
Crymelon	11
Cudgee	238
Cudgewa	261
Culgoa	101
Culla	35
Cullen	39
Cullulleraine	69
Cundare	11
Cundare North	9
Curdies River	28
Curdievale	124
Curlewis (Vic.)	1551
Curyo	26
Dadswells Bridge	71
Daisy Hill (Vic.)	385
Dales Creek	398
Dallas	6810
Dalmore	163
Daltons Bridge	37
Dalyston	583
Dandenong	29906
Dandenong North	22451
Dandenong South	160
Dandongadale	3
Dargo	99
Darley	8372
Darlimurla	30
Darlington (Vic.)	107
Darnum	751
Darraweit Guim	402
Darriman	12
Dartmoor (Vic.)	322
Dartmouth	104
Dawson (Vic.)	37
Daylesford	2548
Dean	120
Deans Marsh	269
Deddick Valley	8
Dederang	167
Deep Lead	204
Deepdene (Vic.)	2035
Deer Park	18126
Delacombe	6297
Delahey	8339
Delatite	15
Delburn	32
Delegate River	27
Denicull Creek	27
Denison	469
Dennington	1907
Denver	150
Derby (Vic.)	17
Dereel	533
Dergholm	43
Derrimut	8269
Derrinal	49
Derrinallum	415
Devenish	197
Devils River	14
Devon Meadows	1548
Devon North	344
Dewhurst	164
Dhurringile	445
Diamond Creek	11733
Digby	124
Diggers Rest	2763
Diggora	94
Dimboola	1730
Dingee	206
Dingley Village	10320
Dingwall	81
Dinner Plain	230
Dixie (Vic.)	131
Dixons Creek	334
Dobie	42
Docker	120
Dockers Plains	54
Docklands	10964
Doctors Flat	19
Dollar	57
Don Valley	576
Donald	1498
Doncaster	20946
Doncaster East	28360
Donnybrook (Vic.)	169
Donvale	12347
Dooboobetic	9
Dooen	240
Dookie	328
Dookie College	44
Doreen	21298
Dorodong	38
Douglas (Vic.)	65
Doveton	9358
Dreeite	55
Dreeite South	30
Driffield	85
Drik Drik	47
Dromana	5803
Dropmore	8
Drouin	12349
Drouin East	182
Drouin South	335
Drouin West	330
Drumanure	41
Drumborg	152
Drumcondra	560
Drummartin	38
Drummond	283
Drummond North	187
Drung	147
Dry Diggings	25
Drysdale	4275
Duchembegarra	38
Dumbalk	413
Dumbalk North	95
Dumosa	24
Dunach	58
Dundonnell	46
Dunkeld (Vic.)	678
Dunluce	36
Dunneworthy	19
Dunnstown	244
Dunolly (Vic.)	893
Dunrobin (Vic.)	73
Durdidwarrah	9
Durham Lead	392
Durham Ox	74
Dutson	27
Dutson Downs	6
Dutton Way	116
Duverney	33
Eagle Point	1094
Eaglehawk	5691
Eaglehawk North	5
Eaglemont	3873
Earlston	79
East Bairnsdale	1298
East Bendigo	2092
East Geelong	3862
East Melbourne	4964
East Sale	93
East Wangaratta	80
East Warburton	864
Eastern View	35
Eastville	24
Eastwood (Vic.)	2766
Ebden	136
Echuca	14043
Echuca Village	540
Echuca West	425
Ecklin South	188
Eddington	96
Eden Park	1204
Edenhope	946
Edgecombe	94
Edi	75
Edi Upper	92
Edithvale	5806
Eganstown	203
Eildon	974
Elaine	228
Eldorado	385
Elevated Plains	37
Elingamite	55
Elingamite North	78
Ellaswood	185
Ellerslie (Vic.)	147
Elliminyt	2900
Ellinbank	236
Elmhurst	183
Elmore	776
Elphinstone (Vic.)	555
Elsternwick	10349
Eltham (Vic.)	18314
Eltham North	6805
Elwood	15543
Emerald (Vic.)	5778
Emu	32
Emu Creek (Vic.)	359
Endeavour Hills	24294
Enfield (Vic.)	538
Englefield	23
Ensay	109
Ensay North	23
Eppalock	685
Epping (Vic.)	32395
Epsom (Vic.)	4325
Ercildoune	70
Erica	191
Eskdale (Vic.)	242
Esmond	9
Essendon	20596
Essendon North	2987
Essendon West	1439
Eumemmerring	1948
Eurack	65
Eureka (Vic.)	626
Euroa	3275
Eurobin	212
Evansford	131
Eversley	10
Everton	203
Everton Upper	158
Exford	107
Eynesbury	2577
Fairbank	41
Fairfield (Vic.)	6558
Fairhaven	296
Fairley	15
Fairy Dell (Campaspe - Vic.)	80
Falls Creek (Vic.)	293
Faraday	158
Fawcett	60
Fawkner	14043
Fentons Creek	24
Ferguson (Vic.)	19
Fern Hill	104
Fernbank	152
Ferndale (Vic.)	37
Fernihurst	20
Ferntree Gully	26428
Ferny Creek	1518
Fiery Flat	25
Fingal (Vic.)	529
Fish Creek	827
Fish Point	15
Fiskville	19
Fitzroy (Vic.)	10445
Fitzroy North	12339
Flaggy Creek	99
Flagstaff	87
Flemington	7719
Flinders (Vic.)	905
Flora Hill	3955
Flowerdale (Vic.)	689
Flynn (Vic.)	180
Flynns Creek	9
Footscray	16345
Forbes (Vic.)	126
Forest Hill (Vic.)	10626
Forge Creek	276
Forrest (Vic.)	230
Foster	1842
Foster North	165
Fosterville	63
Foxhow	19
Framlingham	158
Framlingham East	21
Franklinford	66
Frankston	36097
Frankston North	5762
Frankston South	18199
Freeburgh	110
French Island	119
Frenchmans	13
Freshwater Creek	414
Fryerstown	228
Fulham (Vic.)	951
Fumina	11
Fumina South	67
Fyans Creek	38
Fyansford	196
Gaffneys Creek	10
Gainsborough	45
Gannawarra	94
Gapsted	173
Gardenvale	1006
Garfield (Vic.)	1786
Garfield North	194
Garibaldi	123
Garvoc	243
Gateway Island	10
Gatum	29
Gazette	43
Geelong	5210
Geelong West	6966
Gelantipy	20
Gellibrand	210
Gellibrand Lower	13
Gelliondale	31
Gembrook	2350
Genoa	55
Georges Creek (Vic.)	62
Gerahmin	21
Gerang Gerung	69
Gerangamete	105
Germania	12
Gerrigerrup	33
Gherang	370
Gheringhap	155
Ghin Ghin	41
Giffard	52
Giffard West	71
Gil Gil	12
Gilderoy	65
Gillieston	60
Gipsy Point	19
Girgarre	561
Girgarre East	121
Gisborne	8999
Gisborne South	799
Gladfield (Vic.)	24
Gladstone Park	8338
Gladysdale	444
Glen Alvie	165
Glen Creek	54
Glen Forbes	106
Glen Huntly	5040
Glen Iris (Vic.)	25268
Glen Park	103
Glen Valley	18
Glen Waverley	40327
Glenaire	28
Glenaladale	61
Glenalbyn	19
Glenaroua	154
Glenbrae	30
Glenburn	415
Glendaruel	52
Glendonald	11
Glenfyne	135
Glengarry (Vic.)	1084
Glengarry North	192
Glengarry West	122
Glengower	13
Glenhope	76
Glenhope East	30
Glenisla	16
Glenlee (Vic.)	87
Glenlofty	17
Glenlogie	33
Glenloth	6
Glenloth East	13
Glenluce	20
Glenlyon (Vic.)	389
Glenmaggie	277
Glenmore (Vic.)	63
Glenorchy (Vic.)	125
Glenormiston North	56
Glenormiston South	108
Glenpatrick	31
Glenrowan	963
Glenrowan West	62
Glenroy (Vic.)	22245
Glenthompson	232
Glomar Beach	10
Gnarwarre	267
Gnotuk	99
Gobarup	32
Gobur	85
Golden Beach (Vic.)	293
Golden Gully	211
Golden Point (Ballarat - Vic.)	2107
Golden Point (Mount Alexander - Vic.)	105
Golden Square	8820
Goldie	227
Goldsborough (Vic.)	36
Gong Gong	9
Gonn Crossing	56
Goomalibee	83
Goon Nure	119
Goongerah	31
Gooram	148
Gooramadda	58
Goorambat	297
Goornong	654
Gooroc	19
Gorae	188
Gorae West	227
Gordon (Vic.)	1151
Gormandale	321
Goroke	299
Goschen	27
Goughs Bay	261
Goulburn Weir	82
Gowanbrae	2773
Gowanford	3
Gowangardie	16
Gowar East	20
Gower	45
Grahamvale	682
Grand Ridge	12
Granite Rock	248
Grantville	831
Granya	99
Grassdale (Vic.)	18
Grassmere	402
Grays Bridge	3
Graytown	58
Gre Gre	19
Gre Gre North	19
Gre Gre South	13
Great Western	400
Gredgwin	15
Green Gully (Vic.)	62
Greendale (Vic.)	602
Greenhill (Vic.)	54
Greens Creek (Vic.)	52
Greensborough	20821
Greenvale (Vic.)	15466
Greenwald	51
Grenville	99
Greta (Vic.)	107
Greta South	132
Greta West	162
Grey River	4
Gringegalgona	21
Gritjurk	55
Grovedale	14308
Gruyere	946
Guildford (Vic.)	333
Gunbower	551
Gundowring	214
Gunyah	4
Guys Forest	18
Guys Hill	382
Gymbowen	52
Haddon	1194
Hadfield	5610
Hallam	10852
Hallora	126
Halls Gap	430
Hallston	156
Hamilton (Vic.)	9974
Hamlyn Heights	6293
Hampton (Vic.)	13391
Hampton East	4689
Hampton Park	25530
Hansonville	139
Happy Valley (Golden Plains - Vic.)	85
Happy Valley (Swan Hill - Vic.)	81
Harcourt	943
Harcourt North	265
Harkaway	849
Harmers Haven	37
Harrietville	338
Harrow	200
Harston	174
Hastings (Vic.)	9609
Hattah	28
Havelock	74
Haven	1304
Havilah (Vic.)	21
Hawkesdale	322
Hawkhurst	3
Hawthorn (Vic.)	23511
Hawthorn East	14321
Hazel Park	41
Hazelwood	184
Hazelwood North	1478
Hazelwood South	297
Healesville	7461
Heath Hill	161
Heathcote (Vic.)	2793
Heathcote Junction	839
Heathcote South	14
Heatherton	2907
Heathmere	237
Heathmont	9688
Hedley	125
Heidelberg	6225
Heidelberg Heights	6087
Heidelberg West	5545
Hensley Park	59
Henty (Vic.)	60
Hepburn	599
Hepburn Springs	329
Herne Hill (Vic.)	3413
Hernes Oak	327
Hesket	168
Hesse	19
Hexham (Vic.)	143
Heyfield	1993
Heytesbury Lower	52
Heywood	1726
Hiamdale	26
Hiawatha	17
High Camp	108
Highett	10454
Highlands	122
Highton	18953
Hilgay	19
Hill End (Vic.)	166
Hillcrest (Vic.)	95
Hilldene	346
Hillside (East Gippsland - Vic.)	193
Hillside (Melton - Vic.)	17056
Hinnomunjie	25
Hmas Cerberus	1040
Hoddles Creek	627
Hollands Landing	15
Homebush (Vic.)	36
Homerton	23
Homewood	54
Hopetoun (Vic.)	739
Hopetoun Park	798
Hoppers Crossing	38701
Hordern Vale	43
Horfield	91
Horsham	14543
Hotham Heights	196
Hotspur	45
Howes Creek	70
Howqua	110
Howqua Hills	4
Howqua Inlet	56
Hughesdale	7556
Humevale	307
Hunter	44
Hunterston	26
Huntingdale (Vic.)	1862
Huntly	2379
Huntly North	43
Huon	219
Huon Creek	135
Hurstbridge	3450
Icy Creek	11
Iguana Creek	44
Illabarook	32
Illawarra	82
Illowa	304
Indented Head	1133
Indigo Valley	329
Inglewood (Vic.)	855
Ingliston	50
Invergordon (Vic.)	610
Inverleigh	1474
Inverloch	5437
Invermay (Vic.)	835
Invermay Park	1814
Iona	228
Iraak	128
Irishtown (Vic.)	15
Ironbark (Vic.)	1095
Irrewarra	345
Irrewillipe	125
Irrewillipe East	76
Irymple (Vic.)	5325
Ivanhoe (Vic.)	12171
Ivanhoe East	3815
Jacana	2128
Jack River	134
Jackass Flat	1141
Jacob Creek	23
Jam Jerrup	97
Jamieson (Vic.)	301
Jan Juc	3683
Jancourt	29
Jancourt East	188
Jarklin	37
Jarrahmond	105
Jarvis Creek	43
Jeeralang	72
Jeeralang Junction	560
Jeetho	106
Jeffcott	34
Jeffcott North	9
Jeparit	477
Jeruk	14
Jil Jil	18
Jindivick	491
Joel Joel	22
Joel South	25
Johanna	63
Johnsonville	327
Joyces Creek	12
Jumbuk	31
Jumbunna	127
Junction Village	1017
Jung	241
Junortoun	3201
Kaarimba	85
Kadnook	41
Kalimna	1249
Kalimna West	141
Kalkallo	105
Kalkee	52
Kallista	1437
Kalorama	1239
Kalpienung	28
Kamarooka	92
Kamarooka North	15
Kanagulk	18
Kancoona	84
Kangaroo Flat (Vic.)	10394
Kangaroo Ground	1095
Kaniva	803
Kanumbra	59
Kanya	12
Kanyapella	56
Karabeal	30
Kardella	172
Kardella South	108
Kariah	94
Karnak	12
Karramomus	37
Karyrie	20
Katamatite	401
Katamatite East	35
Katandra	113
Katandra West	476
Katunga	996
Kawarren	166
Kealba	3194
Keely	60
Keilor	5853
Keilor Downs	9995
Keilor East	14514
Keilor Lodge	1752
Keilor North	67
Keilor Park	2719
Kellalac	17
Kelvin View	64
Kenley	48
Kenmare (Vic.)	8
Kennedys Creek	42
Kennett River	41
Kennington	5649
Kensington (Vic.)	10812
Kerang	3893
Kerang East	40
Kergunyah	215
Kergunyah South	58
Kernot	100
Kerrie	81
Kerrisdale	73
Kevington	43
Kew (Vic.)	24605
Kew East	6635
Kewell	48
Keysborough	25785
Kialla	6817
Kialla East	137
Kialla West	431
Kiata	62
Kiewa	474
Kilcunda	396
Killara (Glenelg - Vic.)	8
Killara (Wodonga - Vic.)	625
Killarney (Vic.)	205
Killawarra (Vic.)	418
Killingworth (Vic.)	106
Kilmany	171
Kilmore	7958
Kilmore East	417
Kilsyth	10891
Kilsyth South	2988
Kimbolton (Vic.)	73
King Valley	101
Kinglake	1536
Kinglake Central	345
Kinglake West	1166
Kingower	32
Kings Park (Vic.)	8198
Kingsbury	3780
Kingston (Vic.)	177
Kingsville	3946
Kinnabulla	32
Kinypanial	11
Kirkstall	366
Kirwans Bridge	136
Kithbrook	47
Knebsworth	9
Knowsley	160
Knoxfield	7462
Koallah	29
Koetong	20
Kolora	142
Kongwak	197
Konongwootong	50
Koo Wee Rup	3579
Koo Wee Rup North	44
Kooloonong	39
Koonda	15
Koondrook	991
Koonoomoo	296
Koonwarra	404
Kooreh	31
Koorlong	366
Koornalla	98
Kooroocheang	28
Koorooman	105
Kooyong	817
Koriella	60
Korobeit	77
Koroit	2055
Korong Vale	168
Koroop	80
Korumburra	4469
Korumburra South	103
Korweinguboora	168
Kotta	109
Kotupna	105
Koyuga	315
Krowera	108
Kulwin (Vic.)	15
Kunat	36
Kurraca	7
Kurraca West	10
Kurting	53
Kurunjang	10070
Kyabram	7331
Kyabram South	80
Kyneton	6951
Kyneton South	124
Kyvalley	329
Laanecoorie	177
Laang	100
Labertouche	356
Laceby	247
Ladys Pass	111
Laen East	11
Laen North	15
Lah	48
Laharum	196
Lake Boga	985
Lake Bolac	330
Lake Bunga	330
Lake Charm	168
Lake Condah	6
Lake Eildon	7
Lake Fyans	27
Lake Gardens	1695
Lake Goldsmith	29
Lake Lonsdale	43
Lake Marmal	21
Lake Meran	23
Lake Mundi	29
Lake Powell	19
Lake Rowan	66
Lake Tyers	67
Lake Tyers Beach	727
Lake Wendouree	2882
Lake Wongan	8
Lakes Entrance	4810
Lal Lal	476
Lalbert	151
Lalor	22594
Lamplough	61
Lancaster	393
Lance Creek	136
Lancefield	2455
Landsborough (Vic.)	180
Landsborough West	41
Lang Lang	1585
Lang Lang East	79
Langdons Hill	21
Langi Kal Kal	400
Langi Logan	25
Langkoop	111
Langley	40
Langsborough	118
Langwarrin	22588
Langwarrin South	1248
Lara	16355
Lardner	117
Larpent	194
Lascelles	93
Launching Place	2394
Lauriston	236
Lavers Hill	78
Laverton (Vic.)	4915
Laverton North	73
Lawler	19
Lawloit	15
Lawrence (Vic.)	17
Leaghur	19
Learmonth (Vic.)	438
Ledcourt	44
Leichardt	125
Leigh Creek (Vic.)	63
Leitchville	558
Lemnos	246
Leneva	846
Leonards Hill	45
Leongatha	5654
Leongatha North	138
Leongatha South	628
Leopold	12814
Leslie Manor	64
Lethbridge	1014
Lexton	231
Licola	11
Licola North	3
Lillico (Vic.)	86
Lillicur	29
Lillimur	110
Lilliput	76
Lilydale (Vic.)	16531
Lima	79
Lima East	151
Lima South	99
Limestone (Vic.)	82
Lindenow	449
Lindenow South	434
Lindsay	7
Lindsay Point	38
Linga	10
Linton	580
Liparoo	38
Lismore (Vic.)	420
Litchfield	51
Little Desert	5
Little Hampton	62
Little River (Vic.)	1322
Llanelly	38
Llowalong	42
Loch	638
Loch Sport	814
Lockington	808
Locksley (Vic.)	110
Lockwood	754
Lockwood South	961
Loddon Vale	31
Logan	53
Londrigan	127
Long Forest	361
Long Gully	3383
Longford (Vic.)	1497
Longlea	506
Longwarry	2004
Longwarry North	215
Longwood (Vic.)	240
Longwood East	95
Lorne (Vic.)	1114
Lorquon	10
Lovely Banks	2301
Lower Moira	25
Lower Norton	231
Lower Plenty	3891
Lubeck	36
Lucas	1014
Lucknow (Vic.)	1254
Lucyvale	28
Lurg	225
Lynbrook	8519
Lyndhurst (Vic.)	6725
Lyons (Vic.)	29
Lyonville	175
Lysterfield	6663
Lysterfield South	957
Macarthur (Vic.)	522
Macclesfield (Vic.)	851
Macedon	2040
Macks Creek	29
Macleod (Vic.)	9769
Macorna	87
Macorna North	20
Macs Cove	91
Madalya	20
Maddingley	3453
Mafeking	19
Maffra (Vic.)	5280
Maffra West Upper	82
Magpie	371
Maiden Gully	4992
Maidstone	9032
Mailors Flat	425
