SSC_NAME16	ModeTravelToWork	NumberModes	Sex	employed_persons
Crafers	(Other)	1	F	3
Crafers	(Other)	1	M	3
Crafers	Bus	1	F	21
Crafers	Bus	1	M	30
Crafers	Car as driver	1	F	311
Crafers	Car as driver	1	M	353
Crafers	Car as passenger	1	F	23
Crafers	Car as passenger	1	M	21
Crafers	Motorbike scooter	1	M	3
Crafers	Other two methods	2	F	3
Crafers	Other two methods	2	M	3
Crafers	Truck	1	M	9
Crafers	Walked only	1	F	6
Crafers	Walked only	1	M	13
Crafers West			F	3
Crafers West			M	3
Crafers West	Bicycle	1	M	6
Crafers West	Bus	1	F	11
Crafers West	Bus	1	M	7
Crafers West	Car as driver	1	F	201
Crafers West	Car as driver	1	M	229
Crafers West	Car as passenger	1	F	16
Crafers West	Car as passenger	1	M	9
Crafers West	Motorbike scooter	1	M	3
Crafers West	Other two methods	2	F	3
Crafers West	Walked only	1	M	3
Craigburn Farm			F	3
Craigburn Farm			M	3
Craigburn Farm	(Other)	1	M	3
Craigburn Farm	Bicycle	1	M	7
Craigburn Farm	Bus	1	F	7
Craigburn Farm	Bus	1	M	11
Craigburn Farm	Car as driver	1	F	398
Craigburn Farm	Car as driver	1	M	474
Craigburn Farm	Car as passenger	1	F	40
Craigburn Farm	Car as passenger	1	M	25
Craigburn Farm	Motorbike scooter	1	M	4
Craigburn Farm	Other two methods	2	F	4
Craigburn Farm	Taxi	1	M	3
Craigburn Farm	Train	1	F	26
Craigburn Farm	Train	1	M	26
Craigburn Farm	Train and two other methods	3	F	3
Craigburn Farm	Truck	1	M	3
Craigburn Farm	Walked only	1	F	3
Craigburn Farm	Walked only	1	M	5
Craigmore			F	21
Craigmore			M	18
Craigmore	(Other)	1	F	8
Craigmore	(Other)	1	M	19
Craigmore	Bicycle	1	M	7
Craigmore	Bus	1	F	39
Craigmore	Bus	1	M	25
Craigmore	Car as driver	1	F	1615
Craigmore	Car as driver	1	M	2062
Craigmore	Car as passenger	1	F	134
Craigmore	Car as passenger	1	M	103
Craigmore	Motorbike scooter	1	M	21
Craigmore	Other two methods	2	F	6
Craigmore	Other two methods	2	M	24
Craigmore	Train	1	F	57
Craigmore	Train	1	M	36
Craigmore	Train and two other methods	3	F	8
Craigmore	Train and two other methods	3	M	3
Craigmore	Truck	1	M	29
Craigmore	Walked only	1	F	14
Craigmore	Walked only	1	M	14
Crescent	Car as driver	1	F	40
Crescent	Car as driver	1	M	47
Crescent	Car as passenger	1	F	4
Crescent	Car as passenger	1	M	3
Cromer (SA)	Car as driver	1	F	24
Cromer (SA)	Car as driver	1	M	41
Cromer (SA)	Car as passenger	1	M	3
Cross Roads (SA)	Car as driver	1	F	11
Cross Roads (SA)	Car as driver	1	M	10
Cross Roads (SA)	Car as passenger	1	M	3
Cross Roads (SA)	Truck	1	M	3
Croydon (SA)			F	4
Croydon (SA)	(Other)	1	M	3
Croydon (SA)	Bicycle	1	F	12
Croydon (SA)	Bicycle	1	M	9
Croydon (SA)	Bus	1	F	3
Croydon (SA)	Bus	1	M	3
Croydon (SA)	Car as driver	1	F	150
Croydon (SA)	Car as driver	1	M	170
Croydon (SA)	Car as passenger	1	F	21
Croydon (SA)	Car as passenger	1	M	12
Croydon (SA)	Motorbike scooter	1	M	3
Croydon (SA)	Other two methods	2	F	5
Croydon (SA)	Other two methods	2	M	3
Croydon (SA)	Taxi	1	F	3
Croydon (SA)	Taxi	1	M	4
Croydon (SA)	Train	1	F	22
Croydon (SA)	Train	1	M	22
Croydon (SA)	Truck	1	M	4
Croydon (SA)	Walked only	1	F	7
Croydon (SA)	Walked only	1	M	8
Croydon Park (SA)			F	6
Croydon Park (SA)			M	12
Croydon Park (SA)	(Other)	1	M	12
Croydon Park (SA)	Bicycle	1	F	3
Croydon Park (SA)	Bicycle	1	M	14
Croydon Park (SA)	Bus	1	F	63
Croydon Park (SA)	Bus	1	M	65
Croydon Park (SA)	Car as driver	1	F	393
Croydon Park (SA)	Car as driver	1	M	581
Croydon Park (SA)	Car as passenger	1	F	61
Croydon Park (SA)	Car as passenger	1	M	31
Croydon Park (SA)	Motorbike scooter	1	M	3
Croydon Park (SA)	Other two methods	2	F	7
Croydon Park (SA)	Other two methods	2	M	7
Croydon Park (SA)	Taxi	1	F	3
Croydon Park (SA)	Taxi	1	M	9
Croydon Park (SA)	Train	1	F	4
Croydon Park (SA)	Train	1	M	10
Croydon Park (SA)	Train and two other methods	3	F	3
Croydon Park (SA)	Tram includes light rail	1	F	9
Croydon Park (SA)	Tram includes light rail	1	M	4
Croydon Park (SA)	Truck	1	M	13
Croydon Park (SA)	Walked only	1	F	14
Croydon Park (SA)	Walked only	1	M	8
Crystal Brook (SA)			F	3
Crystal Brook (SA)	(Other)	1	M	3
Crystal Brook (SA)	Bicycle	1	M	3
Crystal Brook (SA)	Bus	1	M	3
Crystal Brook (SA)	Car as driver	1	F	191
Crystal Brook (SA)	Car as driver	1	M	196
Crystal Brook (SA)	Car as passenger	1	F	9
Crystal Brook (SA)	Car as passenger	1	M	14
Crystal Brook (SA)	Truck	1	M	4
Crystal Brook (SA)	Walked only	1	F	17
Crystal Brook (SA)	Walked only	1	M	21
Cudlee Creek			F	6
Cudlee Creek			M	3
Cudlee Creek	Car as driver	1	F	68
Cudlee Creek	Car as driver	1	M	87
Cudlee Creek	Car as passenger	1	F	6
Cudlee Creek	Car as passenger	1	M	3
Cudlee Creek	Walked only	1	F	6
Cudlee Creek	Walked only	1	M	13
Culburra	Car as driver	1	F	12
Culburra	Car as driver	1	M	10
Culburra	Walked only	1	M	4
Cumberland Park			F	3
Cumberland Park			M	6
Cumberland Park	(Other)	1	M	9
Cumberland Park	Bicycle	1	F	8
Cumberland Park	Bicycle	1	M	26
Cumberland Park	Bus	1	F	44
Cumberland Park	Bus	1	M	43
Cumberland Park	Car as driver	1	F	426
Cumberland Park	Car as driver	1	M	418
Cumberland Park	Car as passenger	1	F	30
Cumberland Park	Car as passenger	1	M	22
Cumberland Park	Motorbike scooter	1	M	3
Cumberland Park	Other two methods	2	F	9
Cumberland Park	Other two methods	2	M	8
Cumberland Park	Train	1	F	3
Cumberland Park	Train	1	M	3
Cumberland Park	Tram includes light rail	1	F	3
Cumberland Park	Tram includes light rail	1	M	3
Cumberland Park	Truck	1	M	5
Cumberland Park	Walked only	1	F	10
Cumberland Park	Walked only	1	M	8
Cummins			F	5
Cummins			M	3
Cummins	(Other)	1	F	4
Cummins	(Other)	1	M	3
Cummins	Bicycle	1	M	7
Cummins	Bus	1	M	3
Cummins	Car as driver	1	F	131
Cummins	Car as driver	1	M	147
Cummins	Car as passenger	1	F	4
Cummins	Other two methods	2	M	4
Cummins	Truck	1	M	3
Cummins	Walked only	1	F	15
Cummins	Walked only	1	M	18
Cungena	Car as driver	1	M	4
Cungena	Walked only	1	F	3
Cunliffe	Car as driver	1	F	6
Cunliffe	Car as driver	1	M	3
Cunningham (SA)	Car as driver	1	F	14
Cunningham (SA)	Car as driver	1	M	12
Curramulka	Car as driver	1	F	32
Curramulka	Car as driver	1	M	44
Curramulka	Truck	1	M	3
Curramulka	Walked only	1	F	3
Curramulka	Walked only	1	M	8
Currency Creek			F	6
Currency Creek	Car as driver	1	F	63
Currency Creek	Car as driver	1	M	59
Currency Creek	Car as passenger	1	F	3
Currency Creek	Car as passenger	1	M	4
Currency Creek	Truck	1	M	3
Currency Creek	Walked only	1	M	6
Cygnet River	(Other)	1	M	3
Cygnet River	Car as driver	1	F	14
Cygnet River	Car as driver	1	M	14
Dalkey	Car as driver	1	M	4
Darke Peak	Car as driver	1	F	12
Darke Peak	Car as driver	1	M	12
Darlington (SA)			F	3
Darlington (SA)			M	3
Darlington (SA)	(Other)	1	M	4
Darlington (SA)	Bicycle	1	F	3
Darlington (SA)	Bicycle	1	M	3
Darlington (SA)	Bus	1	F	22
Darlington (SA)	Bus	1	M	16
Darlington (SA)	Car as driver	1	F	165
Darlington (SA)	Car as driver	1	M	213
Darlington (SA)	Car as passenger	1	F	11
Darlington (SA)	Car as passenger	1	M	5
Darlington (SA)	Motorbike scooter	1	M	3
Darlington (SA)	Other two methods	2	M	5
Darlington (SA)	Taxi	1	F	3
Darlington (SA)	Train	1	F	8
Darlington (SA)	Truck	1	M	6
Darlington (SA)	Walked only	1	F	4
Darlington (SA)	Walked only	1	M	6
Davenport (SA)	Car as driver	1	F	4
Davenport (SA)	Car as driver	1	M	6
Daveyston	Car as driver	1	F	8
Daveyston	Car as driver	1	M	12
Davoren Park			F	10
Davoren Park			M	17
Davoren Park	(Other)	1	M	6
Davoren Park	Bicycle	1	F	3
Davoren Park	Bicycle	1	M	4
Davoren Park	Bus	1	F	15
Davoren Park	Bus	1	M	8
Davoren Park	Car as driver	1	F	397
Davoren Park	Car as driver	1	M	654
Davoren Park	Car as passenger	1	F	52
Davoren Park	Car as passenger	1	M	55
Davoren Park	Motorbike scooter	1	M	3
Davoren Park	Other two methods	2	F	6
Davoren Park	Other two methods	2	M	8
Davoren Park	Train	1	F	26
Davoren Park	Train	1	M	28
Davoren Park	Train and two other methods	3	F	7
Davoren Park	Truck	1	M	9
Davoren Park	Walked only	1	F	10
Davoren Park	Walked only	1	M	9
Daw Park			F	4
Daw Park			M	6
Daw Park	Bicycle	1	F	5
Daw Park	Bicycle	1	M	17
Daw Park	Bus	1	F	45
Daw Park	Bus	1	M	35
Daw Park	Car as driver	1	F	405
Daw Park	Car as driver	1	M	412
Daw Park	Car as passenger	1	F	33
Daw Park	Car as passenger	1	M	18
Daw Park	Motorbike scooter	1	M	8
Daw Park	Other two methods	2	F	4
Daw Park	Other two methods	2	M	8
Daw Park	Taxi	1	M	3
Daw Park	Train	1	F	3
Daw Park	Tram includes light rail	1	F	3
Daw Park	Tram includes light rail	1	M	3
Daw Park	Truck	1	M	4
Daw Park	Walked only	1	F	16
Daw Park	Walked only	1	M	23
Dawesley	Car as driver	1	F	52
Dawesley	Car as driver	1	M	55
Dawesley	Car as passenger	1	F	3
Dawesley	Truck	1	M	3
Deep Creek (SA)	Car as driver	1	F	3
Deep Creek (SA)	Car as driver	1	M	5
Deep Creek (SA)	Walked only	1	M	3
Deepwater (SA)	Car as driver	1	M	3
Delamere (SA)	Car as driver	1	F	25
Delamere (SA)	Car as driver	1	M	18
Delamere (SA)	Motorbike scooter	1	M	3
Delamere (SA)	Walked only	1	F	3
Delamere (SA)	Walked only	1	M	4
Denial Bay	Car as driver	1	F	26
Denial Bay	Car as driver	1	M	24
Dernancourt			F	3
Dernancourt			M	7
Dernancourt	(Other)	1	F	3
Dernancourt	(Other)	1	M	11
Dernancourt	Bicycle	1	F	4
Dernancourt	Bicycle	1	M	11
Dernancourt	Bus	1	F	96
Dernancourt	Bus	1	M	82
Dernancourt	Bus and two other methods excludes train	3	F	5
Dernancourt	Car as driver	1	F	561
Dernancourt	Car as driver	1	M	631
Dernancourt	Car as passenger	1	F	56
Dernancourt	Car as passenger	1	M	31
Dernancourt	Other two methods	2	M	5
Dernancourt	Truck	1	M	8
Dernancourt	Walked only	1	F	11
Dernancourt	Walked only	1	M	11
Devlins Pound	Car as driver	1	F	3
Devlins Pound	Car as driver	1	M	7
Devon Park (SA)			F	3
Devon Park (SA)			M	3
Devon Park (SA)	Bicycle	1	F	4
Devon Park (SA)	Bicycle	1	M	5
Devon Park (SA)	Bus	1	F	12
Devon Park (SA)	Bus	1	M	9
Devon Park (SA)	Bus and two other methods excludes train	3	M	3
Devon Park (SA)	Car as driver	1	F	124
Devon Park (SA)	Car as driver	1	M	157
Devon Park (SA)	Car as passenger	1	F	12
Devon Park (SA)	Car as passenger	1	M	8
Devon Park (SA)	Motorbike scooter	1	M	3
Devon Park (SA)	Train	1	F	8
Devon Park (SA)	Train	1	M	8
Devon Park (SA)	Truck	1	M	3
Devon Park (SA)	Walked only	1	M	3
Dingabledinga	Car as driver	1	F	11
Dingabledinga	Car as driver	1	M	10
Dingabledinga	Truck	1	M	3
Direk	Car as driver	1	F	123
Direk	Car as driver	1	M	136
Direk	Car as passenger	1	F	6
Direk	Car as passenger	1	M	3
Direk	Motorbike scooter	1	M	3
Direk	Train	1	F	3
Direk	Train	1	M	3
Direk	Truck	1	M	3
Dismal Swamp	Car as driver	1	F	9
Dismal Swamp	Car as driver	1	M	13
Donovans	Car as driver	1	F	7
Donovans	Car as driver	1	M	13
Donovans	Walked only	1	F	3
Dover Gardens			F	5
Dover Gardens			M	8
Dover Gardens	(Other)	1	F	4
Dover Gardens	(Other)	1	M	3
Dover Gardens	Bicycle	1	F	3
Dover Gardens	Bicycle	1	M	16
Dover Gardens	Bus	1	F	18
Dover Gardens	Bus	1	M	17
Dover Gardens	Bus and two other methods excludes train	3	F	3
Dover Gardens	Car as driver	1	F	373
Dover Gardens	Car as driver	1	M	429
Dover Gardens	Car as passenger	1	F	43
Dover Gardens	Car as passenger	1	M	17
Dover Gardens	Other two methods	2	F	9
Dover Gardens	Other two methods	2	M	7
Dover Gardens	Taxi	1	F	3
Dover Gardens	Train	1	F	31
Dover Gardens	Train	1	M	16
Dover Gardens	Train and two other methods	3	F	3
Dover Gardens	Tram includes light rail	1	F	7
Dover Gardens	Truck	1	M	3
Dover Gardens	Walked only	1	F	12
Dover Gardens	Walked only	1	M	8
Dowlingville	Car as driver	1	F	4
Dowlingville	Car as driver	1	M	10
Dry Creek (SA)	Car as driver	1	F	21
Dry Creek (SA)	Car as driver	1	M	37
Dry Creek (SA)	Car as passenger	1	M	4
Dry Creek (SA)	Truck	1	M	3
Dry Creek (SA)	Walked only	1	M	3
Dublin	Car as driver	1	F	53
Dublin	Car as driver	1	M	69
Dublin	Car as passenger	1	F	3
Dublin	Car as passenger	1	M	8
Dublin	Walked only	1	F	3
Dublin	Walked only	1	M	7
Duck Ponds	Car as driver	1	F	13
Duck Ponds	Car as driver	1	M	16
Duck Ponds	Car as passenger	1	F	3
Duck Ponds	Walked only	1	F	3
Dudley East	Car as driver	1	F	3
Dudley East	Car as driver	1	M	6
Dudley East	Truck	1	M	5
Dudley East	Walked only	1	M	3
Dudley Park (SA)			F	4
Dudley Park (SA)			M	11
Dudley Park (SA)	Bicycle	1	M	4
Dudley Park (SA)	Bus	1	F	4
Dudley Park (SA)	Bus	1	M	4
Dudley Park (SA)	Car as driver	1	F	55
Dudley Park (SA)	Car as driver	1	M	71
Dudley Park (SA)	Car as passenger	1	F	3
Dudley Park (SA)	Car as passenger	1	M	5
Dudley Park (SA)	Other two methods	2	M	3
Dudley Park (SA)	Train	1	M	3
Dudley Park (SA)	Walked only	1	F	5
Dudley Park (SA)	Walked only	1	M	3
Dulwich			F	5
Dulwich	Bicycle	1	F	21
Dulwich	Bicycle	1	M	29
Dulwich	Bus	1	F	26
Dulwich	Bus	1	M	19
Dulwich	Car as driver	1	F	254
Dulwich	Car as driver	1	M	245
Dulwich	Car as passenger	1	F	27
Dulwich	Car as passenger	1	M	15
Dulwich	Motorbike scooter	1	M	3
Dulwich	Other two methods	2	F	3
Dulwich	Other two methods	2	M	3
Dulwich	Taxi	1	F	3
Dulwich	Taxi	1	M	3
Dulwich	Walked only	1	F	21
Dulwich	Walked only	1	M	32
Duncan	Car as driver	1	F	8
Duncan	Car as driver	1	M	14
Duncan	Walked only	1	M	7
Dutton	Car as driver	1	F	13
Dutton	Car as driver	1	M	26
Dutton	Motorbike scooter	1	M	3
Dutton East	Car as driver	1	F	4
Dutton East	Car as driver	1	M	4
East Moonta	Car as driver	1	F	21
East Moonta	Car as driver	1	M	26
Eastwood (SA)	Bicycle	1	F	9
Eastwood (SA)	Bicycle	1	M	12
Eastwood (SA)	Bus	1	F	20
Eastwood (SA)	Bus	1	M	17
Eastwood (SA)	Car as driver	1	F	103
Eastwood (SA)	Car as driver	1	M	105
Eastwood (SA)	Car as passenger	1	F	14
Eastwood (SA)	Car as passenger	1	M	3
Eastwood (SA)	Walked only	1	F	18
Eastwood (SA)	Walked only	1	M	24
Eba	Car as driver	1	F	4
Eba	Car as driver	1	M	4
Eba Anchorage	Car as driver	1	F	3
Eba Anchorage	Car as driver	1	M	3
Ebenezer (SA)	Car as driver	1	F	19
Ebenezer (SA)	Car as driver	1	M	24
Ebenezer (SA)	Walked only	1	F	3
Ebenezer (SA)	Walked only	1	M	5
Echunga			F	3
Echunga			M	5
Echunga	(Other)	1	F	5
Echunga	(Other)	1	M	8
Echunga	Bicycle	1	M	3
Echunga	Bus	1	F	11
Echunga	Bus	1	M	6
Echunga	Car as driver	1	F	172
Echunga	Car as driver	1	M	218
Echunga	Car as passenger	1	F	3
Echunga	Car as passenger	1	M	9
Echunga	Other two methods	2	M	5
Echunga	Truck	1	M	3
Echunga	Walked only	1	F	3
Echunga	Walked only	1	M	4
Eden Hills			F	4
Eden Hills			M	6
Eden Hills	(Other)	1	M	11
Eden Hills	Bicycle	1	F	3
Eden Hills	Bicycle	1	M	18
Eden Hills	Bus	1	F	14
Eden Hills	Bus	1	M	15
Eden Hills	Car as driver	1	F	443
Eden Hills	Car as driver	1	M	469
Eden Hills	Car as passenger	1	F	27
Eden Hills	Car as passenger	1	M	15
Eden Hills	Motorbike scooter	1	F	3
Eden Hills	Motorbike scooter	1	M	11
Eden Hills	Other two methods	2	F	3
Eden Hills	Train	1	F	38
Eden Hills	Train	1	M	57
Eden Hills	Truck	1	M	3
Eden Hills	Walked only	1	F	7
Eden Hills	Walked only	1	M	3
Eden Valley	Car as driver	1	F	53
Eden Valley	Car as driver	1	M	64
Eden Valley	Car as passenger	1	F	7
Eden Valley	Truck	1	M	3
Eden Valley	Walked only	1	M	3
Edillilie	Car as driver	1	F	19
Edillilie	Car as driver	1	M	20
Edillilie	Walked only	1	M	3
Edinburgh	(Other)	1	M	3
Edinburgh	Bicycle	1	M	16
Edinburgh	Car as driver	1	F	14
Edinburgh	Car as driver	1	M	96
Edinburgh	Car as passenger	1	F	7
Edinburgh	Car as passenger	1	M	13
Edinburgh	Walked only	1	F	9
Edinburgh	Walked only	1	M	69
Edithburgh			M	3
Edithburgh	(Other)	1	M	3
Edithburgh	Car as driver	1	F	38
Edithburgh	Car as driver	1	M	32
Edithburgh	Car as passenger	1	M	5
Edithburgh	Walked only	1	F	8
Edithburgh	Walked only	1	M	10
Edwardstown			F	9
Edwardstown			M	15
Edwardstown	(Other)	1	M	15
Edwardstown	Bicycle	1	F	13
Edwardstown	Bicycle	1	M	19
Edwardstown	Bus	1	F	34
Edwardstown	Bus	1	M	32
Edwardstown	Car as driver	1	F	565
Edwardstown	Car as driver	1	M	612
Edwardstown	Car as passenger	1	F	57
Edwardstown	Car as passenger	1	M	30
Edwardstown	Motorbike scooter	1	M	12
Edwardstown	Other two methods	2	M	11
Edwardstown	Taxi	1	M	4
Edwardstown	Train	1	F	57
Edwardstown	Train	1	M	70
Edwardstown	Train and two other methods	3	M	3
Edwardstown	Tram includes light rail	1	F	14
Edwardstown	Tram includes light rail	1	M	8
Edwardstown	Truck	1	M	4
Edwardstown	Walked only	1	F	16
Edwardstown	Walked only	1	M	24
Eight Mile Creek (SA)	Car as driver	1	F	22
Eight Mile Creek (SA)	Car as driver	1	M	27
Eight Mile Creek (SA)	Car as passenger	1	F	3
Elizabeth	Bicycle	1	M	3
Elizabeth	Bus	1	F	3
Elizabeth	Bus	1	M	4
Elizabeth	Car as driver	1	F	71
Elizabeth	Car as driver	1	M	122
Elizabeth	Car as passenger	1	F	7
Elizabeth	Car as passenger	1	M	10
Elizabeth	Motorbike scooter	1	M	3
Elizabeth	Train	1	F	9
Elizabeth	Train	1	M	3
Elizabeth	Walked only	1	F	3
Elizabeth Downs			F	12
Elizabeth Downs			M	14
Elizabeth Downs	(Other)	1	M	6
Elizabeth Downs	Bicycle	1	M	3
Elizabeth Downs	Bus	1	F	24
Elizabeth Downs	Bus	1	M	20
Elizabeth Downs	Car as driver	1	F	399
Elizabeth Downs	Car as driver	1	M	563
Elizabeth Downs	Car as passenger	1	F	48
Elizabeth Downs	Car as passenger	1	M	44
Elizabeth Downs	Motorbike scooter	1	M	13
Elizabeth Downs	Other two methods	2	M	3
Elizabeth Downs	Train	1	F	5
Elizabeth Downs	Train	1	M	13
Elizabeth Downs	Train and two other methods	3	F	3
Elizabeth Downs	Truck	1	M	6
Elizabeth Downs	Walked only	1	F	11
Elizabeth Downs	Walked only	1	M	6
Elizabeth East			F	7
Elizabeth East			M	17
Elizabeth East	(Other)	1	M	3
Elizabeth East	Bicycle	1	M	6
Elizabeth East	Bus	1	F	26
Elizabeth East	Bus	1	M	19
Elizabeth East	Bus and two other methods excludes train	3	F	3
Elizabeth East	Car as driver	1	F	324
Elizabeth East	Car as driver	1	M	484
Elizabeth East	Car as passenger	1	F	34
Elizabeth East	Car as passenger	1	M	38
Elizabeth East	Motorbike scooter	1	M	3
Elizabeth East	Other two methods	2	F	3
Elizabeth East	Other two methods	2	M	4
Elizabeth East	Train	1	F	10
Elizabeth East	Train	1	M	13
Elizabeth East	Truck	1	M	13
Elizabeth East	Walked only	1	F	15
Elizabeth East	Walked only	1	M	11
Elizabeth Grove			F	8
Elizabeth Grove			M	8
Elizabeth Grove	Bicycle	1	M	4
Elizabeth Grove	Bus	1	F	10
Elizabeth Grove	Bus	1	M	17
Elizabeth Grove	Car as driver	1	F	142
Elizabeth Grove	Car as driver	1	M	230
Elizabeth Grove	Car as passenger	1	F	24
Elizabeth Grove	Car as passenger	1	M	11
Elizabeth Grove	Motorbike scooter	1	M	7
Elizabeth Grove	Train	1	F	6
Elizabeth Grove	Train	1	M	3
Elizabeth Grove	Truck	1	M	6
Elizabeth Grove	Walked only	1	F	4
Elizabeth Grove	Walked only	1	M	3
Elizabeth North			F	4
Elizabeth North			M	8
Elizabeth North	(Other)	1	F	3
Elizabeth North	(Other)	1	M	3
Elizabeth North	Bicycle	1	M	4
Elizabeth North	Bus	1	F	4
Elizabeth North	Bus	1	M	9
Elizabeth North	Car as driver	1	F	239
Elizabeth North	Car as driver	1	M	355
Elizabeth North	Car as passenger	1	F	27
Elizabeth North	Car as passenger	1	M	18
Elizabeth North	Motorbike scooter	1	M	3
Elizabeth North	Other two methods	2	F	3
Elizabeth North	Other two methods	2	M	3
Elizabeth North	Taxi	1	F	3
Elizabeth North	Train	1	F	18
Elizabeth North	Train	1	M	16
Elizabeth North	Truck	1	M	3
Elizabeth North	Walked only	1	F	8
Elizabeth North	Walked only	1	M	10
Elizabeth Park			F	5
Elizabeth Park			M	9
Elizabeth Park	Bicycle	1	M	5
Elizabeth Park	Bus	1	F	13
Elizabeth Park	Bus	1	M	7
Elizabeth Park	Car as driver	1	F	294
Elizabeth Park	Car as driver	1	M	395
Elizabeth Park	Car as passenger	1	F	38
Elizabeth Park	Car as passenger	1	M	49
Elizabeth Park	Other two methods	2	F	4
Elizabeth Park	Other two methods	2	M	6
Elizabeth Park	Train	1	F	14
Elizabeth Park	Train	1	M	10
Elizabeth Park	Train and two other methods	3	F	3
Elizabeth Park	Truck	1	M	5
Elizabeth Park	Walked only	1	F	6
Elizabeth Park	Walked only	1	M	9
Elizabeth South			F	3
Elizabeth South			M	6
Elizabeth South	(Other)	1	M	3
Elizabeth South	Bicycle	1	M	4
Elizabeth South	Bus	1	F	3
Elizabeth South	Bus	1	M	10
Elizabeth South	Car as driver	1	F	153
Elizabeth South	Car as driver	1	M	252
Elizabeth South	Car as passenger	1	F	17
Elizabeth South	Car as passenger	1	M	27
Elizabeth South	Motorbike scooter	1	M	4
Elizabeth South	Other two methods	2	M	4
Elizabeth South	Train	1	F	18
Elizabeth South	Train	1	M	15
Elizabeth South	Train and two other methods	3	F	3
Elizabeth South	Truck	1	M	3
Elizabeth South	Walked only	1	F	3
Elizabeth South	Walked only	1	M	7
Elizabeth Vale			M	10
Elizabeth Vale	(Other)	1	F	5
Elizabeth Vale	Bicycle	1	M	5
Elizabeth Vale	Bus	1	F	13
Elizabeth Vale	Bus	1	M	19
Elizabeth Vale	Car as driver	1	F	258
Elizabeth Vale	Car as driver	1	M	401
Elizabeth Vale	Car as passenger	1	F	24
Elizabeth Vale	Car as passenger	1	M	22
Elizabeth Vale	Motorbike scooter	1	M	5
Elizabeth Vale	Other two methods	2	F	7
Elizabeth Vale	Other two methods	2	M	4
Elizabeth Vale	Taxi	1	M	3
Elizabeth Vale	Train	1	F	6
Elizabeth Vale	Train	1	M	3
Elizabeth Vale	Train and two other methods	3	F	3
Elizabeth Vale	Train and two other methods	3	M	6
Elizabeth Vale	Tram includes light rail	1	F	3
Elizabeth Vale	Truck	1	M	4
Elizabeth Vale	Walked only	1	F	13
Elizabeth Vale	Walked only	1	M	16
Elliston			M	3
Elliston	Bicycle	1	F	3
Elliston	Car as driver	1	F	35
Elliston	Car as driver	1	M	45
Elliston	Car as passenger	1	F	3
Elliston	Car as passenger	1	M	3
Elliston	Walked only	1	F	20
Elliston	Walked only	1	M	11
Elwomple	Car as driver	1	F	13
Elwomple	Car as driver	1	M	7
Emu Bay	Car as driver	1	F	23
Emu Bay	Car as driver	1	M	13
Emu Bay	Car as passenger	1	F	3
Emu Downs	Car as driver	1	F	3
Emu Downs	Car as driver	1	M	8
Emu Flat (SA)	Car as driver	1	F	13
Emu Flat (SA)	Car as driver	1	M	15
Encounter Bay			F	3
Encounter Bay			M	3
Encounter Bay	(Other)	1	F	3
Encounter Bay	(Other)	1	M	7
Encounter Bay	Bicycle	1	M	7
Encounter Bay	Bus	1	M	3
Encounter Bay	Car as driver	1	F	410
Encounter Bay	Car as driver	1	M	409
Encounter Bay	Car as passenger	1	F	27
Encounter Bay	Car as passenger	1	M	12
Encounter Bay	Motorbike scooter	1	M	4
Encounter Bay	Other two methods	2	M	6
Encounter Bay	Truck	1	M	4
Encounter Bay	Walked only	1	F	12
Encounter Bay	Walked only	1	M	3
Enfield (SA)			F	3
Enfield (SA)			M	17
Enfield (SA)	(Other)	1	F	3
Enfield (SA)	(Other)	1	M	10
Enfield (SA)	Bicycle	1	F	8
Enfield (SA)	Bicycle	1	M	20
Enfield (SA)	Bus	1	F	109
Enfield (SA)	Bus	1	M	70
Enfield (SA)	Car as driver	1	F	574
Enfield (SA)	Car as driver	1	M	908
Enfield (SA)	Car as passenger	1	F	84
Enfield (SA)	Car as passenger	1	M	40
Enfield (SA)	Motorbike scooter	1	M	11
Enfield (SA)	Other two methods	2	F	10
Enfield (SA)	Other two methods	2	M	10
Enfield (SA)	Taxi	1	F	6
Enfield (SA)	Taxi	1	M	8
Enfield (SA)	Train and two other methods	3	F	3
Enfield (SA)	Truck	1	M	8
Enfield (SA)	Walked only	1	F	11
Enfield (SA)	Walked only	1	M	24
Erindale	(Other)	1	F	3
Erindale	(Other)	1	M	3
Erindale	Bicycle	1	M	9
Erindale	Bus	1	F	16
Erindale	Bus	1	M	9
Erindale	Car as driver	1	F	166
Erindale	Car as driver	1	M	216
Erindale	Car as passenger	1	F	16
Erindale	Car as passenger	1	M	13
