SSC_NAME16	AustCitizen	persons
Tulka	1	107
Tumby Bay	0	111
Tumby Bay	1	1520
Tungkillo	0	52
Tungkillo	1	250
Tunkalilla	0	-3
Tunkalilla	1	23
Tusmore	0	174
Tusmore	1	1276
Two Wells	0	255
Two Wells	1	2297
Tyringa	0	0
Tyringa	1	12
Ucolta	0	2
Ucolta	1	8
Uley	0	0
Uley	1	0
Uleybury	0	22
Uleybury	1	274
Ulooloo	0	0
Ulooloo	1	0
Ulyerra	0	0
Ulyerra	1	24
Undalya	0	5
Undalya	1	24
Underdale	0	448
Underdale	1	1851
Ungarra	0	7
Ungarra	1	156
Unley	0	662
Unley	1	3344
Unley Park	0	162
Unley Park	1	1283
Uno	0	0
Uno	1	0
Upper Hermitage	0	28
Upper Hermitage	1	257
Upper Sturt	0	77
Upper Sturt	1	874
Uraidla	0	43
Uraidla	1	532
Urania	0	10
Urania	1	44
Urrbrae	0	145
Urrbrae	1	821
Uworra	0	0
Uworra	1	9
Vale Park	0	322
Vale Park	1	1923
Valley View	0	816
Valley View	1	5294
Veitch	0	0
Veitch	1	17
Venus Bay (SA)	0	3
Venus Bay (SA)	1	51
Verdun	0	14
Verdun	1	193
Verran	0	0
Verran	1	88
Victor Harbor	0	468
Victor Harbor	1	3765
Vine Vale	0	11
Vine Vale	1	77
Virginia (SA)	0	235
Virginia (SA)	1	1568
Vista	0	88
Vista	1	884
Vivonne Bay	0	8
Vivonne Bay	1	68
Waddikee	0	0
Waddikee	1	21
Waikerie	0	280
Waikerie	1	2404
Waitpinga	0	26
Waitpinga	1	287
Walker Flat	0	11
Walker Flat	1	86
Walkerville (SA)	0	444
Walkerville (SA)	1	2243
Walkley Heights	0	361
Walkley Heights	1	3136
Wall Flat	0	6
Wall Flat	1	56
Wallala	0	0
Wallala	1	15
Wallaroo (SA)	0	362
Wallaroo (SA)	1	3119
Wallaroo Mines	0	63
Wallaroo Mines	1	367
Wallaroo Plain	0	0
Wallaroo Plain	1	50
Wallerberdina	0	0
Wallerberdina	1	0
Walloway	0	0
Walloway	1	6
Waltowa	0	3
Waltowa	1	24
Wami Kata	0	0
Wami Kata	1	5
Wanbi	0	3
Wanbi	1	41
Wandana (SA)	0	-3
Wandana (SA)	1	35
Wandearah East	0	14
Wandearah East	1	83
Wandearah West	0	0
Wandearah West	1	16
Wandilo	0	10
Wandilo	1	166
Wangary	0	32
Wangary	1	168
Wangolina	0	3
Wangolina	1	61
Wanilla	0	9
Wanilla	1	76
Wappilka	0	5
Wappilka	1	10
Warburto	0	3
Warburto	1	66
Ward Belt	0	15
Ward Belt	1	139
Ward Hill	0	4
Ward Hill	1	48
Warnertown	0	13
Warnertown	1	176
Warnes	0	0
Warnes	1	3
Warooka	0	20
Warooka	1	328
Warradale	0	724
Warradale	1	4523
Warramboo	0	21
Warramboo	1	87
Warraweena	0	8
Warraweena	1	12
Washpool (SA)	0	2
Washpool (SA)	1	22
Wasleys	0	74
Wasleys	1	648
Watarru	0	0
Watarru	1	0
Watchman	0	0
Watchman	1	37
Waterfall Gully	0	13
Waterfall Gully	1	132
Waterloo (SA)	0	1
Waterloo (SA)	1	81
Waterloo Corner	0	240
Waterloo Corner	1	985
Watervale	0	30
Watervale	1	296
Watraba	0	0
Watraba	1	0
Wattle Flat (SA)	0	15
Wattle Flat (SA)	1	149
Wattle Park	0	272
Wattle Park	1	1538
Wattle Range	0	5
Wattle Range	1	67
Wattle Range East	0	-1
Wattle Range East	1	20
Wauraltee	0	0
Wauraltee	1	56
Wayville	0	429
Wayville	1	1406
Webb Beach	0	8
Webb Beach	1	39
Wedge Island (SA)	0	0
Wedge Island (SA)	1	0
Weeroona Island	0	8
Weeroona Island	1	102
Weetulta	0	2
Weetulta	1	72
Welland	0	125
Welland	1	741
Wellington (SA)	0	35
Wellington (SA)	1	170
Wellington East	0	28
Wellington East	1	141
Wepar	0	0
Wepar	1	38
West Beach (SA)	0	662
West Beach (SA)	1	4302
West Bundaleer	0	0
West Bundaleer	1	3
West Croydon	0	595
West Croydon	1	3546
West Hindmarsh	0	278
West Hindmarsh	1	1257
West Lakes	0	576
West Lakes	1	5211
West Lakes Shore	0	369
West Lakes Shore	1	2743
West Range	0	2
West Range	1	16
West Richmond	0	159
West Richmond	1	809
Westall	0	-2
Westall	1	11
Westbourne Park	0	284
Westbourne Park	1	2279
Western Flat	0	5
Western Flat	1	116
Western River	0	-1
Western River	1	21
Wharminda	0	2
Wharminda	1	23
White Hill	0	2
White Hill	1	97
White Hut	0	2
White Hut	1	16
White Sands	0	19
White Sands	1	137
White Well Corner	0	0
White Well Corner	1	5
Whites Flat	0	0
Whites Flat	1	49
Whites River	0	0
Whites River	1	21
Whites Valley	0	15
Whites Valley	1	280
Whitwarta	0	8
Whitwarta	1	40
Whyalla	0	418
Whyalla	1	3217
Whyalla Barson	0	0
Whyalla Barson	1	0
Whyalla Jenkins	0	225
Whyalla Jenkins	1	1725
Whyalla Norrie	0	1003
Whyalla Norrie	1	5605
Whyalla Playford	0	286
Whyalla Playford	1	2275
Whyalla Stuart	0	958
Whyalla Stuart	1	5790
Whyte Yarcowie	0	10
Whyte Yarcowie	1	41
Wigley Flat	0	3
Wigley Flat	1	33
Wilcherry	0	0
Wilcherry	1	7
Wild Dog Valley (SA)	0	15
Wild Dog Valley (SA)	1	165
Wild Horse Plains	0	34
Wild Horse Plains	1	74
Wilgena	0	0
Wilgena	1	21
Willalo	0	8
Willalo	1	50
Willalooka	0	14
Willalooka	1	129
Willamulka	0	5
Willamulka	1	60
Willaston	0	347
Willaston	1	3035
William Creek	0	0
William Creek	1	10
Williamstown (SA)	0	248
Williamstown (SA)	1	2507
Willippa	0	0
Willippa	1	26
Willochra	0	0
Willochra	1	11
Willoughby (SA)	0	0
Willoughby (SA)	1	11
Willow Creek	0	2
Willow Creek	1	34
Willowie	0	-1
Willowie	1	36
Willson River	0	0
Willson River	1	0
Willunga	0	241
Willunga	1	2067
Willunga Hill	0	24
Willunga Hill	1	135
Willunga South	0	59
Willunga South	1	351
Willyaroo	0	43
Willyaroo	1	344
Wilmington	0	59
Wilmington	1	522
Windsor (SA)	0	19
Windsor (SA)	1	151
Windsor Gardens	0	1013
Windsor Gardens	1	4259
Wingfield	0	102
Wingfield	1	376
Winkie	0	26
Winkie	1	315
Winninowie	0	0
Winninowie	1	3
Winulta	0	0
Winulta	1	31
Wirrabara	0	35
Wirrabara	1	368
Wirraminna	0	0
Wirraminna	1	0
Wirrega	0	6
Wirrega	1	24
Wirrina Cove	0	36
Wirrina Cove	1	99
Wirrulla	0	4
Wirrulla	1	100
Wisanger	0	16
Wisanger	1	108
Wistow	0	20
Wistow	1	254
Witera	0	0
Witera	1	4
Wokurna	0	0
Wokurna	1	65
Wolseley	0	27
Wolseley	1	153
Wombats Rest	0	0
Wombats Rest	1	0
Wongulla	0	3
Wongulla	1	53
Wongyarra	0	3
Wongyarra	1	54
Wonna	0	0
Wonna	1	0
Wonuarra	0	2
Wonuarra	1	46
Woodchester	0	14
Woodchester	1	209
Woodcroft (SA)	0	947
Woodcroft (SA)	1	10209
Woodforde	0	55
Woodforde	1	563
Woodlane	0	4
Woodlane	1	76
Woodleigh (SA)	0	1
Woodleigh (SA)	1	61
Woods Point (SA)	0	16
Woods Point (SA)	1	154
Woodside (SA)	0	262
Woodside (SA)	1	2346
Woodville (SA)	0	377
Woodville (SA)	1	1622
Woodville Gardens	0	735
Woodville Gardens	1	1708
Woodville North	0	502
Woodville North	1	1948
Woodville Park	0	256
Woodville Park	1	1479
Woodville South	0	454
Woodville South	1	2725
Woodville West	0	448
Woodville West	1	2645
Wool Bay	0	9
Wool Bay	1	129
Woolpunda	0	5
Woolpunda	1	10
Woolshed Flat (SA)	0	4
Woolshed Flat (SA)	1	26
Woolsheds	0	3
Woolsheds	1	26
Woolumbool	0	3
Woolumbool	1	65
Woolundunga	0	0
Woolundunga	1	8
Woomera	0	28
Woomera	1	118
Worlds End (SA)	0	0
Worlds End (SA)	1	7
Worrolong	0	55
Worrolong	1	844
Wrattonbully	0	3
Wrattonbully	1	39
Wudinna	0	65
Wudinna	1	594
Wunkar	0	1
Wunkar	1	68
Wye	0	12
Wye	1	80
Wynarka	0	0
Wynarka	1	76
Wynn Vale	0	691
Wynn Vale	1	7072
Wyomi	0	4
Wyomi	1	96
Yacka	0	15
Yacka	1	125
Yahl	0	58
Yahl	1	797
Yalanda	0	4
Yalanda	1	22
Yalata	0	25
Yalata	1	223
Yallunda Flat	0	10
Yallunda Flat	1	90
Yalpara	0	0
Yalpara	1	4
Yamba (SA)	0	0
Yamba (SA)	1	3
Yanerbie	0	0
Yanerbie	1	5
Yaninee	0	3
Yaninee	1	76
Yankalilla	0	106
Yankalilla	1	799
Yantanabie	0	1
Yantanabie	1	14
Yanyarrie	0	2
Yanyarrie	1	3
Yardea	0	0
Yardea	1	0
Yarrah	0	4
Yarrah	1	15
Yatala Vale	0	22
Yatala Vale	1	229
Yatina	0	2
Yatina	1	27
Yattalunga (SA)	0	39
Yattalunga (SA)	1	274
Yeelanna	0	5
Yeelanna	1	81
Yellabinna	0	0
Yellabinna	1	0
Yelta (SA)	0	0
Yelta (SA)	1	13
Yinkanie	0	0
Yinkanie	1	25
Yongala	0	12
Yongala	1	79
Yorke Valley	0	-3
Yorke Valley	1	27
Yorketown	0	65
Yorketown	1	904
Younghusband	0	13
Younghusband	1	202
Younghusband Holdings	0	0
Younghusband Holdings	1	0
Yumali	0	1
Yumali	1	62
Yumbarra	0	0
Yumbarra	1	0
Yundi	0	26
Yundi	1	136
Yunta	0	15
Yunta	1	70
Zadows Landing	0	0
Zadows Landing	1	25
No usual address (SA)	0	922
No usual address (SA)	1	1941
Migratory - Offshore - Shipping (SA)	0	-3
Migratory - Offshore - Shipping (SA)	1	6
Abba River	0	9
Abba River	1	59
Abbey	0	139
Abbey	1	1136
Acton Park (WA)	0	21
Acton Park (WA)	1	81
Adamsvale	0	1
Adamsvale	1	30
Ajana	0	7
Ajana	1	51
Albany	0	235
Albany	1	1078
Aldersyde	0	6
Aldersyde	1	36
Alexander Heights	0	1198
Alexander Heights	1	6726
Alexandra Bridge	0	-3
Alexandra Bridge	1	12
Alfred Cove	0	330
Alfred Cove	1	2220
Alkimos	0	2096
Alkimos	1	4173
Allanooka	0	7
Allanooka	1	12
Allanson	0	60
Allanson	1	567
Alma (WA)	0	2
Alma (WA)	1	112
Ambania	0	0
Ambania	1	12
Ambergate	0	36
Ambergate	1	431
Amelup	0	15
Amelup	1	49
Angelo River	0	0
Angelo River	1	9
Anketell	0	43
Anketell	1	205
Anniebrook	0	3
Anniebrook	1	51
Antonymyre	0	0
Antonymyre	1	0
Applecross	0	1322
Applecross	1	5565
Ardath	0	5
Ardath	1	52
Ardross	0	720
Ardross	1	3512
Argyle (WA)	0	63
Argyle (WA)	1	482
Armadale (WA)	0	3069
Armadale (WA)	1	10550
Arrino	0	10
Arrino	1	40
Arrowsmith	0	3
Arrowsmith	1	9
Arrowsmith East	0	2
Arrowsmith East	1	41
Arthur River (WA)	0	18
Arthur River (WA)	1	94
Ascot (WA)	0	546
Ascot (WA)	1	2026
Ashby (WA)	0	531
Ashby (WA)	1	2134
Ashendon	0	5
Ashendon	1	10
Ashfield (WA)	0	197
Ashfield (WA)	1	1120
Attadale	0	809
Attadale	1	5526
Atwell	0	1673
Atwell	1	7390
Aubin Grove	0	1406
Aubin Grove	1	4918
Augusta	0	160
Augusta	1	1222
Australind	0	2391
Australind	1	12148
Aveley	0	2263
Aveley	1	7910
Avon Valley National Park	0	-2
Avon Valley National Park	1	8
Baandee	0	-1
Baandee	1	14
Babakin	0	0
Babakin	1	54
Babbage Island	0	7
Babbage Island	1	16
Badgebup	0	2
Badgebup	1	35
Badgerin Rock	0	3
Badgerin Rock	1	20
Badgin	0	4
Badgin	1	12
Badgingarra	0	32
Badgingarra	1	161
Badjaling	0	2
Badjaling	1	9
Bailup	0	19
Bailup	1	21
Bakers Hill	0	137
Bakers Hill	1	981
Balbarrup	0	19
Balbarrup	1	145
Balcatta	0	2390
Balcatta	1	7992
Baldivis	0	7801
Baldivis	1	23852
Balga	0	4449
Balga	1	8236
Balingup	0	85
Balingup	1	459
Balkuling	0	9
Balkuling	1	25
Balla Balla	0	0
Balla Balla	1	0
Balladong	0	15
Balladong	1	62
Balladonia	0	5
Balladonia	1	0
Ballajura	0	2919
Ballajura	1	15785
Ballaying	0	3
Ballaying	1	23
Ballidu	0	10
Ballidu	1	56
Bally Bally	0	-2
Bally Bally	1	47
Bambun	0	14
Bambun	1	36
Bandy Creek	0	35
Bandy Creek	1	269
Bandya	0	34
Bandya	1	181
Banjup	0	415
Banjup	1	1670
Banksia Grove	0	2357
Banksia Grove	1	6993
Banksiadale	0	0
Banksiadale	1	0
Bannister (WA)	0	25
Bannister (WA)	1	111
Barbalin	0	3
Barbalin	1	21
Barberton	0	8
Barberton	1	14
Barrabup	0	9
Barrabup	1	21
Barragup	0	108
Barragup	1	820
Barrow Island	0	805
Barrow Island	1	1160
Baskerville	0	31
Baskerville	1	257
Bassendean (WA)	0	1761
Bassendean (WA)	1	8552
Bateman	0	683
Bateman	1	3034
Baudin	0	0
Baudin	1	0
Baynton (WA)	0	1109
Baynton (WA)	1	3197
Bayonet Head	0	360
Bayonet Head	1	2600
Bayswater (WA)	0	2607
Bayswater (WA)	1	11825
Beachlands	0	193
Beachlands	1	1231
Beacon	0	23
Beacon	1	137
Beaconsfield (WA)	0	754
Beaconsfield (WA)	1	4231
Beadell	0	0
Beadell	1	0
Beaufort River	0	7
Beaufort River	1	58
Beaumont (WA)	0	21
Beaumont (WA)	1	31
Beckenham	0	2392
Beckenham	1	5126
Bedford	0	1015
Bedford	1	4423
Bedfordale	0	360
Bedfordale	1	2492
Beechboro	0	1650
Beechboro	1	7411
Beechina	0	18
Beechina	1	133
Beedelup	0	26
Beedelup	1	21
Beela	0	2
Beela	1	29
Beelerup	0	9
Beelerup	1	114
Beeliar	0	1376
Beeliar	1	6078
Beenong	0	10
Beenong	1	17
Beermullah	0	17
Beermullah	1	89
Bejoording	0	15
Bejoording	1	154
Beldon	0	713
Beldon	1	3230
Belhus	0	37
Belhus	1	241
Bellevue (WA)	0	243
Bellevue (WA)	1	1278
Belmont (WA)	0	2138
Belmont (WA)	1	4647
Bencubbin	0	51
Bencubbin	1	191
Benger	0	27
Benger	1	190
Benjaberring	0	6
Benjaberring	1	14
Benjinup	0	26
Benjinup	1	118
Bennett Springs	0	1033
Bennett Springs	1	4265
Bentley (WA)	0	4284
Bentley (WA)	1	4498
Beresford	0	280
Beresford	1	1202
Berkshire Valley	0	0
Berkshire Valley	1	26
Bernier Island	0	0
Bernier Island	1	0
Bertram	0	1564
Bertram	1	4650
Beverley (WA)	0	221
Beverley (WA)	1	942
Bibra Lake	0	930
Bibra Lake	1	4947
Bickley	0	73
Bickley	1	600
Bicton	0	957
Bicton	1	5616
Biddelia	0	2
Biddelia	1	6
Big Grove	0	33
Big Grove	1	166
Bilbarin	0	0
Bilbarin	1	21
Bilingurr	0	265
Bilingurr	1	1089
Bimbijy	0	0
Bimbijy	1	0
Bindi Bindi	0	12
Bindi Bindi	1	60
Bindoon	0	160
Bindoon	1	1023
Bindoon Training Area	0	0
Bindoon Training Area	1	0
Binduli	0	0
Binduli	1	4
Binningup	0	146
Binningup	1	1113
Binnu	0	12
Binnu	1	61
Birchmont	0	4
Birchmont	1	69
Bluff Point	0	206
Bluff Point	1	1140
Blythewood	0	9
Blythewood	1	55
Boallia	0	-1
Boallia	1	45
Bobalong	0	3
Bobalong	1	24
Bodallin	0	9
Bodallin	1	44
Boddington	0	195
Boddington	1	1003
Boilup	0	0
Boilup	1	24
Bokal	0	0
Bokal	1	32
Bolgart	0	5
Bolgart	1	147
Bonnie Rock	0	1
Bonnie Rock	1	40
Bonniefield	0	10
Bonniefield	1	176
Boodarie	0	40
Boodarie	1	136
Boodarockin	0	3
Boodarockin	1	0
Bookara	0	6
Bookara	1	111
Boonanarring	0	13
Boonanarring	1	28
Boorabbin	0	1
Boorabbin	1	6
Booragoon	0	1032
Booragoon	1	4500
Booralaming	0	3
Booralaming	1	9
Boorara	0	0
Boorara	1	0
Boorara Brook	0	15
Boorara Brook	1	111
Bootenal	0	0
Bootenal	1	41
Boothendarra	0	9
Boothendarra	1	18
Boranup	0	4
Boranup	1	0
Borden	0	10
Borden	1	52
Borderdale	0	8
Borderdale	1	33
Bornholm	0	8
Bornholm	1	96
Boscabel	0	12
Boscabel	1	52
Boulder	0	1163
Boulder	1	3662
Boundain	0	2
Boundain	1	47
Bouvard	0	111
Bouvard	1	715
Bovell	0	50
Bovell	1	422
Bow Bridge	0	10
Bow Bridge	1	63
Bowelling	0	6
Bowelling	1	77
Bowes	0	17
Bowes	1	96
Bowgada	0	1
Bowgada	1	38
Boxwood Hill	0	2
Boxwood Hill	1	82
Boya	0	81
Boya	1	566
Boyanup	0	130
Boyanup	1	1087
Boyatup	0	10
Boyatup	1	19
Boyerine	0	-1
Boyerine	1	32
Boyup Brook	0	128
Boyup Brook	1	783
Brabham	0	954
Brabham	1	2353
Bramley	0	13
Bramley	1	70
Brazier	0	2
Brazier	1	43
Breera	0	8
Breera	1	29
Bremer Bay	0	75
Bremer Bay	1	298
Brentwood (WA)	0	491
Brentwood (WA)	1	1573
Breton Bay	0	0
Breton Bay	1	3
Bridgetown	0	419
Bridgetown	1	2393
Brigadoon	0	131
Brigadoon	1	701
Bringo	0	11
Bringo	1	30
Broadwater (WA)	0	703
Broadwater (WA)	1	3555
Broadwood	0	116
Broadwood	1	634
Brockman	0	316
Brockman	1	714
Broke (WA)	0	4
Broke (WA)	1	9
Brookdale (WA)	0	558
Brookdale (WA)	1	2383
Brookhampton	0	40
Brookhampton	1	207
Brookton	0	124
Brookton	1	632
Broome	0	1095
Broome	1	2947
Broomehill East	0	18
Broomehill East	1	107
Broomehill Village	0	56
Broomehill Village	1	195
Broomehill West	0	10
Broomehill West	1	138
Brown Hill (WA)	0	0
Brown Hill (WA)	1	0
Brown Range	0	44
Brown Range	1	103
Bruce Rock	0	110
Bruce Rock	1	593
Brunswick (WA)	0	148
Brunswick (WA)	1	968
Buckingham (WA)	0	0
Buckingham (WA)	1	22
Buckland (WA)	0	13
Buckland (WA)	1	26
Bulgarra	0	685
Bulgarra	1	1967
Bull Creek (WA)	0	1631
Bull Creek (WA)	1	6115
Bullabulling	0	7
Bullabulling	1	4
Bullaring	0	12
Bullaring	1	82
Buller	0	13
Buller	1	108
Bullfinch	0	6
Bullfinch	1	28
Bullock Hills	0	5
Bullock Hills	1	3
Bullsbrook	0	975
Bullsbrook	1	4210
Bulong	0	0
Bulong	1	0
Bulyee	0	2
Bulyee	1	44
Bunbury (WA)	0	803
Bunbury (WA)	1	2937
Bundanoon (WA)	0	0
Bundanoon (WA)	1	11
Buniche	0	0
Buniche	1	22
Bunjil	0	17
Bunjil	1	43
Buntine	0	15
Buntine	1	47
Burakin	0	5
Burakin	1	27
Buraminya	0	0
Buraminya	1	0
Burekup	0	87
Burekup	1	713
Burges	0	0
Burges	1	7
Burlong	0	454
Burlong	1	34
Burma Road	0	0
Burma Road	1	4
Burns Beach	0	573
Burns Beach	1	2804
Burnside (WA)	0	42
Burnside (WA)	1	230
Burracoppin	0	17
Burracoppin	1	87
Burran Rock	0	0
Burran Rock	1	20
Burrup	0	3
Burrup	1	0
Burswood	0	884
Burswood	1	1456
Busselton	0	321
Busselton	1	1557
Butler (WA)	0	4084
Butler (WA)	1	9194
Byford	0	2970
Byford	1	11938
Cable Beach	0	1142
Cable Beach	1	4294
Cadoux	0	14
Cadoux	1	53
Caiguna	0	0
Caiguna	1	8
Calingiri	0	51
Calingiri	1	156
Calista	0	391
Calista	1	1601
Caljie	0	3
Caljie	1	37
Callcup	0	0
Callcup	1	19
Camballin	0	25
Camballin	1	704
Cambridge Gulf	0	9
Cambridge Gulf	1	39
Camillo	0	866
Camillo	1	3542
Cancanning	0	6
Cancanning	1	24
Cane	0	9
Cane	1	4
Canna	0	2
Canna	1	67
Canning Mills	0	4
Canning Mills	1	22
Canning Vale	0	9296
Canning Vale	1	23763
Cannington	0	3002
Cannington	1	2927
Cape Arid	0	5
Cape Arid	1	0
Cape Burney	0	85
Cape Burney	1	415
Cape Le Grand	0	17
Cape Le Grand	1	0
Cape Range National Park	0	1
Cape Range National Park	1	14
Capel	0	318
Capel	1	2191
Capel River	0	13
Capel River	1	127
Capricorn	0	40
Capricorn	1	19
Caraban	0	4
Caraban	1	19
Carabooda	0	89
Carabooda	1	353
Carani	0	0
Carani	1	21
Carbla	0	0
Carbla	1	0
Carbunup River	0	12
Carbunup River	1	104
Cardiff (WA)	0	10
Cardiff (WA)	1	97
Cardup	0	103
Cardup	1	1007
Carey Park	0	962
Carey Park	1	4206
Carine	0	773
Carine	1	5706
Carlisle	0	1974
Carlisle	1	4501
Carlotta	0	14
Carlotta	1	83
Carmel	0	161
Carmel	1	609
Carnamah	0	89
Carnamah	1	316
Carnarvon	0	70
Carnarvon	1	138
Carrabin	0	0
Carrabin	1	5
Carramar (WA)	0	1486
Carramar (WA)	1	5685
Carrolup	0	2
Carrolup	1	47
Cartmeticup	0	6
Cartmeticup	1	49
Cascade (WA)	0	18
Cascade (WA)	1	98
Castletown	0	573
Castletown	1	3428
Casuarina (WA)	0	1036
Casuarina (WA)	1	705
Cataby	0	11
Cataby	1	41
Catterick	0	5
Catterick	1	168
Caversham	0	1101
Caversham	1	4189
Centennial Park (WA)	0	116
Centennial Park (WA)	1	525
Cervantes	0	106
Cervantes	1	421
Chadwick	0	33
Chadwick	1	149
Champion Lakes	0	232
Champion Lakes	1	896
Chandler (WA)	0	0
Chandler (WA)	1	16
Changerup	0	10
Changerup	1	40
Channybearup	0	26
Channybearup	1	118
Chapman Hill	0	11
Chapman Hill	1	106
Charley Creek	0	15
Charley Creek	1	51
Cherry Tree Pool	0	1
Cherry Tree Pool	1	57
Cheynes	0	0
Cheynes	1	11
Chichester (WA)	0	5
Chichester (WA)	1	14
Chidlow	0	241
Chidlow	1	1587
Chittering	0	143
Chittering	1	778
Chowerup	0	7
Chowerup	1	30
Churchlands	0	732
Churchlands	1	2655
City Beach	0	888
City Beach	1	5721
Clackline	0	39
Clackline	1	271
Claremont (WA)	0	1692
Claremont (WA)	1	6456
Clarkson	0	3459
Clarkson	1	9508
Cleary	0	0
Cleary	1	13
Cleaverville	0	0
Cleaverville	1	7
Clifton (WA)	0	0
Clifton (WA)	1	0
Cloverdale	0	2652
Cloverdale	1	5417
Coblinine	0	3
Coblinine	1	39
Coburn	0	0
Coburn	1	0
Cockburn Central	0	433
Cockburn Central	1	827
Cocklebiddy	0	14
Cocklebiddy	1	5
Codjatotine	0	7
Codjatotine	1	40
Cold Harbour	0	16
Cold Harbour	1	60
Collanilling	0	4
Collanilling	1	20
College Grove	0	515
College Grove	1	1064
Collie (WA)	0	1010
Collie (WA)	1	6577
Collie Burn	0	9
Collie Burn	1	46
Collingwood Heights	0	60
Collingwood Heights	1	616
Collingwood Park (WA)	0	23
Collingwood Park (WA)	1	200
Collins	0	7
Collins	1	33
Commodine	0	4
Commodine	1	26
Como (WA)	0	3371
Como (WA)	1	10767
Condingup	0	51
Condingup	1	227
Connolly	0	632
Connolly	1	3009
Contine	0	0
Contine	1	26
Coodanup	0	664
Coodanup	1	3268
Coogee (WA)	0	607
Coogee (WA)	1	3990
Cookernup	0	59
Cookernup	1	443
Cooladar Hill	0	-2
Cooladar Hill	1	8
Coolbellup	0	1134
Coolbellup	1	4189
Coolbinia	0	163
Coolbinia	1	1497
Coolcalalaya	0	-3
Coolcalalaya	1	13
Coolgardie (WA)	0	193
Coolgardie (WA)	1	685
Cooljarloo	0	0
Cooljarloo	1	4
Cooloongup	0	1291
Cooloongup	1	5448
Coolup	0	44
Coolup	1	342
Coomalbidgup	0	26
Coomalbidgup	1	114
Coomberdale	0	7
Coomberdale	1	57
Coonabidgee	0	21
Coonabidgee	1	103
Coondle	0	143
Coondle	1	557
Coorow	0	15
Coorow	1	157
Cooya Pooya	0	3
Cooya Pooya	1	0
Copley (WA)	0	23
Copley (WA)	1	44
Coral Bay	0	56
Coral Bay	1	151
Corinthia	0	7
Corinthia	1	0
Corrigin	0	139
Corrigin	1	712
Cosmo Newbery	0	0
Cosmo Newbery	1	57
Cossack (WA)	0	0
Cossack (WA)	1	0
Cottesloe	0	1204
Cottesloe	1	6171
Courtenay	0	17
Courtenay	1	33
Cowalellup	0	3
Cowalellup	1	22
Cowalla	0	8
Cowalla	1	40
Cowaramup	0	329
Cowaramup	1	1573
Cowcowing	0	-2
Cowcowing	1	22
Coyrecup	0	10
Coyrecup	1	30
Craigie (WA)	0	1046
Craigie (WA)	1	4807
Cramphorne	0	16
Cramphorne	1	45
Cranbrook (WA)	0	81
Cranbrook (WA)	1	415
Crawley	0	2159
Crawley	1	1936
Crooked Brook	0	17
Crooked Brook	1	179
Crossman	0	23
Crossman	1	180
Crowea	0	18
Crowea	1	105
Cuballing	0	84
Cuballing	1	374
Cubbine	0	6
Cubbine	1	17
Cue	0	58
Cue	1	120
Culham	0	2
Culham	1	29
Cullacabardee	0	1
Cullacabardee	1	35
Cullalla	0	1
Cullalla	1	24
Cundeelee	0	24
Cundeelee	1	56
Cunderdin	0	220
Cunderdin	1	656
Cundinup	0	6
Cundinup	1	45
Cunjardine	0	1
Cunjardine	1	19
Currambine	0	1391
Currambine	1	5521
Cuthbert	0	23
Cuthbert	1	133
Daadenning Creek	0	3
Daadenning Creek	1	23
Daggar Hills	0	0
Daggar Hills	1	0
Daglish	0	265
Daglish	1	1154
Dale	0	34
Dale	1	182
Daliak	0	13
Daliak	1	51
Dalkeith	0	583
Dalkeith	1	3657
Dalwallinu	0	200
Dalwallinu	1	587
Dalyellup	0	1572
Dalyellup	1	7426
Dalyup	0	61
Dalyup	1	116
Dampier	0	146
Dampier	1	958
Dampier Archipelago	0	0
Dampier Archipelago	1	0
Dampier Peninsula	0	70
Dampier Peninsula	1	1043
Dandanning	0	0
Dandanning	1	15
Dandaragan	0	40
Dandaragan	1	300
Dangin	0	18
Dangin	1	29
Darch	0	1038
Darch	1	6048
Dardadine	0	2
Dardadine	1	17
Dardanup	0	38
Dardanup	1	464
Dardanup West	0	64
Dardanup West	1	608
Darkan	0	75
Darkan	1	328
Darling Downs	0	123
Darling Downs	1	1077
Darlington (WA)	0	443
Darlington (WA)	1	3213
Darradup	0	0
Darradup	1	34
Dartmoor (WA)	0	0
Dartmoor (WA)	1	7
Dartnall	0	8
Dartnall	1	26
Datatine	0	6
Datatine	1	21
Davenport (WA)	0	0
Davenport (WA)	1	9
Dawesville	0	938
Dawesville	1	4886
Dayton	0	800
Dayton	1	2034
De Grey	0	8
De Grey	1	24
Deanmill	0	42
Deanmill	1	286
Deepdale	0	97
Deepdale	1	777
Deepdene (WA)	0	6
Deepdene (WA)	1	48
Denbarker	0	12
Denbarker	1	63
Denham	0	138
Denham	1	616
Denmark	0	397
Denmark	1	2240
Derby (WA)	0	728
Derby (WA)	1	2783
Devils Creek	0	1
Devils Creek	1	29
Dewars Pool	0	11
Dewars Pool	1	24
Diamond Tree	0	-1
Diamond Tree	1	24
Dianella	0	4161
Dianella	1	19325
Dindiloa	0	5
Dindiloa	1	14
Dingup	0	19
Dingup	1	178
Dinninup	0	6
Dinninup	1	118
Dirk Hartog Island	0	1
Dirk Hartog Island	1	3
Dixvale	0	12
Dixvale	1	43
Djugun	0	435
Djugun	1	2398
Dongara	0	168
Dongara	1	1212
Dongolocking	0	0
Dongolocking	1	23
Donnelly River	0	1
Donnelly River	1	4
Donnybrook (WA)	0	443
Donnybrook (WA)	1	2381
Doodenanning	0	18
