SSC_NAME16	Address1YearAgo	Sex	persons
Karalee	Northern Territory	M	5
Karalee	Queensland	F	214
Karalee	Queensland	M	214
Karalee	South Australia	M	3
Karalee	Victoria	F	4
Karalee	Victoria	M	7
Karalee	Western Australia	F	3
Karana Downs	(Overseas)	F	16
Karana Downs	(Overseas)	M	9
Karana Downs	(Same Address)	F	1609
Karana Downs	(Same Address)	M	1624
Karana Downs	(Same SA2)	F	45
Karana Downs	(Same SA2)	M	43
Karana Downs	New South Wales	F	3
Karana Downs	New South Wales	M	3
Karana Downs	Northern Territory	F	3
Karana Downs	Queensland	F	143
Karana Downs	Queensland	M	126
Karana Downs	Victoria	F	7
Karana Downs	Victoria	M	4
Karara	(Same Address)	F	50
Karara	(Same Address)	M	54
Karara	Queensland	F	8
Karara	Queensland	M	9
Karawatha	(Same Address)	F	6
Karawatha	(Same Address)	M	12
Karrabin	(Same Address)	F	178
Karrabin	(Same Address)	M	185
Karrabin	(Same SA2)	M	4
Karrabin	Queensland	F	12
Karrabin	Queensland	M	10
Karragarra Island	(Same Address)	F	85
Karragarra Island	(Same Address)	M	72
Karragarra Island	(Same SA2)	F	3
Karragarra Island	Queensland	F	4
Karragarra Island	Queensland	M	7
Karumba	(Overseas)	F	4
Karumba	(Same Address)	F	182
Karumba	(Same Address)	M	211
Karumba	(Same SA2)	F	11
Karumba	(Same SA2)	M	10
Karumba	New South Wales	F	4
Karumba	Northern Territory	F	3
Karumba	Queensland	F	14
Karumba	Queensland	M	20
Karumba	Western Australia	F	3
Karumba	Western Australia	M	8
Kawana	(Overseas)	F	18
Kawana	(Overseas)	M	12
Kawana	(Same Address)	F	1739
Kawana	(Same Address)	M	1593
Kawana	(Same SA2)	F	51
Kawana	(Same SA2)	M	35
Kawana	New South Wales	F	4
Kawana	New South Wales	M	7
Kawana	Queensland	F	250
Kawana	Queensland	M	225
Kawana	Victoria	F	7
Kawana	Victoria	M	3
Kawl Kawl	(Same Address)	F	8
Kawl Kawl	(Same Address)	M	11
Kawungan	(Overseas)	F	8
Kawungan	(Overseas)	M	7
Kawungan	(Same Address)	F	1910
Kawungan	(Same Address)	M	1715
Kawungan	(Same SA2)	F	75
Kawungan	(Same SA2)	M	65
Kawungan	New South Wales	F	18
Kawungan	New South Wales	M	16
Kawungan	Northern Territory	M	4
Kawungan	Queensland	F	249
Kawungan	Queensland	M	198
Kawungan	South Australia	M	3
Kawungan	Tasmania	F	3
Kawungan	Tasmania	M	7
Kawungan	Victoria	M	4
Kawungan	Western Australia	M	3
Kearneys Spring	(Overseas)	F	95
Kearneys Spring	(Overseas)	M	86
Kearneys Spring	(Same Address)	F	3098
Kearneys Spring	(Same Address)	M	2568
Kearneys Spring	(Same SA2)	F	221
Kearneys Spring	(Same SA2)	M	224
Kearneys Spring	New South Wales	F	44
Kearneys Spring	New South Wales	M	35
Kearneys Spring	Northern Territory	F	3
Kearneys Spring	Northern Territory	M	3
Kearneys Spring	Queensland	F	640
Kearneys Spring	Queensland	M	569
Kearneys Spring	South Australia	M	3
Kearneys Spring	Victoria	F	7
Kearneys Spring	Victoria	M	18
Kearneys Spring	Western Australia	F	7
Kearneys Spring	Western Australia	M	12
Kedron	(Overseas)	F	82
Kedron	(Overseas)	M	83
Kedron	(Same Address)	F	3414
Kedron	(Same Address)	M	3292
Kedron	(Same SA2)	F	95
Kedron	(Same SA2)	M	94
Kedron	Australian Capital Territory	F	4
Kedron	Australian Capital Territory	M	3
Kedron	New South Wales	F	34
Kedron	New South Wales	M	28
Kedron	Northern Territory	M	6
Kedron	Queensland	F	654
Kedron	Queensland	M	629
Kedron	South Australia	F	4
Kedron	South Australia	M	3
Kedron	Tasmania	F	4
Kedron	Tasmania	M	5
Kedron	Victoria	F	23
Kedron	Victoria	M	16
Kedron	Western Australia	F	9
Kedron	Western Australia	M	3
Kelsey Creek	(Same Address)	F	38
Kelsey Creek	(Same Address)	M	45
Kelsey Creek	(Same SA2)	F	4
Kelsey Creek	(Same SA2)	M	5
Kelsey Creek	Queensland	F	10
Kelsey Creek	Queensland	M	4
Kelso (Qld)	(Overseas)	F	13
Kelso (Qld)	(Overseas)	M	16
Kelso (Qld)	(Same Address)	F	3875
Kelso (Qld)	(Same Address)	M	3778
Kelso (Qld)	(Same SA2)	F	200
Kelso (Qld)	(Same SA2)	M	179
Kelso (Qld)	New South Wales	F	29
Kelso (Qld)	New South Wales	M	22
Kelso (Qld)	Northern Territory	F	9
Kelso (Qld)	Northern Territory	M	10
Kelso (Qld)	Queensland	F	623
Kelso (Qld)	Queensland	M	517
Kelso (Qld)	South Australia	F	4
Kelso (Qld)	South Australia	M	3
Kelso (Qld)	Victoria	F	10
Kelso (Qld)	Victoria	M	10
Kelso (Qld)	Western Australia	F	6
Kelso (Qld)	Western Australia	M	6
Kelvin Grove	(Overseas)	F	435
Kelvin Grove	(Overseas)	M	403
Kelvin Grove	(Same Address)	F	2156
Kelvin Grove	(Same Address)	M	2165
Kelvin Grove	(Same SA2)	F	224
Kelvin Grove	(Same SA2)	M	208
Kelvin Grove	Australian Capital Territory	F	6
Kelvin Grove	Australian Capital Territory	M	9
Kelvin Grove	New South Wales	F	42
Kelvin Grove	New South Wales	M	41
Kelvin Grove	Northern Territory	F	5
Kelvin Grove	Northern Territory	M	3
Kelvin Grove	Queensland	F	704
Kelvin Grove	Queensland	M	657
Kelvin Grove	South Australia	F	5
Kelvin Grove	South Australia	M	3
Kelvin Grove	Tasmania	F	3
Kelvin Grove	Victoria	F	14
Kelvin Grove	Victoria	M	14
Kelvin Grove	Western Australia	F	10
Kelvin Grove	Western Australia	M	10
Kelvinhaugh	(Same Address)	F	13
Kelvinhaugh	(Same Address)	M	13
Kelvinhaugh	Northern Territory	F	3
Kelvinhaugh	Queensland	F	4
Kelvinhaugh	Queensland	M	5
Kemmis	(Same Address)	M	4
Kenilworth	(Same Address)	F	215
Kenilworth	(Same Address)	M	195
Kenilworth	(Same SA2)	F	18
Kenilworth	(Same SA2)	M	11
Kenilworth	New South Wales	F	6
Kenilworth	New South Wales	M	3
Kenilworth	Northern Territory	F	3
Kenilworth	Queensland	F	26
Kenilworth	Queensland	M	25
Kenmore	(Overseas)	F	85
Kenmore	(Overseas)	M	66
Kenmore	(Same Address)	F	3694
Kenmore	(Same Address)	M	3423
Kenmore	(Same SA2)	F	83
Kenmore	(Same SA2)	M	83
Kenmore	Australian Capital Territory	F	3
Kenmore	Australian Capital Territory	M	3
Kenmore	New South Wales	F	25
Kenmore	New South Wales	M	32
Kenmore	Queensland	F	435
Kenmore	Queensland	M	455
Kenmore	South Australia	F	6
Kenmore	South Australia	M	4
Kenmore	Tasmania	F	3
Kenmore	Tasmania	M	8
Kenmore	Victoria	F	14
Kenmore	Victoria	M	16
Kenmore	Western Australia	F	11
Kenmore	Western Australia	M	20
Kenmore Hills	(Overseas)	F	27
Kenmore Hills	(Overseas)	M	22
Kenmore Hills	(Same Address)	F	1016
Kenmore Hills	(Same Address)	M	926
Kenmore Hills	(Same SA2)	F	13
Kenmore Hills	(Same SA2)	M	12
Kenmore Hills	New South Wales	F	3
Kenmore Hills	Queensland	F	126
Kenmore Hills	Queensland	M	113
Kenmore Hills	South Australia	M	6
Kenmore Hills	Victoria	F	14
Kenmore Hills	Victoria	M	6
Kenmore Hills	Western Australia	M	4
Kennedy	(Same Address)	F	67
Kennedy	(Same Address)	M	66
Kennedy	(Same SA2)	F	3
Kennedy	(Same SA2)	M	6
Kennedy	Queensland	F	4
Kennedy	Queensland	M	4
Kennedy	South Australia	F	3
Kensington (Qld)	(Same Address)	F	187
Kensington (Qld)	(Same Address)	M	212
Kensington (Qld)	(Same SA2)	F	6
Kensington (Qld)	(Same SA2)	M	7
Kensington (Qld)	Queensland	F	38
Kensington (Qld)	Queensland	M	32
Kensington Grove	(Same Address)	F	620
Kensington Grove	(Same Address)	M	679
Kensington Grove	(Same SA2)	F	24
Kensington Grove	(Same SA2)	M	22
Kensington Grove	New South Wales	F	10
Kensington Grove	New South Wales	M	9
Kensington Grove	Queensland	F	114
Kensington Grove	Queensland	M	87
Kents Lagoon	(Same Address)	F	21
Kents Lagoon	(Same Address)	M	24
Kents Pocket	(Same Address)	F	14
Kents Pocket	(Same Address)	M	15
Kentville	(Same Address)	F	40
Kentville	(Same Address)	M	42
Kentville	Queensland	F	5
Kentville	Queensland	M	4
Keperra	(Overseas)	F	13
Keperra	(Overseas)	M	22
Keperra	(Same Address)	F	2930
Keperra	(Same Address)	M	2558
Keperra	(Same SA2)	F	48
Keperra	(Same SA2)	M	57
Keperra	New South Wales	F	21
Keperra	New South Wales	M	14
Keperra	Queensland	F	319
Keperra	Queensland	M	289
Keperra	Victoria	F	7
Keperra	Victoria	M	7
Keperra	Western Australia	F	3
Keperra	Western Australia	M	3
Kepnock	(Overseas)	F	8
Kepnock	(Overseas)	M	13
Kepnock	(Same Address)	F	1754
Kepnock	(Same Address)	M	1632
Kepnock	(Same SA2)	F	29
Kepnock	(Same SA2)	M	25
Kepnock	New South Wales	F	8
Kepnock	New South Wales	M	10
Kepnock	Queensland	F	261
Kepnock	Queensland	M	252
Kepnock	Victoria	M	3
Kepnock	Western Australia	F	5
Keppel Sands	(Same Address)	F	130
Keppel Sands	(Same Address)	M	148
Keppel Sands	(Same SA2)	F	4
Keppel Sands	(Same SA2)	M	4
Keppel Sands	Queensland	F	15
Keppel Sands	Queensland	M	18
Keriri Island	(Same Address)	F	103
Keriri Island	(Same Address)	M	97
Keriri Island	(Same SA2)	F	3
Keriri Island	Queensland	F	16
Keriri Island	Queensland	M	14
Kerry	(Same Address)	F	143
Kerry	(Same Address)	M	128
Kerry	(Same SA2)	F	8
Kerry	(Same SA2)	M	3
Kerry	New South Wales	F	4
Kerry	Queensland	F	8
Kewarra Beach	(Overseas)	F	44
Kewarra Beach	(Overseas)	M	25
Kewarra Beach	(Same Address)	F	2061
Kewarra Beach	(Same Address)	M	1983
Kewarra Beach	(Same SA2)	F	122
Kewarra Beach	(Same SA2)	M	91
Kewarra Beach	Australian Capital Territory	F	3
Kewarra Beach	New South Wales	F	26
Kewarra Beach	New South Wales	M	26
Kewarra Beach	Northern Territory	F	8
Kewarra Beach	Northern Territory	M	12
Kewarra Beach	Queensland	F	289
Kewarra Beach	Queensland	M	226
Kewarra Beach	South Australia	F	15
Kewarra Beach	South Australia	M	10
Kewarra Beach	Victoria	F	40
Kewarra Beach	Victoria	M	31
Kewarra Beach	Western Australia	F	6
Kewarra Beach	Western Australia	M	4
Keysland	(Same Address)	F	4
Keysland	(Same Address)	M	6
Kholo	(Overseas)	M	3
Kholo	(Same Address)	F	181
Kholo	(Same Address)	M	174
Kholo	(Same SA2)	F	3
Kholo	Queensland	F	12
Kholo	Queensland	M	11
Khosh Bulduk	(Same Address)	F	16
Khosh Bulduk	(Same Address)	M	21
Kia Ora (Qld)	(Same Address)	F	72
Kia Ora (Qld)	(Same Address)	M	79
Kia Ora (Qld)	(Same SA2)	F	8
Kia Ora (Qld)	(Same SA2)	M	3
Kia Ora (Qld)	Queensland	F	13
Kia Ora (Qld)	Queensland	M	9
Kiamba	(Same Address)	F	62
Kiamba	(Same Address)	M	72
Kiamba	New South Wales	M	3
Kiamba	Queensland	F	12
Kiamba	Queensland	M	8
Kiamba	Victoria	F	3
Kiamba	Western Australia	F	3
Kianga (Qld)	(Same Address)	F	92
Kianga (Qld)	(Same Address)	M	90
Kianga (Qld)	(Same SA2)	F	9
Kianga (Qld)	(Same SA2)	M	8
Kianga (Qld)	Queensland	F	6
Kianga (Qld)	Queensland	M	4
Kidaman Creek	(Same Address)	F	48
Kidaman Creek	(Same Address)	M	49
Kidaman Creek	(Same SA2)	M	3
Kidaman Creek	Queensland	F	4
Kidaman Creek	Queensland	M	3
Kiels Mountain	(Overseas)	F	8
Kiels Mountain	(Overseas)	M	9
Kiels Mountain	(Same Address)	F	259
Kiels Mountain	(Same Address)	M	270
Kiels Mountain	New South Wales	F	4
Kiels Mountain	Queensland	F	26
Kiels Mountain	Queensland	M	33
Kilbirnie	(Same Address)	F	23
Kilbirnie	(Same Address)	M	14
Kilbirnie	Queensland	F	5
Kilbirnie	Queensland	M	3
Kilcoy	(Overseas)	F	17
Kilcoy	(Overseas)	M	18
Kilcoy	(Same Address)	F	693
Kilcoy	(Same Address)	M	670
Kilcoy	(Same SA2)	F	89
Kilcoy	(Same SA2)	M	98
Kilcoy	New South Wales	F	5
Kilcoy	New South Wales	M	6
Kilcoy	Northern Territory	F	7
Kilcoy	Queensland	F	69
Kilcoy	Queensland	M	65
Kilcoy	Victoria	F	3
Kilcummin	(Same Address)	F	103
Kilcummin	(Same Address)	M	90
Kilcummin	(Same SA2)	F	3
Kilcummin	(Same SA2)	M	3
Kilcummin	Queensland	F	10
Kilcummin	Queensland	M	23
Kilkivan	(Same Address)	F	273
Kilkivan	(Same Address)	M	271
Kilkivan	(Same SA2)	F	7
Kilkivan	(Same SA2)	M	13
Kilkivan	Queensland	F	37
Kilkivan	Queensland	M	29
Kilkivan	Victoria	F	3
Killaloe	(Same Address)	F	46
Killaloe	(Same Address)	M	43
Killaloe	(Same SA2)	M	3
Killaloe	Queensland	F	5
Killarney (Qld)	(Overseas)	F	3
Killarney (Qld)	(Same Address)	F	389
Killarney (Qld)	(Same Address)	M	375
Killarney (Qld)	(Same SA2)	F	21
Killarney (Qld)	(Same SA2)	M	18
Killarney (Qld)	Northern Territory	F	3
Killarney (Qld)	Queensland	F	22
Killarney (Qld)	Queensland	M	26
Killarney (Qld)	Western Australia	M	3
Kimberley (Qld)	(Same Address)	F	10
Kimberley (Qld)	(Same Address)	M	14
Kimberley (Qld)	Queensland	M	3
Kin Kin	(Same Address)	F	274
Kin Kin	(Same Address)	M	295
Kin Kin	(Same SA2)	F	20
Kin Kin	(Same SA2)	M	10
Kin Kin	New South Wales	F	3
Kin Kin	New South Wales	M	3
Kin Kin	Queensland	F	17
Kin Kin	Queensland	M	15
Kin Kin	Tasmania	F	3
Kin Kin	Victoria	F	3
Kin Kin	Victoria	M	3
Kin Kora	(Overseas)	F	9
Kin Kora	(Overseas)	M	4
Kin Kora	(Same Address)	F	927
Kin Kora	(Same Address)	M	952
Kin Kora	(Same SA2)	F	32
Kin Kora	(Same SA2)	M	33
Kin Kora	New South Wales	F	5
Kin Kora	New South Wales	M	10
Kin Kora	Northern Territory	M	3
Kin Kora	Queensland	F	191
Kin Kora	Queensland	M	159
Kin Kora	South Australia	F	3
Kin Kora	South Australia	M	5
Kin Kora	Victoria	F	3
Kin Kora	Victoria	M	4
Kinbombi	(Same Address)	F	12
Kinbombi	(Same Address)	M	16
Kinbombi	(Same SA2)	F	3
Kinbombi	(Same SA2)	M	3
Kinchant Dam	(Same Address)	F	42
Kinchant Dam	(Same Address)	M	58
Kinchant Dam	(Same SA2)	F	3
Kinchant Dam	(Same SA2)	M	4
Kinchant Dam	Queensland	M	3
Kincora	(Same Address)	F	26
Kincora	(Same Address)	M	37
Kindon	(Same Address)	F	3
Kindon	(Same Address)	M	3
King Scrub	(Same Address)	F	142
King Scrub	(Same Address)	M	136
King Scrub	Queensland	F	7
King Scrub	Queensland	M	10
Kingaham	(Same Address)	F	3
Kingaham	(Same Address)	M	12
Kingaroy	(Overseas)	F	10
Kingaroy	(Overseas)	M	13
Kingaroy	(Same Address)	F	3787
Kingaroy	(Same Address)	M	3543
Kingaroy	(Same SA2)	F	491
Kingaroy	(Same SA2)	M	442
Kingaroy	New South Wales	F	5
Kingaroy	New South Wales	M	11
Kingaroy	Northern Territory	F	3
Kingaroy	Northern Territory	M	3
Kingaroy	Queensland	F	462
Kingaroy	Queensland	M	409
Kingaroy	South Australia	F	10
Kingaroy	South Australia	M	7
Kingaroy	Victoria	F	3
Kingaroy	Victoria	M	4
Kingaroy	Western Australia	F	5
Kingaroy	Western Australia	M	4
Kings Beach	(Overseas)	F	46
Kings Beach	(Overseas)	M	38
Kings Beach	(Same Address)	F	943
Kings Beach	(Same Address)	M	837
Kings Beach	(Same SA2)	F	56
Kings Beach	(Same SA2)	M	43
Kings Beach	Australian Capital Territory	F	3
Kings Beach	New South Wales	F	19
Kings Beach	New South Wales	M	17
Kings Beach	Northern Territory	F	3
Kings Beach	Queensland	F	201
Kings Beach	Queensland	M	196
Kings Beach	South Australia	M	4
Kings Beach	Tasmania	M	3
Kings Beach	Victoria	F	3
Kings Beach	Victoria	M	4
Kings Beach	Western Australia	F	4
Kings Creek	(Same Address)	F	27
Kings Creek	(Same Address)	M	34
Kings Creek	(Same SA2)	F	3
Kings Creek	(Same SA2)	M	3
Kings Siding	(Same Address)	F	8
Kings Siding	(Same Address)	M	4
Kingsholme	(Overseas)	M	4
Kingsholme	(Same Address)	F	126
Kingsholme	(Same Address)	M	116
Kingsholme	Queensland	F	5
Kingsholme	Queensland	M	6
Kingsthorpe	(Overseas)	M	3
Kingsthorpe	(Same Address)	F	783
Kingsthorpe	(Same Address)	M	736
Kingsthorpe	(Same SA2)	F	12
Kingsthorpe	(Same SA2)	M	9
Kingsthorpe	Northern Territory	F	3
Kingsthorpe	Queensland	F	88
Kingsthorpe	Queensland	M	91
Kingston (Qld)	(Overseas)	F	116
Kingston (Qld)	(Overseas)	M	75
Kingston (Qld)	(Same Address)	F	3727
Kingston (Qld)	(Same Address)	M	3782
Kingston (Qld)	(Same SA2)	F	125
Kingston (Qld)	(Same SA2)	M	102
Kingston (Qld)	Australian Capital Territory	F	3
Kingston (Qld)	New South Wales	F	28
Kingston (Qld)	New South Wales	M	37
Kingston (Qld)	Northern Territory	F	4
Kingston (Qld)	Queensland	F	506
Kingston (Qld)	Queensland	M	519
Kingston (Qld)	South Australia	F	3
Kingston (Qld)	South Australia	M	10
Kingston (Qld)	Victoria	F	13
Kingston (Qld)	Victoria	M	17
Kingston (Qld)	Western Australia	F	10
Kingston (Qld)	Western Australia	M	14
Kinka Beach	(Same Address)	F	239
Kinka Beach	(Same Address)	M	219
Kinka Beach	(Same SA2)	F	3
Kinka Beach	(Same SA2)	M	3
Kinka Beach	Queensland	F	26
Kinka Beach	Queensland	M	25
Kinkuna	(Same Address)	F	44
Kinkuna	(Same Address)	M	54
Kinkuna	Queensland	F	3
Kinkuna	Queensland	M	4
Kinleymore	(Same Address)	F	31
Kinleymore	(Same Address)	M	30
Kinleymore	(Same SA2)	F	3
Kinnoul	(Same Address)	F	29
Kinnoul	(Same Address)	M	31
Kinnoul	Queensland	F	3
Kinnoul	Queensland	M	3
Kioma	(Same Address)	F	11
Kioma	(Same Address)	M	10
Kioma	Queensland	F	3
Kioma	Queensland	M	4
Kippa-Ring	(Overseas)	F	36
Kippa-Ring	(Overseas)	M	31
Kippa-Ring	(Same Address)	F	3968
Kippa-Ring	(Same Address)	M	3535
Kippa-Ring	(Same SA2)	F	150
Kippa-Ring	(Same SA2)	M	117
Kippa-Ring	New South Wales	F	33
Kippa-Ring	New South Wales	M	24
Kippa-Ring	Queensland	F	476
Kippa-Ring	Queensland	M	423
Kippa-Ring	South Australia	M	3
Kippa-Ring	Tasmania	F	4
Kippa-Ring	Victoria	F	11
Kippa-Ring	Victoria	M	12
Kippa-Ring	Western Australia	F	3
Kippa-Ring	Western Australia	M	4
Kirknie	(Same Address)	F	20
Kirknie	(Same Address)	M	26
Kirknie	(Same SA2)	M	3
Kirkwood	(Overseas)	F	16
Kirkwood	(Overseas)	M	14
Kirkwood	(Same Address)	F	664
Kirkwood	(Same Address)	M	651
Kirkwood	(Same SA2)	F	107
Kirkwood	(Same SA2)	M	97
Kirkwood	New South Wales	F	9
Kirkwood	New South Wales	M	6
Kirkwood	Northern Territory	F	3
Kirkwood	Northern Territory	M	3
Kirkwood	Queensland	F	241
Kirkwood	Queensland	M	226
Kirkwood	South Australia	F	3
Kirkwood	Tasmania	M	4
Kirkwood	Victoria	F	4
Kirkwood	Victoria	M	8
Kirrama	(Same Address)	F	4
Kirrama	(Same Address)	M	9
Kirwan	(Overseas)	F	74
Kirwan	(Overseas)	M	62
Kirwan	(Same Address)	F	8211
Kirwan	(Same Address)	M	7743
Kirwan	(Same SA2)	F	315
Kirwan	(Same SA2)	M	288
Kirwan	Australian Capital Territory	F	11
Kirwan	Australian Capital Territory	M	3
Kirwan	New South Wales	F	78
Kirwan	New South Wales	M	76
Kirwan	Northern Territory	F	20
Kirwan	Northern Territory	M	26
Kirwan	Queensland	F	1297
Kirwan	Queensland	M	1118
Kirwan	South Australia	F	18
Kirwan	South Australia	M	16
Kirwan	Tasmania	F	11
Kirwan	Tasmania	M	4
Kirwan	Victoria	F	38
Kirwan	Victoria	M	25
Kirwan	Western Australia	F	24
Kirwan	Western Australia	M	17
Kitoba	(Same Address)	F	3
Kitoba	(Same Address)	M	7
Kitoba	Queensland	F	3
Kleinton	(Overseas)	F	3
Kleinton	(Overseas)	M	4
Kleinton	(Same Address)	F	534
Kleinton	(Same Address)	M	512
Kleinton	(Same SA2)	F	74
Kleinton	(Same SA2)	M	85
Kleinton	New South Wales	F	11
Kleinton	New South Wales	M	3
Kleinton	Queensland	F	139
Kleinton	Queensland	M	136
Knapp Creek	(Same Address)	F	28
Knapp Creek	(Same Address)	M	21
Knapp Creek	Queensland	F	4
Koah	(Same Address)	F	239
Koah	(Same Address)	M	244
Koah	(Same SA2)	F	3
Koah	(Same SA2)	M	5
Koah	Northern Territory	M	3
Koah	Queensland	F	18
Koah	Queensland	M	17
Koah	Victoria	F	3
Kobble Creek	(Same Address)	F	257
Kobble Creek	(Same Address)	M	272
Kobble Creek	(Same SA2)	F	8
Kobble Creek	Queensland	F	23
Kobble Creek	Queensland	M	23
Kogan	(Same Address)	F	60
Kogan	(Same Address)	M	75
Kogan	Queensland	F	11
Kogan	Queensland	M	4
Kokotungo	(Same Address)	F	41
Kokotungo	(Same Address)	M	46
Kolonga	(Same Address)	F	9
Kolonga	(Same Address)	M	18
Kolonga	Queensland	F	3
Kolonga	Queensland	M	4
Koongal	(Overseas)	F	34
Koongal	(Overseas)	M	11
Koongal	(Same Address)	F	1570
Koongal	(Same Address)	M	1650
Koongal	(Same SA2)	F	46
Koongal	(Same SA2)	M	64
Koongal	New South Wales	M	13
Koongal	Northern Territory	F	3
Koongal	Northern Territory	M	3
Koongal	Queensland	F	230
Koongal	Queensland	M	205
Koongal	Victoria	M	4
Koongal	Western Australia	F	3
Koongal	Western Australia	M	3
Kooralbyn	(Overseas)	F	3
Kooralbyn	(Overseas)	M	8
Kooralbyn	(Same Address)	F	609
Kooralbyn	(Same Address)	M	603
Kooralbyn	(Same SA2)	F	71
Kooralbyn	(Same SA2)	M	60
Kooralbyn	New South Wales	F	17
Kooralbyn	New South Wales	M	22
Kooralbyn	Northern Territory	F	3
Kooralbyn	Queensland	F	76
Kooralbyn	Queensland	M	82
Kooralbyn	Western Australia	F	3
Kooralgin	(Same Address)	F	21
Kooralgin	(Same Address)	M	26
Kooringal (Qld)	(Same Address)	F	17
Kooringal (Qld)	(Same Address)	M	19
Kooringal (Qld)	Queensland	F	3
Kooroongarra	(Same Address)	F	17
Kooroongarra	(Same Address)	M	26
Kooroongarra	Queensland	F	7
Kooroongarra	Queensland	M	5
Koumala	(Same Address)	F	322
Koumala	(Same Address)	M	346
Koumala	(Same SA2)	F	12
Koumala	(Same SA2)	M	12
Koumala	Queensland	F	18
Koumala	Queensland	M	23
Kowanyama	(Overseas)	F	3
Kowanyama	(Same Address)	F	445
Kowanyama	(Same Address)	M	405
Kowanyama	(Same SA2)	F	7
Kowanyama	(Same SA2)	M	5
Kowanyama	New South Wales	M	3
Kowanyama	Queensland	F	26
Kowanyama	Queensland	M	15
Kowguran	(Same Address)	F	10
Kowguran	(Same Address)	M	12
Kowguran	Queensland	F	7
Kowguran	Queensland	M	3
Kragra	(Same Address)	F	12
Kragra	(Same Address)	M	16
Kulangoor	(Same Address)	F	155
Kulangoor	(Same Address)	M	189
Kulangoor	(Same SA2)	F	4
Kulangoor	(Same SA2)	M	5
Kulangoor	New South Wales	F	4
Kulangoor	New South Wales	M	4
Kulangoor	Queensland	F	18
Kulangoor	Queensland	M	27
Kulangoor	Victoria	F	3
Kulangoor	Victoria	M	3
Kulgun	(Same Address)	F	32
Kulgun	(Same Address)	M	27
Kulgun	(Same SA2)	F	3
Kullogum	(Same Address)	F	47
Kullogum	(Same Address)	M	44
Kullogum	Queensland	F	6
Kullogum	Queensland	M	3
Kulpi	(Same Address)	F	34
Kulpi	(Same Address)	M	34
Kulpi	Queensland	F	4
Kulpi	Queensland	M	5
Kuluin	(Overseas)	F	5
Kuluin	(Overseas)	M	4
Kuluin	(Same Address)	F	910
Kuluin	(Same Address)	M	847
Kuluin	(Same SA2)	F	42
Kuluin	(Same SA2)	M	51
Kuluin	New South Wales	F	4
Kuluin	New South Wales	M	6
Kuluin	Queensland	F	111
Kuluin	Queensland	M	119
Kuluin	Victoria	M	3
Kumbarilla	(Same Address)	F	44
Kumbarilla	(Same Address)	M	76
Kumbarilla	(Same SA2)	F	4
Kumbarilla	(Same SA2)	M	4
Kumbarilla	New South Wales	F	3
Kumbarilla	New South Wales	M	3
Kumbarilla	Queensland	M	13
Kumbia	(Same Address)	F	101
Kumbia	(Same Address)	M	122
Kumbia	(Same SA2)	F	3
Kumbia	(Same SA2)	M	3
Kumbia	Queensland	F	16
Kumbia	Queensland	M	13
Kunda Park	(Same Address)	F	8
Kunda Park	(Same Address)	M	12
Kunioon	(Same Address)	F	8
Kunioon	(Same Address)	M	9
Kunioon	Queensland	F	5
Kunioon	Queensland	M	3
Kunwarara	(Same Address)	F	34
Kunwarara	(Same Address)	M	32
Kunwarara	Queensland	F	5
Kunwarara	Queensland	M	4
Kuraby	(Overseas)	F	135
Kuraby	(Overseas)	M	124
Kuraby	(Same Address)	F	3185
Kuraby	(Same Address)	M	3100
Kuraby	(Same SA2)	F	67
Kuraby	(Same SA2)	M	77
Kuraby	New South Wales	F	17
Kuraby	New South Wales	M	19
Kuraby	Queensland	F	392
Kuraby	Queensland	M	386
Kuraby	Victoria	F	15
Kuraby	Victoria	M	9
Kuraby	Western Australia	F	7
Kuraby	Western Australia	M	3
Kuranda	(Overseas)	F	8
Kuranda	(Overseas)	M	11
Kuranda	(Same Address)	F	1112
Kuranda	(Same Address)	M	1111
Kuranda	(Same SA2)	F	57
Kuranda	(Same SA2)	M	68
Kuranda	New South Wales	F	14
Kuranda	New South Wales	M	9
Kuranda	Northern Territory	F	9
Kuranda	Northern Territory	M	5
Kuranda	Queensland	F	98
Kuranda	Queensland	M	84
Kuranda	South Australia	F	3
Kuranda	Victoria	F	3
Kuranda	Victoria	M	3
Kuranda	Western Australia	M	4
Kureelpa	(Overseas)	F	4
Kureelpa	(Same Address)	F	366
Kureelpa	(Same Address)	M	373
Kureelpa	(Same SA2)	F	10
Kureelpa	(Same SA2)	M	6
Kureelpa	Queensland	F	33
Kureelpa	Queensland	M	26
Kureelpa	South Australia	M	3
Kureen	(Same Address)	F	42
Kureen	(Same Address)	M	53
Kureen	(Same SA2)	F	7
Kureen	(Same SA2)	M	4
Kureen	Queensland	F	6
Kureen	Queensland	M	4
Kuridala	(Same Address)	F	3
Kuridala	(Same Address)	M	5
Kurrimine Beach	(Overseas)	F	3
Kurrimine Beach	(Overseas)	M	4
Kurrimine Beach	(Same Address)	F	284
Kurrimine Beach	(Same Address)	M	318
Kurrimine Beach	(Same SA2)	F	15
Kurrimine Beach	(Same SA2)	M	10
Kurrimine Beach	New South Wales	M	3
Kurrimine Beach	Northern Territory	F	3
Kurrimine Beach	Queensland	F	23
Kurrimine Beach	Queensland	M	14
Kurrimine Beach	Western Australia	F	3
Kurrowah	(Same Address)	F	9
Kurrowah	(Same Address)	M	6
Kurumbul	(Same Address)	F	22
Kurumbul	(Same Address)	M	18
