SSC_NAME16	CountryOfBirth	persons
Fischer		3
Fischer	AUS	47
Fischer	GBR	3
Fisher (SA)		9
Fisher (SA)	AUS	46
Fisher (SA)	GBR	3
Fisherman Bay		23
Fisherman Bay	AUS	115
Fisherman Bay	GBR	9
Fitzroy (SA)		69
Fitzroy (SA)	AUS	513
Fitzroy (SA)	CHN	17
Fitzroy (SA)	DEU	3
Fitzroy (SA)	GBR	33
Fitzroy (SA)	GRC	12
Fitzroy (SA)	HKG	5
Fitzroy (SA)	HRV	5
Fitzroy (SA)	IND	19
Fitzroy (SA)	IRN	3
Fitzroy (SA)	ITA	25
Fitzroy (SA)	JPN	3
Fitzroy (SA)	LKA	4
Fitzroy (SA)	MYS	4
Fitzroy (SA)	NLD	6
Fitzroy (SA)	NZL	3
Fitzroy (SA)	PHL	6
Fitzroy (SA)	POL	3
Fitzroy (SA)	SGP	6
Fitzroy (SA)	VNM	27
Fitzroy (SA)	ZAF	3
Five Miles	AUS	5
Flagstaff Hill		607
Flagstaff Hill	AUS	6913
Flagstaff Hill	BGD	3
Flagstaff Hill	BIH	3
Flagstaff Hill	CAN	21
Flagstaff Hill	CHL	8
Flagstaff Hill	CHN	133
Flagstaff Hill	DEU	77
Flagstaff Hill	EGY	4
Flagstaff Hill	FJI	12
Flagstaff Hill	FRA	9
Flagstaff Hill	GBR	1273
Flagstaff Hill	GRC	25
Flagstaff Hill	HKG	15
Flagstaff Hill	HRV	23
Flagstaff Hill	IDN	12
Flagstaff Hill	IND	84
Flagstaff Hill	IRL	34
Flagstaff Hill	IRN	51
Flagstaff Hill	IRQ	8
Flagstaff Hill	ITA	51
Flagstaff Hill	JPN	5
Flagstaff Hill	KOR	34
Flagstaff Hill	LBN	14
Flagstaff Hill	LKA	24
Flagstaff Hill	MLT	4
Flagstaff Hill	MMR	3
Flagstaff Hill	MYS	34
Flagstaff Hill	NLD	64
Flagstaff Hill	NPL	4
Flagstaff Hill	NZL	92
Flagstaff Hill	PAK	19
Flagstaff Hill	PHL	45
Flagstaff Hill	PNG	5
Flagstaff Hill	POL	44
Flagstaff Hill	SGP	20
Flagstaff Hill	THA	4
Flagstaff Hill	TUR	5
Flagstaff Hill	TWN	3
Flagstaff Hill	USA	33
Flagstaff Hill	VNM	12
Flagstaff Hill	ZAF	134
Flagstaff Hill	ZWE	11
Flaxley		17
Flaxley	AUS	133
Flaxley	GBR	8
Flaxley	IND	3
Flaxley	THA	3
Flaxman Valley		27
Flaxman Valley	AUS	209
Flaxman Valley	GBR	9
Flaxman Valley	NZL	3
Flinders Park		362
Flinders Park	AFG	18
Flinders Park	AUS	3529
Flinders Park	BIH	7
Flinders Park	CAN	3
Flinders Park	CHN	72
Flinders Park	DEU	30
Flinders Park	EGY	11
Flinders Park	FRA	3
Flinders Park	GBR	146
Flinders Park	GRC	93
Flinders Park	HKG	8
Flinders Park	HRV	10
Flinders Park	IDN	5
Flinders Park	IND	119
Flinders Park	IRL	9
Flinders Park	IRN	8
Flinders Park	IRQ	7
Flinders Park	ITA	208
Flinders Park	JPN	3
Flinders Park	KHM	15
Flinders Park	KOR	7
Flinders Park	LKA	3
Flinders Park	MLT	11
Flinders Park	MYS	22
Flinders Park	NLD	10
Flinders Park	NPL	3
Flinders Park	NZL	20
Flinders Park	PAK	13
Flinders Park	PHL	29
Flinders Park	PNG	4
Flinders Park	POL	13
Flinders Park	THA	5
Flinders Park	USA	10
Flinders Park	VNM	33
Flinders Park	ZAF	4
Flinders Park	ZWE	3
Flinders Ranges		37
Flinders Ranges	AUS	61
Flinders Ranges	NZL	3
Florina Station	AUS	12
Fords		3
Fords	AUS	63
Fords	GBR	3
Forest Range		16
Forest Range	AUS	194
Forest Range	CHN	3
Forest Range	GBR	14
Forest Range	NLD	3
Forest Range	NZL	3
Forestville (SA)		115
Forestville (SA)	AUS	979
Forestville (SA)	CHL	5
Forestville (SA)	CHN	39
Forestville (SA)	DEU	8
Forestville (SA)	FRA	3
Forestville (SA)	GBR	69
Forestville (SA)	GRC	23
Forestville (SA)	HKG	7
Forestville (SA)	HRV	3
Forestville (SA)	IDN	15
Forestville (SA)	IND	21
Forestville (SA)	IRL	3
Forestville (SA)	IRN	4
Forestville (SA)	ITA	12
Forestville (SA)	JPN	4
Forestville (SA)	KOR	7
Forestville (SA)	LBN	3
Forestville (SA)	MYS	19
Forestville (SA)	NLD	5
Forestville (SA)	NZL	7
Forestville (SA)	PAK	10
Forestville (SA)	PHL	6
Forestville (SA)	THA	6
Forestville (SA)	TWN	3
Forestville (SA)	USA	3
Forestville (SA)	VNM	10
Forestville (SA)	ZAF	8
Forreston		37
Forreston	AUS	290
Forreston	GBR	41
Forreston	NLD	4
Forreston	NZL	3
Forreston	USA	3
Forster (SA)	AUS	14
Foul Bay	AUS	35
Foul Bay	GBR	3
Fountain	AUS	9
Fowlers Bay		12
Fowlers Bay	AUS	33
Fowlers Bay	DEU	3
Fowlers Bay	GBR	3
Fox	AUS	44
Fox	NZL	3
Frahns	AUS	4
Frances		9
Frances	AUS	68
Frances	GBR	3
Franklyn	AUS	7
Frankton	AUS	20
Frayville	AUS	6
Freeling		131
Freeling	AUS	1856
Freeling	DEU	10
Freeling	GBR	171
Freeling	IND	3
Freeling	ITA	4
Freeling	NLD	9
Freeling	NZL	15
Freeling	PHL	9
Freeling	THA	5
Freeling	USA	9
Frewville		85
Frewville	AUS	507
Frewville	BIH	8
Frewville	CHN	48
Frewville	DEU	3
Frewville	EGY	7
Frewville	FRA	3
Frewville	GBR	30
Frewville	GRC	9
Frewville	HKG	3
Frewville	IND	27
Frewville	IRL	3
Frewville	ITA	6
Frewville	JPN	7
Frewville	KOR	7
Frewville	LKA	16
Frewville	MYS	27
Frewville	NPL	3
Frewville	NZL	9
Frewville	PAK	3
Frewville	PHL	10
Frewville	SGP	22
Frewville	USA	3
Frewville	VNM	14
Frewville	ZAF	5
Fulham (SA)		198
Fulham (SA)	AUS	1949
Fulham (SA)	CHN	18
Fulham (SA)	DEU	16
Fulham (SA)	EGY	4
Fulham (SA)	FRA	4
Fulham (SA)	GBR	152
Fulham (SA)	GRC	32
Fulham (SA)	HRV	12
Fulham (SA)	IND	58
Fulham (SA)	IRL	26
Fulham (SA)	ITA	123
Fulham (SA)	JPN	3
Fulham (SA)	KHM	6
Fulham (SA)	LBN	4
Fulham (SA)	MYS	14
Fulham (SA)	NLD	6
Fulham (SA)	NZL	24
Fulham (SA)	PAK	5
Fulham (SA)	PHL	10
Fulham (SA)	PNG	4
Fulham (SA)	POL	4
Fulham (SA)	THA	3
Fulham (SA)	TUR	3
Fulham (SA)	VNM	8
Fulham (SA)	ZAF	8
Fulham Gardens		506
Fulham Gardens	AUS	4019
Fulham Gardens	BGD	3
Fulham Gardens	BIH	26
Fulham Gardens	CAN	8
Fulham Gardens	CHN	57
Fulham Gardens	DEU	40
Fulham Gardens	EGY	18
Fulham Gardens	FJI	3
Fulham Gardens	GBR	266
Fulham Gardens	GRC	225
Fulham Gardens	HKG	3
Fulham Gardens	HRV	30
Fulham Gardens	IDN	10
Fulham Gardens	IND	168
Fulham Gardens	IRL	14
Fulham Gardens	IRN	20
Fulham Gardens	ITA	398
Fulham Gardens	KHM	16
Fulham Gardens	KOR	7
Fulham Gardens	LBN	3
Fulham Gardens	LKA	9
Fulham Gardens	MKD	34
Fulham Gardens	MLT	16
Fulham Gardens	MYS	36
Fulham Gardens	NLD	17
Fulham Gardens	NZL	27
Fulham Gardens	PAK	7
Fulham Gardens	PHL	48
Fulham Gardens	PNG	4
Fulham Gardens	POL	23
Fulham Gardens	SGP	6
Fulham Gardens	THA	7
Fulham Gardens	TUR	3
Fulham Gardens	USA	9
Fulham Gardens	VNM	30
Fulham Gardens	ZAF	45
Fulham Gardens	ZWE	4
Fullarton		264
Fullarton	AFG	5
Fullarton	AUS	2904
Fullarton	BGD	20
Fullarton	BIH	3
Fullarton	CAN	11
Fullarton	CHN	154
Fullarton	DEU	28
Fullarton	EGY	13
Fullarton	FJI	4
Fullarton	FRA	4
Fullarton	GBR	239
Fullarton	GRC	46
Fullarton	HKG	17
Fullarton	HRV	6
Fullarton	IDN	10
Fullarton	IND	94
Fullarton	IRL	17
Fullarton	IRN	25
Fullarton	ITA	53
Fullarton	JPN	5
Fullarton	KHM	7
Fullarton	KOR	44
Fullarton	LKA	21
Fullarton	MLT	4
Fullarton	MUS	4
Fullarton	MYS	42
Fullarton	NLD	7
Fullarton	NZL	49
Fullarton	PAK	6
Fullarton	PHL	23
Fullarton	PNG	6
Fullarton	POL	9
Fullarton	SGP	24
Fullarton	THA	8
Fullarton	TUR	8
Fullarton	TWN	3
Fullarton	USA	17
Fullarton	VNM	20
Fullarton	ZAF	23
Fullarton	ZWE	5
Furner		13
Furner	AUS	99
Furner	GBR	3
Galga		4
Galga	AUS	16
Gammon Ranges		3
Gammon Ranges	AUS	12
Gawler (SA)		65
Gawler (SA)	AUS	446
Gawler (SA)	GBR	108
Gawler (SA)	IRL	3
Gawler (SA)	IRN	3
Gawler (SA)	ITA	3
Gawler (SA)	NLD	4
Gawler (SA)	NZL	8
Gawler Belt		112
Gawler Belt	AUS	710
Gawler Belt	CAN	4
Gawler Belt	DEU	3
Gawler Belt	GBR	97
Gawler Belt	NLD	3
Gawler Belt	NZL	3
Gawler Belt	ZAF	7
Gawler East		347
Gawler East	AUS	4068
Gawler East	CAN	11
Gawler East	DEU	33
Gawler East	GBR	676
Gawler East	GRC	5
Gawler East	HKG	3
Gawler East	HRV	3
Gawler East	IND	11
Gawler East	IRL	12
Gawler East	IRN	3
Gawler East	IRQ	4
Gawler East	ITA	11
Gawler East	KHM	3
Gawler East	KOR	3
Gawler East	LKA	3
Gawler East	MLT	12
Gawler East	MYS	4
Gawler East	NLD	14
Gawler East	NZL	29
Gawler East	PAK	3
Gawler East	PHL	28
Gawler East	PNG	3
Gawler East	POL	5
Gawler East	THA	6
Gawler East	USA	15
Gawler East	VNM	4
Gawler East	ZAF	11
Gawler East	ZWE	3
Gawler River		11
Gawler River	AUS	88
Gawler River	GBR	10
Gawler River	ITA	5
Gawler River	VNM	3
Gawler South		202
Gawler South	AUS	1864
Gawler South	DEU	18
Gawler South	GBR	294
Gawler South	GRC	3
Gawler South	IDN	3
Gawler South	IRL	12
Gawler South	IRN	3
Gawler South	ITA	18
Gawler South	NLD	10
Gawler South	NZL	21
Gawler South	PHL	7
Gawler South	POL	4
Gawler South	USA	8
Gawler South	ZAF	3
Gawler West		76
Gawler West	AUS	734
Gawler West	DEU	3
Gawler West	GBR	91
Gawler West	ITA	4
Gawler West	NLD	5
Gawler West	NZL	19
Gawler West	PHL	3
Gawler West	USA	7
Gawler West	ZWE	3
Gemmells		4
Gemmells	AUS	66
Gemmells	GBR	10
Georgetown (SA)		16
Georgetown (SA)	AUS	140
Georgetown (SA)	GBR	11
Gepps Cross		72
Gepps Cross	AFG	26
Gepps Cross	AUS	328
Gepps Cross	BGD	4
Gepps Cross	BIH	3
Gepps Cross	CHN	14
Gepps Cross	FJI	5
Gepps Cross	GBR	15
Gepps Cross	GRC	6
Gepps Cross	IND	40
Gepps Cross	IRN	4
Gepps Cross	IRQ	3
Gepps Cross	ITA	6
Gepps Cross	KHM	3
Gepps Cross	MLT	3
Gepps Cross	MMR	12
Gepps Cross	PHL	23
Gepps Cross	TWN	3
Gepps Cross	VNM	45
Geranium		11
Geranium	AUS	94
Geranium	NZL	3
Geranium Plains	AUS	6
Gerard	AUS	36
German Creek	AUS	38
German Flat		3
German Flat	AUS	3
Germein Bay		3
Germein Bay	AUS	7
Gidgealpa		37
Gidgealpa	AUS	117
Gidgealpa	GBR	5
Gidgealpa	IDN	3
Gidgealpa	IND	4
Gidgealpa	NZL	5
Gifford Hill	AUS	33
Gifford Hill	CAN	3
Gifford Hill	GBR	3
Gilberton (SA)		161
Gilberton (SA)	AFG	18
Gilberton (SA)	AUS	922
Gilberton (SA)	CHN	43
Gilberton (SA)	DEU	14
Gilberton (SA)	EGY	4
Gilberton (SA)	FRA	3
Gilberton (SA)	GBR	96
Gilberton (SA)	GRC	7
Gilberton (SA)	HKG	3
Gilberton (SA)	HRV	3
Gilberton (SA)	IND	22
Gilberton (SA)	IRL	5
Gilberton (SA)	IRN	9
Gilberton (SA)	IRQ	3
Gilberton (SA)	ITA	11
Gilberton (SA)	JPN	3
Gilberton (SA)	KOR	7
Gilberton (SA)	LKA	7
Gilberton (SA)	MYS	12
Gilberton (SA)	NLD	8
Gilberton (SA)	NZL	21
Gilberton (SA)	PAK	8
Gilberton (SA)	PHL	5
Gilberton (SA)	POL	10
Gilberton (SA)	SGP	9
Gilberton (SA)	THA	3
Gilberton (SA)	USA	7
Gilberton (SA)	VNM	10
Gilberton (SA)	ZAF	4
Giles Corner		3
Giles Corner	AUS	21
Gillentown		7
Gillentown	AUS	82
Gillentown	GBR	8
Gillentown	SGP	3
Gilles Plains		347
Gilles Plains	AFG	52
Gilles Plains	AUS	2034
Gilles Plains	BGD	21
Gilles Plains	BIH	19
Gilles Plains	CAN	3
Gilles Plains	CHL	3
Gilles Plains	CHN	109
Gilles Plains	DEU	18
Gilles Plains	EGY	3
Gilles Plains	FJI	9
Gilles Plains	FRA	4
Gilles Plains	GBR	171
Gilles Plains	GRC	9
Gilles Plains	HKG	34
Gilles Plains	HRV	9
Gilles Plains	IDN	11
Gilles Plains	IND	227
Gilles Plains	IRN	38
Gilles Plains	IRQ	23
Gilles Plains	ITA	32
Gilles Plains	KHM	11
Gilles Plains	KOR	20
Gilles Plains	LBN	7
Gilles Plains	LKA	56
Gilles Plains	MLT	8
Gilles Plains	MYS	33
Gilles Plains	NLD	19
Gilles Plains	NPL	13
Gilles Plains	NZL	13
Gilles Plains	PAK	42
Gilles Plains	PHL	67
Gilles Plains	PNG	3
Gilles Plains	POL	17
Gilles Plains	SGP	7
Gilles Plains	THA	6
Gilles Plains	USA	10
Gilles Plains	VNM	36
Gilles Plains	ZAF	22
Gillman		14
Gillman	AUS	54
Gillman	NZL	5
Gillman	PHL	9
Gillman	VNM	4
Gladstone (SA)		72
Gladstone (SA)	AUS	618
Gladstone (SA)	CHN	6
Gladstone (SA)	GBR	31
Gladstone (SA)	IRL	3
Gladstone (SA)	NLD	3
Gladstone (SA)	NZL	11
Gladstone (SA)	PHL	5
Gladstone (SA)	POL	3
Glandore		219
Glandore	AUS	2084
Glandore	BGD	7
Glandore	CAN	6
Glandore	CHL	3
Glandore	CHN	116
Glandore	DEU	10
Glandore	EGY	3
Glandore	FJI	3
Glandore	FRA	3
Glandore	GBR	138
Glandore	GRC	35
Glandore	HKG	14
Glandore	HRV	3
Glandore	IDN	3
Glandore	IND	93
Glandore	IRL	5
Glandore	IRN	6
Glandore	ITA	16
Glandore	JPN	5
Glandore	KOR	14
Glandore	LBN	3
Glandore	LKA	16
Glandore	MYS	19
Glandore	NLD	5
Glandore	NPL	28
Glandore	NZL	21
Glandore	PAK	15
Glandore	PHL	25
Glandore	POL	4
Glandore	SGP	3
Glandore	THA	3
Glandore	TWN	3
Glandore	USA	5
Glandore	VNM	25
Glandore	ZAF	5
Glanville		58
Glanville	AUS	497
Glanville	BIH	3
Glanville	CAN	3
Glanville	CHN	4
Glanville	DEU	3
Glanville	GBR	51
Glanville	GRC	11
Glanville	HRV	3
Glanville	IRQ	3
Glanville	ITA	9
Glanville	NZL	3
Glanville	THA	5
Glen Osmond		131
Glen Osmond	AUS	1265
Glen Osmond	CAN	10
Glen Osmond	CHN	117
Glen Osmond	DEU	28
Glen Osmond	EGY	7
Glen Osmond	FRA	3
Glen Osmond	GBR	119
Glen Osmond	GRC	13
Glen Osmond	HKG	15
Glen Osmond	IDN	15
Glen Osmond	IND	51
Glen Osmond	IRL	3
Glen Osmond	IRN	3
Glen Osmond	ITA	20
Glen Osmond	JPN	4
Glen Osmond	KHM	6
Glen Osmond	KOR	14
Glen Osmond	LKA	19
Glen Osmond	MYS	34
Glen Osmond	NLD	3
Glen Osmond	NZL	19
Glen Osmond	PAK	4
Glen Osmond	PHL	6
Glen Osmond	POL	8
Glen Osmond	SGP	22
Glen Osmond	THA	4
Glen Osmond	USA	17
Glen Osmond	VNM	10
Glen Osmond	ZAF	14
Glenalta		111
Glenalta	AUS	1518
Glenalta	BIH	3
Glenalta	CAN	4
Glenalta	CHN	4
Glenalta	DEU	20
Glenalta	FRA	3
Glenalta	GBR	193
Glenalta	IND	8
Glenalta	IRL	8
Glenalta	IRN	3
Glenalta	ITA	8
Glenalta	KOR	7
Glenalta	MYS	6
Glenalta	NLD	11
Glenalta	NZL	20
Glenalta	SGP	5
Glenalta	USA	13
Glenalta	ZAF	8
Glenburnie		26
Glenburnie	AUS	325
Glenburnie	GBR	12
Glenburnie	NLD	3
Glenburnie	NZL	7
Glenburnie	PHL	3
Glencoe (SA)		62
Glencoe (SA)	AUS	556
Glencoe (SA)	DEU	3
Glencoe (SA)	GBR	19
Glencoe (SA)	NLD	3
Glencoe (SA)	NZL	6
Glencoe (SA)	ZAF	3
Glenelg (SA)		459
Glenelg (SA)	AUS	2140
Glenelg (SA)	BIH	3
Glenelg (SA)	CAN	20
Glenelg (SA)	CHN	40
Glenelg (SA)	DEU	38
Glenelg (SA)	EGY	15
Glenelg (SA)	FJI	3
Glenelg (SA)	FRA	7
Glenelg (SA)	GBR	292
Glenelg (SA)	GRC	12
Glenelg (SA)	HKG	9
Glenelg (SA)	HRV	3
Glenelg (SA)	IDN	8
Glenelg (SA)	IND	58
Glenelg (SA)	IRL	21
Glenelg (SA)	IRN	10
Glenelg (SA)	ITA	42
Glenelg (SA)	JPN	6
Glenelg (SA)	KOR	14
Glenelg (SA)	LKA	6
Glenelg (SA)	MYS	8
Glenelg (SA)	NLD	16
Glenelg (SA)	NZL	25
Glenelg (SA)	PHL	22
Glenelg (SA)	POL	11
Glenelg (SA)	SGP	4
Glenelg (SA)	THA	11
Glenelg (SA)	TWN	3
Glenelg (SA)	USA	28
Glenelg (SA)	VNM	9
Glenelg (SA)	ZAF	21
Glenelg East		257
Glenelg East	AUS	2807
Glenelg East	BIH	7
Glenelg East	CAN	14
Glenelg East	CHL	4
Glenelg East	CHN	31
Glenelg East	DEU	16
Glenelg East	EGY	5
Glenelg East	FJI	7
Glenelg East	FRA	6
Glenelg East	GBR	275
Glenelg East	GRC	13
Glenelg East	HKG	8
Glenelg East	HRV	7
Glenelg East	IND	70
Glenelg East	IRL	19
Glenelg East	IRN	16
Glenelg East	ITA	18
Glenelg East	JPN	5
Glenelg East	KOR	13
Glenelg East	LBN	3
Glenelg East	MLT	3
Glenelg East	MYS	6
Glenelg East	NLD	10
Glenelg East	NZL	42
Glenelg East	PAK	5
Glenelg East	PHL	27
Glenelg East	PNG	3
Glenelg East	POL	3
Glenelg East	SGP	4
Glenelg East	THA	12
Glenelg East	USA	10
Glenelg East	VNM	3
Glenelg East	ZAF	21
Glenelg North		632
Glenelg North	AFG	5
Glenelg North	AUS	4370
Glenelg North	BGD	6
Glenelg North	BIH	10
Glenelg North	CAN	14
Glenelg North	CHN	49
Glenelg North	DEU	42
Glenelg North	EGY	3
Glenelg North	FRA	11
Glenelg North	GBR	547
Glenelg North	GRC	16
Glenelg North	HKG	11
Glenelg North	HRV	10
Glenelg North	IDN	11
Glenelg North	IND	96
Glenelg North	IRL	17
Glenelg North	IRN	19
Glenelg North	IRQ	3
Glenelg North	ITA	41
Glenelg North	JPN	9
Glenelg North	KOR	11
Glenelg North	LKA	11
Glenelg North	MLT	3
Glenelg North	MYS	23
Glenelg North	NLD	15
Glenelg North	NPL	16
Glenelg North	NZL	57
Glenelg North	PAK	8
Glenelg North	PHL	27
Glenelg North	PNG	3
Glenelg North	POL	22
Glenelg North	SGP	6
Glenelg North	THA	23
Glenelg North	TUR	3
Glenelg North	TWN	5
Glenelg North	USA	33
Glenelg North	VNM	12
Glenelg North	ZAF	36
Glenelg North	ZWE	5
Glenelg South		265
Glenelg South	AUS	1520
Glenelg South	CAN	11
Glenelg South	CHN	7
Glenelg South	DEU	21
Glenelg South	EGY	3
Glenelg South	FRA	4
Glenelg South	GBR	235
Glenelg South	GRC	6
Glenelg South	HKG	3
Glenelg South	HRV	6
Glenelg South	IDN	3
Glenelg South	IND	16
Glenelg South	IRL	16
Glenelg South	IRN	7
Glenelg South	IRQ	3
Glenelg South	ITA	12
Glenelg South	MLT	3
Glenelg South	MYS	3
Glenelg South	NLD	10
Glenelg South	NPL	3
Glenelg South	NZL	23
Glenelg South	PHL	5
Glenelg South	SGP	9
Glenelg South	USA	14
Glenelg South	VNM	5
Glenelg South	ZAF	9
Glengowrie		309
Glengowrie	AFG	9
Glengowrie	AUS	4224
Glengowrie	BGD	3
Glengowrie	BIH	3
Glengowrie	CAN	11
Glengowrie	CHN	33
Glengowrie	DEU	28
Glengowrie	EGY	7
Glengowrie	FRA	3
Glengowrie	GBR	375
Glengowrie	GRC	8
Glengowrie	HKG	10
Glengowrie	HRV	3
Glengowrie	IDN	9
Glengowrie	IND	31
Glengowrie	IRL	25
Glengowrie	IRN	32
Glengowrie	ITA	24
Glengowrie	JPN	8
Glengowrie	KOR	5
Glengowrie	LBN	3
Glengowrie	MLT	3
Glengowrie	MYS	9
Glengowrie	NLD	15
Glengowrie	NZL	35
Glengowrie	PAK	7
Glengowrie	PHL	23
Glengowrie	PNG	3
Glengowrie	POL	13
Glengowrie	SGP	7
Glengowrie	THA	4
Glengowrie	USA	13
Glengowrie	VNM	8
Glengowrie	ZAF	37
Glengowrie	ZWE	3
Glenroy (SA)		3
Glenroy (SA)	AUS	89
Glenside		211
Glenside	AFG	5
Glenside	AUS	1374
Glenside	BGD	6
Glenside	CAN	3
Glenside	CHN	169
Glenside	DEU	21
Glenside	EGY	6
Glenside	GBR	120
Glenside	GRC	11
Glenside	HKG	8
Glenside	HRV	5
Glenside	IDN	9
Glenside	IND	90
Glenside	IRN	44
Glenside	ITA	18
Glenside	JPN	15
Glenside	KOR	26
Glenside	LBN	3
Glenside	LKA	34
Glenside	MYS	78
Glenside	NZL	25
Glenside	PAK	20
Glenside	PHL	30
Glenside	POL	3
Glenside	SGP	26
Glenside	THA	4
Glenside	TUR	3
Glenside	TWN	6
Glenside	USA	6
Glenside	VNM	13
Glenside	ZAF	10
Glenside	ZWE	5
Glenunga		157
Glenunga	AUS	1304
Glenunga	BGD	11
Glenunga	BIH	3
Glenunga	CAN	3
Glenunga	CHL	3
Glenunga	CHN	119
Glenunga	DEU	10
Glenunga	EGY	9
Glenunga	FJI	3
Glenunga	FRA	3
Glenunga	GBR	91
Glenunga	GRC	18
Glenunga	HKG	5
Glenunga	HRV	4
Glenunga	IDN	9
Glenunga	IND	55
Glenunga	IRL	4
Glenunga	IRN	18
Glenunga	ITA	17
Glenunga	JPN	9
Glenunga	KOR	27
Glenunga	LKA	18
Glenunga	MYS	29
Glenunga	NLD	3
Glenunga	NZL	12
Glenunga	PAK	12
Glenunga	PHL	9
Glenunga	POL	9
Glenunga	SGP	10
Glenunga	THA	3
Glenunga	USA	9
Glenunga	VNM	16
Glenunga	ZAF	17
Globe Derby Park		37
Globe Derby Park	AUS	277
Globe Derby Park	GBR	10
Globe Derby Park	GRC	4
Globe Derby Park	ITA	3
Globe Derby Park	KHM	7
Globe Derby Park	PHL	7
Globe Derby Park	VNM	3
Glossop		93
Glossop	AUS	774
Glossop	GBR	22
Glossop	GRC	26
Glossop	HRV	8
Glossop	IND	27
Glossop	IRL	3
Glossop	ITA	3
Glossop	NLD	3
Glossop	NZL	3
Glossop	PHL	5
Glossop	USA	3
Glynde		117
Glynde	AFG	3
Glynde	AUS	1222
Glynde	CHN	100
Glynde	DEU	15
Glynde	GBR	71
Glynde	GRC	10
Glynde	HKG	15
Glynde	HRV	3
Glynde	IND	43
Glynde	IRN	10
Glynde	ITA	199
Glynde	JPN	3
Glynde	KOR	19
Glynde	LKA	3
Glynde	MYS	25
Glynde	NLD	5
Glynde	NPL	3
Glynde	NZL	16
Glynde	PHL	7
Glynde	SGP	3
Glynde	THA	5
Glynde	TWN	4
Glynde	USA	3
Glynde	VNM	6
Glynde	ZAF	7
Golden Grove		692
Golden Grove	AFG	3
Golden Grove	AUS	7227
Golden Grove	BGD	26
Golden Grove	BIH	4
Golden Grove	CAN	7
Golden Grove	CHL	3
Golden Grove	CHN	64
Golden Grove	DEU	63
Golden Grove	EGY	3
Golden Grove	FJI	9
Golden Grove	FRA	3
Golden Grove	GBR	1411
Golden Grove	GRC	11
Golden Grove	HKG	7
Golden Grove	HRV	14
Golden Grove	IDN	13
Golden Grove	IND	90
Golden Grove	IRL	16
Golden Grove	IRN	28
Golden Grove	IRQ	14
Golden Grove	ITA	42
Golden Grove	JPN	6
Golden Grove	KOR	12
Golden Grove	LBN	4
Golden Grove	LKA	21
Golden Grove	MKD	3
Golden Grove	MLT	10
Golden Grove	MYS	35
Golden Grove	NLD	35
Golden Grove	NPL	5
Golden Grove	NZL	68
Golden Grove	PHL	43
Golden Grove	PNG	3
Golden Grove	POL	76
Golden Grove	SGP	8
Golden Grove	THA	13
Golden Grove	TWN	7
Golden Grove	USA	35
Golden Grove	VNM	18
Golden Grove	ZAF	72
Golden Grove	ZWE	14
Golden Heights		30
Golden Heights	AUS	229
Golden Heights	GBR	6
Golden Heights	NZL	3
Gomersal		5
Gomersal	AUS	45
Good Hope Landing	AUS	18
Goodwood (SA)		249
Goodwood (SA)	AUS	1953
Goodwood (SA)	BGD	58
Goodwood (SA)	CAN	14
Goodwood (SA)	CHN	80
Goodwood (SA)	DEU	26
Goodwood (SA)	EGY	10
Goodwood (SA)	FJI	3
Goodwood (SA)	FRA	8
Goodwood (SA)	GBR	147
Goodwood (SA)	GRC	98
Goodwood (SA)	HRV	12
Goodwood (SA)	IDN	9
Goodwood (SA)	IND	73
Goodwood (SA)	IRL	4
Goodwood (SA)	IRN	4
Goodwood (SA)	IRQ	5
Goodwood (SA)	ITA	41
Goodwood (SA)	JPN	11
Goodwood (SA)	KHM	3
Goodwood (SA)	KOR	8
Goodwood (SA)	LKA	8
Goodwood (SA)	MYS	17
Goodwood (SA)	NLD	10
Goodwood (SA)	NPL	6
Goodwood (SA)	NZL	29
Goodwood (SA)	PAK	3
Goodwood (SA)	PHL	7
Goodwood (SA)	POL	5
Goodwood (SA)	SGP	6
Goodwood (SA)	THA	7
Goodwood (SA)	TWN	3
Goodwood (SA)	USA	19
Goodwood (SA)	VNM	9
Goodwood (SA)	ZAF	12
Goolwa		236
Goolwa	AUS	1649
Goolwa	CAN	3
Goolwa	CHN	3
Goolwa	DEU	30
Goolwa	FRA	3
Goolwa	GBR	339
Goolwa	IND	4
Goolwa	IRL	7
Goolwa	ITA	11
Goolwa	MYS	3
Goolwa	NLD	17
Goolwa	NZL	23
Goolwa	PHL	7
Goolwa	POL	6
Goolwa	USA	3
Goolwa Beach		110
Goolwa Beach	AUS	1656
Goolwa Beach	DEU	13
Goolwa Beach	GBR	253
Goolwa Beach	IND	3
Goolwa Beach	IRL	3
Goolwa Beach	ITA	10
Goolwa Beach	KOR	3
Goolwa Beach	MLT	3
Goolwa Beach	NLD	25
Goolwa Beach	NZL	14
Goolwa Beach	PHL	3
Goolwa Beach	USA	6
Goolwa Beach	VNM	3
Goolwa Beach	ZAF	10
Goolwa North		90
Goolwa North	AUS	721
Goolwa North	DEU	8
Goolwa North	GBR	135
Goolwa North	ITA	4
Goolwa North	JPN	3
Goolwa North	NLD	18
Goolwa North	NZL	18
Goolwa North	USA	3
Goolwa North	ZAF	3
Goolwa South		94
Goolwa South	AUS	709
Goolwa South	DEU	12
Goolwa South	GBR	120
Goolwa South	IRL	3
Goolwa South	ITA	3
Goolwa South	MYS	4
Goolwa South	NLD	10
Goolwa South	NZL	10
Goolwa South	SGP	3
