SSC_NAME16	SameAddress1YearAgo	SameAddress5YearsAgo	persons
Lewiston	1	0	2573
Light Pass	0	1	165
Light Pass	1	0	201
Lincoln Gap	0	1	13
Lincoln Gap	1	0	16
Lincoln National Park	0	1	3
Lincoln National Park	1	0	3
Linden Park	0	1	961
Linden Park	1	0	1503
Lindley	0	1	4
Lindley	1	0	3
Linwood	0	1	27
Linwood	1	0	35
Lipson	0	1	123
Lipson	1	0	173
Little Douglas	0	1	10
Little Douglas	1	0	6
Littlehampton	0	1	1626
Littlehampton	1	0	2445
Lobethal	0	1	1483
Lobethal	1	0	2088
Lochaber	0	1	76
Lochaber	1	0	97
Lochiel (SA)	0	1	62
Lochiel (SA)	1	0	92
Lock	0	1	181
Lock	1	0	214
Lockleys	0	1	3309
Lockleys	1	0	4612
Long Flat (SA)	0	1	45
Long Flat (SA)	1	0	64
Long Plains	0	1	36
Long Plains	1	0	55
Longwood (SA)	0	1	191
Longwood (SA)	1	0	241
Lonsdale	0	1	14
Lonsdale	1	0	20
Louth Bay	0	1	77
Louth Bay	1	0	100
Loveday	0	1	402
Loveday	1	0	520
Lowan Vale	0	1	22
Lowan Vale	1	0	29
Lowbank	0	1	24
Lowbank	1	0	27
Lower Broughton	0	1	34
Lower Broughton	1	0	40
Lower Hermitage	0	1	158
Lower Hermitage	1	0	177
Lower Inman Valley	0	1	313
Lower Inman Valley	1	0	397
Lower Light	0	1	123
Lower Light	1	0	160
Lower Mitcham	0	1	1291
Lower Mitcham	1	0	1771
Loxton	0	1	2653
Loxton	1	0	3702
Loxton North	0	1	484
Loxton North	1	0	654
Lucindale	0	1	391
Lucindale	1	0	454
Lucky Bay	0	1	14
Lucky Bay	1	0	14
Lyndhurst (SA)	0	1	8
Lyndhurst (SA)	1	0	18
Lyndoch	0	1	1168
Lyndoch	1	0	1603
Lynton	0	1	142
Lynton	1	0	175
Lyrup	0	1	183
Lyrup	1	0	247
Maaoupe	0	1	69
Maaoupe	1	0	76
Macclesfield (SA)	0	1	869
Macclesfield (SA)	1	0	1126
Macdonald Park	0	1	325
Macdonald Park	1	0	410
Macgillivray	0	1	67
Macgillivray	1	0	91
Magarey	0	1	10
Magarey	1	0	12
Magdala	0	1	38
Magdala	1	0	47
Maggea	0	1	8
Maggea	1	0	12
Magill	0	1	4474
Magill	1	0	6816
Maitland (SA)	0	1	793
Maitland (SA)	1	0	1076
Makin	0	1	8
Makin	1	0	21
Malinong	0	1	29
Malinong	1	0	35
Mallala	0	1	538
Mallala	1	0	749
Malpas	0	1	18
Malpas	1	0	21
Maltee	0	1	4
Maltee	1	0	4
Malvern (SA)	0	1	1546
Malvern (SA)	1	0	2080
Mambray Creek	0	1	22
Mambray Creek	1	0	23
Mangalo	0	1	37
Mangalo	1	0	49
Manna Hill	0	1	4
Manna Hill	1	0	4
Mannanarie	0	1	64
Mannanarie	1	0	62
Manningham	0	1	729
Manningham	1	0	1054
Mannum	0	1	1314
Mannum	1	0	1964
Manoora (SA)	0	1	80
Manoora (SA)	1	0	114
Mansfield Park	0	1	2093
Mansfield Park	1	0	3299
Mantung	0	1	21
Mantung	1	0	20
Marama	0	1	44
Marama	1	0	52
Marananga	0	1	59
Marananga	1	0	95
Marble Hill	0	1	42
Marble Hill	1	0	64
Marcollat	0	1	42
Marcollat	1	0	53
Marden	0	1	1069
Marden	1	0	1627
Marino	0	1	1310
Marino	1	0	1785
Marion	0	1	2091
Marion	1	0	3090
Marion Bay (SA)	0	1	115
Marion Bay (SA)	1	0	141
Markaranka	0	1	17
Markaranka	1	0	21
Marks Landing	0	1	9
Marks Landing	1	0	9
Marla	0	1	37
Marla	1	0	57
Marleston	0	1	725
Marleston	1	0	1259
Marola	0	1	9
Marola	1	0	12
Marrabel	0	1	67
Marrabel	1	0	99
Marree	0	1	47
Marree	1	0	76
Marryatville	0	1	282
Marryatville	1	0	447
Maryvale (SA)	0	1	7
Maryvale (SA)	1	0	7
Maslin Beach	0	1	614
Maslin Beach	1	0	894
Matta Flat	0	1	52
Matta Flat	1	0	74
Mawson Lakes	0	1	4695
Mawson Lakes	1	0	9343
Mayfield (SA)	0	1	4
Mayfield (SA)	1	0	4
Maylands (SA)	0	1	814
Maylands (SA)	1	0	1180
McBean Pound	0	1	15
McBean Pound	1	0	12
McCallum	0	1	16
McCallum	1	0	21
McCracken	0	1	994
McCracken	1	0	1512
McHarg Creek	0	1	26
McHarg Creek	1	0	38
McLaren Flat	0	1	892
McLaren Flat	1	0	1289
McLaren Vale	0	1	2273
McLaren Vale	1	0	3179
Meadows	0	1	747
Meadows	1	0	1073
Medindie	0	1	659
Medindie	1	0	921
Medindie Gardens	0	1	218
Medindie Gardens	1	0	284
Melrose (SA)	0	1	235
Melrose (SA)	1	0	282
Melrose Park (SA)	0	1	1176
Melrose Park (SA)	1	0	1744
Melton (SA)	0	1	16
Melton (SA)	1	0	24
Melton Station	0	1	8
Melton Station	1	0	7
Meningie	0	1	643
Meningie	1	0	872
Meningie East	1	0	11
Meningie West	0	1	11
Meningie West	1	0	27
Menzies (SA)	0	1	55
Menzies (SA)	1	0	74
Mercunda	0	1	6
Mercunda	1	0	8
Merghiny	0	1	11
Merghiny	1	0	20
Meribah	0	1	24
Meribah	1	0	25
Merriton	0	1	46
Merriton	1	0	51
Middle Beach	0	1	37
Middle Beach	1	0	51
Middle River	0	1	8
Middle River	1	0	8
Middleback Range	0	1	4
Middleback Range	1	0	4
Middleton (SA)	0	1	595
Middleton (SA)	1	0	905
Midgee (SA)	0	1	4
Midgee (SA)	1	0	4
Mil-Lel	0	1	201
Mil-Lel	1	0	291
Milang	0	1	432
Milang	1	0	640
Mile End	0	1	2204
Mile End	1	0	3275
Mile End South	0	1	8
Mile End South	1	0	8
Milendella	0	1	56
Milendella	1	0	57
Millbrook (SA)	0	1	59
Millbrook (SA)	1	0	89
Millicent	0	1	3153
Millicent	1	0	4195
Millswood	0	1	1353
Millswood	1	0	1809
Miltalie	0	1	28
Miltalie	1	0	49
Mimili	0	1	158
Mimili	1	0	194
Minbrie	0	1	24
Minbrie	1	0	30
Mindarie (SA)	0	1	35
Mindarie (SA)	1	0	35
Mingary	0	1	24
Mingary	1	0	32
Mingbool	0	1	84
Mingbool	1	0	104
Minlaton	0	1	665
Minlaton	1	0	908
Minnipa	0	1	121
Minnipa	1	0	148
Mintaro	0	1	110
Mintaro	1	0	163
Minvalara	0	1	8
Minvalara	1	0	8
Miranda (SA)	0	1	30
Miranda (SA)	1	0	36
Mitcham (SA)	0	1	964
Mitcham (SA)	1	0	1445
Mitchell (SA)	0	1	44
Mitchell (SA)	1	0	48
Mitchell Park (SA)	0	1	2716
Mitchell Park (SA)	1	0	4104
Mitchellville	0	1	12
Mitchellville	1	0	22
Moana	0	1	1430
Moana	1	0	2101
Mobilong	0	1	3
Mobilong	1	0	3
Moculta	0	1	159
Moculta	1	0	190
Modbury	0	1	2695
Modbury	1	0	4020
Modbury Heights	0	1	4357
Modbury Heights	1	0	5635
Modbury North	0	1	3575
Modbury North	1	0	4649
Moerlong	0	1	12
Moerlong	1	0	17
Monarto	0	1	143
Monarto	1	0	176
Monarto South	0	1	97
Monarto South	1	0	121
Monash (SA)	0	1	818
Monash (SA)	1	0	970
Monbulla	0	1	73
Monbulla	1	0	108
Montacute	0	1	172
Montacute	1	0	242
Montarra	0	1	12
Montarra	1	0	24
Monteith	0	1	90
Monteith	1	0	112
Moockra	0	1	3
Moockra	1	0	6
Moody	0	1	22
Moody	1	0	22
Moonta	0	1	340
Moonta	1	0	506
Moonta Bay	0	1	1127
Moonta Bay	1	0	1734
Moonta Mines	0	1	139
Moonta Mines	1	0	176
Moorak	0	1	479
Moorak	1	0	614
Moorlands	0	1	46
Moorlands	1	0	49
Moorook	0	1	123
Moorook	1	0	150
Moorook South	0	1	92
Moorook South	1	0	132
Moppa	0	1	62
Moppa	1	0	75
Morchard	0	1	15
Morchard	1	0	16
Morgan	0	1	293
Morgan	1	0	386
Morn Hill	0	1	10
Morn Hill	1	0	16
Morphett Vale	0	1	13295
Morphett Vale	1	0	18336
Morphettville	0	1	1531
Morphettville	1	0	2443
Mortana	0	1	14
Mortana	1	0	16
Moseley	0	1	14
Moseley	1	0	20
Mosquito Hill	0	1	82
Mosquito Hill	1	0	103
Mount Barker (SA)	0	1	6315
Mount Barker (SA)	1	0	10378
Mount Barker Junction	0	1	4
Mount Barker Junction	1	0	4
Mount Barker Springs	0	1	115
Mount Barker Springs	1	0	138
Mount Barker Summit	0	1	78
Mount Barker Summit	1	0	93
Mount Benson	0	1	73
Mount Benson	1	0	95
Mount Bryan	0	1	74
Mount Bryan	1	0	93
Mount Bryan East	0	1	3
Mount Bryan East	1	0	3
Mount Burr	0	1	243
Mount Burr	1	0	286
Mount Charles	0	1	22
Mount Charles	1	0	34
Mount Clarence Station	0	1	8
Mount Clarence Station	1	0	6
Mount Compass	0	1	820
Mount Compass	1	0	1182
Mount Cooper (SA)	0	1	3
Mount Cooper (SA)	1	0	6
Mount Crawford	0	1	85
Mount Crawford	1	0	105
Mount Damper	0	1	28
Mount Damper	1	0	39
Mount Drummond	0	1	7
Mount Drummond	1	0	11
Mount Dutton Bay	0	1	29
Mount Dutton Bay	1	0	39
Mount Eba	0	1	45
Mount Eba	1	0	105
Mount Gambier	0	1	13364
Mount Gambier	1	0	19631
Mount George (SA)	0	1	188
Mount George (SA)	1	0	225
Mount Hope (SA)	0	1	33
Mount Hope (SA)	1	0	42
Mount Jagged	0	1	104
Mount Jagged	1	0	131
Mount Joy	0	1	3
Mount Joy	1	0	3
Mount Light	0	1	113
Mount Light	1	0	127
Mount Magnificent	0	1	36
Mount Magnificent	1	0	42
Mount Mary	0	1	19
Mount Mary	1	0	21
Mount Mcintyre	0	1	42
Mount Mcintyre	1	0	51
Mount Mckenzie	0	1	50
Mount Mckenzie	1	0	58
Mount Observation (SA)	0	1	7
Mount Observation (SA)	1	0	12
Mount Osmond	0	1	270
Mount Osmond	1	0	338
Mount Pleasant (SA)	0	1	607
Mount Pleasant (SA)	1	0	853
Mount Schank	0	1	159
Mount Schank	1	0	218
Mount Serle	0	1	7
Mount Serle	1	0	9
Mount Templeton	0	1	23
Mount Templeton	1	0	25
Mount Torrens	0	1	450
Mount Torrens	1	0	565
Mount Wedge	0	1	7
Mount Wedge	1	0	14
Mount Willoughby	0	1	10
Mount Willoughby	1	0	19
Moyhall	0	1	16
Moyhall	1	0	28
Mudamuckla	0	1	24
Mudamuckla	1	0	34
Mulgundawa	0	1	35
Mulgundawa	1	0	49
Mullaquana	0	1	175
Mullaquana	1	0	220
Mundic Creek	0	1	21
Mundic Creek	1	0	26
Mundoo Island	0	1	4
Mundoo Island	1	0	4
Mundoora	0	1	85
Mundoora	1	0	112
Mundulla	0	1	277
Mundulla	1	0	372
Mundulla West	0	1	43
Mundulla West	1	0	69
Mungeranie	0	1	25
Mungeranie	1	0	35
Munno Para	0	1	1217
Munno Para	1	0	2591
Munno Para Downs	0	1	137
Munno Para Downs	1	0	177
Munno Para West	0	1	1790
Munno Para West	1	0	4153
Murbko	0	1	57
Murbko	1	0	76
Murdinga	0	1	39
Murdinga	1	0	55
Murlong	0	1	14
Murlong	1	0	20
Murninnie Beach	0	1	24
Murninnie Beach	1	0	28
Murputja	0	1	26
Murputja	1	0	47
Murrawong	0	1	11
Murrawong	1	0	9
Murray Bridge	0	1	6571
Murray Bridge	1	0	10446
Murray Bridge East	0	1	728
Murray Bridge East	1	0	942
Murray Bridge North	0	1	93
Murray Bridge North	1	0	111
Murray Bridge South	0	1	105
Murray Bridge South	1	0	147
Murray Town	0	1	40
Murray Town	1	0	55
Murtho	0	1	120
Murtho	1	0	151
Muston	0	1	15
Muston	1	0	15
Mylor	0	1	681
Mylor	1	0	924
Mypolonga	0	1	312
Mypolonga	1	0	398
Myponga	0	1	349
Myponga	1	0	560
Myponga Beach	0	1	28
Myponga Beach	1	0	30
Myrtle Bank (SA)	0	1	1543
Myrtle Bank (SA)	1	0	2262
Nackara	1	0	3
Nadia	0	1	3
Nadia	1	0	3
Nailsworth	0	1	1279
Nailsworth	1	0	1741
Nain	0	1	25
Nain	1	0	25
Nairne	0	1	2494
Nairne	1	0	3988
Nalyappa	0	1	14
Nalyappa	1	0	16
Nangkita	0	1	127
Nangkita	1	0	153
Nangwarry	0	1	316
Nangwarry	1	0	424
Nantawarra	0	1	46
Nantawarra	1	0	65
Napperby	0	1	416
Napperby	1	0	556
Naracoorte	0	1	3015
Naracoorte	1	0	4543
Narridy	0	1	58
Narridy	1	0	66
Narrung (SA)	0	1	115
Narrung (SA)	1	0	163
Naturi	0	1	17
Naturi	1	0	15
Neales Flat	0	1	60
Neales Flat	1	0	62
Nectar Brook	0	1	14
Nectar Brook	1	0	17
Nelshaby	0	1	115
Nelshaby	1	0	147
Nene Valley	0	1	61
Nene Valley	1	0	81
Nepabunna	0	1	33
Nepabunna	1	0	50
Nepean Bay	0	1	61
Nepean Bay	1	0	97
Netherby (SA)	0	1	881
Netherby (SA)	1	0	1182
Netherton	0	1	30
Netherton	1	0	36
Netley	0	1	1087
Netley	1	0	1416
New Port	0	1	142
New Port	1	0	421
New Residence	0	1	65
New Residence	1	0	67
New Town (SA)	0	1	725
New Town (SA)	1	0	1000
New Well	0	1	12
New Well	1	0	10
Newland	0	1	34
Newland	1	0	33
Newton	0	1	2926
Newton	1	0	3972
Ngapala	0	1	40
Ngapala	1	0	44
Nildottie	0	1	111
Nildottie	1	0	158
Ninnes	0	1	41
Ninnes	1	0	56
Noarlunga Centre	0	1	68
Noarlunga Centre	1	0	131
Noarlunga Downs	0	1	2036
Noarlunga Downs	1	0	3096
Nora Creina	0	1	25
Nora Creina	1	0	34
Normanville (SA)	0	1	811
Normanville (SA)	1	0	1247
North Adelaide	0	1	2386
North Adelaide	1	0	4546
North Beach (SA)	0	1	227
North Beach (SA)	1	0	380
North Booborowie	0	1	13
North Booborowie	1	0	17
North Brighton	0	1	1230
North Brighton	1	0	1855
North Haven (SA)	0	1	3670
North Haven (SA)	1	0	4616
North Moonta	0	1	308
North Moonta	1	0	421
North Plympton	0	1	1581
North Plympton	1	0	2443
North Shields	0	1	216
North Shields	1	0	287
North West Bend	0	1	8
North West Bend	1	0	8
North Yelta	0	1	10
North Yelta	1	0	9
Northern Heights	0	1	158
Northern Heights	1	0	209
Northfield	0	1	1545
Northfield	1	0	2836
Northgate (SA)	0	1	2109
Northgate (SA)	1	0	4514
Norton Summit	0	1	328
Norton Summit	1	0	414
Norwood (SA)	0	1	2368
Norwood (SA)	1	0	4092
Notts Well	0	1	4
Notts Well	1	0	4
Novar Gardens	0	1	1554
Novar Gardens	1	0	2113
Nullarbor	0	1	12
Nullarbor	1	0	25
Nunjikompita	0	1	21
Nunjikompita	1	0	20
Nuriootpa	0	1	3513
Nuriootpa	1	0	5151
Nurom	0	1	31
Nurom	1	0	33
Nurragi	0	1	19
Nurragi	1	0	22
O'Halloran Hill	0	1	1581
O'Halloran Hill	1	0	2165
O'Sullivan Beach	0	1	1128
O'Sullivan Beach	1	0	1501
Oakbank	0	1	514
Oakbank	1	0	700
Oakden	0	1	2064
Oakden	1	0	2912
Oakden Hills	0	1	3
Oakden Hills	1	0	3
Oaklands Park	0	1	1619
Oaklands Park	1	0	2657
Ob Flat	0	1	293
Ob Flat	1	0	358
Olary	0	1	4
Olary	1	0	4
Old Calperum	0	1	7
Old Calperum	1	0	8
Old Noarlunga	0	1	813
Old Noarlunga	1	0	1127
Old Reynella	0	1	1998
Old Reynella	1	0	2811
One Tree Hill	0	1	769
One Tree Hill	1	0	937
Onkaparinga Hills	0	1	1798
Onkaparinga Hills	1	0	2206
Oodla Wirra	0	1	3
Oodla Wirra	1	0	3
Oodnadatta	0	1	106
Oodnadatta	1	0	135
Orroroo	0	1	383
Orroroo	1	0	511
Osborne (SA)	0	1	1138
Osborne (SA)	1	0	1561
Ottoway	0	1	1391
Ottoway	1	0	2000
Outer Harbor	0	1	3
Outer Harbor	1	0	6
Overland Corner	0	1	29
Overland Corner	1	0	46
Ovingham	0	1	347
Ovingham	1	0	504
Owen	0	1	312
Owen	1	0	437
Padthaway	0	1	188
Padthaway	1	0	257
Paechtown	0	1	146
Paechtown	1	0	178
Pages Flat	0	1	95
Pages Flat	1	0	145
Paisley	0	1	47
Paisley	1	0	69
Palkagee	0	1	6
Palkagee	1	0	8
Pallamana	0	1	50
Pallamana	1	0	62
Palmer (SA)	0	1	107
Palmer (SA)	1	0	147
Panitya (SA)	0	1	3
Panitya (SA)	1	0	5
Panorama	0	1	1368
Panorama	1	0	1858
Para Hills	0	1	3852
Para Hills	1	0	5162
Para Hills West	0	1	1848
Para Hills West	1	0	2556
Para Vista	0	1	1805
Para Vista	1	0	2403
Parachilna	0	1	8
Parachilna	1	0	9
Paracombe	0	1	294
Paracombe	1	0	384
Paradise (SA)	0	1	4036
Paradise (SA)	1	0	5485
Parafield	0	1	9
Parafield	1	0	20
Parafield Gardens	0	1	9672
Parafield Gardens	1	0	13817
Paralowie	0	1	9935
Paralowie	1	0	13480
Paramatta	0	1	7
Paramatta	1	0	7
Parawa	0	1	56
Parawa	1	0	58
Parham	0	1	109
Parham	1	0	152
Parilla	0	1	130
Parilla	1	0	160
Paringa	0	1	571
Paringa	1	0	788
Paris Creek	0	1	131
Paris Creek	1	0	154
Park Holme	0	1	1390
Park Holme	1	0	2142
Parkside (SA)	0	1	2225
Parkside (SA)	1	0	3489
Parnaroo	0	1	3
Parnaroo	1	0	3
Parndana	0	1	87
Parndana	1	0	123
Parrakie	0	1	58
Parrakie	1	0	81
Paruna	0	1	26
Paruna	1	0	41
Pasadena	0	1	1771
Pasadena	1	0	2442
Paskeville	0	1	125
Paskeville	1	0	139
Pata	0	1	38
Pata	1	0	57
Payneham	0	1	1018
Payneham	1	0	1706
Payneham South	0	1	791
Payneham South	1	0	1253
Peake	0	1	66
Peake	1	0	105
Pearlah	0	1	18
Pearlah	1	0	30
Peebinga	0	1	13
Peebinga	1	0	22
Peep Hill	0	1	11
Peep Hill	1	0	17
Pekina	0	1	44
Pekina	1	0	51
Pelican Lagoon	0	1	40
Pelican Lagoon	1	0	49
Pelican Point (SA)	0	1	63
Pelican Point (SA)	1	0	74
Penfield	0	1	347
Penfield	1	0	579
Penfield Gardens	0	1	238
Penfield Gardens	1	0	296
Penneshaw	0	1	136
Penneshaw	1	0	205
Pennington	0	1	2142
Pennington	1	0	2951
Penola	0	1	947
Penola	1	0	1294
Penong	0	1	184
Penong	1	0	219
Penrice	0	1	276
Penrice	1	0	349
Penwortham	0	1	79
Penwortham	1	0	109
Perlubie	0	1	22
Perlubie	1	0	34
Perponda	0	1	43
Perponda	1	0	56
Peterborough (SA)	0	1	882
Peterborough (SA)	1	0	1176
Peterhead	0	1	583
Peterhead	1	0	858
Petersville	0	1	51
Petersville	1	0	61
Petherick	0	1	21
Petherick	1	0	31
Petina	0	1	21
Petina	1	0	24
Petwood	0	1	38
Petwood	1	0	52
Pewsey Vale	0	1	55
Pewsey Vale	1	0	73
Piccadilly (SA)	0	1	234
Piccadilly (SA)	1	0	300
Piednippie	0	1	15
Piednippie	1	0	25
Pike River	0	1	49
Pike River	1	0	56
Pimba	0	1	20
Pimba	1	0	29
Pimbaacla	0	1	7
Pimbaacla	1	0	14
Pine Hill (SA)	0	1	34
Pine Hill (SA)	1	0	49
Pine Point	0	1	44
Pine Point	1	0	74
Pinery	0	1	82
Pinery	1	0	94
Pinkawillinie	0	1	38
Pinkawillinie	1	0	42
Pinkerton Plains	0	1	55
Pinkerton Plains	1	0	60
Pinks Beach	0	1	44
Pinks Beach	1	0	62
Pinnaroo	0	1	420
Pinnaroo	1	0	568
Pipalyatjara	0	1	133
Pipalyatjara	1	0	157
Pirie East	0	1	35
Pirie East	1	0	38
Pleasant Park	0	1	30
Pleasant Park	1	0	35
Plympton	0	1	2202
Plympton	1	0	3427
Plympton Park	0	1	1500
Plympton Park	1	0	2390
Point Boston	0	1	3
Point Boston	1	0	12
Point Lowly	0	1	13
Point Lowly	1	0	12
Point Pass	0	1	70
Point Pass	1	0	84
Point Pearce	0	1	57
Point Pearce	1	0	84
Point Souttar	0	1	19
Point Souttar	1	0	27
Point Sturt	0	1	47
Point Sturt	1	0	60
Point Turton	0	1	193
Point Turton	1	0	281
Polish Hill River	0	1	21
Polish Hill River	1	0	30
Poltalloch	0	1	28
Poltalloch	1	0	33
Pompoota	0	1	45
Pompoota	1	0	51
Ponde	0	1	38
Ponde	1	0	44
Poochera	0	1	32
Poochera	1	0	46
Pooginagoric	0	1	41
Pooginagoric	1	0	55
Pooginook	0	1	10
Pooginook	1	0	8
Poonindie	0	1	64
Poonindie	1	0	123
Pooraka	0	1	4185
Pooraka	1	0	5721
Porky Flat	0	1	9
Porky Flat	1	0	9
Port Adelaide	0	1	568
Port Adelaide	1	0	858
Port Arthur (SA)	0	1	3
Port Arthur (SA)	1	0	3
Port Augusta	0	1	3584
Port Augusta	1	0	4932
Port Augusta West	0	1	2251
Port Augusta West	1	0	3065
Port Bonython	0	1	16
Port Bonython	1	0	15
Port Broughton	0	1	701
Port Broughton	1	0	968
Port Davis	0	1	10
Port Davis	1	0	10
Port Elliot	0	1	1209
Port Elliot	1	0	1614
Port Gawler	0	1	61
Port Gawler	1	0	80
Port Germein	0	1	235
Port Germein	1	0	302
Port Gibbon	0	1	7
Port Gibbon	1	0	7
Port Hughes	0	1	284
Port Hughes	1	0	425
Port Julia	0	1	32
Port Julia	1	0	43
Port Kenny	0	1	50
Port Kenny	1	0	59
Port Lincoln	0	1	7246
Port Lincoln	1	0	10723
Port Macdonnell	0	1	508
Port Macdonnell	1	0	647
Port Mannum	0	1	117
Port Mannum	1	0	200
Port Moorowie	0	1	43
Port Moorowie	1	0	64
Port Neill	0	1	106
Port Neill	1	0	161
Port Noarlunga	0	1	1452
Port Noarlunga	1	0	2121
Port Noarlunga South	0	1	1508
Port Noarlunga South	1	0	2123
Port Paterson	0	1	42
Port Paterson	1	0	52
Port Pirie	0	1	68
Port Pirie	1	0	135
Port Pirie South	0	1	2280
Port Pirie South	1	0	3042
Port Pirie West	0	1	1493
Port Pirie West	1	0	2052
Port Rickaby	0	1	41
Port Rickaby	1	0	49
Port Victoria	0	1	215
Port Victoria	1	0	283
Port Vincent	0	1	323
Port Vincent	1	0	431
Port Wakefield	0	1	327
Port Wakefield	1	0	470
Port Willunga	0	1	914
Port Willunga	1	0	1292
Porter Lagoon	0	1	10
Porter Lagoon	1	0	10
Price	0	1	113
Price	1	0	150
Prospect (SA)	0	1	7048
Prospect (SA)	1	0	10330
Prospect Hill	0	1	104
Prospect Hill	1	0	133
Pukatja	0	1	347
Pukatja	1	0	412
Puntabie	0	1	3
Puntabie	1	0	7
Punthari	0	1	37
Punthari	1	0	38
Punyelroo	0	1	14
Punyelroo	1	0	19
Purnong	0	1	33
Purnong	1	0	42
Pyap	0	1	86
Pyap	1	0	132
Pyap West	0	1	13
Pyap West	1	0	30
Pygery	0	1	38
Pygery	1	0	57
Qualco	0	1	27
Qualco	1	0	43
Queenstown (SA)	0	1	1003
Queenstown (SA)	1	0	1469
Quinyambie	0	1	4
Quinyambie	1	0	3
Quorn	0	1	747
Quorn	1	0	994
Racecourse Bay	0	1	26
Racecourse Bay	1	0	32
Ramco	0	1	109
Ramco	1	0	139
Ramco Heights	0	1	82
Ramco Heights	1	0	115
Ramsay (SA)	0	1	50
Ramsay (SA)	1	0	67
Rapid Bay	0	1	14
Rapid Bay	1	0	11
Red Creek	0	1	76
Red Creek	1	0	99
Redbanks	0	1	132
Redbanks	1	0	167
Redhill	0	1	97
Redhill	1	0	133
Redwood Park	0	1	3631
Redwood Park	1	0	4537
Reedy Creek (SA)	0	1	64
Reedy Creek (SA)	1	0	80
Reeves Plains	0	1	94
Reeves Plains	1	0	108
Regency Park	0	1	20
Regency Park	1	0	69
Reid (SA)	0	1	93
Reid (SA)	1	0	334
Rendelsham	0	1	137
Rendelsham	1	0	184
Renmark	0	1	2315
Renmark	1	0	3460
Renmark North	0	1	419
Renmark North	1	0	531
Renmark South	0	1	234
Renmark South	1	0	291
Renmark West	0	1	868
Renmark West	1	0	1088
Renown Park	0	1	801
Renown Park	1	0	1236
Reynella	0	1	2676
Reynella	1	0	3858
Reynella East	0	1	1356
Reynella East	1	0	1754
Rhynie	0	1	83
Rhynie	1	0	110
Richmond (SA)	0	1	1603
Richmond (SA)	1	0	2491
Ridgehaven	0	1	2255
Ridgehaven	1	0	3245
Ridleyton	0	1	535
Ridleyton	1	0	850
Risdon Park	0	1	2262
Risdon Park	1	0	3055
Risdon Park South	0	1	1349
Risdon Park South	1	0	1796
Riverglades	0	1	490
Riverglades	1	0	677
Riverglen	0	1	14
Riverglen	1	0	22
Riverton (SA)	0	1	601
Riverton (SA)	1	0	857
Robe	0	1	554
Robe	1	0	833
Robertstown	0	1	175
Robertstown	1	0	220
Rochester (SA)	0	1	4
Rochester (SA)	1	0	4
Rockleigh	0	1	159
Rockleigh	1	0	209
Rocky Camp	0	1	101
Rocky Camp	1	0	114
Rocky Gully (SA)	0	1	60
Rocky Gully (SA)	1	0	94
Rocky Plain (SA)	0	1	13
Rocky Plain (SA)	1	0	13
Rogues Point	0	1	21
Rogues Point	1	0	27
Rose Park	0	1	712
Rose Park	1	0	1090
Rosedale (SA)	0	1	121
Rosedale (SA)	1	0	151
Rosetown	0	1	51
Rosetown	1	0	99
Rosewater	0	1	1848
Rosewater	1	0	2568
Roseworthy	0	1	653
Roseworthy	1	0	864
Rosslyn Park	0	1	889
Rosslyn Park	1	0	1161
Rostrevor	0	1	4584
Rostrevor	1	0	6378
Rowland Flat	0	1	91
Rowland Flat	1	0	120
Roxby Downs	0	1	1118
Roxby Downs	1	0	2319
Royal Park	0	1	1670
Royal Park	1	0	2338
Royston Park	0	1	703
Royston Park	1	0	987
Rudall	0	1	54
Rudall	1	0	72
SA Remainder	0	1	7
SA Remainder	1	0	13
Saddleworth	0	1	290
Saddleworth	1	0	380
Saints	0	1	3
Saints	1	0	8
Salisbury (SA)	0	1	3839
Salisbury (SA)	1	0	6136
Salisbury Downs	0	1	3263
Salisbury Downs	1	0	4637
Salisbury East	0	1	5252
Salisbury East	1	0	7233
Salisbury Heights	0	1	3299
Salisbury Heights	1	0	4276
Salisbury North	0	1	5276
Salisbury North	1	0	7592
Salisbury Park	0	1	1355
Salisbury Park	1	0	1758
Salisbury Plain	0	1	697
Salisbury Plain	1	0	975
Salisbury South	0	1	30
Salisbury South	1	0	65
Salt Creek	0	1	15
Salt Creek	1	0	24
Salter Springs	0	1	44
Salter Springs	1	0	53
Saltia	0	1	7
Saltia	1	0	7
Sampson Flat	0	1	81
Sampson Flat	1	0	105
Sandalwood	0	1	33
Sandalwood	1	0	45
Sandergrove	0	1	46
Sandergrove	1	0	70
Sanderston	0	1	45
Sanderston	1	0	69
Sandilands (SA)	0	1	65
Sandilands (SA)	1	0	85
Sandleton	0	1	28
Sandleton	1	0	26
Sandy Creek (SA)	0	1	165
Sandy Creek (SA)	1	0	248
Sandy Grove	0	1	79
Sandy Grove	1	0	82
Sapphiretown	0	1	24
Sapphiretown	1	0	31
Sceale Bay	0	1	25
Sceale Bay	1	0	36
Schell Well	0	1	4
Schell Well	1	0	4
Scott Creek	0	1	138
Scott Creek	1	0	173
Seacliff	0	1	1059
Seacliff	1	0	1542
Seacliff Park	0	1	1301
Seacliff Park	1	0	1959
Seacombe Gardens	0	1	1295
Seacombe Gardens	1	0	2185
Seacombe Heights	0	1	949
Seacombe Heights	1	0	1240
Seaford (SA)	0	1	2282
Seaford (SA)	1	0	3501
Seaford Meadows	0	1	776
Seaford Meadows	1	0	2530
Seaford Rise	0	1	3169
Seaford Rise	1	0	4931
