SSC_NAME16	Address1YearAgo	persons
Turners Beach	(Same Address)	1396
Turners Beach	(Same SA2)	28
Turners Beach	New South Wales	3
Turners Beach	Queensland	25
Turners Beach	Tasmania	128
Turners Beach	Victoria	5
Turners Beach	Western Australia	3
Turners Marsh	(Same Address)	200
Turners Marsh	(Same SA2)	7
Turners Marsh	Queensland	3
Turners Marsh	Tasmania	16
Tyenna (Tas.)	(Same Address)	20
Tyenna (Tas.)	Tasmania	13
Ulverstone	(Overseas)	9
Ulverstone	(Same Address)	5172
Ulverstone	(Same SA2)	229
Ulverstone	New South Wales	8
Ulverstone	Northern Territory	3
Ulverstone	Queensland	42
Ulverstone	South Australia	3
Ulverstone	Tasmania	424
Ulverstone	Victoria	29
Ulverstone	Western Australia	14
Underwood (Tas.)	(Overseas)	3
Underwood (Tas.)	(Same Address)	310
Underwood (Tas.)	South Australia	3
Underwood (Tas.)	Tasmania	20
Upper Blessington	(Same Address)	55
Upper Burnie	(Overseas)	5
Upper Burnie	(Same Address)	1423
Upper Burnie	(Same SA2)	33
Upper Burnie	New South Wales	10
Upper Burnie	Queensland	3
Upper Burnie	South Australia	3
Upper Burnie	Tasmania	175
Upper Burnie	Victoria	6
Upper Burnie	Western Australia	3
Upper Castra	(Same Address)	69
Upper Castra	Tasmania	3
Upper Esk	(Same Address)	17
Upper Esk	(Same SA2)	3
Upper Natone	(Same Address)	87
Upper Natone	(Same SA2)	3
Upper Natone	Queensland	3
Upper Scamander	(Same Address)	40
Upper Scamander	New South Wales	3
Upper Stowport	(Same Address)	85
Upper Stowport	(Same SA2)	3
Upper Stowport	Queensland	4
Upper Woodstock	(Same Address)	61
Uxbridge	(Same Address)	17
Verona Sands	(Same Address)	68
Verona Sands	Tasmania	11
Victoria Valley (Tas.)	(Same Address)	4
Waddamana	(Same Address)	3
Waratah (Tas.)	(Same Address)	187
Waratah (Tas.)	(Same SA2)	7
Waratah (Tas.)	Queensland	3
Waratah (Tas.)	Tasmania	9
Waratah (Tas.)	Victoria	5
Warrane	(Overseas)	35
Warrane	(Same Address)	1855
Warrane	(Same SA2)	44
Warrane	New South Wales	6
Warrane	Northern Territory	3
Warrane	Queensland	11
Warrane	Tasmania	235
Warrane	Victoria	5
Warrane	Western Australia	4
Warrentinna	(Same Address)	4
Waterhouse	(Same Address)	62
Waterhouse	(Same SA2)	10
Waterhouse	New South Wales	3
Waterloo (Tas.)	(Same Address)	78
Waterloo (Tas.)	New South Wales	4
Waterloo (Tas.)	South Australia	3
Wattle Grove (Tas.)	(Same Address)	86
Wattle Grove (Tas.)	(Same SA2)	5
Wattle Grove (Tas.)	New South Wales	12
Wattle Grove (Tas.)	Tasmania	4
Wattle Hill (Tas.)	(Same Address)	130
Wattle Hill (Tas.)	(Same SA2)	10
Wattle Hill (Tas.)	Queensland	4
Wattle Hill (Tas.)	Tasmania	4
Waverley (Tas.)	(Overseas)	3
Waverley (Tas.)	(Same Address)	1187
Waverley (Tas.)	(Same SA2)	27
Waverley (Tas.)	New South Wales	12
Waverley (Tas.)	Northern Territory	5
Waverley (Tas.)	Queensland	10
Waverley (Tas.)	South Australia	3
Waverley (Tas.)	Tasmania	88
Waverley (Tas.)	Victoria	7
Waverley (Tas.)	Western Australia	7
Wayatinah	(Same Address)	24
Weegena	(Overseas)	4
Weegena	(Same Address)	66
Weegena	(Same SA2)	6
Weegena	South Australia	6
Weetah	(Same Address)	43
Weetah	(Same SA2)	3
Weldborough	(Same Address)	25
Wesley Vale	(Same Address)	390
Wesley Vale	(Same SA2)	11
Wesley Vale	Tasmania	13
Wesley Vale	Victoria	3
West Hobart	(Overseas)	83
West Hobart	(Same Address)	4525
West Hobart	(Same SA2)	95
West Hobart	Australian Capital Territory	4
West Hobart	New South Wales	40
West Hobart	Northern Territory	4
West Hobart	Queensland	35
West Hobart	South Australia	9
West Hobart	Tasmania	552
West Hobart	Victoria	97
West Hobart	Western Australia	34
West Kentish	(Same Address)	120
West Kentish	(Same SA2)	8
West Kentish	New South Wales	4
West Kentish	Tasmania	3
West Kentish	Victoria	4
West Launceston	(Overseas)	25
West Launceston	(Same Address)	3231
West Launceston	(Same SA2)	46
West Launceston	New South Wales	20
West Launceston	Northern Territory	9
West Launceston	Queensland	22
West Launceston	South Australia	4
West Launceston	Tasmania	405
West Launceston	Victoria	27
West Launceston	Western Australia	19
West Montagu	(Same Address)	36
West Montagu	(Same SA2)	5
West Moonah	(Overseas)	62
West Moonah	(Same Address)	3054
West Moonah	(Same SA2)	37
West Moonah	New South Wales	15
West Moonah	Queensland	10
West Moonah	South Australia	13
West Moonah	Tasmania	394
West Moonah	Victoria	27
West Moonah	Western Australia	11
West Mooreville	(Same Address)	85
West Mooreville	Tasmania	5
West Mooreville	Victoria	6
West Pine	(Same Address)	119
West Pine	Tasmania	7
West Ridgley	(Same Address)	110
West Ridgley	Tasmania	3
West Scottsdale	(Same Address)	47
West Scottsdale	(Same SA2)	4
West Scottsdale	New South Wales	7
West Scottsdale	Tasmania	3
West Takone	(Same Address)	9
West Ulverstone	(Overseas)	10
West Ulverstone	(Same Address)	3276
West Ulverstone	(Same SA2)	81
West Ulverstone	New South Wales	8
West Ulverstone	Queensland	19
West Ulverstone	South Australia	3
West Ulverstone	Tasmania	393
Westbury (Tas.)	(Overseas)	10
Westbury (Tas.)	(Same Address)	1608
Westbury (Tas.)	(Same SA2)	73
Westbury (Tas.)	New South Wales	10
Westbury (Tas.)	Queensland	15
Westbury (Tas.)	Tasmania	93
Westbury (Tas.)	Victoria	3
Western Creek (Tas.)	(Same Address)	82
Western Creek (Tas.)	(Same SA2)	9
Western Creek (Tas.)	Queensland	7
Western Creek (Tas.)	Tasmania	7
Western Junction	(Same Address)	112
Westerway	(Same Address)	183
Westerway	New South Wales	5
Westerway	Northern Territory	3
Westerway	Tasmania	13
Westwood (Tas.)	(Same Address)	52
Westwood (Tas.)	(Same SA2)	4
Westwood (Tas.)	Tasmania	3
Weymouth	(Same Address)	87
Weymouth	(Same SA2)	8
Weymouth	Tasmania	12
White Beach	(Same Address)	225
White Beach	(Same SA2)	15
White Beach	Tasmania	11
White Beach	Western Australia	3
White Hills (Tas.)	(Same Address)	143
White Hills (Tas.)	Tasmania	15
Whitefoord	(Same Address)	55
Whitefoord	Tasmania	3
Whitemark	(Same Address)	228
Whitemark	(Same SA2)	20
Whitemark	Queensland	3
Whitemark	Tasmania	12
Whitemark	Victoria	3
Whitemark	Western Australia	3
Whitemore	(Same Address)	155
Whitemore	(Same SA2)	7
Whitemore	Tasmania	17
Wickham (Tas.)	(Same Address)	6
Wickham (Tas.)	Victoria	4
Wilburville	(Same Address)	15
Wilmot	(Same Address)	241
Wilmot	(Same SA2)	4
Wilmot	Queensland	3
Wilmot	Tasmania	15
Wiltshire	(Same Address)	34
Windermere (Tas.)	(Same Address)	206
Windermere (Tas.)	Queensland	3
Windermere (Tas.)	Tasmania	15
Winkleigh	(Same Address)	169
Winkleigh	(Same SA2)	8
Winkleigh	Queensland	3
Winkleigh	Tasmania	4
Winnaleah	(Same Address)	178
Winnaleah	(Same SA2)	4
Winnaleah	Northern Territory	3
Winnaleah	Queensland	5
Winnaleah	Tasmania	8
Wivenhoe	(Same Address)	169
Wivenhoe	(Same SA2)	5
Wivenhoe	Queensland	3
Wivenhoe	Tasmania	15
Woodbridge (Tas.)	(Overseas)	4
Woodbridge (Tas.)	(Same Address)	408
Woodbridge (Tas.)	(Same SA2)	27
Woodbridge (Tas.)	New South Wales	3
Woodbridge (Tas.)	Queensland	4
Woodbridge (Tas.)	Tasmania	20
Woodbury (Tas.)	(Same Address)	27
Woodsdale	(Same Address)	72
Woodstock (Tas.)	(Same Address)	20
Woodstock (Tas.)	Tasmania	7
Woolnorth	(Same Address)	43
Woolnorth	(Same SA2)	22
Woolnorth	Queensland	7
Woolnorth	Tasmania	17
Woolnorth	Victoria	5
Wyena	(Same Address)	17
Wyena	Tasmania	3
Wynyard	(Overseas)	17
Wynyard	(Same Address)	4735
Wynyard	(Same SA2)	277
Wynyard	Australian Capital Territory	3
Wynyard	New South Wales	15
Wynyard	Northern Territory	3
Wynyard	Queensland	34
Wynyard	South Australia	4
Wynyard	Tasmania	302
Wynyard	Victoria	13
Wynyard	Western Australia	9
Yambacoona	(Same Address)	27
Yambacoona	(Same SA2)	3
Yarra Creek	(Same Address)	28
Yarra Creek	(Same SA2)	3
Yolla	(Same Address)	261
Yolla	(Same SA2)	11
Yolla	Tasmania	13
Yolla	Victoria	3
York Plains (Tas.)	(Same Address)	47
York Town	(Same Address)	66
York Town	Tasmania	3
York Town	Western Australia	3
Youngtown	(Overseas)	4
Youngtown	(Same Address)	3209
Youngtown	(Same SA2)	50
Youngtown	New South Wales	16
Youngtown	Northern Territory	6
Youngtown	Queensland	13
Youngtown	Tasmania	326
Youngtown	Victoria	13
Youngtown	Western Australia	7
Zeehan	(Same Address)	517
Zeehan	(Same SA2)	48
Zeehan	New South Wales	12
Zeehan	Queensland	21
Zeehan	Tasmania	26
Zeehan	Victoria	7
Zeehan	Western Australia	6
No usual address (Tas.)	(Overseas)	39
No usual address (Tas.)	(Same Address)	176
No usual address (Tas.)	(Same SA2)	72
No usual address (Tas.)	Australian Capital Territory	4
No usual address (Tas.)	New South Wales	32
No usual address (Tas.)	Northern Territory	4
No usual address (Tas.)	Queensland	59
No usual address (Tas.)	South Australia	13
No usual address (Tas.)	Tasmania	253
No usual address (Tas.)	Victoria	31
No usual address (Tas.)	Western Australia	24
Migratory - Offshore - Shipping (Tas.)	(Overseas)	3
Migratory - Offshore - Shipping (Tas.)	(Same Address)	47
Migratory - Offshore - Shipping (Tas.)	Tasmania	9
Migratory - Offshore - Shipping (Tas.)	Victoria	3
Acacia Hills (NT)	(Overseas)	6
Acacia Hills (NT)	(Same Address)	506
Acacia Hills (NT)	(Same SA2)	5
Acacia Hills (NT)	Northern Territory	40
Acacia Hills (NT)	Queensland	12
Acacia Hills (NT)	Victoria	3
Acacia Hills (NT)	Western Australia	8
Adelaide River	(Same Address)	256
Adelaide River	(Same SA2)	20
Adelaide River	Northern Territory	13
Adelaide River	Queensland	3
Adelaide River	South Australia	3
Adelaide River	Victoria	5
Alawa	(Overseas)	78
Alawa	(Same Address)	1467
Alawa	(Same SA2)	28
Alawa	New South Wales	9
Alawa	Northern Territory	171
Alawa	Queensland	29
Alawa	South Australia	3
Alawa	Victoria	9
Alawa	Western Australia	18
Ali Curung	(Overseas)	3
Ali Curung	(Same Address)	432
Ali Curung	(Same SA2)	4
Ali Curung	Northern Territory	9
Alice Springs	(Overseas)	13
Alice Springs	(Same Address)	118
Alice Springs	(Same SA2)	8
Alice Springs	New South Wales	3
Alice Springs	Northern Territory	22
Alice Springs	Queensland	9
Alice Springs	South Australia	9
Alice Springs	Victoria	3
Alice Springs	Western Australia	3
Alpurrurulam	(Same Address)	368
Alpurrurulam	(Same SA2)	3
Alpurrurulam	New South Wales	3
Alpurrurulam	Northern Territory	11
Alpurrurulam	Queensland	8
Alyangula	(Overseas)	7
Alyangula	(Same Address)	578
Alyangula	(Same SA2)	36
Alyangula	New South Wales	9
Alyangula	Northern Territory	29
Alyangula	Queensland	49
Alyangula	South Australia	11
Alyangula	Tasmania	9
Alyangula	Victoria	14
Alyangula	Western Australia	24
Amoonguna	(Same Address)	214
Amoonguna	(Same SA2)	3
Amoonguna	Northern Territory	3
Ampilatwatja	(Same Address)	386
Ampilatwatja	(Same SA2)	4
Ampilatwatja	Northern Territory	8
Ampilatwatja	Queensland	3
Ampilatwatja	Victoria	3
Anatye	(Same Address)	80
Anatye	Northern Territory	3
Anatye	Queensland	9
Angurugu	(Same Address)	710
Angurugu	Northern Territory	3
Angurugu	Victoria	4
Anindilyakwa	(Same Address)	98
Anindilyakwa	(Same SA2)	4
Anindilyakwa	New South Wales	3
Anindilyakwa	Northern Territory	5
Anmatjere	(Overseas)	3
Anmatjere	(Same Address)	427
Anmatjere	(Same SA2)	3
Anmatjere	Northern Territory	18
Anula	(Overseas)	19
Anula	(Same Address)	1799
Anula	(Same SA2)	16
Anula	New South Wales	3
Anula	Northern Territory	205
Anula	Queensland	13
Anula	South Australia	9
Anula	Victoria	12
Anula	Western Australia	10
Araluen (NT)	(Overseas)	42
Araluen (NT)	(Same Address)	1895
Araluen (NT)	(Same SA2)	55
Araluen (NT)	Australian Capital Territory	5
Araluen (NT)	New South Wales	13
Araluen (NT)	Northern Territory	227
Araluen (NT)	Queensland	57
Araluen (NT)	South Australia	37
Araluen (NT)	Victoria	25
Araluen (NT)	Western Australia	6
Areyonga	(Same Address)	150
Areyonga	(Same SA2)	3
Areyonga	Northern Territory	8
Areyonga	South Australia	3
Arnold (NT)	(Same Address)	8
Arnold (NT)	Northern Territory	7
Arumbera	(Overseas)	3
Arumbera	(Same Address)	189
Arumbera	(Same SA2)	16
Arumbera	Northern Territory	23
Arumbera	Queensland	3
Arumbera	South Australia	3
Arumbera	Victoria	3
Atitjere	(Overseas)	7
Atitjere	(Same Address)	198
Atitjere	Northern Territory	8
Baines	(Same Address)	142
Baines	(Same SA2)	3
Baines	Northern Territory	11
Baines	Queensland	8
Bakewell	(Overseas)	68
Bakewell	(Same Address)	2028
Bakewell	(Same SA2)	83
Bakewell	Australian Capital Territory	5
Bakewell	New South Wales	33
Bakewell	Northern Territory	434
Bakewell	Queensland	53
Bakewell	South Australia	8
Bakewell	Victoria	15
Bakewell	Western Australia	21
Barunga	(Same Address)	317
Barunga	Northern Territory	10
Barunga	Victoria	4
Batchelor	(Same Address)	303
Batchelor	(Same SA2)	53
Batchelor	New South Wales	4
Batchelor	Northern Territory	36
Batchelor	South Australia	5
Batchelor	Victoria	3
Batchelor	Western Australia	3
Bayview (NT)	(Overseas)	16
Bayview (NT)	(Same Address)	1102
Bayview (NT)	(Same SA2)	23
Bayview (NT)	Australian Capital Territory	6
Bayview (NT)	New South Wales	31
Bayview (NT)	Northern Territory	192
Bayview (NT)	Queensland	46
Bayview (NT)	South Australia	16
Bayview (NT)	Victoria	19
Bayview (NT)	Western Australia	35
Bees Creek	(Overseas)	5
Bees Creek	(Same Address)	662
Bees Creek	(Same SA2)	3
Bees Creek	Northern Territory	65
Bees Creek	Queensland	12
Bees Creek	Western Australia	3
Bellamack	(Overseas)	39
Bellamack	(Same Address)	1481
Bellamack	(Same SA2)	102
Bellamack	New South Wales	40
Bellamack	Northern Territory	357
Bellamack	Queensland	98
Bellamack	South Australia	10
Bellamack	Victoria	59
Bellamack	Western Australia	30
Belyuen	(Same Address)	153
Berrimah	(Overseas)	16
Berrimah	(Same Address)	447
Berrimah	(Same SA2)	3
Berrimah	New South Wales	7
Berrimah	Northern Territory	158
Berrimah	Queensland	18
Berrimah	South Australia	4
Berrimah	Western Australia	8
Berry Springs	(Same Address)	599
Berry Springs	(Same SA2)	32
Berry Springs	New South Wales	3
Berry Springs	Northern Territory	40
Berry Springs	Queensland	10
Berry Springs	Victoria	10
Berry Springs	Western Australia	14
Beswick	(Same Address)	490
Beswick	(Same SA2)	16
Beswick	Northern Territory	8
Binjari	(Same Address)	168
Binjari	Northern Territory	3
Binjari	Queensland	3
Binjari	Western Australia	5
Birdum	(Overseas)	3
Birdum	(Same Address)	52
Birdum	New South Wales	3
Birdum	South Australia	4
Birdum	Western Australia	3
Blackmore	(Same Address)	29
Blackmore	Northern Territory	4
Borroloola	(Overseas)	5
Borroloola	(Same Address)	632
Borroloola	(Same SA2)	30
Borroloola	New South Wales	4
Borroloola	Northern Territory	22
Borroloola	Queensland	40
Borroloola	Victoria	16
Bradshaw	(Same Address)	31
Bradshaw	Queensland	6
Braitling	(Overseas)	35
Braitling	(Same Address)	2160
Braitling	(Same SA2)	77
Braitling	New South Wales	20
Braitling	Northern Territory	291
Braitling	Queensland	25
Braitling	South Australia	25
Braitling	Victoria	16
Braitling	Western Australia	22
Brinkin	(Overseas)	64
Brinkin	(Same Address)	805
Brinkin	(Same SA2)	29
Brinkin	New South Wales	8
Brinkin	Northern Territory	124
Brinkin	Queensland	8
Brinkin	South Australia	10
Brinkin	Victoria	6
Brinkin	Western Australia	7
Buchanan (NT)	(Same Address)	34
Buchanan (NT)	New South Wales	7
Buchanan (NT)	Queensland	10
Bulman Weemol	(Same Address)	246
Bulman Weemol	(Same SA2)	10
Bulman Weemol	Northern Territory	10
Burrundie	(Same Address)	20
Burt Plain	(Same Address)	137
Burt Plain	Northern Territory	13
Burt Plain	Victoria	3
Bynoe	(Same Address)	69
Calvert (NT)	(Same Address)	47
Calvert (NT)	Queensland	5
Canteen Creek	(Same Address)	156
Canteen Creek	(Same SA2)	5
Canteen Creek	Victoria	3
Casuarina (NT)	(Overseas)	29
Casuarina (NT)	(Same Address)	110
Casuarina (NT)	(Same SA2)	20
Casuarina (NT)	New South Wales	9
Casuarina (NT)	Northern Territory	41
Casuarina (NT)	Queensland	16
Casuarina (NT)	South Australia	8
Casuarina (NT)	Victoria	7
Casuarina (NT)	Western Australia	6
Charlotte	(Same Address)	7
Ciccone	(Overseas)	4
Ciccone	(Same Address)	158
Ciccone	(Same SA2)	7
Ciccone	Northern Territory	36
Ciccone	South Australia	3
Ciccone	Victoria	3
Cobourg	(Same Address)	17
Coconut Grove	(Overseas)	96
Coconut Grove	(Same Address)	1751
Coconut Grove	(Same SA2)	68
Coconut Grove	Australian Capital Territory	3
Coconut Grove	New South Wales	35
Coconut Grove	Northern Territory	465
Coconut Grove	Queensland	44
Coconut Grove	South Australia	24
Coconut Grove	Victoria	24
Coconut Grove	Western Australia	30
Connellan	(Same Address)	283
Connellan	(Same SA2)	11
Connellan	Northern Territory	38
Connellan	Queensland	3
Connellan	South Australia	6
Connellan	Tasmania	3
Coolalinga	(Overseas)	5
Coolalinga	(Same Address)	222
Coolalinga	(Same SA2)	14
Coolalinga	New South Wales	5
Coolalinga	Northern Territory	136
Coolalinga	Queensland	18
Coolalinga	South Australia	6
Coolalinga	Tasmania	3
Coolalinga	Victoria	11
Coolalinga	Western Australia	14
Coomalie Creek	(Same Address)	11
Coomalie Creek	New South Wales	5
Coonawarra (NT)	(Same Address)	62
Coonawarra (NT)	New South Wales	4
Cossack (NT)	(Same Address)	916
Cossack (NT)	(Same SA2)	38
Cossack (NT)	New South Wales	3
Cossack (NT)	Northern Territory	12
Cossack (NT)	Queensland	28
Cossack (NT)	South Australia	3
Cossack (NT)	Victoria	3
Cossack (NT)	Western Australia	3
Costello	(Same Address)	5
Cox Peninsula	(Same Address)	12
Creswell	(Overseas)	3
Creswell	(Same Address)	13
Creswell	New South Wales	4
Creswell	Northern Territory	3
Creswell	Queensland	11
Creswell	Victoria	3
Daguragu	(Same Address)	199
Daguragu	(Same SA2)	7
Daly River	(Same Address)	88
Daly River	(Same SA2)	4
Daly River	New South Wales	3
Daly River	Northern Territory	7
Daly Waters	(Same Address)	8
Daly Waters	Western Australia	3
Darwin City	(Overseas)	524
Darwin City	(Same Address)	2805
Darwin City	(Same SA2)	346
Darwin City	Australian Capital Territory	16
Darwin City	New South Wales	150
Darwin City	Northern Territory	706
Darwin City	Queensland	280
Darwin City	South Australia	54
Darwin City	Tasmania	12
Darwin City	Victoria	114
Darwin City	Western Australia	150
Darwin River	(Overseas)	3
Darwin River	(Same Address)	521
Darwin River	(Same SA2)	21
Darwin River	New South Wales	5
Darwin River	Northern Territory	30
Darwin River	Queensland	6
Darwin River	South Australia	3
Davenport (NT)	(Same Address)	132
Davenport (NT)	Northern Territory	10
Davenport (NT)	Queensland	9
Davenport (NT)	South Australia	3
Delamere (NT)	(Same Address)	20
Delamere (NT)	Northern Territory	4
Delamere (NT)	Queensland	4
Delamere (NT)	Western Australia	3
Desert Springs	(Overseas)	48
Desert Springs	(Same Address)	1007
Desert Springs	(Same SA2)	43
Desert Springs	Australian Capital Territory	5
Desert Springs	New South Wales	11
Desert Springs	Northern Territory	108
Desert Springs	Queensland	13
Desert Springs	South Australia	5
Desert Springs	Victoria	6
Desert Springs	Western Australia	10
Douglas-Daly	(Overseas)	10
Douglas-Daly	(Same Address)	123
Douglas-Daly	New South Wales	4
Douglas-Daly	Northern Territory	7
Douglas-Daly	Queensland	3
Douglas-Daly	South Australia	3
Douglas-Daly	Western Australia	4
Driver	(Overseas)	53
Driver	(Same Address)	1906
Driver	(Same SA2)	49
Driver	New South Wales	14
Driver	Northern Territory	326
Driver	Queensland	27
Driver	South Australia	23
Driver	Victoria	21
Driver	Western Australia	29
Dundee Beach	(Same Address)	156
Dundee Beach	(Same SA2)	7
Dundee Beach	New South Wales	4
Dundee Beach	Northern Territory	14
Dundee Beach	Queensland	4
Dundee Beach	Western Australia	3
Dundee Downs	(Same Address)	66
Dundee Downs	Northern Territory	5
Dundee Downs	Queensland	3
Dundee Forest	(Same Address)	58
Dundee Forest	Northern Territory	3
Durack (NT)	(Overseas)	49
Durack (NT)	(Same Address)	1996
Durack (NT)	(Same SA2)	128
Durack (NT)	Australian Capital Territory	3
Durack (NT)	New South Wales	78
Durack (NT)	Northern Territory	551
Durack (NT)	Queensland	149
Durack (NT)	South Australia	37
Durack (NT)	Tasmania	15
Durack (NT)	Victoria	67
Durack (NT)	Western Australia	73
East Arm	(Same Address)	3
East Arm	Northern Territory	4
East Arnhem	(Same Address)	791
East Arnhem	(Same SA2)	58
East Arnhem	Northern Territory	4
East Arnhem	Queensland	3
East Point	(Same Address)	11
East Side	(Overseas)	98
East Side	(Same Address)	1957
East Side	(Same SA2)	131
East Side	Australian Capital Territory	8
East Side	New South Wales	30
East Side	Northern Territory	201
East Side	Queensland	20
East Side	South Australia	24
East Side	Tasmania	10
East Side	Victoria	30
East Side	Western Australia	16
Eaton (NT)	(Overseas)	4
Eaton (NT)	(Same Address)	116
Eaton (NT)	New South Wales	12
Eaton (NT)	Northern Territory	9
Eaton (NT)	Queensland	27
Eaton (NT)	South Australia	4
Eaton (NT)	Victoria	14
Edith (NT)	(Same Address)	89
Edith (NT)	(Same SA2)	7
Edith (NT)	Northern Territory	4
Elliott (NT)	(Same Address)	288
Elliott (NT)	(Same SA2)	5
Elliott (NT)	New South Wales	3
Elliott (NT)	Northern Territory	13
Elliott (NT)	Queensland	4
Elliott (NT)	Victoria	3
Elsey	(Same Address)	27
Emungalan	(Overseas)	3
Emungalan	(Same Address)	247
Emungalan	(Same SA2)	10
Emungalan	Northern Territory	21
Emungalan	Queensland	3
Engawala	(Same Address)	142
Engawala	Northern Territory	3
Engawala	South Australia	4
Eva Valley	(Same Address)	45
Eva Valley	(Same SA2)	3
Eva Valley	New South Wales	3
Eva Valley	Northern Territory	4
Eva Valley	Queensland	3
Fannie Bay	(Overseas)	53
Fannie Bay	(Same Address)	1728
Fannie Bay	(Same SA2)	53
Fannie Bay	Australian Capital Territory	3
Fannie Bay	New South Wales	16
Fannie Bay	Northern Territory	258
Fannie Bay	Queensland	48
Fannie Bay	South Australia	26
Fannie Bay	Tasmania	3
Fannie Bay	Victoria	43
Fannie Bay	Western Australia	45
Farrar	(Overseas)	7
Farrar	(Same Address)	984
Farrar	(Same SA2)	20
Farrar	New South Wales	10
Farrar	Northern Territory	185
Farrar	Queensland	65
Farrar	South Australia	7
Farrar	Victoria	19
Farrar	Western Australia	25
Finke	(Same Address)	155
Finke	(Same SA2)	4
Finke	Northern Territory	13
