SSC_NAME16	Address1YearAgo	persons
Jerrawa	(Same Address)	55
Jerrawa	New South Wales	11
Jerrawangala	(Same Address)	61
Jerrong	(Same Address)	11
Jerrys Plains	(Overseas)	9
Jerrys Plains	(Same Address)	291
Jerrys Plains	(Same SA2)	8
Jerrys Plains	New South Wales	21
Jerseyville	(Same Address)	98
Jerseyville	(Same SA2)	5
Jerseyville	New South Wales	3
Jesmond	(Overseas)	230
Jesmond	(Same Address)	1987
Jesmond	(Same SA2)	141
Jesmond	Australian Capital Territory	3
Jesmond	New South Wales	414
Jesmond	Queensland	16
Jesmond	South Australia	3
Jesmond	Victoria	17
Jesmond	Western Australia	4
Jewells	(Overseas)	5
Jewells	(Same Address)	2064
Jewells	(Same SA2)	48
Jewells	New South Wales	138
Jewells	Queensland	5
Jewells	Victoria	9
Jiggi	(Overseas)	3
Jiggi	(Same Address)	312
Jiggi	(Same SA2)	3
Jiggi	New South Wales	9
Jiggi	Northern Territory	3
Jiggi	Victoria	4
Jiggi	Western Australia	5
Jilliby	(Same Address)	1361
Jilliby	(Same SA2)	7
Jilliby	New South Wales	139
Jimenbuen	(Same Address)	21
Jimenbuen	(Same SA2)	6
Jincumbilly	(Same Address)	4
Jindabyne	(Overseas)	62
Jindabyne	(Same Address)	1735
Jindabyne	(Same SA2)	248
Jindabyne	Australian Capital Territory	20
Jindabyne	New South Wales	201
Jindabyne	Queensland	40
Jindabyne	South Australia	3
Jindabyne	Victoria	24
Jindabyne	Western Australia	5
Jinden	(Same Address)	16
Jindera	(Overseas)	11
Jindera	(Same Address)	1778
Jindera	(Same SA2)	73
Jindera	New South Wales	140
Jindera	Queensland	3
Jindera	Victoria	38
Jingellic	(Same Address)	44
Jingellic	New South Wales	3
Jingellic	Victoria	3
Jingera	(Same Address)	25
Joadja	(Same Address)	97
Joadja	(Same SA2)	3
Joadja	New South Wales	7
Joes Box	(Same Address)	8
Johns River	(Same Address)	217
Johns River	(Same SA2)	10
Johns River	New South Wales	33
Jones Bridge	(Overseas)	3
Jones Bridge	(Same Address)	11
Jones Creek	(Same Address)	90
Jones Creek	(Same SA2)	6
Jones Creek	New South Wales	3
Jones Island	(Same Address)	48
Jones Island	New South Wales	3
Jordan Springs	(Overseas)	78
Jordan Springs	(Same Address)	2720
Jordan Springs	(Same SA2)	217
Jordan Springs	New South Wales	1634
Jordan Springs	Northern Territory	3
Jordan Springs	Queensland	40
Jordan Springs	Victoria	6
Jordan Springs	Western Australia	11
Judds Creek	(Same Address)	15
Jugiong	(Same Address)	182
Jugiong	(Same SA2)	4
Jugiong	Australian Capital Territory	8
Jugiong	New South Wales	5
Junction Hill	(Overseas)	6
Junction Hill	(Same Address)	1126
Junction Hill	(Same SA2)	95
Junction Hill	New South Wales	58
Junction Hill	Queensland	8
Junction Hill	Western Australia	4
Junee	(Overseas)	57
Junee	(Same Address)	3023
Junee	(Same SA2)	233
Junee	Australian Capital Territory	7
Junee	New South Wales	200
Junee	Queensland	13
Junee	South Australia	13
Junee	Victoria	13
Junee	Western Australia	4
Junee Reefs	(Same Address)	75
Kahibah	(Overseas)	4
Kahibah	(Same Address)	2058
Kahibah	(Same SA2)	80
Kahibah	New South Wales	159
Kahibah	Tasmania	3
Kahibah	Victoria	7
Kains Flat	(Same Address)	134
Kains Flat	(Same SA2)	3
Kains Flat	New South Wales	6
Kalang	(Same Address)	184
Kalang	(Same SA2)	21
Kalang	New South Wales	15
Kalang	Queensland	5
Kalang	Victoria	4
Kalaru	(Overseas)	3
Kalaru	(Same Address)	526
Kalaru	(Same SA2)	30
Kalaru	Australian Capital Territory	5
Kalaru	New South Wales	47
Kalaru	Victoria	3
Kalkite	(Overseas)	4
Kalkite	(Same Address)	174
Kalkite	(Same SA2)	16
Kalkite	New South Wales	9
Kamarah	(Same Address)	82
Kamarah	New South Wales	3
Kameruka	(Same Address)	91
Kameruka	New South Wales	4
Kameruka	Victoria	7
Kanahooka	(Overseas)	16
Kanahooka	(Same Address)	4625
Kanahooka	(Same SA2)	146
Kanahooka	New South Wales	390
Kanahooka	Northern Territory	7
Kanahooka	Queensland	6
Kanahooka	Victoria	9
Kanahooka	Western Australia	3
Kandos	(Overseas)	4
Kandos	(Same Address)	963
Kandos	(Same SA2)	72
Kandos	New South Wales	61
Kandos	Queensland	9
Kangaloon	(Same Address)	125
Kangaloon	New South Wales	10
Kangaroo Creek	(Same Address)	77
Kangaroo Creek	(Same SA2)	3
Kangaroo Creek	New South Wales	4
Kangaroo Point (NSW)	(Overseas)	3
Kangaroo Point (NSW)	(Same Address)	499
Kangaroo Point (NSW)	New South Wales	26
Kangaroo Valley	(Same Address)	704
Kangaroo Valley	(Same SA2)	18
Kangaroo Valley	New South Wales	39
Kangaroo Valley	Queensland	8
Kangaroo Valley	Victoria	7
Kangaroo Valley	Western Australia	4
Kangaroobie	(Same Address)	38
Kangiara	(Same Address)	37
Kangy Angy	(Same Address)	246
Kangy Angy	(Same SA2)	3
Kangy Angy	New South Wales	27
Kanimbla (NSW)	(Same Address)	106
Kanimbla (NSW)	New South Wales	7
Kanoona	(Same Address)	129
Kanoona	New South Wales	3
Kanwal	(Overseas)	11
Kanwal	(Same Address)	3081
Kanwal	(Same SA2)	104
Kanwal	New South Wales	360
Kanwal	Queensland	14
Kanwal	Western Australia	3
Kapooka	(Overseas)	3
Kapooka	(Same Address)	255
Kapooka	Australian Capital Territory	13
Kapooka	New South Wales	47
Kapooka	Northern Territory	15
Kapooka	Queensland	110
Kapooka	South Australia	15
Kapooka	Tasmania	5
Kapooka	Victoria	47
Kapooka	Western Australia	9
Kaputar	(Same Address)	3
Karaak Flat	(Same Address)	41
Karabar	(Overseas)	51
Karabar	(Same Address)	6573
Karabar	(Same SA2)	153
Karabar	Australian Capital Territory	177
Karabar	New South Wales	473
Karabar	Northern Territory	4
Karabar	Queensland	33
Karabar	South Australia	14
Karabar	Victoria	17
Karabar	Western Australia	5
Karangi	(Same Address)	425
Karangi	(Same SA2)	12
Karangi	New South Wales	65
Kareela	(Overseas)	25
Kareela	(Same Address)	3009
Kareela	(Same SA2)	36
Kareela	Australian Capital Territory	4
Kareela	New South Wales	181
Kareela	Queensland	4
Kareela	Victoria	6
Kareela	Western Australia	4
Kariong	(Overseas)	22
Kariong	(Same Address)	5102
Kariong	(Same SA2)	172
Kariong	New South Wales	468
Kariong	Northern Territory	4
Kariong	Queensland	11
Kariong	South Australia	3
Kariong	Victoria	5
Kars Springs	(Same Address)	34
Karuah	(Same Address)	1098
Karuah	(Same SA2)	47
Karuah	New South Wales	99
Karuah	Queensland	7
Karuah	Victoria	6
Katoomba	(Overseas)	58
Katoomba	(Same Address)	6053
Katoomba	(Same SA2)	340
Katoomba	New South Wales	581
Katoomba	Northern Territory	9
Katoomba	Queensland	19
Katoomba	South Australia	7
Katoomba	Tasmania	8
Katoomba	Victoria	15
Katoomba	Western Australia	3
Kayuga	(Same Address)	50
Kayuga	New South Wales	4
Kearns	(Overseas)	10
Kearns	(Same Address)	2314
Kearns	(Same SA2)	80
Kearns	New South Wales	183
Kearns	Queensland	3
Kearns	South Australia	4
Kearsley	(Same Address)	706
Kearsley	(Same SA2)	36
Kearsley	New South Wales	44
Keepit	(Same Address)	5
Keera	(Same Address)	32
Keera	New South Wales	3
Keerrong	(Same Address)	117
Keerrong	(Same SA2)	3
Keerrong	New South Wales	3
Keinbah	(Same Address)	111
Keinbah	New South Wales	4
Keiraville	(Overseas)	232
Keiraville	(Same Address)	2479
Keiraville	(Same SA2)	108
Keiraville	Australian Capital Territory	20
Keiraville	New South Wales	515
Keiraville	Queensland	3
Keiraville	South Australia	8
Keiraville	Victoria	7
Keiraville	Western Australia	3
Keith Hall	(Same Address)	113
Keith Hall	(Same SA2)	3
Keith Hall	New South Wales	8
Keith Hall	Queensland	5
Kellys Plains	(Same Address)	144
Kellys Plains	New South Wales	4
Kellys Plains	Northern Territory	3
Kellys Plains	Queensland	4
Kellyville	(Overseas)	381
Kellyville	(Same Address)	21629
Kellyville	(Same SA2)	618
Kellyville	Australian Capital Territory	20
Kellyville	New South Wales	3441
Kellyville	Northern Territory	12
Kellyville	Queensland	56
Kellyville	South Australia	26
Kellyville	Victoria	43
Kellyville	Western Australia	41
Kellyville Ridge	(Overseas)	190
Kellyville Ridge	(Same Address)	8315
Kellyville Ridge	(Same SA2)	227
Kellyville Ridge	Australian Capital Territory	3
Kellyville Ridge	New South Wales	909
Kellyville Ridge	Queensland	28
Kellyville Ridge	South Australia	14
Kellyville Ridge	Tasmania	5
Kellyville Ridge	Victoria	20
Kellyville Ridge	Western Australia	14
Kelso (NSW)	(Overseas)	30
Kelso (NSW)	(Same Address)	6619
Kelso (NSW)	(Same SA2)	417
Kelso (NSW)	Australian Capital Territory	4
Kelso (NSW)	New South Wales	946
Kelso (NSW)	Northern Territory	3
Kelso (NSW)	Queensland	32
Kelso (NSW)	South Australia	3
Kelso (NSW)	Victoria	20
Kelso (NSW)	Western Australia	6
Kelvin	(Same Address)	139
Kelvin	New South Wales	12
Kembla Grange	(Same Address)	217
Kembla Grange	New South Wales	14
Kembla Heights	(Same Address)	106
Kembla Heights	(Same SA2)	5
Kembla Heights	New South Wales	3
Kemps Creek	(Overseas)	4
Kemps Creek	(Same Address)	1879
Kemps Creek	(Same SA2)	30
Kemps Creek	New South Wales	129
Kempsey	(Overseas)	8
Kempsey	(Same Address)	310
Kempsey	(Same SA2)	35
Kempsey	New South Wales	30
Kendall	(Same Address)	872
Kendall	(Same SA2)	73
Kendall	New South Wales	61
Kendall	Northern Territory	7
Kendall	Queensland	8
Kendall	Tasmania	3
Kenebri	(Same Address)	34
Kenebri	(Same SA2)	3
Kenebri	New South Wales	3
Kennaicle Creek	(Same Address)	5
Kennaicle Creek	New South Wales	3
Kensington (NSW)	(Overseas)	1638
Kensington (NSW)	(Same Address)	9151
Kensington (NSW)	(Same SA2)	568
Kensington (NSW)	Australian Capital Territory	59
Kensington (NSW)	New South Wales	1819
Kensington (NSW)	Northern Territory	6
Kensington (NSW)	Queensland	86
Kensington (NSW)	South Australia	16
Kensington (NSW)	Tasmania	11
Kensington (NSW)	Victoria	92
Kensington (NSW)	Western Australia	51
Kenthurst	(Overseas)	37
Kenthurst	(Same Address)	4364
Kenthurst	(Same SA2)	60
Kenthurst	Australian Capital Territory	3
Kenthurst	New South Wales	281
Kenthurst	Queensland	4
Kenthurst	South Australia	3
Kentlyn	(Overseas)	5
Kentlyn	(Same Address)	603
Kentlyn	(Same SA2)	7
Kentlyn	New South Wales	82
Kentucky	(Same Address)	136
Kentucky	(Same SA2)	5
Kentucky	New South Wales	3
Kentucky South	(Same Address)	89
Kentucky South	New South Wales	19
Kerewong	(Same Address)	10
Keri Keri	(Same Address)	10
Kerrabee	(Same Address)	6
Kerrigundi	(Same Address)	6
Kerrigundi	(Same SA2)	4
Kerrs Creek	(Same Address)	34
Kerrs Creek	New South Wales	6
Kew (NSW)	(Overseas)	3
Kew (NSW)	(Same Address)	722
Kew (NSW)	(Same SA2)	84
Kew (NSW)	New South Wales	127
Kew (NSW)	Queensland	16
Kew (NSW)	Tasmania	3
Keybarbin	Queensland	3
Khancoban	(Same Address)	232
Khancoban	(Same SA2)	7
Khancoban	New South Wales	17
Khancoban	Victoria	7
Khancoban	Western Australia	4
Kia Ora (NSW)	(Same Address)	22
Kia Ora (NSW)	(Same SA2)	3
Kiacatoo	(Same Address)	22
Kiacatoo	(Same SA2)	3
Kiah	(Same Address)	114
Kiah	New South Wales	22
Kiama	(Overseas)	53
Kiama	(Same Address)	5371
Kiama	(Same SA2)	293
Kiama	Australian Capital Territory	13
Kiama	New South Wales	482
Kiama	Queensland	18
Kiama	South Australia	3
Kiama	Tasmania	10
Kiama	Victoria	13
Kiama	Western Australia	3
Kiama Downs	(Overseas)	19
Kiama Downs	(Same Address)	4153
Kiama Downs	(Same SA2)	133
Kiama Downs	Australian Capital Territory	3
Kiama Downs	New South Wales	305
Kiama Downs	Queensland	6
Kiama Downs	Western Australia	10
Kiama Heights	(Overseas)	6
Kiama Heights	(Same Address)	659
Kiama Heights	(Same SA2)	37
Kiama Heights	New South Wales	51
Kiama Heights	Queensland	4
Kianga (NSW)	(Same Address)	600
Kianga (NSW)	(Same SA2)	33
Kianga (NSW)	Australian Capital Territory	16
Kianga (NSW)	New South Wales	24
Kianga (NSW)	South Australia	4
Kianga (NSW)	Victoria	11
Kiar	(Same Address)	30
Kickabil	(Same Address)	49
Kielvale	(Overseas)	3
Kielvale	(Same Address)	206
Kielvale	(Same SA2)	4
Kielvale	New South Wales	22
Kielvale	Queensland	4
Kikiamah	(Same Address)	73
Kikiamah	New South Wales	14
Kikiamah	Western Australia	3
Kikoira	(Same Address)	58
Kikoira	New South Wales	3
Kilaben Bay	(Same Address)	1128
Kilaben Bay	(Same SA2)	41
Kilaben Bay	New South Wales	130
Kilaben Bay	Northern Territory	3
Kilaben Bay	Queensland	9
Kilaben Bay	Western Australia	7
Kilgin	(Same Address)	35
Kilgra	(Same Address)	60
Kilgra	New South Wales	3
Killabakh	(Same Address)	214
Killabakh	(Same SA2)	3
Killabakh	New South Wales	26
Killabakh	Northern Territory	3
Killara (NSW)	(Overseas)	387
Killara (NSW)	(Same Address)	8159
Killara (NSW)	(Same SA2)	306
Killara (NSW)	Australian Capital Territory	11
Killara (NSW)	New South Wales	942
Killara (NSW)	Northern Territory	6
Killara (NSW)	Queensland	23
Killara (NSW)	South Australia	6
Killara (NSW)	Tasmania	10
Killara (NSW)	Victoria	20
Killara (NSW)	Western Australia	29
Killarney Heights	(Overseas)	84
Killarney Heights	(Same Address)	3896
Killarney Heights	(Same SA2)	69
Killarney Heights	New South Wales	208
Killarney Heights	Queensland	4
Killarney Heights	South Australia	6
Killarney Heights	Victoria	3
Killarney Vale	(Overseas)	28
Killarney Vale	(Same Address)	5544
Killarney Vale	(Same SA2)	236
Killarney Vale	Australian Capital Territory	4
Killarney Vale	New South Wales	614
Killarney Vale	Northern Territory	3
Killarney Vale	Queensland	25
Killarney Vale	South Australia	12
Killarney Vale	Victoria	3
Killarney Vale	Western Australia	5
Killawarra (NSW)	(Same Address)	140
Killawarra (NSW)	New South Wales	18
Killcare	(Same Address)	347
Killcare	(Same SA2)	20
Killcare	New South Wales	43
Killcare Heights	(Same Address)	621
Killcare Heights	(Same SA2)	29
Killcare Heights	New South Wales	52
Killcare Heights	Queensland	6
Killimicat	(Same Address)	19
Killimicat	New South Wales	9
Killingworth (NSW)	(Same Address)	585
Killingworth (NSW)	(Same SA2)	8
Killingworth (NSW)	New South Wales	59
Killingworth (NSW)	Queensland	4
Killongbutta	(Same Address)	26
Kimbriki	(Same Address)	104
Kimbriki	(Same SA2)	4
Kimbriki	New South Wales	13
Kinchela	(Same Address)	201
Kinchela	(Same SA2)	5
Kinchela	New South Wales	30
Kinchela	Queensland	8
Kincumber	(Overseas)	29
Kincumber	(Same Address)	5700
Kincumber	(Same SA2)	125
Kincumber	Australian Capital Territory	4
Kincumber	New South Wales	659
Kincumber	Northern Territory	4
Kincumber	Queensland	19
Kincumber	Victoria	8
Kincumber	Western Australia	6
Kincumber South	(Same Address)	551
Kincumber South	New South Wales	63
Kindee	(Same Address)	75
Kindee	New South Wales	13
Kindervale	(Same Address)	15
King Creek	(Overseas)	3
King Creek	(Same Address)	1238
King Creek	(Same SA2)	37
King Creek	New South Wales	147
King Creek	Queensland	4
King Creek	South Australia	4
King Creek	Victoria	7
Kingfisher Shores	(Same Address)	138
Kingfisher Shores	(Same SA2)	7
Kingfisher Shores	New South Wales	12
Kings Forest	(Same Address)	29
Kings Forest	New South Wales	3
Kings Langley	(Overseas)	48
Kings Langley	(Same Address)	8070
Kings Langley	(Same SA2)	140
Kings Langley	Australian Capital Territory	5
Kings Langley	New South Wales	517
Kings Langley	Queensland	7
Kings Langley	Victoria	3
Kings Langley	Western Australia	11
Kings Park (NSW)	(Overseas)	37
Kings Park (NSW)	(Same Address)	2792
Kings Park (NSW)	(Same SA2)	42
Kings Park (NSW)	New South Wales	336
Kings Park (NSW)	Queensland	7
Kings Park (NSW)	Western Australia	7
Kings Plains (Blayney - NSW)	(Same Address)	104
Kings Plains (Inverell - NSW)	(Same Address)	8
Kings Point	(Overseas)	6
Kings Point	(Same Address)	432
Kings Point	(Same SA2)	45
Kings Point	New South Wales	33
Kingscliff	(Overseas)	52
Kingscliff	(Same Address)	5227
Kingscliff	(Same SA2)	474
Kingscliff	Australian Capital Territory	14
Kingscliff	New South Wales	440
Kingscliff	Northern Territory	9
Kingscliff	Queensland	278
Kingscliff	South Australia	3
Kingscliff	Tasmania	3
Kingscliff	Victoria	55
Kingscliff	Western Australia	10
Kingsdale	(Same Address)	152
Kingsdale	New South Wales	4
Kingsford (NSW)	(Overseas)	1968
Kingsford (NSW)	(Same Address)	10004
Kingsford (NSW)	(Same SA2)	691
Kingsford (NSW)	Australian Capital Territory	23
Kingsford (NSW)	New South Wales	1463
Kingsford (NSW)	Northern Territory	3
Kingsford (NSW)	Queensland	56
Kingsford (NSW)	South Australia	25
Kingsford (NSW)	Tasmania	7
Kingsford (NSW)	Victoria	61
Kingsford (NSW)	Western Australia	24
Kingsgate	(Same Address)	3
Kingsgrove	(Overseas)	189
Kingsgrove	(Same Address)	10443
Kingsgrove	(Same SA2)	138
Kingsgrove	New South Wales	788
Kingsgrove	Queensland	13
Kingsgrove	South Australia	3
Kingsgrove	Tasmania	3
Kingsgrove	Western Australia	7
Kingsland	(Same Address)	30
Kingsland	New South Wales	3
Kingstown	(Same Address)	77
Kingstown	New South Wales	7
Kingstown	Queensland	3
Kingsvale	(Same Address)	142
Kingsvale	(Same SA2)	8
Kingsvale	New South Wales	10
Kingswood (Bega Valley - NSW)	(Same Address)	8
Kingswood (Penrith - NSW)	(Overseas)	132
Kingswood (Penrith - NSW)	(Same Address)	6811
Kingswood (Penrith - NSW)	(Same SA2)	258
Kingswood (Penrith - NSW)	New South Wales	1002
Kingswood (Penrith - NSW)	Northern Territory	10
Kingswood (Penrith - NSW)	Queensland	19
Kingswood (Penrith - NSW)	South Australia	6
Kingswood (Penrith - NSW)	Victoria	6
Kingswood (Penrith - NSW)	Western Australia	5
Kingswood (Tamworth Regional - NSW)	(Same Address)	829
Kingswood (Tamworth Regional - NSW)	(Same SA2)	27
Kingswood (Tamworth Regional - NSW)	New South Wales	42
Kingswood (Tamworth Regional - NSW)	Western Australia	3
Kioloa	(Same Address)	202
Kioloa	(Same SA2)	12
Kioloa	Australian Capital Territory	3
Kioloa	New South Wales	12
Kioloa	Queensland	5
Kioloa	South Australia	4
Kiora	(Same Address)	41
Kiora	New South Wales	3
Kippaxs	(Same Address)	15
Kippenduff	(Same Address)	30
Kirkconnell	(Same Address)	34
Kirkconnell	New South Wales	5
Kirkham	(Overseas)	3
Kirkham	(Same Address)	577
Kirkham	(Same SA2)	6
Kirkham	New South Wales	54
Kirrawee	(Overseas)	68
Kirrawee	(Same Address)	7605
Kirrawee	(Same SA2)	177
Kirrawee	Australian Capital Territory	3
Kirrawee	New South Wales	729
Kirrawee	Queensland	9
Kirrawee	South Australia	3
Kirrawee	Victoria	6
Kirribilli	(Overseas)	171
Kirribilli	(Same Address)	2514
Kirribilli	(Same SA2)	84
Kirribilli	Australian Capital Territory	15
Kirribilli	New South Wales	481
Kirribilli	Queensland	14
Kirribilli	South Australia	4
Kirribilli	Victoria	15
Kirribilli	Western Australia	6
Kitchener	(Same Address)	389
Kitchener	(Same SA2)	4
Kitchener	New South Wales	42
Klori	(Same Address)	36
Klori	(Same SA2)	9
Knights Hill	(Same Address)	34
Knockrow	(Overseas)	5
Knockrow	(Same Address)	134
Knockrow	(Same SA2)	6
Knockrow	New South Wales	17
Knockrow	Queensland	8
Knorrit Flat	(Same Address)	26
Kogarah	(Overseas)	922
Kogarah	(Same Address)	11014
Kogarah	(Same SA2)	417
Kogarah	Australian Capital Territory	16
Kogarah	New South Wales	1423
Kogarah	Northern Territory	10
Kogarah	Queensland	38
Kogarah	South Australia	4
Kogarah	Victoria	36
Kogarah	Western Australia	22
Kogarah Bay	(Overseas)	13
Kogarah Bay	(Same Address)	1705
Kogarah Bay	(Same SA2)	9
Kogarah Bay	New South Wales	105
Kogarah Bay	Queensland	12
Kogarah Bay	Victoria	3
Kooba	(Same Address)	51
Kookabookra	(Same Address)	8
Koolewong	(Overseas)	4
Koolewong	(Same Address)	686
Koolewong	(Same SA2)	25
Koolewong	New South Wales	76
Koolewong	Victoria	3
Koolkhan	(Same Address)	22
Koolkhan	(Same SA2)	6
Koolkhan	New South Wales	6
Koolkhan	Victoria	3
Koonawarra	(Overseas)	7
Koonawarra	(Same Address)	2970
Koonawarra	(Same SA2)	121
Koonawarra	Australian Capital Territory	3
Koonawarra	New South Wales	279
Koonawarra	Queensland	5
Koonawarra	Victoria	7
Koonorigan	(Same Address)	253
Koonorigan	(Same SA2)	4
Koonorigan	New South Wales	12
Koonorigan	Victoria	4
Koonyum Range	(Same Address)	12
Koorainghat	(Same Address)	176
Koorainghat	(Same SA2)	5
Koorainghat	New South Wales	9
Koorawatha	(Same Address)	325
Koorawatha	(Same SA2)	10
Koorawatha	New South Wales	33
Kooringal (NSW)	(Overseas)	86
Kooringal (NSW)	(Same Address)	5486
Kooringal (NSW)	(Same SA2)	285
Kooringal (NSW)	Australian Capital Territory	4
Kooringal (NSW)	New South Wales	665
Kooringal (NSW)	Northern Territory	3
Kooringal (NSW)	Queensland	39
Kooringal (NSW)	South Australia	3
Kooringal (NSW)	Tasmania	4
Kooringal (NSW)	Victoria	48
Kooringal (NSW)	Western Australia	20
Kootingal	(Overseas)	6
Kootingal	(Same Address)	1698
Kootingal	(Same SA2)	100
Kootingal	New South Wales	162
Kootingal	Queensland	4
Kootingal	South Australia	4
Koraleigh	(Same Address)	269
Koraleigh	(Same SA2)	3
Koraleigh	New South Wales	8
Koraleigh	South Australia	5
Koraleigh	Victoria	23
Koreelah	(Same Address)	57
Koreelah	Australian Capital Territory	3
Koreelah	New South Wales	3
Koreelah	Queensland	3
Korora	(Overseas)	24
Korora	(Same Address)	1767
Korora	(Same SA2)	78
Korora	Australian Capital Territory	3
Korora	New South Wales	299
Korora	Northern Territory	6
Korora	Queensland	39
Korora	South Australia	5
Korora	Victoria	23
Korora	Western Australia	8
Kosciuszko National Park	(Overseas)	13
Kosciuszko National Park	(Same Address)	347
Kosciuszko National Park	(Same SA2)	14
Kosciuszko National Park	New South Wales	36
Kosciuszko National Park	Queensland	13
Kosciuszko National Park	South Australia	4
Kosciuszko National Park	Victoria	4
Kotara	(Overseas)	12
Kotara	(Same Address)	3263
Kotara	(Same SA2)	76
Kotara	Australian Capital Territory	3
Kotara	New South Wales	309
Kotara	Queensland	16
Kotara	Victoria	8
Kotara	Western Australia	5
Kotara South	(Overseas)	6
Kotara South	(Same Address)	916
Kotara South	(Same SA2)	22
Kotara South	Australian Capital Territory	3
Kotara South	New South Wales	58
Kotara South	Queensland	8
Kotara South	Western Australia	3
Krambach	(Same Address)	297
Krambach	(Same SA2)	7
Krambach	New South Wales	24
Krambach	Western Australia	3
Krawarree	(Same Address)	43
Kremnos	(Same Address)	144
Kremnos	New South Wales	17
Kremnos	Victoria	3
Ku-Ring-Gai Chase	(Same Address)	3
Kulnura	(Same Address)	476
Kulnura	(Same SA2)	11
Kulnura	New South Wales	59
Kulnura	Northern Territory	3
Kulnura	Queensland	3
Kulwin (NSW)	(Same Address)	9
Kunama	(Same Address)	55
Kunama	(Same SA2)	8
Kundabung	(Overseas)	3
Kundabung	(Same Address)	454
Kundabung	(Same SA2)	4
Kundabung	New South Wales	56
Kundabung	Queensland	12
Kundibakh	(Same Address)	56
Kundibakh	New South Wales	9
Kundle Kundle	(Overseas)	3
Kundle Kundle	(Same Address)	157
Kundle Kundle	(Same SA2)	7
Kundle Kundle	New South Wales	15
Kungala	(Same Address)	106
Kungala	New South Wales	16
Kungala	Queensland	6
Kunghur	(Same Address)	93
Kunghur	New South Wales	3
Kunghur	Queensland	3
Kunghur Creek	(Same Address)	36
Kunghur Creek	New South Wales	4
Kurmond	(Same Address)	704
Kurmond	(Same SA2)	23
Kurmond	New South Wales	59
Kurnell	(Overseas)	5
Kurnell	(Same Address)	1923
Kurnell	(Same SA2)	93
Kurnell	New South Wales	86
Kurraba Point	(Overseas)	58
Kurraba Point	(Same Address)	1046
Kurraba Point	(Same SA2)	37
Kurraba Point	New South Wales	210
Kurraba Point	Queensland	3
Kurraba Point	Western Australia	3
Kurrajong	(Overseas)	10
Kurrajong	(Same Address)	2497
Kurrajong	(Same SA2)	94
Kurrajong	New South Wales	195
Kurrajong	Queensland	5
Kurrajong	Western Australia	7
Kurrajong Heights	(Overseas)	5
Kurrajong Heights	(Same Address)	1040
Kurrajong Heights	(Same SA2)	34
Kurrajong Heights	New South Wales	115
Kurrajong Hills	(Overseas)	4
Kurrajong Hills	(Same Address)	535
Kurrajong Hills	(Same SA2)	8
Kurrajong Hills	New South Wales	60
Kurri Kurri	(Overseas)	14
Kurri Kurri	(Same Address)	4637
Kurri Kurri	(Same SA2)	294
Kurri Kurri	New South Wales	411
Kurri Kurri	Northern Territory	3
Kurri Kurri	Queensland	15
Kurri Kurri	Victoria	4
Kurri Kurri	Western Australia	3
Kyalite	(Same Address)	76
Kyalite	(Same SA2)	3
Kyarran	(Same Address)	17
Kybeyan	(Same Address)	24
Kybeyan	Australian Capital Territory	3
Kyeamba	(Same Address)	56
Kyeemagh	(Overseas)	3
Kyeemagh	(Same Address)	757
Kyeemagh	(Same SA2)	6
Kyeemagh	New South Wales	50
Kyeemagh	Queensland	6
Kyle Bay	(Overseas)	11
Kyle Bay	(Same Address)	862
Kyle Bay	(Same SA2)	20
Kyle Bay	New South Wales	82
Kyle Bay	Queensland	3
Kynnumboon	(Same Address)	106
Kynnumboon	(Same SA2)	3
Kynnumboon	New South Wales	10
Kyogle	(Overseas)	5
Kyogle	(Same Address)	1649
Kyogle	(Same SA2)	138
Kyogle	Australian Capital Territory	3
Kyogle	New South Wales	75
Kyogle	Northern Territory	3
Kyogle	Queensland	26
La Perouse	(Overseas)	3
La Perouse	(Same Address)	324
La Perouse	(Same SA2)	11
La Perouse	New South Wales	15
Lacmalac	(Overseas)	3
Lacmalac	(Same Address)	103
Lacmalac	New South Wales	22
Lacmalac	Western Australia	3
Lade Vale	(Same Address)	112
Lade Vale	(Same SA2)	4
Lade Vale	New South Wales	3
Ladysmith	(Same Address)	283
Ladysmith	(Same SA2)	7
Ladysmith	New South Wales	19
Laffing Waters	(Same Address)	107
Laggan	(Overseas)	3
Laggan	(Same Address)	310
Laggan	(Same SA2)	4
Laggan	New South Wales	14
Lagoon Grass	(Same Address)	43
Lagoon Grass	(Same SA2)	3
Lagoon Grass	Queensland	4
Laguna	(Same Address)	162
Laguna	(Same SA2)	3
Laguna	New South Wales	6
Lake Albert (NSW)	(Overseas)	13
Lake Albert (NSW)	(Same Address)	4998
Lake Albert (NSW)	(Same SA2)	209
Lake Albert (NSW)	Australian Capital Territory	12
Lake Albert (NSW)	New South Wales	420
Lake Albert (NSW)	Northern Territory	5
Lake Albert (NSW)	Queensland	32
Lake Albert (NSW)	Victoria	21
Lake Albert (NSW)	Western Australia	15
Lake Bathurst	(Same Address)	164
Lake Bathurst	(Same SA2)	7
Lake Bathurst	New South Wales	11
Lake Brewster	(Same Address)	5
Lake Burrendong	New South Wales	4
Lake Cargelligo	(Same Address)	1096
Lake Cargelligo	(Same SA2)	85
Lake Cargelligo	Australian Capital Territory	3
Lake Cargelligo	New South Wales	41
Lake Cargelligo	Queensland	3
Lake Cargelligo	Western Australia	4
Lake Cathie	(Overseas)	5
Lake Cathie	(Same Address)	2776
Lake Cathie	(Same SA2)	104
