SSC_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Kalimna	1	1	1	0	42
Kalimna West	0	0	0	1	3
Kalimna West	0	0	1	0	3
Kalimna West	0	1	0	0	4
Kalimna West	1	0	0	1	6
Kalimna West	1	0	1	0	3
Kalimna West	1	0	1	1	3
Kalimna West	1	1	0	0	25
Kalimna West	1	1	1	0	5
Kalkallo					3
Kalkallo	0	0	0	1	5
Kalkallo	0	0	1	0	3
Kalkallo	0	1	0	0	3
Kalkallo	0	1	1	0	3
Kalkallo	1	0	0	1	10
Kalkallo	1	1	0	0	20
Kalkallo	1	1	1	1	6
Kalkee	0	1	0	0	3
Kalkee	1	0	0	1	5
Kalkee	1	0	1	1	4
Kalkee	1	1	0	0	22
Kallista					10
Kallista	0	0	0	1	42
Kallista	0	0	1	0	14
Kallista	0	1	0	0	42
Kallista	0	1	0	1	3
Kallista	0	1	1	1	3
Kallista	1	0	0	1	139
Kallista	1	0	1	0	65
Kallista	1	0	1	1	67
Kallista	1	1	0	0	391
Kallista	1	1	0	1	6
Kallista	1	1	1	0	93
Kallista	1	1	1	1	5
Kalorama					5
Kalorama	0	0	0	1	24
Kalorama	0	0	1	0	13
Kalorama	0	0	1	1	3
Kalorama	0	1	0	0	35
Kalorama	0	1	1	0	14
Kalorama	0	1	1	1	3
Kalorama	1	0	0	1	80
Kalorama	1	0	1	0	56
Kalorama	1	0	1	1	23
Kalorama	1	1	0	0	376
Kalorama	1	1	0	1	13
Kalorama	1	1	1	0	78
Kalpienung	1	0	0	1	3
Kalpienung	1	0	1	1	3
Kalpienung	1	1	1	0	8
Kalpienung	1	1	1	1	5
Kamarooka	0	1	0	0	6
Kamarooka	0	1	0	1	3
Kamarooka	1	0	0	1	10
Kamarooka	1	0	1	0	3
Kamarooka	1	0	1	1	4
Kamarooka	1	1	0	0	18
Kamarooka	1	1	1	0	3
Kamarooka North	1	0	0	1	3
Kamarooka North	1	1	1	0	5
Kanagulk	1	1	0	0	3
Kancoona	0	0	0	1	5
Kancoona	1	0	0	1	6
Kancoona	1	0	1	1	6
Kancoona	1	1	0	0	18
Kancoona	1	1	0	1	3
Kangaroo Flat (Vic.)					98
Kangaroo Flat (Vic.)	0	0	0	1	434
Kangaroo Flat (Vic.)	0	0	1	0	110
Kangaroo Flat (Vic.)	0	0	1	1	95
Kangaroo Flat (Vic.)	0	1	0	0	602
Kangaroo Flat (Vic.)	0	1	0	1	74
Kangaroo Flat (Vic.)	0	1	1	0	104
Kangaroo Flat (Vic.)	0	1	1	1	28
Kangaroo Flat (Vic.)	1	0	0	1	633
Kangaroo Flat (Vic.)	1	0	1	0	184
Kangaroo Flat (Vic.)	1	0	1	1	178
Kangaroo Flat (Vic.)	1	1	0	0	2107
Kangaroo Flat (Vic.)	1	1	0	1	144
Kangaroo Flat (Vic.)	1	1	1	0	317
Kangaroo Flat (Vic.)	1	1	1	1	37
Kangaroo Ground					5
Kangaroo Ground	0	0	0	1	12
Kangaroo Ground	0	0	1	0	4
Kangaroo Ground	0	0	1	1	3
Kangaroo Ground	0	1	0	0	20
Kangaroo Ground	0	1	1	0	3
Kangaroo Ground	1	0	0	1	57
Kangaroo Ground	1	0	1	0	91
Kangaroo Ground	1	0	1	1	51
Kangaroo Ground	1	1	0	0	238
Kangaroo Ground	1	1	0	1	12
Kangaroo Ground	1	1	1	0	148
Kangaroo Ground	1	1	1	1	11
Kaniva					11
Kaniva	0	0	0	1	20
Kaniva	0	0	1	0	17
Kaniva	0	0	1	1	7
Kaniva	0	1	0	0	12
Kaniva	0	1	0	1	4
Kaniva	0	1	1	0	4
Kaniva	0	1	1	1	3
Kaniva	1	0	0	1	23
Kaniva	1	0	1	0	28
Kaniva	1	0	1	1	13
Kaniva	1	1	0	0	155
Kaniva	1	1	0	1	12
Kaniva	1	1	1	0	43
Kaniva	1	1	1	1	7
Kanumbra	0	1	0	0	5
Kanumbra	1	1	0	0	6
Kanumbra	1	1	1	0	3
Kanya	1	1	0	0	10
Kanyapella	0	0	0	1	4
Kanyapella	1	0	0	1	4
Kanyapella	1	0	1	1	4
Kanyapella	1	1	0	0	9
Kanyapella	1	1	1	0	5
Karabeal	1	0	0	1	3
Karabeal	1	1	1	0	8
Kardella	1	0	0	1	21
Kardella	1	0	1	1	3
Kardella	1	1	0	0	71
Kardella	1	1	1	0	10
Kardella South	1	0	1	0	7
Kardella South	1	0	1	1	4
Kardella South	1	1	0	0	32
Kardella South	1	1	1	0	20
Kariah					3
Kariah	1	0	0	1	4
Kariah	1	0	1	0	3
Kariah	1	1	0	0	23
Karramomus	1	0	0	1	6
Karramomus	1	0	1	0	4
Karramomus	1	1	0	0	11
Karramomus	1	1	1	0	8
Karyrie	0	0	0	1	3
Karyrie	1	0	0	1	3
Karyrie	1	0	1	0	8
Karyrie	1	1	0	0	6
Katamatite					3
Katamatite	0	0	0	1	15
Katamatite	0	0	1	1	4
Katamatite	0	1	0	0	19
Katamatite	0	1	0	1	5
Katamatite	0	1	1	0	6
Katamatite	0	1	1	1	3
Katamatite	1	0	0	1	18
Katamatite	1	0	1	0	16
Katamatite	1	0	1	1	9
Katamatite	1	1	0	0	88
Katamatite	1	1	1	0	23
Katamatite	1	1	1	1	10
Katamatite East	0	1	0	0	3
Katamatite East	1	0	0	1	7
Katamatite East	1	0	1	1	3
Katamatite East	1	1	0	0	8
Katandra	0	0	0	1	4
Katandra	0	0	1	0	3
Katandra	0	1	1	0	3
Katandra	1	0	0	1	5
Katandra	1	0	1	0	10
Katandra	1	0	1	1	14
Katandra	1	1	0	0	8
Katandra	1	1	1	0	11
Katandra West					4
Katandra West	0	0	0	1	8
Katandra West	0	0	1	0	6
Katandra West	0	1	0	0	13
Katandra West	0	1	0	1	3
Katandra West	0	1	1	0	9
Katandra West	1	0	0	1	40
Katandra West	1	0	1	0	23
Katandra West	1	0	1	1	11
Katandra West	1	1	0	0	110
Katandra West	1	1	0	1	6
Katandra West	1	1	1	0	45
Katunga					3
Katunga	0	0	0	1	24
Katunga	0	0	1	0	5
Katunga	0	0	1	1	10
Katunga	0	1	0	0	46
Katunga	0	1	1	0	10
Katunga	0	1	1	1	5
Katunga	1	0	0	1	80
Katunga	1	0	1	0	46
Katunga	1	0	1	1	15
Katunga	1	1	0	0	289
Katunga	1	1	0	1	22
Katunga	1	1	1	0	52
Katunga	1	1	1	1	24
Kawarren	0	0	0	1	10
Kawarren	0	1	0	0	8
Kawarren	0	1	1	0	4
Kawarren	1	0	0	1	21
Kawarren	1	0	1	0	3
Kawarren	1	1	0	0	9
Kawarren	1	1	1	0	4
Kealba					34
Kealba	0	0	0	1	152
Kealba	0	0	1	0	51
Kealba	0	0	1	1	47
Kealba	0	1	0	0	186
Kealba	0	1	0	1	30
Kealba	0	1	1	0	55
Kealba	0	1	1	1	4
Kealba	1	0	0	1	376
Kealba	1	0	1	0	122
Kealba	1	0	1	1	160
Kealba	1	1	0	0	710
Kealba	1	1	0	1	38
Kealba	1	1	1	0	144
Kealba	1	1	1	1	64
Keely	0	0	0	1	3
Keely	1	0	0	1	4
Keely	1	1	0	0	14
Keely	1	1	1	0	7
Keilor					28
Keilor	0	0	0	1	191
Keilor	0	0	1	0	59
Keilor	0	0	1	1	51
Keilor	0	1	0	0	162
Keilor	0	1	0	1	3
Keilor	0	1	1	0	61
Keilor	0	1	1	1	10
Keilor	1	0	0	1	618
Keilor	1	0	1	0	399
Keilor	1	0	1	1	310
Keilor	1	1	0	0	1353
Keilor	1	1	0	1	69
Keilor	1	1	1	0	357
Keilor	1	1	1	1	105
Keilor Downs					103
Keilor Downs	0	0	0	1	548
Keilor Downs	0	0	1	0	104
Keilor Downs	0	0	1	1	88
Keilor Downs	0	1	0	0	397
Keilor Downs	0	1	0	1	68
Keilor Downs	0	1	1	0	150
Keilor Downs	0	1	1	1	73
Keilor Downs	1	0	0	1	1419
Keilor Downs	1	0	1	0	438
Keilor Downs	1	0	1	1	472
Keilor Downs	1	1	0	0	2039
Keilor Downs	1	1	0	1	111
Keilor Downs	1	1	1	0	583
Keilor Downs	1	1	1	1	126
Keilor East					133
Keilor East	0	0	0	1	642
Keilor East	0	0	1	0	174
Keilor East	0	0	1	1	121
Keilor East	0	1	0	0	422
Keilor East	0	1	0	1	31
Keilor East	0	1	1	0	136
Keilor East	0	1	1	1	7
Keilor East	1	0	0	1	1589
Keilor East	1	0	1	0	663
Keilor East	1	0	1	1	510
Keilor East	1	1	0	0	3759
Keilor East	1	1	0	1	133
Keilor East	1	1	1	0	771
Keilor East	1	1	1	1	99
Keilor Lodge					11
Keilor Lodge	0	0	0	1	64
Keilor Lodge	0	0	1	0	16
Keilor Lodge	0	0	1	1	32
Keilor Lodge	0	1	0	0	42
Keilor Lodge	0	1	0	1	3
Keilor Lodge	0	1	1	0	24
Keilor Lodge	0	1	1	1	3
Keilor Lodge	1	0	0	1	273
Keilor Lodge	1	0	1	0	108
Keilor Lodge	1	0	1	1	125
Keilor Lodge	1	1	0	0	344
Keilor Lodge	1	1	0	1	10
Keilor Lodge	1	1	1	0	122
Keilor Lodge	1	1	1	1	23
Keilor North	0	0	0	1	3
Keilor North	1	0	0	1	9
Keilor North	1	0	1	1	4
Keilor North	1	1	0	0	13
Keilor North	1	1	1	0	5
Keilor North	1	1	1	1	4
Keilor Park					32
Keilor Park	0	0	0	1	138
Keilor Park	0	0	1	0	27
Keilor Park	0	0	1	1	17
Keilor Park	0	1	0	0	97
Keilor Park	0	1	0	1	5
Keilor Park	0	1	1	0	26
Keilor Park	0	1	1	1	3
Keilor Park	1	0	0	1	315
Keilor Park	1	0	1	0	68
Keilor Park	1	0	1	1	66
Keilor Park	1	1	0	0	640
Keilor Park	1	1	0	1	29
Keilor Park	1	1	1	0	119
Keilor Park	1	1	1	1	16
Kellalac	1	1	0	0	4
Kelvin View	0	0	0	1	4
Kelvin View	0	1	1	0	3
Kelvin View	1	0	0	1	4
Kelvin View	1	1	0	0	22
Kenley	1	0	1	0	7
Kennedys Creek	0	1	0	0	6
Kennedys Creek	1	0	1	0	3
Kennedys Creek	1	0	1	1	3
Kennedys Creek	1	1	0	0	5
Kennedys Creek	1	1	1	0	14
Kennett River	0	1	0	0	7
Kennett River	1	1	0	0	8
Kennington					57
Kennington	0	0	0	1	142
Kennington	0	0	1	0	68
Kennington	0	0	1	1	35
Kennington	0	1	0	0	287
Kennington	0	1	0	1	16
Kennington	0	1	1	0	64
Kennington	0	1	1	1	13
Kennington	1	0	0	1	222
Kennington	1	0	1	0	169
Kennington	1	0	1	1	103
Kennington	1	1	0	0	978
Kennington	1	1	0	1	55
Kennington	1	1	1	0	262
Kennington	1	1	1	1	50
Kensington (Vic.)					207
Kensington (Vic.)	0	0	0	1	227
Kensington (Vic.)	0	0	1	0	86
Kensington (Vic.)	0	0	1	1	34
Kensington (Vic.)	0	1	0	0	278
Kensington (Vic.)	0	1	0	1	30
Kensington (Vic.)	0	1	1	0	70
Kensington (Vic.)	0	1	1	1	19
Kensington (Vic.)	1	0	0	1	225
Kensington (Vic.)	1	0	1	0	247
Kensington (Vic.)	1	0	1	1	115
Kensington (Vic.)	1	1	0	0	2583
Kensington (Vic.)	1	1	0	1	27
Kensington (Vic.)	1	1	1	0	302
Kensington (Vic.)	1	1	1	1	4
Kerang					29
Kerang	0	0	0	1	109
Kerang	0	0	1	0	37
Kerang	0	0	1	1	16
Kerang	0	1	0	0	142
Kerang	0	1	0	1	26
Kerang	0	1	1	0	30
Kerang	0	1	1	1	3
Kerang	1	0	0	1	236
Kerang	1	0	1	0	82
Kerang	1	0	1	1	48
Kerang	1	1	0	0	658
Kerang	1	1	0	1	77
Kerang	1	1	1	0	228
Kerang	1	1	1	1	51
Kerang East	0	0	0	1	3
Kerang East	1	0	0	1	4
Kerang East	1	1	0	0	4
Kerang East	1	1	1	0	21
Kergunyah	1	0	0	1	25
Kergunyah	1	0	1	0	18
Kergunyah	1	0	1	1	20
Kergunyah	1	1	0	0	21
Kergunyah	1	1	0	1	3
Kergunyah	1	1	1	0	15
Kergunyah	1	1	1	1	3
Kergunyah South	0	0	0	1	5
Kergunyah South	0	1	0	0	7
Kergunyah South	0	1	1	0	5
Kergunyah South	1	0	0	1	4
Kergunyah South	1	0	1	0	10
Kergunyah South	1	1	0	0	9
Kernot	1	0	0	1	14
Kernot	1	0	1	0	12
Kernot	1	0	1	1	4
Kernot	1	1	0	0	27
Kernot	1	1	1	0	3
Kerrie	1	0	0	1	22
Kerrie	1	1	0	0	16
Kerrie	1	1	0	1	3
Kerrie	1	1	1	0	3
Kerrisdale	0	0	0	1	4
Kerrisdale	1	0	0	1	7
Kerrisdale	1	0	1	0	3
Kerrisdale	1	1	0	0	6
Kerrisdale	1	1	1	0	6
Kevington	1	1	0	0	7
Kew (Vic.)					329
Kew (Vic.)	0	0	0	1	597
Kew (Vic.)	0	0	1	0	362
Kew (Vic.)	0	0	1	1	153
Kew (Vic.)	0	1	0	0	566
Kew (Vic.)	0	1	0	1	18
Kew (Vic.)	0	1	1	0	217
Kew (Vic.)	0	1	1	1	7
Kew (Vic.)	1	0	0	1	1300
Kew (Vic.)	1	0	1	0	1581
Kew (Vic.)	1	0	1	1	975
Kew (Vic.)	1	1	0	0	5693
Kew (Vic.)	1	1	0	1	46
Kew (Vic.)	1	1	1	0	1587
Kew (Vic.)	1	1	1	1	154
Kew East					54
Kew East	0	0	0	1	178
Kew East	0	0	1	0	102
Kew East	0	0	1	1	36
Kew East	0	1	0	0	170
Kew East	0	1	0	1	6
Kew East	0	1	1	0	56
Kew East	0	1	1	1	3
Kew East	1	0	0	1	427
Kew East	1	0	1	0	502
Kew East	1	0	1	1	255
Kew East	1	1	0	0	1970
Kew East	1	1	0	1	22
Kew East	1	1	1	0	537
Kew East	1	1	1	1	20
Kewell	0	0	0	1	6
Kewell	1	0	1	0	6
Kewell	1	1	0	0	19
Keysborough					261
Keysborough	0	0	0	1	901
Keysborough	0	0	1	0	323
Keysborough	0	0	1	1	194
Keysborough	0	1	0	0	1002
Keysborough	0	1	0	1	75
Keysborough	0	1	1	0	286
Keysborough	0	1	1	1	98
Keysborough	1	0	0	1	2641
Keysborough	1	0	1	0	1412
Keysborough	1	0	1	1	1159
Keysborough	1	1	0	0	7569
Keysborough	1	1	0	1	329
Keysborough	1	1	1	0	1837
Keysborough	1	1	1	1	384
Kialla					21
Kialla	0	0	0	1	154
Kialla	0	0	1	0	34
Kialla	0	0	1	1	38
Kialla	0	1	0	0	174
Kialla	0	1	0	1	12
Kialla	0	1	1	0	84
Kialla	0	1	1	1	25
Kialla	1	0	0	1	497
Kialla	1	0	1	0	248
Kialla	1	0	1	1	186
Kialla	1	1	0	0	2032
Kialla	1	1	0	1	64
Kialla	1	1	1	0	509
Kialla	1	1	1	1	166
Kialla East	0	0	0	1	3
Kialla East	0	1	1	0	4
Kialla East	1	0	0	1	18
Kialla East	1	0	1	0	5
Kialla East	1	0	1	1	12
Kialla East	1	1	0	0	20
Kialla East	1	1	1	0	10
Kialla West	0	0	0	1	9
Kialla West	0	1	0	0	14
Kialla West	1	0	0	1	39
Kialla West	1	0	1	0	25
Kialla West	1	0	1	1	10
Kialla West	1	1	0	0	147
Kialla West	1	1	0	1	3
Kialla West	1	1	1	0	20
Kialla West	1	1	1	1	4
Kiata	1	0	0	1	4
Kiata	1	1	0	0	9
Kiata	1	1	1	0	12
Kiewa	0	0	0	1	4
Kiewa	0	0	1	0	5
Kiewa	0	1	0	0	24
Kiewa	0	1	1	0	12
Kiewa	1	0	0	1	20
Kiewa	1	0	1	0	10
Kiewa	1	0	1	1	3
Kiewa	1	1	0	0	157
Kiewa	1	1	0	1	6
Kiewa	1	1	1	0	31
Kiewa	1	1	1	1	8
Kilcunda	0	0	0	1	5
Kilcunda	0	0	1	0	3
Kilcunda	0	1	0	0	7
Kilcunda	0	1	0	1	5
Kilcunda	1	0	0	1	11
Kilcunda	1	0	1	0	7
Kilcunda	1	1	0	0	100
Kilcunda	1	1	1	0	23
Kilcunda	1	1	1	1	4
Killara (Glenelg - Vic.)	1	0	1	0	3
Killara (Wodonga - Vic.)					7
Killara (Wodonga - Vic.)	0	0	0	1	13
Killara (Wodonga - Vic.)	0	0	1	0	4
Killara (Wodonga - Vic.)	0	1	0	0	29
Killara (Wodonga - Vic.)	0	1	0	1	3
Killara (Wodonga - Vic.)	1	0	0	1	18
Killara (Wodonga - Vic.)	1	0	1	0	12
Killara (Wodonga - Vic.)	1	1	0	0	235
Killara (Wodonga - Vic.)	1	1	0	1	8
Killara (Wodonga - Vic.)	1	1	1	0	43
Killara (Wodonga - Vic.)	1	1	1	1	5
Killarney (Vic.)	0	0	0	1	4
Killarney (Vic.)	0	1	0	0	5
Killarney (Vic.)	1	0	0	1	7
Killarney (Vic.)	1	0	1	0	7
Killarney (Vic.)	1	0	1	1	11
Killarney (Vic.)	1	1	0	0	45
Killarney (Vic.)	1	1	1	0	38
Killarney (Vic.)	1	1	1	1	7
Killawarra (Vic.)					3
Killawarra (Vic.)	0	0	0	1	3
Killawarra (Vic.)	0	1	0	0	13
Killawarra (Vic.)	1	0	0	1	48
Killawarra (Vic.)	1	0	1	0	20
Killawarra (Vic.)	1	0	1	1	30
Killawarra (Vic.)	1	1	0	0	88
Killawarra (Vic.)	1	1	1	0	35
Killawarra (Vic.)	1	1	1	1	3
Killingworth (Vic.)					3
Killingworth (Vic.)	0	0	0	1	5
Killingworth (Vic.)	1	0	0	1	8
Killingworth (Vic.)	1	1	0	0	12
Killingworth (Vic.)	1	1	0	1	4
Killingworth (Vic.)	1	1	1	0	4
Killingworth (Vic.)	1	1	1	1	3
Kilmany					5
Kilmany	0	0	0	1	5
Kilmany	0	1	0	0	5
Kilmany	1	0	0	1	16
Kilmany	1	0	1	0	7
Kilmany	1	0	1	1	6
Kilmany	1	1	0	0	54
Kilmany	1	1	1	0	3
Kilmore					60
Kilmore	0	0	0	1	209
Kilmore	0	0	1	0	91
Kilmore	0	0	1	1	44
Kilmore	0	1	0	0	364
Kilmore	0	1	0	1	65
Kilmore	0	1	1	0	113
Kilmore	0	1	1	1	42
Kilmore	1	0	0	1	535
Kilmore	1	0	1	0	249
Kilmore	1	0	1	1	144
Kilmore	1	1	0	0	2007
Kilmore	1	1	0	1	133
Kilmore	1	1	1	0	536
Kilmore	1	1	1	1	73
Kilmore East	0	0	0	1	16
Kilmore East	0	0	1	0	3
Kilmore East	0	1	0	0	20
Kilmore East	0	1	0	1	3
Kilmore East	0	1	1	0	4
Kilmore East	1	0	0	1	37
Kilmore East	1	0	1	0	28
Kilmore East	1	0	1	1	16
Kilmore East	1	1	0	0	88
Kilmore East	1	1	0	1	3
Kilmore East	1	1	1	0	20
Kilmore East	1	1	1	1	8
Kilsyth					97
Kilsyth	0	0	0	1	466
Kilsyth	0	0	1	0	111
Kilsyth	0	0	1	1	99
Kilsyth	0	1	0	0	458
Kilsyth	0	1	0	1	47
Kilsyth	0	1	1	0	117
Kilsyth	0	1	1	1	49
Kilsyth	1	0	0	1	817
Kilsyth	1	0	1	0	233
Kilsyth	1	0	1	1	281
Kilsyth	1	1	0	0	2762
Kilsyth	1	1	0	1	114
Kilsyth	1	1	1	0	439
Kilsyth	1	1	1	1	78
Kilsyth South					16
Kilsyth South	0	0	0	1	85
Kilsyth South	0	0	1	0	28
Kilsyth South	0	0	1	1	28
Kilsyth South	0	1	0	0	75
Kilsyth South	0	1	0	1	18
Kilsyth South	0	1	1	0	30
Kilsyth South	1	0	0	1	357
Kilsyth South	1	0	1	0	186
Kilsyth South	1	0	1	1	244
Kilsyth South	1	1	0	0	745
Kilsyth South	1	1	0	1	49
Kilsyth South	1	1	1	0	314
Kilsyth South	1	1	1	1	56
Kimbolton (Vic.)	1	0	0	1	5
Kimbolton (Vic.)	1	0	1	0	4
Kimbolton (Vic.)	1	1	0	0	5
Kimbolton (Vic.)	1	1	0	1	3
King Valley	0	1	0	1	3
King Valley	1	0	0	1	5
King Valley	1	0	1	0	4
King Valley	1	1	0	0	24
King Valley	1	1	0	1	4
King Valley	1	1	1	0	3
King Valley	1	1	1	1	3
Kinglake					7
Kinglake	0	0	0	1	51
Kinglake	0	0	1	0	12
Kinglake	0	0	1	1	12
Kinglake	0	1	0	0	47
Kinglake	0	1	0	1	4
Kinglake	0	1	1	0	10
Kinglake	0	1	1	1	7
Kinglake	1	0	0	1	125
Kinglake	1	0	1	0	44
Kinglake	1	0	1	1	55
Kinglake	1	1	0	0	342
Kinglake	1	1	0	1	45
Kinglake	1	1	1	0	108
Kinglake	1	1	1	1	15
Kinglake Central					3
Kinglake Central	0	0	0	1	17
Kinglake Central	0	0	1	0	5
Kinglake Central	0	1	0	0	14
Kinglake Central	0	1	1	0	6
Kinglake Central	1	0	0	1	24
Kinglake Central	1	0	1	0	9
Kinglake Central	1	0	1	1	12
Kinglake Central	1	1	0	0	83
Kinglake Central	1	1	0	1	3
Kinglake Central	1	1	1	0	13
Kinglake West					5
Kinglake West	0	0	0	1	26
Kinglake West	0	0	1	0	4
Kinglake West	0	0	1	1	8
Kinglake West	0	1	0	0	33
Kinglake West	0	1	1	0	16
Kinglake West	1	0	0	1	94
Kinglake West	1	0	1	0	47
Kinglake West	1	0	1	1	33
Kinglake West	1	1	0	0	358
Kinglake West	1	1	0	1	31
Kinglake West	1	1	1	0	59
Kinglake West	1	1	1	1	9
Kingower	0	0	0	1	4
Kingower	1	0	0	1	4
Kingower	1	1	0	0	3
Kings Park (Vic.)					107
Kings Park (Vic.)	0	0	0	1	460
Kings Park (Vic.)	0	0	1	0	118
Kings Park (Vic.)	0	0	1	1	102
Kings Park (Vic.)	0	1	0	0	577
Kings Park (Vic.)	0	1	0	1	91
Kings Park (Vic.)	0	1	1	0	226
Kings Park (Vic.)	0	1	1	1	33
Kings Park (Vic.)	1	0	0	1	968
Kings Park (Vic.)	1	0	1	0	283
Kings Park (Vic.)	1	0	1	1	258
Kings Park (Vic.)	1	1	0	0	1625
Kings Park (Vic.)	1	1	0	1	105
Kings Park (Vic.)	1	1	1	0	471
Kings Park (Vic.)	1	1	1	1	133
Kingsbury					66
Kingsbury	0	0	0	1	124
Kingsbury	0	0	1	0	37
Kingsbury	0	0	1	1	29
Kingsbury	0	1	0	0	125
Kingsbury	0	1	0	1	20
Kingsbury	0	1	1	0	26
Kingsbury	0	1	1	1	3
Kingsbury	1	0	0	1	166
Kingsbury	1	0	1	0	89
Kingsbury	1	0	1	1	90
Kingsbury	1	1	0	0	654
Kingsbury	1	1	0	1	34
Kingsbury	1	1	1	0	157
Kingston (Vic.)	0	0	0	1	3
Kingston (Vic.)	0	1	0	0	9
Kingston (Vic.)	0	1	0	1	3
Kingston (Vic.)	0	1	1	1	4
Kingston (Vic.)	1	0	0	1	16
Kingston (Vic.)	1	0	1	0	10
Kingston (Vic.)	1	0	1	1	4
Kingston (Vic.)	1	1	0	0	26
Kingston (Vic.)	1	1	0	1	5
Kingston (Vic.)	1	1	1	0	17
Kingsville					32
Kingsville	0	0	0	1	83
Kingsville	0	0	1	0	42
Kingsville	0	0	1	1	17
Kingsville	0	1	0	0	161
Kingsville	0	1	0	1	9
Kingsville	0	1	1	0	11
Kingsville	0	1	1	1	7
Kingsville	1	0	0	1	73
Kingsville	1	0	1	0	86
Kingsville	1	0	1	1	63
Kingsville	1	1	0	0	1402
Kingsville	1	1	0	1	18
Kingsville	1	1	1	0	88
Kingsville	1	1	1	1	17
Kinnabulla	1	1	0	0	5
Kinnabulla	1	1	0	1	6
Kinypanial	1	0	0	1	3
Kirkstall	0	0	0	1	3
Kirkstall	0	0	1	0	3
Kirkstall	0	0	1	1	5
Kirkstall	0	1	0	0	16
Kirkstall	1	0	0	1	19
Kirkstall	1	0	1	0	17
Kirkstall	1	0	1	1	20
Kirkstall	1	1	0	0	97
Kirkstall	1	1	0	1	8
Kirkstall	1	1	1	0	18
Kirkstall	1	1	1	1	10
Kirwans Bridge	0	0	0	1	11
Kirwans Bridge	0	1	0	0	7
Kirwans Bridge	1	0	0	1	10
Kirwans Bridge	1	1	0	0	12
Kirwans Bridge	1	1	1	0	6
Kithbrook	0	0	1	0	3
Kithbrook	0	1	0	0	3
Kithbrook	1	1	0	1	7
Knowsley	0	1	0	0	6
Knowsley	0	1	1	0	3
Knowsley	1	0	0	1	16
Knowsley	1	0	1	0	12
Knowsley	1	1	0	0	30
Knowsley	1	1	1	0	10
Knowsley	1	1	1	1	3
Knoxfield					48
Knoxfield	0	0	0	1	285
Knoxfield	0	0	1	0	102
Knoxfield	0	0	1	1	73
Knoxfield	0	1	0	0	254
Knoxfield	0	1	0	1	33
Knoxfield	0	1	1	0	75
Knoxfield	0	1	1	1	10
Knoxfield	1	0	0	1	621
Knoxfield	1	0	1	0	400
Knoxfield	1	0	1	1	305
Knoxfield	1	1	0	0	1937
Knoxfield	1	1	0	1	62
Knoxfield	1	1	1	0	397
Knoxfield	1	1	1	1	96
Koallah	1	1	0	0	9
Koallah	1	1	1	0	9
Koetong	1	0	0	1	6
Kolora					3
Kolora	0	0	0	1	7
Kolora	0	1	0	0	6
Kolora	1	0	0	1	3
Kolora	1	0	1	0	3
Kolora	1	1	0	0	52
Kolora	1	1	1	0	5
Kolora	1	1	1	1	5
Kongwak	0	0	0	1	3
Kongwak	0	0	1	0	3
Kongwak	0	1	0	0	14
Kongwak	1	0	0	1	3
Kongwak	1	0	1	0	14
Kongwak	1	1	0	0	37
Kongwak	1	1	1	0	33
Kongwak	1	1	1	1	4
Konongwootong	0	0	0	1	4
Konongwootong	1	0	0	1	5
Konongwootong	1	0	1	0	4
Konongwootong	1	1	0	0	10
Koo Wee Rup					35
Koo Wee Rup	0	0	0	1	83
Koo Wee Rup	0	0	1	0	21
Koo Wee Rup	0	0	1	1	21
Koo Wee Rup	0	1	0	0	171
Koo Wee Rup	0	1	0	1	29
Koo Wee Rup	0	1	1	0	16
Koo Wee Rup	0	1	1	1	15
Koo Wee Rup	1	0	0	1	276
Koo Wee Rup	1	0	1	0	111
Koo Wee Rup	1	0	1	1	105
Koo Wee Rup	1	1	0	0	1011
Koo Wee Rup	1	1	0	1	62
Koo Wee Rup	1	1	1	0	184
Koo Wee Rup	1	1	1	1	53
Koo Wee Rup North	0	0	0	1	3
Koo Wee Rup North	1	0	0	1	7
Koo Wee Rup North	1	1	0	0	8
Kooloonong	1	0	0	1	3
Kooloonong	1	0	1	1	3
Kooloonong	1	1	0	0	8
Koonda	0	0	0	1	3
Koondrook					13
Koondrook	0	0	0	1	26
Koondrook	0	0	1	0	10
Koondrook	0	1	0	0	35
Koondrook	0	1	0	1	3
Koondrook	0	1	1	0	9
Koondrook	0	1	1	1	8
Koondrook	1	0	0	1	49
Koondrook	1	0	1	0	38
Koondrook	1	0	1	1	11
Koondrook	1	1	0	0	172
Koondrook	1	1	0	1	7
Koondrook	1	1	1	0	35
Koondrook	1	1	1	1	10
Koonoomoo					4
Koonoomoo	0	1	0	0	10
Koonoomoo	1	0	0	1	12
Koonoomoo	1	0	1	0	12
Koonoomoo	1	0	1	1	18
Koonoomoo	1	1	0	0	35
Koonoomoo	1	1	0	1	9
Koonoomoo	1	1	1	0	27
Koonoomoo	1	1	1	1	5
Koonwarra					3
Koonwarra	0	0	0	1	4
Koonwarra	0	0	1	0	3
Koonwarra	0	0	1	1	5
Koonwarra	0	1	0	0	6
Koonwarra	0	1	1	0	3
Koonwarra	1	0	0	1	26
Koonwarra	1	0	1	0	21
Koonwarra	1	0	1	1	13
Koonwarra	1	1	0	0	99
Koonwarra	1	1	1	0	48
Kooreh	1	0	0	1	3
Kooreh	1	1	0	0	15
Koorlong	0	0	0	1	4
Koorlong	0	0	1	0	6
Koorlong	0	1	0	0	8
Koorlong	0	1	1	0	5
