SSC_NAME16	Address5YearsAgo	persons
Lindisfarne	(Same SA2)	341
Lindisfarne	Australian Capital Territory	9
Lindisfarne	New South Wales	87
Lindisfarne	Northern Territory	14
Lindisfarne	Queensland	94
Lindisfarne	South Australia	7
Lindisfarne	Tasmania	1453
Lindisfarne	Victoria	105
Lindisfarne	Western Australia	30
Little Pine Lagoon	Victoria	3
Little Swanport	(Same Address)	72
Little Swanport	(Same SA2)	3
Little Swanport	New South Wales	3
Little Swanport	Tasmania	16
Loccota	(Same Address)	14
Loira	(Same Address)	101
Loira	(Same SA2)	9
Loira	Tasmania	32
Loira	Victoria	8
Longford (Tas.)	(Overseas)	43
Longford (Tas.)	(Same Address)	2071
Longford (Tas.)	(Same SA2)	299
Longford (Tas.)	Australian Capital Territory	3
Longford (Tas.)	New South Wales	34
Longford (Tas.)	Northern Territory	3
Longford (Tas.)	Queensland	71
Longford (Tas.)	South Australia	9
Longford (Tas.)	Tasmania	672
Longford (Tas.)	Victoria	51
Longford (Tas.)	Western Australia	41
Longley	(Same Address)	161
Longley	(Same SA2)	3
Longley	New South Wales	3
Longley	Queensland	3
Longley	Tasmania	33
Longley	Western Australia	3
Lonnavale	(Same Address)	55
Lonnavale	(Same SA2)	5
Lonnavale	Queensland	7
Lonnavale	Tasmania	8
Lonnavale	Western Australia	6
Loongana	(Same Address)	17
Loorana	(Same Address)	69
Loorana	(Same SA2)	21
Loorana	Australian Capital Territory	3
Loorana	New South Wales	7
Loorana	Tasmania	3
Lorinna	(Overseas)	3
Lorinna	(Same Address)	39
Lorinna	(Same SA2)	8
Lorinna	New South Wales	4
Lorinna	Queensland	3
Lorinna	Tasmania	4
Lorinna	Victoria	4
Lottah	(Same Address)	7
Low Head	(Overseas)	9
Low Head	(Same Address)	313
Low Head	(Same SA2)	46
Low Head	New South Wales	5
Low Head	Northern Territory	3
Low Head	Queensland	27
Low Head	South Australia	4
Low Head	Tasmania	65
Low Head	Victoria	14
Low Head	Western Australia	3
Lower Barrington	(Same Address)	143
Lower Barrington	(Same SA2)	16
Lower Barrington	Queensland	18
Lower Barrington	Tasmania	42
Lower Barrington	Victoria	3
Lower Beulah	(Same Address)	42
Lower Beulah	(Same SA2)	3
Lower Longley	(Same Address)	160
Lower Longley	(Same SA2)	3
Lower Longley	New South Wales	4
Lower Longley	Queensland	9
Lower Longley	Tasmania	57
Lower Longley	Victoria	7
Lower Longley	Western Australia	3
Lower Marshes	(Same Address)	11
Lower Snug	(Overseas)	9
Lower Snug	(Same Address)	257
Lower Snug	(Same SA2)	14
Lower Snug	New South Wales	11
Lower Snug	Northern Territory	3
Lower Snug	Queensland	10
Lower Snug	Tasmania	69
Lower Snug	Victoria	8
Lower Snug	Western Australia	3
Lower Turners Marsh	(Same Address)	26
Lower Turners Marsh	Tasmania	3
Lower Turners Marsh	Western Australia	3
Lower Wattle Grove	(Overseas)	4
Lower Wattle Grove	(Same Address)	44
Lower Wattle Grove	(Same SA2)	3
Lower Wattle Grove	New South Wales	16
Lower Wattle Grove	Queensland	3
Lower Wattle Grove	Tasmania	4
Lower Wilmot	(Same Address)	70
Lower Wilmot	(Same SA2)	9
Lower Wilmot	New South Wales	3
Lower Wilmot	Queensland	3
Lower Wilmot	South Australia	3
Lower Wilmot	Tasmania	11
Lower Wilmot	Victoria	4
Loyetea	(Same Address)	17
Loyetea	(Same SA2)	3
Lucaston	(Overseas)	4
Lucaston	(Same Address)	228
Lucaston	(Same SA2)	27
Lucaston	New South Wales	12
Lucaston	Northern Territory	3
Lucaston	Queensland	3
Lucaston	South Australia	3
Lucaston	Tasmania	41
Lughrata	(Same Address)	13
Lughrata	New South Wales	3
Lulworth	(Same Address)	74
Lulworth	(Same SA2)	23
Lulworth	New South Wales	3
Lulworth	Queensland	11
Lulworth	Tasmania	26
Lunawanna	(Overseas)	3
Lunawanna	(Same Address)	59
Lunawanna	(Same SA2)	8
Lunawanna	Queensland	3
Lunawanna	Tasmania	13
Lune River	(Same Address)	21
Lutana	(Overseas)	98
Lutana	(Same Address)	1191
Lutana	(Same SA2)	52
Lutana	Australian Capital Territory	3
Lutana	New South Wales	22
Lutana	Northern Territory	10
Lutana	Queensland	11
Lutana	South Australia	3
Lutana	Tasmania	591
Lutana	Victoria	32
Lutana	Western Australia	11
Lymington	(Same Address)	174
Lymington	(Same SA2)	21
Lymington	New South Wales	9
Lymington	Northern Territory	3
Lymington	Queensland	7
Lymington	South Australia	3
Lymington	Tasmania	21
Lymington	Victoria	9
Lymington	Western Australia	8
Lymwood	(Same Address)	61
Lymwood	(Same SA2)	11
Lymwood	Queensland	11
Lymwood	Victoria	6
Macquarie Plains	(Same Address)	32
Macquarie Plains	Tasmania	3
Magra	(Same Address)	487
Magra	(Same SA2)	43
Magra	New South Wales	10
Magra	Queensland	5
Magra	Tasmania	64
Magra	Western Australia	4
Malbina	(Same Address)	46
Malbina	(Same SA2)	4
Malbina	Queensland	7
Malbina	Tasmania	5
Mangalore (Tas.)	(Same Address)	301
Mangalore (Tas.)	(Same SA2)	15
Mangalore (Tas.)	New South Wales	3
Mangalore (Tas.)	Tasmania	54
Mangalore (Tas.)	Victoria	3
Mangana	(Overseas)	3
Mangana	(Same Address)	19
Mangana	(Same SA2)	3
Mangana	Tasmania	3
Mangana	Western Australia	3
Margate (Tas.)	(Overseas)	49
Margate (Tas.)	(Same Address)	2184
Margate (Tas.)	(Same SA2)	312
Margate (Tas.)	Australian Capital Territory	3
Margate (Tas.)	New South Wales	65
Margate (Tas.)	Northern Territory	16
Margate (Tas.)	Queensland	57
Margate (Tas.)	South Australia	13
Margate (Tas.)	Tasmania	700
Margate (Tas.)	Victoria	34
Margate (Tas.)	Western Australia	27
Marion Bay (Tas.)	(Same Address)	49
Marion Bay (Tas.)	(Same SA2)	3
Marion Bay (Tas.)	Tasmania	9
Marion Bay (Tas.)	Victoria	3
Marrawah	(Overseas)	6
Marrawah	(Same Address)	79
Marrawah	(Same SA2)	20
Marrawah	Northern Territory	3
Marrawah	Queensland	3
Marrawah	Tasmania	9
Mathinna	(Same Address)	101
Mathinna	(Same SA2)	6
Mathinna	Tasmania	7
Mathinna	Western Australia	3
Mawbanna	(Same Address)	78
Mawbanna	Tasmania	12
Mawbanna	Victoria	3
Mawbanna	Western Australia	3
Mayberry	(Same Address)	13
Maydena	(Same Address)	139
Maydena	(Same SA2)	3
Maydena	New South Wales	7
Maydena	Queensland	3
Maydena	Tasmania	24
Maydena	Victoria	11
Maydena	Western Australia	5
Mayfield (Tas.)	(Overseas)	42
Mayfield (Tas.)	(Same Address)	749
Mayfield (Tas.)	(Same SA2)	112
Mayfield (Tas.)	New South Wales	10
Mayfield (Tas.)	Queensland	6
Mayfield (Tas.)	Tasmania	251
Mayfield (Tas.)	Victoria	8
Mayfield (Tas.)	Western Australia	5
Meadowbank (Tas.)	(Same SA2)	4
Meadowbank (Tas.)	Tasmania	3
Meander	(Overseas)	7
Meander	(Same Address)	201
Meander	(Same SA2)	28
Meander	New South Wales	3
Meander	Queensland	3
Meander	South Australia	7
Meander	Tasmania	44
Meander	Victoria	3
Mella	(Same Address)	44
Mella	(Same SA2)	10
Mella	Tasmania	7
Melrose (Tas.)	(Same Address)	72
Melrose (Tas.)	Northern Territory	3
Melrose (Tas.)	Tasmania	10
Melton Mowbray	(Same Address)	40
Melton Mowbray	Tasmania	10
Memana	(Same Address)	57
Memana	(Same SA2)	20
Memana	New South Wales	3
Memana	Tasmania	3
Mengha	(Same Address)	84
Mengha	(Same SA2)	13
Mengha	Tasmania	19
Mengha	Western Australia	3
Merseylea	(Same Address)	31
Merseylea	Tasmania	8
Meunna	(Same Address)	3
Miandetta (Tas.)	(Overseas)	21
Miandetta (Tas.)	(Same Address)	994
Miandetta (Tas.)	(Same SA2)	58
Miandetta (Tas.)	New South Wales	27
Miandetta (Tas.)	Queensland	23
Miandetta (Tas.)	South Australia	12
Miandetta (Tas.)	Tasmania	433
Miandetta (Tas.)	Victoria	29
Miandetta (Tas.)	Western Australia	17
Middlesex (Tas.)	Victoria	4
Middleton (Tas.)	(Overseas)	3
Middleton (Tas.)	(Same Address)	151
Middleton (Tas.)	(Same SA2)	11
Middleton (Tas.)	New South Wales	6
Middleton (Tas.)	Queensland	4
Middleton (Tas.)	Tasmania	48
Middleton (Tas.)	Victoria	11
Middleton (Tas.)	Western Australia	4
Midway Point	(Overseas)	40
Midway Point	(Same Address)	1532
Midway Point	(Same SA2)	213
Midway Point	Australian Capital Territory	3
Midway Point	New South Wales	53
Midway Point	Northern Territory	4
Midway Point	Queensland	65
Midway Point	South Australia	8
Midway Point	Tasmania	552
Midway Point	Victoria	32
Midway Point	Western Australia	16
Miena	(Same Address)	38
Miena	(Same SA2)	9
Miena	South Australia	4
Miena	Tasmania	13
Miena	Western Australia	3
Milabena	(Same Address)	72
Moina	(Same Address)	22
Moina	New South Wales	3
Moina	Tasmania	3
Mole Creek	(Same Address)	318
Mole Creek	(Same SA2)	35
Mole Creek	New South Wales	16
Mole Creek	Queensland	24
Mole Creek	South Australia	9
Mole Creek	Tasmania	25
Mole Creek	Victoria	9
Mole Creek	Western Australia	6
Molesworth (Tas.)	(Overseas)	3
Molesworth (Tas.)	(Same Address)	396
Molesworth (Tas.)	(Same SA2)	23
Molesworth (Tas.)	New South Wales	11
Molesworth (Tas.)	Northern Territory	3
Molesworth (Tas.)	Queensland	15
Molesworth (Tas.)	Tasmania	95
Molesworth (Tas.)	Victoria	5
Molesworth (Tas.)	Western Australia	7
Moltema	(Same Address)	42
Moltema	(Same SA2)	9
Moltema	South Australia	3
Moltema	Tasmania	6
Montagu	(Overseas)	12
Montagu	(Same Address)	46
Montagu	(Same SA2)	12
Montagu	Tasmania	9
Montagu Bay	(Overseas)	11
Montagu Bay	(Same Address)	384
Montagu Bay	(Same SA2)	24
Montagu Bay	New South Wales	8
Montagu Bay	Queensland	16
Montagu Bay	Tasmania	153
Montagu Bay	Victoria	10
Montagu Bay	Western Australia	3
Montana	(Same Address)	46
Montana	Tasmania	3
Montana	Victoria	3
Montello	(Overseas)	4
Montello	(Same Address)	611
Montello	(Same SA2)	70
Montello	New South Wales	5
Montello	Northern Territory	3
Montello	Queensland	19
Montello	Tasmania	306
Montello	Victoria	12
Montello	Western Australia	3
Montrose (Tas.)	(Overseas)	47
Montrose (Tas.)	(Same Address)	1187
Montrose (Tas.)	(Same SA2)	75
Montrose (Tas.)	Australian Capital Territory	4
Montrose (Tas.)	New South Wales	29
Montrose (Tas.)	Northern Territory	3
Montrose (Tas.)	Queensland	18
Montrose (Tas.)	South Australia	3
Montrose (Tas.)	Tasmania	476
Montrose (Tas.)	Victoria	18
Montrose (Tas.)	Western Australia	11
Montumana	(Same Address)	30
Montumana	(Same SA2)	9
Montumana	Tasmania	6
Moogara	(Same Address)	43
Moonah	(Overseas)	364
Moonah	(Same Address)	2800
Moonah	(Same SA2)	134
Moonah	Australian Capital Territory	7
Moonah	New South Wales	47
Moonah	Northern Territory	9
Moonah	Queensland	75
Moonah	South Australia	4
Moonah	Tasmania	1140
Moonah	Victoria	65
Moonah	Western Australia	19
Mooreville	(Same Address)	192
Mooreville	(Same SA2)	14
Mooreville	New South Wales	9
Mooreville	Tasmania	52
Moorina (Tas.)	(Same Address)	7
Moorleah	(Same Address)	98
Moorleah	(Same SA2)	12
Moorleah	New South Wales	4
Moorleah	Queensland	9
Moorleah	Tasmania	13
Moorleah	Western Australia	3
Morass Bay	Queensland	4
Moriarty	(Same Address)	151
Moriarty	(Same SA2)	10
Moriarty	Queensland	6
Moriarty	South Australia	3
Moriarty	Tasmania	19
Moriarty	Victoria	11
Mornington (Tas.)	(Overseas)	19
Mornington (Tas.)	(Same Address)	1210
Mornington (Tas.)	(Same SA2)	116
Mornington (Tas.)	Australian Capital Territory	7
Mornington (Tas.)	New South Wales	22
Mornington (Tas.)	Northern Territory	3
Mornington (Tas.)	Queensland	20
Mornington (Tas.)	Tasmania	553
Mornington (Tas.)	Victoria	14
Mornington (Tas.)	Western Australia	10
Mount Direction	(Same Address)	167
Mount Direction	(Same SA2)	9
Mount Direction	New South Wales	3
Mount Direction	Tasmania	19
Mount Direction	Victoria	3
Mount Field	Australian Capital Territory	3
Mount Hicks	(Overseas)	11
Mount Hicks	(Same Address)	221
Mount Hicks	(Same SA2)	7
Mount Hicks	Australian Capital Territory	3
Mount Hicks	New South Wales	9
Mount Hicks	Queensland	7
Mount Hicks	Tasmania	53
Mount Hicks	Victoria	8
Mount Hicks	Western Australia	3
Mount Lloyd	(Same Address)	34
Mount Lloyd	(Same SA2)	6
Mount Lloyd	New South Wales	3
Mount Lloyd	Tasmania	11
Mount Nelson	(Overseas)	153
Mount Nelson	(Same Address)	1333
Mount Nelson	(Same SA2)	89
Mount Nelson	Australian Capital Territory	8
Mount Nelson	New South Wales	40
Mount Nelson	Northern Territory	3
Mount Nelson	Queensland	31
Mount Nelson	South Australia	10
Mount Nelson	Tasmania	452
Mount Nelson	Victoria	56
Mount Nelson	Western Australia	29
Mount Rumney	(Overseas)	3
Mount Rumney	(Same Address)	184
Mount Rumney	(Same SA2)	4
Mount Rumney	Queensland	3
Mount Rumney	South Australia	5
Mount Rumney	Tasmania	52
Mount Seymour	(Same Address)	50
Mount Seymour	(Same SA2)	3
Mount Seymour	Queensland	4
Mount Seymour	Tasmania	3
Mount Seymour	Western Australia	7
Mount Stuart (Tas.)	(Overseas)	73
Mount Stuart (Tas.)	(Same Address)	1366
Mount Stuart (Tas.)	(Same SA2)	106
Mount Stuart (Tas.)	Australian Capital Territory	18
Mount Stuart (Tas.)	New South Wales	37
Mount Stuart (Tas.)	Northern Territory	3
Mount Stuart (Tas.)	Other Territories	3
Mount Stuart (Tas.)	Queensland	32
Mount Stuart (Tas.)	South Australia	9
Mount Stuart (Tas.)	Tasmania	438
Mount Stuart (Tas.)	Victoria	50
Mount Stuart (Tas.)	Western Australia	11
Mountain River	(Overseas)	4
Mountain River	(Same Address)	338
Mountain River	(Same SA2)	39
Mountain River	Australian Capital Territory	6
Mountain River	New South Wales	8
Mountain River	Northern Territory	3
Mountain River	Queensland	7
Mountain River	South Australia	8
Mountain River	Tasmania	62
Mountain River	Victoria	3
Mountain River	Western Australia	10
Mowbray (Tas.)	(Overseas)	499
Mowbray (Tas.)	(Same Address)	1526
Mowbray (Tas.)	(Same SA2)	166
Mowbray (Tas.)	New South Wales	45
Mowbray (Tas.)	Northern Territory	9
Mowbray (Tas.)	Queensland	43
Mowbray (Tas.)	South Australia	14
Mowbray (Tas.)	Tasmania	810
Mowbray (Tas.)	Victoria	44
Mowbray (Tas.)	Western Australia	24
Murdunna	(Same Address)	173
Murdunna	(Same SA2)	19
Murdunna	New South Wales	3
Murdunna	Queensland	3
Murdunna	South Australia	3
Murdunna	Tasmania	41
Murdunna	Victoria	6
Murdunna	Western Australia	13
Musselroe Bay	(Same Address)	32
Musselroe Bay	Queensland	3
Myalla (Tas.)	(Same Address)	31
Myalla (Tas.)	(Same SA2)	11
Myalla (Tas.)	Queensland	4
Myalla (Tas.)	South Australia	4
Myrtle Bank (Tas.)	(Same Address)	29
Myrtle Bank (Tas.)	Tasmania	6
Nabageena	(Same Address)	21
Nabageena	(Same SA2)	16
Nabageena	Queensland	3
Nabowla	(Same Address)	84
Nabowla	(Same SA2)	3
Nabowla	Tasmania	14
Naracoopa	(Overseas)	5
Naracoopa	(Same Address)	46
Naracoopa	Tasmania	3
Naracoopa	Victoria	3
National Park	(Same Address)	40
National Park	Tasmania	10
National Park	Western Australia	3
Natone	(Same Address)	176
Natone	(Same SA2)	15
Natone	New South Wales	4
Natone	Queensland	6
Natone	Tasmania	33
Natone	Western Australia	3
Needles	(Same Address)	25
Needles	(Same SA2)	6
Neika	(Same Address)	132
Neika	(Same SA2)	3
Neika	Queensland	10
Neika	Tasmania	21
New Norfolk	(Overseas)	26
New Norfolk	(Same Address)	3096
New Norfolk	(Same SA2)	558
New Norfolk	Australian Capital Territory	4
New Norfolk	New South Wales	29
New Norfolk	Northern Territory	3
New Norfolk	Other Territories	3
New Norfolk	Queensland	81
New Norfolk	South Australia	18
New Norfolk	Tasmania	762
New Norfolk	Victoria	52
New Norfolk	Western Australia	25
New Town (Tas.)	(Overseas)	367
New Town (Tas.)	(Same Address)	2862
New Town (Tas.)	(Same SA2)	234
New Town (Tas.)	Australian Capital Territory	9
New Town (Tas.)	New South Wales	104
New Town (Tas.)	Northern Territory	6
New Town (Tas.)	Other Territories	3
New Town (Tas.)	Queensland	95
New Town (Tas.)	South Australia	27
New Town (Tas.)	Tasmania	1436
New Town (Tas.)	Victoria	153
New Town (Tas.)	Western Australia	40
Newnham	(Overseas)	599
Newnham	(Same Address)	2877
Newnham	(Same SA2)	482
Newnham	Australian Capital Territory	4
Newnham	New South Wales	63
Newnham	Northern Territory	6
Newnham	Queensland	74
Newnham	South Australia	20
Newnham	Tasmania	1344
Newnham	Victoria	79
Newnham	Western Australia	48
Newstead (Tas.)	(Overseas)	215
Newstead (Tas.)	(Same Address)	2638
Newstead (Tas.)	(Same SA2)	262
Newstead (Tas.)	Australian Capital Territory	6
Newstead (Tas.)	New South Wales	67
Newstead (Tas.)	Northern Territory	12
Newstead (Tas.)	Queensland	60
Newstead (Tas.)	South Australia	15
Newstead (Tas.)	Tasmania	1327
Newstead (Tas.)	Victoria	96
Newstead (Tas.)	Western Australia	24
Nicholls Rivulet	(Same Address)	176
Nicholls Rivulet	(Same SA2)	9
Nicholls Rivulet	New South Wales	21
Nicholls Rivulet	Queensland	29
Nicholls Rivulet	Tasmania	26
Nicholls Rivulet	Victoria	4
Nicholls Rivulet	Western Australia	9
Nietta	(Same Address)	53
Nietta	Tasmania	3
Nile	(Same Address)	86
Nile	(Same SA2)	6
Nile	Tasmania	28
Nile	Victoria	3
Nile	Western Australia	4
Nook	(Same Address)	119
Nook	(Same SA2)	13
Nook	New South Wales	3
Nook	Queensland	3
Nook	Tasmania	24
Nook	Victoria	5
North Bruny	(Same Address)	54
North Bruny	New South Wales	3
North Bruny	Queensland	3
North Bruny	South Australia	4
North Bruny	Tasmania	8
North Bruny	Victoria	3
North Hobart	(Overseas)	213
North Hobart	(Same Address)	905
North Hobart	(Same SA2)	119
North Hobart	Australian Capital Territory	5
North Hobart	New South Wales	52
North Hobart	Northern Territory	14
North Hobart	Queensland	58
North Hobart	South Australia	25
North Hobart	Tasmania	677
North Hobart	Victoria	79
North Hobart	Western Australia	19
North Lilydale	(Same Address)	47
North Lilydale	(Same SA2)	4
North Lilydale	Tasmania	13
North Lilydale	Victoria	3
North Motton	(Same Address)	274
North Motton	(Same SA2)	18
North Motton	New South Wales	9
North Motton	Queensland	3
North Motton	South Australia	3
North Motton	Tasmania	51
North Motton	Western Australia	3
North Scottsdale	(Same Address)	80
North Scottsdale	(Same SA2)	9
North Scottsdale	Australian Capital Territory	3
North Scottsdale	New South Wales	3
North Scottsdale	Tasmania	6
North Scottsdale	Western Australia	3
Northdown	(Overseas)	3
Northdown	(Same Address)	121
Northdown	(Same SA2)	22
Northdown	Tasmania	35
Northdown	Victoria	4
Norwood (Tas.)	(Overseas)	34
Norwood (Tas.)	(Same Address)	2054
Norwood (Tas.)	(Same SA2)	155
Norwood (Tas.)	Australian Capital Territory	3
Norwood (Tas.)	New South Wales	33
Norwood (Tas.)	Queensland	41
Norwood (Tas.)	South Australia	4
Norwood (Tas.)	Tasmania	912
Norwood (Tas.)	Victoria	33
Norwood (Tas.)	Western Australia	23
Notley Hills	(Same Address)	23
Notley Hills	(Same SA2)	3
Notley Hills	Tasmania	5
Nowhere Else	(Same Address)	32
Nowhere Else	Tasmania	4
Nubeena	(Overseas)	3
Nubeena	(Same Address)	244
Nubeena	(Same SA2)	54
Nubeena	New South Wales	9
Nubeena	Queensland	8
Nubeena	Tasmania	67
Nubeena	Victoria	3
Nubeena	Western Australia	3
Nugara	(Overseas)	5
Nugara	(Same Address)	45
Nugara	(Same SA2)	15
Nugara	Victoria	3
Nugent	(Overseas)	3
Nugent	(Same Address)	62
Nugent	Tasmania	21
Nugent	Western Australia	8
Nunamara	(Overseas)	3
Nunamara	(Same Address)	168
Nunamara	(Same SA2)	9
Nunamara	Australian Capital Territory	3
Nunamara	Queensland	3
Nunamara	Tasmania	52
Nunamara	Western Australia	4
Oakdowns	(Overseas)	21
Oakdowns	(Same Address)	516
Oakdowns	(Same SA2)	100
Oakdowns	Australian Capital Territory	8
Oakdowns	New South Wales	30
Oakdowns	Queensland	26
Oakdowns	South Australia	13
Oakdowns	Tasmania	511
Oakdowns	Victoria	22
Oakdowns	Western Australia	8
Oaks	(Same Address)	27
Oaks	New South Wales	3
Oatlands (Tas.)	(Same Address)	414
Oatlands (Tas.)	(Same SA2)	109
Oatlands (Tas.)	New South Wales	7
Oatlands (Tas.)	Northern Territory	3
Oatlands (Tas.)	Queensland	8
Oatlands (Tas.)	South Australia	4
Oatlands (Tas.)	Tasmania	39
Oatlands (Tas.)	Victoria	12
Ocean Vista	(Overseas)	3
Ocean Vista	(Same Address)	159
Ocean Vista	(Same SA2)	29
Ocean Vista	Northern Territory	4
Ocean Vista	Tasmania	73
Ocean Vista	Victoria	3
Ocean Vista	Western Australia	3
Old Beach	(Overseas)	37
Old Beach	(Same Address)	1999
Old Beach	(Same SA2)	190
Old Beach	Australian Capital Territory	3
Old Beach	New South Wales	37
Old Beach	Northern Territory	3
Old Beach	Queensland	51
Old Beach	South Australia	9
Old Beach	Tasmania	894
Old Beach	Victoria	33
Old Beach	Western Australia	28
Oldina	(Same Address)	77
Oldina	(Same SA2)	6
Oldina	New South Wales	3
Oldina	Queensland	8
Oldina	Tasmania	3
Oldina	Victoria	5
Oonah	Victoria	3
Opossum Bay	(Overseas)	19
Opossum Bay	(Same Address)	197
Opossum Bay	(Same SA2)	17
Opossum Bay	New South Wales	6
Opossum Bay	Northern Territory	6
Opossum Bay	Queensland	6
Opossum Bay	Tasmania	44
Opossum Bay	Victoria	3
Orford (Tas.)	(Same Address)	371
Orford (Tas.)	(Same SA2)	44
Orford (Tas.)	New South Wales	16
Orford (Tas.)	Queensland	15
Orford (Tas.)	Tasmania	109
Orford (Tas.)	Victoria	7
Orford (Tas.)	Western Australia	8
Orielton	(Same Address)	231
Orielton	(Same SA2)	22
Orielton	New South Wales	3
Orielton	Tasmania	59
Orielton	Victoria	8
Osmaston	(Same Address)	64
Osmaston	(Same SA2)	4
Osmaston	Tasmania	17
Osterley (Tas.)	(Same Address)	7
Otago	(Overseas)	9
Otago	(Same Address)	373
Otago	(Same SA2)	15
Otago	New South Wales	4
Otago	Queensland	3
Otago	Tasmania	79
Otago	Victoria	3
Otago	Western Australia	3
Ouse	(Same Address)	189
Ouse	(Same SA2)	33
Ouse	New South Wales	4
Ouse	Queensland	9
Ouse	Tasmania	30
Ouse	Victoria	3
Ouse	Western Australia	6
Oyster Cove (Tas.)	(Overseas)	3
Oyster Cove (Tas.)	(Same Address)	187
Oyster Cove (Tas.)	(Same SA2)	9
Oyster Cove (Tas.)	New South Wales	10
Oyster Cove (Tas.)	Queensland	7
Oyster Cove (Tas.)	Tasmania	54
Oyster Cove (Tas.)	Victoria	6
Palana	(Overseas)	3
Palana	(Same Address)	10
Palana	Victoria	4
Paloona	(Same Address)	51
Paloona	South Australia	3
Paloona	Tasmania	9
Paloona	Western Australia	3
Paradise (Tas.)	(Same Address)	90
Paradise (Tas.)	(Same SA2)	3
Paradise (Tas.)	New South Wales	5
Paradise (Tas.)	Tasmania	8
Paradise (Tas.)	Victoria	5
Parattah	(Overseas)	4
Parattah	(Same Address)	117
Parattah	(Same SA2)	7
Parattah	Queensland	3
Parattah	Tasmania	4
