SSC_NAME16	Address5YearsAgo	persons
Rocky Hall	(Same Address)	26
Rocky Hall	New South Wales	3
Rocky Plain (NSW)	(Same Address)	42
Rocky Plain (NSW)	(Same SA2)	5
Rocky Plain (NSW)	New South Wales	11
Rocky Point (NSW)	(Same Address)	169
Rocky Point (NSW)	(Same SA2)	11
Rocky Point (NSW)	New South Wales	53
Rocky Point (NSW)	Queensland	3
Rocky River (Tenterfield - NSW)	(Same Address)	11
Rocky River (Tenterfield - NSW)	Queensland	5
Rocky River (Uralla - NSW)	(Same Address)	195
Rocky River (Uralla - NSW)	(Same SA2)	20
Rocky River (Uralla - NSW)	New South Wales	25
Rocky River (Uralla - NSW)	Queensland	5
Rodd Point	(Overseas)	35
Rodd Point	(Same Address)	851
Rodd Point	(Same SA2)	56
Rodd Point	New South Wales	288
Rodd Point	Victoria	15
Rodd Point	Western Australia	5
Rollands Plains	(Same Address)	79
Rollands Plains	(Same SA2)	21
Rollands Plains	New South Wales	27
Rookhurst	(Same Address)	29
Rookhurst	(Same SA2)	6
Rookhurst	New South Wales	9
Rookwood (NSW)	(Same Address)	3
Rooty Hill	(Overseas)	995
Rooty Hill	(Same Address)	7922
Rooty Hill	(Same SA2)	764
Rooty Hill	Australian Capital Territory	14
Rooty Hill	New South Wales	3119
Rooty Hill	Northern Territory	11
Rooty Hill	Queensland	54
Rooty Hill	South Australia	23
Rooty Hill	Tasmania	3
Rooty Hill	Victoria	21
Rooty Hill	Western Australia	10
Ropers Road	(Same Address)	3
Ropers Road	(Same SA2)	5
Ropers Road	New South Wales	3
Ropes Crossing	(Overseas)	477
Ropes Crossing	(Same Address)	1028
Ropes Crossing	(Same SA2)	290
Ropes Crossing	Australian Capital Territory	8
Ropes Crossing	New South Wales	3118
Ropes Crossing	Northern Territory	3
Ropes Crossing	Queensland	47
Ropes Crossing	South Australia	6
Ropes Crossing	Victoria	34
Ropes Crossing	Western Australia	11
Rose Bay (NSW)	(Overseas)	862
Rose Bay (NSW)	(Same Address)	4353
Rose Bay (NSW)	(Same SA2)	600
Rose Bay (NSW)	Australian Capital Territory	32
Rose Bay (NSW)	New South Wales	2561
Rose Bay (NSW)	Northern Territory	5
Rose Bay (NSW)	Queensland	92
Rose Bay (NSW)	South Australia	12
Rose Bay (NSW)	Tasmania	5
Rose Bay (NSW)	Victoria	75
Rose Bay (NSW)	Western Australia	35
Rose Valley (Kiama - NSW)	(Same Address)	47
Rose Valley (Kiama - NSW)	(Same SA2)	3
Rose Valley (Kiama - NSW)	New South Wales	4
Rose Valley (Snowy Monaro Regional - NSW)	(Same Address)	20
Rose Valley (Snowy Monaro Regional - NSW)	New South Wales	3
Rosebank	(Overseas)	13
Rosebank	(Same Address)	252
Rosebank	(Same SA2)	11
Rosebank	New South Wales	55
Rosebank	Northern Territory	3
Rosebank	Queensland	15
Rosebank	Tasmania	4
Rosebank	Victoria	5
Roseberg	(Same Address)	25
Roseberg	New South Wales	4
Roseberry	(Same Address)	30
Roseberry	(Same SA2)	5
Roseberry Creek	(Same Address)	19
Roseberry Creek	New South Wales	7
Roseberry Creek	South Australia	4
Rosebery (NSW)	(Overseas)	1419
Rosebery (NSW)	(Same Address)	4417
Rosebery (NSW)	(Same SA2)	449
Rosebery (NSW)	Australian Capital Territory	48
Rosebery (NSW)	New South Wales	2196
Rosebery (NSW)	Northern Territory	9
Rosebery (NSW)	Queensland	120
Rosebery (NSW)	South Australia	23
Rosebery (NSW)	Victoria	54
Rosebery (NSW)	Western Australia	47
Rosebrook (NSW)	(Same Address)	62
Rosebrook (NSW)	New South Wales	5
Rosedale (NSW)	(Overseas)	3
Rosedale (NSW)	(Same Address)	121
Rosedale (NSW)	(Same SA2)	11
Rosedale (NSW)	Australian Capital Territory	10
Rosedale (NSW)	New South Wales	38
Rosehill (NSW)	(Overseas)	846
Rosehill (NSW)	(Same Address)	950
Rosehill (NSW)	(Same SA2)	354
Rosehill (NSW)	Australian Capital Territory	5
Rosehill (NSW)	New South Wales	804
Rosehill (NSW)	Northern Territory	3
Rosehill (NSW)	Queensland	36
Rosehill (NSW)	South Australia	16
Rosehill (NSW)	Tasmania	4
Rosehill (NSW)	Victoria	28
Rosehill (NSW)	Western Australia	9
Roselands	(Overseas)	567
Roselands	(Same Address)	6656
Roselands	(Same SA2)	338
Roselands	Australian Capital Territory	7
Roselands	New South Wales	2393
Roselands	Queensland	25
Roselands	South Australia	11
Roselands	Tasmania	3
Roselands	Victoria	27
Roselands	Western Australia	5
Rosemeadow	(Overseas)	157
Rosemeadow	(Same Address)	4468
Rosemeadow	(Same SA2)	456
Rosemeadow	Australian Capital Territory	3
Rosemeadow	New South Wales	1644
Rosemeadow	Queensland	33
Rosemeadow	South Australia	3
Rosemeadow	Victoria	23
Rosemeadow	Western Australia	8
Rosemeath	(Same Address)	15
Rosemeath	Victoria	7
Roseville	(Overseas)	897
Roseville	(Same Address)	5398
Roseville	(Same SA2)	491
Roseville	Australian Capital Territory	22
Roseville	New South Wales	2133
Roseville	Queensland	58
Roseville	South Australia	20
Roseville	Tasmania	4
Roseville	Victoria	67
Roseville	Western Australia	19
Roseville Chase	(Overseas)	59
Roseville Chase	(Same Address)	1073
Roseville Chase	(Same SA2)	47
Roseville Chase	New South Wales	294
Roseville Chase	Queensland	3
Roseville Chase	Victoria	6
Roseville Chase	Western Australia	6
Rosewood (Port Macquarie-Hastings - NSW)	(Same Address)	144
Rosewood (Port Macquarie-Hastings - NSW)	(Same SA2)	14
Rosewood (Port Macquarie-Hastings - NSW)	New South Wales	45
Rosewood (Port Macquarie-Hastings - NSW)	Victoria	3
Rosewood (Snowy Valleys - NSW)	(Same Address)	119
Rosewood (Snowy Valleys - NSW)	(Same SA2)	38
Rosewood (Snowy Valleys - NSW)	New South Wales	23
Rosewood (Snowy Valleys - NSW)	Northern Territory	3
Roslyn	(Same Address)	44
Roslyn	(Same SA2)	10
Roslyn	Australian Capital Territory	3
Roslyn	New South Wales	23
Rossglen	(Same Address)	33
Rossglen	(Same SA2)	9
Rossglen	New South Wales	12
Rossgole	(Same Address)	3
Rossi	(Same Address)	50
Rossi	(Same SA2)	9
Rossi	Australian Capital Territory	8
Rossi	New South Wales	7
Rossmore (NSW)	(Overseas)	45
Rossmore (NSW)	(Same Address)	1478
Rossmore (NSW)	(Same SA2)	51
Rossmore (NSW)	New South Wales	365
Rossmore (NSW)	Queensland	13
Rossmore (NSW)	South Australia	5
Rossmore (NSW)	Victoria	3
Roto	(Same Address)	23
Roto	(Same SA2)	3
Roto	New South Wales	3
Rouchel	(Overseas)	11
Rouchel	(Same Address)	83
Rouchel	(Same SA2)	3
Rouchel	New South Wales	27
Rouchel	Queensland	3
Rouchel Brook	(Same Address)	16
Rouchel Brook	New South Wales	3
Roughit	(Same Address)	70
Roughit	(Same SA2)	3
Roughit	New South Wales	25
Round Mountain	(Same Address)	86
Round Mountain	(Same SA2)	23
Round Mountain	New South Wales	12
Round Mountain	Queensland	5
Round Swamp	(Same Address)	10
Round Swamp	New South Wales	3
Rous	(Overseas)	11
Rous	(Same Address)	130
Rous	(Same SA2)	38
Rous	New South Wales	14
Rous	Queensland	21
Rous	Western Australia	3
Rous Mill	(Overseas)	3
Rous Mill	(Same Address)	124
Rous Mill	(Same SA2)	10
Rous Mill	New South Wales	35
Rous Mill	Queensland	6
Rouse Hill	(Overseas)	311
Rouse Hill	(Same Address)	4365
Rouse Hill	(Same SA2)	435
Rouse Hill	Australian Capital Territory	21
Rouse Hill	New South Wales	1928
Rouse Hill	Queensland	61
Rouse Hill	South Australia	4
Rouse Hill	Victoria	45
Rouse Hill	Western Australia	6
Rowan	(Same Address)	63
Rowan	New South Wales	16
Rowena	(Same Address)	113
Rowena	(Same SA2)	4
Rowena	New South Wales	17
Rowena	Northern Territory	3
Rowena	Queensland	12
Rowena	Victoria	3
Rowlands Creek	(Same Address)	56
Rowlands Creek	New South Wales	3
Rowlands Creek	Queensland	8
Royal National Park	(Same Address)	8
Royal National Park	New South Wales	4
Royal National Park	Victoria	3
Royalla	(Overseas)	4
Royalla	(Same Address)	575
Royalla	(Same SA2)	9
Royalla	Australian Capital Territory	245
Royalla	New South Wales	40
Royalla	Northern Territory	3
Royalla	Western Australia	3
Rozelle	(Overseas)	754
Rozelle	(Same Address)	3356
Rozelle	(Same SA2)	435
Rozelle	Australian Capital Territory	39
Rozelle	New South Wales	2431
Rozelle	Northern Territory	5
Rozelle	Queensland	121
Rozelle	South Australia	21
Rozelle	Tasmania	7
Rozelle	Victoria	108
Rozelle	Western Australia	37
Ruby Creek	(Same Address)	54
Ruby Creek	Queensland	3
Rufus	(Same Address)	11
Rufus	South Australia	4
Rugby	(Same Address)	36
Rugby	(Same SA2)	5
Rugby	New South Wales	17
Rugby	Queensland	3
Rugby	Victoria	6
Rukenvale	(Overseas)	3
Rukenvale	(Same Address)	25
Run-o-Waters	(Same Address)	248
Run-o-Waters	(Same SA2)	90
Run-o-Waters	Australian Capital Territory	5
Run-o-Waters	New South Wales	79
Run-o-Waters	Western Australia	4
Running Stream	(Same Address)	81
Running Stream	(Same SA2)	7
Running Stream	New South Wales	21
Runnyford	(Same Address)	16
Runnyford	Victoria	3
Ruse	(Overseas)	116
Ruse	(Same Address)	3515
Ruse	(Same SA2)	276
Ruse	New South Wales	1038
Ruse	Queensland	14
Ruse	South Australia	5
Ruse	Tasmania	8
Ruse	Victoria	3
Ruse	Western Australia	8
Rushcutters Bay	(Overseas)	395
Rushcutters Bay	(Same Address)	733
Rushcutters Bay	(Same SA2)	187
Rushcutters Bay	Australian Capital Territory	26
Rushcutters Bay	New South Wales	592
Rushcutters Bay	Queensland	56
Rushcutters Bay	South Australia	14
Rushcutters Bay	Tasmania	5
Rushcutters Bay	Victoria	45
Rushcutters Bay	Western Australia	15
Rushes Creek	(Same Address)	66
Rushes Creek	(Same SA2)	7
Rushes Creek	New South Wales	8
Rushes Creek	Queensland	7
Rushforth	(Same Address)	151
Rushforth	(Same SA2)	28
Rushforth	New South Wales	42
Rushforth	Queensland	3
Russell Lea	(Overseas)	157
Russell Lea	(Same Address)	2997
Russell Lea	(Same SA2)	226
Russell Lea	Australian Capital Territory	5
Russell Lea	New South Wales	966
Russell Lea	Queensland	39
Russell Lea	South Australia	3
Russell Lea	Victoria	27
Russell Lea	Western Australia	8
Russell Vale	(Overseas)	18
Russell Vale	(Same Address)	992
Russell Vale	(Same SA2)	124
Russell Vale	Australian Capital Territory	3
Russell Vale	New South Wales	244
Russell Vale	Queensland	6
Russell Vale	Tasmania	7
Russell Vale	Victoria	3
Rutherford	(Overseas)	148
Rutherford	(Same Address)	5011
Rutherford	(Same SA2)	1436
Rutherford	Australian Capital Territory	8
Rutherford	New South Wales	3120
Rutherford	Northern Territory	24
Rutherford	Queensland	160
Rutherford	South Australia	12
Rutherford	Tasmania	6
Rutherford	Victoria	42
Rutherford	Western Australia	23
Ruthven	(Same Address)	49
Ruthven	(Same SA2)	8
Ruthven	New South Wales	26
Ruthven	Queensland	3
Ryan (NSW)	(Same Address)	17
Rydal	(Same Address)	127
Rydal	(Same SA2)	3
Rydal	New South Wales	20
Rydal	Victoria	3
Rydalmere	(Overseas)	431
Rydalmere	(Same Address)	3766
Rydalmere	(Same SA2)	348
Rydalmere	Australian Capital Territory	3
Rydalmere	New South Wales	1271
Rydalmere	Northern Territory	4
Rydalmere	Queensland	23
Rydalmere	South Australia	3
Rydalmere	Victoria	20
Rydalmere	Western Australia	3
Ryde	(Overseas)	3139
Ryde	(Same Address)	11840
Ryde	(Same SA2)	1205
Ryde	Australian Capital Territory	35
Ryde	New South Wales	6550
Ryde	Northern Territory	4
Ryde	Queensland	199
Ryde	South Australia	60
Ryde	Tasmania	11
Ryde	Victoria	156
Ryde	Western Australia	71
Rye Park	(Same Address)	183
Rye Park	(Same SA2)	3
Rye Park	Australian Capital Territory	3
Rye Park	New South Wales	24
Ryhope	(Same Address)	25
Ryhope	New South Wales	3
Rylstone	(Overseas)	3
Rylstone	(Same Address)	499
Rylstone	(Same SA2)	102
Rylstone	New South Wales	159
Rylstone	Queensland	11
Rylstone	South Australia	3
Rylstone	Tasmania	3
Rylstone	Victoria	6
Sackville	(Same Address)	143
Sackville	(Same SA2)	19
Sackville	New South Wales	47
Sackville	Queensland	4
Sackville	South Australia	4
Sackville North	(Same Address)	166
Sackville North	(Same SA2)	26
Sackville North	New South Wales	61
Sackville North	Queensland	4
Saddleback Mountain	(Same Address)	47
Saddleback Mountain	New South Wales	12
Sadleir	(Overseas)	166
Sadleir	(Same Address)	1851
Sadleir	(Same SA2)	138
Sadleir	New South Wales	437
Sadleir	Queensland	15
Sadleir	Victoria	5
Sadleir	Western Australia	5
Safety Beach (NSW)	(Overseas)	37
Safety Beach (NSW)	(Same Address)	520
Safety Beach (NSW)	(Same SA2)	122
Safety Beach (NSW)	New South Wales	108
Safety Beach (NSW)	Northern Territory	3
Safety Beach (NSW)	Queensland	34
Safety Beach (NSW)	South Australia	3
Safety Beach (NSW)	Victoria	4
Safety Beach (NSW)	Western Australia	7
Salamander Bay	(Overseas)	76
Salamander Bay	(Same Address)	2471
Salamander Bay	(Same SA2)	660
Salamander Bay	Australian Capital Territory	25
Salamander Bay	New South Wales	825
Salamander Bay	Northern Territory	5
Salamander Bay	Queensland	85
Salamander Bay	South Australia	8
Salamander Bay	Tasmania	10
Salamander Bay	Victoria	35
Salamander Bay	Western Australia	12
Salisbury (NSW)	(Same Address)	44
Salisbury (NSW)	(Same SA2)	4
Salisbury (NSW)	New South Wales	7
Salisbury Plains	(Overseas)	3
Salisbury Plains	(Same Address)	49
Salisbury Plains	(Same SA2)	8
Salisbury Plains	New South Wales	20
Sallys Flat	(Same Address)	8
Salt Ash	(Overseas)	12
Salt Ash	(Same Address)	662
Salt Ash	(Same SA2)	53
Salt Ash	New South Wales	225
Salt Ash	Queensland	9
Salt Ash	South Australia	8
Salt Ash	Western Australia	6
San Isidore	(Overseas)	11
San Isidore	(Same Address)	259
San Isidore	(Same SA2)	15
San Isidore	New South Wales	50
San Isidore	Queensland	3
San Isidore	Victoria	4
San Remo (NSW)	(Overseas)	34
San Remo (NSW)	(Same Address)	2209
San Remo (NSW)	(Same SA2)	359
San Remo (NSW)	Australian Capital Territory	4
San Remo (NSW)	New South Wales	1099
San Remo (NSW)	Northern Territory	3
San Remo (NSW)	Queensland	37
San Remo (NSW)	South Australia	3
San Remo (NSW)	Tasmania	4
San Remo (NSW)	Victoria	16
San Remo (NSW)	Western Australia	9
Sancrox	(Same Address)	298
Sancrox	(Same SA2)	30
Sancrox	New South Wales	140
Sancrox	Northern Territory	4
Sancrox	Queensland	11
Sancrox	South Australia	4
Sancrox	Victoria	8
Sancrox	Western Australia	4
Sanctuary Point	(Overseas)	47
Sanctuary Point	(Same Address)	3620
Sanctuary Point	(Same SA2)	878
Sanctuary Point	Australian Capital Territory	50
Sanctuary Point	New South Wales	1521
Sanctuary Point	Northern Territory	20
Sanctuary Point	Other Territories	7
Sanctuary Point	Queensland	85
Sanctuary Point	South Australia	14
Sanctuary Point	Tasmania	18
Sanctuary Point	Victoria	52
Sanctuary Point	Western Australia	26
Sandbar	(Same Address)	3
Sandgate (NSW)	(Overseas)	6
Sandgate (NSW)	(Same Address)	82
Sandgate (NSW)	(Same SA2)	6
Sandgate (NSW)	New South Wales	51
Sandgate (NSW)	Victoria	3
Sandigo	(Same Address)	61
Sandigo	(Same SA2)	10
Sandigo	New South Wales	6
Sandilands (NSW)	(Same Address)	5
Sandon (NSW)	(Same Address)	10
Sandon (NSW)	New South Wales	3
Sandringham (NSW)	(Overseas)	40
Sandringham (NSW)	(Same Address)	726
Sandringham (NSW)	(Same SA2)	93
Sandringham (NSW)	New South Wales	223
Sandringham (NSW)	Queensland	14
Sandringham (NSW)	Victoria	3
Sandy Beach	(Overseas)	48
Sandy Beach	(Same Address)	1122
Sandy Beach	(Same SA2)	200
Sandy Beach	Australian Capital Territory	3
Sandy Beach	New South Wales	453
Sandy Beach	Northern Territory	4
Sandy Beach	Queensland	59
Sandy Beach	South Australia	10
Sandy Beach	Victoria	32
Sandy Beach	Western Australia	6
Sandy Creek (Cobar - NSW)	(Same Address)	18
Sandy Creek (Cobar - NSW)	(Same SA2)	6
Sandy Creek (Upper Hunter Shire - NSW)	(Same Address)	17
Sandy Creek (Upper Hunter Shire - NSW)	New South Wales	7
Sandy Crossing	(Same Address)	17
Sandy Crossing	New South Wales	7
Sandy Flat	(Same Address)	57
Sandy Flat	(Same SA2)	13
Sandy Flat	New South Wales	7
Sandy Gully (NSW)	(Same Address)	14
Sandy Gully (NSW)	(Same SA2)	5
Sandy Hill	(Same Address)	12
Sandy Hill	(Same SA2)	7
Sandy Hill	Western Australia	3
Sandy Hollow	(Same Address)	75
Sandy Hollow	(Same SA2)	19
Sandy Hollow	New South Wales	35
Sandy Hollow	Queensland	4
Sandy Point (NSW)	(Overseas)	9
Sandy Point (NSW)	(Same Address)	356
Sandy Point (NSW)	(Same SA2)	53
Sandy Point (NSW)	New South Wales	103
Sanger	(Same Address)	4
Sans Souci	(Overseas)	294
Sans Souci	(Same Address)	5917
Sans Souci	(Same SA2)	662
Sans Souci	Australian Capital Territory	11
Sans Souci	New South Wales	2072
Sans Souci	Northern Territory	6
Sans Souci	Queensland	40
Sans Souci	South Australia	11
Sans Souci	Tasmania	8
Sans Souci	Victoria	16
Sans Souci	Western Australia	13
Sapphire	(Same Address)	28
Sapphire	New South Wales	10
Sapphire	Queensland	4
Sapphire Beach	(Overseas)	66
Sapphire Beach	(Same Address)	840
Sapphire Beach	(Same SA2)	192
Sapphire Beach	Australian Capital Territory	5
Sapphire Beach	New South Wales	571
Sapphire Beach	Northern Territory	3
Sapphire Beach	Queensland	67
Sapphire Beach	South Australia	12
Sapphire Beach	Tasmania	6
Sapphire Beach	Victoria	33
Sapphire Beach	Western Australia	10
Saratoga	(Overseas)	67
Saratoga	(Same Address)	2112
Saratoga	(Same SA2)	298
Saratoga	New South Wales	940
Saratoga	Queensland	36
Saratoga	Victoria	11
Saratoga	Western Australia	9
Sassafras (NSW)	(Overseas)	3
Sassafras (NSW)	(Same Address)	12
Sassafras (NSW)	New South Wales	12
Saumarez	(Same Address)	41
Saumarez	(Same SA2)	3
Saumarez	New South Wales	30
Saumarez Ponds	(Overseas)	4
Saumarez Ponds	(Same Address)	249
Saumarez Ponds	(Same SA2)	15
Saumarez Ponds	New South Wales	106
Saumarez Ponds	Queensland	5
Saumarez Ponds	Victoria	3
Savernake	(Same Address)	66
Savernake	(Same SA2)	3
Savernake	New South Wales	5
Savernake	Victoria	3
Sawpit Creek	(Same Address)	11
Sawtell	(Overseas)	89
Sawtell	(Same Address)	1888
Sawtell	(Same SA2)	514
Sawtell	Australian Capital Territory	19
Sawtell	New South Wales	597
Sawtell	Northern Territory	9
Sawtell	Queensland	113
Sawtell	South Australia	3
Sawtell	Victoria	44
Sawtell	Western Australia	27
Sawyers Gully	(Same Address)	307
Sawyers Gully	(Same SA2)	41
Sawyers Gully	New South Wales	82
Scarborough (NSW)	(Overseas)	7
Scarborough (NSW)	(Same Address)	177
Scarborough (NSW)	(Same SA2)	27
Scarborough (NSW)	New South Wales	54
Scheyville	(Same Address)	4
Scheyville	New South Wales	7
Schofields	(Overseas)	260
Schofields	(Same Address)	1949
Schofields	(Same SA2)	250
Schofields	Australian Capital Territory	5
Schofields	New South Wales	1713
Schofields	Queensland	34
Schofields	South Australia	5
Schofields	Victoria	9
Schofields	Western Australia	4
Scone	(Overseas)	177
Scone	(Same Address)	2845
Scone	(Same SA2)	791
Scone	Australian Capital Territory	3
Scone	New South Wales	841
Scone	Northern Territory	7
Scone	Queensland	84
Scone	South Australia	17
Scone	Tasmania	3
Scone	Victoria	23
Scone	Western Australia	14
Scotia	(Same Address)	4
Scotland Island	(Overseas)	28
Scotland Island	(Same Address)	331
Scotland Island	(Same SA2)	46
Scotland Island	New South Wales	108
Scotland Island	Victoria	7
Scotland Island	Western Australia	3
Scotts Creek (NSW)	(Same Address)	15
Scotts Creek (NSW)	New South Wales	9
Scotts Flat	(Same Address)	19
Scotts Flat	New South Wales	5
Scotts Flat	Queensland	3
Scotts Head	(Overseas)	7
Scotts Head	(Same Address)	449
Scotts Head	(Same SA2)	104
Scotts Head	New South Wales	176
Scotts Head	Queensland	39
Scotts Head	Victoria	9
Scotts Head	Western Australia	3
Seaforth (NSW)	(Overseas)	472
Seaforth (NSW)	(Same Address)	3912
Seaforth (NSW)	(Same SA2)	543
Seaforth (NSW)	Australian Capital Territory	11
Seaforth (NSW)	New South Wales	1388
Seaforth (NSW)	Northern Territory	3
Seaforth (NSW)	Queensland	24
Seaforth (NSW)	South Australia	3
Seaforth (NSW)	Tasmania	6
Seaforth (NSW)	Victoria	34
Seaforth (NSW)	Western Australia	8
Seaham	(Overseas)	6
Seaham	(Same Address)	654
Seaham	(Same SA2)	46
Seaham	Australian Capital Territory	7
Seaham	New South Wales	190
Seaham	Queensland	5
Seahampton	(Same Address)	180
Seahampton	(Same SA2)	9
Seahampton	New South Wales	65
Seal Rocks	(Same Address)	26
Seal Rocks	New South Wales	3
Seal Rocks	Queensland	3
Sebastopol (NSW)	(Same Address)	37
Sebastopol (NSW)	(Same SA2)	9
Sebastopol (NSW)	New South Wales	4
Sedgefield	(Same Address)	97
Sedgefield	(Same SA2)	3
Sedgefield	New South Wales	51
Sedgefield	Queensland	5
Seelands	(Same Address)	251
Seelands	(Same SA2)	29
Seelands	New South Wales	60
Seelands	Queensland	11
Seelands	Western Australia	3
Sefton	(Overseas)	345
Sefton	(Same Address)	3272
Sefton	(Same SA2)	215
Sefton	Australian Capital Territory	3
Sefton	New South Wales	1179
Sefton	Northern Territory	6
Sefton	Queensland	3
Sefton	South Australia	6
Sefton	Victoria	8
Sefton	Western Australia	3
Segenhoe	(Overseas)	12
Segenhoe	(Same Address)	106
Segenhoe	(Same SA2)	12
Segenhoe	New South Wales	49
Segenhoe	Queensland	3
Seven Hills (NSW)	(Overseas)	1320
Seven Hills (NSW)	(Same Address)	11010
Seven Hills (NSW)	(Same SA2)	749
Seven Hills (NSW)	Australian Capital Territory	6
Seven Hills (NSW)	New South Wales	3559
Seven Hills (NSW)	Northern Territory	4
Seven Hills (NSW)	Queensland	98
Seven Hills (NSW)	South Australia	15
Seven Hills (NSW)	Victoria	38
Seven Hills (NSW)	Western Australia	21
Seven Oaks	(Same Address)	44
Seven Oaks	(Same SA2)	3
Seven Oaks	New South Wales	9
Sextonville	(Overseas)	3
Sextonville	(Same Address)	14
Shadforth (NSW)	(Same Address)	46
Shadforth (NSW)	New South Wales	16
Shallow Bay	(Same Address)	27
Shallow Bay	New South Wales	8
Shalvey	(Overseas)	90
Shalvey	(Same Address)	2029
Shalvey	(Same SA2)	130
Shalvey	Australian Capital Territory	3
Shalvey	New South Wales	570
Shalvey	Northern Territory	6
Shalvey	Queensland	16
Shalvey	South Australia	8
Shalvey	Victoria	5
Shalvey	Western Australia	3
Shanes Park	(Overseas)	3
Shanes Park	(Same Address)	234
Shanes Park	(Same SA2)	11
Shanes Park	New South Wales	82
Shanes Park	Queensland	10
Shannon Brook	(Same Address)	109
Shannon Brook	(Same SA2)	3
Shannon Brook	New South Wales	21
Shannon Vale	(Same Address)	76
Shannon Vale	(Same SA2)	33
Shannon Vale	New South Wales	6
Shannon Vale	Queensland	6
Shannondale	(Same Address)	44
Shannondale	(Same SA2)	17
Shannondale	New South Wales	13
Shannons Flat	(Same Address)	60
Shannons Flat	(Same SA2)	3
Shannons Flat	Australian Capital Territory	7
Shark Creek	(Same Address)	8
Shark Creek	New South Wales	7
Sharps Creek	(Same Address)	10
Sheedys Gully	(Same Address)	57
Sheedys Gully	(Same SA2)	11
Sheedys Gully	New South Wales	9
Shell Cove	(Overseas)	103
Shell Cove	(Same Address)	2588
Shell Cove	(Same SA2)	645
Shell Cove	Australian Capital Territory	25
Shell Cove	New South Wales	1560
Shell Cove	Queensland	66
Shell Cove	South Australia	4
Shell Cove	Victoria	25
Shell Cove	Western Australia	32
Shellharbour	(Overseas)	50
Shellharbour	(Same Address)	2027
Shellharbour	(Same SA2)	210
Shellharbour	Australian Capital Territory	5
Shellharbour	New South Wales	784
Shellharbour	Queensland	30
Shellharbour	South Australia	3
Shellharbour	Tasmania	3
Shellharbour	Victoria	7
Shellharbour	Western Australia	6
Shellharbour City Centre	(Overseas)	7
Shellharbour City Centre	(Same Address)	53
Shellharbour City Centre	(Same SA2)	31
Shellharbour City Centre	New South Wales	111
Shellharbour City Centre	Queensland	3
Shellharbour City Centre	South Australia	3
Shelly Beach (NSW)	(Overseas)	13
Shelly Beach (NSW)	(Same Address)	676
Shelly Beach (NSW)	(Same SA2)	102
Shelly Beach (NSW)	New South Wales	340
Shelly Beach (NSW)	Queensland	14
Shelly Beach (NSW)	South Australia	3
Shelly Beach (NSW)	Victoria	7
Shelly Beach (NSW)	Western Australia	7
Sherwood (Clarence Valley - NSW)	(Overseas)	11
Sherwood (Clarence Valley - NSW)	(Same Address)	35
Sherwood (Clarence Valley - NSW)	New South Wales	7
Sherwood (Kempsey - NSW)	(Same Address)	118
Sherwood (Kempsey - NSW)	(Same SA2)	3
Sherwood (Kempsey - NSW)	New South Wales	17
Sherwood (Kempsey - NSW)	Queensland	3
Sherwood (Kyogle - NSW)	(Same Address)	19
Sherwood (Kyogle - NSW)	(Same SA2)	4
Sherwood (Kyogle - NSW)	Queensland	3
Shoal Bay (NSW)	(Overseas)	20
Shoal Bay (NSW)	(Same Address)	786
Shoal Bay (NSW)	(Same SA2)	254
Shoal Bay (NSW)	Australian Capital Territory	4
Shoal Bay (NSW)	New South Wales	303
Shoal Bay (NSW)	Queensland	34
Shoal Bay (NSW)	South Australia	3
Shoal Bay (NSW)	Tasmania	8
Shoal Bay (NSW)	Victoria	12
Shoal Bay (NSW)	Western Australia	4
Shoalhaven Heads	(Overseas)	24
Shoalhaven Heads	(Same Address)	1617
Shoalhaven Heads	(Same SA2)	308
Shoalhaven Heads	Australian Capital Territory	12
Shoalhaven Heads	New South Wales	646
Shoalhaven Heads	Northern Territory	3
Shoalhaven Heads	Queensland	23
Shoalhaven Heads	South Australia	12
Shoalhaven Heads	Victoria	15
Shoalhaven Heads	Western Australia	12
Shooters Hill	(Same Address)	22
Shooters Hill	(Same SA2)	10
Shooters Hill	New South Wales	4
Shortland	(Overseas)	300
Shortland	(Same Address)	1951
Shortland	(Same SA2)	151
Shortland	Australian Capital Territory	4
Shortland	New South Wales	1008
Shortland	Northern Territory	7
Shortland	Other Territories	3
Shortland	Queensland	28
Shortland	South Australia	4
Shortland	Tasmania	10
Shortland	Victoria	17
Shortland	Western Australia	7
Silent Grove	(Same Address)	7
Silent Grove	New South Wales	3
Silent Grove	Queensland	4
Silverdale (NSW)	(Overseas)	7
Silverdale (NSW)	(Same Address)	2274
Silverdale (NSW)	(Same SA2)	152
Silverdale (NSW)	New South Wales	801
Silverdale (NSW)	Queensland	17
Silverdale (NSW)	South Australia	8
Silverdale (NSW)	Western Australia	5
Silverton (NSW)	(Same Address)	35
Silverton (NSW)	New South Wales	7
Silverwater (Lake Macquarie - NSW)	(Same Address)	147
Silverwater (Lake Macquarie - NSW)	(Same SA2)	42
Silverwater (Lake Macquarie - NSW)	New South Wales	64
Silverwater (Lake Macquarie - NSW)	Queensland	6
Silverwater (Lake Macquarie - NSW)	Victoria	4
Silverwater (Parramatta - NSW)	(Overseas)	281
Silverwater (Parramatta - NSW)	(Same Address)	778
Silverwater (Parramatta - NSW)	(Same SA2)	139
Silverwater (Parramatta - NSW)	Australian Capital Territory	4
Silverwater (Parramatta - NSW)	New South Wales	666
Silverwater (Parramatta - NSW)	Queensland	19
