SSC_NAME16	BornAust	Sex	persons
Mullumbimby Creek	0	M	50
Mullumbimby Creek	1	F	172
Mullumbimby Creek	1	M	189
Mulwala	0	F	80
Mulwala	0	M	70
Mulwala	1	F	908
Mulwala	1	M	898
Mulyandry	0	F	3
Mulyandry	0	M	5
Mulyandry	1	F	19
Mulyandry	1	M	31
Mumbil	0	F	15
Mumbil	0	M	12
Mumbil	1	F	103
Mumbil	1	M	105
Mumblebone Plain	1	F	15
Mumblebone Plain	1	M	13
Mummel	0	F	12
Mummel	0	M	11
Mummel	1	F	45
Mummel	1	M	38
Mummulgum	0	F	4
Mummulgum	0	M	3
Mummulgum	1	F	42
Mummulgum	1	M	49
Mundamia	1	F	28
Mundamia	1	M	27
Mundarlo	1	F	33
Mundarlo	1	M	33
Munderoo	1	F	18
Munderoo	1	M	21
Mundongo	0	F	6
Mundongo	0	M	4
Mundongo	1	F	96
Mundongo	1	M	81
Mungay Creek	0	F	8
Mungay Creek	0	M	3
Mungay Creek	1	F	48
Mungay Creek	1	M	54
Mungindi (NSW)	0	F	27
Mungindi (NSW)	0	M	23
Mungindi (NSW)	1	F	226
Mungindi (NSW)	1	M	241
Munni	1	F	12
Munni	1	M	19
Munyabla	1	F	24
Munyabla	1	M	21
Murga	0	M	3
Murga	1	F	28
Murga	1	M	28
Murrah	0	F	3
Murrah	1	F	24
Murrah	1	M	19
Murrami	0	M	4
Murrami	1	F	96
Murrami	1	M	124
Murrawombie	1	M	3
Murray Downs	0	F	5
Murray Downs	0	M	3
Murray Downs	1	F	114
Murray Downs	1	M	106
Murrays Beach	0	F	53
Murrays Beach	0	M	52
Murrays Beach	1	F	262
Murrays Beach	1	M	247
Murrays Run	0	F	18
Murrays Run	0	M	12
Murrays Run	1	F	50
Murrays Run	1	M	64
Murrin Bridge	1	F	37
Murrin Bridge	1	M	43
Murringo	0	F	13
Murringo	0	M	17
Murringo	1	F	153
Murringo	1	M	168
Murrulebale	1	F	13
Murrulebale	1	M	18
Murrumbateman	0	F	215
Murrumbateman	0	M	204
Murrumbateman	1	F	1325
Murrumbateman	1	M	1315
Murrumbo	1	M	5
Murrumbucca	0	F	7
Murrumbucca	0	M	7
Murrumbucca	1	F	24
Murrumbucca	1	M	33
Murrumburrah	0	F	5
Murrumburrah	1	F	43
Murrumburrah	1	M	54
Murrurundi	0	F	42
Murrurundi	0	M	44
Murrurundi	1	F	425
Murrurundi	1	M	367
Murulla	1	F	3
Murwillumbah	0	F	446
Murwillumbah	0	M	362
Murwillumbah	1	F	3031
Murwillumbah	1	M	2673
Muscle Creek	0	F	5
Muscle Creek	0	M	3
Muscle Creek	1	F	130
Muscle Creek	1	M	152
Muswellbrook	0	F	470
Muswellbrook	0	M	547
Muswellbrook	1	F	5022
Muswellbrook	1	M	5224
Mutawintji	1	F	17
Mutawintji	1	M	12
Muttama	0	F	10
Muttama	0	M	4
Muttama	1	F	46
Muttama	1	M	52
Myall Creek	1	F	15
Myall Creek	1	M	23
Myall Park (NSW)	0	F	10
Myall Park (NSW)	0	M	5
Myall Park (NSW)	1	F	69
Myall Park (NSW)	1	M	74
Mylestom	0	F	10
Mylestom	0	M	12
Mylestom	1	F	152
Mylestom	1	M	143
Mylneford	0	F	6
Mylneford	0	M	3
Mylneford	1	F	33
Mylneford	1	M	31
Myocum	0	F	117
Myocum	0	M	111
Myocum	1	F	345
Myocum	1	M	299
Myola (NSW)	0	F	11
Myola (NSW)	0	M	9
Myola (NSW)	1	F	30
Myola (NSW)	1	M	31
Myrtle Creek (NSW)	0	F	5
Myrtle Creek (NSW)	0	M	6
Myrtle Creek (NSW)	1	F	42
Myrtle Creek (NSW)	1	M	34
Myrtle Mountain	0	F	3
Myrtle Mountain	0	M	4
Myrtle Mountain	1	F	15
Myrtle Mountain	1	M	16
Myrtle Park	0	M	3
Myrtle Park	1	F	15
Myrtle Park	1	M	22
Myrtleville	0	F	3
Myrtleville	1	F	34
Myrtleville	1	M	36
Mystery Bay	0	F	14
Mystery Bay	0	M	16
Mystery Bay	1	F	65
Mystery Bay	1	M	75
Myuna Bay	1	F	8
Myuna Bay	1	M	9
Nabiac	0	F	39
Nabiac	0	M	53
Nabiac	1	F	527
Nabiac	1	M	553
Nambucca Heads	0	F	386
Nambucca Heads	0	M	327
Nambucca Heads	1	F	2591
Nambucca Heads	1	M	2386
Namoi River	1	F	27
Namoi River	1	M	30
Nana Glen	0	F	54
Nana Glen	0	M	54
Nana Glen	1	F	441
Nana Glen	1	M	423
Nangus	0	F	3
Nangus	1	F	95
Nangus	1	M	93
Nanima	0	F	10
Nanima	0	M	9
Nanima	1	F	64
Nanima	1	M	84
Napier Lane	1	F	5
Napier Lane	1	M	12
Napoleon Reef	0	F	13
Napoleon Reef	0	M	8
Napoleon Reef	1	F	61
Napoleon Reef	1	M	55
Naradhan	0	F	3
Naradhan	1	F	39
Naradhan	1	M	36
Narara	0	F	689
Narara	0	M	636
Narara	1	F	3183
Narara	1	M	3070
Narellan	0	F	256
Narellan	0	M	208
Narellan	1	F	1509
Narellan	1	M	1444
Narellan Vale	0	F	495
Narellan Vale	0	M	488
Narellan Vale	1	F	3080
Narellan Vale	1	M	2858
Naremburn	0	F	1035
Naremburn	0	M	925
Naremburn	1	F	1858
Naremburn	1	M	1724
Narone Creek	0	M	3
Narone Creek	1	F	7
Narone Creek	1	M	8
Narooma	0	F	176
Narooma	0	M	170
Narooma	1	F	957
Narooma	1	M	998
Narrabarba	1	F	5
Narrabarba	1	M	5
Narrabeen	0	F	1035
Narrabeen	0	M	860
Narrabeen	1	F	2976
Narrabeen	1	M	2754
Narrabri	0	F	172
Narrabri	0	M	161
Narrabri	1	F	3260
Narrabri	1	M	3127
Narraburra	1	F	29
Narraburra	1	M	31
Narrandera	0	F	106
Narrandera	0	M	115
Narrandera	1	F	1876
Narrandera	1	M	1750
Narrangullen	0	F	3
Narrangullen	1	F	9
Narrangullen	1	M	12
Narrawa	0	F	3
Narrawa	1	F	39
Narrawa	1	M	38
Narrawallee	0	F	77
Narrawallee	0	M	76
Narrawallee	1	F	510
Narrawallee	1	M	484
Narraweena	0	F	1051
Narraweena	0	M	896
Narraweena	1	F	2209
Narraweena	1	M	2074
Narromine	0	F	79
Narromine	0	M	83
Narromine	1	F	2073
Narromine	1	M	1983
Narwee	0	F	1543
Narwee	0	M	1401
Narwee	1	F	1171
Narwee	1	M	1170
Nashdale	0	F	22
Nashdale	0	M	8
Nashdale	1	F	163
Nashdale	1	M	179
Nashua	0	F	18
Nashua	0	M	14
Nashua	1	F	84
Nashua	1	M	102
Nattai	0	M	3
Nattai	1	F	26
Nattai	1	M	29
Naughtons Gap	0	F	4
Naughtons Gap	0	M	3
Naughtons Gap	1	F	35
Naughtons Gap	1	M	34
Neath	0	F	31
Neath	0	M	12
Neath	1	F	194
Neath	1	M	202
Nebea	0	F	3
Nebea	1	F	5
Nebea	1	M	9
Neilrex	0	F	3
Neilrex	1	F	37
Neilrex	1	M	37
Nelligen	0	F	20
Nelligen	0	M	22
Nelligen	1	F	138
Nelligen	1	M	126
Nelson (Bega Valley - NSW)	1	F	5
Nelson (Bega Valley - NSW)	1	M	3
Nelson (The Hills Shire - NSW)	0	F	23
Nelson (The Hills Shire - NSW)	0	M	22
Nelson (The Hills Shire - NSW)	1	F	185
Nelson (The Hills Shire - NSW)	1	M	200
Nelson Bay (NSW)	0	F	467
Nelson Bay (NSW)	0	M	476
Nelson Bay (NSW)	1	F	2285
Nelson Bay (NSW)	1	M	2237
Nelsons Plains	0	F	5
Nelsons Plains	0	M	5
Nelsons Plains	1	F	173
Nelsons Plains	1	M	147
Nelungaloo	1	F	22
Nelungaloo	1	M	22
Nemingha	0	F	12
Nemingha	0	M	9
Nemingha	1	F	294
Nemingha	1	M	327
Nericon	0	F	16
Nericon	0	M	8
Nericon	1	F	114
Nericon	1	M	122
Neringla	1	F	9
Neringla	1	M	9
Nerong	0	F	3
Nerong	0	M	6
Nerong	1	F	47
Nerong	1	M	48
Nerriga	0	F	4
Nerriga	1	F	21
Nerriga	1	M	35
Nerrigundah	0	F	3
Nerrigundah	1	F	5
Nerrigundah	1	M	9
Nethercote	0	F	16
Nethercote	0	M	14
Nethercote	1	F	139
Nethercote	1	M	136
Neurea	0	F	3
Neurea	0	M	3
Neurea	1	F	49
Neurea	1	M	56
Neutral Bay	0	F	2126
Neutral Bay	0	M	1736
Neutral Bay	1	F	2963
Neutral Bay	1	M	2735
Nevertire	0	F	8
Nevertire	0	M	3
Nevertire	1	F	68
Nevertire	1	M	83
Neville	0	F	11
Neville	0	M	15
Neville	1	F	106
Neville	1	M	97
New Berrima	0	F	39
New Berrima	0	M	29
New Berrima	1	F	239
New Berrima	1	M	221
New Brighton	0	F	20
New Brighton	0	M	16
New Brighton	1	F	121
New Brighton	1	M	125
New Buildings	0	F	3
New Buildings	0	M	8
New Buildings	1	F	12
New Buildings	1	M	13
New Italy	0	F	11
New Italy	0	M	12
New Italy	1	F	62
New Italy	1	M	74
New Lambton	0	F	621
New Lambton	0	M	501
New Lambton	1	F	4391
New Lambton	1	M	4171
New Lambton Heights	0	F	148
New Lambton Heights	0	M	158
New Lambton Heights	1	F	1031
New Lambton Heights	1	M	1030
New Mexico	1	F	24
New Mexico	1	M	25
New Park	0	F	3
New Park	0	M	10
New Park	1	F	57
New Park	1	M	61
New Valley	1	F	13
New Valley	1	M	17
Newbold	1	F	4
Newbold	1	M	3
Newbridge (NSW)	0	F	8
Newbridge (NSW)	0	M	11
Newbridge (NSW)	1	F	71
Newbridge (NSW)	1	M	75
Newcastle	0	F	247
Newcastle	0	M	285
Newcastle	1	F	907
Newcastle	1	M	991
Newcastle East	0	F	83
Newcastle East	0	M	74
Newcastle East	1	F	372
Newcastle East	1	M	404
Newcastle West	0	F	59
Newcastle West	0	M	62
Newcastle West	1	F	190
Newcastle West	1	M	224
Newee Creek	0	F	19
Newee Creek	0	M	15
Newee Creek	1	F	145
Newee Creek	1	M	163
Newington (NSW)	0	F	1495
Newington (NSW)	0	M	1365
Newington (NSW)	1	F	1308
Newington (NSW)	1	M	1363
Newnes	1	M	3
Newport (NSW)	0	F	1057
Newport (NSW)	0	M	973
Newport (NSW)	1	F	3483
Newport (NSW)	1	M	3423
Newrybar	0	F	36
Newrybar	0	M	38
Newrybar	1	F	156
Newrybar	1	M	175
Newstead (NSW)	0	M	3
Newstead (NSW)	1	F	9
Newstead (NSW)	1	M	6
Newton Boyd	1	F	4
Newton Boyd	1	M	11
Newtown (NSW)	0	F	2416
Newtown (NSW)	0	M	2420
Newtown (NSW)	1	F	4387
Newtown (NSW)	1	M	4359
Niagara Park	0	F	198
Niagara Park	0	M	188
Niagara Park	1	F	1118
Niagara Park	1	M	1109
Niangala	0	F	6
Niangala	0	M	6
Niangala	1	F	52
Niangala	1	M	51
Niemur	1	F	18
Niemur	1	M	12
Nimbin	0	F	110
Nimbin	0	M	138
Nimbin	1	F	513
Nimbin	1	M	481
Nimmitabel	0	F	13
Nimmitabel	0	M	15
Nimmitabel	1	F	135
Nimmitabel	1	M	133
Nimmo	1	F	10
Nimmo	1	M	6
Nobbys Creek	0	F	16
Nobbys Creek	0	M	18
Nobbys Creek	1	F	110
Nobbys Creek	1	M	112
Nombi	1	F	12
Nombi	1	M	23
Noona	1	F	3
Noona	1	M	6
Noorong	1	F	4
Noorong	1	M	14
Nooroo	0	F	7
Nooroo	1	F	25
Nooroo	1	M	19
Norah Head	0	F	52
Norah Head	0	M	46
Norah Head	1	F	497
Norah Head	1	M	495
Noraville	0	F	147
Noraville	0	M	136
Noraville	1	F	1228
Noraville	1	M	1152
Nords Wharf	0	F	35
Nords Wharf	0	M	47
Nords Wharf	1	F	378
Nords Wharf	1	M	389
Normanhurst	0	F	876
Normanhurst	0	M	813
Normanhurst	1	F	1807
Normanhurst	1	M	1623
North Albury	0	F	332
North Albury	0	M	287
North Albury	1	F	2373
North Albury	1	M	2380
North Arm (NSW)	0	F	3
North Arm (NSW)	0	M	3
North Arm (NSW)	1	F	52
North Arm (NSW)	1	M	53
North Arm Cove	0	F	42
North Arm Cove	0	M	45
North Arm Cove	1	F	156
North Arm Cove	1	M	163
North Avoca	0	F	162
North Avoca	0	M	143
North Avoca	1	F	868
North Avoca	1	M	892
North Balgowlah	0	F	483
North Balgowlah	0	M	482
North Balgowlah	1	F	1336
North Balgowlah	1	M	1260
North Batemans Bay	0	F	55
North Batemans Bay	0	M	53
North Batemans Bay	1	F	204
North Batemans Bay	1	M	210
North Boambee Valley	0	F	177
North Boambee Valley	0	M	145
North Boambee Valley	1	F	849
North Boambee Valley	1	M	710
North Bondi	0	F	1648
North Bondi	0	M	1585
North Bondi	1	F	2627
North Bondi	1	M	2518
North Bourke	0	F	12
North Bourke	0	M	3
North Bourke	1	F	92
North Bourke	1	M	114
North Casino	0	F	40
North Casino	0	M	29
North Casino	1	F	393
North Casino	1	M	449
North Curl Curl	0	F	528
North Curl Curl	0	M	479
North Curl Curl	1	F	1398
North Curl Curl	1	M	1474
North Dorrigo	0	F	5
North Dorrigo	0	M	7
North Dorrigo	1	F	81
North Dorrigo	1	M	76
North Epping	0	F	759
North Epping	0	M	710
North Epping	1	F	1479
North Epping	1	M	1442
North Gosford	0	F	387
North Gosford	0	M	367
North Gosford	1	F	1380
North Gosford	1	M	1308
North Haven (NSW)	0	F	77
North Haven (NSW)	0	M	89
North Haven (NSW)	1	F	657
North Haven (NSW)	1	M	669
North Lambton	0	F	350
North Lambton	0	M	338
North Lambton	1	F	1239
North Lambton	1	M	1254
North Lismore	0	F	41
North Lismore	0	M	31
North Lismore	1	F	286
North Lismore	1	M	335
North Macksville	0	F	18
North Macksville	0	M	11
North Macksville	1	F	265
North Macksville	1	M	243
North Macquarie	0	F	3
North Macquarie	0	M	4
North Macquarie	1	F	10
North Macquarie	1	M	8
North Manly	0	F	456
North Manly	0	M	418
North Manly	1	F	1030
North Manly	1	M	1059
North Narooma	0	F	44
North Narooma	0	M	33
North Narooma	1	F	242
North Narooma	1	M	238
North Narrabeen	0	F	643
North Narrabeen	0	M	572
North Narrabeen	1	F	2128
North Narrabeen	1	M	2178
North Nowra	0	F	416
North Nowra	0	M	367
North Nowra	1	F	2358
North Nowra	1	M	2253
North Parramatta	0	F	3146
North Parramatta	0	M	2905
North Parramatta	1	F	2954
North Parramatta	1	M	3069
North Richmond	0	F	331
North Richmond	0	M	285
North Richmond	1	F	2177
North Richmond	1	M	1964
North Rocks	0	F	1486
North Rocks	0	M	1330
North Rocks	1	F	2499
North Rocks	1	M	2423
North Rothbury	0	F	32
North Rothbury	0	M	23
North Rothbury	1	F	391
North Rothbury	1	M	378
North Ryde	0	F	2243
North Ryde	0	M	2008
North Ryde	1	F	3064
North Ryde	1	M	3138
North Shore (NSW)	0	F	19
North Shore (NSW)	0	M	18
North Shore (NSW)	1	F	134
North Shore (NSW)	1	M	157
North St Marys	0	F	450
North St Marys	0	M	436
North St Marys	1	F	1340
North St Marys	1	M	1350
North Star	0	F	8
North Star	0	M	9
North Star	1	F	87
North Star	1	M	100
North Strathfield	0	F	1238
North Strathfield	0	M	1160
North Strathfield	1	F	967
North Strathfield	1	M	1004
North Sydney	0	F	1716
North Sydney	0	M	1606
North Sydney	1	F	1892
North Sydney	1	M	1802
North Tamworth	0	F	259
North Tamworth	0	M	258
North Tamworth	1	F	2191
North Tamworth	1	M	1979
North Tumbulgum	0	F	14
North Tumbulgum	0	M	18
North Tumbulgum	1	F	90
North Tumbulgum	1	M	111
North Turramurra	0	F	698
North Turramurra	0	M	566
North Turramurra	1	F	1408
North Turramurra	1	M	1187
North Wagga Wagga	0	F	14
North Wagga Wagga	0	M	12
North Wagga Wagga	1	F	294
North Wagga Wagga	1	M	314
North Wahroonga	0	F	387
North Wahroonga	0	M	348
North Wahroonga	1	F	611
North Wahroonga	1	M	608
North Willoughby	0	F	897
North Willoughby	0	M	652
North Willoughby	1	F	1223
North Willoughby	1	M	1205
North Wollongong	0	F	341
North Wollongong	0	M	443
North Wollongong	1	F	792
North Wollongong	1	M	825
North Woodburn	0	F	3
North Woodburn	1	F	40
North Woodburn	1	M	34
North Yalgogrin	1	F	27
North Yalgogrin	1	M	30
North Yeoval	1	F	35
North Yeoval	1	M	38
Northangera	0	F	3
Northangera	1	F	16
Northangera	1	M	19
Northbridge (NSW)	0	F	917
Northbridge (NSW)	0	M	877
Northbridge (NSW)	1	F	2227
Northbridge (NSW)	1	M	2064
Northmead	0	F	2023
Northmead	0	M	1856
Northmead	1	F	3631
Northmead	1	M	3201
Northwood (NSW)	0	F	111
Northwood (NSW)	0	M	129
Northwood (NSW)	1	F	339
Northwood (NSW)	1	M	325
Norway	0	F	5
Norway	1	F	24
Norway	1	M	24
Nowendoc	0	F	6
Nowendoc	0	M	6
Nowendoc	1	F	57
Nowendoc	1	M	58
Nowley	0	F	3
Nowley	1	F	19
Nowley	1	M	27
Nowra	0	F	547
Nowra	0	M	489
Nowra	1	F	3716
Nowra	1	M	3416
Nowra Hill	0	F	78
Nowra Hill	0	M	207
Nowra Hill	1	F	491
Nowra Hill	1	M	1109
Nubba	0	M	3
Nubba	1	F	36
Nubba	1	M	36
Nulkaba	0	F	33
Nulkaba	0	M	23
Nulkaba	1	F	276
Nulkaba	1	M	307
Nullamanna	0	F	3
Nullamanna	1	F	63
Nullamanna	1	M	84
Nullica	1	F	7
Nullica	1	M	3
Nullo Mountain	1	F	12
Nullo Mountain	1	M	14
Numbaa	0	F	12
Numbaa	1	F	39
Numbaa	1	M	56
Number One	1	F	7
Number One	1	M	5
Numbla Vale	0	F	3
Numbla Vale	1	F	16
Numbla Vale	1	M	16
Numbugga	0	F	12
Numbugga	0	M	9
Numbugga	1	F	43
Numbugga	1	M	51
Numeralla	0	F	10
Numeralla	0	M	12
Numeralla	1	F	87
Numeralla	1	M	96
Numinbah	0	F	11
Numinbah	0	M	12
Numinbah	1	F	42
Numinbah	1	M	37
Numulgi	0	F	10
Numulgi	0	M	12
Numulgi	1	F	83
Numulgi	1	M	84
Nunderi	0	F	31
Nunderi	0	M	23
Nunderi	1	F	280
Nunderi	1	M	274
Nundle	0	F	19
Nundle	0	M	13
Nundle	1	F	190
Nundle	1	M	218
Nurenmerenmong	1	F	8
Nymagee	1	F	43
Nymagee	1	M	50
Nymboida	0	F	24
Nymboida	0	M	19
Nymboida	1	F	99
Nymboida	1	M	128
Nyngan	0	F	59
Nyngan	0	M	57
Nyngan	1	F	920
Nyngan	1	M	892
Nyora (NSW)	1	F	4
Nyora (NSW)	1	M	3
Nyrang Creek	1	F	10
Nyrang Creek	1	M	6
O'Connell (NSW)	0	F	19
O'Connell (NSW)	0	M	12
O'Connell (NSW)	1	F	233
O'Connell (NSW)	1	M	240
Oak Flats	0	F	564
Oak Flats	0	M	530
Oak Flats	1	F	2512
Oak Flats	1	M	2454
Oakdale (NSW)	0	F	94
Oakdale (NSW)	0	M	98
Oakdale (NSW)	1	F	742
Oakdale (NSW)	1	M	782
Oakey Park	0	F	18
Oakey Park	0	M	17
Oakey Park	1	F	137
Oakey Park	1	M	129
Oakhampton	0	F	7
Oakhampton	0	M	6
Oakhampton	1	F	83
Oakhampton	1	M	77
Oakhampton Heights	0	F	7
Oakhampton Heights	0	M	9
Oakhampton Heights	1	F	51
Oakhampton Heights	1	M	56
Oakhurst (NSW)	0	F	1410
Oakhurst (NSW)	0	M	1368
Oakhurst (NSW)	1	F	1879
Oakhurst (NSW)	1	M	1903
Oaklands	0	F	9
Oaklands	0	M	10
Oaklands	1	F	160
Oaklands	1	M	156
Oakville	0	F	154
Oakville	0	M	150
Oakville	1	F	766
Oakville	1	M	819
Oakwood (NSW)	0	F	3
Oakwood (NSW)	0	M	3
Oakwood (NSW)	1	F	59
Oakwood (NSW)	1	M	82
Oallen	0	F	8
Oallen	0	M	18
Oallen	1	F	37
Oallen	1	M	45
Oatlands (NSW)	0	F	1091
Oatlands (NSW)	0	M	983
Oatlands (NSW)	1	F	1703
Oatlands (NSW)	1	M	1641
Oatley	0	F	1390
Oatley	0	M	1235
Oatley	1	F	3813
Oatley	1	M	3679
Oban	1	F	3
Oban	1	M	9
Obanvale	1	F	7
Obanvale	1	M	6
Oberne Creek	1	F	14
Oberne Creek	1	M	25
Oberon	0	F	155
Oberon	0	M	154
Oberon	1	F	1275
Oberon	1	M	1254
Obley	0	F	6
Obley	1	F	36
Obley	1	M	41
Ocean Shores	0	F	495
Ocean Shores	0	M	377
Ocean Shores	1	F	1956
Ocean Shores	1	M	1827
Ogunbil	0	F	8
Ogunbil	0	M	13
Ogunbil	1	F	66
Ogunbil	1	M	58
Old Adaminaby	0	F	3
Old Adaminaby	0	M	8
Old Adaminaby	1	F	16
Old Adaminaby	1	M	8
Old Bar	0	F	217
Old Bar	0	M	222
Old Bar	1	F	1896
Old Bar	1	M	1701
Old Bonalbo	1	F	35
Old Bonalbo	1	M	35
Old Erowal Bay	0	F	64
Old Erowal Bay	0	M	66
Old Erowal Bay	1	F	432
Old Erowal Bay	1	M	395
Old Grevillia	1	F	20
Old Grevillia	1	M	20
Old Guildford	0	F	478
Old Guildford	0	M	505
Old Guildford	1	F	763
Old Guildford	1	M	743
Old Junee	0	F	3
Old Junee	0	M	8
Old Junee	1	F	124
Old Junee	1	M	104
Old Mill	1	F	4
Old Mill	1	M	8
Old Station	1	F	14
Old Station	1	M	15
Old Toongabbie	0	F	445
Old Toongabbie	0	M	419
Old Toongabbie	1	F	1098
Old Toongabbie	1	M	1074
Olinda (NSW)	1	F	5
Olinda (NSW)	1	M	8
Omadale	1	F	3
One Mile (NSW)	0	F	41
One Mile (NSW)	0	M	32
One Mile (NSW)	1	F	141
One Mile (NSW)	1	M	167
One Tree	1	F	3
One Tree	1	M	5
Oolong	0	F	3
Oolong	1	F	29
Oolong	1	M	31
Ooma	1	F	19
Ooma	1	M	14
Ootha	0	M	4
Ootha	1	F	29
Ootha	1	M	35
Ophir	0	F	3
Ophir	0	M	3
Ophir	1	F	49
Ophir	1	M	50
Oran Park	0	F	566
Oran Park	0	M	540
Oran Park	1	F	1655
Oran Park	1	M	1603
Orange	0	F	1888
Orange	0	M	1733
Orange	1	F	16358
Orange	1	M	15378
Orange Grove (NSW)	1	F	17
Orange Grove (NSW)	1	M	9
Orangeville	0	F	53
Orangeville	0	M	64
Orangeville	1	F	529
Orangeville	1	M	546
Orchard Hills	0	F	230
Orchard Hills	0	M	201
Orchard Hills	1	F	593
Orchard Hills	1	M	734
Orient Point	0	F	43
Orient Point	0	M	31
Orient Point	1	F	220
Orient Point	1	M	252
Orton Park	1	F	4
Orton Park	1	M	12
Osborne (NSW)	1	F	18
Osborne (NSW)	1	M	16
Osterley (NSW)	1	F	62
Osterley (NSW)	1	M	51
Oswald	0	F	3
Oswald	0	M	3
Oswald	1	F	41
Oswald	1	M	35
Otford	0	F	45
Otford	0	M	41
Otford	1	F	127
Otford	1	M	148
Oura	0	F	3
Oura	0	M	3
Oura	1	F	86
Oura	1	M	101
Ourimbah	0	F	305
Ourimbah	0	M	275
Ourimbah	1	F	1611
Ourimbah	1	M	1593
Ournie	1	F	14
Ournie	1	M	10
Owens Gap	0	M	3
Owens Gap	1	F	24
Owens Gap	1	M	21
Oxford Falls	0	F	17
Oxford Falls	0	M	12
Oxford Falls	1	F	32
Oxford Falls	1	M	53
Oxley (Balranald - NSW)	0	F	3
Oxley (Balranald - NSW)	0	M	3
Oxley (Balranald - NSW)	1	F	9
Oxley (Balranald - NSW)	1	M	10
Oxley (Warren - NSW)	1	F	4
Oxley Island	0	F	3
Oxley Island	0	M	6
Oxley Island	1	F	146
Oxley Island	1	M	135
Oxley Park	0	F	487
Oxley Park	0	M	471
Oxley Park	1	F	954
Oxley Park	1	M	892
Oxley Vale	0	F	127
Oxley Vale	0	M	134
Oxley Vale	1	F	1701
Oxley Vale	1	M	1465
Oyster Bay	0	F	436
Oyster Bay	0	M	443
Oyster Bay	1	F	2300
Oyster Bay	1	M	2156
Oyster Cove (NSW)	0	F	3
Oyster Cove (NSW)	0	M	3
Oyster Cove (NSW)	1	F	29
Oyster Cove (NSW)	1	M	37
Packsaddle	1	F	34
Packsaddle	1	M	40
Paddington (NSW)	0	F	2026
Paddington (NSW)	0	M	1884
Paddington (NSW)	1	F	4083
Paddington (NSW)	1	M	3629
Paddys Flat (Kyogle - NSW)	1	F	5
Paddys Flat (Kyogle - NSW)	1	M	3
Paddys River (Snowy Valleys - NSW)	1	F	12
Paddys River (Snowy Valleys - NSW)	1	M	10
Paddys River (Wingecarribee - NSW)	0	M	3
Paddys River (Wingecarribee - NSW)	1	F	13
Paddys River (Wingecarribee - NSW)	1	M	9
Padstow	0	F	2596
Padstow	0	M	2399
Padstow	1	F	3826
Padstow	1	M	3805
Padstow Heights	0	F	400
Padstow Heights	0	M	354
Padstow Heights	1	F	1345
Padstow Heights	1	M	1272
Pagans Flat	1	F	3
Pages Creek	1	F	3
Pagewood	0	F	643
Pagewood	0	M	608
Pagewood	1	F	1161
Pagewood	1	M	1159
Palarang	0	F	3
Palarang	1	F	25
Palarang	1	M	26
Paling Yards (Bathurst Regional - NSW)	1	F	4
Paling Yards (Bathurst Regional - NSW)	1	M	8
Paling Yards (Oberon - NSW)	1	F	4
Paling Yards (Oberon - NSW)	1	M	5
Pallal	1	F	33
Pallal	1	M	47
Pallamallawa	0	F	10
Pallamallawa	0	M	5
Pallamallawa	1	F	170
Pallamallawa	1	M	189
Palm Beach (NSW)	0	F	168
Palm Beach (NSW)	0	M	168
Palm Beach (NSW)	1	F	563
Palm Beach (NSW)	1	M	581
Palm Grove (NSW)	0	F	11
Palm Grove (NSW)	0	M	13
Palm Grove (NSW)	1	F	29
Palm Grove (NSW)	1	M	39
Palmdale (NSW)	0	F	9
Palmdale (NSW)	0	M	7
Palmdale (NSW)	1	F	30
Palmdale (NSW)	1	M	43
Palmers Channel	0	F	5
Palmers Channel	0	M	7
Palmers Channel	1	F	47
Palmers Channel	1	M	50
Palmers Island	0	F	17
Palmers Island	0	M	21
Palmers Island	1	F	194
Palmers Island	1	M	190
Palmers Oaky	1	F	7
Palmers Oaky	1	M	18
Palmvale	0	F	4
Palmvale	0	M	3
Palmvale	1	F	28
Palmvale	1	M	30
Palmwoods (NSW)	0	F	3
Palmwoods (NSW)	0	M	4
Palmwoods (NSW)	1	F	39
Palmwoods (NSW)	1	M	34
Pambula	0	F	55
Pambula	0	M	40
Pambula	1	F	425
Pambula	1	M	380
Pambula Beach	0	F	28
Pambula Beach	0	M	26
Pambula Beach	1	F	292
Pambula Beach	1	M	247
Pampoolah	0	F	17
Pampoolah	0	M	16
Pampoolah	1	F	143
Pampoolah	1	M	160
Pan Ban	1	F	13
Pan Ban	1	M	15
Panania	0	F	1767
Panania	0	M	1582
Panania	1	F	4318
Panania	1	M	4181
Pangee	1	F	3
Pangee	1	M	5
Panuara	0	F	3
Panuara	1	F	30
Panuara	1	M	35
Pappinbarra	0	F	7
Pappinbarra	0	M	4
Pappinbarra	1	F	33
Pappinbarra	1	M	30
Paradise (NSW)	1	F	7
Paradise (NSW)	1	M	7
Paringi	1	F	8
Paringi	1	M	7
Parkes (NSW)	0	F	328
Parkes (NSW)	0	M	300
Parkes (NSW)	1	F	4984
Parkes (NSW)	1	M	4693
Parkesbourne	0	F	7
Parkesbourne	0	M	6
Parkesbourne	1	F	61
Parkesbourne	1	M	84
Parklea	0	F	641
Parklea	0	M	862
Parklea	1	F	550
Parklea	1	M	1319
Parkville (NSW)	0	F	10
Parkville (NSW)	0	M	3
Parkville (NSW)	1	F	131
Parkville (NSW)	1	M	128
Parma	0	F	12
Parma	0	M	8
Parma	1	F	76
Parma	1	M	77
Parramatta	0	F	8449
Parramatta	0	M	8971
Parramatta	1	F	2917
