SSC_NAME16	BornAust	Sex	persons
Anindilyakwa	0	M	6
Anindilyakwa	1	F	58
Anindilyakwa	1	M	48
Anmatjere	0	F	7
Anmatjere	0	M	3
Anmatjere	1	F	238
Anmatjere	1	M	219
Anula	0	F	311
Anula	0	M	261
Anula	1	F	775
Anula	1	M	803
Araluen (NT)	0	F	372
Araluen (NT)	0	M	325
Araluen (NT)	1	F	898
Araluen (NT)	1	M	888
Areyonga	1	F	103
Areyonga	1	M	82
Arnold (NT)	1	F	3
Arnold (NT)	1	M	15
Arumbera	0	F	15
Arumbera	0	M	13
Arumbera	1	F	109
Arumbera	1	M	110
Atitjere	0	F	8
Atitjere	0	M	4
Atitjere	1	F	103
Atitjere	1	M	98
Baines	0	F	3
Baines	1	F	94
Baines	1	M	90
Bakewell	0	F	363
Bakewell	0	M	307
Bakewell	1	F	1085
Bakewell	1	M	1105
Barunga	0	F	4
Barunga	1	F	179
Barunga	1	M	166
Batchelor	0	F	26
Batchelor	0	M	25
Batchelor	1	F	176
Batchelor	1	M	185
Bayview (NT)	0	F	201
Bayview (NT)	0	M	195
Bayview (NT)	1	F	526
Bayview (NT)	1	M	603
Bees Creek	0	F	69
Bees Creek	0	M	70
Bees Creek	1	F	290
Bees Creek	1	M	328
Bellamack	0	F	295
Bellamack	0	M	287
Bellamack	1	F	863
Bellamack	1	M	866
Belyuen	1	F	71
Belyuen	1	M	90
Berrimah	0	F	81
Berrimah	0	M	105
Berrimah	1	F	246
Berrimah	1	M	269
Berry Springs	0	F	54
Berry Springs	0	M	55
Berry Springs	1	F	283
Berry Springs	1	M	332
Beswick	1	F	277
Beswick	1	M	245
Binjari	1	F	94
Binjari	1	M	100
Birdum	0	F	4
Birdum	0	M	10
Birdum	1	F	19
Birdum	1	M	32
Blackmore	0	F	3
Blackmore	0	M	3
Blackmore	1	F	15
Blackmore	1	M	20
Borroloola	0	F	29
Borroloola	0	M	26
Borroloola	1	F	363
Borroloola	1	M	406
Bradshaw	1	F	15
Bradshaw	1	M	14
Braitling	0	F	301
Braitling	0	M	282
Braitling	1	F	1102
Braitling	1	M	1077
Brinkin	0	F	270
Brinkin	0	M	296
Brinkin	1	F	273
Brinkin	1	M	277
Buchanan (NT)	1	F	19
Buchanan (NT)	1	M	27
Bulman Weemol	1	F	123
Bulman Weemol	1	M	144
Burrundie	1	F	9
Burrundie	1	M	12
Burt Plain	1	F	117
Burt Plain	1	M	128
Bynoe	0	F	8
Bynoe	0	M	10
Bynoe	1	F	30
Bynoe	1	M	38
Calvert (NT)	0	F	3
Calvert (NT)	1	F	24
Calvert (NT)	1	M	25
Canteen Creek	0	F	4
Canteen Creek	1	F	77
Canteen Creek	1	M	98
Casuarina (NT)	0	F	79
Casuarina (NT)	0	M	102
Casuarina (NT)	1	F	30
Casuarina (NT)	1	M	47
Charlotte	1	F	9
Charlotte	1	M	5
Ciccone	0	F	15
Ciccone	0	M	25
Ciccone	1	F	77
Ciccone	1	M	109
Claravale	1	F	3
Cobourg	1	F	12
Cobourg	1	M	11
Coconut Grove	0	F	586
Coconut Grove	0	M	582
Coconut Grove	1	F	750
Coconut Grove	1	M	717
Connellan	0	F	34
Connellan	0	M	36
Connellan	1	F	133
Connellan	1	M	148
Coolalinga	0	F	56
Coolalinga	0	M	31
Coolalinga	1	F	162
Coolalinga	1	M	190
Coomalie Creek	0	F	3
Coomalie Creek	1	F	4
Coomalie Creek	1	M	10
Coonawarra (NT)	0	F	5
Coonawarra (NT)	0	M	3
Coonawarra (NT)	1	F	27
Coonawarra (NT)	1	M	29
Cossack (NT)	0	F	52
Cossack (NT)	0	M	48
Cossack (NT)	1	F	456
Cossack (NT)	1	M	474
Costello	1	F	3
Costello	1	M	6
Cox Peninsula	0	M	7
Cox Peninsula	1	F	6
Cox Peninsula	1	M	3
Creswell	0	F	4
Creswell	0	M	4
Creswell	1	F	7
Creswell	1	M	22
Daguragu	1	F	103
Daguragu	1	M	128
Daly River	0	F	3
Daly River	0	M	7
Daly River	1	F	52
Daly River	1	M	49
Daly Waters	1	F	8
Daly Waters	1	M	7
Darwin City	0	F	1263
Darwin City	0	M	1454
Darwin City	1	F	1122
Darwin City	1	M	1560
Darwin River	0	F	28
Darwin River	0	M	57
Darwin River	1	F	240
Darwin River	1	M	260
Davenport (NT)	0	F	3
Davenport (NT)	0	M	6
Davenport (NT)	1	F	71
Davenport (NT)	1	M	86
Delamere (NT)	0	F	5
Delamere (NT)	1	F	9
Delamere (NT)	1	M	14
Desert Springs	0	F	207
Desert Springs	0	M	195
Desert Springs	1	F	443
Desert Springs	1	M	464
Douglas-Daly	0	F	10
Douglas-Daly	0	M	31
Douglas-Daly	1	F	45
Douglas-Daly	1	M	72
Driver	0	F	305
Driver	0	M	300
Driver	1	F	950
Driver	1	M	1001
Dundee Beach	0	F	15
Dundee Beach	0	M	19
Dundee Beach	1	F	70
Dundee Beach	1	M	86
Dundee Downs	0	M	5
Dundee Downs	1	F	17
Dundee Downs	1	M	44
Dundee Forest	0	M	5
Dundee Forest	1	F	24
Dundee Forest	1	M	35
Durack (NT)	0	F	425
Durack (NT)	0	M	343
Durack (NT)	1	F	1211
Durack (NT)	1	M	1304
East Arm	1	M	10
East Arnhem	1	F	487
East Arnhem	1	M	498
East Point	1	F	4
East Point	1	M	11
East Side	0	F	361
East Side	0	M	311
East Side	1	F	1032
East Side	1	M	911
Eaton (NT)	0	F	5
Eaton (NT)	0	M	28
Eaton (NT)	1	F	54
Eaton (NT)	1	M	117
Edith (NT)	0	F	3
Edith (NT)	0	M	3
Edith (NT)	1	F	43
Edith (NT)	1	M	45
Elliott (NT)	0	M	4
Elliott (NT)	1	F	172
Elliott (NT)	1	M	150
Elsey	1	F	11
Elsey	1	M	14
Emungalan	0	F	4
Emungalan	0	M	10
Emungalan	1	F	131
Emungalan	1	M	137
Engawala	1	F	71
Engawala	1	M	75
Eva Valley	0	F	3
Eva Valley	0	M	6
Eva Valley	1	F	29
Eva Valley	1	M	28
Fannie Bay	0	F	364
Fannie Bay	0	M	304
Fannie Bay	1	F	819
Fannie Bay	1	M	864
Farrar	0	F	130
Farrar	0	M	132
Farrar	1	F	532
Farrar	1	M	566
Finke	0	M	5
Finke	1	F	83
Finke	1	M	93
Finniss Valley	0	F	5
Finniss Valley	0	M	8
Finniss Valley	1	F	7
Finniss Valley	1	M	17
Florina	0	F	6
Florina	0	M	7
Florina	1	F	27
Florina	1	M	34
Fly Creek	0	F	4
Fly Creek	0	M	7
Fly Creek	1	F	55
Fly Creek	1	M	63
Flying Fox (NT)	0	M	5
Flying Fox (NT)	1	F	3
Flying Fox (NT)	1	M	25
Flynn (NT)	1	F	51
Flynn (NT)	1	M	42
Freds Pass	0	F	4
Freds Pass	1	F	3
Freds Pass	1	M	7
Galiwinku	0	F	12
Galiwinku	0	M	20
Galiwinku	1	F	1067
Galiwinku	1	M	1081
Gapuwiyak	0	F	6
Gapuwiyak	0	M	10
Gapuwiyak	1	F	450
Gapuwiyak	1	M	439
Ghan	0	F	11
Ghan	0	M	3
Ghan	1	F	35
Ghan	1	M	50
Gillen	0	F	570
Gillen	0	M	552
Gillen	1	F	1344
Gillen	1	M	1246
Girraween (NT)	0	F	94
Girraween (NT)	0	M	75
Girraween (NT)	1	F	608
Girraween (NT)	1	M	722
Gray (NT)	0	F	384
Gray (NT)	0	M	333
Gray (NT)	1	F	1001
Gray (NT)	1	M	1096
Gregory (NT)	0	F	3
Gregory (NT)	1	F	23
Gregory (NT)	1	M	39
Gunbalanya	0	F	15
Gunbalanya	0	M	9
Gunbalanya	1	F	553
Gunbalanya	1	M	500
Gunn	0	F	268
Gunn	0	M	247
Gunn	1	F	983
Gunn	1	M	997
Gunn Point	0	M	3
Gunyangara	0	F	3
Gunyangara	1	F	119
Gunyangara	1	M	105
Gurindji	1	F	5
Gurindji	1	M	4
Haasts Bluff	0	M	3
Haasts Bluff	1	F	58
Haasts Bluff	1	M	68
Hale	0	M	3
Hale	1	F	33
Hale	1	M	36
Hart (NT)	0	F	3
Hart (NT)	0	M	3
Hart (NT)	1	F	61
Hart (NT)	1	M	80
Herbert	0	F	89
Herbert	0	M	73
Herbert	1	F	647
Herbert	1	M	696
Hermannsburg	0	F	10
Hermannsburg	0	M	4
Hermannsburg	1	F	318
Hermannsburg	1	M	264
Holtze	0	F	27
Holtze	0	M	122
Holtze	1	F	199
Holtze	1	M	1399
Howard Springs	0	F	225
Howard Springs	0	M	560
Howard Springs	1	F	1124
Howard Springs	1	M	1756
Hugh	0	F	7
Hugh	0	M	16
Hugh	1	F	141
Hugh	1	M	599
Hughes (NT)	0	F	9
Hughes (NT)	0	M	3
Hughes (NT)	1	F	29
Hughes (NT)	1	M	28
Humpty Doo	0	F	294
Humpty Doo	0	M	235
Humpty Doo	1	F	1493
Humpty Doo	1	M	1739
Ilparpa	0	F	26
Ilparpa	0	M	18
Ilparpa	1	F	155
Ilparpa	1	M	178
Imanpa	0	M	3
Imanpa	1	F	73
Imanpa	1	M	65
Jabiru	0	F	80
Jabiru	0	M	61
Jabiru	1	F	321
Jabiru	1	M	411
Jilkminggan	1	F	160
Jilkminggan	1	M	139
Jingili	0	F	226
Jingili	0	M	207
Jingili	1	F	558
Jingili	1	M	582
Johnston	0	F	240
Johnston	0	M	222
Johnston	1	F	707
Johnston	1	M	697
Kakadu	0	F	16
Kakadu	0	M	18
Kakadu	1	F	103
Kakadu	1	M	129
Kalkarindji	0	F	7
Kalkarindji	0	M	4
Kalkarindji	1	F	163
Kalkarindji	1	M	154
Kaltukatjara	0	F	11
Kaltukatjara	0	M	13
Kaltukatjara	1	F	166
Kaltukatjara	1	M	154
Karama	0	F	755
Karama	0	M	684
Karama	1	F	1459
Karama	1	M	1454
Katherine	0	F	118
Katherine	0	M	120
Katherine	1	F	479
Katherine	1	M	452
Katherine East	0	F	241
Katherine East	0	M	225
Katherine East	1	F	971
Katherine East	1	M	1060
Katherine South	0	F	100
Katherine South	0	M	79
Katherine South	1	F	473
Katherine South	1	M	515
Kilgariff	0	F	22
Kilgariff	0	M	21
Kilgariff	1	F	165
Kilgariff	1	M	108
Kintore	0	F	10
Kintore	0	M	7
Kintore	1	F	221
Kintore	1	M	176
Knuckey Lagoon	0	F	26
Knuckey Lagoon	0	M	32
Knuckey Lagoon	1	F	152
Knuckey Lagoon	1	M	147
Kunparrka	1	F	55
Kunparrka	1	M	55
Lajamanu	0	F	8
Lajamanu	0	M	11
Lajamanu	1	F	300
Lajamanu	1	M	273
Lake Bennett	0	F	10
Lake Bennett	0	M	14
Lake Bennett	1	F	17
Lake Bennett	1	M	28
Lake Mackay	1	M	4
Lambells Lagoon	0	F	57
Lambells Lagoon	0	M	61
Lambells Lagoon	1	F	70
Lambells Lagoon	1	M	86
Lansdowne (NT)	0	F	24
Lansdowne (NT)	0	M	17
Lansdowne (NT)	1	F	114
Lansdowne (NT)	1	M	156
Laramba	0	F	3
Laramba	1	F	119
Laramba	1	M	115
Larapinta (NT)	0	F	225
Larapinta (NT)	0	M	191
Larapinta (NT)	1	F	805
Larapinta (NT)	1	M	781
Larrakeyah	0	F	575
Larrakeyah	0	M	636
Larrakeyah	1	F	918
Larrakeyah	1	M	1110
Larrimah	1	F	11
Larrimah	1	M	13
Leanyer	0	F	723
Leanyer	0	M	682
Leanyer	1	F	1338
Leanyer	1	M	1439
Lee Point	0	F	9
Lee Point	0	M	7
Lee Point	1	F	28
Lee Point	1	M	32
Limmen	1	F	9
Limmen	1	M	9
Litchfield Park	0	F	3
Litchfield Park	0	M	4
Litchfield Park	1	F	12
Litchfield Park	1	M	14
Livingstone	0	F	19
Livingstone	0	M	38
Livingstone	1	F	154
Livingstone	1	M	156
Lloyd Creek	0	F	7
Lloyd Creek	0	M	6
Lloyd Creek	1	F	72
Lloyd Creek	1	M	70
Ludmilla	0	F	184
Ludmilla	0	M	175
Ludmilla	1	F	602
Ludmilla	1	M	597
Lyons (NT)	0	F	316
Lyons (NT)	0	M	283
Lyons (NT)	1	F	789
Lyons (NT)	1	M	782
Malak	0	F	434
Malak	0	M	374
Malak	1	F	936
Malak	1	M	911
Manbulloo	1	F	3
Maningrida	0	F	21
Maningrida	0	M	19
Maningrida	1	F	1042
Maningrida	1	M	1111
Manton (NT)	1	F	37
Manton (NT)	1	M	45
Margaret River (NT)	1	F	4
Margaret River (NT)	1	M	3
Marlow Lagoon	0	F	53
Marlow Lagoon	0	M	46
Marlow Lagoon	1	F	252
Marlow Lagoon	1	M	321
Marrakai	0	F	50
Marrakai	0	M	59
Marrakai	1	F	129
Marrakai	1	M	185
Marrara	0	F	210
Marrara	0	M	203
Marrara	1	F	443
Marrara	1	M	506
Mataranka	0	F	15
Mataranka	0	M	15
Mataranka	1	F	110
Mataranka	1	M	130
McArthur	0	F	10
McArthur	0	M	29
McArthur	1	F	85
McArthur	1	M	148
McMinns Lagoon	0	F	52
McMinns Lagoon	0	M	37
McMinns Lagoon	1	F	272
McMinns Lagoon	1	M	319
Mereenie	1	F	11
Mereenie	1	M	16
Middle Point	0	F	3
Middle Point	0	M	12
Middle Point	1	F	12
Middle Point	1	M	22
Milikapiti	0	M	5
Milikapiti	1	F	202
Milikapiti	1	M	192
Milingimbi	0	F	3
Milingimbi	0	M	9
Milingimbi	1	F	581
Milingimbi	1	M	631
Millner	0	F	463
Millner	0	M	422
Millner	1	F	639
Millner	1	M	694
Milyakburra	1	F	70
Milyakburra	1	M	67
Miniyeri	0	F	3
Miniyeri	0	M	6
Miniyeri	1	F	318
Miniyeri	1	M	289
Minjilang	0	F	3
Minjilang	0	M	4
Minjilang	1	F	121
Minjilang	1	M	112
Moil	0	F	279
Moil	0	M	301
Moil	1	F	586
Moil	1	M	615
Moulden	0	F	235
Moulden	0	M	178
Moulden	1	F	1051
Moulden	1	M	1108
Mount Bundey	0	F	4
Mount Bundey	1	F	9
Mount Bundey	1	M	12
Mount Johns	0	F	113
Mount Johns	0	M	132
Mount Johns	1	F	117
Mount Johns	1	M	97
Mount Liebig	1	F	91
Mount Liebig	1	M	78
Mount Zeil	0	F	3
Mount Zeil	0	M	4
Mount Zeil	1	F	19
Mount Zeil	1	M	38
Muirhead	0	F	429
Muirhead	0	M	406
Muirhead	1	F	701
Muirhead	1	M	731
Mutitjulu	0	F	3
Mutitjulu	1	F	154
Mutitjulu	1	M	128
Nakara	0	F	385
Nakara	0	M	402
Nakara	1	F	479
Nakara	1	M	548
Namatjira	1	F	82
Namatjira	1	M	85
Nauiyu	0	M	3
Nauiyu	1	F	172
Nauiyu	1	M	144
Nemarluk	1	F	56
Nemarluk	1	M	71
Newcastle Waters	0	F	4
Newcastle Waters	1	F	33
Newcastle Waters	1	M	27
Nganmarriyanga	1	F	209
Nganmarriyanga	1	M	178
Ngukurr	0	F	4
Ngukurr	0	M	3
Ngukurr	1	F	539
Ngukurr	1	M	568
Nhulunbuy	0	F	280
Nhulunbuy	0	M	239
Nhulunbuy	1	F	1078
Nhulunbuy	1	M	1145
Nicholson (NT)	1	F	25
Nicholson (NT)	1	M	40
Nightcliff	0	F	644
Nightcliff	0	M	647
Nightcliff	1	F	1051
Nightcliff	1	M	1096
Nitmiluk	0	F	9
Nitmiluk	1	F	78
Nitmiluk	1	M	60
Noonamah	0	F	23
Noonamah	0	M	22
Noonamah	1	F	102
Noonamah	1	M	123
Numbulwar	0	F	8
Numbulwar	0	M	6
Numbulwar	1	F	363
Numbulwar	1	M	335
Numburindi	1	F	4
Numburindi	1	M	6
Nyirripi	1	F	128
Nyirripi	1	M	99
Palmerston City	1	F	9
Palmerston City	1	M	5
Pamayu	0	F	4
Pamayu	1	F	8
Pamayu	1	M	5
Papunya	0	F	4
Papunya	0	M	7
Papunya	1	F	207
Papunya	1	M	164
Parap	0	F	447
Parap	0	M	428
Parap	1	F	768
Parap	1	M	823
Pellew Islands	1	F	8
Pellew Islands	1	M	7
Peppimenarti	0	M	5
Peppimenarti	1	F	78
Peppimenarti	1	M	77
Petermann	0	F	15
Petermann	0	M	15
Petermann	1	F	59
Petermann	1	M	51
Pigeon Hole	1	F	56
Pigeon Hole	1	M	53
Pine Creek (NT)	0	F	22
Pine Creek (NT)	0	M	15
Pine Creek (NT)	1	F	109
Pine Creek (NT)	1	M	139
Pinelands (NT)	0	M	3
Pinelands (NT)	1	F	9
Pinelands (NT)	1	M	8
Pirlangimpi	0	F	3
Pirlangimpi	0	M	8
Pirlangimpi	1	F	172
Pirlangimpi	1	M	170
Point Stuart	0	F	3
Point Stuart	0	M	4
Point Stuart	1	F	5
Point Stuart	1	M	12
Rakula	0	M	6
Rakula	1	F	33
Rakula	1	M	39
Ramingining	0	F	8
Ramingining	0	M	5
Ramingining	1	F	433
Ramingining	1	M	419
Ranken	1	F	16
Ranken	1	M	22
Rapid Creek	0	F	472
Rapid Creek	0	M	508
Rapid Creek	1	F	978
Rapid Creek	1	M	891
Robin Falls	1	F	7
Robin Falls	1	M	6
Robinson River	1	F	107
Robinson River	1	M	106
Rosebery (NT)	0	F	447
Rosebery (NT)	0	M	450
Rosebery (NT)	1	F	1458
Rosebery (NT)	1	M	1545
Ross (NT)	0	F	57
Ross (NT)	0	M	50
Ross (NT)	1	F	240
Ross (NT)	1	M	248
Rum Jungle	0	F	6
Rum Jungle	0	M	3
Rum Jungle	1	F	23
Rum Jungle	1	M	23
Sadadeen	0	F	256
Sadadeen	0	M	273
Sadadeen	1	F	653
Sadadeen	1	M	675
Sandover	0	F	3
Sandover	0	M	5
Sandover	1	F	343
Sandover	1	M	275
Santa Teresa	0	F	5
Santa Teresa	0	M	4
Santa Teresa	1	F	277
Santa Teresa	1	M	261
Shoal Bay (NT)	1	F	5
Shoal Bay (NT)	1	M	16
Southport (NT)	0	F	11
Southport (NT)	0	M	9
Southport (NT)	1	F	77
Southport (NT)	1	M	95
Stapleton	0	F	3
Stapleton	0	M	3
Stapleton	1	F	20
Stapleton	1	M	22
Stuart (NT)	0	F	34
Stuart (NT)	0	M	39
Stuart (NT)	1	F	196
Stuart (NT)	1	M	161
Stuart Park	0	F	681
Stuart Park	0	M	684
Stuart Park	1	F	1057
Stuart Park	1	M	1175
Sturt Plateau	1	F	12
Sturt Plateau	1	M	21
Tablelands (NT)	0	F	8
Tablelands (NT)	0	M	9
Tablelands (NT)	1	F	92
Tablelands (NT)	1	M	98
Tanami (NT)	0	F	3
Tanami (NT)	0	M	8
Tanami (NT)	1	F	7
Tanami (NT)	1	M	37
Tanami East	1	F	11
Tanami East	1	M	16
Tara (NT)	1	F	48
Tara (NT)	1	M	43
Tennant Creek	0	F	216
Tennant Creek	0	M	200
Tennant Creek	1	F	1033
Tennant Creek	1	M	1177
Thamarrurr	1	F	95
Thamarrurr	1	M	98
The Gap (NT)	0	F	311
The Gap (NT)	0	M	299
The Gap (NT)	1	F	451
The Gap (NT)	1	M	399
The Gardens (NT)	0	F	112
The Gardens (NT)	0	M	124
The Gardens (NT)	1	F	224
The Gardens (NT)	1	M	202
The Narrows (NT)	0	F	70
The Narrows (NT)	0	M	80
The Narrows (NT)	1	F	175
The Narrows (NT)	1	M	194
Ti Tree	0	F	3
Ti Tree	1	F	32
Ti Tree	1	M	18
Timber Creek	0	F	7
Timber Creek	0	M	11
Timber Creek	1	F	92
Timber Creek	1	M	107
Tindal	0	F	28
Tindal	0	M	46
Tindal	1	F	313
Tindal	1	M	387
Tipperary (NT)	1	F	14
Tipperary (NT)	1	M	24
Titjikala	1	F	114
Titjikala	1	M	99
Tiwi	0	F	424
Tiwi	0	M	391
Tiwi	1	F	751
Tiwi	1	M	732
Tiwi Islands	0	F	6
Tiwi Islands	0	M	9
Tiwi Islands	1	F	51
Tiwi Islands	1	M	46
Top Springs	1	F	3
Tortilla Flats	1	F	7
Tortilla Flats	1	M	3
Tumbling Waters	0	F	13
Tumbling Waters	0	M	3
Tumbling Waters	1	F	52
Tumbling Waters	1	M	68
Umbakumba	0	F	7
Umbakumba	0	M	3
Umbakumba	1	F	243
Umbakumba	1	M	246
Uralla (NT)	0	F	12
Uralla (NT)	0	M	9
Uralla (NT)	1	F	56
Uralla (NT)	1	M	61
Venn	0	F	5
Venn	0	M	6
Venn	1	F	21
Venn	1	M	21
Victoria River	0	F	3
Victoria River	0	M	3
Victoria River	1	F	47
Victoria River	1	M	62
Virginia (NT)	0	F	120
Virginia (NT)	0	M	101
Virginia (NT)	1	F	654
Virginia (NT)	1	M	746
Wadeye	0	F	15
Wadeye	0	M	24
Wadeye	1	F	1096
Wadeye	1	M	1043
Wagait Beach	0	F	36
Wagait Beach	0	M	45
Wagait Beach	1	F	176
Wagait Beach	1	M	176
Wagaman	0	F	446
Wagaman	0	M	476
Wagaman	1	F	462
Wagaman	1	M	520
Wallace Rockhole	0	F	3
Wallace Rockhole	1	F	47
Wallace Rockhole	1	M	54
Wanguri	0	F	274
Wanguri	0	M	261
Wanguri	1	F	553
Wanguri	1	M	598
Warruwi	0	M	3
Warruwi	1	F	177
Warruwi	1	M	194
Warumungu	0	F	4
Warumungu	0	M	3
Warumungu	1	F	59
Warumungu	1	M	78
Weddell	0	F	8
Weddell	0	M	7
Weddell	1	F	27
Weddell	1	M	29
West Arnhem	1	F	333
West Arnhem	1	M	322
White Gums	0	F	14
White Gums	0	M	12
White Gums	1	F	82
White Gums	1	M	81
Wickham (NT)	0	M	58
Wickham (NT)	1	M	49
Willowra	0	F	3
Willowra	0	M	4
Willowra	1	F	166
Willowra	1	M	127
Wilora	1	F	53
Wilora	1	M	44
Wilton (NT)	1	F	64
Wilton (NT)	1	M	65
Winnellie	0	F	15
Winnellie	0	M	36
Winnellie	1	F	37
Winnellie	1	M	86
Woodroffe	0	F	301
Woodroffe	0	M	211
Woodroffe	1	F	1145
Woodroffe	1	M	1235
Woolner	0	F	130
Woolner	0	M	142
Woolner	1	F	267
Woolner	1	M	302
Wulagi	0	F	330
Wulagi	0	M	292
Wulagi	1	F	767
Wulagi	1	M	829
Wurrumiyanga	0	F	20
Wurrumiyanga	0	M	21
Wurrumiyanga	1	F	751
Wurrumiyanga	1	M	745
Wutunugurra	1	F	91
Wutunugurra	1	M	73
Yarralin	0	F	5
Yarralin	1	F	129
Yarralin	1	M	133
Yarrawonga (NT)	0	F	3
Yarrawonga (NT)	0	M	3
Yarrawonga (NT)	1	F	3
Yarrawonga (NT)	1	M	10
Yirrkala	0	F	19
Yirrkala	0	M	19
Yirrkala	1	F	399
Yirrkala	1	M	354
Yuelamu	1	F	102
Yuelamu	1	M	106
Yuendumu	0	F	7
Yuendumu	0	M	12
Yuendumu	1	F	372
Yuendumu	1	M	322
Yulara	0	F	148
Yulara	0	M	159
Yulara	1	F	251
Yulara	1	M	315
Zuccoli	0	F	168
Zuccoli	0	M	174
Zuccoli	1	F	354
Zuccoli	1	M	353
No usual address (NT)	0	F	209
No usual address (NT)	0	M	191
No usual address (NT)	1	F	630
No usual address (NT)	1	M	750
Migratory - Offshore - Shipping (NT)	0	F	3
Migratory - Offshore - Shipping (NT)	0	M	47
Migratory - Offshore - Shipping (NT)	1	F	7
Migratory - Offshore - Shipping (NT)	1	M	10
ACT Remainder - Belconnen	0	M	4
ACT Remainder - Belconnen	1	F	9
ACT Remainder - Belconnen	1	M	14
ACT Remainder - Booth	1	F	11
ACT Remainder - Booth	1	M	15
ACT Remainder - Gungahlin	1	F	3
ACT Remainder - Gungahlin	1	M	5
ACT Remainder - Jerrabomberra	0	M	3
ACT Remainder - Jerrabomberra	1	F	14
ACT Remainder - Jerrabomberra	1	M	10
ACT Remainder - Kowen	1	F	18
ACT Remainder - Kowen	1	M	15
ACT Remainder - Majura	0	M	3
ACT Remainder - Majura	1	F	22
ACT Remainder - Majura	1	M	22
ACT Remainder - Molonglo Valley	1	M	4
ACT Remainder - Paddys River	0	F	4
ACT Remainder - Paddys River	0	M	3
ACT Remainder - Paddys River	1	F	23
ACT Remainder - Paddys River	1	M	26
ACT Remainder - Stromlo	0	F	6
ACT Remainder - Stromlo	0	M	7
ACT Remainder - Stromlo	1	F	21
ACT Remainder - Stromlo	1	M	23
ACT Remainder - Tuggeranong	0	F	4
ACT Remainder - Tuggeranong	1	F	8
ACT Remainder - Tuggeranong	1	M	18
Acton (ACT)	0	F	543
Acton (ACT)	0	M	517
Acton (ACT)	1	F	478
Acton (ACT)	1	M	427
Ainslie	0	F	654
Ainslie	0	M	488
Ainslie	1	F	1985
Ainslie	1	M	1731
Amaroo (ACT)	0	F	672
Amaroo (ACT)	0	M	634
Amaroo (ACT)	1	F	2133
Amaroo (ACT)	1	M	2075
Aranda	0	F	308
Aranda	0	M	269
Aranda	1	F	878
Aranda	1	M	859
Banks	0	F	433
Banks	0	M	392
Banks	1	F	2043
Banks	1	M	1895
Barton	0	F	205
Barton	0	M	190
Barton	1	F	464
Barton	1	M	464
Belconnen	0	F	1597
Belconnen	0	M	1483
Belconnen	1	F	1466
Belconnen	1	M	1548
Bonner	0	F	1301
Bonner	0	M	1262
Bonner	1	F	1963
Bonner	1	M	1873
Bonython	0	F	507
Bonython	0	M	413
Bonython	1	F	1412
Bonython	1	M	1337
Braddon	0	F	911
Braddon	0	M	886
Braddon	1	F	1483
Braddon	1	M	1650
Bruce (ACT)	0	F	1360
Bruce (ACT)	0	M	1338
Bruce (ACT)	1	F	1872
Bruce (ACT)	1	M	1910
Calwell	0	F	531
Calwell	0	M	435
Calwell	1	F	2291
Calwell	1	M	2210
Campbell	0	F	455
Campbell	0	M	536
Campbell	1	F	1556
Campbell	1	M	2116
Canberra Airport	0	F	10
Canberra Airport	0	M	9
Canberra Airport	1	F	32
Canberra Airport	1	M	46
Casey	0	F	835
Casey	0	M	784
Casey	1	F	1986
Casey	1	M	1884
Chapman	0	F	289
Chapman	0	M	282
Chapman	1	F	1033
Chapman	1	M	994
Charnwood	0	F	323
Charnwood	0	M	261
Charnwood	1	F	1089
Charnwood	1	M	1121
Chifley (ACT)	0	F	353
Chifley (ACT)	0	M	304
Chifley (ACT)	1	F	815
Chifley (ACT)	1	M	826
Chisholm (ACT)	0	F	417
Chisholm (ACT)	0	M	415
Chisholm (ACT)	1	F	2025
Chisholm (ACT)	1	M	2029
City	0	F	1144
City	0	M	985
City	1	F	834
City	1	M	912
Conder	0	F	459
Conder	0	M	437
Conder	1	F	2000
Conder	1	M	1929
Cook	0	F	366
Cook	0	M	341
Cook	1	F	1034
Cook	1	M	943
Coombs	0	F	331
Coombs	0	M	312
Coombs	1	F	519
Coombs	1	M	518
Crace	0	F	857
Crace	0	M	846
Crace	1	F	1308
Crace	1	M	1285
Curtin	0	F	651
Curtin	0	M	549
Curtin	1	F	1958
Curtin	1	M	1824
Deakin	0	F	409
Deakin	0	M	332
Deakin	1	F	1117
Deakin	1	M	912
Dickson	0	F	320
Dickson	0	M	302
Dickson	1	F	705
Dickson	1	M	692
Downer	0	F	563
Downer	0	M	498
Downer	1	F	1207
Downer	1	M	1188
Duffy	0	F	298
Duffy	0	M	246
Duffy	1	F	1246
Duffy	1	M	1221
Dunlop	0	F	797
Dunlop	0	M	655
Dunlop	1	F	2727
Dunlop	1	M	2741
Evatt	0	F	511
Evatt	0	M	496
Evatt	1	F	1964
Evatt	1	M	2007
Fadden	0	F	334
Fadden	0	M	324
Fadden	1	F	1109
Fadden	1	M	1094
Farrer	0	F	420
Farrer	0	M	362
Farrer	1	F	1161
Farrer	1	M	1174
Fisher (ACT)	0	F	296
Fisher (ACT)	0	M	265
Fisher (ACT)	1	F	1164
Fisher (ACT)	1	M	1086
Florey	0	F	765
Florey	0	M	676
Florey	1	F	1561
Florey	1	M	1559
Flynn (ACT)	0	F	289
Flynn (ACT)	0	M	282
Flynn (ACT)	1	F	1313
Flynn (ACT)	1	M	1348
Forde	0	F	698
Forde	0	M	630
Forde	1	F	1388
Forde	1	M	1438
