SSC_NAME16	HomeCensusNight	Sex	persons
Bakers Bend	1	M	9
Bakers Creek (Qld)	0	F	34
Bakers Creek (Qld)	0	M	60
Bakers Creek (Qld)	1	F	520
Bakers Creek (Qld)	1	M	544
Baking Board	0	F	5
Baking Board	0	M	3
Baking Board	1	F	46
Baking Board	1	M	47
Balberra	0	F	8
Balberra	0	M	14
Balberra	1	F	202
Balberra	1	M	227
Balcomba	1	F	6
Balcomba	1	M	6
Bald Hills (Qld)	0	F	110
Bald Hills (Qld)	0	M	133
Bald Hills (Qld)	1	F	3200
Bald Hills (Qld)	1	M	3062
Bald Knob	0	F	7
Bald Knob	0	M	10
Bald Knob	1	F	116
Bald Knob	1	M	119
Balgal Beach	0	F	37
Balgal Beach	0	M	51
Balgal Beach	1	F	445
Balgal Beach	1	M	432
Balgowan (Qld)	1	F	11
Balgowan (Qld)	1	M	6
Ball Bay	0	F	17
Ball Bay	0	M	25
Ball Bay	1	F	159
Ball Bay	1	M	158
Ballandean	0	F	8
Ballandean	0	M	10
Ballandean	1	F	152
Ballandean	1	M	170
Ballard	1	F	73
Ballard	1	M	79
Ballaroo	0	F	3
Ballaroo	1	F	17
Ballaroo	1	M	24
Ballogie	0	F	10
Ballogie	0	M	4
Ballogie	1	F	117
Ballogie	1	M	142
Balmoral (Qld)	0	F	77
Balmoral (Qld)	0	M	120
Balmoral (Qld)	1	F	1938
Balmoral (Qld)	1	M	1754
Balmoral Ridge	0	F	7
Balmoral Ridge	0	M	5
Balmoral Ridge	1	F	139
Balmoral Ridge	1	M	123
Balnagowan	0	F	3
Balnagowan	0	M	17
Balnagowan	1	F	192
Balnagowan	1	M	197
Bamaga	0	F	42
Bamaga	0	M	46
Bamaga	1	F	567
Bamaga	1	M	515
Bambaroo	0	F	9
Bambaroo	1	F	51
Bambaroo	1	M	65
Bamboo	0	M	6
Bamboo	1	F	59
Bamboo	1	M	66
Bamboo Creek	0	M	8
Bamboo Creek	1	F	43
Bamboo Creek	1	M	46
Ban Ban	1	F	21
Ban Ban	1	M	12
Ban Ban Springs	1	F	6
Ban Ban Springs	1	M	6
Banana	0	F	12
Banana	0	M	13
Banana	1	F	166
Banana	1	M	171
Bancroft	0	F	3
Bancroft	1	F	44
Bancroft	1	M	49
Bangalee (Qld)	0	F	9
Bangalee (Qld)	0	M	9
Bangalee (Qld)	1	F	85
Bangalee (Qld)	1	M	81
Bangall	1	F	3
Bangall	1	M	3
Banks Creek	1	M	3
Banks Pocket	0	F	3
Banks Pocket	0	M	3
Banks Pocket	1	F	76
Banks Pocket	1	M	81
Banksia Beach	0	F	127
Banksia Beach	0	M	172
Banksia Beach	1	F	2923
Banksia Beach	1	M	2770
Bannockburn (Qld)	0	F	25
Bannockburn (Qld)	0	M	23
Bannockburn (Qld)	1	F	357
Bannockburn (Qld)	1	M	351
Banyo	0	F	142
Banyo	0	M	149
Banyo	1	F	2777
Banyo	1	M	2800
Bapaume	0	F	3
Bapaume	0	M	4
Bapaume	1	F	55
Bapaume	1	M	66
Barakula	1	F	5
Barakula	1	M	8
Baralaba	0	F	7
Baralaba	0	M	15
Baralaba	1	F	139
Baralaba	1	M	145
Barambah	0	F	3
Barambah	0	M	3
Barambah	1	F	19
Barambah	1	M	24
Barcaldine	0	F	65
Barcaldine	0	M	89
Barcaldine	1	F	654
Barcaldine	1	M	617
Barcaldine Downs	1	F	5
Barcaldine Downs	1	M	11
Bardon	0	F	251
Bardon	0	M	260
Bardon	1	F	4683
Bardon	1	M	4304
Baree	0	F	3
Baree	1	F	72
Baree	1	M	84
Barellan Point	0	F	32
Barellan Point	0	M	36
Barellan Point	1	F	537
Barellan Point	1	M	555
Bargara	0	F	229
Bargara	0	M	266
Bargara	1	F	3699
Bargara	1	M	3288
Bargunyah	1	F	14
Bargunyah	1	M	16
Barker Creek Flat	1	F	20
Barker Creek Flat	1	M	22
Barkly (Qld)	1	F	9
Barkly (Qld)	1	M	13
Barlil	0	F	3
Barlil	1	F	15
Barlil	1	M	15
Barlows Hill	0	F	31
Barlows Hill	0	M	61
Barlows Hill	1	F	359
Barlows Hill	1	M	332
Barmaryee	0	F	21
Barmaryee	0	M	47
Barmaryee	1	F	390
Barmaryee	1	M	421
Barmoya	0	F	3
Barmoya	1	F	41
Barmoya	1	M	41
Barnard	1	F	16
Barnard	1	M	15
Barney Point	0	F	25
Barney Point	0	M	64
Barney Point	1	F	503
Barney Point	1	M	506
Barney View	0	F	8
Barney View	0	M	4
Barney View	1	F	33
Barney View	1	M	29
Baroondah	1	M	3
Barramornie	1	F	5
Barramornie	1	M	9
Barratta (Qld)	1	F	30
Barratta (Qld)	1	M	39
Barrine	0	F	6
Barrine	0	M	9
Barrine	1	F	105
Barrine	1	M	119
Barringha	1	F	34
Barringha	1	M	23
Barringun	1	M	3
Barron	0	F	3
Barron	0	M	5
Barron	1	F	19
Barron	1	M	14
Bartle Frere	0	F	8
Bartle Frere	0	M	5
Bartle Frere	1	F	64
Bartle Frere	1	M	55
Basalt (Qld)	0	F	8
Basalt (Qld)	0	M	5
Basalt (Qld)	1	F	76
Basalt (Qld)	1	M	106
Basin Pocket	0	F	19
Basin Pocket	0	M	20
Basin Pocket	1	F	421
Basin Pocket	1	M	432
Battery Hill	0	F	69
Battery Hill	0	M	58
Battery Hill	1	F	1251
Battery Hill	1	M	1162
Bauhinia	0	F	3
Bauhinia	1	F	20
Bauhinia	1	M	22
Bauple	0	F	20
Bauple	0	M	22
Bauple	1	F	269
Bauple	1	M	333
Bauple Forest	1	M	3
Bayrick	1	F	7
Bayrick	1	M	3
Bayview Heights	0	F	83
Bayview Heights	0	M	112
Bayview Heights	1	F	2056
Bayview Heights	1	M	1990
Beach Holm	1	F	6
Beach Holm	1	M	15
Beachmere	0	F	133
Beachmere	0	M	133
Beachmere	1	F	1945
Beachmere	1	M	1901
Beaconsfield (Qld)	0	F	133
Beaconsfield (Qld)	0	M	283
Beaconsfield (Qld)	1	F	2678
Beaconsfield (Qld)	1	M	2394
Beatrice	0	F	4
Beatrice	1	F	49
Beatrice	1	M	40
Beaudesert	0	F	135
Beaudesert	0	M	149
Beaudesert	1	F	3191
Beaudesert	1	M	2919
Beaufort (Qld)	1	F	20
Beaufort (Qld)	1	M	27
Beaver Rock	0	F	3
Beaver Rock	0	M	3
Beaver Rock	1	F	24
Beaver Rock	1	M	25
Bedourie	0	F	4
Bedourie	0	M	4
Bedourie	1	F	67
Bedourie	1	M	50
Beebo	0	F	3
Beebo	0	M	3
Beebo	1	F	39
Beebo	1	M	35
Beecher	0	F	21
Beecher	0	M	34
Beecher	1	F	390
Beecher	1	M	426
Beechmont	0	F	16
Beechmont	0	M	28
Beechmont	1	F	402
Beechmont	1	M	395
Beelbee	1	F	8
Beelbee	1	M	13
Beelbi Creek	0	F	4
Beelbi Creek	0	M	3
Beelbi Creek	1	F	60
Beelbi Creek	1	M	74
Beenaam Valley	0	F	4
Beenaam Valley	0	M	5
Beenaam Valley	1	F	24
Beenaam Valley	1	M	25
Beenleigh	0	F	201
Beenleigh	0	M	229
Beenleigh	1	F	3902
Beenleigh	1	M	3919
Beerburrum	0	F	16
Beerburrum	0	M	18
Beerburrum	1	F	368
Beerburrum	1	M	365
Beeron	1	F	9
Beeron	1	M	9
Beerwah	0	F	135
Beerwah	0	M	186
Beerwah	1	F	3395
Beerwah	1	M	3059
Begonia	0	F	3
Begonia	0	M	4
Begonia	1	F	18
Begonia	1	M	28
Beilba	1	F	12
Beilba	1	M	32
Belcong	1	F	25
Belcong	1	M	18
Belgian Gardens	0	F	62
Belgian Gardens	0	M	80
Belgian Gardens	1	F	980
Belgian Gardens	1	M	951
Belivah	0	F	5
Belivah	0	M	10
Belivah	1	F	141
Belivah	1	M	149
Bell (Qld)	0	F	17
Bell (Qld)	0	M	13
Bell (Qld)	1	F	228
Bell (Qld)	1	M	244
Bella Creek	0	F	3
Bella Creek	1	F	21
Bella Creek	1	M	19
Bellara	0	F	86
Bellara	0	M	97
Bellara	1	F	1592
Bellara	1	M	1446
Bellbird Park	0	F	112
Bellbird Park	0	M	163
Bellbird Park	1	F	3247
Bellbird Park	1	M	3215
Bellbowrie	0	F	87
Bellbowrie	0	M	102
Bellbowrie	1	F	2698
Bellbowrie	1	M	2577
Bellenden Ker	0	F	9
Bellenden Ker	0	M	10
Bellenden Ker	1	F	116
Bellenden Ker	1	M	124
Belli Park	0	F	21
Belli Park	0	M	26
Belli Park	1	F	325
Belli Park	1	M	300
Bellmere	0	F	118
Bellmere	0	M	121
Bellmere	1	F	2895
Bellmere	1	M	2732
Bells Bridge	0	F	6
Bells Bridge	0	M	15
Bells Bridge	1	F	91
Bells Bridge	1	M	83
Bells Creek	0	F	3
Bells Creek	0	M	4
Bells Creek	1	F	45
Bells Creek	1	M	44
Bellthorpe	0	F	3
Bellthorpe	1	F	56
Bellthorpe	1	M	62
Belmont (Qld)	0	F	78
Belmont (Qld)	0	M	100
Belmont (Qld)	1	F	2128
Belmont (Qld)	1	M	2070
Belmunda	0	F	3
Belmunda	1	F	3
Belmunda	1	M	4
Belvedere	0	F	14
Belvedere	0	M	18
Belvedere	1	F	427
Belvedere	1	M	443
Belyando	1	F	29
Belyando	1	M	31
Bemerside	0	F	3
Bemerside	0	M	8
Bemerside	1	F	108
Bemerside	1	M	122
Benair	0	F	4
Benair	0	M	9
Benair	1	F	62
Benair	1	M	65
Benaraby	0	F	23
Benaraby	0	M	49
Benaraby	1	F	538
Benaraby	1	M	612
Benarkin	0	M	7
Benarkin	1	F	26
Benarkin	1	M	25
Benarkin North	0	F	10
Benarkin North	0	M	10
Benarkin North	1	F	154
Benarkin North	1	M	142
Benholme	1	F	37
Benholme	1	M	51
Benobble	1	F	18
Benobble	1	M	19
Benowa	0	F	152
Benowa	0	M	189
Benowa	1	F	4442
Benowa	1	M	3957
Bentley Park	0	F	158
Bentley Park	0	M	242
Bentley Park	1	F	3925
Bentley Park	1	M	3692
Berajondo	1	F	27
Berajondo	1	M	36
Berat	0	F	3
Berat	0	M	3
Berat	1	F	58
Berat	1	M	57
Bergen	0	M	3
Bergen	1	F	33
Bergen	1	M	38
Berrinba	0	F	17
Berrinba	0	M	23
Berrinba	1	F	656
Berrinba	1	M	644
Berserker	0	F	163
Berserker	0	M	241
Berserker	1	F	3244
Berserker	1	M	3230
Bethania	0	F	110
Bethania	0	M	106
Bethania	1	F	2769
Bethania	1	M	2391
Biarra	0	F	3
Biarra	0	M	3
Biarra	1	F	127
Biarra	1	M	121
Biboohra	0	F	14
Biboohra	0	M	25
Biboohra	1	F	254
Biboohra	1	M	269
Biddaddaba	0	F	3
Biddaddaba	0	M	4
Biddaddaba	1	F	83
Biddaddaba	1	M	80
Biddeston	0	F	12
Biddeston	0	M	11
Biddeston	1	F	133
Biddeston	1	M	126
Bidwill (Qld)	0	F	13
Bidwill (Qld)	0	M	12
Bidwill (Qld)	1	F	222
Bidwill (Qld)	1	M	239
Biggenden	0	F	37
Biggenden	0	M	40
Biggenden	1	F	391
Biggenden	1	M	379
Biggera Waters	0	F	192
Biggera Waters	0	M	201
Biggera Waters	1	F	4286
Biggera Waters	1	M	3858
Bilinga	0	F	44
Bilinga	0	M	84
Bilinga	1	F	832
Bilinga	1	M	844
Billa Billa	0	F	5
Billa Billa	0	M	7
Billa Billa	1	F	43
Billa Billa	1	M	54
Biloela	0	F	140
Biloela	0	M	155
Biloela	1	F	2700
Biloela	1	M	2770
Bilyana	0	F	3
Bilyana	0	M	15
Bilyana	1	F	70
Bilyana	1	M	88
Bindebango	1	F	3
Bindebango	1	M	4
Bingegang	0	F	3
Bingegang	1	F	5
Bingegang	1	M	11
Bingil Bay	0	F	21
Bingil Bay	0	M	18
Bingil Bay	1	F	191
Bingil Bay	1	M	204
Binjour	1	F	55
Binjour	1	M	51
Binna Burra (Qld)	1	F	7
Binna Burra (Qld)	1	M	3
Birdsville	0	F	12
Birdsville	0	M	33
Birdsville	1	F	55
Birdsville	1	M	48
Birkalla	0	M	3
Birkalla	1	F	56
Birkalla	1	M	70
Birkdale	0	F	285
Birkdale	0	M	340
Birkdale	1	F	7105
Birkdale	1	M	6774
Birnam (Scenic Rim - Qld)	0	M	4
Birnam (Scenic Rim - Qld)	1	F	52
Birnam (Scenic Rim - Qld)	1	M	47
Birnam (Toowoomba - Qld)	0	M	3
Birnam (Toowoomba - Qld)	1	F	32
Birnam (Toowoomba - Qld)	1	M	30
Birtinya	0	F	39
Birtinya	0	M	43
Birtinya	1	F	984
Birtinya	1	M	866
Black Duck Creek	0	M	3
Black Duck Creek	1	F	10
Black Duck Creek	1	M	10
Black Jack	0	F	3
Black Jack	0	M	11
Black Jack	1	F	77
Black Jack	1	M	69
Black Mountain (Qld)	0	F	39
Black Mountain (Qld)	0	M	56
Black Mountain (Qld)	1	F	659
Black Mountain (Qld)	1	M	694
Black River (Qld)	0	F	36
Black River (Qld)	0	M	62
Black River (Qld)	1	F	667
Black River (Qld)	1	M	716
Black Snake	0	F	3
Black Snake	0	M	3
Black Snake	1	F	41
Black Snake	1	M	33
Blackall	0	F	66
Blackall	0	M	75
Blackall	1	F	654
Blackall	1	M	616
Blackbull	1	F	3
Blackbutt (Qld)	0	F	22
Blackbutt (Qld)	0	M	38
Blackbutt (Qld)	1	F	391
Blackbutt (Qld)	1	M	386
Blackbutt North	0	F	15
Blackbutt North	0	M	21
Blackbutt North	1	F	199
Blackbutt North	1	M	206
Blackbutt South	0	F	4
Blackbutt South	0	M	3
Blackbutt South	1	F	76
Blackbutt South	1	M	88
Blackrock	0	F	3
Blackrock	0	M	10
Blackrock	1	F	151
Blackrock	1	M	155
Blacks Beach	0	F	114
Blacks Beach	0	M	242
Blacks Beach	1	F	1814
Blacks Beach	1	M	1692
Blacksoil	1	F	39
Blacksoil	1	M	64
Blackstone	0	F	15
Blackstone	0	M	28
Blackstone	1	F	485
Blackstone	1	M	495
Blackswamp	1	F	31
Blackswamp	1	M	27
Blackwater	0	F	130
Blackwater	0	M	186
Blackwater	1	F	2016
Blackwater	1	M	2422
Blanchview	0	M	7
Blanchview	1	F	95
Blanchview	1	M	85
Blantyre	1	F	24
Blantyre	1	M	28
Blaxland (Qld)	1	F	11
Blaxland (Qld)	1	M	22
Blenheim	0	F	3
Blenheim	0	M	8
Blenheim	1	F	145
Blenheim	1	M	134
Bli Bli	0	F	176
Bli Bli	0	M	209
Bli Bli	1	F	3823
Bli Bli	1	M	3582
Bloomfield	0	F	3
Bloomfield	0	M	7
Bloomfield	1	F	85
Bloomfield	1	M	112
Bloomsbury	0	F	25
Bloomsbury	0	M	32
Bloomsbury	1	F	254
Bloomsbury	1	M	292
Blue Mountain	0	M	4
Blue Mountain	1	F	38
Blue Mountain	1	M	50
Blue Mountain Heights	0	F	31
Blue Mountain Heights	0	M	25
Blue Mountain Heights	1	F	436
Blue Mountain Heights	1	M	438
Bluewater	0	F	22
Bluewater	0	M	39
Bluewater	1	F	481
Bluewater	1	M	502
Bluewater Park	0	F	15
Bluewater Park	0	M	48
Bluewater Park	1	F	478
Bluewater Park	1	M	458
Bluff	0	F	12
Bluff	0	M	24
Bluff	1	F	137
Bluff	1	M	199
Blythdale	0	F	4
Blythdale	0	M	4
Blythdale	1	F	16
Blythdale	1	M	12
Boatman	1	F	3
Boatman	1	M	6
Bogandilla	0	M	3
Bogandilla	1	F	10
Bogandilla	1	M	18
Bogie	0	F	3
Bogie	0	M	18
Bogie	1	F	50
Bogie	1	M	87
Bohle	0	M	3
Bohle	1	F	26
Bohle	1	M	50
Bohle Plains	0	F	64
Bohle Plains	0	M	103
Bohle Plains	1	F	1560
Bohle Plains	1	M	1471
Boigu Island	0	F	10
Boigu Island	0	M	12
Boigu Island	1	F	130
Boigu Island	1	M	115
Bokarina	0	F	30
Bokarina	0	M	36
Bokarina	1	F	640
Bokarina	1	M	648
Bollier	0	F	3
Bollier	0	M	4
Bollier	1	F	82
Bollier	1	M	102
Bollon	0	F	13
Bollon	0	M	15
Bollon	1	F	88
Bollon	1	M	112
Bombeeta	0	F	7
Bombeeta	0	M	3
Bombeeta	1	F	58
Bombeeta	1	M	66
Bon Accord	1	F	6
Bon Accord	1	M	9
Bondoola	0	F	18
Bondoola	0	M	27
Bondoola	1	F	227
Bondoola	1	M	258
Bongaree	0	F	224
Bongaree	0	M	195
Bongaree	1	F	3543
Bongaree	1	M	2989
Bongeen	0	F	7
Bongeen	0	M	3
Bongeen	1	F	32
Bongeen	1	M	34
Bonnie Doon (Qld)	0	F	12
Bonnie Doon (Qld)	0	M	14
Bonnie Doon (Qld)	1	F	174
Bonnie Doon (Qld)	1	M	170
Bonogin	0	F	91
Bonogin	0	M	126
Bonogin	1	F	2195
Bonogin	1	M	2157
Bonshaw (Qld)	0	M	3
Bonshaw (Qld)	1	F	14
Bonshaw (Qld)	1	M	17
Bony Mountain	0	F	5
Bony Mountain	1	F	46
Bony Mountain	1	M	42
Boodua	0	F	7
Boodua	1	F	45
Boodua	1	M	32
Boogan	0	M	5
Boogan	1	F	55
Boogan	1	M	61
Booie	0	F	13
Booie	0	M	19
Booie	1	F	478
Booie	1	M	521
Boolboonda	0	F	7
Boolboonda	0	M	8
Boolboonda	1	F	17
Boolboonda	1	M	23
Boolburra	1	F	14
Boolburra	1	M	11
Boompa	1	F	37
Boompa	1	M	47
Boonah (Qld)	0	F	69
Boonah (Qld)	0	M	38
Boonah (Qld)	1	F	1237
Boonah (Qld)	1	M	1152
Boonara	0	M	3
Boonara	1	F	33
Boonara	1	M	38
Boonarga	1	F	23
Boonarga	1	M	21
Boondall	0	F	148
Boondall	0	M	192
Boondall	1	F	4413
Boondall	1	M	4464
Boondooma	0	F	6
Boondooma	0	M	4
Boondooma	1	F	35
Boondooma	1	M	30
Boonooroo	0	F	14
Boonooroo	0	M	13
Boonooroo	1	F	134
Boonooroo	1	M	154
Boonooroo Plains	1	F	4
Booral (Qld)	0	F	28
Booral (Qld)	0	M	66
Booral (Qld)	1	F	730
Booral (Qld)	1	M	721
Booroobin	0	F	3
Booroobin	0	M	5
Booroobin	1	F	120
Booroobin	1	M	122
Booubyjan	0	F	4
Booubyjan	0	M	12
Booubyjan	1	F	51
Booubyjan	1	M	39
Booval	0	F	68
Booval	0	M	52
Booval	1	F	1292
Booval	1	M	1204
Booyal	0	F	9
Booyal	0	M	11
Booyal	1	F	110
Booyal	1	M	149
Borallon	0	F	4
Borallon	1	F	41
Borallon	1	M	38
Boreen Point	0	F	12
Boreen Point	0	M	7
Boreen Point	1	F	161
Boreen Point	1	M	148
Boronia Heights	0	F	133
Boronia Heights	0	M	135
Boronia Heights	1	F	3972
Boronia Heights	1	M	3624
Bororen	0	F	16
Bororen	0	M	22
Bororen	1	F	181
Bororen	1	M	182
Boulder Creek	0	F	3
Boulder Creek	1	F	3
Boulder Creek	1	M	6
Bouldercombe	0	F	29
Bouldercombe	0	M	58
Bouldercombe	1	F	507
Bouldercombe	1	M	498
Boulia	0	F	24
Boulia	0	M	20
Boulia	1	F	119
Boulia	1	M	139
Bowen	0	F	251
Bowen	0	M	415
Bowen	1	F	4794
Bowen	1	M	4911
Bowen Hills	0	F	72
Bowen Hills	0	M	94
Bowen Hills	1	F	1403
Bowen Hills	1	M	1661
Bowenville	0	F	3
Bowenville	0	M	5
Bowenville	1	F	115
Bowenville	1	M	124
Boyland	0	F	12
Boyland	0	M	28
Boyland	1	F	419
Boyland	1	M	366
Boyne Island	0	F	131
Boyne Island	0	M	194
Boyne Island	1	F	2228
Boyne Island	1	M	2210
Boyne Valley	0	F	9
Boyne Valley	0	M	10
Boyne Valley	1	F	174
Boyne Valley	1	M	164
Boynedale	1	F	4
Boynedale	1	M	11
Boyneside	0	M	3
Boyneside	1	F	22
Boyneside	1	M	31
Boynewood	1	F	80
Boynewood	1	M	90
Bracalba	0	F	5
Bracalba	1	F	57
Bracalba	1	M	56
Bracewell	0	F	12
Bracewell	0	M	6
Bracewell	1	F	81
Bracewell	1	M	99
Bracken Ridge	0	F	314
Bracken Ridge	0	M	321
Bracken Ridge	1	F	8323
Bracken Ridge	1	M	7980
Braemeadows	0	F	9
Braemeadows	0	M	3
Braemeadows	1	F	137
Braemeadows	1	M	143
Braemore	0	F	4
Braemore	0	M	3
Braemore	1	F	60
Braemore	1	M	63
Bramston Beach	0	F	5
Bramston Beach	0	M	7
Bramston Beach	1	F	79
Bramston Beach	1	M	75
Branch Creek	1	F	14
Branch Creek	1	M	15
Branchview	1	F	10
Branchview	1	M	12
Brandon	0	F	27
Brandon	0	M	34
Brandon	1	F	490
Brandon	1	M	540
Brandy Creek (Qld)	0	F	3
Brandy Creek (Qld)	0	M	5
Brandy Creek (Qld)	1	F	42
Brandy Creek (Qld)	1	M	64
Branyan	0	F	90
Branyan	0	M	162
Branyan	1	F	1952
Branyan	1	M	1933
Brassall	0	F	189
Brassall	0	M	238
Brassall	1	F	5487
Brassall	1	M	4983
Bray Park (Qld)	0	F	164
Bray Park (Qld)	0	M	251
Bray Park (Qld)	1	F	5078
Bray Park (Qld)	1	M	4745
Breadalbane (Qld)	1	F	15
Breadalbane (Qld)	1	M	14
Breakaway	0	F	3
Breakaway	0	M	5
Breakaway	1	F	85
Breakaway	1	M	100
Breddan	0	F	14
Breddan	0	M	19
Breddan	1	F	243
Breddan	1	M	214
Brendale	0	F	41
Brendale	0	M	56
Brendale	1	F	1409
Brendale	1	M	1260
Bridgeman Downs	0	F	151
Bridgeman Downs	0	M	189
Bridgeman Downs	1	F	4214
Bridgeman Downs	1	M	3889
Bridges	0	F	5
Bridges	0	M	14
Bridges	1	F	129
Bridges	1	M	127
Brigalow	0	F	9
Brigalow	0	M	9
Brigalow	1	F	69
Brigalow	1	M	88
Brightly	0	F	4
Brightly	0	M	9
Brightly	1	F	32
Brightly	1	M	27
Brighton (Qld)	0	F	205
Brighton (Qld)	0	M	250
Brighton (Qld)	1	F	4637
Brighton (Qld)	1	M	4385
Brightview	0	F	14
Brightview	0	M	17
Brightview	1	F	385
Brightview	1	M	395
Brigooda	1	F	18
Brigooda	1	M	13
Bringalily	0	M	3
Bringalily	1	F	40
Bringalily	1	M	37
Brinsmead	0	F	140
Brinsmead	0	M	167
Brinsmead	1	F	2568
Brinsmead	1	M	2483
Brisbane City	0	F	213
Brisbane City	0	M	251
Brisbane City	1	F	4326
Brisbane City	1	M	4663
Broadbeach	0	F	138
Broadbeach	0	M	169
Broadbeach	1	F	2585
Broadbeach	1	M	2625
Broadbeach Waters	0	F	178
Broadbeach Waters	0	M	208
Broadbeach Waters	1	F	3751
Broadbeach Waters	1	M	3643
Broadmere	0	F	4
Broadmere	0	M	3
Broadmere	1	F	16
Broadmere	1	M	24
Broadwater (Qld)	0	F	9
Broadwater (Qld)	0	M	12
Broadwater (Qld)	1	F	137
Broadwater (Qld)	1	M	135
Broken River	1	F	7
Broken River	1	M	11
Bromelton	0	F	8
Bromelton	0	M	7
Bromelton	1	F	73
Bromelton	1	M	78
Brookfield (Qld)	0	F	76
Brookfield (Qld)	0	M	98
Brookfield (Qld)	1	F	1695
Brookfield (Qld)	1	M	1662
Brookhill	0	M	4
Brookhill	1	F	32
Brookhill	1	M	35
Brooklands	0	F	7
Brooklands	0	M	3
Brooklands	1	F	137
Brooklands	1	M	151
Brookstead	0	F	6
Brookstead	0	M	20
Brookstead	1	F	91
Brookstead	1	M	94
Brookwater	0	F	44
Brookwater	0	M	44
Brookwater	1	F	1051
Brookwater	1	M	1014
Brooloo	0	F	10
Brooloo	0	M	10
Brooloo	1	F	169
Brooloo	1	M	150
Brooweena	0	F	4
Brooweena	0	M	4
Brooweena	1	F	49
Brooweena	1	M	44
Broughton (Qld)	0	F	24
Broughton (Qld)	0	M	42
Broughton (Qld)	1	F	327
Broughton (Qld)	1	M	324
Brovinia	1	M	5
Browns Plains (Qld)	0	F	110
Browns Plains (Qld)	0	M	127
Browns Plains (Qld)	1	F	3078
Browns Plains (Qld)	1	M	2992
Broxburn	0	F	6
Broxburn	1	F	74
Broxburn	1	M	67
Brush Creek	1	F	13
Brush Creek	1	M	24
Bryden	1	F	13
Bryden	1	M	13
Brymaroo	0	F	3
Brymaroo	0	M	3
Brymaroo	1	F	64
Brymaroo	1	M	65
Buaraba	0	F	3
Buaraba	0	M	10
Buaraba	1	F	82
Buaraba	1	M	80
Buaraba South	1	M	3
Bucasia	0	F	124
Bucasia	0	M	296
Bucasia	1	F	2272
Bucasia	1	M	2084
Bucca (Qld)	0	F	18
Bucca (Qld)	0	M	49
Bucca (Qld)	1	F	493
Bucca (Qld)	1	M	471
Buccan	0	F	38
Buccan	0	M	56
Buccan	1	F	846
Buccan	1	M	869
Buckland (Qld)	0	F	3
Buckland (Qld)	1	F	20
Buckland (Qld)	1	M	22
Buddina	0	F	103
Buddina	0	M	146
Buddina	1	F	1822
Buddina	1	M	1812
Buderim	0	F	701
Buderim	0	M	867
Buderim	1	F	14967
Buderim	1	M	12816
Budgee	1	F	13
Budgee	1	M	25
Bukali	0	F	4
Bukali	0	M	8
Bukali	1	F	29
Bukali	1	M	26
Bulgun	0	F	7
Bulgun	0	M	9
Bulgun	1	F	138
Bulgun	1	M	124
Bulimba	0	F	203
Bulimba	0	M	211
Bulimba	1	F	3281
Bulimba	1	M	3146
Bullcamp	1	F	32
Bullcamp	1	M	23
Bulli Creek	1	F	6
Bulli Creek	1	M	3
Bullyard	0	F	8
Bullyard	0	M	11
Bullyard	1	F	82
Bullyard	1	M	90
Bulwer	0	F	6
Bulwer	0	M	9
Bulwer	1	F	15
Bulwer	1	M	17
Bunburra	0	M	6
Bunburra	1	F	40
Bunburra	1	M	40
Bundaberg Central	0	F	5
Bundaberg Central	0	M	17
Bundaberg Central	1	F	119
Bundaberg Central	1	M	173
Bundaberg East	0	F	71
Bundaberg East	0	M	102
Bundaberg East	1	F	1349
Bundaberg East	1	M	1265
Bundaberg North	0	F	144
Bundaberg North	0	M	171
Bundaberg North	1	F	2706
Bundaberg North	1	M	2428
Bundaberg South	0	F	78
Bundaberg South	0	M	137
Bundaberg South	1	F	1578
Bundaberg South	1	M	1513
Bundaberg West	0	F	82
Bundaberg West	0	M	67
Bundaberg West	1	F	1224
Bundaberg West	1	M	1132
Bundall	0	F	99
Bundall	0	M	125
Bundall	1	F	2196
Bundall	1	M	2107
Bundamba	0	F	149
Bundamba	0	M	154
Bundamba	1	F	3048
Bundamba	1	M	3164
Bundi	0	F	3
Bundi	1	F	9
Bundi	1	M	19
Bundoora (Qld)	1	F	4
Bundoora (Qld)	1	M	7
Bungaban	1	F	23
Bungaban	1	M	24
Bungadoo	0	F	10
Bungadoo	0	M	9
Bungadoo	1	F	142
Bungadoo	1	M	158
Bungalow	0	F	50
Bungalow	0	M	74
Bungalow	1	F	971
Bungalow	1	M	1053
Bungeworgorai	0	M	7
Bungeworgorai	1	F	38
Bungeworgorai	1	M	31
Bungil (Qld)	0	F	4
Bungil (Qld)	0	M	3
Bungil (Qld)	1	F	8
Bungil (Qld)	1	M	15
Bungundarra	0	F	11
Bungundarra	0	M	36
Bungundarra	1	F	248
Bungundarra	1	M	239
Bungunya	0	F	7
Bungunya	1	F	37
Bungunya	1	M	32
Bunjurgen	0	F	4
Bunjurgen	0	M	3
Bunjurgen	1	F	58
Bunjurgen	1	M	57
Bunya	0	F	39
Bunya	0	M	65
Bunya	1	F	893
Bunya	1	M	915
Bunya Creek	1	F	40
Bunya Creek	1	M	46
Bunya Mountains	0	F	4
Bunya Mountains	0	M	4
Bunya Mountains	1	F	62
Bunya Mountains	1	M	74
Burbank	0	F	22
Burbank	0	M	36
Burbank	1	F	501
Burbank	1	M	490
Burdell	0	F	156
Burdell	0	M	290
Burdell	1	F	2783
Burdell	1	M	2588
Burgowan	1	F	19
Burgowan	1	M	20
