SSC_NAME16	HomeCensusNight	Sex	persons
Gosford	1	F	1566
Gosford	1	M	1760
Gosforth	0	F	3
Gosforth	0	M	4
Gosforth	1	F	35
Gosforth	1	M	42
Gostwyck	1	F	11
Gostwyck	1	M	11
Goulburn	0	F	571
Goulburn	0	M	620
Goulburn	1	F	10630
Goulburn	1	M	10604
Gouldsville	1	F	7
Gouldsville	1	M	3
Gowan	0	M	3
Gowan	1	F	14
Gowan	1	M	16
Gowang	1	F	8
Gowang	1	M	17
Gowrie (Singleton - NSW)	0	F	8
Gowrie (Singleton - NSW)	0	M	7
Gowrie (Singleton - NSW)	1	F	163
Gowrie (Singleton - NSW)	1	M	157
Gowrie (Tamworth Regional - NSW)	0	F	3
Gowrie (Tamworth Regional - NSW)	0	M	4
Gowrie (Tamworth Regional - NSW)	1	F	46
Gowrie (Tamworth Regional - NSW)	1	M	41
Grabben Gullen	0	F	5
Grabben Gullen	0	M	4
Grabben Gullen	1	F	111
Grabben Gullen	1	M	127
Gradys Creek	0	M	3
Gradys Creek	1	F	21
Gradys Creek	1	M	25
Grafton	0	F	296
Grafton	0	M	296
Grafton	1	F	5111
Grafton	1	M	4710
Grahamstown	0	F	3
Grahamstown	1	F	24
Grahamstown	1	M	32
Graman	0	F	5
Graman	0	M	4
Graman	1	F	43
Graman	1	M	50
Granville (NSW)	0	F	186
Granville (NSW)	0	M	217
Granville (NSW)	1	F	7081
Granville (NSW)	1	M	7846
Grasmere	0	F	29
Grasmere	0	M	50
Grasmere	1	F	1055
Grasmere	1	M	832
Grassy Head	0	F	4
Grassy Head	0	M	7
Grassy Head	1	F	30
Grassy Head	1	M	42
Grattai	0	F	16
Grattai	0	M	13
Grattai	1	F	134
Grattai	1	M	158
Gravesend	0	F	4
Gravesend	0	M	3
Gravesend	1	F	153
Gravesend	1	M	163
Grays Point	0	F	48
Grays Point	0	M	73
Grays Point	1	F	1526
Grays Point	1	M	1484
Great Mackerel Beach	0	F	8
Great Mackerel Beach	1	F	14
Great Mackerel Beach	1	M	17
Great Marlow	0	F	3
Great Marlow	0	M	4
Great Marlow	1	F	88
Great Marlow	1	M	91
Green Creek	1	F	8
Green Creek	1	M	3
Green Forest	1	M	3
Green Gully (NSW)	0	M	3
Green Gully (NSW)	1	F	13
Green Gully (NSW)	1	M	10
Green Hills (Armidale Regional - NSW)	0	M	3
Green Hills (Armidale Regional - NSW)	1	F	5
Green Hills (Armidale Regional - NSW)	1	M	13
Green Pigeon	0	F	5
Green Pigeon	0	M	15
Green Pigeon	1	F	70
Green Pigeon	1	M	72
Green Point (Central Coast - NSW)	0	F	135
Green Point (Central Coast - NSW)	0	M	132
Green Point (Central Coast - NSW)	1	F	3238
Green Point (Central Coast - NSW)	1	M	2898
Green Point (Gosford - NSW)	0	F	3
Green Point (Gosford - NSW)	0	M	3
Green Point (Gosford - NSW)	1	F	109
Green Point (Gosford - NSW)	1	M	49
Green Point (Mid-Coast - NSW)	0	F	22
Green Point (Mid-Coast - NSW)	0	M	24
Green Point (Mid-Coast - NSW)	1	F	241
Green Point (Mid-Coast - NSW)	1	M	238
Green Valley (NSW)	0	F	119
Green Valley (NSW)	0	M	149
Green Valley (NSW)	1	F	6268
Green Valley (NSW)	1	M	5981
Greenacre	0	F	291
Greenacre	0	M	310
Greenacre	1	F	11979
Greenacre	1	M	11792
Greendale (Bega Valley - NSW)	1	F	33
Greendale (Bega Valley - NSW)	1	M	43
Greendale (Liverpool - NSW)	0	M	6
Greendale (Liverpool - NSW)	1	F	163
Greendale (Liverpool - NSW)	1	M	175
Greenethorpe	0	F	15
Greenethorpe	0	M	20
Greenethorpe	1	F	106
Greenethorpe	1	M	102
Greenfield Park	0	F	53
Greenfield Park	0	M	54
Greenfield Park	1	F	2499
Greenfield Park	1	M	2484
Greengrove	1	F	11
Greengrove	1	M	10
Greenhill (NSW)	0	F	23
Greenhill (NSW)	0	M	23
Greenhill (NSW)	1	F	343
Greenhill (NSW)	1	M	338
Greenhills Beach	0	F	17
Greenhills Beach	0	M	12
Greenhills Beach	1	F	369
Greenhills Beach	1	M	398
Greenlands (Singleton - NSW)	0	F	3
Greenlands (Singleton - NSW)	0	M	7
Greenlands (Singleton - NSW)	1	F	41
Greenlands (Singleton - NSW)	1	M	34
Greenlands (Snowy Monaro Regional - NSW)	1	F	11
Greenlands (Snowy Monaro Regional - NSW)	1	M	11
Greenleigh	0	F	18
Greenleigh	0	M	29
Greenleigh	1	F	330
Greenleigh	1	M	310
Greenridge	0	F	3
Greenridge	0	M	3
Greenridge	1	F	70
Greenridge	1	M	76
Greenwell Point	0	F	35
Greenwell Point	0	M	49
Greenwell Point	1	F	538
Greenwell Point	1	M	584
Greenwich	0	F	133
Greenwich	0	M	115
Greenwich	1	F	2792
Greenwich	1	M	2578
Greenwich Park	0	F	4
Greenwich Park	1	F	53
Greenwich Park	1	M	56
Greg Greg	1	F	20
Greg Greg	1	M	23
Gregadoo	0	F	5
Gregadoo	1	F	118
Gregadoo	1	M	118
Gregory Hills	0	F	52
Gregory Hills	0	M	67
Gregory Hills	1	F	2421
Gregory Hills	1	M	2447
Greigs Flat	0	F	3
Greigs Flat	0	M	5
Greigs Flat	1	F	62
Greigs Flat	1	M	75
Grenfell	0	F	81
Grenfell	0	M	88
Grenfell	1	F	1211
Grenfell	1	M	1187
Gresford	0	F	3
Gresford	0	M	3
Gresford	1	F	113
Gresford	1	M	130
Greta (NSW)	0	F	58
Greta (NSW)	0	M	85
Greta (NSW)	1	F	1330
Greta (NSW)	1	M	1366
Greta Main	0	F	4
Greta Main	0	M	3
Greta Main	1	F	28
Greta Main	1	M	30
Grevillia	0	M	3
Grevillia	1	F	38
Grevillia	1	M	41
Greystanes	0	F	320
Greystanes	0	M	346
Greystanes	1	F	11258
Greystanes	1	M	10874
Griffith (NSW)	0	F	490
Griffith (NSW)	0	M	486
Griffith (NSW)	1	F	8734
Griffith (NSW)	1	M	8486
Grogan	0	F	4
Grogan	0	M	6
Grogan	1	F	37
Grogan	1	M	40
Grong Grong	0	F	20
Grong Grong	0	M	11
Grong Grong	1	F	105
Grong Grong	1	M	112
Grose Vale	0	F	33
Grose Vale	0	M	36
Grose Vale	1	F	585
Grose Vale	1	M	611
Grose Wold	0	F	10
Grose Wold	0	M	12
Grose Wold	1	F	301
Grose Wold	1	M	311
Grosses Plain	0	F	3
Grosses Plain	0	M	3
Grosses Plain	1	F	16
Grosses Plain	1	M	14
Growee	1	F	3
Growee	1	M	10
Guerilla Bay	0	F	5
Guerilla Bay	0	M	9
Guerilla Bay	1	F	23
Guerilla Bay	1	M	14
Guildford (NSW)	0	F	299
Guildford (NSW)	0	M	371
Guildford (NSW)	1	F	10714
Guildford (NSW)	1	M	10946
Guildford West	0	F	56
Guildford West	0	M	71
Guildford West	1	F	2436
Guildford West	1	M	2354
Gulargambone	0	F	21
Gulargambone	0	M	15
Gulargambone	1	F	280
Gulargambone	1	M	277
Gulf Creek	1	F	22
Gulf Creek	1	M	24
Gulgong	0	F	76
Gulgong	0	M	80
Gulgong	1	F	1192
Gulgong	1	M	1173
Gulmarrad	0	F	40
Gulmarrad	0	M	50
Gulmarrad	1	F	809
Gulmarrad	1	M	793
Gum Flat	0	F	11
Gum Flat	0	M	7
Gum Flat	1	F	92
Gum Flat	1	M	100
Gum Scrub	0	F	3
Gum Scrub	0	M	3
Gum Scrub	1	F	58
Gum Scrub	1	M	59
Gumbalie	1	M	3
Gumble	0	M	3
Gumble	1	F	26
Gumble	1	M	26
Gumly Gumly	0	F	11
Gumly Gumly	0	M	11
Gumly Gumly	1	F	136
Gumly Gumly	1	M	157
Gumma	0	F	5
Gumma	0	M	7
Gumma	1	F	213
Gumma	1	M	234
Gunbar	0	F	7
Gunbar	0	M	5
Gunbar	1	F	17
Gunbar	1	M	24
Gundagai	0	F	57
Gundagai	0	M	69
Gundagai	1	F	800
Gundagai	1	M	755
Gundamulda	1	F	3
Gundamulda	1	M	11
Gundaroo	0	F	20
Gundaroo	0	M	32
Gundaroo	1	F	543
Gundaroo	1	M	554
Gundary	0	F	9
Gundary	0	M	11
Gundary	1	F	124
Gundary	1	M	134
Gunderbooka	1	F	5
Gunderbooka	1	M	6
Gunderman	0	F	5
Gunderman	0	M	9
Gunderman	1	F	89
Gunderman	1	M	100
Gundy	0	F	8
Gundy	0	M	11
Gundy	1	F	104
Gundy	1	M	84
Gungal	0	F	6
Gungal	0	M	7
Gungal	1	F	120
Gungal	1	M	131
Gungalman	1	F	3
Gungalman	1	M	7
Gunnedah	0	F	226
Gunnedah	0	M	255
Gunnedah	1	F	4718
Gunnedah	1	M	4524
Gunning	0	F	13
Gunning	0	M	18
Gunning	1	F	314
Gunning	1	M	309
Gunning Gap	0	F	3
Gunning Gap	1	F	36
Gunning Gap	1	M	44
Gunningbland	1	F	35
Gunningbland	1	M	45
Gurley	0	F	14
Gurley	0	M	8
Gurley	1	F	93
Gurley	1	M	122
Gurnang	1	M	120
Gurranang	0	M	3
Gurranang	1	F	41
Gurranang	1	M	49
Gurrundah	0	F	6
Gurrundah	1	F	24
Gurrundah	1	M	29
Guyong	0	F	3
Guyong	0	M	9
Guyong	1	F	58
Guyong	1	M	61
Guyra	0	F	59
Guyra	0	M	65
Guyra	1	F	986
Guyra	1	M	912
Gwabegar	0	F	6
Gwabegar	0	M	7
Gwabegar	1	F	77
Gwabegar	1	M	71
Gwandalan	0	F	77
Gwandalan	0	M	94
Gwandalan	1	F	1527
Gwandalan	1	M	1569
Gwynneville	0	F	57
Gwynneville	0	M	83
Gwynneville	1	F	1380
Gwynneville	1	M	1582
Gymea	0	F	134
Gymea	0	M	136
Gymea	1	F	3775
Gymea	1	M	3540
Gymea Bay	0	F	129
Gymea Bay	0	M	145
Gymea Bay	1	F	3392
Gymea Bay	1	M	3227
Haberfield	0	F	118
Haberfield	0	M	108
Haberfield	1	F	3137
Haberfield	1	M	3094
Hacks Ferry	1	F	4
Hacks Ferry	1	M	10
Halekulani	0	F	67
Halekulani	0	M	69
Halekulani	1	F	1249
Halekulani	1	M	1159
Halfway Creek	0	F	9
Halfway Creek	0	M	7
Halfway Creek	1	F	118
Halfway Creek	1	M	125
Hallidays Point	0	F	16
Hallidays Point	0	M	12
Hallidays Point	1	F	242
Hallidays Point	1	M	248
Halloran	0	M	3
Halloran	1	F	24
Halloran	1	M	17
Halls Creek (NSW)	1	F	59
Halls Creek (NSW)	1	M	67
Hallsville	0	F	11
Hallsville	0	M	18
Hallsville	1	F	263
Hallsville	1	M	241
Halton	1	F	6
Halton	1	M	13
Hambledon Hill	1	F	3
Hambledon Hill	1	M	5
Hamilton (NSW)	0	F	120
Hamilton (NSW)	0	M	130
Hamilton (NSW)	1	F	2077
Hamilton (NSW)	1	M	1900
Hamilton East	0	F	22
Hamilton East	0	M	29
Hamilton East	1	F	466
Hamilton East	1	M	470
Hamilton North	0	F	19
Hamilton North	0	M	21
Hamilton North	1	F	428
Hamilton North	1	M	411
Hamilton South	0	F	75
Hamilton South	0	M	137
Hamilton South	1	F	1841
Hamilton South	1	M	1822
Hamilton Valley	0	F	24
Hamilton Valley	0	M	19
Hamilton Valley	1	F	262
Hamilton Valley	1	M	267
Hamlyn Terrace	0	F	97
Hamlyn Terrace	0	M	113
Hamlyn Terrace	1	F	3088
Hamlyn Terrace	1	M	2772
Hammondville	0	F	58
Hammondville	0	M	54
Hammondville	1	F	1783
Hammondville	1	M	1600
Hampden Hall	0	F	4
Hampden Hall	0	M	4
Hampden Hall	1	F	23
Hampden Hall	1	M	34
Hampton (NSW)	0	F	3
Hampton (NSW)	0	M	4
Hampton (NSW)	1	F	46
Hampton (NSW)	1	M	51
Hanging Rock	0	F	7
Hanging Rock	0	M	8
Hanging Rock	1	F	48
Hanging Rock	1	M	39
Hannam Vale	0	F	7
Hannam Vale	0	M	3
Hannam Vale	1	F	84
Hannam Vale	1	M	88
Hanwood	0	F	27
Hanwood	0	M	51
Hanwood	1	F	574
Hanwood	1	M	607
Harden	0	F	73
Harden	0	M	61
Harden	1	F	1008
Harden	1	M	888
Hardys Bay	0	F	11
Hardys Bay	0	M	10
Hardys Bay	1	F	109
Hardys Bay	1	M	104
Harefield	0	F	3
Harefield	0	M	6
Harefield	1	F	68
Harefield	1	M	71
Hargraves	0	F	11
Hargraves	0	M	9
Hargraves	1	F	108
Hargraves	1	M	133
Harolds Cross	0	F	3
Harolds Cross	1	F	23
Harolds Cross	1	M	27
Harparary	0	M	6
Harparary	1	F	13
Harparary	1	M	20
Harpers Hill	1	F	24
Harpers Hill	1	M	27
Harrington	0	F	125
Harrington	0	M	125
Harrington	1	F	1405
Harrington	1	M	1379
Harrington Park	0	F	128
Harrington Park	0	M	149
Harrington Park	1	F	5318
Harrington Park	1	M	5071
Harris Park	0	F	69
Harris Park	0	M	64
Harris Park	1	F	2623
Harris Park	1	M	3042
Hartley (NSW)	0	F	5
Hartley (NSW)	0	M	7
Hartley (NSW)	1	F	189
Hartley (NSW)	1	M	213
Hartley Vale	0	F	4
Hartley Vale	0	M	3
Hartley Vale	1	F	30
Hartley Vale	1	M	29
Hartwood	1	F	6
Hartwood	1	M	13
Hartys Plains	1	F	15
Hartys Plains	1	M	18
Harwood	0	M	12
Harwood	1	F	139
Harwood	1	M	144
Hassall Grove	0	F	41
Hassall Grove	0	M	45
Hassall Grove	1	F	2258
Hassall Grove	1	M	2160
Hastings Point	0	F	31
Hastings Point	0	M	25
Hastings Point	1	F	322
Hastings Point	1	M	270
Hat Head	0	F	10
Hat Head	0	M	15
Hat Head	1	F	129
Hat Head	1	M	163
Hatfield	1	F	7
Hatfield	1	M	6
Havilah (NSW)	1	F	13
Havilah (NSW)	1	M	7
Hawkesbury Heights	0	F	8
Hawkesbury Heights	0	M	7
Hawkesbury Heights	1	F	223
Hawkesbury Heights	1	M	215
Hawks Nest	0	F	46
Hawks Nest	0	M	48
Hawks Nest	1	F	546
Hawks Nest	1	M	576
Hay (NSW)	0	F	102
Hay (NSW)	0	M	129
Hay (NSW)	1	F	1110
Hay (NSW)	1	M	1073
Hay South	0	F	13
Hay South	0	M	19
Hay South	1	F	162
Hay South	1	M	168
Hayes Gap	1	F	6
Hayes Gap	1	M	8
Haymarket	0	F	122
Haymarket	0	M	152
Haymarket	1	F	3691
Haymarket	1	M	3386
Haystack	1	F	3
Haystack	1	M	5
Hayters Hill	0	M	3
Hayters Hill	1	F	7
Hayters Hill	1	M	16
Haywards Bay	0	F	14
Haywards Bay	0	M	17
Haywards Bay	1	F	492
Haywards Bay	1	M	480
Hazelbrook	0	F	92
Hazelbrook	0	M	111
Hazelbrook	1	F	2553
Hazelbrook	1	M	2224
Hazelgrove	0	F	9
Hazelgrove	1	F	35
Hazelgrove	1	M	44
Heathcote (NSW)	0	F	92
Heathcote (NSW)	0	M	129
Heathcote (NSW)	1	F	3023
Heathcote (NSW)	1	M	2770
Heatherbrae	0	F	12
Heatherbrae	0	M	24
Heatherbrae	1	F	217
Heatherbrae	1	M	259
Hebden	0	M	3
Hebden	1	F	21
Hebden	1	M	19
Hebersham	0	F	77
Hebersham	0	M	107
Hebersham	1	F	2802
Hebersham	1	M	2695
Heckenberg	0	F	35
Heckenberg	0	M	31
Heckenberg	1	F	1605
Heckenberg	1	M	1418
Heddon Greta	0	F	35
Heddon Greta	0	M	28
Heddon Greta	1	F	1003
Heddon Greta	1	M	983
Heifer Station	1	F	3
Heifer Station	1	M	7
Helensburgh	0	F	114
Helensburgh	0	M	156
Helensburgh	1	F	3058
Helensburgh	1	M	3048
Henley	0	F	7
Henley	0	M	27
Henley	1	F	228
Henley	1	M	217
Henty (NSW)	0	F	25
Henty (NSW)	0	M	35
Henty (NSW)	1	F	596
Henty (NSW)	1	M	587
Hereford Hall	1	F	11
Hereford Hall	1	M	9
Hermidale	0	F	9
Hermidale	0	M	7
Hermidale	1	F	51
Hermidale	1	M	68
Hermitage Flat	0	F	12
Hermitage Flat	0	M	13
Hermitage Flat	1	F	166
Hermitage Flat	1	M	149
Hernani	0	F	3
Hernani	0	M	3
Hernani	1	F	59
Hernani	1	M	62
Herons Creek	0	F	11
Herons Creek	0	M	19
Herons Creek	1	F	111
Herons Creek	1	M	108
Hexham (NSW)	0	M	7
Hexham (NSW)	1	F	58
Hexham (NSW)	1	M	64
Hickeys Creek	0	F	3
Hickeys Creek	0	M	6
Hickeys Creek	1	F	58
Hickeys Creek	1	M	59
High Range	0	F	4
High Range	0	M	11
High Range	1	F	196
High Range	1	M	178
Higher Macdonald	1	F	7
Higher Macdonald	1	M	3
Highfields (NSW)	0	F	25
Highfields (NSW)	0	M	25
Highfields (NSW)	1	F	407
Highfields (NSW)	1	M	387
Hill End (NSW)	0	F	6
Hill End (NSW)	0	M	8
Hill End (NSW)	1	F	42
Hill End (NSW)	1	M	50
Hill Top (Snowy Monaro Regional - NSW)	0	F	3
Hill Top (Snowy Monaro Regional - NSW)	0	M	5
Hill Top (Snowy Monaro Regional - NSW)	1	F	40
Hill Top (Snowy Monaro Regional - NSW)	1	M	39
Hill Top (Wingecarribee - NSW)	0	F	58
Hill Top (Wingecarribee - NSW)	0	M	54
Hill Top (Wingecarribee - NSW)	1	F	1257
Hill Top (Wingecarribee - NSW)	1	M	1304
Hilldale	0	M	9
Hilldale	1	F	89
Hilldale	1	M	101
Hillgrove (Armidale Regional - NSW)	0	F	9
Hillgrove (Armidale Regional - NSW)	0	M	11
Hillgrove (Armidale Regional - NSW)	1	F	74
Hillgrove (Armidale Regional - NSW)	1	M	84
Hillgrove (Wagga Wagga - NSW)	1	F	8
Hillgrove (Wagga Wagga - NSW)	1	M	14
Hillsborough (Lake Macquarie - NSW)	0	F	25
Hillsborough (Lake Macquarie - NSW)	0	M	23
Hillsborough (Lake Macquarie - NSW)	1	F	305
Hillsborough (Lake Macquarie - NSW)	1	M	305
Hillsborough (Maitland - NSW)	0	M	4
Hillsborough (Maitland - NSW)	1	F	17
Hillsborough (Maitland - NSW)	1	M	20
Hillsdale	0	F	82
Hillsdale	0	M	106
Hillsdale	1	F	2675
Hillsdale	1	M	2633
Hillston	0	F	59
Hillston	0	M	53
Hillston	1	F	688
Hillston	1	M	665
Hillville	0	F	7
Hillville	0	M	18
Hillville	1	F	149
Hillville	1	M	143
Hillvue	0	F	197
Hillvue	0	M	228
Hillvue	1	F	3097
Hillvue	1	M	2871
Hinchinbrook (NSW)	0	F	123
Hinchinbrook (NSW)	0	M	110
Hinchinbrook (NSW)	1	F	5549
Hinchinbrook (NSW)	1	M	5440
Hinton	0	F	4
Hinton	0	M	11
Hinton	1	F	215
Hinton	1	M	219
Hobartville (NSW)	0	F	29
Hobartville (NSW)	0	M	34
Hobartville (NSW)	1	F	1384
Hobartville (NSW)	1	M	1303
Hobbys Yards	0	M	3
Hobbys Yards	1	F	32
Hobbys Yards	1	M	47
Hogarth Range	1	F	16
Hogarth Range	1	M	30
Holbrook	0	F	71
Holbrook	0	M	85
Holbrook	1	F	817
Holbrook	1	M	739
Holgate	0	F	19
Holgate	0	M	29
Holgate	1	F	436
Holgate	1	M	487
Hollisdale	0	M	3
Hollisdale	1	F	25
Hollisdale	1	M	22
Hollydeen	1	F	31
Hollydeen	1	M	26
Holmesville	0	F	21
Holmesville	0	M	36
Holmesville	1	F	661
Holmesville	1	M	650
Holroyd	0	F	16
Holroyd	0	M	16
Holroyd	1	F	590
Holroyd	1	M	658
Holsworthy	0	F	39
Holsworthy	0	M	113
Holsworthy	1	F	2484
Holsworthy	1	M	2840
Holts Flat	1	M	3
Home Rule	1	F	27
Home Rule	1	M	23
Homebush (NSW)	0	F	121
Homebush (NSW)	0	M	249
Homebush (NSW)	1	F	3154
Homebush (NSW)	1	M	3488
Homebush West	0	F	98
Homebush West	0	M	127
Homebush West	1	F	3985
Homebush West	1	M	4399
Homeleigh	0	F	8
Homeleigh	0	M	4
Homeleigh	1	F	55
Homeleigh	1	M	45
Honeybugle	0	M	3
Honeybugle	1	F	9
Honeybugle	1	M	14
Hopefield	1	F	42
Hopefield	1	M	41
Hopkins Creek	0	F	3
Hopkins Creek	0	M	3
Hopkins Creek	1	F	55
Hopkins Creek	1	M	52
Horningsea Park	0	F	42
Horningsea Park	0	M	37
Horningsea Park	1	F	1884
Horningsea Park	1	M	1764
Hornsby	0	F	311
Hornsby	0	M	328
Hornsby	1	F	11001
Hornsby	1	M	10540
Hornsby Heights	0	F	102
Hornsby Heights	0	M	99
Hornsby Heights	1	F	3097
Hornsby Heights	1	M	3003
Horse Station Creek	0	M	3
Horse Station Creek	1	F	49
Horse Station Creek	1	M	53
Horseshoe Bend	0	F	15
Horseshoe Bend	0	M	11
Horseshoe Bend	1	F	170
Horseshoe Bend	1	M	181
Horseshoe Creek	0	M	4
Horseshoe Creek	1	F	40
Horseshoe Creek	1	M	43
Horsfield Bay	0	F	11
Horsfield Bay	0	M	18
Horsfield Bay	1	F	259
Horsfield Bay	1	M	256
Horsley	0	F	134
Horsley	0	M	165
Horsley	1	F	4083
Horsley	1	M	3848
Horsley Park	0	F	23
Horsley Park	0	M	26
Horsley Park	1	F	866
Horsley Park	1	M	923
Hoskinstown	1	F	94
Hoskinstown	1	M	95
Hovells Creek	1	F	20
Hovells Creek	1	M	15
Howards Grass	1	F	31
Howards Grass	1	M	41
Howell	1	F	14
Howell	1	M	17
Howes Valley	0	F	10
Howes Valley	0	M	6
Howes Valley	1	F	44
Howes Valley	1	M	67
Howlong	0	F	90
Howlong	0	M	101
Howlong	1	F	1295
Howlong	1	M	1287
Hoxton Park	0	F	63
Hoxton Park	0	M	53
Hoxton Park	1	F	2152
Hoxton Park	1	M	2090
Humula	0	F	5
Humula	1	F	53
Humula	1	M	57
Hungerford (NSW)	1	F	5
Hungerford (NSW)	1	M	13
Hunters Hill	0	F	203
Hunters Hill	0	M	214
Hunters Hill	1	F	4543
Hunters Hill	1	M	4571
Hunterview	0	F	65
Hunterview	0	M	88
Hunterview	1	F	1463
Hunterview	1	M	1389
Huntingdon	0	F	3
Huntingdon	0	M	3
Huntingdon	1	F	40
Huntingdon	1	M	43
Huntley (Orange - NSW)	0	M	4
Huntley (Orange - NSW)	1	F	71
Huntley (Orange - NSW)	1	M	78
Huntley (Wollongong - NSW)	0	F	4
Huntley (Wollongong - NSW)	1	F	22
Huntley (Wollongong - NSW)	1	M	28
Huntleys Cove	0	F	14
Huntleys Cove	0	M	11
Huntleys Cove	1	F	377
Huntleys Cove	1	M	346
Huntleys Point	0	F	7
Huntleys Point	0	M	3
Huntleys Point	1	F	63
Huntleys Point	1	M	69
Huonbrook	0	F	6
Huonbrook	0	M	6
Huonbrook	1	F	63
Huonbrook	1	M	74
Hurlstone Park	0	F	87
Hurlstone Park	0	M	83
Hurlstone Park	1	F	2360
Hurlstone Park	1	M	2165
Hurstville	0	F	327
Hurstville	0	M	409
Hurstville	1	F	14833
Hurstville	1	M	14253
Hurstville Grove	0	F	36
Hurstville Grove	0	M	37
Hurstville Grove	1	F	1310
Hurstville Grove	1	M	1279
Huskisson	0	F	34
Huskisson	0	M	45
Huskisson	1	F	375
Huskisson	1	M	335
Hyams Beach	0	F	8
Hyams Beach	0	M	12
Hyams Beach	1	F	49
Hyams Beach	1	M	47
Hyland Park	0	M	11
Hyland Park	1	F	213
Hyland Park	1	M	205
Hyndmans Creek	1	F	35
Hyndmans Creek	1	M	26
Ilarwill	0	F	6
Ilarwill	0	M	8
Ilarwill	1	F	97
Ilarwill	1	M	109
Ilford	0	F	6
Ilford	0	M	8
Ilford	1	F	78
Ilford	1	M	93
Illabo	0	F	6
Illabo	1	F	68
Illabo	1	M	66
Illaroo	1	F	17
Illaroo	1	M	13
Illawong	0	F	103
Illawong	0	M	112
Illawong	1	F	3530
Illawong	1	M	3528
Iluka (NSW)	0	F	56
Iluka (NSW)	0	M	51
Iluka (NSW)	1	F	789
Iluka (NSW)	1	M	820
Indi	1	F	18
Indi	1	M	23
Ingebirah	0	F	7
Ingebirah	1	F	38
Ingebirah	1	M	47
Ingleburn	0	F	199
Ingleburn	0	M	216
Ingleburn	1	F	7358
Ingleburn	1	M	7269
Ingleside	0	F	27
Ingleside	0	M	27
Ingleside	1	F	439
Ingleside	1	M	485
Innes View	1	F	16
Innes View	1	M	13
Inverell	0	F	334
Inverell	0	M	354
Inverell	1	F	5737
Inverell	1	M	5235
Invergordon (NSW)	0	F	4
Invergordon (NSW)	0	M	4
Invergordon (NSW)	1	F	10
Invergordon (NSW)	1	M	11
Invergowrie	0	F	24
Invergowrie	0	M	16
Invergowrie	1	F	364
Invergowrie	1	M	374
Iron Pot Creek	1	F	14
Iron Pot Creek	1	M	13
Ironbark (NSW)	1	F	9
Ironbark (NSW)	1	M	14
Ironmungy	1	M	7
Irvington	0	F	4
Irvington	1	F	34
Irvington	1	M	41
Irymple (NSW)	1	F	5
Irymple (NSW)	1	M	4
Isabella	1	F	16
Isabella	1	M	14
Islington	0	F	55
Islington	0	M	84
Islington	1	F	889
Islington	1	M	863
Ivanhoe (NSW)	0	F	10
Ivanhoe (NSW)	0	M	13
Ivanhoe (NSW)	1	F	126
Ivanhoe (NSW)	1	M	176
Jackadgery	0	F	4
Jackadgery	0	M	3
Jackadgery	1	F	43
Jackadgery	1	M	44
Jacks Creek	0	F	4
Jacks Creek	0	M	7
Jacks Creek	1	F	54
Jacks Creek	1	M	68
Jacksons Flat	1	F	6
Jacksons Flat	1	M	5
Jacky Bulbin Flat	0	F	4
Jacky Bulbin Flat	0	M	4
Jacky Bulbin Flat	1	F	10
Jacky Bulbin Flat	1	M	10
Jamberoo	0	F	42
Jamberoo	0	M	41
Jamberoo	1	F	802
Jamberoo	1	M	750
James Creek	0	F	3
James Creek	0	M	3
James Creek	1	F	101
James Creek	1	M	101
Jamisontown	0	F	107
Jamisontown	0	M	94
Jamisontown	1	F	2746
Jamisontown	1	M	2552
Jannali	0	F	97
Jannali	0	M	119
Jannali	1	F	3083
Jannali	1	M	2880
Jaspers Brush	0	F	10
Jaspers Brush	0	M	18
Jaspers Brush	1	F	176
Jaspers Brush	1	M	165
Jaunter	0	M	3
Jaunter	1	M	3
Jeir	0	F	3
Jeir	0	M	6
Jeir	1	F	135
Jeir	1	M	114
Jellat Jellat	0	F	5
Jellat Jellat	1	F	40
Jellat Jellat	1	M	35
Jemalong	1	F	37
Jemalong	1	M	36
Jembaicumbene	1	F	20
Jembaicumbene	1	M	15
Jennings	0	F	9
Jennings	0	M	4
Jennings	1	F	68
Jennings	1	M	79
Jenolan	1	F	10
Jenolan	1	M	10
Jeogla	1	F	18
Jeogla	1	M	25
Jerangle	0	F	4
Jerangle	0	M	5
Jerangle	1	F	43
Jerangle	1	M	44
Jeremadra	0	M	3
Jeremadra	1	F	84
Jeremadra	1	M	77
Jeremy	1	M	3
Jerilderie	0	F	41
Jerilderie	0	M	36
Jerilderie	1	F	458
Jerilderie	1	M	495
Jerrabattgulla	1	F	8
Jerrabattgulla	1	M	5
Jerrabomberra	0	F	184
Jerrabomberra	0	M	258
Jerrabomberra	1	F	4560
Jerrabomberra	1	M	4501
Jerrara	0	F	3
Jerrara	0	M	3
Jerrara	1	F	74
Jerrara	1	M	74
Jerrawa	0	F	6
Jerrawa	0	M	7
Jerrawa	1	F	32
Jerrawa	1	M	34
Jerrawangala	0	F	3
Jerrawangala	0	M	3
Jerrawangala	1	F	38
Jerrawangala	1	M	31
Jerrong	1	F	3
Jerrong	1	M	6
Jerrys Plains	0	F	3
Jerrys Plains	0	M	6
Jerrys Plains	1	F	182
Jerrys Plains	1	M	188
Jerseyville	0	F	4
Jerseyville	0	M	3
Jerseyville	1	F	50
Jerseyville	1	M	55
Jesmond	0	F	83
Jesmond	0	M	92
Jesmond	1	F	1427
Jesmond	1	M	1444
Jewells	0	F	61
Jewells	0	M	65
