SSC_NAME16	MaxSchoolingCompleted	Sex	persons
Sandhurst	Year 11	F	227
Sandhurst	Year 11	M	238
Sandhurst	Year 12	F	1268
Sandhurst	Year 12	M	1170
Sandon (Vic.)	Year 8	M	3
Sandon (Vic.)	Year 10	F	7
Sandon (Vic.)	Year 10	M	5
Sandon (Vic.)	Year 11	F	3
Sandon (Vic.)	Year 11	M	10
Sandon (Vic.)	Year 12	F	19
Sandon (Vic.)	Year 12	M	6
Sandringham (Vic.)	Did not go to school	F	13
Sandringham (Vic.)	Did not go to school	M	12
Sandringham (Vic.)	Year 8	F	135
Sandringham (Vic.)	Year 8	M	88
Sandringham (Vic.)	Year 9	F	169
Sandringham (Vic.)	Year 9	M	138
Sandringham (Vic.)	Year 10	F	391
Sandringham (Vic.)	Year 10	M	331
Sandringham (Vic.)	Year 11	F	422
Sandringham (Vic.)	Year 11	M	375
Sandringham (Vic.)	Year 12	F	3014
Sandringham (Vic.)	Year 12	M	2747
Sandy Creek (Vic.)	Year 8	F	7
Sandy Creek (Vic.)	Year 8	M	8
Sandy Creek (Vic.)	Year 9	F	9
Sandy Creek (Vic.)	Year 9	M	7
Sandy Creek (Vic.)	Year 10	F	14
Sandy Creek (Vic.)	Year 10	M	29
Sandy Creek (Vic.)	Year 11	F	22
Sandy Creek (Vic.)	Year 11	M	15
Sandy Creek (Vic.)	Year 12	F	22
Sandy Creek (Vic.)	Year 12	M	15
Sandy Point (Vic.)	Year 8	F	10
Sandy Point (Vic.)	Year 8	M	3
Sandy Point (Vic.)	Year 9	F	8
Sandy Point (Vic.)	Year 9	M	7
Sandy Point (Vic.)	Year 10	F	16
Sandy Point (Vic.)	Year 10	M	17
Sandy Point (Vic.)	Year 11	F	12
Sandy Point (Vic.)	Year 11	M	30
Sandy Point (Vic.)	Year 12	F	58
Sandy Point (Vic.)	Year 12	M	42
Sarsfield	Year 8	F	16
Sarsfield	Year 8	M	17
Sarsfield	Year 9	F	20
Sarsfield	Year 9	M	34
Sarsfield	Year 10	F	58
Sarsfield	Year 10	M	61
Sarsfield	Year 11	F	43
Sarsfield	Year 11	M	41
Sarsfield	Year 12	F	105
Sarsfield	Year 12	M	81
Sassafras (Vic.)	Year 8	F	8
Sassafras (Vic.)	Year 8	M	4
Sassafras (Vic.)	Year 9	F	18
Sassafras (Vic.)	Year 9	M	23
Sassafras (Vic.)	Year 10	F	48
Sassafras (Vic.)	Year 10	M	65
Sassafras (Vic.)	Year 11	F	46
Sassafras (Vic.)	Year 11	M	43
Sassafras (Vic.)	Year 12	F	286
Sassafras (Vic.)	Year 12	M	254
Sawmill Settlement	Year 9	F	3
Sawmill Settlement	Year 9	M	4
Sawmill Settlement	Year 10	M	9
Sawmill Settlement	Year 11	F	3
Sawmill Settlement	Year 11	M	4
Sawmill Settlement	Year 12	F	23
Sawmill Settlement	Year 12	M	16
Scarsdale	Year 8	F	15
Scarsdale	Year 8	M	22
Scarsdale	Year 9	F	14
Scarsdale	Year 9	M	33
Scarsdale	Year 10	F	59
Scarsdale	Year 10	M	77
Scarsdale	Year 11	F	53
Scarsdale	Year 11	M	61
Scarsdale	Year 12	F	120
Scarsdale	Year 12	M	85
Scoresby	Did not go to school	F	20
Scoresby	Did not go to school	M	10
Scoresby	Year 8	F	97
Scoresby	Year 8	M	104
Scoresby	Year 9	F	163
Scoresby	Year 9	M	158
Scoresby	Year 10	F	338
Scoresby	Year 10	M	395
Scoresby	Year 11	F	295
Scoresby	Year 11	M	301
Scoresby	Year 12	F	1449
Scoresby	Year 12	M	1308
Scotchmans Lead	Year 8	F	3
Scotchmans Lead	Year 8	M	8
Scotchmans Lead	Year 9	F	8
Scotchmans Lead	Year 10	F	7
Scotchmans Lead	Year 10	M	11
Scotchmans Lead	Year 11	F	5
Scotchmans Lead	Year 11	M	3
Scotchmans Lead	Year 12	F	15
Scotchmans Lead	Year 12	M	14
Scotsburn	Year 8	F	3
Scotsburn	Year 8	M	5
Scotsburn	Year 9	F	5
Scotsburn	Year 9	M	6
Scotsburn	Year 10	F	20
Scotsburn	Year 10	M	18
Scotsburn	Year 11	F	15
Scotsburn	Year 11	M	16
Scotsburn	Year 12	F	43
Scotsburn	Year 12	M	37
Scotts Creek (Vic.)	Year 8	M	10
Scotts Creek (Vic.)	Year 9	F	11
Scotts Creek (Vic.)	Year 9	M	7
Scotts Creek (Vic.)	Year 10	F	17
Scotts Creek (Vic.)	Year 10	M	26
Scotts Creek (Vic.)	Year 11	F	15
Scotts Creek (Vic.)	Year 11	M	20
Scotts Creek (Vic.)	Year 12	F	39
Scotts Creek (Vic.)	Year 12	M	25
Sea Lake	Did not go to school	M	3
Sea Lake	Year 8	F	26
Sea Lake	Year 8	M	32
Sea Lake	Year 9	F	35
Sea Lake	Year 9	M	18
Sea Lake	Year 10	F	50
Sea Lake	Year 10	M	52
Sea Lake	Year 11	F	43
Sea Lake	Year 11	M	50
Sea Lake	Year 12	F	80
Sea Lake	Year 12	M	71
Seabrook	Did not go to school	F	21
Seabrook	Did not go to school	M	14
Seabrook	Year 8	F	106
Seabrook	Year 8	M	84
Seabrook	Year 9	F	88
Seabrook	Year 9	M	121
Seabrook	Year 10	F	257
Seabrook	Year 10	M	321
Seabrook	Year 11	F	231
Seabrook	Year 11	M	241
Seabrook	Year 12	F	1190
Seabrook	Year 12	M	1033
Seacombe	Year 10	M	4
Seacombe	Year 12	F	4
Seacombe	Year 12	M	4
Seaford (Vic.)	Did not go to school	F	30
Seaford (Vic.)	Did not go to school	M	20
Seaford (Vic.)	Year 8	F	340
Seaford (Vic.)	Year 8	M	302
Seaford (Vic.)	Year 9	F	460
Seaford (Vic.)	Year 9	M	533
Seaford (Vic.)	Year 10	F	1180
Seaford (Vic.)	Year 10	M	1264
Seaford (Vic.)	Year 11	F	872
Seaford (Vic.)	Year 11	M	1007
Seaford (Vic.)	Year 12	F	3501
Seaford (Vic.)	Year 12	M	2890
Seaholme	Did not go to school	F	3
Seaholme	Did not go to school	M	9
Seaholme	Year 8	F	45
Seaholme	Year 8	M	43
Seaholme	Year 9	F	60
Seaholme	Year 9	M	43
Seaholme	Year 10	F	108
Seaholme	Year 10	M	112
Seaholme	Year 11	F	113
Seaholme	Year 11	M	112
Seaholme	Year 12	F	436
Seaholme	Year 12	M	395
Seaspray	Year 8	F	6
Seaspray	Year 8	M	8
Seaspray	Year 9	F	13
Seaspray	Year 9	M	16
Seaspray	Year 10	F	36
Seaspray	Year 10	M	49
Seaspray	Year 11	F	20
Seaspray	Year 11	M	24
Seaspray	Year 12	F	38
Seaspray	Year 12	M	21
Seaton (Vic.)	Year 8	M	6
Seaton (Vic.)	Year 9	F	6
Seaton (Vic.)	Year 9	M	3
Seaton (Vic.)	Year 10	F	14
Seaton (Vic.)	Year 10	M	13
Seaton (Vic.)	Year 11	F	5
Seaton (Vic.)	Year 11	M	19
Seaton (Vic.)	Year 12	F	32
Seaton (Vic.)	Year 12	M	16
Seaview	Year 8	M	3
Seaview	Year 9	M	8
Seaview	Year 10	F	9
Seaview	Year 10	M	6
Seaview	Year 11	F	11
Seaview	Year 11	M	17
Seaview	Year 12	F	25
Seaview	Year 12	M	19
Sebastian	Year 8	F	7
Sebastian	Year 8	M	10
Sebastian	Year 9	F	8
Sebastian	Year 9	M	6
Sebastian	Year 10	F	18
Sebastian	Year 10	M	24
Sebastian	Year 11	F	11
Sebastian	Year 11	M	9
Sebastian	Year 12	F	32
Sebastian	Year 12	M	27
Sebastopol (Vic.)	Did not go to school	F	16
Sebastopol (Vic.)	Did not go to school	M	14
Sebastopol (Vic.)	Year 8	F	410
Sebastopol (Vic.)	Year 8	M	298
Sebastopol (Vic.)	Year 9	F	454
Sebastopol (Vic.)	Year 9	M	404
Sebastopol (Vic.)	Year 10	F	888
Sebastopol (Vic.)	Year 10	M	826
Sebastopol (Vic.)	Year 11	F	663
Sebastopol (Vic.)	Year 11	M	540
Sebastopol (Vic.)	Year 12	F	1559
Sebastopol (Vic.)	Year 12	M	1210
Seddon (Vic.)	Did not go to school	F	39
Seddon (Vic.)	Did not go to school	M	11
Seddon (Vic.)	Year 8	F	102
Seddon (Vic.)	Year 8	M	84
Seddon (Vic.)	Year 9	F	61
Seddon (Vic.)	Year 9	M	58
Seddon (Vic.)	Year 10	F	106
Seddon (Vic.)	Year 10	M	152
Seddon (Vic.)	Year 11	F	112
Seddon (Vic.)	Year 11	M	151
Seddon (Vic.)	Year 12	F	1593
Seddon (Vic.)	Year 12	M	1495
Sedgwick	Year 8	F	7
Sedgwick	Year 8	M	11
Sedgwick	Year 9	F	5
Sedgwick	Year 9	M	19
Sedgwick	Year 10	F	27
Sedgwick	Year 10	M	37
Sedgwick	Year 11	F	30
Sedgwick	Year 11	M	36
Sedgwick	Year 12	F	128
Sedgwick	Year 12	M	96
Selby	Did not go to school	M	4
Selby	Year 8	F	12
Selby	Year 8	M	12
Selby	Year 9	F	27
Selby	Year 9	M	39
Selby	Year 10	F	76
Selby	Year 10	M	99
Selby	Year 11	F	87
Selby	Year 11	M	108
Selby	Year 12	F	391
Selby	Year 12	M	347
Separation Creek	Year 12	F	6
Separation Creek	Year 12	M	4
Serpentine (Vic.)	Year 8	F	4
Serpentine (Vic.)	Year 8	M	4
Serpentine (Vic.)	Year 9	F	6
Serpentine (Vic.)	Year 9	M	12
Serpentine (Vic.)	Year 10	F	8
Serpentine (Vic.)	Year 10	M	15
Serpentine (Vic.)	Year 11	F	16
Serpentine (Vic.)	Year 11	M	15
Serpentine (Vic.)	Year 12	F	29
Serpentine (Vic.)	Year 12	M	18
Serviceton	Year 8	M	3
Serviceton	Year 9	M	4
Serviceton	Year 10	M	19
Serviceton	Year 11	F	4
Serviceton	Year 11	M	14
Serviceton	Year 12	F	23
Serviceton	Year 12	M	13
Seville	Year 8	F	33
Seville	Year 8	M	46
Seville	Year 9	F	67
Seville	Year 9	M	94
Seville	Year 10	F	160
Seville	Year 10	M	222
Seville	Year 11	F	210
Seville	Year 11	M	201
Seville	Year 12	F	442
Seville	Year 12	M	333
Seville East	Year 8	F	8
Seville East	Year 8	M	15
Seville East	Year 9	F	27
Seville East	Year 9	M	32
Seville East	Year 10	F	62
Seville East	Year 10	M	66
Seville East	Year 11	F	51
Seville East	Year 11	M	78
Seville East	Year 12	F	150
Seville East	Year 12	M	95
Seymour (Vic.)	Did not go to school	F	3
Seymour (Vic.)	Did not go to school	M	16
Seymour (Vic.)	Year 8	F	229
Seymour (Vic.)	Year 8	M	210
Seymour (Vic.)	Year 9	F	255
Seymour (Vic.)	Year 9	M	305
Seymour (Vic.)	Year 10	F	537
Seymour (Vic.)	Year 10	M	528
Seymour (Vic.)	Year 11	F	394
Seymour (Vic.)	Year 11	M	418
Seymour (Vic.)	Year 12	F	895
Seymour (Vic.)	Year 12	M	770
Shady Creek	Year 8	F	3
Shady Creek	Year 8	M	3
Shady Creek	Year 9	F	3
Shady Creek	Year 9	M	4
Shady Creek	Year 10	F	11
Shady Creek	Year 10	M	19
Shady Creek	Year 11	F	17
Shady Creek	Year 11	M	10
Shady Creek	Year 12	F	41
Shady Creek	Year 12	M	28
Shays Flat	Year 12	F	4
She Oaks	Year 8	M	3
She Oaks	Year 9	M	3
She Oaks	Year 10	F	6
She Oaks	Year 10	M	6
She Oaks	Year 11	F	9
She Oaks	Year 11	M	11
She Oaks	Year 12	F	21
She Oaks	Year 12	M	25
Sheans Creek	Year 10	F	3
Sheans Creek	Year 11	F	7
Sheans Creek	Year 11	M	4
Sheans Creek	Year 12	F	4
Sheans Creek	Year 12	M	5
Sheep Hills	Year 9	M	3
Sheep Hills	Year 11	M	7
Sheep Hills	Year 12	F	4
Sheep Hills	Year 12	M	6
Shelbourne	Year 8	F	6
Shelbourne	Year 8	M	8
Shelbourne	Year 9	F	14
Shelbourne	Year 9	M	22
Shelbourne	Year 10	F	27
Shelbourne	Year 10	M	51
Shelbourne	Year 11	F	35
Shelbourne	Year 11	M	30
Shelbourne	Year 12	F	78
Shelbourne	Year 12	M	47
Shelford	Year 8	M	9
Shelford	Year 9	F	6
Shelford	Year 9	M	13
Shelford	Year 10	F	18
Shelford	Year 10	M	26
Shelford	Year 11	F	27
Shelford	Year 11	M	25
Shelford	Year 12	F	34
Shelford	Year 12	M	31
Shelley (Vic.)	Year 12	M	3
Shepherds Flat	Year 9	M	4
Shepherds Flat	Year 10	M	5
Shepherds Flat	Year 11	F	3
Shepherds Flat	Year 11	M	10
Shepherds Flat	Year 12	F	13
Shepherds Flat	Year 12	M	14
Shepparton	Did not go to school	F	265
Shepparton	Did not go to school	M	323
Shepparton	Year 8	F	1056
Shepparton	Year 8	M	1010
Shepparton	Year 9	F	1012
Shepparton	Year 9	M	1156
Shepparton	Year 10	F	2176
Shepparton	Year 10	M	2180
Shepparton	Year 11	F	1808
Shepparton	Year 11	M	1767
Shepparton	Year 12	F	5017
Shepparton	Year 12	M	4101
Shepparton East	Did not go to school	F	15
Shepparton East	Did not go to school	M	10
Shepparton East	Year 8	F	33
Shepparton East	Year 8	M	49
Shepparton East	Year 9	F	37
Shepparton East	Year 9	M	50
Shepparton East	Year 10	F	68
Shepparton East	Year 10	M	94
Shepparton East	Year 11	F	70
Shepparton East	Year 11	M	80
Shepparton East	Year 12	F	163
Shepparton East	Year 12	M	148
Shepparton North	Did not go to school	F	6
Shepparton North	Did not go to school	M	3
Shepparton North	Year 8	F	18
Shepparton North	Year 8	M	30
Shepparton North	Year 9	F	28
Shepparton North	Year 9	M	29
Shepparton North	Year 10	F	48
Shepparton North	Year 10	M	63
Shepparton North	Year 11	F	41
Shepparton North	Year 11	M	49
Shepparton North	Year 12	F	189
Shepparton North	Year 12	M	158
Sherbrooke	Year 8	M	3
Sherbrooke	Year 9	F	3
Sherbrooke	Year 9	M	12
Sherbrooke	Year 10	F	13
Sherbrooke	Year 10	M	6
Sherbrooke	Year 11	F	10
Sherbrooke	Year 11	M	11
Sherbrooke	Year 12	F	82
Sherbrooke	Year 12	M	69
Shoreham	Year 8	F	9
Shoreham	Year 8	M	8
Shoreham	Year 9	F	7
Shoreham	Year 9	M	13
Shoreham	Year 10	F	16
Shoreham	Year 10	M	29
Shoreham	Year 11	F	30
Shoreham	Year 11	M	40
Shoreham	Year 12	F	170
Shoreham	Year 12	M	149
Sidonia	Year 12	F	6
Sidonia	Year 12	M	3
Silvan	Did not go to school	F	3
Silvan	Did not go to school	M	3
Silvan	Year 8	F	39
Silvan	Year 8	M	39
Silvan	Year 9	F	36
Silvan	Year 9	M	41
Silvan	Year 10	F	77
Silvan	Year 10	M	110
Silvan	Year 11	F	67
Silvan	Year 11	M	95
Silvan	Year 12	F	233
Silvan	Year 12	M	201
Silverleaves	Year 8	M	4
Silverleaves	Year 9	F	3
Silverleaves	Year 9	M	6
Silverleaves	Year 10	F	24
Silverleaves	Year 10	M	17
Silverleaves	Year 11	F	10
Silverleaves	Year 11	M	15
Silverleaves	Year 12	F	50
Silverleaves	Year 12	M	43
Simpson (Vic.)	Year 8	F	8
Simpson (Vic.)	Year 8	M	29
Simpson (Vic.)	Year 9	F	20
Simpson (Vic.)	Year 9	M	27
Simpson (Vic.)	Year 10	F	29
Simpson (Vic.)	Year 10	M	51
Simpson (Vic.)	Year 11	F	48
Simpson (Vic.)	Year 11	M	54
Simpson (Vic.)	Year 12	F	73
Simpson (Vic.)	Year 12	M	61
Simpsons Creek	Year 8	M	3
Simpsons Creek	Year 9	M	3
Simpsons Creek	Year 10	M	3
Simpsons Creek	Year 11	F	3
Simpsons Creek	Year 11	M	4
Simpsons Creek	Year 12	F	5
Simpsons Creek	Year 12	M	4
Simson	Year 9	F	3
Simson	Year 9	M	9
Simson	Year 10	F	6
Simson	Year 10	M	13
Simson	Year 11	F	6
Simson	Year 11	M	3
Simson	Year 12	F	6
Simson	Year 12	M	8
Skenes Creek	Year 8	M	7
Skenes Creek	Year 9	F	8
Skenes Creek	Year 9	M	6
Skenes Creek	Year 10	F	19
Skenes Creek	Year 10	M	5
Skenes Creek	Year 11	F	9
Skenes Creek	Year 11	M	11
Skenes Creek	Year 12	F	30
Skenes Creek	Year 12	M	36
Skenes Creek North	Year 12	F	3
Skenes Creek North	Year 12	M	8
Skibo	Year 8	M	4
Skibo	Year 9	M	3
Skibo	Year 10	F	7
Skibo	Year 10	M	7
Skibo	Year 11	F	7
Skibo	Year 11	M	8
Skibo	Year 12	F	6
Skibo	Year 12	M	4
Skinners Flat	Year 9	F	3
Skinners Flat	Year 9	M	3
Skinners Flat	Year 10	F	5
Skinners Flat	Year 11	M	3
Skinners Flat	Year 12	F	3
Skipton	Year 8	F	20
Skipton	Year 8	M	19
Skipton	Year 9	F	16
Skipton	Year 9	M	24
Skipton	Year 10	F	44
Skipton	Year 10	M	63
Skipton	Year 11	F	49
Skipton	Year 11	M	30
Skipton	Year 12	F	91
Skipton	Year 12	M	65
Skye (Vic.)	Did not go to school	F	17
Skye (Vic.)	Did not go to school	M	9
Skye (Vic.)	Year 8	F	112
Skye (Vic.)	Year 8	M	115
Skye (Vic.)	Year 9	F	203
Skye (Vic.)	Year 9	M	249
Skye (Vic.)	Year 10	F	560
Skye (Vic.)	Year 10	M	665
Skye (Vic.)	Year 11	F	479
Skye (Vic.)	Year 11	M	509
Skye (Vic.)	Year 12	F	1625
Skye (Vic.)	Year 12	M	1279
Slaty Creek	Year 8	M	3
Slaty Creek	Year 9	M	3
Slaty Creek	Year 10	F	3
Slaty Creek	Year 10	M	8
Slaty Creek	Year 11	F	4
Slaty Creek	Year 11	M	3
Slaty Creek	Year 12	F	5
Slaty Creek	Year 12	M	3
Smeaton	Year 8	F	3
Smeaton	Year 8	M	3
Smeaton	Year 9	F	5
Smeaton	Year 9	M	10
Smeaton	Year 10	F	21
Smeaton	Year 10	M	16
Smeaton	Year 11	F	11
Smeaton	Year 11	M	21
Smeaton	Year 12	F	46
Smeaton	Year 12	M	29
Smiths Beach	Year 8	M	5
Smiths Beach	Year 9	F	8
Smiths Beach	Year 10	F	14
Smiths Beach	Year 10	M	10
Smiths Beach	Year 11	F	10
Smiths Beach	Year 11	M	15
Smiths Beach	Year 12	F	56
Smiths Beach	Year 12	M	39
Smiths Gully	Year 8	F	3
Smiths Gully	Year 9	F	6
Smiths Gully	Year 9	M	7
Smiths Gully	Year 10	F	15
Smiths Gully	Year 10	M	34
Smiths Gully	Year 11	F	22
Smiths Gully	Year 11	M	28
Smiths Gully	Year 12	F	101
Smiths Gully	Year 12	M	72
Smokeytown	Year 9	M	3
Smokeytown	Year 10	F	3
Smokeytown	Year 12	F	4
Smokeytown	Year 12	M	3
Smoko	Year 10	F	3
Smoko	Year 10	M	6
Smoko	Year 11	F	4
Smoko	Year 11	M	3
Smoko	Year 12	F	8
Smoko	Year 12	M	12
Smythes Creek	Year 8	F	12
Smythes Creek	Year 8	M	36
Smythes Creek	Year 9	F	41
Smythes Creek	Year 9	M	52
Smythes Creek	Year 10	F	100
Smythes Creek	Year 10	M	135
Smythes Creek	Year 11	F	119
Smythes Creek	Year 11	M	109
Smythes Creek	Year 12	F	270
Smythes Creek	Year 12	M	216
Smythesdale	Did not go to school	M	3
Smythesdale	Year 8	F	22
Smythesdale	Year 8	M	27
Smythesdale	Year 9	F	30
Smythesdale	Year 9	M	51
Smythesdale	Year 10	F	69
Smythesdale	Year 10	M	97
Smythesdale	Year 11	F	70
Smythesdale	Year 11	M	81
Smythesdale	Year 12	F	156
Smythesdale	Year 12	M	144
Snake Valley	Did not go to school	M	4
Snake Valley	Year 8	F	21
Snake Valley	Year 8	M	22
Snake Valley	Year 9	F	28
Snake Valley	Year 9	M	41
Snake Valley	Year 10	F	63
Snake Valley	Year 10	M	74
Snake Valley	Year 11	F	44
Snake Valley	Year 11	M	56
Snake Valley	Year 12	F	115
Snake Valley	Year 12	M	80
Soldiers Hill (Vic.)	Did not go to school	F	4
Soldiers Hill (Vic.)	Did not go to school	M	3
Soldiers Hill (Vic.)	Year 8	F	41
Soldiers Hill (Vic.)	Year 8	M	37
Soldiers Hill (Vic.)	Year 9	F	45
Soldiers Hill (Vic.)	Year 9	M	69
Soldiers Hill (Vic.)	Year 10	F	137
Soldiers Hill (Vic.)	Year 10	M	144
Soldiers Hill (Vic.)	Year 11	F	140
Soldiers Hill (Vic.)	Year 11	M	149
Soldiers Hill (Vic.)	Year 12	F	732
Soldiers Hill (Vic.)	Year 12	M	570
Somers	Year 8	F	17
Somers	Year 8	M	13
Somers	Year 9	F	23
Somers	Year 9	M	34
Somers	Year 10	F	72
Somers	Year 10	M	100
Somers	Year 11	F	94
Somers	Year 11	M	110
Somers	Year 12	F	443
Somers	Year 12	M	356
Somerville (Vic.)	Did not go to school	F	12
Somerville (Vic.)	Did not go to school	M	10
Somerville (Vic.)	Year 8	F	230
Somerville (Vic.)	Year 8	M	194
Somerville (Vic.)	Year 9	F	361
Somerville (Vic.)	Year 9	M	393
Somerville (Vic.)	Year 10	F	893
Somerville (Vic.)	Year 10	M	1045
Somerville (Vic.)	Year 11	F	787
Somerville (Vic.)	Year 11	M	803
Somerville (Vic.)	Year 12	F	2258
Somerville (Vic.)	Year 12	M	1637
Sorrento (Vic.)	Did not go to school	M	3
Sorrento (Vic.)	Year 8	F	32
Sorrento (Vic.)	Year 8	M	27
Sorrento (Vic.)	Year 9	F	31
Sorrento (Vic.)	Year 9	M	26
Sorrento (Vic.)	Year 10	F	111
Sorrento (Vic.)	Year 10	M	91
Sorrento (Vic.)	Year 11	F	114
Sorrento (Vic.)	Year 11	M	84
Sorrento (Vic.)	Year 12	F	387
Sorrento (Vic.)	Year 12	M	406
South Dudley	Year 8	F	16
South Dudley	Year 8	M	19
South Dudley	Year 9	F	12
South Dudley	Year 9	M	22
South Dudley	Year 10	F	49
South Dudley	Year 10	M	44
South Dudley	Year 11	F	26
South Dudley	Year 11	M	17
South Dudley	Year 12	F	66
South Dudley	Year 12	M	46
South Geelong	Did not go to school	F	3
South Geelong	Year 8	F	8
South Geelong	Year 8	M	22
South Geelong	Year 9	F	21
South Geelong	Year 9	M	15
South Geelong	Year 10	F	44
South Geelong	Year 10	M	51
South Geelong	Year 11	F	50
South Geelong	Year 11	M	56
South Geelong	Year 12	F	271
South Geelong	Year 12	M	219
South Kingsville	Did not go to school	F	7
South Kingsville	Did not go to school	M	3
South Kingsville	Year 8	F	51
South Kingsville	Year 8	M	34
South Kingsville	Year 9	F	30
South Kingsville	Year 9	M	38
South Kingsville	Year 10	F	66
South Kingsville	Year 10	M	83
South Kingsville	Year 11	F	66
South Kingsville	Year 11	M	84
South Kingsville	Year 12	F	539
South Kingsville	Year 12	M	498
South Melbourne	Did not go to school	F	44
South Melbourne	Did not go to school	M	31
South Melbourne	Year 8	F	178
South Melbourne	Year 8	M	139
South Melbourne	Year 9	F	122
South Melbourne	Year 9	M	94
South Melbourne	Year 10	F	290
South Melbourne	Year 10	M	283
South Melbourne	Year 11	F	318
South Melbourne	Year 11	M	280
South Melbourne	Year 12	F	3528
South Melbourne	Year 12	M	3306
South Morang	Did not go to school	F	98
South Morang	Did not go to school	M	57
South Morang	Year 8	F	559
South Morang	Year 8	M	456
South Morang	Year 9	F	517
South Morang	Year 9	M	540
South Morang	Year 10	F	1166
South Morang	Year 10	M	1295
South Morang	Year 11	F	1072
South Morang	Year 11	M	1131
South Morang	Year 12	F	5630
South Morang	Year 12	M	4922
South Purrumbete	Year 8	F	8
South Purrumbete	Year 8	M	4
South Purrumbete	Year 9	M	15
South Purrumbete	Year 10	F	9
South Purrumbete	Year 10	M	10
South Purrumbete	Year 11	F	9
South Purrumbete	Year 11	M	6
South Purrumbete	Year 12	F	15
South Purrumbete	Year 12	M	11
South Wharf	Year 12	F	19
South Wharf	Year 12	M	14
South Yarra	Did not go to school	F	68
South Yarra	Did not go to school	M	38
South Yarra	Year 8	F	192
South Yarra	Year 8	M	147
South Yarra	Year 9	F	177
South Yarra	Year 9	M	136
South Yarra	Year 10	F	472
South Yarra	Year 10	M	488
South Yarra	Year 11	F	564
South Yarra	Year 11	M	546
South Yarra	Year 12	F	9496
South Yarra	Year 12	M	8431
Southbank	Did not go to school	F	44
Southbank	Did not go to school	M	32
Southbank	Year 8	F	63
Southbank	Year 8	M	54
Southbank	Year 9	F	82
Southbank	Year 9	M	99
Southbank	Year 10	F	296
Southbank	Year 10	M	293
Southbank	Year 11	F	372
Southbank	Year 11	M	449
Southbank	Year 12	F	6834
Southbank	Year 12	M	6821
Southern Cross (Vic.)	Year 8	F	3
Southern Cross (Vic.)	Year 8	M	9
Southern Cross (Vic.)	Year 9	F	3
Southern Cross (Vic.)	Year 9	M	6
Southern Cross (Vic.)	Year 10	F	4
Southern Cross (Vic.)	Year 10	M	4
Southern Cross (Vic.)	Year 11	F	9
Southern Cross (Vic.)	Year 11	M	7
Southern Cross (Vic.)	Year 12	F	26
Southern Cross (Vic.)	Year 12	M	15
Spargo Creek	Year 10	M	3
Spargo Creek	Year 11	M	3
Spargo Creek	Year 12	F	6
Spargo Creek	Year 12	M	9
Speed	Year 8	F	4
Speed	Year 8	M	3
Speed	Year 9	F	7
Speed	Year 9	M	3
Speed	Year 10	F	10
Speed	Year 10	M	6
Speed	Year 11	F	7
Speed	Year 11	M	9
Speed	Year 12	F	7
Speed	Year 12	M	4
Spotswood	Did not go to school	F	9
Spotswood	Did not go to school	M	13
Spotswood	Year 8	F	51
Spotswood	Year 8	M	63
Spotswood	Year 9	F	40
Spotswood	Year 9	M	38
Spotswood	Year 10	F	83
Spotswood	Year 10	M	122
Spotswood	Year 11	F	86
Spotswood	Year 11	M	108
Spotswood	Year 12	F	704
Spotswood	Year 12	M	659
Spring Gully (Vic.)	Year 8	F	64
Spring Gully (Vic.)	Year 8	M	53
Spring Gully (Vic.)	Year 9	F	82
Spring Gully (Vic.)	Year 9	M	79
Spring Gully (Vic.)	Year 10	F	197
Spring Gully (Vic.)	Year 10	M	202
Spring Gully (Vic.)	Year 11	F	214
Spring Gully (Vic.)	Year 11	M	172
Spring Gully (Vic.)	Year 12	F	668
Spring Gully (Vic.)	Year 12	M	529
Spring Hill (Vic.)	Year 8	F	3
Spring Hill (Vic.)	Year 8	M	4
Spring Hill (Vic.)	Year 9	F	7
Spring Hill (Vic.)	Year 10	F	7
Spring Hill (Vic.)	Year 10	M	9
Spring Hill (Vic.)	Year 11	F	13
Spring Hill (Vic.)	Year 11	M	8
Spring Hill (Vic.)	Year 12	F	46
Spring Hill (Vic.)	Year 12	M	37
Springbank	Year 8	F	4
Springbank	Year 8	M	4
Springbank	Year 9	M	3
Springbank	Year 10	F	10
Springbank	Year 10	M	13
Springbank	Year 11	F	9
Springbank	Year 11	M	8
Springbank	Year 12	F	13
Springbank	Year 12	M	13
Springdallah	Year 9	M	5
Springdallah	Year 10	F	4
Springdallah	Year 10	M	3
Springfield (Buloke - Vic.)	Year 12	M	3
Springfield (Macedon Ranges - Vic.)	Year 8	M	4
Springfield (Macedon Ranges - Vic.)	Year 9	F	3
Springfield (Macedon Ranges - Vic.)	Year 9	M	4
Springfield (Macedon Ranges - Vic.)	Year 10	F	14
Springfield (Macedon Ranges - Vic.)	Year 10	M	12
Springfield (Macedon Ranges - Vic.)	Year 11	F	11
Springfield (Macedon Ranges - Vic.)	Year 11	M	13
Springfield (Macedon Ranges - Vic.)	Year 12	F	37
Springfield (Macedon Ranges - Vic.)	Year 12	M	26
Springhurst	Year 8	F	7
Springhurst	Year 8	M	6
Springhurst	Year 9	F	10
Springhurst	Year 9	M	19
Springhurst	Year 10	F	31
Springhurst	Year 10	M	43
Springhurst	Year 11	F	19
Springhurst	Year 11	M	18
Springhurst	Year 12	F	51
Springhurst	Year 12	M	37
Springmount	Year 8	F	4
Springmount	Year 8	M	4
Springmount	Year 9	M	4
Springmount	Year 10	F	9
